,UBI FP Equity_DX_SI_QTY,UBI FP Equity_DX_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,UBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBI FP Equity_DX_SI_MV,UBI FP Equity_DX_DSS,UBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY,UBI FP Equity_DX_BROKER_SI_QTY,UBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBI FP Equity_DX_BROKER_SI_MV_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBI FP Equity_DX_BROKER_SI_MV_INC_x,UBI FP Equity_DX_SUPPLY_SI_MV_NEW,UBI FP Equity_DX_BROKER_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_NEW,UBI FP Equity_DX_SUPPLY_SI_MV_DEC,UBI FP Equity_DX_BROKER_SI_QTY_INC,UBI FP Equity_DX_SUPPLY_SI_QTY_DEC,UBI FP Equity_DX_BROKER_SI_MV_NEW_y,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UBI FP Equity_DX_BROKER_SI_MV_INC_y,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBI FP Equity_DX_BROKER_SI_MV_ADD,UBI FP Equity_DX_SUPPLY_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_DEC,UBI FP Equity_DX_SUPPLY_SI_MV,UBI FP Equity_DX_BROKER_SI_MV_DEC,UBI FP Equity_DX_SUPPLY_SI_MV_RMV,UBI FP Equity_DX_BROKER_SI_MV_RMV,UBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBI FP Equity_DX_UTILIZATION_QUANTITY,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBI FP Equity_DX_ACTIVE_UTILIZATION_MV,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBI FP Equity_DX_BROKER_SI_CON_RATIO,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-04-30,1626265.0,24231348.5,2.55,2.36,1.73,26.01,1.0,18119830.4,992319.0,1216096.0,14785553.1,,,13008.0,,,150000.0,,0.01,,713.0,,,,13008.0,2.24,1942.0,,15.64,,0.18,,10.7,10.7,8284857.0,123444369.3,11143.0,129.08,10.8,15.28,0.1205,21.53,0.1753
2009-05-01,1625552.0,24220724.8,2.54,2.16,1.73,25.16,1.0,18109206.7,992319.0,1215383.0,14785553.1,,,,,,,,,,,,,,,,,713.0,15.04,0.01,,,10.63,10.63,8339301.0,124255584.9,,127.38,10.56,15.85,0.1236,22.21,0.1742
2009-05-04,1727152.0,25078247.04,2.7,2.29,1.84,25.99,1.0,18518561.16,1010017.0,1275383.0,14665446.84,,,,0.75,,,,0.54,60000.0,35426.0,,,0.75,,,53124.0,,14.85,,,,9.36,9.36,9780512.0,142013034.24,,143.61,9.37,18.67,0.1262,21.28,0.1601
2009-05-05,1765609.0,27049129.88,2.76,2.27,1.88,26.77,1.0,20152540.8,1024805.0,1315440.0,15700012.6,,,37719.0,0.92,,,,0.35,65357.0,22931.0,,,0.92,37719.0,,,25300.0,15.21,0.33,,,9.76,9.76,9474089.0,145143043.48,,141.02,9.74,19.56,0.1289,22.02,0.1682
2009-05-06,1793689.0,27721463.5,2.81,2.27,1.91,27.92,1.0,20825488.86,1061599.0,1347492.0,16407012.55,,,30330.0,0.6,,,,0.82,32052.0,53412.0,,,0.6,30330.0,,59876.0,,16.27,,,,10.14,10.14,9410814.0,145444130.37,,144.8,10.1,19.59,0.1266,21.23,0.1713
2009-05-07,1847423.0,27840664.61,2.89,2.33,1.97,28.75,1.0,21306975.69,1048257.0,1413867.0,15797232.99,,,13001.0,1.35,,,,0.51,82802.0,36344.0,,,1.35,13001.0,,10001.0,16427.0,16.03,0.25,,,10.07,10.07,9365485.0,141137858.95,,142.74,10.1,20.06,0.1284,21.31,0.1774
2009-05-08,2082418.0,30549072.06,3.26,2.65,2.22,31.59,1.0,23154027.75,1178523.0,1578325.0,17288932.41,,,121883.0,2.29,,,,0.17,164458.0,9592.0,,,2.29,121883.0,,17975.0,,17.41,,,,11.41,11.41,9154318.0,134293845.06,,135.3,11.4,19.97,0.1325,23.7,0.2015
2009-05-11,2242397.0,32402636.65,3.51,2.85,2.39,33.58,1.0,26347667.6,1267655.0,1823368.0,18317614.75,1.66,,62843.0,1.8,,,113710.0,0.26,131333.0,17975.0,1.66,,1.8,62843.0,,44264.0,,18.51,,,,12.1,12.1,9209305.0,133074457.25,,133.79,12.16,18.87,0.1444,27.59,0.214
2009-05-12,2435677.0,34330867.32,3.81,3.1,2.6,35.97,1.0,26517388.64,1646895.0,1881333.0,23212985.03,,,109753.0,0.49,,35000.0,,0.04,35233.0,1022.0,,,0.49,109753.0,0.52,270509.0,12268.0,23.61,0.18,,,15.48,15.48,8992469.0,126748850.56,,128.46,15.53,17.64,0.1286,25.09,0.2289
2009-05-13,2739651.0,38505794.81,4.29,3.48,2.92,39.95,1.0,30124545.32,1723869.0,2143333.0,24228978.8,,,3335.0,3.72,,,,0.04,262000.0,3135.0,,,3.72,3335.0,,76774.0,,24.31,,,,15.45,15.45,9437028.0,132637428.54,,133.05,15.45,16.28,0.1259,22.46,0.2455
2009-05-14,2779286.0,39215725.46,4.35,3.55,2.96,40.27,1.0,31052384.96,1706101.0,2200736.0,24073085.11,,,1942.0,0.74,,,,0.55,62403.0,37685.0,,,0.74,1942.0,,17975.0,5000.0,23.96,0.07,,,15.28,15.28,9460376.0,133485905.36,,133.08,15.26,17.18,0.129,22.3,0.2489
2009-05-15,2749332.0,39068007.72,4.3,3.52,2.93,40.31,1.0,31616297.93,1651950.0,2224933.0,23474209.5,,,2907.0,0.88,,,,0.2,61000.0,15320.0,,,0.88,2907.0,,36.0,36803.0,23.42,0.26,0.59,,14.71,14.71,9578502.0,136110513.42,41774.0,135.97,14.69,17.07,0.136,24.55,0.2448
2009-05-18,2615715.0,38451010.5,4.09,3.35,2.79,38.64,1.0,30733716.3,1639041.0,2090729.0,24093902.7,,,19161.0,0.19,,,,0.55,12266.0,39427.0,,,0.19,19161.0,,7357.0,96048.0,23.45,1.48,,0.75,14.64,14.64,9552944.0,140428276.8,,137.95,14.53,16.02,0.1415,26.47,0.2337
2009-05-19,2694851.0,40436239.26,4.22,3.46,2.87,40.36,1.0,32492607.26,1606323.0,2165452.0,24102876.62,,,5700.0,1.43,,,,0.47,93918.0,38418.0,,,1.43,5700.0,,,19195.0,23.64,0.28,,,14.31,14.31,9622423.0,144384457.12,,141.76,14.29,16.12,0.1385,25.88,0.24
2009-05-20,2694861.0,40638503.88,4.22,3.51,2.87,40.96,1.0,32489679.04,1608628.0,2154488.0,24258110.24,,,59563.0,0.08,,,,0.84,5000.0,58298.0,,,0.08,59563.0,,1040.0,15964.0,24.09,0.2,,,14.29,14.29,9649545.0,145515138.6,,144.77,14.27,15.87,0.1363,25.34,0.2394
2009-05-21,2596333.0,38347838.41,4.06,3.41,2.77,39.34,1.0,30071129.2,1526592.0,2035960.0,22547763.84,,,5225.0,0.08,,20000.0,,1.63,5000.0,107259.0,,,0.08,5225.0,0.3,19998.0,143528.0,22.84,2.1,,,13.78,13.78,9549834.0,141051048.18,,142.8,13.79,16.28,0.1342,25.77,0.2344
2009-05-22,2518689.0,35891318.25,3.94,3.36,2.68,36.63,1.0,29304213.0,1389583.0,2056436.0,19801557.75,,,21937.0,0.18,,,,2.56,21700.0,164246.0,,,0.18,21937.0,,5300.0,1224.0,19.5,0.06,,,12.58,12.58,9655219.0,137586870.75,,137.0,12.46,17.72,0.1395,26.4,0.228
2009-05-25,2531341.0,35995669.02,3.96,3.35,2.7,37.15,1.0,29278069.92,1399735.0,2058936.0,19904231.7,,,10152.0,0.05,,,,,2500.0,,,,0.05,10152.0,,,,19.99,,,,12.73,12.73,9598695.0,136493442.9,,136.83,12.75,17.17,0.1382,26.4,0.2302
2009-05-26,2450581.0,35423148.35,3.84,3.29,2.61,35.22,1.0,28668962.88,1378007.0,1983325.0,19919091.18,,,,,,,,0.33,,21728.0,,,,,,,75611.0,19.01,1.15,,,12.47,12.47,9670739.0,139790532.25,,135.42,12.31,16.88,0.1445,27.81,0.2218
2009-05-27,2465363.0,36129894.77,3.86,3.46,2.63,36.75,1.0,28314910.85,1358911.0,1932099.0,19914840.7,,,26412.0,,,37622.0,,0.73,,62704.0,,,,26412.0,0.55,17196.0,88848.0,19.83,1.04,,,12.25,12.25,9730623.0,142602280.07,,142.4,12.22,16.59,0.143,27.55,0.2223
2009-05-28,2361915.0,33704527.05,3.7,3.47,2.52,34.93,1.0,26784718.65,1273410.0,1876995.0,18171560.7,,,,,,,,1.26,,87499.0,,,,,,1998.0,55104.0,18.55,0.89,,,11.64,11.64,9665030.0,137919978.1,,140.23,11.68,17.57,0.1467,28.14,0.2159
2009-05-29,2340915.0,33592130.25,3.66,3.33,2.49,34.58,1.0,26934878.25,1254143.0,1876995.0,17996952.05,,,1733.0,,,,,0.33,,21000.0,,,,1733.0,,,,18.16,,,,11.67,11.67,9490569.0,136189665.15,,135.88,11.79,17.71,0.1502,28.59,0.2179
2009-06-01,2437708.0,36199963.8,3.81,3.46,2.6,36.02,1.0,28912682.7,1216620.0,1946982.0,18066807.0,,,62074.0,1.18,,,,1.62,89787.0,109259.0,,,1.18,62074.0,,9662.0,19800.0,17.46,0.3,,,11.56,11.56,9309228.0,138242035.8,,135.32,11.43,16.8,0.1427,28.41,0.2316
2009-06-02,2415081.0,37796017.65,3.78,3.54,2.57,36.21,1.0,30375867.5,1211235.0,1940950.0,18955827.75,,,34001.0,0.79,,,,1.24,44918.0,90582.0,,,0.79,34001.0,,51196.0,50950.0,18.21,0.74,,,11.54,11.54,9283877.0,145292675.05,,140.03,11.51,17.91,0.1426,28.08,0.2301
2009-06-03,2338760.0,36274167.6,3.66,3.4,2.49,36.6,1.0,29690405.25,1131722.0,1914275.0,17553008.22,,,15000.0,0.12,,1000.0,,1.09,4985.0,80938.0,,,0.12,15000.0,0.02,10739.0,32660.0,17.73,0.32,0.36,,10.79,10.79,9356497.0,145119268.47,24314.0,146.34,10.81,18.26,0.1481,29.07,0.223
2009-06-04,2397780.0,37297467.9,3.75,3.47,2.55,37.4,1.0,29118648.9,1223163.0,1871980.0,19026300.47,,,110774.0,0.23,,1000.0,,1.09,16742.0,69039.0,,,0.23,110774.0,0.01,49706.0,60037.0,18.94,0.88,,,11.69,11.69,9241183.0,143746601.57,,140.6,11.87,18.0,0.1529,28.42,0.2291
2009-06-05,2561316.0,39930916.44,4.01,3.69,2.73,40.35,1.0,30165917.27,1248978.0,1934953.0,19471567.02,,,58115.0,1.38,,,,1.42,84145.0,92246.0,,,1.38,58115.0,,59946.0,21172.0,19.59,0.33,,,12.03,12.03,9137077.0,142447030.43,,140.3,12.25,17.12,0.1508,27.36,0.2466
2009-06-08,2339556.0,37128753.72,3.66,3.4,2.49,36.94,1.0,30511217.64,1034466.0,1922572.0,16416975.42,,,65701.0,,,,,4.5,,285514.0,,,,65701.0,,5301.0,12381.0,16.22,0.2,,,9.98,9.98,9327519.0,148027726.53,,140.44,10.35,17.58,0.1643,30.27,0.2258
2009-06-09,2599977.0,43107618.66,4.07,3.74,2.77,41.74,1.0,32250023.28,1331784.0,1945116.0,22080978.72,,8716.0,25140.0,0.05,0.14,20000.0,,0.3,2544.0,19745.0,,8716.0,0.05,25140.0,0.31,283207.0,,21.3,,,,12.88,12.88,9009028.0,149369684.24,,144.54,12.84,16.92,0.154,27.93,0.2514
2009-06-10,2580347.0,43865899.0,4.04,3.66,2.75,42.63,1.0,33061906.0,1316797.0,1944818.0,22385549.0,,,26013.0,0.23,,,,0.65,8702.0,41000.0,,,0.23,26013.0,,,9000.0,21.65,0.0,,,12.42,12.42,9282041.0,157794697.0,,155.4,12.23,17.82,0.1538,28.19,0.2435
2009-06-11,2783062.0,47757343.92,4.36,3.93,2.97,46.95,1.0,33491086.2,1553967.0,1951695.0,26666073.72,,,156629.0,0.24,,,,,10000.0,,,,0.24,156629.0,,80541.0,3123.0,26.35,0.03,,,14.66,14.66,9046367.0,155235657.72,,153.81,14.63,20.99,0.152,25.71,0.2625
2009-06-12,2898085.0,50759958.78,4.54,4.12,3.09,49.68,1.0,37336042.42,1559994.0,2131661.0,27323294.91,,15598.0,64592.0,3.2,0.27,9796.0,,1.67,170170.0,99163.0,,15598.0,3.2,64592.0,0.17,25000.0,,27.02,,,,14.64,14.64,9093659.0,159275437.39,,157.21,14.67,20.86,0.156,26.23,0.272
2009-06-15,2925753.0,49357453.11,4.58,4.54,3.12,50.09,1.0,36063252.05,1586342.0,2137715.0,26761589.54,,,145904.0,0.64,,,,2.13,25995.0,119556.0,,,0.64,145904.0,,,19941.0,27.36,0.29,,,14.86,14.86,9091152.0,153367734.24,,157.16,14.83,22.16,0.1562,25.09,0.274
2009-06-16,2879937.0,48872530.89,4.51,4.67,3.07,48.81,1.0,36114111.55,1569521.0,2128115.0,26634771.37,,,19395.0,,,,,0.68,,38900.0,,,,19395.0,,2684.0,9600.0,26.64,0.17,,,15.34,15.34,8661261.0,146981599.17,,146.62,15.38,20.76,0.1562,26.06,0.2815
2009-06-17,2863085.0,48529290.75,4.48,4.91,3.05,48.41,1.0,35315392.8,1595612.0,2083504.0,27045623.4,,,54468.0,,,5001.0,,0.66,,39299.0,,,,54468.0,0.08,17771.0,49612.0,26.98,0.82,0.12,,15.37,15.37,8786079.0,148924039.05,6849.0,148.87,15.34,22.27,0.162,26.15,0.2758
2009-06-18,2959871.0,49962622.48,4.63,5.21,3.15,50.25,1.0,36835400.96,1649282.0,2182192.0,27839880.16,,,66849.0,1.59,,60000.0,,0.17,91380.0,13179.0,,,1.59,66849.0,1.06,,52692.0,28.02,0.85,,,15.9,15.9,8725018.0,147278303.84,,147.56,15.96,21.62,0.1546,25.14,0.2853
2009-06-19,2971549.0,51021496.33,4.65,5.31,3.16,50.46,1.0,37519025.5,1654410.0,2185150.0,28406219.7,,,2136.0,0.39,,24600.0,,0.81,24000.0,47008.0,,,0.39,2136.0,0.42,50000.0,45642.0,28.04,0.84,,,16.01,16.01,8681052.0,149053662.84,,147.31,15.99,21.31,0.1504,25.47,0.2875
2009-06-22,3180805.0,53183059.6,4.97,5.74,3.39,54.12,1.0,40743379.6,1607140.0,2436805.0,26871380.8,,,24994.0,4.32,,9000.0,,0.19,250000.0,15812.0,,,4.32,24994.0,0.16,,7345.0,27.45,0.1,0.95,,15.55,15.55,8729919.0,145964245.68,56452.0,148.82,15.57,19.25,0.1434,23.12,0.3077
2009-06-23,3152042.0,51063080.4,4.93,5.68,3.36,52.06,1.0,35782106.4,1969222.0,2208772.0,31901396.4,,,300065.0,,,,,0.04,,1068.0,,,,300065.0,,63085.0,228033.0,32.39,4.24,,,18.23,18.23,8834184.0,143113780.8,,145.39,18.22,20.25,0.1461,23.25,0.2918
2009-06-24,3072650.0,50698725.0,4.8,5.62,3.27,50.57,1.0,36558225.0,1825825.0,2215650.0,30126112.5,,,15000.0,0.45,,,,2.7,35012.0,158397.0,,,0.45,15000.0,,,28134.0,29.96,0.58,,,17.05,17.05,8882496.0,146561184.0,,145.07,17.12,21.23,0.1501,24.49,0.2869
2009-06-25,3045566.0,49916826.74,4.76,5.59,3.24,50.24,1.0,35767405.3,1822360.0,2182270.0,29868480.4,,,8595.0,,,,,0.4,,27060.0,,,,8595.0,,15000.0,33380.0,29.9,0.44,,,17.28,17.28,8725658.0,143013534.62,,143.81,17.21,22.05,0.1498,24.39,0.2887
2009-06-26,2969240.0,49244845.4,4.64,5.54,3.16,48.97,1.0,34927081.24,1903991.0,2105944.0,31577690.74,,,156989.0,,,674.0,,1.31,,80657.0,,,,156989.0,0.01,5299.0,77000.0,31.27,1.34,,,17.96,17.96,8696665.0,144234189.03,,142.41,18.0,22.51,0.1566,25.37,0.2801
2009-06-29,2843434.0,47883428.56,4.45,5.33,3.03,47.43,1.0,33782538.76,1816636.0,2006089.0,30592150.24,,,,,,,,1.38,,87355.0,,,,,,,99855.0,30.27,1.61,,,17.19,17.19,8750349.0,147355877.16,,145.37,17.23,23.62,0.1658,26.57,0.2691
2009-06-30,3001264.0,52056924.08,4.69,5.76,3.2,50.97,1.0,34432461.44,1951950.0,1985152.0,33856572.75,,,196642.0,,,,,1.23,,77953.0,,,,196642.0,,16625.0,20937.0,33.17,0.32,,,18.54,18.54,8576564.0,148760502.58,,144.85,18.63,22.41,0.1543,25.53,0.2851
2009-07-01,2958195.0,50910535.95,4.63,5.68,3.15,50.75,1.0,33210687.72,1969471.0,1929732.0,33894595.91,,,11206.0,,,,,0.17,,11206.0,,,,11206.0,,17521.0,55420.0,33.9,0.75,,,18.44,18.44,8712306.0,149938786.26,,150.04,18.43,22.9,0.1537,25.36,0.2769
2009-07-02,2984767.0,49472513.03,4.67,5.71,3.18,50.99,1.0,31985307.9,1976347.0,1929732.0,32757951.53,,,5089.0,,,,,0.69,,40778.0,,,,5089.0,,42565.0,,33.88,,,,18.56,18.56,8670348.0,143711018.1,,148.2,18.61,22.89,0.1502,24.39,0.2803
2009-07-03,2979031.0,48647576.23,4.66,5.71,3.17,49.68,1.0,31648193.2,1962303.0,1938040.0,32044407.99,,,8307.0,0.48,,1700.0,,0.4,27000.0,22351.0,,,0.48,8307.0,0.03,,20392.0,32.75,0.39,,,18.38,18.38,8711392.0,142257031.36,,146.95,18.23,22.55,0.1501,24.63,0.2791
2009-07-06,2705976.0,44229177.72,4.23,5.32,2.88,44.48,1.0,27214179.83,1948801.0,1664985.0,31853152.35,,,50.0,,,,,0.33,,18152.0,,,,50.0,,4600.0,273055.0,31.8,4.44,,,18.3,18.3,8698489.0,142176802.71,,142.21,18.28,21.44,0.1434,24.72,0.2541
2009-07-07,2787736.0,45189200.56,4.36,5.45,2.96,45.81,1.0,26834439.25,2017992.0,1655425.0,32711650.32,,56452.0,37566.0,,0.93,,,0.66,,40757.0,,56452.0,,37566.0,,15930.0,9560.0,32.95,0.15,,,18.83,18.83,8696445.0,140969373.45,,141.77,18.86,20.75,0.1482,26.1,0.2602
2009-07-08,2728227.0,42287518.5,4.27,5.35,2.9,44.11,1.0,24567484.5,2025920.0,1584999.0,31401760.0,,,31277.0,,,,,0.4,,23349.0,,,,31277.0,,,70426.0,32.49,1.23,,,18.98,18.98,8649489.0,134067079.5,,139.29,18.91,20.56,0.15,26.21,0.2556
2009-07-09,2686786.0,41094391.87,4.2,5.14,2.85,43.31,1.0,23608719.61,2025920.0,1543558.0,30986446.4,,,,,,6550.0,,,,,,,,,0.1,,47991.0,32.34,0.74,,,19.11,19.11,8577349.0,131190552.96,,134.47,19.39,21.08,0.1521,26.67,0.2534
2009-07-10,2376474.0,35563933.41,3.72,4.78,2.52,36.68,1.0,18256880.98,1908428.0,1219972.0,28559625.02,,,20883.0,,,,,3.24,,202197.0,,,,20883.0,,63822.0,323586.0,29.49,5.69,,,18.22,18.22,8566892.0,128203538.78,,130.95,18.38,18.29,0.1657,30.56,0.2269
2009-07-13,2345489.0,35194062.45,3.67,4.77,2.49,35.54,1.0,17240159.81,1808666.0,1148961.0,27139033.33,,,32285.0,0.04,,,,2.82,2550.0,156398.0,,,0.04,32285.0,,24351.0,73561.0,27.03,1.28,,,17.25,17.25,8674362.0,130158801.81,,129.74,17.24,18.94,0.1658,30.3,0.2237
2009-07-14,2199200.0,32559156.0,3.44,4.53,2.34,33.42,1.0,16335466.88,1670485.0,1103375.0,24731530.43,,,16701.0,,,528.0,,2.24,,154882.0,,,,16701.0,0.01,,46114.0,25.0,0.67,,,15.92,15.92,8825424.0,130660402.32,,131.71,15.95,20.26,0.1692,29.28,0.2095
2009-07-15,2149366.0,32240490.0,3.36,4.48,2.28,32.17,1.0,16216050.0,1614061.0,1081070.0,24210915.0,,,5617.0,,,,,1.36,,86492.0,,,,5617.0,,24451.0,22305.0,23.76,0.39,,,16.25,16.25,8317021.0,124755315.0,,123.08,16.18,20.97,0.1614,27.37,0.2164
2009-07-16,2043335.0,29863341.03,3.19,4.27,2.17,30.81,1.0,15231285.32,1530232.0,1042168.0,22364340.68,,,,,,,,1.14,,83829.0,,,,,,,38902.0,22.79,0.55,,,15.45,15.45,8371011.0,122342325.77,,124.17,15.51,21.27,0.1633,26.83,0.2064
2009-07-17,1858747.0,26831012.95,2.91,3.89,1.97,27.57,1.0,12777313.47,1392356.0,885162.0,20098658.86,,,9900.0,,,,,2.28,,147776.0,,,,9900.0,,,157006.0,20.33,2.42,,,14.05,14.05,8514138.0,122901582.03,,123.88,14.1,23.48,0.1786,28.11,0.1876
2009-07-20,1778089.0,25888975.84,2.78,3.74,1.89,26.32,1.0,12800438.56,1284724.0,879151.0,18705581.44,,,,0.05,,,,1.61,4000.0,107632.0,,,0.05,,,,10011.0,18.68,0.15,,,12.96,12.96,8628077.0,125624801.12,,125.18,12.98,24.88,0.1727,25.06,0.1794
2009-07-21,1739676.0,24642510.54,2.72,3.72,1.85,25.63,1.0,13256329.42,1179600.0,935851.0,16709034.0,,,,0.22,,41700.0,,1.52,15000.0,105124.0,,,0.22,,0.64,,,17.08,,,,11.91,11.91,8726627.0,123612671.46,,126.01,11.94,24.36,0.1653,24.8,0.1756
2009-07-22,1742438.0,24411556.38,2.72,3.8,1.85,25.19,1.0,13344833.22,1197391.0,952522.0,16775447.91,,,,,,26000.0,,0.63,,39909.0,,,,,0.37,57700.0,9329.0,16.91,0.15,,,12.05,12.05,8736707.0,122401265.07,,123.42,12.05,22.94,0.1619,24.94,0.1754
2009-07-23,1701838.0,24149081.22,2.66,3.77,1.81,24.59,1.0,13346730.87,1159411.0,940573.0,16452042.09,,,,,,,,1.05,,72506.0,,,,,,34526.0,11949.0,16.36,0.17,,,11.69,11.69,8758210.0,124278999.9,,123.38,11.71,21.68,0.1578,25.91,0.1716
2009-07-24,1595267.0,22732554.75,2.49,3.53,1.69,23.23,1.0,13403165.25,1052840.0,940573.0,15002970.0,,,,,,,,1.48,,106571.0,,,,,,,,14.96,,,,10.66,10.66,8823817.0,125739392.25,,125.53,10.65,20.0,0.1582,27.52,0.1615
2009-07-27,1496564.0,21827385.94,2.34,3.33,1.59,22.03,1.0,13499482.21,1002760.0,925573.0,14625254.6,,,13599.0,,,,,1.38,,97302.0,,,,13599.0,,33623.0,15000.0,14.35,0.19,,,10.18,10.18,8849423.0,129068834.46,,126.98,10.15,20.27,0.1685,29.71,0.1519
2009-07-28,1534407.0,19072679.01,2.4,3.37,1.63,21.94,1.0,11076037.39,1043403.0,891073.0,12969499.29,,,50183.0,,,,,0.46,,35106.0,,,,50183.0,,25566.0,34500.0,14.75,0.5,,,10.63,10.63,8774473.0,109066699.39,,122.8,10.72,20.72,0.1495,25.43,0.1563
2009-07-29,1500661.0,17385157.68,2.35,2.12,1.59,19.49,1.0,11192198.99,968919.0,966094.0,11224926.62,,,,1.14,,,,1.41,75021.0,74484.0,,,1.14,,,,,11.93,,,,9.78,9.78,8934458.0,103505695.93,,109.35,9.84,19.77,0.1546,26.69,0.1515
2009-07-30,1732104.0,20213653.68,2.71,2.31,1.84,21.29,1.0,10764431.34,1210431.0,922402.0,14125729.77,,,250000.0,,,,,0.71,,40839.0,,,,250000.0,,32351.0,43692.0,14.08,0.76,,,12.82,12.82,8231257.0,96058769.19,,97.26,12.64,18.6,0.152,24.57,0.1835
2009-07-31,2701204.0,32373929.94,4.22,3.55,2.87,32.8,1.0,23487028.47,2102200.0,1959702.0,25194867.0,,,571485.0,12.58,,,,0.59,1063000.0,52338.0,,,12.58,571485.0,,372622.0,25700.0,24.79,0.34,,,20.75,20.75,8027145.0,96205332.83,,95.69,20.58,16.78,0.2096,37.28,0.2667
2009-08-03,3214966.0,39656605.61,5.03,4.1,3.42,39.46,1.0,27904261.67,2313462.0,2262202.0,28536553.77,,,127279.0,3.84,,,,1.29,308000.0,114368.0,,,3.84,127279.0,,198351.0,5500.0,27.97,0.06,,,22.12,22.12,8145331.0,100472657.89,,97.9,22.22,21.6,0.2014,33.15,0.3074
2009-08-04,2653950.0,33240723.75,3.84,3.31,2.82,33.61,1.0,19984814.85,2481848.0,1595594.0,31085146.2,,,109596.0,1.4,,,,,102632.0,,,,1.4,109596.0,,58790.0,769240.0,30.75,9.07,,,24.86,24.86,7502455.0,93968248.88,,92.19,25.01,19.65,0.1651,26.77,0.2658
2009-08-05,2762719.0,34810259.4,4.0,3.4,2.94,35.35,1.0,21379617.0,2270066.0,1696795.0,28602831.6,,,3008.0,1.35,,,,3.25,103606.0,268719.0,,,1.35,3008.0,,53929.0,2405.0,28.51,0.0,,,22.65,22.65,7751503.0,97668937.8,,97.27,22.67,22.5,0.1668,25.8,0.2757
2009-08-06,2790583.0,34156735.92,4.04,3.33,2.96,35.55,1.0,21117476.16,1902551.0,1725284.0,23287224.24,,,,3.12,,,,4.75,259405.0,367515.0,,,3.12,,,,230916.0,23.54,2.73,,,18.94,18.94,8140968.0,99645448.32,,102.01,18.75,25.18,0.1732,25.41,0.2778
2009-08-07,2766394.0,33667014.98,4.01,3.25,2.94,34.83,1.0,19195546.28,1991745.0,1577284.0,24239536.65,,,130622.0,0.33,,,,0.63,39000.0,48467.0,,,0.33,130622.0,,7039.0,187000.0,24.39,2.35,,,20.7,20.7,7631082.0,92870267.94,,93.6,20.67,25.61,0.1834,27.65,0.2875
2009-08-10,2890477.0,35552867.1,4.19,3.37,3.07,36.34,1.0,19936996.2,2124078.0,1620894.0,26126159.4,,,69899.0,0.56,,,,0.28,43610.0,22357.0,,,0.56,69899.0,,84791.0,,26.0,,,,20.85,20.85,8061143.0,99152058.9,,98.74,20.84,24.78,0.1981,31.52,0.2838
2009-08-11,2830658.0,33939589.42,4.1,3.3,3.01,35.39,1.0,18940063.45,2040821.0,1579655.0,24469443.79,,,14173.0,0.58,,,,1.22,61723.0,97430.0,,,0.58,14173.0,,,102962.0,24.83,1.33,,,19.51,19.51,8420949.0,100967178.51,,102.61,19.49,24.35,0.1993,32.38,0.2706
2009-08-12,2877815.0,35440291.73,4.17,3.35,3.06,35.72,1.0,19555050.08,2041924.0,1587905.0,25146294.06,,,10031.0,0.1,,,,0.59,8250.0,47710.0,,,0.1,10031.0,,38782.0,,24.69,,,,19.66,19.66,8344734.0,102765399.21,,100.99,19.64,24.77,0.1931,31.18,0.2771
2009-08-13,2701724.0,33406817.26,3.91,3.12,2.87,33.97,1.0,17606931.55,2187195.0,1423933.0,27044666.18,,,106664.0,,,,,1.39,,118828.0,,,,106664.0,,157435.0,163972.0,26.77,1.91,,,21.35,21.35,8056998.0,99624780.27,,98.78,21.32,26.15,0.2069,33.21,0.2637
2009-08-14,2689833.0,33031149.24,3.89,3.1,2.86,34.08,1.0,17335909.32,2120875.0,1411719.0,26044345.0,,,31738.0,,,,,1.18,,98058.0,,,,31738.0,,,12214.0,26.25,0.15,,,20.74,20.74,8107559.0,99560824.52,,100.22,20.75,25.92,0.2049,33.07,0.263
2009-08-17,2843092.0,34557783.26,4.12,3.26,3.02,35.96,1.0,19536609.95,2070313.0,1607290.0,25164654.52,,,,2.62,,,,0.64,195571.0,50562.0,,,2.62,,,,,25.44,,,,20.16,20.16,8196664.0,99630450.92,,100.68,20.17,24.29,0.1846,30.35,0.2769
