,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-09-22,75191.0,11797467.9,0.49,3.04,0.37,11.91,0.0,5783804.7,46227.0,36863.0,7253016.3,,,,,,,,0.22,,1382.0,,,,,,,67.0,7.19,0.01,,,1.8,1.8,2528047.0,396650574.3,,393.47,1.8,27.39,0.2112,28.92,0.0292
2017-09-25,72937.0,11359937.75,0.48,2.98,0.36,11.66,0.0,5400319.75,46163.0,34673.0,7189887.25,,,930.0,0.03,,,,0.15,7.0,994.0,,,0.03,930.0,,,2197.0,7.26,0.34,,,1.79,1.79,2535537.0,394909887.75,,399.15,1.79,28.06,0.2226,29.71,0.0283
2017-09-26,73899.0,11391530.85,0.49,2.99,0.36,11.73,0.0,5590249.75,45535.0,36265.0,7019220.25,,,2.0,0.01,,1467.0,,0.12,125.0,630.0,,,0.01,2.0,0.23,,,7.1,,,,1.76,1.76,2538590.0,391323648.5,,395.83,1.76,27.55,0.2125,28.83,0.0286
2017-09-27,77163.0,12033569.85,0.51,3.07,0.38,12.17,0.0,6255154.5,44886.0,40110.0,6999971.7,,,,0.61,,,,0.12,3911.0,749.0,,,0.61,,,100.0,66.0,6.93,0.03,,,1.74,1.74,2541172.0,396295773.4,,392.66,1.74,26.13,0.1958,27.12,0.0298
2017-09-28,69969.0,10988631.45,0.46,2.76,0.34,11.14,0.0,5971512.15,39855.0,38023.0,6259227.75,,,,,,,,0.75,,5107.0,,,,,,76.0,2087.0,6.21,0.32,,,1.54,1.54,2545706.0,399803127.3,,396.63,1.54,26.25,0.2008,27.61,0.0271
2017-09-29,60913.0,9566386.65,0.4,2.38,0.3,9.68,0.0,4977228.6,37054.0,31692.0,5819330.7,,,,0.25,,,,0.43,1604.0,2801.0,,,0.25,,,,7935.0,5.78,1.3,,,1.43,1.43,2546596.0,399942901.8,,399.0,1.43,19.71,0.1978,30.61,0.0236
2017-10-02,60812.0,9608296.0,0.4,2.33,0.3,9.74,0.0,5420980.0,36843.0,34310.0,5821194.0,,200.0,191.0,0.42,0.03,,,0.45,2618.0,3120.0,,200.0,0.42,191.0,,2618.0,,5.8,,0.02,,1.43,1.43,2548339.0,402637562.0,100.0,401.65,1.42,21.08,0.186,24.74,0.0235
2017-10-03,60560.0,9583620.0,0.4,2.23,0.29,9.72,0.0,5630218.5,35328.0,35578.0,5590656.0,,,,0.3,,,,0.23,1841.0,1520.0,,,0.3,,,5.0,573.0,5.58,0.09,,,1.36,1.36,2556581.0,404578943.25,,403.97,1.36,20.05,0.1791,22.73,0.0234
2017-10-04,61456.0,9688538.4,0.4,2.28,0.3,9.85,0.0,5791588.05,34508.0,36737.0,5440186.2,,,,0.26,,,,0.13,1711.0,820.0,,,0.26,,,,552.0,5.46,0.09,,,1.33,1.33,2559435.0,403494927.75,,404.67,1.33,19.42,0.1787,22.4,0.0237
2017-10-05,55403.0,8745363.55,0.36,2.02,0.27,8.88,0.0,5158222.3,32514.0,32678.0,5132334.9,,,,,,,,0.31,,1994.0,,,,,,,4059.0,5.13,0.64,,,1.25,1.25,2563951.0,404719665.35,,405.04,1.25,20.13,0.1806,24.31,0.0213
2017-10-06,46416.0,7259462.4,0.31,1.68,0.23,7.44,0.0,4751901.2,25822.0,30383.0,4038560.8,,,522.0,0.05,,,,1.14,349.0,7214.0,,,0.05,522.0,,,2644.0,4.07,0.42,,,1.0,1.0,2567775.0,401600010.0,,404.48,1.0,21.97,0.1871,25.3,0.0179
2017-10-09,37141.0,5868278.0,0.24,1.34,0.18,5.98,0.0,3983338.0,19101.0,25211.0,3017958.0,,,,0.08,,,,1.07,549.0,6721.0,,,0.08,,,,5721.0,2.99,0.9,,,0.74,0.74,2565225.0,405305550.0,,401.96,0.74,25.63,0.2308,30.86,0.0144
2017-10-10,34743.0,5475496.8,0.23,1.23,0.17,5.62,0.0,3973253.6,16755.0,25211.0,2640588.0,,,,,,,,0.37,,2398.0,,,,,,52.0,,2.64,,,,0.65,0.65,2566271.0,404444309.6,,404.27,0.65,27.55,0.2456,33.31,0.0135
2017-10-11,35191.0,5570735.3,0.23,1.25,0.17,5.69,0.0,4233575.2,15672.0,26744.0,2480877.6,,,2.0,0.24,,,,0.17,1533.0,1085.0,,,0.24,2.0,,,,2.47,,,,0.61,0.61,2569703.0,406783984.9,,404.63,0.61,27.26,0.2563,32.9,0.0136
2017-10-12,34423.0,5473257.0,0.23,1.2,0.17,5.62,0.0,4463607.0,13424.0,28073.0,2134416.0,,,,0.24,,,,0.35,1478.0,2248.0,,,0.24,,,,149.0,2.13,0.01,,,0.52,0.52,2572333.0,409000947.0,,407.68,0.52,31.47,0.29,33.27,0.0133
2017-10-13,38044.0,6048996.0,0.25,1.32,0.19,6.2,0.0,4736928.0,15563.0,29792.0,2474517.0,,,2139.0,0.3,,,,,1865.0,,,,0.3,2139.0,,,146.0,2.48,0.02,,,0.6,0.6,2570614.0,408727626.0,,409.11,0.6,31.19,0.295,35.61,0.0147
2017-10-16,37988.0,5998305.2,0.25,1.32,0.18,6.15,0.0,4911637.4,15361.0,31106.0,2425501.9,,,,0.22,,,,0.26,1461.0,1663.0,,,0.22,,,1461.0,147.0,2.44,0.03,,,0.59,0.59,2581951.0,407690062.9,,410.67,0.59,29.54,0.3012,38.57,0.0146
2017-10-17,39574.0,6262585.5,0.26,1.36,0.19,6.39,0.0,5131414.5,16947.0,32426.0,2681862.75,,,1462.0,0.23,,,,0.12,1462.0,674.0,,,0.23,1462.0,,798.0,142.0,2.68,0.04,,,0.65,0.65,2599915.0,411436548.75,,411.11,0.65,27.14,0.2965,40.53,0.0151
2017-10-18,39312.0,6221124.0,0.26,1.36,0.19,6.35,0.0,5105778.0,16728.0,32264.0,2647206.0,,,,,,,,0.03,,219.0,,,,,,,162.0,2.65,0.03,,,0.64,0.64,2598363.0,411190944.75,,410.63,0.64,26.84,0.2984,40.84,0.015
2017-10-19,42635.0,6700090.25,0.28,1.5,0.21,6.83,0.0,5513764.9,19073.0,35086.0,2997321.95,,,1980.0,0.42,,,,,2822.0,,,,0.42,1980.0,,365.0,,3.01,,,,0.73,0.73,2600688.0,408698119.2,,409.94,0.73,25.01,0.2884,41.67,0.0163
2017-10-20,41886.0,6613799.4,0.28,1.54,0.2,6.74,0.0,5547816.5,17823.0,35135.0,2814251.7,,,,0.01,,,,0.2,49.0,1250.0,,,0.01,,,,,2.81,,,,0.68,0.68,2597587.0,410158987.3,,410.08,0.68,25.54,0.3007,42.56,0.016
2017-10-23,40920.0,6543108.0,0.27,1.52,0.2,6.64,0.0,5463623.1,17792.0,34169.0,2844940.8,,,,,,,,0.0,,31.0,,,,,,,966.0,2.81,0.15,,,0.68,0.68,2599238.0,415618156.2,,411.25,0.68,25.98,0.316,43.86,0.0156
2017-10-24,41731.0,6551767.0,0.27,1.57,0.2,6.72,0.0,5364533.0,18848.0,34169.0,2959136.0,,,1056.0,,,,,,,,,,,1056.0,,,,3.01,,,,0.72,0.72,2600835.0,408331095.0,,414.3,0.72,26.41,0.3143,43.52,0.0159
2017-10-25,43440.0,6822252.0,0.29,1.66,0.21,6.94,0.0,5634639.9,20312.0,35878.0,3189999.6,,,1464.0,0.25,,,,,1709.0,,,,0.25,1464.0,,,,3.18,,,,0.77,0.77,2602389.0,408705192.45,,407.67,0.77,25.63,0.3244,45.61,0.0166
2017-10-26,44091.0,7006059.9,0.29,1.62,0.21,7.14,0.0,5581998.1,21513.0,35129.0,3418415.7,,,185.0,,,,,0.06,,384.0,,,,185.0,,1400.0,749.0,3.4,0.11,,,0.82,0.82,2599403.0,413045136.7,,411.53,0.82,24.09,0.3107,44.97,0.0168
2017-10-27,44453.0,7230280.45,0.29,1.62,0.22,7.3,0.0,5772611.15,21325.0,35491.0,3468511.25,,,,0.07,,,,0.03,362.0,188.0,,,0.07,,,,,3.4,,,,0.81,0.81,2601887.0,423196920.55,,416.45,0.81,24.67,0.3095,44.59,0.0169
2017-10-30,42789.0,6921120.75,0.28,1.59,0.21,7.05,0.0,5740669.25,19685.0,35491.0,3184048.75,,,24.0,,,,,0.25,,1664.0,,,,24.0,,,,3.19,,,,0.75,0.75,2598184.0,420256262.0,,421.06,0.75,25.53,0.3211,45.34,0.0163
2017-10-31,40963.0,6597091.15,0.27,1.51,0.2,6.74,0.0,5260698.25,18601.0,32665.0,2995691.05,,,1188.0,,,,,0.37,,2272.0,,,,1188.0,,,2826.0,3.01,0.46,,,0.71,0.71,2594552.0,417852599.6,,419.05,0.71,26.78,0.2877,39.86,0.0157
2017-11-01,48288.0,7825070.4,0.32,1.82,0.24,7.93,0.0,5932326.4,25926.0,36608.0,4201308.3,,,7325.0,0.65,,,,,3950.0,,,,0.65,7325.0,,,7.0,4.18,0.01,,,0.99,0.99,2581514.0,418334343.7,,416.64,0.99,22.16,0.2799,42.39,0.0185
2017-11-02,51309.0,8206874.55,0.34,1.9,0.25,8.36,0.0,6338658.55,28949.0,39629.0,4630392.55,,,3023.0,0.45,,,,,3021.0,,,,0.45,3023.0,,,,4.68,,,,1.11,1.11,2575183.0,411900520.85,,415.75,1.11,20.8,0.2991,45.97,0.0197
2017-11-03,51122.0,8192300.5,0.34,1.9,0.25,8.33,0.0,6352149.75,28736.0,39639.0,4604944.0,,,,,,24.0,,0.07,,213.0,,,,,0.0,,14.0,4.6,0.0,,,1.09,1.09,2604993.0,417450128.25,,418.35,1.09,20.88,0.3009,46.18,0.0194
2017-11-06,32531.0,5217972.4,0.21,1.2,0.16,5.28,0.0,4286369.2,14648.0,26723.0,2349539.2,,,,,,,,2.25,,14088.0,,,,,,,12916.0,2.35,2.14,,,0.56,0.56,2582286.0,414198674.4,,413.99,0.56,25.57,0.3757,53.71,0.0125
2017-11-07,31812.0,5031067.8,0.21,1.19,0.15,5.11,0.0,4226242.45,13929.0,26723.0,2202871.35,,,,,,,,0.25,,1547.0,,,,,,828.0,,2.23,,,,0.54,0.54,2581068.0,408195904.2,,413.01,0.54,26.06,0.3853,54.79,0.0123
2017-11-08,32966.0,5165772.2,0.22,1.24,0.16,5.24,0.0,4187494.1,15083.0,26723.0,2363506.1,,,1154.0,,,,,,,,,,,1154.0,,,,2.38,,,,0.59,0.59,2551391.0,399802969.7,,402.56,0.59,25.17,0.3691,52.94,0.0128
2017-11-09,26934.0,4080501.0,0.18,1.0,0.13,4.17,0.0,3134686.5,9051.0,20691.0,1371226.5,,,,,,,,0.96,,6032.0,,,,,,,6032.0,1.4,1.01,,,0.35,0.35,2557084.0,387398226.0,,397.62,0.35,30.6,0.3117,42.35,0.0105
2017-11-10,25300.0,3803855.0,0.17,0.93,0.12,3.87,0.0,3107283.45,7441.0,20667.0,1118754.35,,,,,,,,0.26,,1610.0,,,,,,,24.0,1.12,0.0,,,0.29,0.29,2559213.0,384777674.55,,386.73,0.29,32.64,0.3339,45.38,0.0099
2017-11-13,21767.0,3217162.6,0.14,0.8,0.11,3.28,0.0,3054582.6,3908.0,20667.0,577602.4,,,,,,,,0.53,,3533.0,,,,,,,,0.58,,,,0.15,0.15,2563635.0,378905253.0,,384.3,0.15,37.87,0.4227,52.53,0.0085
2017-11-14,21767.0,3243283.0,0.14,0.82,0.11,3.29,0.0,3079383.0,3908.0,20667.0,582292.0,,,,,,,,,,,,,,,,,,0.58,,,,0.15,0.15,2563315.0,381933935.0,,377.37,0.15,38.0,0.4241,52.58,0.0085
2017-11-15,21767.0,3228046.1,0.14,0.81,0.11,3.29,0.0,3064916.1,2601.0,20667.0,385728.3,,,,,,,,0.19,,1307.0,,,,,,,,0.39,,,,0.1,0.1,2566566.0,380621737.8,,381.39,0.1,37.9,0.4237,52.61,0.0085
2017-11-16,12439.0,1871447.55,0.08,0.45,0.06,1.92,0.0,1705952.55,2601.0,11339.0,391320.45,,,,,,,,,,,,,,,,,9328.0,0.39,1.38,,,0.1,0.1,2569004.0,386506651.8,,382.26,0.1,18.09,0.4742,65.73,0.0048
2017-11-17,12439.0,1868959.75,0.08,0.45,0.06,1.93,0.0,1703684.75,2601.0,11339.0,390800.25,,,,,,,,,,,,,,,,,,0.39,,,,0.1,0.1,2571917.0,386430529.25,,386.56,0.1,18.2,0.4713,65.46,0.0048
2017-11-20,11247.0,1692673.5,0.07,0.41,0.05,1.75,0.0,1354349.5,3749.0,8999.0,564224.5,,,,,,,,,,,,,,,,1148.0,2340.0,0.56,0.35,,,0.15,0.15,2569445.0,386701472.5,,386.87,0.15,9.51,0.6553,80.05,0.0044
2017-11-21,12464.0,1887049.6,0.08,0.45,0.06,1.94,0.0,1362448.6,4966.0,8999.0,751852.4,,,,,,,,,,,,,,,,1217.0,,0.75,,,,0.19,0.19,2575870.0,389986718.0,,388.13,0.19,9.49,0.6559,80.09,0.0048
2017-11-22,10099.0,1516869.8,0.07,0.36,0.05,1.58,0.0,1351649.8,2601.0,8999.0,390670.2,,,,,,,,0.36,,2365.0,,,,,,,,0.39,,,,0.1,0.1,2586889.0,388550727.8,,389.63,0.1,9.59,0.6529,79.89,0.0039
2017-11-23,10099.0,1524444.05,0.07,0.37,0.05,1.58,0.0,1358399.05,2601.0,8999.0,392620.95,,,,,,,,,,,,,,,,,,0.39,,,,0.1,0.1,2592755.0,391376367.25,,388.87,0.1,9.49,0.6558,80.08,0.0039
2017-11-24,10099.0,1535048.0,0.07,0.37,0.05,1.59,0.0,1367848.0,2601.0,8999.0,395352.0,,,,,,,,,,,,,,,,,,0.39,,,,0.1,0.1,2600509.0,395277368.0,,391.61,0.1,9.48,0.6553,80.05,0.0039
2017-11-27,10099.0,1536057.9,0.07,0.37,0.05,1.6,0.0,1368747.9,2601.0,8999.0,395612.1,,,,,,,,,,,,,,,,,,0.4,,,,0.1,0.1,2608288.0,396720604.8,,397.1,0.1,9.52,0.655,80.03,0.0039
2017-11-28,10099.0,1557770.75,0.07,0.37,0.05,1.62,0.0,1388095.75,2601.0,8999.0,401204.25,,,,,,,,,,,,,,,,,,0.4,,,,0.1,0.1,2609764.0,402556097.0,,399.08,0.1,9.37,0.6595,80.34,0.0039
2017-11-29,10099.0,1536562.85,0.07,0.37,0.05,1.6,0.0,1369197.85,2601.0,8999.0,395742.15,,,,,,,,,,,,,,,,,,0.4,,,,0.1,0.1,2574786.0,391753689.9,,396.58,0.1,9.64,0.6516,79.79,0.0039
2017-11-30,13969.0,2099540.7,0.09,0.5,0.07,2.17,0.0,1934210.7,2601.0,12869.0,390930.3,,,,,,3870.0,,,,,,,,,0.58,,,0.39,,,,0.1,0.1,2574421.0,386935476.3,,390.16,0.1,26.89,0.4211,58.39,0.0054
2017-12-01,19090.0,2851091.5,0.13,0.68,0.09,2.92,0.0,2686806.5,2601.0,17990.0,388459.35,,,,0.77,,,,,5121.0,,,,0.77,,,,,0.39,,,,0.1,0.1,2569365.0,383734662.75,,386.65,0.1,42.96,0.4027,46.25,0.0074
2017-12-04,19090.0,2892135.0,0.13,0.67,0.09,2.94,0.0,2725485.0,2601.0,17990.0,394051.5,,,,,,,,,,,,,,,,,,0.39,,,,0.1,0.1,2582662.0,391273293.0,,386.68,0.1,43.09,0.4035,46.22,0.0074
2017-12-05,19090.0,2904543.5,0.13,0.66,0.09,2.96,0.0,2737178.5,4140.0,17990.0,629901.0,,,,,,,,,,,,,,,,1539.0,,0.63,,,,0.16,0.16,2567065.0,390578939.75,,389.39,0.16,43.19,0.403,46.07,0.0074
2017-12-06,18673.0,2856969.0,0.12,0.63,0.09,2.91,0.0,2688669.0,4140.0,17573.0,633420.0,,,,,,,,,,,,,,,,,417.0,0.63,0.06,,,0.16,0.16,2555438.0,390982014.0,,389.65,0.16,44.16,0.4008,44.88,0.0073
2017-12-07,12068.0,1864506.0,0.08,0.42,0.06,1.93,0.0,1694556.0,3789.0,10968.0,585400.5,,,,0.12,,1188.0,,0.23,781.0,1539.0,,,0.12,,0.18,1188.0,8574.0,0.58,1.31,,,0.15,0.15,2567346.0,396654957.0,,393.7,0.15,9.51,0.4819,67.63,0.0047
2017-12-08,23411.0,3684891.4,0.15,0.83,0.11,3.71,0.0,3026172.4,8042.0,19226.0,1265810.8,,,1168.0,0.49,,5116.0,,,3142.0,,,,0.49,1168.0,0.8,3085.0,,1.24,,,,0.31,0.31,2577242.0,405657890.8,,399.56,0.31,24.86,0.2633,40.77,0.0091
2017-12-11,329750.0,51506950.0,2.17,11.89,1.6,51.59,1.0,50283747.8,11688.0,321919.0,1825665.6,,,3646.0,47.29,,,,,302693.0,,,,47.29,3646.0,,,,1.83,,,,0.45,0.45,2573895.0,402042399.0,,404.02,0.45,1.58,0.9096,95.34,0.1275
2017-12-12,338898.0,53088371.7,2.23,12.33,1.65,53.15,1.0,50727656.2,19631.0,323828.0,3075196.15,,,7543.0,0.29,,,,,1909.0,,,,0.29,7543.0,,400.0,,3.08,,,,0.76,0.76,2569414.0,402498703.1,,402.59,0.76,2.04,0.8995,94.8,0.1309
2017-12-13,332791.0,52580978.0,2.19,11.97,1.62,52.59,1.0,50151886.0,19845.0,317417.0,3135510.0,,,214.0,0.04,,,,,214.0,,,,0.04,214.0,,,6625.0,3.09,1.04,,,0.76,0.76,2583686.0,408222388.0,,403.75,0.76,1.65,0.9344,96.64,0.1278
2017-12-14,338612.0,53568418.4,2.23,11.96,1.65,53.63,1.0,51404717.0,20787.0,324935.0,3288503.4,,,,0.15,,6625.0,,0.18,893.0,1393.0,,,0.15,,1.04,2335.0,,3.29,,,,0.8,0.8,2584973.0,408942728.6,,407.89,0.8,2.02,0.8937,94.49,0.1299
2017-12-15,342732.0,54151656.0,2.25,12.12,1.67,54.22,1.0,51855284.0,23882.0,328198.0,3773356.0,,,4848.0,1.01,,,,0.28,6326.0,1753.0,,,1.01,4848.0,,,3063.0,3.78,0.48,,,0.92,0.92,2581664.0,407902912.0,,408.76,0.92,3.93,0.8766,93.53,0.1315
2017-12-18,349206.0,55628515.8,2.3,12.03,1.7,55.66,1.0,53204447.7,29036.0,333989.0,4625434.8,,,4775.0,0.94,,,,0.37,5791.0,2267.0,,,0.94,4775.0,,2646.0,,4.59,,,,1.12,1.12,2574019.0,410041226.7,,406.99,1.11,5.25,0.8354,91.23,0.1342
2017-12-19,352216.0,55421187.6,2.32,11.89,1.71,55.51,1.0,52525632.9,34748.0,333814.0,5467597.8,,,6823.0,0.4,,,,0.48,2826.0,3107.0,,,0.4,6823.0,,1996.0,3001.0,5.51,0.47,,,1.34,1.34,2558137.0,402522856.95,,406.23,1.34,6.03,0.8236,90.53,0.1358
2017-12-20,348889.0,54304572.85,2.29,11.64,1.7,54.38,1.0,51990057.35,31421.0,334019.0,4890678.65,,,405.0,0.03,,,,0.61,205.0,3732.0,,,0.03,405.0,,,,4.93,,,,1.21,1.21,2564383.0,399146213.95,,401.88,1.21,6.03,0.8226,90.48,0.1344
2017-12-21,338159.0,52752804.0,2.22,11.45,1.65,52.82,1.0,52064688.0,20962.0,333748.0,3270072.0,,,,,,,,1.65,,10524.0,,,,,,65.0,271.0,3.26,0.05,,,0.81,0.81,2580146.0,402502776.0,,401.93,0.81,6.12,0.8446,91.69,0.13
2017-12-22,336072.0,52292803.2,2.21,11.45,1.64,52.35,1.0,51768431.2,19921.0,332702.0,3099707.6,,,,,,,,0.16,,1041.0,,,,,,,1768.0,3.11,0.27,,,0.77,0.77,2581149.0,401626784.4,,402.41,0.77,6.15,0.86,92.53,0.1292
2017-12-25,335350.0,52180460.0,2.21,11.54,1.63,52.23,1.0,51656088.0,19921.0,331980.0,3099707.6,,,,,,,,,,,,,,,,,,3.1,,,,0.77,0.77,2581501.0,401681555.6,,402.02,0.77,6.15,0.859,92.47,0.1289
2017-12-26,333345.0,51868482.0,2.19,11.47,1.62,51.93,1.0,51656088.0,17612.0,331980.0,2740427.2,,,,,,,,0.36,,2309.0,,,,,,,,2.74,,,,0.68,0.68,2583810.0,402040836.0,,401.8,0.68,6.16,0.8589,92.47,0.1281
2017-12-27,334323.0,51836781.15,2.2,11.5,1.63,51.9,1.0,51620486.4,17642.0,332928.0,2735392.1,,,30.0,0.15,,,,,948.0,,,,0.15,30.0,,,,2.74,,,,0.67,0.67,2610391.0,404741124.55,,405.5,0.67,6.14,0.8537,92.19,0.1272
2017-12-28,327811.0,50810705.0,2.16,11.3,1.6,50.87,1.0,50594480.0,12503.0,326416.0,1937965.0,,,,,,,,0.8,,5139.0,,,,,,,6512.0,1.94,1.01,,,0.48,0.48,2619168.0,405971040.0,,405.31,0.48,4.6,0.8862,94.02,0.1246
2017-12-29,325503.0,50729642.55,2.14,11.14,1.58,50.79,1.0,50512231.8,11684.0,324108.0,1820951.4,,,,,,,,0.13,,819.0,,,,,,,2308.0,1.81,0.36,,,0.44,0.44,2622320.0,408688572.0,,405.65,0.44,4.63,0.8989,94.69,0.1236
2018-01-01,324503.0,50573792.55,2.13,11.37,1.58,50.64,1.0,50512231.8,10684.0,324108.0,1665101.4,,,,,,,,0.15,,1000.0,,,,,,,,1.66,,,,0.41,0.41,2619848.0,408303310.8,,406.46,0.41,4.65,0.9043,94.98,0.1234
2018-01-02,325292.0,51038314.8,2.14,11.39,1.58,51.1,1.0,50852545.2,11473.0,324108.0,1800113.7,,789.0,,,0.12,,,,,,,789.0,,,,,,1.79,,,,0.42,0.42,2713874.0,425806830.6,,422.72,0.42,4.64,0.9,94.76,0.1194
2018-01-03,20792.0,3301769.6,0.14,0.73,0.1,3.33,0.0,3113750.4,11473.0,19608.0,1821912.4,,,,,,,,,,,,,,,,,304500.0,1.8,47.81,,,0.42,0.42,2712496.0,430744364.8,,426.86,0.42,17.7,0.5649,72.85,0.0076
2018-01-04,20013.0,3246108.6,0.13,0.7,0.1,3.27,0.0,3182039.6,10684.0,19618.0,1732944.8,,,,0.0,,,,0.12,10.0,789.0,,,0.0,,,,,1.7,,,,0.39,0.39,2710401.0,439627042.2,,431.29,0.39,18.42,0.6079,75.67,0.0074
2018-01-05,25549.0,4179816.4,0.17,0.9,0.12,4.21,0.0,3995439.2,11585.0,24422.0,1895306.0,,,,0.8,,,,,4804.0,,,,0.8,,,901.0,,1.86,,,,0.43,0.43,2710730.0,443475428.0,,439.91,0.42,14.41,0.6212,77.37,0.0094
2018-01-08,30590.0,5028996.0,0.2,1.09,0.15,5.05,0.0,4964058.0,20127.0,30195.0,3308878.8,,,2489.0,0.8,,993.0,,,4780.0,,,,0.8,2489.0,0.16,6053.0,,3.29,,,,0.74,0.74,2700811.0,444013328.4,,443.2,0.74,12.04,0.6169,77.41,0.0112
2018-01-09,30276.0,5071230.0,0.2,1.08,0.15,5.09,0.0,4903227.5,20686.0,29273.0,3464905.0,,,,,,,,0.01,,49.0,,,,,,608.0,922.0,3.41,0.15,,,0.76,0.76,2702644.0,452692870.0,,446.33,0.76,12.17,0.6305,78.32,0.0111
2018-01-10,30565.0,5034055.5,0.2,1.09,0.15,5.08,0.0,4801499.1,20975.0,29153.0,3454582.5,,,,,,,,0.02,,120.0,,,,,,409.0,120.0,3.51,0.02,,,0.77,0.77,2704642.0,445454537.4,,451.42,0.77,12.19,0.6316,78.39,0.0112
2018-01-11,34296.0,5610825.6,0.23,1.19,0.17,5.65,0.0,5264320.8,23905.0,32178.0,3910858.0,,,2224.0,0.47,,,,0.02,3025.0,95.0,,,0.47,2224.0,,801.0,,3.93,,,,0.88,0.88,2677658.0,438064848.8,,439.7,0.89,11.11,0.6285,78.25,0.0127
2018-01-12,42274.0,6911799.0,0.28,1.48,0.21,6.93,0.0,6376173.0,29779.0,38998.0,4868866.5,,,3874.0,1.1,,,,,6820.0,,,,1.1,3874.0,,2000.0,,4.87,,,,1.1,1.1,2673998.0,437198673.0,,435.31,1.11,12.37,0.5395,71.71,0.0156
2018-01-15,41552.0,6851924.8,0.27,1.47,0.2,6.85,0.0,6387731.3,29318.0,38737.0,4834538.2,,,,,,,,0.08,,461.0,,,,,,,261.0,4.8,0.04,,,1.08,1.08,2674754.0,441066934.6,,435.64,1.09,11.75,0.5469,72.33,0.0154
2018-01-16,37166.0,6184422.4,0.24,1.32,0.18,6.19,0.0,5716006.4,25878.0,34351.0,4306099.2,,,,,,,,0.54,,3440.0,,,,,,,4386.0,4.27,0.68,,,0.96,0.96,2679786.0,445916390.4,,442.73,0.96,13.24,0.5401,71.47,0.0137
2018-01-17,37066.0,6171489.0,0.24,1.35,0.18,6.22,0.0,5719441.5,25172.0,34351.0,4191138.0,,,,,,,,0.12,,706.0,,,,,,,,4.19,,,,0.93,0.93,2680703.0,446337049.5,,446.89,0.93,13.33,0.5426,71.63,0.0137
2018-01-18,34858.0,5796885.4,0.23,1.28,0.17,5.85,0.0,5478587.2,24371.0,32944.0,4052897.3,,,,,,,,0.14,,801.0,,,,,,,1407.0,4.06,0.24,,,0.9,0.9,2682893.0,446165105.9,,446.63,0.9,10.87,0.5796,74.67,0.0129
2018-01-19,35236.0,5880888.4,0.23,1.32,0.17,5.9,0.0,5529897.7,11457.0,33133.0,1912173.3,,,561.0,0.03,,,,2.24,189.0,13475.0,,,0.03,561.0,,,,1.91,,,,0.42,0.42,2694568.0,449723399.2,,448.86,0.42,10.87,0.5725,74.12,0.013
2018-01-22,19461.0,3230526.0,0.13,0.74,0.09,3.26,0.0,2881428.0,8785.0,17358.0,1458310.0,,,,,,,,0.44,,2672.0,,,,,,,15775.0,1.46,2.63,,,0.32,0.32,2696348.0,447593768.0,,448.98,0.32,20.26,0.3471,51.6,0.0072
