,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-18,2572.0,114122.9,0.06,0.25,0.02,0.17,0.0,90827.98,525.0,2047.0,23294.91,,,1.0,0.0,,,,,6.0,,,,0.0,1.0,,,,0.03,,,,0.35,0.35,150541.0,6679694.77,,8.96,0.38,25.46,0.3086,42.63,0.017
2006-09-19,4119.0,180281.62,0.09,0.4,0.04,0.26,0.0,156559.21,542.0,3577.0,23722.42,,,17.0,0.09,,,,,1530.0,,,,0.09,17.0,,,,0.03,,,,0.36,0.36,151159.0,6615972.35,,8.99,0.38,26.25,0.3761,52.94,0.0272
2006-09-20,4902.0,215595.41,0.11,0.48,0.04,0.31,0.0,191977.55,1087.0,4365.0,47807.47,,,,,,797.0,,0.0,,5.0,,,,,0.05,550.0,9.0,0.07,0.0,,,4.05,0.71,25734.0,1131809.91,,0.0,198.73,21.48,0.4407,61.33,0.032
2006-09-21,4904.0,216727.0,0.11,0.47,0.04,0.31,0.0,192994.86,1087.0,4367.0,48038.79,,,,0.0,,,,0.0,2.0,0.0,,,0.0,,,,,0.07,,,,4.07,0.71,25628.0,1132601.86,,0.0,199.07,21.51,0.4411,61.36,0.032
2006-09-22,5134.0,223067.58,0.11,0.48,0.04,0.32,0.0,194738.78,1202.0,4482.0,52225.8,,,115.0,0.0,,,,,115.0,,,,0.0,115.0,,,,0.07,,,,4.45,0.78,25807.0,1121290.45,,0.0,220.3,21.33,0.4444,61.73,0.0335
2006-09-25,13124.0,572087.71,0.29,1.23,0.11,0.81,0.0,543840.77,1198.0,12476.0,52221.97,,,,0.49,,,,0.0,8000.0,4.0,,,0.49,,,,7.0,0.07,0.0,,,0.78,0.78,152449.0,6645397.66,,9.43,0.78,23.15,0.5148,67.45,0.0854
2006-09-26,15832.0,689008.94,0.35,1.48,0.14,0.97,0.0,660633.89,1201.0,15180.0,52267.54,,,3.0,0.17,,,,,2705.0,,,,0.17,3.0,,,,0.07,,,,0.78,0.78,152525.0,6637890.87,,9.45,0.78,19.07,0.5757,73.14,0.103
2006-09-27,18831.0,814182.19,0.42,1.88,0.16,1.16,0.0,786078.62,1200.0,18181.0,51883.52,,,,0.18,,,,0.0,3000.0,1.0,,,0.18,,,,,0.07,,,,0.78,0.78,152366.0,6587737.47,,9.26,0.79,15.87,0.6306,77.61,0.1226
2006-09-28,18816.0,826881.21,0.41,1.98,0.16,1.16,0.0,798536.27,1194.0,18171.0,52471.1,,,,,,,,0.0,,6.0,,,,,,,10.0,0.07,0.0,,,0.78,0.78,152115.0,6684791.4,,9.2,0.79,16.11,0.6285,77.43,0.1227
2006-09-29,10844.0,468469.49,0.24,1.17,0.09,0.67,0.0,440129.76,1206.0,10188.0,52100.17,,,11.0,0.0,,,,,17.0,,,,0.0,11.0,,,8000.0,0.07,0.49,,,0.79,0.79,152138.0,6572483.47,,9.2,0.8,27.99,0.4528,60.39,0.0707
2006-10-02,10813.0,470198.44,0.24,1.17,0.09,0.67,0.0,442237.88,1193.0,10170.0,51877.07,,,,,,,,0.0,,13.0,,,,,,,18.0,0.07,0.0,,,0.78,0.78,152161.0,6616652.64,,9.23,0.79,28.16,0.4538,60.42,0.0705
2006-10-03,10829.0,465516.94,0.24,1.21,0.09,0.67,0.0,437574.74,1200.0,10179.0,51585.59,,,7.0,0.0,,,,,10.0,,,,0.0,7.0,,,,0.07,,,,0.78,0.78,152220.0,6543631.72,,9.23,0.79,27.93,0.4542,60.54,0.0706
2006-10-04,10805.0,470617.04,0.24,1.19,0.09,0.67,0.0,442741.53,1190.0,10165.0,51831.03,,,,,,,,0.0,,10.0,,,,,,,15.0,0.07,0.0,,,0.78,0.78,151765.0,6610198.55,,9.25,0.79,28.22,0.4539,60.41,0.0706
2006-10-05,10811.0,482765.37,0.24,1.24,0.09,0.67,0.0,454052.19,1193.0,10168.0,53273.43,,,2.0,0.0,,,,,3.0,,,,0.0,2.0,,,,0.07,,,,0.78,0.78,151484.0,6764520.33,,9.23,0.8,28.71,0.4503,59.87,0.0708
2006-10-06,10851.0,481087.74,0.24,1.21,0.09,0.68,0.0,451870.45,1209.0,10192.0,53601.98,,,16.0,0.0,,,,,24.0,,,,0.0,16.0,,,,0.08,,,,0.79,0.79,151536.0,6718469.41,,9.26,0.81,28.45,0.4492,59.87,0.071
2006-10-09,10846.0,477788.52,0.24,1.2,0.09,0.67,0.0,448890.37,1207.0,10190.0,53170.82,,,,,,,,0.0,,3.0,,,,,,,2.0,0.07,0.0,,,0.79,0.79,151632.0,6679700.2,,9.24,0.8,28.36,0.4502,59.99,0.071
2006-10-10,10834.0,479565.5,0.24,1.25,0.09,0.67,0.0,450704.81,1202.0,10182.0,53206.36,,,,,,,,0.0,,4.0,,,,,,,8.0,0.07,0.0,,,0.79,0.79,151528.0,6707365.74,,9.22,0.81,28.48,0.4502,59.95,0.0709
2006-10-11,10836.0,483497.41,0.24,1.26,0.09,0.67,0.0,454360.84,1203.0,10183.0,53677.31,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,,,,0.08,,,,0.78,0.78,152255.0,6793549.06,,9.55,0.78,28.64,0.449,59.78,0.0706
2006-10-12,17743.0,789796.65,0.39,2.1,0.15,1.11,0.0,760640.55,1205.0,17088.0,53638.33,,,2.0,0.29,,2300.0,,,4605.0,,,,0.29,2.0,0.14,,,0.08,,,,0.79,0.79,152175.0,6773787.18,,9.55,0.78,17.08,0.4419,62.55,0.1157
2006-10-13,17742.0,786605.72,0.39,2.04,0.15,1.11,0.0,757565.77,1205.0,17087.0,53424.64,,,0.0,,,,,,,,,,,0.0,,,2.0,0.08,0.0,,,0.79,0.79,152234.0,6749415.79,,9.56,0.78,17.05,0.4424,62.6,0.1156
2006-10-16,17736.0,786339.7,0.39,2.01,0.15,1.11,0.0,757432.76,1202.0,17084.0,53291.63,,,,,,,,0.0,,3.0,,,,,,,3.0,0.08,0.0,,,0.78,0.78,152297.0,6752208.95,,9.58,0.78,17.04,0.4431,62.67,0.1155
2006-10-17,17742.0,774020.03,0.39,2.07,0.15,1.1,0.0,745444.72,1205.0,17087.0,52569.84,,,2.0,0.0,,,,,3.0,,,,0.0,2.0,,,,0.07,,,,0.78,0.78,152480.0,6652157.24,,9.61,0.77,16.82,0.4446,62.84,0.1154
2006-10-18,17717.0,779213.35,0.39,2.07,0.15,1.1,0.0,750845.53,1195.0,17072.0,52557.43,,,,,,,,0.0,,10.0,,,,,,,15.0,0.07,0.0,,,0.78,0.78,151952.0,6683017.79,,9.39,0.78,17.0,0.446,62.95,0.1157
2006-10-19,17723.0,789535.0,0.39,2.11,0.15,1.11,0.0,760712.05,1196.0,17076.0,53280.14,,,2.0,0.0,,,,,5.0,,,,0.0,2.0,,,,0.07,,,,0.78,0.78,151826.0,6763637.16,,9.37,0.79,17.13,0.4439,62.74,0.1158
2006-10-20,17742.0,787864.29,0.39,2.02,0.15,1.11,0.0,758777.88,1205.0,17087.0,53510.12,,,9.0,0.0,,,,,11.0,,,,0.0,9.0,,,,0.08,,,,0.79,0.79,151870.0,6744050.81,,9.4,0.79,17.06,0.4422,62.59,0.1159
2006-10-23,18715.0,833727.22,0.41,2.11,0.16,1.17,0.0,804636.98,1204.0,18062.0,53636.53,,,,,,978.0,,0.0,,1.0,,,,,0.06,,4.0,0.08,0.0,,,0.79,0.79,151859.0,6765107.26,,9.4,0.8,16.19,0.399,59.23,0.1223
2006-10-24,18721.0,828018.44,0.41,2.09,0.16,1.17,0.0,799048.19,1205.0,18066.0,53296.42,,,2.0,0.0,,,,,4.0,,,,0.0,2.0,,,,0.08,,,,0.79,0.79,151858.0,6716586.94,,9.39,0.79,16.08,0.3992,59.26,0.1223
2006-10-25,18713.0,823018.53,0.41,2.18,0.16,1.17,0.0,794342.85,1202.0,18061.0,52865.3,,,,,,,,0.0,,3.0,,,,,,,5.0,0.07,0.0,,,0.63,0.63,189303.0,8325756.27,,11.79,0.63,16.03,0.4007,59.42,0.0982
2006-10-26,18706.0,819393.28,0.41,2.31,0.16,1.16,0.0,791008.44,1199.0,18058.0,52520.72,,,,,,,,0.0,,3.0,,,,,,,4.0,0.07,0.0,,,0.63,0.63,188143.0,8241372.31,,11.67,0.63,15.99,0.402,59.55,0.0988
2006-10-27,18708.0,802228.66,0.41,2.46,0.16,1.16,0.0,774398.51,1200.0,18059.0,51457.9,,,1.0,0.0,,,,,1.0,,,,0.0,1.0,,,,0.07,,,,0.7,0.7,171376.0,7348874.22,,10.59,0.69,15.72,0.4042,59.81,0.1084
2006-10-30,18685.0,792626.87,0.41,2.28,0.16,1.15,0.0,765435.34,1191.0,18044.0,50522.8,,,,,,,,0.0,,9.0,,,,,,,15.0,0.07,0.0,,,0.7,0.7,168336.0,7140895.78,,10.21,0.7,15.67,0.4082,60.21,0.1102
2006-10-31,23578.0,1004371.74,0.52,2.86,0.21,1.43,0.0,977109.12,1190.0,22938.0,50691.42,,,,0.35,,,,0.0,5878.0,1.0,,,0.35,,,,984.0,0.07,0.06,,,0.7,0.7,168631.0,7183315.38,,10.11,0.71,12.54,0.5553,72.68,0.1388
2006-11-01,18142.0,769592.55,0.4,2.1,0.16,1.11,0.0,742443.43,1190.0,17502.0,50480.38,,,,,,982.0,,0.0,,1.0,,,,,0.06,,6418.0,0.07,0.38,,,0.72,0.72,163138.0,6920394.06,,9.83,0.73,16.24,0.3962,58.95,0.1104
2006-11-02,18136.0,769338.03,0.4,2.15,0.16,1.11,0.0,742316.17,1187.0,17499.0,50353.12,,,,,,,,0.0,,2.0,,,,,,,3.0,0.07,0.0,,,0.78,0.78,151619.0,6431752.43,,9.1,0.78,16.25,0.3969,59.01,0.1187
2006-11-03,18134.0,775685.07,0.4,2.09,0.16,1.11,0.0,748437.28,1187.0,17497.0,50774.14,,,0.0,,,,,,,,,,,0.0,,,2.0,0.07,0.0,,,0.78,0.78,151592.0,6484374.69,,9.11,0.79,16.38,0.3961,58.92,0.1187
2006-11-06,18134.0,801412.6,0.4,2.1,0.16,1.12,0.0,773261.07,1187.0,17497.0,52458.19,,,,0.0,,,,0.0,0.0,1.0,,,0.0,,,,,0.07,,,,0.78,0.78,151346.0,6688573.46,,9.14,0.8,16.78,0.3925,58.5,0.1189
2006-11-07,18192.0,764615.87,0.4,2.04,0.16,1.12,0.0,736917.88,1209.0,17533.0,50814.68,,,22.0,0.0,,,,,35.0,,,,0.0,22.0,,,,0.07,,,,0.79,0.79,151454.0,6365662.51,,9.41,0.77,15.96,0.3914,58.5,0.1192
2006-11-08,18126.0,766342.2,0.4,1.39,0.16,1.11,0.0,739537.56,1184.0,17492.0,50057.88,,,,,,,,0.0,,25.0,,,,,,,41.0,0.07,0.0,,,0.78,0.78,151495.0,6404999.0,,9.05,0.78,16.25,0.3985,59.17,0.1187
2006-11-09,18131.0,769769.0,0.4,1.37,0.16,1.11,0.0,742809.47,1185.0,17496.0,50310.31,,,1.0,0.0,,,,,4.0,,,,0.0,1.0,,,,0.07,,,,0.78,0.78,151319.0,6424393.36,,9.03,0.79,16.27,0.3974,59.06,0.1189
2006-11-10,18139.0,765605.09,0.4,1.35,0.16,1.11,0.0,738634.39,1188.0,17500.0,50142.72,,,4.0,0.0,,,,,4.0,,,,0.0,4.0,,,,0.07,,,,0.78,0.78,151363.0,6388680.95,,9.12,0.78,16.19,0.3971,59.04,0.1189
2006-11-13,18130.0,769083.5,0.4,1.35,0.16,1.11,0.0,742146.49,1186.0,17495.0,50310.7,,,,,,,,0.0,,3.0,,,,,,,5.0,0.07,0.0,,,0.78,0.78,151311.0,6418686.92,,9.04,0.79,16.28,0.3976,59.08,0.1189
2006-11-14,18937.0,804660.18,0.42,1.39,0.17,1.16,0.0,796331.86,746.0,18741.0,31698.61,,,,0.08,,,,0.03,1246.0,439.0,,,0.08,,,,,0.04,,,,0.49,0.49,151705.0,6446162.13,,9.08,0.49,15.18,0.3929,58.46,0.1242
2006-11-15,18936.0,809990.76,0.42,1.4,0.17,1.16,0.0,801606.82,746.0,18740.0,31910.28,,,,,,,,0.0,,0.0,,,,,,,1.0,0.05,0.0,,,0.49,0.49,152143.0,6507943.82,,9.12,0.49,15.3,0.3919,58.34,0.1239
2006-11-16,13184.0,562545.08,0.29,0.97,0.12,0.81,0.0,530671.51,747.0,12437.0,31873.57,,,1.0,,,,,,,,,,,1.0,,,6303.0,0.05,0.38,,,0.49,0.49,152109.0,6490304.16,,9.22,0.49,9.24,0.5177,70.46,0.0863
2006-11-17,11396.0,483423.92,0.25,0.86,0.1,0.7,0.0,475109.5,196.0,11200.0,8314.42,,,,0.0,,,,0.03,3.0,551.0,,,0.0,,,,1240.0,0.01,0.08,,,0.13,0.13,152743.0,6479433.06,,9.22,0.13,10.69,0.5239,70.55,0.0745
2006-11-20,11400.0,481976.23,0.25,0.86,0.1,0.7,0.0,473689.62,196.0,11204.0,8286.61,,,,0.0,,,,0.0,4.0,0.0,,,0.0,,,,,0.01,,,,0.13,0.13,152833.0,6461567.79,,9.21,0.13,10.64,0.5247,70.61,0.0745
2006-11-21,11398.0,483104.49,0.25,0.86,0.1,0.7,0.0,474839.41,195.0,11203.0,8265.08,,,,,,,,0.0,,1.0,,,,,,,1.0,0.01,0.0,,,0.13,0.13,152811.0,6476897.66,,9.17,0.13,10.61,0.5255,70.67,0.0745
2006-11-22,11397.0,476998.56,0.25,0.89,0.1,0.7,0.0,468879.08,194.0,11203.0,8119.48,,,,0.0,,,,0.0,0.0,1.0,,,0.0,,,,,0.01,,,,0.13,0.13,147277.0,6163983.22,,8.83,0.13,10.63,0.5251,70.64,0.0773
2006-11-23,11400.0,471058.98,0.25,0.87,0.1,0.7,0.0,463084.04,194.0,11207.0,8016.27,,,,0.0,,,,0.0,3.0,0.0,,,0.0,,,,,0.01,,,,0.13,0.13,147329.0,6087776.19,,8.73,0.13,10.53,0.5272,70.81,0.0773
2006-11-24,11397.0,461637.59,0.25,0.89,0.1,0.69,0.0,453941.6,190.0,11207.0,7695.99,,,,0.0,,,,0.0,1.0,4.0,,,0.0,,,,,0.01,,,,0.13,0.13,147332.0,5967709.85,,8.65,0.13,10.42,0.5299,71.03,0.0773
2006-11-27,11400.0,457715.68,0.25,0.87,0.1,0.69,0.0,450167.39,188.0,11212.0,7548.29,,,,0.0,,,,0.0,4.0,1.0,,,0.0,,,,,0.01,,,,0.13,0.13,147396.0,5918022.83,,8.51,0.13,10.26,0.5333,71.31,0.0772
2006-11-28,11402.0,448898.89,0.25,0.84,0.1,0.69,0.0,441576.03,187.0,11216.0,7362.23,,,,0.0,,,,0.0,4.0,2.0,,,0.0,,,,,0.01,,,,0.13,0.13,147467.0,5805803.54,,8.44,0.13,10.18,0.5348,71.42,0.0772
2006-11-29,20682.0,847264.54,0.46,1.46,0.18,1.22,0.0,607857.62,5844.0,14838.0,239406.92,,,2.0,0.2,,,,,3622.0,,,,0.2,2.0,,5655.0,,0.34,,,,24.46,3.83,18053.0,739564.2,,1.06,24.46,7.77,0.6239,78.06,0.1357
2006-11-30,19330.0,785707.65,0.43,1.32,0.17,1.15,0.0,548572.71,5834.0,13496.0,237134.94,,,4.0,,,,,0.0,,15.0,,,,4.0,,,320.0,0.35,0.02,,0.06,24.47,3.83,18005.0,731850.3,,1.07,24.47,8.82,0.6986,82.81,0.1269
2006-12-01,16400.0,661958.28,0.36,1.15,0.14,0.96,0.0,423653.3,5904.0,10496.0,238304.98,,,70.0,,,,,,,,,,,70.0,,,3000.0,0.35,0.18,,,24.47,3.87,18227.0,735702.05,,1.07,24.47,11.34,0.6281,77.9,0.1074
2006-12-04,16405.0,673215.5,0.36,1.13,0.14,0.96,0.0,430726.6,5909.0,10496.0,242488.9,,,5.0,,,,,,,,,,,5.0,,,,0.35,,,,24.47,3.87,18243.0,748641.9,,1.07,24.47,11.27,0.6296,78.02,0.1074
2006-12-05,16376.0,683642.11,0.36,1.11,0.14,0.96,0.0,438172.18,5880.0,10496.0,245469.93,,,3.0,,,,,0.0,,32.0,,,,3.0,,,,0.35,,,,24.48,3.85,18141.0,757324.83,,1.06,24.48,11.42,0.6256,77.73,0.1073
2006-12-06,17689.0,732808.73,0.39,1.18,0.15,1.04,0.0,475751.91,6205.0,11484.0,257056.83,,,325.0,0.06,,,,,988.0,,,,0.06,325.0,,,,0.36,,,,24.45,4.03,19169.0,794121.24,,1.13,24.45,10.61,0.6475,79.3,0.1149
2006-12-07,18190.0,761951.11,0.4,1.09,0.16,1.07,0.0,501739.99,6212.0,11978.0,260211.12,,,8.0,,,494.0,,0.0,,1.0,,,,8.0,0.03,,,0.36,,,,24.45,4.03,19194.0,804007.13,,1.13,24.45,10.14,0.5992,76.2,0.1181
2006-12-08,18176.0,767166.78,0.4,1.06,0.16,1.07,0.0,505563.58,6198.0,11978.0,261603.2,,,3.0,,,,,0.0,,16.0,,,,3.0,,,,0.37,,,,24.46,4.03,19141.0,807897.19,,1.13,24.46,10.21,0.5967,76.02,0.1181
2006-12-11,18671.0,801304.28,0.41,1.12,0.16,1.1,0.0,536205.65,6177.0,12494.0,265098.63,,,,0.0,,500.0,,0.0,16.0,20.0,,,0.0,,0.03,,,0.36,,,,24.46,4.84,19079.0,818814.43,,1.13,24.46,9.84,0.5485,72.75,0.1463
2006-12-12,16600.0,703002.59,0.37,0.95,0.14,1.0,0.0,444416.22,6106.0,10494.0,258586.38,,,0.0,,,,,0.0,,72.0,,,,0.0,,,2000.0,0.37,0.11,,,24.47,4.8,18850.0,798289.09,,1.13,24.47,11.7,0.4859,67.74,0.1304
2006-12-13,16684.0,715436.34,0.37,0.96,0.15,1.0,0.0,449999.34,6190.0,10494.0,265437.0,,,84.0,,,,,0.0,,1.0,,,,84.0,,,,0.37,,,,24.46,4.85,19119.0,819852.99,,1.14,24.46,11.57,0.4879,67.92,0.1307
2006-12-14,16679.0,715221.93,0.37,0.96,0.15,1.0,0.0,449999.34,6185.0,10494.0,265222.59,,,2.0,,,,,0.0,,7.0,,,,2.0,,,,0.37,,,,24.46,4.85,19098.0,818952.48,,1.15,24.46,11.69,0.4856,67.72,0.1307
2006-12-15,16682.0,711800.45,0.37,0.89,0.15,1.0,0.0,447766.09,6188.0,10494.0,264034.36,,,3.0,,,,,,,,,,,3.0,,,,0.37,,,,24.46,4.85,19108.0,815314.89,,1.15,24.46,11.68,0.4854,67.71,0.1307
2006-12-18,16666.0,718211.19,0.37,0.89,0.15,1.0,0.0,452232.58,6172.0,10494.0,265978.61,,,,,,,,0.0,,16.0,,,,,,,,0.37,,,,24.46,4.84,19064.0,821551.55,,1.14,24.46,11.64,0.4863,67.78,0.1306
2006-12-19,16675.0,714458.96,0.37,0.9,0.15,1.0,0.0,449627.13,6181.0,10494.0,264831.83,,,9.0,,,,,,,,,,,9.0,,,,0.37,,,,24.46,4.84,19090.0,817932.33,,1.15,24.46,11.73,0.4846,67.63,0.1306
2006-12-20,16739.0,715419.99,0.37,1.15,0.15,1.0,0.0,448510.5,6245.0,10494.0,266909.48,,,64.0,,,,,,,,,,,64.0,,,,0.37,,,,100.0,4.88,0.0,0.0,,0.0,100.0,11.68,0.4858,67.74,0.1309
2006-12-21,16728.0,722663.0,0.37,1.17,0.15,1.0,0.0,453349.21,6234.0,10494.0,269313.79,,,,,,,,0.0,,11.0,,,,,,,,0.37,,,,100.0,4.88,0.0,0.0,,0.0,100.0,11.65,0.4858,67.74,0.1308
2006-12-22,16725.0,711855.56,0.37,1.17,0.15,1.01,0.0,446649.46,6231.0,10494.0,265206.1,,,2.0,,,,,0.0,,5.0,,,,2.0,,,,0.37,,,,100.0,4.87,0.0,0.0,,0.0,100.0,11.75,0.4838,67.57,0.1308
2006-12-25,16027.0,682147.03,0.35,1.11,0.14,0.98,0.0,424942.66,6043.0,9984.0,257204.38,,,15.0,,,,,0.0,,203.0,,,,15.0,,,,0.38,,,0.03,100.0,4.94,0.0,0.0,,0.0,103.3,12.35,0.5322,71.04,0.131
2006-12-26,16741.0,712536.56,0.37,1.16,0.15,1.0,0.0,446649.46,6247.0,10494.0,265887.1,0.03,,204.0,,,,510.0,,,,0.03,,,204.0,,,,0.37,,,,100.0,4.88,0.0,0.0,,0.0,100.0,11.6,0.4859,67.75,0.1309
2006-12-27,16697.0,716586.02,0.37,1.16,0.15,1.0,0.0,450371.54,6203.0,10494.0,266214.47,,,,,,,,0.0,,44.0,,,,,,,,0.37,,,,100.0,4.86,0.0,0.0,,0.0,100.0,11.6,0.4858,67.74,0.1307
2006-12-28,16699.0,717856.43,0.37,1.16,0.15,1.0,0.0,451115.96,6205.0,10494.0,266740.47,,,2.0,,,,,0.0,,0.0,,,,2.0,,,,0.37,,,,100.0,4.86,0.0,0.0,,0.0,100.0,11.69,0.4851,67.68,0.1307
2006-12-29,16660.0,720907.16,0.37,1.11,0.15,1.0,0.0,454093.62,6166.0,10494.0,266813.54,,,,,,,,0.0,,39.0,,,,,,,,0.37,,,,100.0,4.83,0.0,0.0,,0.0,100.0,11.7,0.4847,67.64,0.1305
2007-01-01,15988.0,691828.55,0.35,1.07,0.14,0.97,0.0,432025.04,6004.0,9984.0,259803.52,,,39.0,,,,,0.0,,201.0,,,,39.0,,,,0.37,,,0.03,100.0,4.88,0.0,0.0,,0.0,103.4,12.36,0.5315,70.99,0.1299
2007-01-02,22628.0,979152.9,0.5,1.51,0.2,1.37,0.0,713724.05,6634.0,16494.0,287064.71,0.03,500.0,197.0,0.37,0.03,,510.0,0.0,6000.0,67.0,0.03,500.0,0.37,197.0,,,,0.4,,,,5.0,5.0,125991.0,5451849.58,,7.68,4.96,7.5,0.6406,79.34,0.1706
2007-01-03,22748.0,985152.34,0.5,1.5,0.2,1.38,0.0,714309.07,6254.0,16494.0,270843.27,,,120.0,,,,,,,,,,,120.0,,,,0.38,,0.03,,4.89,4.89,121721.0,5271396.54,500.0,7.41,4.86,7.49,0.6395,79.27,0.1778
2007-01-04,22264.0,963401.98,0.49,1.44,0.19,1.35,0.0,692088.18,6270.0,15994.0,271313.8,,,17.0,,,,,0.0,,0.0,,,,17.0,,,500.0,0.38,0.03,,,4.9,4.9,121776.0,5269459.21,,7.46,4.83,7.73,0.679,81.74,0.1739
2007-01-05,22260.0,962439.36,0.49,1.44,0.19,1.35,0.0,691520.9,6266.0,15994.0,270918.47,,,,,,,,0.0,,4.0,,,,,,,,0.38,,,,4.89,4.89,121763.0,5264577.91,,7.41,4.86,7.73,0.6792,81.75,0.1739
2007-01-08,22277.0,974236.27,0.49,1.45,0.19,1.35,0.0,699462.89,6283.0,15994.0,274773.37,,,19.0,,,,,0.0,,2.0,,,,19.0,,,,0.38,,,,4.9,4.9,121824.0,5327708.36,,7.43,4.86,7.72,0.6795,81.77,0.1739
2007-01-09,22284.0,980075.08,0.49,1.44,0.19,1.35,0.0,703433.89,6290.0,15994.0,276641.19,,,7.0,,,,,,,,,,,7.0,,,,0.38,,,,4.91,4.91,121849.0,5359054.41,,7.5,4.83,7.79,0.6769,81.6,0.1739
2007-01-10,22337.0,985575.13,0.49,1.41,0.19,1.35,0.0,705703.03,6343.0,15994.0,279872.1,,,52.0,,,,,,,,,,,52.0,,,,0.38,,,,4.91,4.91,122735.0,5415434.64,,7.6,4.81,7.83,0.6755,81.51,0.1731
2007-01-11,22397.0,985044.95,0.49,1.43,0.2,1.36,0.0,703433.89,6403.0,15994.0,281611.05,,,61.0,,,,,,,,,,,61.0,,,,0.39,,,,4.95,4.95,122938.0,5406949.84,,7.67,4.82,7.85,0.6748,81.46,0.1732
2007-01-12,22716.0,1003103.45,0.5,1.45,0.2,1.38,0.0,719120.43,6431.0,16285.0,283983.02,,,29.0,0.02,,,,0.0,291.0,2.0,,,0.02,29.0,,,,0.39,,,,4.96,4.96,123237.0,5441955.43,,7.68,4.83,7.69,0.6529,80.04,0.1752
2007-01-15,22724.0,1011516.61,0.5,1.5,0.2,1.38,0.0,724896.5,6439.0,16285.0,286620.11,,,8.0,,,,,,,,,,,8.0,,,,0.39,,,,4.96,4.96,123267.0,5487001.31,,7.66,4.85,7.71,0.6522,79.99,0.1752
2007-01-16,16731.0,741188.8,0.37,1.13,0.15,1.01,0.0,455628.88,6446.0,10285.0,285559.92,,,7.0,,,,,,,,,,,7.0,,,6000.0,0.39,0.37,,,100.0,4.97,0.0,0.0,,0.0,100.0,12.23,0.4971,68.28,0.129
2007-01-17,16679.0,740068.35,0.37,1.13,0.15,1.01,0.0,456358.47,6394.0,10285.0,283709.88,,,,,,,,0.0,,52.0,,,,,,,,0.39,,,,100.0,4.94,0.0,0.0,,0.0,100.0,12.19,0.4982,68.38,0.1288
2007-01-18,16678.0,740023.98,0.37,1.13,0.15,1.01,0.0,456358.47,6393.0,10285.0,283665.5,,,0.0,,,,,0.0,,1.0,,,,0.0,,,,0.39,,,,100.0,4.75,0.0,0.0,,0.0,100.0,12.2,0.4978,68.35,0.1238
2007-01-19,16678.0,739432.43,0.37,1.09,0.15,1.01,0.0,455993.68,6393.0,10285.0,283438.75,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,0.39,,,,100.0,4.75,0.0,0.0,,0.0,100.0,12.2,0.4978,68.34,0.1239
