,ALESE FP Equity_DX_SI_QTY,ALESE FP Equity_DX_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALESE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALESE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALESE FP Equity_DX_SI_MV,ALESE FP Equity_DX_DSS,ALESE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SUPPLY_SI_QTY,ALESE FP Equity_DX_BROKER_SI_QTY,ALESE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALESE FP Equity_DX_BROKER_SI_MV_INC_x,ALESE FP Equity_DX_BROKER_SI_QTY_ADD,ALESE FP Equity_DX_SUPPLY_SI_MV_DEC,ALESE FP Equity_DX_BROKER_SI_QTY_INC,ALESE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALESE FP Equity_DX_BROKER_SI_MV_INC_y,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALESE FP Equity_DX_BROKER_SI_MV_ADD,ALESE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALESE FP Equity_DX_BROKER_SI_QTY_DEC,ALESE FP Equity_DX_SUPPLY_SI_MV,ALESE FP Equity_DX_BROKER_SI_MV_DEC,ALESE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALESE FP Equity_DX_UTILIZATION_QUANTITY,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALESE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALESE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALESE FP Equity_DX_BROKER_SI_CON_RATIO,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALESE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALESE FP Equity_PX_LAST
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,52240.0,0.05,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,52240.0,0.05,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,51600.0,0.05,0.0,,0.0,,0.0,6.45
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,51680.0,0.05,0.0,,0.0,,0.0,6.46
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53200.0,0.05,0.0,,0.0,,0.0,6.65
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53360.0,0.05,0.0,,0.0,,0.0,6.67
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53600.0,0.05,0.0,,0.0,,0.0,6.7
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53920.0,0.05,0.0,,0.0,,0.0,6.74
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53680.0,0.05,0.0,,0.0,,0.0,6.71
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,54560.0,0.05,0.0,,0.0,,0.0,6.82
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53920.0,0.05,0.0,,0.0,,0.0,6.74
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53680.0,0.05,0.0,,0.0,,0.0,6.71
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53760.0,0.05,0.0,,0.0,,0.0,6.72
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53600.0,0.05,0.0,,0.0,,0.0,6.7
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53920.0,0.05,0.0,,0.0,,0.0,6.74
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53600.0,0.05,0.0,,0.0,,0.0,6.7
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53600.0,0.05,0.0,,0.0,,0.0,6.7
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53280.0,0.05,0.0,,0.0,,0.0,6.66
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53520.0,0.05,0.0,,0.0,,0.0,6.69
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53520.0,0.05,0.0,,0.0,,0.0,6.69
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53520.0,0.05,0.0,,0.0,,0.0,6.69
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53120.0,0.05,0.0,,0.0,,0.0,6.64
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,52880.0,0.05,0.0,,0.0,,0.0,6.61
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,52800.0,0.05,0.0,,0.0,,0.0,6.6
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53360.0,0.05,0.0,,0.0,,0.0,6.67
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,52480.0,0.05,0.0,,0.0,,0.0,6.56
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53360.0,0.05,0.0,,0.0,,0.0,6.67
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,53120.0,0.05,0.0,,0.0,,0.0,6.64
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,55920.0,0.05,0.0,,0.0,,0.0,6.99
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,55840.0,0.06,0.0,,0.0,,0.0,6.98
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,57040.0,0.06,0.0,,0.0,,0.0,7.13
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,56800.0,0.06,0.0,,0.0,,0.0,7.1
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,56560.0,0.06,0.0,,0.0,,0.0,7.07
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,58400.0,0.06,0.0,,0.0,,0.0,7.3
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,59520.0,0.06,0.0,,0.0,,0.0,7.44
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62000.0,0.06,0.0,,0.0,,0.0,7.75
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63360.0,0.06,0.0,,0.0,,0.0,7.92
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62560.0,0.06,0.0,,0.0,,0.0,7.82
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61360.0,0.06,0.0,,0.0,,0.0,7.67
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62720.0,0.06,0.0,,0.0,,0.0,7.84
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62720.0,0.06,0.0,,0.0,,0.0,7.84
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61520.0,0.06,0.0,,0.0,,0.0,7.69
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,59920.0,0.06,0.0,,0.0,,0.0,7.49
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60400.0,0.06,0.0,,0.0,,0.0,7.55
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,57120.0,0.06,0.0,,0.0,,0.0,7.14
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,57200.0,0.06,0.0,,0.0,,0.0,7.15
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,58000.0,0.06,0.0,,0.0,,0.0,7.25
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,59920.0,0.06,0.0,,0.0,,0.0,7.49
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,59200.0,0.06,0.0,,0.0,,0.0,7.4
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,58880.0,0.06,0.0,,0.0,,0.0,7.36
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61040.0,0.06,0.0,,0.0,,0.0,7.63
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60880.0,0.06,0.0,,0.0,,0.0,7.61
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62000.0,0.06,0.0,,0.0,,0.0,7.75
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62000.0,0.06,0.0,,0.0,,0.0,7.75
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,58000.0,0.06,0.0,,0.0,,0.0,7.25
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61760.0,0.06,0.0,,0.0,,0.0,7.72
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61760.0,0.06,0.0,,0.0,,0.0,7.72
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63120.0,0.06,0.0,,0.0,,0.0,7.89
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62000.0,0.06,0.0,,0.0,,0.0,7.75
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61360.0,0.06,0.0,,0.0,,0.0,7.67
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61360.0,0.06,0.0,,0.0,,0.0,7.67
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62080.0,0.06,0.0,,0.0,,0.0,7.76
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60800.0,0.06,0.0,,0.0,,0.0,7.6
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61120.0,0.06,0.0,,0.0,,0.0,7.64
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61920.0,0.06,0.0,,0.0,,0.0,7.74
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62000.0,0.06,0.0,,0.0,,0.0,7.75
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60800.0,0.06,0.0,,0.0,,0.0,7.6
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61600.0,0.06,0.0,,0.0,,0.0,7.7
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62080.0,0.06,0.0,,0.0,,0.0,7.76
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62240.0,0.06,0.0,,0.0,,0.0,7.78
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62400.0,0.06,0.0,,0.0,,0.0,7.8
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63040.0,0.06,0.0,,0.0,,0.0,7.88
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63200.0,0.06,0.0,,0.0,,0.0,7.9
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63200.0,0.06,0.0,,0.0,,0.0,7.9
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62720.0,0.06,0.0,,0.0,,0.0,7.84
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60880.0,0.06,0.0,,0.0,,0.0,7.61
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61280.0,0.06,0.0,,0.0,,0.0,7.66
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61920.0,0.06,0.0,,0.0,,0.0,7.74
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,62080.0,0.06,0.0,,0.0,,0.0,7.76
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,60960.0,0.06,0.0,,0.0,,0.0,7.62
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61600.0,0.06,0.0,,0.0,,0.0,7.7
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61360.0,0.06,0.0,,0.0,,0.0,7.67
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61840.0,0.06,0.0,,0.0,,0.0,7.73
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,61200.0,0.06,0.0,,0.0,,0.0,7.65
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63200.0,0.06,0.0,,0.0,,0.0,7.9
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63200.0,0.06,0.0,,0.0,,0.0,7.9
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,63040.0,0.06,0.0,,0.0,,0.0,7.88
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,64240.0,0.06,0.0,,0.0,,0.0,8.03
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,65360.0,0.06,0.0,,0.0,,0.0,8.17
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,67840.0,0.07,0.0,,0.0,,0.0,8.48
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,66640.0,0.07,0.0,,0.0,,0.0,8.33
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8000.0,67200.0,0.07,0.0,,0.0,,0.0,8.4
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,74250.0,0.08,0.0,,0.0,,0.0,8.25
2022-08-24,1000.0,8200.0,0.01,0.24,0.01,0.01,0.0,8200.0,1000.0,1000.0,8200.0,,,1000.0,,,,,,0.01,1000.0,,0.01,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.125,8.2
2022-08-25,2000.0,16300.0,0.01,0.48,0.01,0.02,0.0,16300.0,1000.0,2000.0,8150.0,,,1000.0,,,,,,0.01,,,0.01,,100.0,12.5,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.25,8.15
2022-08-26,3000.0,24390.0,0.02,0.72,0.02,0.03,0.0,20325.0,1500.0,2500.0,12195.0,,,500.0,,,,,,0.0,500.0,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.86,0.3335,33.89,0.3529,8.13
2022-08-29,3000.0,24450.0,0.02,0.71,0.02,0.03,0.0,20375.0,1500.0,2500.0,12225.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.77,0.3335,33.95,0.3529,8.15
2022-08-30,3000.0,24270.0,0.02,0.67,0.02,0.03,0.0,20225.0,1500.0,2500.0,12135.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.82,0.3335,33.86,0.3529,8.09
2022-08-31,3000.0,23670.0,0.02,0.68,0.02,0.03,0.0,19725.0,1500.0,2500.0,11835.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.76,0.3335,33.87,0.3529,7.89
2022-09-01,3000.0,23100.0,0.02,0.67,0.02,0.02,0.0,19250.0,1500.0,2500.0,11550.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.97,0.3336,34.0,0.3529,7.7
2022-09-02,3000.0,23580.0,0.02,0.7,0.02,0.02,0.0,19650.0,1500.0,2500.0,11790.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,33.84,0.3335,33.86,0.3529,7.86
2022-09-05,2500.0,20025.0,0.02,0.6,0.02,0.02,0.0,20025.0,1000.0,2500.0,8010.0,,,,0.0,,500.0,,,,,,0.01,,100.0,12.5,0.0,0.0,0.0,100.0,40.02,0.3638,40.89,0.3125,8.01
2022-09-06,2000.0,16040.0,0.01,0.47,0.01,0.02,0.0,16040.0,1000.0,2000.0,8020.0,,,,,,,,,,,500.0,0.01,0.0,100.0,12.5,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.25,8.02
2022-09-07,2000.0,15860.0,0.01,0.47,0.01,0.02,0.0,15860.0,1000.0,2000.0,7930.0,,,,,,,,,,,,0.01,,100.0,12.5,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.25,7.93
2022-09-08,2000.0,16000.0,0.01,0.48,0.01,0.02,0.0,16000.0,1000.0,2000.0,8000.0,,,,,,,,,,,,0.01,,100.0,12.5,0.0,0.0,0.0,100.0,49.86,0.5,50.14,0.25,8.0
2022-09-09,2800.0,22568.0,0.02,0.68,0.02,0.02,0.0,19344.0,1400.0,2400.0,11284.0,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.07,0.3381,36.21,0.3333,8.06
2022-09-12,2800.0,22960.0,0.02,0.73,0.02,0.02,0.0,19680.0,1400.0,2400.0,11480.0,,,,,,,,,,,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.13,0.338,36.13,0.3333,8.2
2022-09-13,2800.0,22428.0,0.02,0.73,0.02,0.02,0.0,19224.0,1400.0,2400.0,11214.0,,,,,,,,,,,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.32,0.3388,36.39,0.3333,8.01
2022-09-14,2800.0,22680.0,0.02,0.7,0.02,0.02,0.0,19440.0,1400.0,2400.0,11340.0,,,,,,,,,,,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.15,0.3384,36.3,0.3333,8.1
2022-09-15,2800.0,22820.0,0.02,0.71,0.02,0.02,0.0,19560.0,1400.0,2400.0,11410.0,,,,,,,,,,,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.16,0.3382,36.23,0.3333,8.15
2022-09-16,2800.0,22932.0,0.02,0.75,0.02,0.02,0.0,19656.0,1400.0,2400.0,11466.0,,,,,,,,,,,,0.01,,100.0,16.67,0.0,0.0,0.0,100.0,36.18,0.3382,36.18,0.3333,8.19
2022-09-19,2900.0,25201.0,0.02,0.8,0.02,0.02,0.0,20856.0,1500.0,2400.0,13035.0,100.0,,,,,,,100.0,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,34.96,0.3172,35.03,0.3412,8.69
2022-09-20,2900.0,24766.0,0.02,0.77,0.02,0.03,0.0,20496.0,1500.0,2400.0,12810.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,35.03,0.3174,35.07,0.3412,8.54
2022-09-21,2900.0,23925.0,0.02,0.75,0.02,0.03,0.0,19800.0,1500.0,2400.0,12375.0,,,,,,,,,,,,0.01,,100.0,17.65,0.0,0.0,0.0,100.0,35.12,0.3179,35.19,0.3412,8.25
2022-09-22,3100.0,25327.0,0.02,0.8,0.02,0.03,0.0,20425.0,1600.0,2500.0,13072.0,100.0,0.0,,,100.0,,0.0,100.0,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.79,0.314,32.9,0.3046,8.17
2022-09-23,3100.0,25048.0,0.02,0.82,0.02,0.03,0.0,20200.0,1600.0,2500.0,12928.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.93,0.3142,33.0,0.3046,8.08
2022-09-26,3100.0,23498.0,0.02,0.81,0.02,0.03,0.0,18950.0,1600.0,2500.0,12128.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.89,0.3141,32.94,0.3046,7.58
2022-09-27,3100.0,24149.0,0.02,0.76,0.02,0.02,0.0,19475.0,1600.0,2500.0,12464.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.8,0.314,32.91,0.3046,7.79
2022-09-28,3100.0,24149.0,0.02,0.79,0.02,0.02,0.0,19475.0,1600.0,2500.0,12464.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.61,0.3137,32.71,0.3046,7.79
2022-09-29,3100.0,23560.0,0.02,0.81,0.02,0.02,0.0,19000.0,1600.0,2500.0,12160.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.48,0.3137,32.82,0.3046,7.6
