,ALTUV FP Equity_DX_SI_QTY,ALTUV FP Equity_DX_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTUV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTUV FP Equity_DX_SI_MV,ALTUV FP Equity_DX_DSS,ALTUV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SUPPLY_SI_QTY,ALTUV FP Equity_DX_BROKER_SI_QTY,ALTUV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTUV FP Equity_DX_BROKER_SI_MV_INC_x,ALTUV FP Equity_DX_BROKER_SI_QTY_ADD,ALTUV FP Equity_DX_SUPPLY_SI_MV_DEC,ALTUV FP Equity_DX_BROKER_SI_QTY_INC,ALTUV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTUV FP Equity_DX_BROKER_SI_MV_INC_y,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTUV FP Equity_DX_BROKER_SI_MV_ADD,ALTUV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTUV FP Equity_DX_BROKER_SI_QTY_DEC,ALTUV FP Equity_DX_SUPPLY_SI_MV,ALTUV FP Equity_DX_BROKER_SI_MV_DEC,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTUV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTUV FP Equity_DX_BROKER_SI_CON_RATIO,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTUV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTUV FP Equity_PX_LAST
2024-07-05,40611.0,88531.98,0.66,2.15,0.39,0.09,0.0,52522.74,23631.0,24093.0,51515.58,,,,0.06,,25000.0,,,,,25000.0,0.05,0.06,100.0,42.75,0.0,0.0,0.0,100.0,18.15,0.3133,48.46,0.7347,2.18
2024-07-08,40611.0,88531.98,0.66,2.13,0.39,0.09,0.0,52522.74,23631.0,24093.0,51515.58,,,,,,,,,,,,0.05,,100.0,78.05,0.0,0.0,0.0,100.0,18.24,0.3135,48.47,1.3413,2.18
2024-07-09,40611.0,88735.04,0.66,2.1,0.39,0.09,0.0,52643.21,23631.0,24093.0,51633.74,,,,,,,,,,,,0.05,,100.0,78.05,0.0,0.0,0.0,100.0,18.23,0.3137,48.5,1.3413,2.185
2024-07-10,39611.0,79222.0,0.64,2.04,0.38,0.09,0.0,46186.0,23631.0,23093.0,47262.0,,,,,,,,,,,1000.0,0.05,0.0,100.0,78.05,0.0,0.0,0.0,100.0,19.08,0.3156,48.69,1.3082,2.0
2024-07-11,38611.0,74596.45,0.63,1.85,0.37,0.08,0.0,42683.68,23631.0,22093.0,45655.09,,,,,,,,,,,1000.0,0.05,0.0,100.0,78.05,0.0,0.0,0.0,100.0,20.77,0.3267,49.8,1.2752,1.932
2024-07-12,37611.0,72137.9,0.61,1.7,0.36,0.08,0.0,42374.37,22631.0,22093.0,43406.26,,,,0.0,,1000.0,,,,,,0.04,,100.0,40.94,0.0,0.0,0.0,100.0,21.75,0.3396,51.05,0.6804,1.918
2024-07-15,35646.0,67584.82,0.58,1.57,0.34,0.07,0.0,38162.69,22631.0,20128.0,42908.38,,,,,,,,,,,1965.0,0.04,0.0,100.0,77.3,0.0,0.0,0.0,100.0,23.11,0.3714,53.74,1.2175,1.896
2024-07-16,33676.0,64859.98,0.55,1.4,0.33,0.07,0.0,36898.31,20661.0,19158.0,39793.09,,,,0.0,,1970.0,,,,,970.0,0.04,0.0,100.0,80.61,0.0,0.0,0.0,100.0,21.23,0.4046,57.28,1.3139,1.926
2024-07-17,32707.0,63255.34,0.53,1.27,0.32,0.07,0.0,35177.53,19692.0,18189.0,38084.33,,,,0.0,,969.0,,,,,969.0,0.04,0.0,100.0,76.83,0.0,0.0,0.0,100.0,18.34,0.4195,59.31,1.2761,1.934
2024-07-18,28796.0,54482.03,0.47,1.1,0.28,0.06,0.0,27013.98,18806.0,14278.0,35580.95,,,,0.0,,886.0,,,,,3911.0,0.04,0.01,100.0,73.37,0.0,0.0,0.0,100.0,17.33,0.497,67.38,1.1235,1.892
2024-07-19,24571.0,49142.0,0.4,0.92,0.24,0.05,0.0,26156.0,14581.0,13078.0,29162.0,,,,0.01,,4225.0,,,,,1200.0,0.03,0.0,100.0,64.29,0.0,0.0,0.0,100.0,15.21,0.6505,78.99,1.0833,2.0
2024-07-22,23183.0,46713.75,0.38,0.78,0.22,0.05,0.0,23555.35,13193.0,11690.0,26583.9,,,,0.0,,1388.0,,,,,1388.0,0.03,0.0,100.0,58.17,0.0,0.0,0.0,100.0,8.81,0.7315,84.83,1.0221,2.015
2024-07-23,25417.0,52104.85,0.41,0.85,0.25,0.05,0.0,24511.85,13460.0,11957.0,27593.0,1427.0,,1427.0,0.0,,1160.0,,1427.0,0.0,,1160.0,0.03,0.0,100.0,55.83,0.0,0.0,0.0,100.0,11.1,0.6323,78.38,1.0543,2.05
2024-07-24,30910.0,63829.15,0.5,1.04,0.3,0.06,0.0,40096.11,20920.0,19417.0,43199.8,7460.0,0.02,,,8000.0,,0.02,7460.0,,,540.0,0.04,0.0,100.0,86.78,0.0,0.0,0.0,100.0,31.78,0.5059,63.45,1.2821,2.065
2024-07-25,24337.0,50377.59,0.39,0.84,0.24,0.05,0.0,23633.19,12920.0,11417.0,26744.4,,,,0.02,,8000.0,,,,,8000.0,0.03,0.02,100.0,53.59,0.0,0.0,0.0,100.0,11.71,0.6918,82.11,1.0095,2.07
2024-07-26,24337.0,50012.54,0.39,0.84,0.24,0.05,0.0,23461.94,12920.0,11417.0,26550.6,,,,,,,,,,,,0.03,,100.0,53.59,0.0,0.0,0.0,100.0,11.76,0.6908,82.05,1.0095,2.055
2024-07-29,22834.0,46238.85,0.37,0.82,0.22,0.05,0.0,23119.43,11417.0,11417.0,23119.43,,,,0.0,,1503.0,,,,,,0.02,,100.0,47.36,0.0,0.0,0.0,100.0,12.58,0.7801,87.42,0.9472,2.025
2024-07-30,21407.0,43349.18,0.35,0.81,0.21,0.04,0.0,20229.75,11417.0,9990.0,23119.43,,,,,,,,,,,1427.0,0.02,0.0,100.0,47.36,0.0,0.0,0.0,100.0,6.67,0.8756,93.33,0.888,2.025
2024-07-31,19980.0,41658.3,0.32,0.8,0.19,0.04,0.0,20829.15,9990.0,9990.0,20829.15,,,,0.0,,1427.0,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.085
2024-08-01,20543.0,42524.01,0.33,0.89,0.2,0.04,0.0,21844.71,10553.0,10553.0,21844.71,,,563.0,,,,,,0.0,563.0,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.9,0.9437,97.1,0.9057,2.07
2024-08-02,20543.0,41907.72,0.33,0.89,0.2,0.04,0.0,21528.12,10553.0,10553.0,21528.12,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.77,0.9461,97.23,0.9057,2.04
2024-08-05,20543.0,40880.57,0.33,0.9,0.2,0.04,0.0,21000.47,10553.0,10553.0,21000.47,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.79,0.9458,97.21,0.9057,1.99
2024-08-06,20543.0,41188.71,0.33,0.9,0.2,0.04,0.0,21158.77,10553.0,10553.0,21158.77,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.73,0.9469,97.27,0.9057,2.005
2024-08-07,20543.0,41496.86,0.33,0.92,0.2,0.04,0.0,21317.06,10553.0,10553.0,21317.06,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.74,0.9468,97.26,0.9057,2.02
2024-08-08,20543.0,41496.86,0.33,0.94,0.2,0.04,0.0,21317.06,10553.0,10553.0,21317.06,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.75,0.9464,97.25,0.9057,2.02
2024-08-09,20543.0,41086.0,0.33,0.97,0.2,0.04,0.0,21106.0,10553.0,10553.0,21106.0,,,,,,,,,,,,0.02,,100.0,46.53,0.0,0.0,0.0,100.0,2.77,0.9462,97.23,0.9057,2.0
2024-08-12,19980.0,39800.16,0.32,0.99,0.19,0.04,0.0,19900.08,9990.0,9990.0,19900.08,,,,0.0,,563.0,,,,,563.0,0.02,0.0,100.0,44.05,0.0,0.0,0.0,100.0,2.78,1.0,100.0,0.8809,1.992
2024-08-13,19980.0,40459.5,0.32,1.03,0.19,0.04,0.0,20229.75,9990.0,9990.0,20229.75,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.025
2024-08-14,19980.0,40159.8,0.32,1.02,0.19,0.04,0.0,20079.9,9990.0,9990.0,20079.9,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.01
2024-08-15,19980.0,40859.1,0.32,1.04,0.19,0.04,0.0,20429.55,9990.0,9990.0,20429.55,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.045
2024-08-16,19980.0,41058.9,0.32,1.04,0.19,0.04,0.0,20529.45,9990.0,9990.0,20529.45,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.055
2024-08-19,19980.0,43356.6,0.32,0.95,0.19,0.04,0.0,21678.3,9990.0,9990.0,21678.3,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.17
2024-08-20,19980.0,41258.7,0.32,0.84,0.19,0.04,0.0,20629.35,9990.0,9990.0,20629.35,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.065
2024-08-21,19980.0,40659.3,0.32,0.84,0.19,0.04,0.0,20329.65,9990.0,9990.0,20329.65,,,,,,,,,,,,0.02,,100.0,44.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.8809,2.035
2024-08-22,19980.0,39960.0,0.32,0.88,0.19,0.04,0.0,19980.0,9990.0,9990.0,19980.0,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.0
2024-08-23,19980.0,40159.8,0.32,0.93,0.19,0.04,0.0,20079.9,9990.0,9990.0,20079.9,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.01
2024-08-26,19980.0,41058.9,0.32,0.95,0.19,0.04,0.0,20529.45,9990.0,9990.0,20529.45,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.055
2024-08-27,19980.0,41158.8,0.32,1.01,0.19,0.04,0.0,20579.4,9990.0,9990.0,20579.4,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.06
2024-08-28,19980.0,41258.7,0.32,1.1,0.19,0.04,0.0,20629.35,9990.0,9990.0,20629.35,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.065
2024-08-29,19980.0,40859.1,0.32,1.12,0.19,0.04,0.0,20429.55,9990.0,9990.0,20429.55,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.045
2024-08-30,19980.0,41558.4,0.32,1.15,0.19,0.04,0.0,20779.2,9990.0,9990.0,20779.2,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.08
2024-09-02,19980.0,40759.2,0.32,1.4,0.19,0.04,0.0,20379.6,9990.0,9990.0,20379.6,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.04
2024-09-03,19980.0,40059.9,0.32,1.46,0.19,0.04,0.0,20029.95,9990.0,9990.0,20029.95,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.005
2024-09-04,19980.0,40659.3,0.32,1.5,0.19,0.04,0.0,20329.65,9990.0,9990.0,20329.65,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.035
2024-09-05,19980.0,40659.3,0.32,1.5,0.19,0.04,0.0,20329.65,9990.0,9990.0,20329.65,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.035
2024-09-06,19980.0,40159.8,0.32,1.56,0.19,0.04,0.0,20079.9,9990.0,9990.0,20079.9,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,2.01
2024-09-09,19980.0,39600.36,0.32,1.49,0.19,0.04,0.0,19800.18,9990.0,9990.0,19800.18,,,,,,,,,,,,0.02,,100.0,43.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.8713,1.982
2024-09-10,24148.0,47185.19,0.39,1.74,0.23,0.05,0.0,23592.6,12074.0,12074.0,23592.6,2084.0,,2084.0,,,,,2084.0,0.0,,,0.02,,100.0,48.27,0.0,0.0,0.0,100.0,17.36,0.7131,82.64,0.9653,1.954
2024-09-11,26462.0,52447.68,0.43,1.93,0.26,0.05,0.0,26223.84,13231.0,13231.0,26223.84,1157.0,0.0,,,1157.0,,0.0,1157.0,,,,0.03,,100.0,50.55,0.0,0.0,0.0,100.0,24.36,0.6314,75.64,1.0111,1.982
2024-09-12,26462.0,51600.9,0.43,1.96,0.26,0.05,0.0,25800.45,13231.0,13231.0,25800.45,,,,,,,,,,,,0.03,,100.0,50.55,0.0,0.0,0.0,100.0,24.65,0.6286,75.35,1.0111,1.95
2024-09-13,26462.0,51706.75,0.43,1.98,0.26,0.05,0.0,25853.37,13231.0,13231.0,25853.37,,,,,,,,,,,,0.03,,100.0,50.55,0.0,0.0,0.0,100.0,24.48,0.6303,75.52,1.0111,1.954
2024-09-16,26462.0,51600.9,0.43,2.0,0.26,0.05,0.0,25800.45,13231.0,13231.0,25800.45,,,,,,,,,,,,0.03,,100.0,50.55,0.0,0.0,0.0,100.0,24.51,0.6299,75.49,1.0111,1.95
2024-09-17,26462.0,50912.89,0.43,2.04,0.26,0.05,0.0,25456.44,13231.0,13231.0,25456.44,,,,,,,,,,,,0.03,,100.0,50.55,0.0,0.0,0.0,100.0,24.62,0.6288,75.38,1.0111,1.924
2024-09-18,24378.0,46903.27,0.39,1.85,0.24,0.05,0.0,21446.83,13231.0,11147.0,25456.44,,,,,,,,,,,2084.0,0.03,0.0,100.0,50.55,0.0,0.0,0.0,100.0,18.04,0.7043,81.96,0.9315,1.924
2024-09-19,22294.0,44186.71,0.36,1.69,0.22,0.04,0.0,22093.35,11147.0,11147.0,22093.35,,,,0.0,,2084.0,,,,,,0.02,,100.0,46.28,0.0,0.0,0.0,100.0,10.24,0.8162,89.76,0.9255,1.982
2024-09-20,30937.0,62802.11,0.5,2.21,0.3,0.06,0.0,42522.41,20947.0,20947.0,42522.41,,0.02,,,9800.0,,0.02,,,9800.0,,0.04,,100.0,86.96,0.0,0.0,0.0,100.0,36.33,0.5374,63.67,1.2843,2.03
2024-09-23,22267.0,43019.84,0.36,1.33,0.22,0.04,0.0,23719.16,12277.0,12277.0,23719.16,,,,0.02,,8670.0,,,,,8670.0,0.02,0.02,100.0,53.54,0.0,0.0,0.0,100.0,10.54,0.8113,89.46,0.971,1.932
2024-09-24,22267.0,43420.65,0.36,1.27,0.22,0.04,0.0,23940.15,12277.0,12277.0,23940.15,,,,,,,,,,,,0.02,,100.0,53.54,0.0,0.0,0.0,100.0,10.27,0.8158,89.73,0.971,1.95
2024-09-25,22267.0,42975.31,0.36,1.23,0.22,0.04,0.0,23694.61,12277.0,12277.0,23694.61,,,,,,,,,,,,0.02,,100.0,53.54,0.0,0.0,0.0,100.0,10.32,0.8149,89.68,0.971,1.93
2024-09-26,27980.0,54449.08,0.45,1.5,0.27,0.06,0.0,35008.54,17990.0,17990.0,35008.54,5713.0,0.01,,,5713.0,,0.01,5713.0,,,,0.03,,100.0,58.16,0.0,0.0,0.0,100.0,29.75,0.582,70.25,0.9046,1.946
2024-09-27,23026.0,44946.75,0.37,1.23,0.22,0.04,0.0,25446.27,13036.0,13036.0,25446.27,,,,0.01,,4954.0,,,,,4954.0,0.03,0.01,100.0,56.85,0.0,0.0,0.0,100.0,13.23,0.7703,86.77,1.0041,1.952
2024-09-30,23026.0,45545.43,0.37,1.3,0.22,0.05,0.0,25785.21,13036.0,13036.0,25785.21,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.2,0.7709,86.8,1.0041,1.978
2024-10-01,23026.0,46512.52,0.37,1.5,0.22,0.05,0.0,26332.72,13036.0,13036.0,26332.72,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.12,0.772,86.88,1.0041,2.02
2024-10-02,23026.0,47894.08,0.37,1.52,0.22,0.05,0.0,27114.88,13036.0,13036.0,27114.88,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.12,0.7721,86.88,1.0041,2.08
2024-10-03,23026.0,46627.65,0.37,1.54,0.22,0.05,0.0,26397.9,13036.0,13036.0,26397.9,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.44,0.7674,86.56,1.0041,2.025
2024-10-04,23026.0,46742.78,0.37,1.5,0.22,0.05,0.0,26463.08,13036.0,13036.0,26463.08,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.24,0.7702,86.76,1.0041,2.03
2024-10-07,23026.0,46973.04,0.37,1.46,0.22,0.05,0.0,26593.44,13036.0,13036.0,26593.44,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.26,0.77,86.74,1.0041,2.04
2024-10-08,23026.0,46973.04,0.37,1.44,0.22,0.05,0.0,26593.44,13036.0,13036.0,26593.44,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.28,0.7696,86.72,1.0041,2.04
2024-10-09,23026.0,46742.78,0.37,1.48,0.22,0.05,0.0,26463.08,13036.0,13036.0,26463.08,,,,,,,,,,,,0.03,,100.0,56.85,0.0,0.0,0.0,100.0,13.31,0.7692,86.69,1.0041,2.03
2024-10-10,23026.0,46627.65,0.37,1.47,0.22,0.05,0.0,26397.9,13036.0,13036.0,26397.9,,,,,,,,,,,,0.03,,100.0,56.67,0.0,0.0,0.0,100.0,13.3,0.7694,86.7,1.001,2.025
2024-10-11,23026.0,46857.91,0.37,1.48,0.22,0.05,0.0,26528.26,13036.0,13036.0,26528.26,,,,,,,,,,,,0.03,,100.0,56.67,0.0,0.0,0.0,100.0,13.23,0.7704,86.77,1.001,2.035
2024-10-14,23026.0,46397.39,0.37,1.49,0.22,0.05,0.0,26267.54,13036.0,13036.0,26267.54,,,,,,,,,,,,0.03,,100.0,56.67,0.0,0.0,0.0,100.0,13.31,0.7692,86.69,1.001,2.015
2024-10-15,23026.0,45959.9,0.37,1.47,0.22,0.05,0.0,26019.86,13036.0,13036.0,26019.86,,,,,,,,,,,,0.03,,100.0,56.67,0.0,0.0,0.0,100.0,13.31,0.7692,86.69,1.001,1.996
2024-10-16,13036.0,25967.71,0.21,0.8,0.13,0.03,0.0,6067.63,13036.0,3046.0,25967.71,,,,,,,,,,,9990.0,0.03,0.02,100.0,56.67,0.0,0.0,0.0,100.0,23.4,0.6415,76.6,0.5667,1.992
2024-10-17,3046.0,6024.99,0.05,0.19,0.03,0.01,0.0,6024.99,3046.0,3046.0,6024.99,,,,0.02,,9990.0,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.978
2024-10-18,3046.0,6079.82,0.05,0.19,0.03,0.01,0.0,6079.82,3046.0,3046.0,6079.82,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.996
2024-10-21,3046.0,6012.8,0.05,0.2,0.03,0.01,0.0,6012.8,3046.0,3046.0,6012.8,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.974
2024-10-22,3046.0,6031.08,0.05,0.2,0.03,0.01,0.0,6031.08,3046.0,3046.0,6031.08,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.1128,1.98
2024-10-23,3046.0,5964.07,0.05,0.2,0.03,0.01,0.0,5964.07,3046.0,3046.0,5964.07,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.958
2024-10-24,3046.0,5909.24,0.05,0.2,0.03,0.01,0.0,5909.24,3046.0,3046.0,5909.24,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.94
2024-10-25,3046.0,5897.06,0.05,0.2,0.03,0.01,0.0,5897.06,3046.0,3046.0,5897.06,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.936
2024-10-28,3046.0,5890.96,0.05,0.19,0.03,0.01,0.0,5890.96,3046.0,3046.0,5890.96,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.934
2024-10-29,3046.0,5897.06,0.05,0.19,0.03,0.01,0.0,5897.06,3046.0,3046.0,5897.06,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.936
2024-10-30,3046.0,5890.96,0.05,0.19,0.03,0.01,0.0,5890.96,3046.0,3046.0,5890.96,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.934
2024-10-31,3046.0,5890.96,0.05,0.19,0.03,0.01,0.0,5890.96,3046.0,3046.0,5890.96,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.934
2024-11-01,3046.0,5878.78,0.05,0.2,0.03,0.01,0.0,5878.78,3046.0,3046.0,5878.78,,,,,,,,,,,,0.01,,100.0,11.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.1132,1.93
2024-11-04,3046.0,5702.11,0.05,0.24,0.03,0.01,0.0,5702.11,3046.0,3046.0,5702.11,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.872
2024-11-05,3046.0,5671.65,0.05,0.24,0.03,0.01,0.0,5671.65,3046.0,3046.0,5671.65,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.862
2024-11-06,3046.0,5665.56,0.05,0.25,0.03,0.01,0.0,5665.56,3046.0,3046.0,5665.56,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.86
2024-11-07,3046.0,5421.88,0.05,0.24,0.03,0.01,0.0,5421.88,3046.0,3046.0,5421.88,,,,,,,,,,,,0.01,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,1.78
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,3046.0,,,,,3046.0,0.0,0.01,0.0,0.0,27214.0,48386.49,0.05,0.0,,0.0,,0.0,1.778
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26839.0,48095.49,0.05,0.0,,0.0,,0.0,1.792
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26639.0,47950.2,0.05,0.0,,0.0,,0.0,1.8
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26639.0,47737.09,0.05,0.0,,0.0,,0.0,1.792
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26539.0,47398.65,0.05,0.0,,0.0,,0.0,1.786
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26539.0,47027.11,0.05,0.0,,0.0,,0.0,1.772
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26539.0,46974.03,0.05,0.0,,0.0,,0.0,1.77
2024-11-19,576.0,979.2,0.01,0.05,0.01,0.0,0.0,489.6,288.0,288.0,489.6,,,288.0,,,,,,0.0,288.0,,0.0,,100.0,1.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.022,1.7
2024-11-20,576.0,956.16,0.01,0.05,0.01,0.0,0.0,478.08,288.0,288.0,478.08,,,,,,,,,,,,0.0,,100.0,1.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0215,1.66
2024-11-21,576.0,933.12,0.01,0.05,0.01,0.0,0.0,466.56,288.0,288.0,466.56,,,,,,,,,,,,0.0,,100.0,1.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0218,1.62
2024-11-22,576.0,938.88,0.01,0.04,0.01,0.0,0.0,469.44,288.0,288.0,469.44,,,,,,,,,,,,0.0,,100.0,1.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0219,1.63
2024-11-25,576.0,923.9,0.01,0.04,0.01,0.0,0.0,461.95,288.0,288.0,461.95,,,,,,,,,,,,0.0,,100.0,1.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0219,1.604
2024-11-26,576.0,864.0,0.01,0.04,0.01,0.0,0.0,432.0,288.0,288.0,432.0,,,,,,,,,,,,0.0,,100.0,1.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0234,1.5
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,288.0,,,,,288.0,0.0,0.0,0.0,0.0,25414.0,40662.4,0.04,0.0,,0.0,,0.0,1.6
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26014.0,43859.6,0.04,0.0,,0.0,,0.0,1.686
2024-11-29,58.0,100.22,0.0,0.0,0.0,0.0,0.0,50.11,29.0,29.0,50.11,,,29.0,,,,,,0.0,29.0,,0.0,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0022,1.728
2024-12-02,58.0,96.28,0.0,0.0,0.0,0.0,0.0,48.14,29.0,29.0,48.14,,,,,,,,,,,,0.0,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0022,1.66
2024-12-03,58.0,95.7,0.0,0.0,0.0,0.0,0.0,47.85,29.0,29.0,47.85,,,,,,,,,,,,0.0,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0022,1.65
