,SADU FP Equity_DX_SI_QTY,SADU FP Equity_DX_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SADU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SADU FP Equity_DX_SI_MV,SADU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SUPPLY_SI_QTY,SADU FP Equity_DX_BROKER_SI_QTY,SADU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SADU FP Equity_DX_SUPPLY_SI_MV_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_ADD,SADU FP Equity_DX_SUPPLY_SI_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SADU FP Equity_DX_UTILIZATION_QUANTITY,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SADU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_MV,SADU FP Equity_DX_BROKER_SI_CON_RATIO,SADU FP Equity_DX_DEMAND_SUPPLY_RATIO,SADU FP Equity_PX_LAST
2022-04-06,,,,,,,,,,,,,,,,,,,,,,79.39
2022-04-07,,,,,,,,,,,,,,,,,,,,,,79.31
2022-04-08,,,,,,,,,,,,,,,,,,,,,,80.28
2022-04-11,,,,,,,,,,,,,,,,,,,,,,78.88
2022-04-12,,,,,,,,,,,,,,,,,,,,,,79.11
2022-04-13,,,,,,,,,,,,,,,,,,,,,,78.56
2022-04-14,,,,,,,,,,,,,,,,,,,,,,78.6
2022-04-19,,,,,,,,,,,,,,,,,,,,,,78.81
2022-04-20,,,,,,,,,,,,,,,,,,,,,,79.64
2022-04-21,,,,,,,,,,,,,,,,,,,,,,79.77
2022-04-22,,,,,,,,,,,,,,,,,,,,,,77.25
2022-04-25,,,,,,,,,,,,,,,,,,,,,,75.21
2022-04-26,,,,,,,,,,,,,,,,,,,,,,74.98
2022-04-27,,,,,,,,,,,,,,,,,,,,,,75.19
2022-04-28,,,,,,,,,,,,,,,,,,,,,,74.9
2022-04-29,,,,,,,,,,,,,,,,,,,,,,75.32
2022-05-02,,,,,,,,,,,,,,,,,,,,,,73.46
2022-05-03,,,,,,,,,,,,,,,,,,,,,,74.74
2022-05-04,,,,,,,,,,,,,,,,,,,,,,73.78
2022-05-05,,,,,,,,,,,,,,,,,,,,,,74.04
2022-05-06,,,,,,,,,,,,,,,,,,,,,,73.17
2022-05-09,,,,,,,,,,,,,,,,,,,,,,71.11
2022-05-10,,,,,,,,,,,,,,,,,,,,,,70.33
2022-05-11,,,,,,,,,,,,,,,,,,,,,,71.24
2022-05-12,,,,,,,,,,,,,,,,,,,,,,69.55
2022-05-13,,,,,,,,,,,,,,,,,,,,,,71.46
2022-05-16,,,,,,,,,,,,,,,,,,,,,,71.03
2022-05-17,,,,,,,,,,,,,,,,,,,,,,72.02
2022-05-18,,,,,,,,,,,,,,,,,,,,,,70.63
2022-05-19,,,,,,,,,,,,,,,,,,,,,,69.53
2022-05-20,,,,,,,,,,,,,,,,,,,,,,68.62
2022-05-23,,,,,,,,,,,,,,,,,,,,,,70.34
2022-05-24,,,,,,,,,,,,,,,,,,,,,,68.82
2022-05-25,,,,,,,,,,,,,,,,,,,,,,69.96
2022-05-26,,,,,,,,,,,,,,,,,,,,,,71.51
2022-05-27,,,,,,,,,,,,,,,,,,,,,,73.16
2022-05-30,,,,,,,,,,,,,,,,,,,,,,74.23
2022-05-31,,,,,,,,,,,,,,,,,,,,,,72.93
2022-06-01,,,,,,,,,,,,,,,,,,,,,,72.35
2022-06-02,,,,,,,,,,,,,,,,,,,,,,73.11
2022-06-03,,,,,,,,,,,,,,,,,,,,,,72.89
2022-06-06,,,,,,,,,,,,,,,,,,,,,,73.33
2022-06-07,,,,,,,,,,,,,,,,,,,,,,73.01
2022-06-08,,,,,,,,,,,,,,,,,,,,,,73.63
2022-06-09,,,,,,,,,,,,,,,,,,,,,,72.62
2022-06-10,,,,,,,,,,,,,,,,,,,,,,69.35
2022-06-13,,,,,,,,,,,,,,,,,,,,,,67.07
2022-06-14,,,,,,,,,,,,,,,,,,,,,,66.5
2022-06-15,,,,,,,,,,,,,,,,,,,,,,66.9
2022-06-16,,,,,,,,,,,,,,,,,,,,,,65.35
2022-06-17,,,,,,,,,,,,,,,,,,,,,,65.49
2022-06-20,,,,,,,,,,,,,,,,,,,,,,66.08
2022-06-21,,,,,,,,,,,,,,,,,,,,,,67.14
2022-06-22,,,,,,,,,,,,,,,,,,,,,,67.56
2022-06-23,,,,,,,,,,,,,,,,,,,,,,67.45
2022-06-24,,,,,,,,,,,,,,,,,,,,,,69.39
2022-06-27,,,,,,,,,,,,,,,,,,,,,,69.92
2022-06-28,,,,,,,,,,,,,,,,,,,,,,69.09
2022-06-29,,,,,,,,,,,,,,,,,,,,,,67.92
2022-06-30,,,,,,,,,,,,,,,,,,,,,,67.35
2022-07-01,,,,,,,,,,,,,,,,,,,,,,67.36
2022-07-04,,,,,,,,,,,,,,,,,,,,,,67.73
2022-07-05,,,,,,,,,,,,,,,,,,,,,,66.8
2022-07-06,,,,,,,,,,,,,,,,,,,,,,68.01
2022-07-07,,,,,,,,,,,,,,,,,,,,,,69.17
2022-07-08,,,,,,,,,,,,,,,,,,,,,,69.79
2022-07-11,,,,,,,,,,,,,,,,,,,,,,68.84
2022-07-12,,,,,,,,,,,,,,,,,,,,,,68.74
2022-07-13,,,,,,,,,,,,,,,,,,,,,,67.61
2022-07-14,,,,,,,,,,,,,,,,,,,,,,66.62
2022-07-15,,,,,,,,,,,,,,,,,,,,,,68.435
2022-07-18,,,,,,,,,,,,,,,,,,,,,,69.0
2022-07-19,,,,,,,,,,,,,,,,,,,,,,69.35
2022-07-20,,,,,,,,,,,,,,,,,,,,,,70.325
2022-07-21,,,,,,,,,,,,,,,,,,,,,,70.59
2022-07-22,,,,,,,,,,,,,,,,,,,,,,70.69
2022-07-25,,,,,,,,,,,,,,,,,,,,,,70.5466
2022-07-26,,,,,,,,,,,,,,,,,,,,,,69.7724
2022-07-27,,,,,,,,,,,,,,,,,,,,,,70.5639
2022-07-28,,,,,,,,,,,,,,,,,,,,,,72.0874
2022-07-29,,,,,,,,,,,,,,,,,,,,,,72.5084
2022-08-01,,,,,,,,,,,,,,,,,,,,,,73.3417
2022-08-02,,,,,,,,,,,,,,,,,,,,,,72.8842
2022-08-03,,,,,,,,,,,,,,,,,,,,,,73.3691
2022-08-04,,,,,,,,,,,,,,,,,,,,,,73.714
2022-08-05,,,,,,,,,,,,,,,,,,,,,,73.1464
2022-08-08,,,,,,,,,,,,,,,,,,,,,,74.04
2022-08-09,,,,,,,,,,,,,,,,,,,,,,73.1115
2022-08-10,,,,,,,,,,,,,,,,,,,,,,74.505
2022-08-11,,,,,,,,,,,,,,,,,,,,,,75.0022
2022-08-12,,,,,,,,,,,,,,,,,,,,,,75.2575
2022-08-15,,,,,,,,,,,,,,,,,,,,,,75.9462
2022-08-16,,,,,,,,,,,,,,,,,,,,,,76.4742
2022-08-17,,,,,,,,,,,,,,,,,,,,,,75.7135
2022-08-18,,,,,,,,,,,,,,,,,,,,,,76.0515
2022-08-19,,,,,,,,,,,,,,,,,,,,,,74.9163
2022-08-22,,,,,,,,,,,,,,,,,,,,,,73.7438
2022-08-23,,,,,,,,,,,,,,,,,,,,,,73.2862
2022-08-24,,,,,,,,,,,,,,,,,,,,,,73.6033
2022-08-25,,,,,,,,,,,,,,,,,,,,,,73.6143
2022-08-26,,,,,,,,,,,,,,,,,,,,,,72.7198
2022-08-29,,,,,,,,,,,,,,,,,,,,,,71.2018
2022-08-30,,,,,,,,,,,,,,,,,,,,,,70.6274
2022-08-31,,,,,,,,,,,,,,,,,,,,,,70.1948
2022-09-01,,,,,,,,,,,,,,,,,,,,,,69.1197
2022-09-02,,,,,,,,,,,,,,,,,,,,,,70.6976
2022-09-05,,,,,,,,,,,,,,,,,,,,,,69.264
2022-09-06,,,,,,,,,,,,,,,,,,,,,,69.3669
2022-09-07,,,,,,,,,,,,,,,,,,,,,,69.6986
2022-09-08,,,,,,,,,,,,,,,,,,,,,,71.008
2022-09-09,,,,,,,,,,,,,,,,,,,,,,72.0361
2022-09-12,,,,,,,,,,,,,,,,,,,,,,72.8022
2022-09-13,,,,,,,,,,,,,,,,,,,,,,70.5256
2022-09-14,,,,,,,,,,,,,,,,,,,,,,69.7825
2022-09-15,,,,,,,,,,,,,,,,,,,,,,69.3653
2022-09-16,,,,,,,,,,,,,,,,,,,,,,68.1679
2022-09-19,,,,,,,,,,,,,,,,,,,,,,68.3784
2022-09-20,,,,,,,,,,,,,,,,,,,,,,68.1408
2022-09-21,,,,,,,,,,,,,,,,,,,,,,68.4067
2022-09-22,,,,,,,,,,,,,,,,,,,,,,66.2164
2022-09-23,,,,,,,,,,,,,,,,,,,,,,65.1229
2022-09-26,,,,,,,,,,,,,,,,,,,,,,64.7709
2022-09-27,,,,,,,,,,,,,,,,,,,,,,64.7988
2022-09-28,,,,,,,,,,,,,,,,,,,,,,65.252
2022-09-29,,,,,,,,,,,,,,,,,,,,,,64.5281
2022-09-30,,,,,,,,,,,,,,,,,,,,,,65.0104
2022-10-03,,,,,,,,,,,,,,,,,,,,,,64.7999
2022-10-04,,,,,,,,,,,,,,,,,,,,,,66.967
2022-10-05,,,,,,,,,,,,,,,,,,,,,,66.0265
2022-10-06,,,,,,,,,,,,,,,,,,,,,,66.6027
2022-10-07,,,,,,,,,,,,,,,,,,,,,,64.5896
2022-10-10,,,,,,,,,,,,,,,,,,,,,,63.6858
2022-10-11,,,,,,,,,,,,,,,,,,,,,,63.6361
2022-10-12,,,,,,,,,,,,,,,,,,,,,,63.333
2022-10-13,,,,,,,,,,,,,,,,,,,,,,63.6501
2022-10-14,,,,,,,,,,,,,,,,,,,,,,63.7006
2022-10-17,,,,,,,,,,,,,,,,,,,,,,64.7148
2022-10-18,,,,,,,,,,,,,,,,,,,,,,65.007
2022-10-19,,,,,,,,,,,,,,,,,,,,,,64.9791
2022-10-20,,,,,,,,,,,,,,,,,,,,,,65.0147
2022-10-21,,,,,,,,,,,,,,,,,,,,,,64.4333
2022-10-24,,,,,,,,,,,,,,,,,,,,,,65.8397
2022-10-25,,,,,,,,,,,,,,,,,,,,,,67.2822
2022-10-26,,,,,,,,,,,,,,,,,,,,,,68.1978
2022-10-27,,,,,,,,,,,,,,,,,,,,,,67.5871
2022-10-28,,,,,,,,,,,,,,,,,,,,,,68.0791
2022-10-31,,,,,,,,,,,,,,,,,,,,,,68.3781
2022-11-01,,,,,,,,,,,,,,,,,,,,,,68.1799
2022-11-02,,,,,,,,,,,,,,,,,,,,,,67.6669
2022-11-03,,,,,,,,,,,,,,,,,,,,,,66.1622
2022-11-04,,,,,,,,,,,,,,,,,,,,,,66.304
2022-11-07,,,,,,,,,,,,,,,,,,,,,,67.147
2022-11-08,,,,,,,,,,,,,,,,,,,,,,68.482
2022-11-09,,,,,,,,,,,,,,,,,,,,,,67.3128
2022-11-10,,,,,,,,,,,,,,,,,,,,,,69.701
2022-11-11,,,,,,,,,,,,,,,,,,,,,,70.3845
2022-11-14,,,,,,,,,,,,,,,,,,,,,,70.8812
2022-11-15,,,,,,,,,,,,,,,,,,,,,,71.5399
2022-11-16,,,,,,,,,,,,,,,,,,,,,,70.5786
2022-11-17,,,,,,,,,,,,,,,,,,,,,,69.497
2022-11-18,,,,,,,,,,,,,,,,,,,,,,70.2269
2022-11-21,,,,,,,,,,,,,,,,,,,,,,70.1159
2022-11-22,,,,,,,,,,,,,,,,,,,,,,70.6762
2022-11-23,,,,,,,,,,,,,,,,,,,,,,71.6442
2022-11-24,,,,,,,,,,,,,,,,,,,,,,71.8865
2022-11-25,,,,,,,,,,,,,,,,,,,,,,71.8048
2022-11-28,,,,,,,,,,,,,,,,,,,,,,71.2778
2022-11-29,,,,,,,,,,,,,,,,,,,,,,70.7526
2022-11-30,,,,,,,,,,,,,,,,,,,,,,70.8625
2022-12-01,,,,,,,,,,,,,,,,,,,,,,72.8605
2022-12-02,,,,,,,,,,,,,,,,,,,,,,72.5723
2022-12-05,,,,,,,,,,,,,,,,,,,,,,72.1209
2022-12-06,,,,,,,,,,,,,,,,,,,,,,70.9104
2022-12-07,,,,,,,,,,,,,,,,,,,,,,70.8195
2022-12-08,,,,,,,,,,,,,,,,,,,,,,70.8141
2022-12-09,,,,,,,,,,,,,,,,,,,,,,71.2361
2022-12-12,,,,,,,,,,,,,,,,,,,,,,71.0615
2022-12-13,,,,,,,,,,,,,,,,,,,,,,73.4183
2022-12-14,,,,,,,,,,,,,,,,,,,,,,72.0418
2022-12-15,,,,,,,,,,,,,,,,,,,,,,69.9089
2022-12-16,,,,,,,,,,,,,,,,,,,,,,69.0227
2022-12-19,,,,,,,,,,,,,,,,,,,,,,69.0675
2022-12-20,,,,,,,,,,,,,,,,,,,,,,68.2231
2022-12-21,,,,,,,,,,,,,,,,,,,,,,68.7298
2022-12-22,,,,,,,,,,,,,,,,,,,,,,68.1782
2022-12-23,,,,,,,,,,,,,,,,,,,,,,68.0567
2022-12-27,,,,,,,,,,,,,,,,,,,,,,68.6617
2022-12-28,,,,,,,,,,,,,,,,,,,,,,68.4701
2022-12-29,,,,,,,,,,,,,,,,,,,,,,68.387
2022-12-30,,,,,,,,,,,,,,,,,,,,,,68.4079
2023-01-02,,,,,,,,,,,,,,,,,,,,,,68.8796
2023-01-03,,,,,,,,,,,,,,,,,,,,,,68.4099
2023-01-04,,,,,,,,,,,,,,,,,,,,,,69.1384
2023-01-05,,,,,,,,,,,,,,,,,,,,,,68.3511
2023-01-06,,,,,,,,,,,,,,,,,,,,,,69.0457
2023-01-09,,,,,,,,,,,,,,,,,,,,,,70.2033
2023-01-10,,,,,,,,,,,,,,,,,,,,,,69.9317
2023-01-11,,,,,,,,,,,,,,,,,,,,,,70.8175
2023-01-12,,,,,,,,,,,,,,,,,,,,,,71.4348
2023-01-13,,,,,,,,,,,,,,,,,,,,,,71.0334
2023-01-16,,,,,,,,,,,,,,,,,,,,,,71.8638
2023-01-17,,,,,,,,,,,,,,,,,,,,,,71.8606
2023-01-18,,,,,,,,,,,,,,,,,,,,,,72.1676
2023-01-19,,,,,,,,,,,,,,,,,,,,,,70.2553
2023-01-20,,,,,,,,,,,,,,,,,,,,,,70.1851
2023-01-23,,,,,,,,,,,,,,,,,,,,,,72.3166
2023-01-24,,,,,,,,,,,,,,,,,,,,,,72.1367
2023-01-25,,,,,,,,,,,,,,,,,,,,,,71.3414
2023-01-26,,,,,,,,,,,,,,,,,,,,,,72.2962
2023-01-27,,,,,,,,,,,,,,,,,,,,,,72.8362
2023-01-30,,,,,,,,,,,,,,,,,,,,,,72.5669
2023-01-31,,,,,,,,,,,,,,,,,,,,,,72.8628
2023-02-01,,,,,,,,,,,,,,,,,,,,,,73.1817
2023-02-02,,,,,,,,,,,,,,,,,,,,,,75.2734
2023-02-03,,,,,,,,,,,,,,,,,,,,,,74.9508
2023-02-06,,,,,,,,,,,,,,,,,,,,,,74.1731
2023-02-07,,,,,,,,,,,,,,,,,,,,,,73.7888
2023-02-08,,,,,,,,,,,,,,,,,,,,,,74.4461
2023-02-09,,,,,,,,,,,,,,,,,,,,,,74.7111
2023-02-10,,,,,,,,,,,,,,,,,,,,,,73.2724
2023-02-13,,,,,,,,,,,,,,,,,,,,,,73.8688
2023-02-14,,,,,,,,,,,,,,,,,,,,,,73.9592
2023-02-15,,,,,,,,,,,,,,,,,,,,,,74.0222
2023-02-16,,,,,,,,,,,,,,,,,,,,,,73.6497
2023-02-17,,,,,,,,,,,,,,,,,,,,,,72.8865
2023-02-20,,,,,,,,,,,,,,,,,,,,,,73.2217
2023-02-21,,,,,,,,,,,,,,,,,,,,,,72.3098
2023-02-22,,,,,,,,,,,,,,,,,,,,,,71.832
2023-02-23,,,,,,,,,,,,,,,,,,,,,,72.4977
2023-02-24,,,,,,,,,,,,,,,,,,,,,,71.7368
2023-02-27,,,,,,,,,,,,,,,,,,,,,,72.0119
2023-02-28,,,,,,,,,,,,,,,,,,,,,,72.0292
2023-03-01,,,,,,,,,,,,,,,,,,,,,,71.1678
2023-03-02,,,,,,,,,,,,,,,,,,,,,,71.1019
2023-03-03,,,,,,,,,,,,,,,,,,,,,,72.1845
2023-03-06,,,,,,,,,,,,,,,,,,,,,,73.376
2023-03-07,,,,,,,,,,,,,,,,,,,,,,72.1914
2023-03-08,,,,,,,,,,,,,,,,,,,,,,71.7897
2023-03-09,,,,,,,,,,,,,,,,,,,,,,72.1622
2023-03-10,,,,,,,,,,,,,,,,,,,,,,70.6615
2023-03-13,,,,,,,,,,,,,,,,,,,,,,69.0273
2023-03-14,,,,,,,,,,,,,,,,,,,,,,70.4211
2023-03-15,,,,,,,,,,,,,,,,,,,,,,69.335
2023-03-16,,,,,,,,,,,,,,,,,,,,,,70.4965
2023-03-17,,,,,,,,,,,,,,,,,,,,,,70.458
2023-03-20,,,,,,,,,,,,,,,,,,,,,,70.6343
2023-03-21,,,,,,,,,,,,,,,,,,,,,,71.5368
2023-03-22,,,,,,,,,,,,,,,,,,,,,,71.8191
2023-03-23,,,,,,,,,,,,,,,,,,,,,,71.9913
2023-03-24,,,,,,,,,,,,,,,,,,,,,,70.9752
2023-03-27,,,,,,,,,,,,,,,,,,,,,,71.4625
2023-03-28,,,,,,,,,,,,,,,,,,,,,,71.3346
2023-03-29,,,,,,,,,,,,,,,,,,,,,,72.1967
2023-03-30,,,,,,,,,,,,,,,,,,,,,,72.8633
2023-03-31,,,,,,,,,,,,,,,,,,,,,,72.7733
2023-04-03,,,,,,,,,,,,,,,,,,,,,,73.7103
2023-04-04,,,,,,,,,,,,,,,,,,,,,,73.8904
2023-04-05,,,,,,,,,,,,,,,,,,,,,,73.4794
2023-04-06,,,,,,,,,,,,,,,,,,,,,,72.9243
2023-04-11,,,,,,,,,,,,,,,,,,,,,,73.5701
2023-04-12,,,,,,,,,,,,,,,,,,,,,,74.0061
2023-04-13,,,,,,,,,,,,,,,,,,,,,,73.5047
2023-04-14,,,,,,,,,,,,,,,,,,,,,,74.052
2023-04-17,,,,,,,,,,,,,,,,,,,,,,73.9174
2023-04-18,,,,,,,,,,,,,,,,,,,,,,74.062
2023-04-19,,,,,,,,,,,,,,,,,,,,,,73.9548
2023-04-20,,,,,,,,,,,,,,,,,,,,,,73.8059
2023-04-21,,,,,,,,,,,,,,,,,,,,,,73.5903
2023-04-24,,,,,,,,,,,,,,,,,,,,,,73.6526
2023-04-25,,,,,,,,,,,,,,,,,,,,,,73.3155
2023-04-26,,,,,,,,,,,,,,,,,,,,,,72.7604
2023-04-27,,,,,,,,,,,,,,,,,,,,,,72.307
2023-04-28,,,,,,,,,,,,,,,,,,,,,,73.1302
2023-05-02,,,,,,,,,,,,,,,,,,,,,,74.3184
2023-05-03,,,,,,,,,,,,,,,,,,,,,,73.2746
2023-05-04,,,,,,,,,,,,,,,,,,,,,,72.2162
2023-05-05,,,,,,,,,,,,,,,,,,,,,,73.2598
2023-05-08,,,,,,,,,,,,,,,,,,,,,,73.3702
2023-05-09,,,,,,,,,,,,,,,,,,,,,,73.2002
2023-05-10,,,,,,,,,,,,,,,,,,,,,,73.4608
2023-05-11,,,,,,,,,,,,,,,,,,,,,,73.2128
2023-05-12,,,,,,,,,,,,,,,,,,,,,,73.3201
2023-05-15,,,,,,,,,,,,,,,,,,,,,,73.4194
2023-05-16,,,,,,,,,,,,,,,,,,,,,,73.3482
2023-05-17,,,,,,,,,,,,,,,,,,,,,,73.4245
2023-05-18,,,,,,,,,,,,,,,,,,,,,,74.4398
2023-05-19,,,,,,,,,,,,,,,,,,,,,,74.6281
2023-05-22,,,,,,,,,,,,,,,,,,,,,,74.815
2023-05-23,,,,,,,,,,,,,,,,,,,,,,74.4248
2023-05-24,,,,,,,,,,,,,,,,,,,,,,72.9775
2023-05-25,,,,,,,,,,,,,,,,,,,,,,74.0136
2023-05-26,,,,,,,,,,,,,,,,,,,,,,74.6571
2023-05-29,,,,,,,,,,,,,,,,,,,,,,75.147
2023-05-30,,,,,,,,,,,,,,,,,,,,,,74.9356
2023-05-31,,,,,,,,,,,,,,,,,,,,,,74.0169
2023-06-01,,,,,,,,,,,,,,,,,,,,,,74.7381
2023-06-02,,,,,,,,,,,,,,,,,,,,,,76.2417
2023-06-05,,,,,,,,,,,,,,,,,,,,,,76.3426
2023-06-06,,,,,,,,,,,,,,,,,,,,,,76.3166
2023-06-07,,,,,,,,,,,,,,,,,,,,,,76.3756
2023-06-08,,,,,,,,,,,,,,,,,,,,,,76.3909
2023-06-09,,,,,,,,,,,,,,,,,,,,,,76.7338
2023-06-12,,,,,,,,,,,,,,,,,,,,,,76.8652
2023-06-13,,,,,,,,,,,,,,,,,,,,,,78.0978
2023-06-14,,,,,,,,,,,,,,,,,,,,,,78.6253
2023-06-15,,,,,,,,,,,,,,,,,,,,,,78.9132
2023-06-16,,,,,,,,,,,,,,,,,,,,,,79.3663
2023-06-19,,,,,,,,,,,,,,,,,,,,,,78.9652
2023-06-20,,,,,,,,,,,,,,,,,,,,,,78.516
2023-06-21,,,,,,,,,,,,,,,,,,,,,,78.4392
2023-06-22,,,,,,,,,,,,,,,,,,,,,,78.1384
2023-06-23,,,,,,,,,,,,,,,,,,,,,,77.8075
2023-06-26,,,,,,,,,,,,,,,,,,,,,,77.6552
2023-06-27,,,,,,,,,,,,,,,,,,,,,,77.9054
2023-06-28,,,,,,,,,,,,,,,,,,,,,,78.2311
2023-06-29,,,,,,,,,,,,,,,,,,,,,,78.5685
2023-06-30,,,,,,,,,,,,,,,,,,,,,,79.4496
2023-07-03,,,,,,,,,,,,,,,,,,,,,,79.659
2023-07-04,,,,,,,,,,,,,,,,,,,,,,79.7202
2023-07-05,,,,,,,,,,,,,,,,,,,,,,79.7467
2023-07-06,,,,,,,,,,,,,,,,,,,,,,78.524
2023-07-07,,,,,,,,,,,,,,,,,,,,,,79.0827
2023-07-10,,,,,,,,,,,,,,,,,,,,,,79.0318
2023-07-11,,,,,,,,,,,,,,,,,,,,,,79.4113
2023-07-12,,,,,,,,,,,,,,,,,,,,,,80.5774
2023-07-13,,,,,,,,,,,,,,,,,,,,,,80.8595
2023-07-14,,,,,,,,,,,,,,,,,,,,,,81.3761
2023-07-17,,,,,,,,,,,,,,,,,,,,,,81.4223
2023-07-18,,,,,,,,,,,,,,,,,,,,,,81.8472
2023-07-19,,,,,,,,,,,,,,,,,,,,,,82.8054
2023-07-20,,,,,,,,,,,,,,,,,,,,,,81.8775
2023-07-21,,,,,,,,,,,,,,,,,,,,,,81.9315
2023-07-24,,,,,,,,,,,,,,,,,,,,,,82.0455
2023-07-25,,,,,,,,,,,,,,,,,,,,,,82.3107
2023-07-26,,,,,,,,,,,,,,,,,,,,,,82.1683
2023-07-27,,,,,,,,,,,,,,,,,,,,,,82.7537
2023-07-28,,,,,,,,,,,,,,,,,,,,,,82.7154
2023-07-31,,,,,,,,,,,,,,,,,,,,,,82.6962
2023-08-01,,,,,,,,,,,,,,,,,,,,,,82.4531
2023-08-02,,,,,,,,,,,,,,,,,,,,,,81.5854
2023-08-03,,,,,,,,,,,,,,,,,,,,,,81.2858
2023-08-04,,,,,,,,,,,,,,,,,,,,,,81.6944
2023-08-07,,,,,,,,,,,,,,,,,,,,,,81.4408
2023-08-08,,,,,,,,,,,,,,,,,,,,,,81.0873
2023-08-09,,,,,,,,,,,,,,,,,,,,,,81.0321
2023-08-10,,,,,,,,,,,,,,,,,,,,,,81.5847
2023-08-11,,,,,,,,,,,,,,,,,,,,,,80.7315
2023-08-14,,,,,,,,,,,,,,,,,,,,,,81.1898
2023-08-15,,,,,,,,,,,,,,,,,,,,,,80.9332
2023-08-16,,,,,,,,,,,,,,,,,,,,,,80.7174
2023-08-17,,,,,,,,,,,,,,,,,,,,,,79.9182
2023-08-18,,,,,,,,,,,,,,,,,,,,,,79.0947
2023-08-21,,,,,,,,,,,,,,,,,,,,,,79.3226
2023-08-22,,,,,,,,,,,,,,,,,,,,,,80.0318
2023-08-23,,,,,,,,,,,,,,,,,,,,,,80.488
2023-08-24,,,,,,,,,,,,,,,,,,,,,,80.4505
2023-08-25,,,,,,,,,,,,,,,,,,,,,,79.9206
2023-08-28,,,,,,,,,,,,,,,,,,,,,,80.6588
2023-08-29,,,,,,,,,,,,,,,,,,,,,,81.7639
2023-08-30,,,,,,,,,,,,,,,,,,,,,,82.52
2023-08-31,,,,,,,,,,,,,,,,,,,,,,82.545
2023-09-01,,,,,,,,,,,,,,,,,,,,,,82.447
2023-09-04,,,,,,,,,,,,,,,,,,,,,,82.3967
2023-09-05,,,,,,,,,,,,,,,,,,,,,,82.2945
2023-09-06,,,,,,,,,,,,,,,,,,,,,,81.4491
2023-09-07,,,,,,,,,,,,,,,,,,,,,,81.3626
2023-09-08,,,,,,,,,,,,,,,,,,,,,,81.8011
2023-09-11,,,,,,,,,,,,,,,,,,,,,,81.9948
2023-09-12,,,,,,,,,,,,,,,,,,,,,,81.8726
2023-09-13,,,,,,,,,,,,,,,,,,,,,,81.8575
2023-09-14,,,,,,,,,,,,,,,,,,,,,,82.1594
2023-09-15,,,,,,,,,,,,,,,,,,,,,,81.532
2023-09-18,,,,,,,,,,,,,,,,,,,,,,81.266
2023-09-19,,,,,,,,,,,,,,,,,,,,,,80.625
2023-09-20,,,,,,,,,,,,,,,,,,,,,,81.163
2023-09-21,,,,,,,,,,,,,,,,,,,,,,79.27
2023-09-22,,,,,,,,,,,,,,,,,,,,,,79.24
2023-09-25,,,,,,,,,,,,,,,,,,,,,,78.615
2023-09-26,,,,,,,,,,,,,,,,,,,,,,77.957
2023-09-27,,,,,,,,,,,,,,,,,,,,,,77.899
2023-09-28,,,,,,,,,,,,,,,,,,,,,,78.301
2023-09-29,,,,,,,,,,,,,,,,,,,,,,78.702
2023-10-02,,,,,,,,,,,,,,,,,,,,,,78.35
2023-10-03,,,,,,,,,,,,,,,,,,,,,,77.054
2023-10-04,,,,,,,,,,,,,,,,,,,,,,77.387
2023-10-05,,,,,,,,,,,,,,,,,,,,,,77.283
2023-10-06,,,,,,,,,,,,,,,,,,,,,,77.952
2023-10-09,,,,,,,,,,,,,,,,,,,,,,78.229
2023-10-10,,,,,,,,,,,,,,,,,,,,,,79.835
2023-10-11,,,,,,,,,,,,,,,,,,,,,,79.605
2023-10-12,,,,,,,,,,,,,,,,,,,,,,79.767
2023-10-13,,,,,,,,,,,,,,,,,,,,,,78.877
2023-10-16,,,,,,,,,,,,,,,,,,,,,,79.805
2023-10-17,,,,,,,,,,,,,,,,,,,,,,79.758
2023-10-18,,,,,,,,,,,,,,,,,,,,,,78.997
2023-10-19,,,,,,,,,,,,,,,,,,,,,,77.964
2023-10-20,,,,,,,,,,,,,,,,,,,,,,76.677
2023-10-23,,,,,,,,,,,,,,,,,,,,,,76.768
2023-10-24,,,,,,,,,,,,,,,,,,,,,,76.865
2023-10-25,,,,,,,,,,,,,,,,,,,,,,76.369
2023-10-26,,,,,,,,,,,,,,,,,,,,,,75.305
2023-10-27,,,,,,,,,,,,,,,,,,,,,,75.045
2023-10-30,,,,,,,,,,,,,,,,,,,,,,74.767
2023-10-31,,,,,,,,,,,,,,,,,,,,,,75.238
2023-11-01,,,,,,,,,,,,,,,,,,,,,,75.879
2023-11-02,,,,,,,,,,,,,,,,,,,,,,77.724
2023-11-03,,,,,,,,,,,,,,,,,,,,,,79.173
2023-11-06,,,,,,,,,,,,,,,,,,,,,,79.036
2023-11-07,,,,,,,,,,,,,,,,,,,,,,79.292
