,CBDG FP Equity_DX_SI_QTY,CBDG FP Equity_DX_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBDG FP Equity_DX_SI_MV,CBDG FP Equity_DX_DSS,CBDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SUPPLY_SI_QTY,CBDG FP Equity_DX_BROKER_SI_QTY,CBDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBDG FP Equity_DX_BROKER_SI_MV_INC_x,CBDG FP Equity_DX_BROKER_SI_QTY_ADD,CBDG FP Equity_DX_SUPPLY_SI_MV_DEC,CBDG FP Equity_DX_BROKER_SI_QTY_INC,CBDG FP Equity_DX_SUPPLY_SI_QTY_DEC,CBDG FP Equity_DX_BROKER_SI_MV_INC_y,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBDG FP Equity_DX_BROKER_SI_MV_ADD,CBDG FP Equity_DX_SUPPLY_SI_QTY_ADD,CBDG FP Equity_DX_BROKER_SI_QTY_DEC,CBDG FP Equity_DX_SUPPLY_SI_MV,CBDG FP Equity_DX_BROKER_SI_MV_DEC,CBDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBDG FP Equity_DX_UTILIZATION_QUANTITY,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBDG FP Equity_DX_ACTIVE_UTILIZATION_MV,CBDG FP Equity_DX_BROKER_SI_CON_RATIO,CBDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBDG FP Equity_DX_DEMAND_SUPPLY_RATIO,CBDG FP Equity_PX_LAST
1996-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.169
1996-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.601
1996-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.999
1996-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.999
1996-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.694
1996-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.65
1996-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.498
1996-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.974
1996-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.022
1996-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.87
1996-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.547
1996-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.395
1996-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.601
1996-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.211
1996-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.364
1996-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.413
1996-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1996-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.601
1996-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.601
1996-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.211
1996-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.211
1996-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827
1996-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.979
1996-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.979
1996-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.028
1996-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.968
1996-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.071
1996-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.273
1996-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.895
1996-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.895
1996-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.505
1996-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.353
1996-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.895
1996-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.267
1996-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.267
1996-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.164
1996-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.743
1996-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.371
1996-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.846
1996-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.541
1996-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.164
1996-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.164
1996-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.792
1996-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.87
1996-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.632
1996-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.937
1996-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.596
1996-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.645
1996-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.981
1996-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.316
1996-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.981
1996-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.981
1996-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.135
1996-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.891
1996-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.519
1996-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.891
1996-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.429
1996-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1
1996-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.911
1996-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.051
1996-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.051
1996-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.276
1996-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.806
1996-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.806
1996-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.233
1996-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.757
1996-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.806
1996-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.38
1996-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.953
1996-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.478
1996-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.429
1996-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.478
1996-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.527
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.527
1997-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.051
1997-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.289
1997-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.198
1997-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.198
1997-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.826
1997-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.296
1997-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.341
1997-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.884
1997-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.884
1997-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.103
1997-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.341
1997-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.341
1997-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.341
1997-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.457
1997-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.287
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.17
1997-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.183
1997-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.555
1997-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.751
1997-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.653
1997-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.891
1997-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.196
1997-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.129
1997-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.074
1997-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.074
1997-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.043
1997-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.891
1997-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.129
1997-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.653
1997-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.806
1997-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.08
1997-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.555
1997-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.555
1997-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.031
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.793
1997-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.403
1997-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.506
1997-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.653
1997-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.604
1997-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.604
1997-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.604
1997-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.653
1997-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.031
1997-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.031
1997-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.653
1997-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.031
1997-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1997-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.506
1997-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.506
1997-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.604
1997-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.388
1997-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.311
1997-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.175
1997-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.163
1997-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1997-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.108
1997-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.108
1997-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.108
1997-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.077
1997-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.682
1997-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.682
1997-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.206
1997-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.724
1997-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.059
1997-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.15
1997-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.15
1997-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.912
1997-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.206
1997-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.773
1997-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.584
1997-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.78
1997-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.78
1997-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.968
1997-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.78
1997-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.353
1997-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.647
1997-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.647
1997-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1997-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1997-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.97
1997-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1997-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.885
1997-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.647
1997-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1997-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.647
1997-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.799
1997-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.745
1997-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.897
1997-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.892
1997-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.197
1997-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.99
1997-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.99
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.612
1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.857
1997-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.857
1997-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.612
1997-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.549
1997-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.794
1997-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.172
1997-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.507
1997-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.563
1997-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.337
1997-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.337
1997-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.337
1997-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.525
1997-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.843
1997-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.843
1997-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.843
1997-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.037
1997-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.353
1997-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.353
1997-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.745
1997-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.843
1997-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.605
1997-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.605
1997-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.36
1997-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.353
1997-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.493
1997-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.114
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.491
1997-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.961
1997-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.961
1997-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.878
1997-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.927
1997-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.976
1997-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.255
1997-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.633
1997-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.961
1997-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.388
1997-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1997-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1997-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.01
1997-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1997-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1997-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1997-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1997-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.716
1997-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1997-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.716
