,PAASI FP Equity_DX_SI_QTY,PAASI FP Equity_DX_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAASI FP Equity_DX_SI_MV,PAASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SUPPLY_SI_QTY,PAASI FP Equity_DX_BROKER_SI_QTY,PAASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAASI FP Equity_DX_BROKER_SI_MV_INC_x,PAASI FP Equity_DX_BROKER_SI_QTY_ADD,PAASI FP Equity_DX_SUPPLY_SI_MV_DEC,PAASI FP Equity_DX_BROKER_SI_QTY_INC,PAASI FP Equity_DX_SUPPLY_SI_QTY_DEC,PAASI FP Equity_DX_BROKER_SI_MV_INC_y,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAASI FP Equity_DX_BROKER_SI_MV_ADD,PAASI FP Equity_DX_SUPPLY_SI_QTY_ADD,PAASI FP Equity_DX_BROKER_SI_QTY_DEC,PAASI FP Equity_DX_SUPPLY_SI_MV,PAASI FP Equity_DX_BROKER_SI_MV_DEC,PAASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAASI FP Equity_DX_UTILIZATION_QUANTITY,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAASI FP Equity_DX_ACTIVE_UTILIZATION_MV,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAASI FP Equity_DX_BROKER_SI_CON_RATIO,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAASI FP Equity_DX_DEMAND_SUPPLY_RATIO,PAASI FP Equity_PX_LAST
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.006
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.136
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.064
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.288
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.067
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.191
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.097
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.123
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.145
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.246
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.851
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.019
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.767
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.571
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.707
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.938
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.812
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.077
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.454
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.545
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.073
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.234
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.544
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.794
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.339
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.389
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.013
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.047
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.211
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.219
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.924
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.854
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.201
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.475
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.634
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.497
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.476
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.383
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.544
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.503
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.392
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.485
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.374
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.163
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.533
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.762
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.994
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.081
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.976
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.991
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.368
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.659
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.892
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.567
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.496
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.389
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.351
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.325
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.516
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.954
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.086
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.779
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.69
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.513
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.499
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.524
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.124
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.565
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.427
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.789
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.015
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.879
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.95
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.106
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.392
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.395
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.55
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.822
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.465
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.609
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.602
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.596
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.654
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.578
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.459
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.468
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.662
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.426
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.755
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.506
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.796
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.743
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.398
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.49
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.477
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.992
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.359
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.456
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.66
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.527
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.977
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.681
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.808
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.838
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.966
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.132
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.189
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.008
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.163
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.186
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.625
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.787
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.723
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.853
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.072
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.135
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.124
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.122
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.057
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.888
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.073
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.057
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.808
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.743
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.944
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.871
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.083
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.476
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.606
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.797
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.203
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.229
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.218
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.952
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.066
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.211
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.194
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.721
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.381
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.503
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.772
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.275
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.443
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.113
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.431
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.073
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.734
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.53
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.004
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.689
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.32
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.487
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.495
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.659
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.816
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.978
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.387
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.336
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.594
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.47
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.478
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.897
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.247
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.424
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.143
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.964
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.288
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.073
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.639
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.92
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.52
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.117
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.983
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.337
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.792
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.319
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.284
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.664
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.279
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.328
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.353
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.358
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.167
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.648
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.614
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.79
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.969
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.24
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.231
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.542
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.606
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.055
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.268
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.933
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.725
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.862
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.941
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.961
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.039
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.857
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.639
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.717
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.881
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.048
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.992
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.093
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.143
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.977
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.919
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.767
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.457
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.746
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.667
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.844
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.944
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.63
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.534
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.757
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.666
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.051
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.827
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.148
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.959
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.027
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.228
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.435
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.566
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.73
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.821
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.039
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.182
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.152
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.954
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.821
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.834
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.057
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.148
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.177
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.959
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.946
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.267
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.951
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.196
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.432
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.615
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.712
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.588
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.428
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.337
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.239
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.091
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.064
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.399
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.711
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.748
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.195
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.075
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.233
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.042
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.56
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.63
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.652
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.854
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.387
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.754
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.858
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.717
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.798
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.624
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.838
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.823
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.202
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.174
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.969
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.262
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.961
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.727
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.472
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.245
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.435
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.881
