,GBT FP Equity_DX_SI_QTY,GBT FP Equity_DX_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GBT FP Equity_DX_SI_MV,GBT FP Equity_DX_DSS,GBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY,GBT FP Equity_DX_BROKER_SI_QTY,GBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GBT FP Equity_DX_BROKER_SI_MV_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GBT FP Equity_DX_BROKER_SI_MV_INC_x,GBT FP Equity_DX_SUPPLY_SI_MV_NEW,GBT FP Equity_DX_BROKER_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_NEW,GBT FP Equity_DX_SUPPLY_SI_MV_DEC,GBT FP Equity_DX_BROKER_SI_QTY_INC,GBT FP Equity_DX_SUPPLY_SI_QTY_DEC,GBT FP Equity_DX_BROKER_SI_MV_NEW_y,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GBT FP Equity_DX_BROKER_SI_MV_INC_y,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GBT FP Equity_DX_BROKER_SI_MV_ADD,GBT FP Equity_DX_SUPPLY_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_DEC,GBT FP Equity_DX_SUPPLY_SI_MV,GBT FP Equity_DX_BROKER_SI_MV_DEC,GBT FP Equity_DX_SUPPLY_SI_MV_RMV,GBT FP Equity_DX_BROKER_SI_MV_RMV,GBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GBT FP Equity_DX_UTILIZATION_QUANTITY,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GBT FP Equity_DX_ACTIVE_UTILIZATION_MV,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GBT FP Equity_DX_BROKER_SI_CON_RATIO,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-06-06,35283.0,2055598.15,6.22,47.6,1.16,2.32,1.0,1997337.85,20282.0,34283.0,1181635.39,,,,,,,,0.0,,1.0,,,,,,,9.0,1.27,0.01,,,100.0,27.75,0.0,0.0,,0.0,100.0,43.13,0.4804,54.19,0.4828
2012-06-07,35282.0,2055539.89,6.22,19.66,1.16,2.31,1.0,1997279.59,20282.0,34282.0,1181635.39,,,,,,,,,,,,,,,,,1.0,1.26,0.02,,,100.0,26.19,0.0,0.0,,0.0,100.0,42.61,0.4815,54.7,0.4556
2012-06-08,35282.0,2095132.95,6.22,19.97,1.16,2.31,1.0,2035750.46,20282.0,34282.0,1204395.63,,,,,,,,,,,,,,,,,,1.26,,,,100.0,26.14,0.0,0.0,,0.0,100.0,42.45,0.4816,54.83,0.4547
2012-06-11,35282.0,2095132.95,6.22,20.49,1.16,2.34,1.0,2035750.46,20282.0,34282.0,1204395.63,,,,,,,,,,,,,,,,,,1.29,,,,100.0,26.06,0.0,0.0,,0.0,100.0,42.37,0.4819,54.92,0.4534
2012-06-12,16000.0,965082.33,2.82,10.47,0.52,1.06,0.0,904764.68,1000.0,15000.0,60317.65,,,,,,,,1.22,,19282.0,,,,,,,19282.0,0.06,1.29,,,100.0,1.3,0.0,0.0,,0.0,100.0,5.99,0.8874,94.01,0.208
2012-06-13,16000.0,987526.1,2.82,10.57,0.52,1.06,0.0,925805.72,1000.0,15000.0,61720.38,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.3,0.0,0.0,,0.0,100.0,6.03,0.8866,93.97,0.2074
2012-06-14,16000.0,972563.59,2.82,11.28,0.52,1.07,0.0,911778.36,1000.0,15000.0,60785.22,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.3,0.0,0.0,,0.0,100.0,6.15,0.8845,93.85,0.2077
2012-06-15,16000.0,939795.68,2.82,11.14,0.52,1.1,0.0,881058.45,1000.0,15000.0,58737.23,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.36,0.0,0.0,,0.0,100.0,5.89,0.8891,94.11,0.2179
2012-06-18,16000.0,932015.17,2.82,11.01,0.52,1.09,0.0,873764.22,1000.0,15000.0,58250.95,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.36,0.0,0.0,,0.0,100.0,5.79,0.8909,94.21,0.2181
2012-06-19,16000.0,1029421.15,2.82,10.96,0.52,1.05,0.0,965082.33,1000.0,15000.0,64338.82,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.36,0.0,0.0,,0.0,100.0,5.9,0.8889,94.1,0.2181
2012-06-20,16000.0,974059.84,2.82,10.33,0.52,1.04,0.0,913181.1,1000.0,15000.0,60878.74,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.36,0.0,0.0,,0.0,100.0,6.6,0.8767,93.4,0.2181
2012-06-21,16000.0,974059.84,2.82,10.5,0.52,1.16,0.0,913181.1,1000.0,15000.0,60878.74,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.41,0.0,0.0,,0.0,100.0,5.68,0.8929,94.32,0.2251
2012-06-22,16000.0,942788.18,2.82,10.91,0.52,1.1,0.0,883863.92,1000.0,15000.0,58924.26,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.41,0.0,0.0,,0.0,100.0,5.93,0.8885,94.07,0.2251
2012-06-25,16000.0,933212.17,2.82,8.69,0.52,1.1,0.0,874886.41,1000.0,15000.0,58325.76,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.41,0.0,0.0,,0.0,100.0,5.76,0.8915,94.24,0.2251
2012-06-26,16000.0,950867.94,2.82,8.67,0.52,1.06,0.0,891438.69,1000.0,15000.0,59429.25,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.36,0.0,0.0,,0.0,100.0,5.89,0.8892,94.11,0.2181
2012-06-27,16900.0,1035172.37,2.98,9.07,0.55,1.1,0.0,918792.04,1900.0,15000.0,116380.33,,,900.0,,,,,,,,,,,900.0,,,,0.12,,,,100.0,2.63,0.0,0.0,,0.0,100.0,10.94,0.8052,89.06,0.234
2012-06-28,16000.0,987376.48,2.82,8.71,0.52,1.07,0.0,925665.45,1000.0,15000.0,61711.03,,,,,,,,0.06,,900.0,,,,,,,,0.07,,,,1.38,1.38,71215.0,4394750.99,,4.67,1.39,6.13,0.8849,93.87,0.2216
2012-06-29,16000.0,972563.59,2.82,8.69,0.52,1.08,0.0,911778.36,1000.0,15000.0,60785.22,,,,,,,,,,,,,,,,,,0.06,,,,1.38,1.38,71397.0,4339882.65,,4.65,1.37,6.0,0.8873,94.0,0.221
2012-07-02,1000.0,59401.19,0.18,0.54,0.03,0.07,0.0,0.0,1000.0,0.0,59401.19,,,,,,,,,,,,,,,,,15000.0,0.07,1.01,,,1.38,1.38,71475.0,4245700.15,,4.67,1.38,,1.0,100.0,0.0138
2012-07-03,1000.0,60785.22,0.18,0.52,0.03,0.06,0.0,0.0,1000.0,0.0,60785.22,,,,,,,,,,,,,,,,,,0.06,,,,1.37,1.37,71771.0,4362616.32,,4.56,1.37,,1.0,100.0,0.0137
2012-07-04,1000.0,59569.52,0.18,0.51,0.03,0.07,0.0,0.0,1000.0,0.0,59569.52,,,,,,,,,,,,,,,,,,0.07,,,,1.37,1.37,71927.0,4284656.84,,4.69,1.37,,1.0,100.0,0.0137
2012-07-05,1000.0,61720.38,0.18,0.43,0.03,0.06,0.0,0.0,1000.0,0.0,61720.38,,,,,,,,,,,,,,,,,,0.06,,,,1.39,1.39,70959.0,4379616.55,,4.55,1.39,,1.0,100.0,0.0139
2012-07-06,1000.0,59868.77,0.18,0.37,0.03,0.07,0.0,0.0,1000.0,0.0,59868.77,,,,,,,,,,,,,,,,,,0.07,,,,1.38,1.38,71616.0,4287561.83,,4.75,1.38,,1.0,100.0,0.0138
2012-07-09,1000.0,61739.08,0.18,0.37,0.03,0.06,0.0,0.0,1000.0,0.0,61739.08,,,,,,,,,,,,,,,,,,0.06,,,,1.39,1.39,71019.0,4384648.05,,4.55,1.39,,1.0,100.0,0.0139
2012-07-10,1000.0,60831.98,0.18,0.36,0.03,0.07,0.0,0.0,1000.0,0.0,60831.98,,,,,,,,,,,,,,,,,,0.07,,,,1.35,1.35,72843.0,4431184.07,,4.82,1.36,,1.0,100.0,0.0135
2012-07-11,1000.0,61935.47,0.18,0.36,0.03,0.07,0.0,0.0,1000.0,0.0,61935.47,,,,,,,,,,,,,,,,,,0.07,,,,1.35,1.35,72893.0,4514662.04,,4.75,1.35,,1.0,100.0,0.0135
2012-07-12,1000.0,60411.16,0.18,0.35,0.03,0.07,0.0,0.0,1000.0,0.0,60411.16,,,,,,,,,,,,,,,,,,0.07,,,,1.35,1.35,72903.0,4404154.89,,4.84,1.36,,1.0,100.0,0.0135
2012-07-13,1000.0,60429.86,0.18,0.35,0.03,0.06,0.0,0.0,1000.0,0.0,60429.86,,,,,,,,,,,,,,,,,,0.06,,,,1.35,1.35,72897.0,4405155.83,,4.69,1.35,,1.0,100.0,0.0135
2012-07-16,1000.0,60878.74,0.18,0.35,0.03,0.06,0.0,0.0,1000.0,0.0,60878.74,,,,,,,,,,,,,,,,,,0.06,,,,1.35,1.35,72895.0,4437755.75,,4.7,1.35,,1.0,100.0,0.0135
2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.06,,1000.0,,,,,,,,0.0,,,,0.0,0.0,74023.0,4637950.95,,4.81,0.0,,0.0,,0.0
2012-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73853.0,4431157.26,,4.92,0.0,,0.0,,0.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71809.0,4331349.81,,4.6,0.0,,0.0,,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72781.0,4360712.04,,4.72,0.0,,0.0,,0.0
2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73006.0,4274515.77,,4.69,0.0,,0.0,,0.0
2012-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73015.0,4301672.12,,4.59,0.0,,0.0,,0.0
2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74077.0,4422429.62,,4.65,0.0,,0.0,,0.0
2012-07-26,70.0,4124.04,0.01,0.04,0.0,0.0,0.0,4124.04,0.0,70.0,0.0,,,,,,70.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001
2012-07-27,70.0,4381.96,0.01,0.04,0.0,0.0,0.0,4381.96,0.0,70.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2012-07-30,70.0,4443.49,0.01,0.03,0.0,0.0,0.0,4443.49,0.0,70.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001
2012-07-31,270.0,17093.74,0.05,0.11,0.01,0.02,0.0,17093.74,0.0,270.0,0.0,,,,0.01,,100.0,,,100.0,,,,0.01,,0.01,,,0.0,,,,0.0,0.0,74386.0,4709388.73,,5.03,0.0,36.66,0.5356,63.34,0.0036
2012-08-01,270.0,16803.37,0.05,0.11,0.01,0.02,0.0,16803.37,0.0,270.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74412.0,4631009.83,,5.06,0.0,36.64,0.5357,63.36,0.0036
2012-08-02,270.0,16462.51,0.05,0.11,0.01,0.02,0.0,16462.51,0.0,270.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74426.0,4537921.1,,4.98,0.0,36.84,0.5347,63.16,0.0036
2012-08-03,270.0,16808.42,0.05,0.11,0.01,0.02,0.0,16808.42,0.0,270.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74470.0,4636012.27,,4.8,0.0,37.27,0.5324,62.73,0.0036
2012-08-06,200.0,12213.15,0.04,0.09,0.01,0.01,0.0,12213.15,0.0,200.0,0.0,,,,,,,,,,,,,,,,,70.0,0.0,0.0,,,0.0,0.0,74446.0,4546102.42,,4.94,0.0,49.86,0.5,50.14,0.0027
2012-08-07,200.0,12157.04,0.04,0.09,0.01,0.01,0.0,12157.04,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74446.0,4525216.8,,4.86,0.0,49.38,0.5001,50.62,0.0027
2012-08-08,200.0,12106.55,0.04,0.09,0.01,0.01,0.0,12106.55,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74448.0,4506540.81,,4.85,0.0,49.26,0.5001,50.74,0.0027
2012-08-09,200.0,12110.29,0.04,0.09,0.01,0.01,0.0,12110.29,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74502.0,4511203.0,,4.84,0.0,49.16,0.5001,50.84,0.0027
2012-08-10,200.0,12100.94,0.04,0.09,0.01,0.01,0.0,12100.94,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74502.0,4507719.45,,4.83,0.0,49.17,0.5001,50.83,0.0027
2012-08-13,200.0,12362.78,0.04,0.08,0.01,0.01,0.0,12362.78,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74502.0,4605258.97,,4.82,0.0,49.15,0.5001,50.85,0.0027
2012-08-14,200.0,12437.59,0.04,0.08,0.01,0.01,0.0,12437.59,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74796.0,4651410.67,,4.95,0.0,49.68,0.5,50.32,0.0027
2012-08-15,200.0,12437.59,0.04,0.08,0.01,0.01,0.0,12437.59,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74906.0,4658251.34,,4.99,0.0,49.84,0.5,50.16,0.0027
2012-08-16,200.0,12334.72,0.04,0.09,0.01,0.01,0.0,12334.72,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74928.0,4621081.27,,4.96,0.0,49.84,0.5,50.16,0.0027
2012-08-17,200.0,12527.37,0.04,0.11,0.01,0.01,0.0,12527.37,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74940.0,4694004.46,,4.95,0.0,49.63,0.5,50.37,0.0027
2012-08-20,200.0,12699.44,0.04,0.1,0.01,0.01,0.0,12699.44,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75074.0,4766987.32,,5.02,0.0,49.99,0.5,50.01,0.0027
2012-08-21,200.0,12695.7,0.04,0.1,0.01,0.01,0.0,12695.7,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75152.0,4770534.52,,5.07,0.0,49.64,0.5,50.36,0.0027
2012-08-22,200.0,12849.06,0.04,0.1,0.01,0.01,0.0,12849.06,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4564757.49,,4.81,0.0,49.65,0.5,50.35,0.0028
2012-08-23,200.0,12905.17,0.04,0.06,0.01,0.01,0.0,12905.17,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74663.0,4817693.79,,5.1,0.0,49.35,0.5001,50.65,0.0027
2012-08-24,200.0,12888.34,0.04,0.06,0.01,0.01,0.0,12888.34,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72540.0,4674600.13,,5.02,0.0,49.24,0.5001,50.76,0.0028
2012-08-27,200.0,12718.14,0.04,0.06,0.01,0.01,0.0,12718.14,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73678.0,4685235.3,,5.08,0.0,49.27,0.5001,50.73,0.0027
2012-08-28,100.0,6377.77,0.02,0.03,0.0,0.01,0.0,6377.77,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.01,,,0.0,0.0,73598.0,4693913.19,,4.99,0.0,,1.0,100.0,0.0014
2012-08-29,2100.0,132754.93,0.42,0.6,0.07,0.14,0.0,132754.93,0.0,2100.0,0.0,,,,0.07,,1000.0,,,1000.0,,,,0.07,,0.07,,,0.0,,,,0.0,0.0,72867.0,4606406.41,,4.98,0.0,47.51,0.5012,52.49,0.0288
2012-08-30,2100.0,132872.76,0.42,0.62,0.07,0.14,0.0,132872.76,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73025.0,4620492.03,,4.94,0.0,47.53,0.5012,52.47,0.0288
2012-08-31,2100.0,135072.25,0.42,0.63,0.07,0.14,0.0,135072.25,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4570073.08,,4.79,0.0,47.94,0.5008,52.06,0.0296
2012-09-03,2100.0,132951.31,0.42,0.63,0.07,0.14,0.0,132951.31,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4498312.7,,4.89,0.0,47.54,0.5012,52.46,0.0296
2012-09-04,2100.0,134306.36,0.42,0.62,0.07,0.14,0.0,134306.36,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4544159.61,,4.81,0.0,47.8,0.501,52.2,0.0296
2012-09-05,2100.0,133540.46,0.42,0.62,0.07,0.14,0.0,133540.46,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4518246.14,,4.85,0.0,47.65,0.5011,52.35,0.0296
2012-09-06,2100.0,134306.36,0.42,0.62,0.07,0.14,0.0,134306.36,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4544159.61,,4.82,0.0,47.8,0.501,52.2,0.0296
2012-09-07,2100.0,137468.12,0.42,0.62,0.07,0.14,0.0,137468.12,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4651135.73,,4.81,0.0,48.38,0.5005,51.62,0.0296
2012-09-10,2100.0,136584.4,0.42,0.72,0.07,0.14,0.0,136584.4,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4621235.57,,4.98,0.0,48.22,0.5006,51.78,0.0296
2012-09-11,2100.0,136702.23,0.42,0.73,0.07,0.14,0.0,136702.23,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4625222.26,,4.92,0.0,48.24,0.5006,51.76,0.0296
2012-09-12,2100.0,139628.34,0.42,0.73,0.07,0.15,0.0,139628.34,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4724225.0,,4.93,0.0,48.77,0.5003,51.23,0.0296
2012-09-13,2100.0,139431.95,0.42,0.71,0.07,0.14,0.0,139431.95,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72121.0,4788558.03,,5.1,0.0,48.11,0.5007,51.89,0.0291
2012-09-14,2100.0,140413.87,0.42,0.71,0.07,0.15,0.0,140413.87,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72121.0,4822280.27,,5.06,0.0,48.91,0.5002,51.09,0.0291
2012-09-17,2100.0,144282.61,0.42,0.69,0.07,0.15,0.0,144282.61,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71052.0,4881699.17,,5.09,0.0,49.59,0.5,50.41,0.0296
2012-09-18,2100.0,142868.66,0.42,0.69,0.07,0.15,0.0,142868.66,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5190758.43,,5.63,0.0,49.34,0.5001,50.66,0.0275
2012-09-19,2100.0,143673.83,0.42,0.68,0.07,0.15,0.0,143673.83,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5220012.19,,5.55,0.0,49.48,0.5001,50.52,0.0275
2012-09-20,2100.0,139824.72,0.42,0.69,0.07,0.15,0.0,139824.72,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5080164.95,,5.6,0.0,48.8,0.5003,51.2,0.0275
2012-09-21,2100.0,139078.46,0.42,0.69,0.07,0.15,0.0,139078.46,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5053051.71,,5.42,0.0,48.67,0.5004,51.33,0.0275
2012-09-24,2100.0,142279.51,0.42,0.76,0.07,0.15,0.0,142279.51,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5169353.24,,5.42,0.0,48.75,0.5003,51.25,0.0275
2012-09-25,2100.0,140099.65,0.42,0.79,0.07,0.15,0.0,140099.65,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5090154.04,,5.53,0.0,48.85,0.5003,51.15,0.0275
2012-09-26,2100.0,141454.7,0.42,0.81,0.07,0.15,0.0,141454.7,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5139385.97,,5.47,0.0,49.09,0.5002,50.91,0.0275
2012-09-27,2100.0,142574.08,0.42,0.81,0.07,0.15,0.0,142574.08,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5180055.83,,5.47,0.0,49.13,0.5002,50.87,0.0275
2012-09-28,2100.0,149251.1,0.42,0.78,0.07,0.15,0.0,149251.1,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5422647.98,,5.55,0.0,49.12,0.5002,50.88,0.0275
2012-10-01,2100.0,146776.68,0.42,0.77,0.07,0.15,0.0,146776.68,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5332746.18,,5.79,0.0,49.01,0.5002,50.99,0.0275
2012-10-02,2100.0,145794.76,0.42,0.79,0.07,0.15,0.0,145794.76,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5297070.87,,5.7,0.0,48.95,0.5002,51.05,0.0275
2012-10-03,2100.0,145794.76,0.42,0.81,0.07,0.15,0.0,145794.76,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76298.0,5297070.87,,5.67,0.0,48.89,0.5002,51.11,0.0275
2012-10-04,2200.0,152243.61,0.44,1.77,0.07,0.15,0.0,152243.61,100.0,2200.0,6920.16,,,,,,100.0,,,,,,,,,0.01,100.0,,0.01,,,,0.52,0.13,19183.0,1327495.06,,1.42,0.52,46.4,0.4538,48.57,0.0288
2012-10-05,2200.0,151626.4,0.44,1.87,0.07,0.16,0.0,151626.4,100.0,2200.0,6892.11,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1322113.32,,1.42,0.52,47.2,0.454,47.83,0.0288
2012-10-08,2200.0,152243.61,0.44,1.92,0.07,0.16,0.0,152243.61,100.0,2200.0,6920.16,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1327495.06,,1.41,0.52,47.29,0.4539,47.73,0.0288
2012-10-09,2200.0,152243.61,0.44,1.91,0.07,0.16,0.0,152243.61,100.0,2200.0,6920.16,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1327495.06,,1.42,0.52,47.28,0.4538,47.72,0.0288
2012-10-10,2200.0,152202.46,0.44,1.78,0.07,0.16,0.0,152202.46,100.0,2200.0,6918.29,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1327136.27,,1.42,0.52,47.29,0.454,47.74,0.0288
2012-10-11,2200.0,154115.79,0.44,1.64,0.07,0.16,0.0,154115.79,100.0,2200.0,7005.26,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1343819.66,,1.42,0.52,47.48,0.4545,47.61,0.0288
2012-10-12,2200.0,153045.97,0.44,1.63,0.07,0.16,0.0,153045.97,100.0,2200.0,6956.64,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1334491.31,,1.44,0.52,47.4,0.4537,47.6,0.0288
2012-10-15,2200.0,154671.28,0.44,1.63,0.07,0.16,0.0,154671.28,100.0,2200.0,7030.51,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1348663.22,,1.43,0.52,47.37,0.4541,47.68,0.0288
2012-10-16,2200.0,154300.95,0.44,1.77,0.07,0.16,0.0,154300.95,100.0,2200.0,7013.68,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1345434.18,,1.44,0.52,47.42,0.454,47.61,0.0288
2012-10-17,2200.0,154300.95,0.44,1.76,0.07,0.16,0.0,154300.95,100.0,2200.0,7013.68,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1345434.18,,1.44,0.52,47.41,0.4538,47.6,0.0288
2012-10-18,2200.0,158621.38,0.44,1.74,0.07,0.16,0.0,158621.38,100.0,2200.0,7210.06,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1383106.34,,1.44,0.52,46.77,0.4543,48.28,0.0289
2012-10-19,2200.0,159444.32,0.44,1.62,0.07,0.16,0.0,159444.32,100.0,2200.0,7247.47,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1390281.99,,1.48,0.52,46.59,0.4533,48.34,0.0289
2012-10-22,2200.0,156584.61,0.44,1.7,0.07,0.16,0.0,156584.61,100.0,2200.0,7117.48,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1365346.61,,1.49,0.52,47.0,0.4529,47.89,0.0289
2012-10-23,2200.0,158415.65,0.44,1.59,0.07,0.16,0.0,158415.65,100.0,2200.0,7200.71,,,,,,,,,,,,,,,,,,0.01,,,,0.13,0.13,76134.0,5482189.44,,5.82,0.13,46.76,0.4536,48.2,0.0289
2012-10-24,2200.0,167467.97,0.44,1.57,0.07,0.16,0.0,167467.97,100.0,2200.0,7612.18,,,,,,,,,,,,,,,,,,0.01,,,,0.13,0.13,76134.0,5795457.41,,5.87,0.13,45.49,0.4552,49.58,0.0289
2012-10-25,2200.0,165616.36,0.44,1.34,0.07,0.16,0.0,165616.36,100.0,2200.0,7528.02,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.13,19183.0,1444099.35,,1.56,0.52,45.61,0.4524,49.16,0.0289
