,ALAUD FP Equity_DX_SI_QTY,ALAUD FP Equity_DX_SHORT_INTEREST_VALUE,ALAUD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAUD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAUD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAUD FP Equity_DX_SI_MV,ALAUD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAUD FP Equity_DX_SUPPLY_SI_QTY,ALAUD FP Equity_DX_BROKER_SI_QTY,ALAUD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAUD FP Equity_DX_SUPPLY_SI_MV,ALAUD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAUD FP Equity_DX_UTILIZATION_QUANTITY,ALAUD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAUD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAUD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAUD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAUD FP Equity_DX_BROKER_SI_CON_RATIO,ALAUD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAUD FP Equity_PX_LAST
2023-05-30,,,,,,,,,,,,,,,,,,,,5.44
2023-05-31,,,,,,,,,,,,,,,,,,,,5.42
2023-06-01,,,,,,,,,,,,,,,,,,,,5.4
2023-06-02,,,,,,,,,,,,,,,,,,,,5.4
2023-06-05,,,,,,,,,,,,,,,,,,,,5.48
2023-06-06,,,,,,,,,,,,,,,,,,,,5.48
2023-06-07,,,,,,,,,,,,,,,,,,,,5.46
2023-06-08,,,,,,,,,,,,,,,,,,,,5.58
2023-06-09,,,,,,,,,,,,,,,,,,,,5.6
2023-06-12,,,,,,,,,,,,,,,,,,,,5.56
2023-06-13,,,,,,,,,,,,,,,,,,,,5.48
2023-06-14,,,,,,,,,,,,,,,,,,,,5.44
2023-06-15,,,,,,,,,,,,,,,,,,,,5.5
2023-06-16,,,,,,,,,,,,,,,,,,,,5.44
2023-06-19,,,,,,,,,,,,,,,,,,,,5.48
2023-06-20,,,,,,,,,,,,,,,,,,,,5.48
2023-06-21,,,,,,,,,,,,,,,,,,,,5.46
2023-06-22,,,,,,,,,,,,,,,,,,,,5.46
2023-06-23,,,,,,,,,,,,,,,,,,,,5.42
2023-06-26,,,,,,,,,,,,,,,,,,,,5.42
2023-06-27,,,,,,,,,,,,,,,,,,,,5.34
2023-06-28,,,,,,,,,,,,,,,,,,,,5.38
2023-06-29,,,,,,,,,,,,,,,,,,,,5.4
2023-06-30,,,,,,,,,,,,,,,,,,,,5.3
2023-07-03,,,,,,,,,,,,,,,,,,,,5.62
2023-07-04,,,,,,,,,,,,,,,,,,,,5.66
2023-07-05,,,,,,,,,,,,,,,,,,,,5.66
2023-07-06,,,,,,,,,,,,,,,,,,,,5.6
2023-07-07,,,,,,,,,,,,,,,,,,,,5.42
2023-07-10,,,,,,,,,,,,,,,,,,,,5.46
2023-07-11,,,,,,,,,,,,,,,,,,,,5.42
2023-07-12,,,,,,,,,,,,,,,,,,,,5.4
2023-07-13,,,,,,,,,,,,,,,,,,,,5.38
2023-07-14,,,,,,,,,,,,,,,,,,,,5.3
2023-07-17,,,,,,,,,,,,,,,,,,,,5.26
2023-07-18,,,,,,,,,,,,,,,,,,,,5.28
2023-07-19,,,,,,,,,,,,,,,,,,,,5.34
2023-07-20,,,,,,,,,,,,,,,,,,,,5.32
2023-07-21,,,,,,,,,,,,,,,,,,,,5.34
2023-07-24,,,,,,,,,,,,,,,,,,,,5.34
2023-07-25,,,,,,,,,,,,,,,,,,,,5.32
2023-07-26,,,,,,,,,,,,,,,,,,,,5.3
2023-07-27,,,,,,,,,,,,,,,,,,,,5.34
2023-07-28,,,,,,,,,,,,,,,,,,,,5.28
2023-07-31,,,,,,,,,,,,,,,,,,,,5.28
2023-08-01,,,,,,,,,,,,,,,,,,,,5.3
2023-08-02,,,,,,,,,,,,,,,,,,,,5.3
2023-08-03,,,,,,,,,,,,,,,,,,,,5.34
2023-08-04,,,,,,,,,,,,,,,,,,,,5.62
2023-08-07,,,,,,,,,,,,,,,,,,,,5.58
2023-08-08,,,,,,,,,,,,,,,,,,,,5.5
2023-08-09,,,,,,,,,,,,,,,,,,,,5.42
2023-08-10,,,,,,,,,,,,,,,,,,,,5.44
2023-08-11,,,,,,,,,,,,,,,,,,,,5.42
2023-08-14,,,,,,,,,,,,,,,,,,,,5.38
2023-08-15,,,,,,,,,,,,,,,,,,,,5.42
2023-08-16,,,,,,,,,,,,,,,,,,,,5.42
2023-08-17,,,,,,,,,,,,,,,,,,,,5.46
2023-08-18,,,,,,,,,,,,,,,,,,,,5.42
2023-08-21,,,,,,,,,,,,,,,,,,,,5.42
2023-08-22,,,,,,,,,,,,,,,,,,,,5.42
2023-08-23,,,,,,,,,,,,,,,,,,,,5.46
2023-08-24,,,,,,,,,,,,,,,,,,,,5.42
2023-08-25,,,,,,,,,,,,,,,,,,,,5.42
2023-08-28,,,,,,,,,,,,,,,,,,,,5.44
2023-08-29,,,,,,,,,,,,,,,,,,,,5.38
2023-08-30,,,,,,,,,,,,,,,,,,,,5.36
2023-08-31,,,,,,,,,,,,,,,,,,,,5.36
2023-09-01,,,,,,,,,,,,,,,,,,,,5.36
2023-09-04,,,,,,,,,,,,,,,,,,,,5.32
2023-09-05,,,,,,,,,,,,,,,,,,,,5.34
2023-09-06,,,,,,,,,,,,,,,,,,,,5.34
2023-09-07,,,,,,,,,,,,,,,,,,,,5.36
2023-09-08,,,,,,,,,,,,,,,,,,,,5.34
2023-09-11,,,,,,,,,,,,,,,,,,,,5.34
2023-09-12,,,,,,,,,,,,,,,,,,,,5.3
2023-09-13,,,,,,,,,,,,,,,,,,,,5.3
2023-09-14,,,,,,,,,,,,,,,,,,,,5.3
2023-09-15,,,,,,,,,,,,,,,,,,,,5.24
2023-09-18,,,,,,,,,,,,,,,,,,,,5.32
2023-09-19,,,,,,,,,,,,,,,,,,,,5.24
2023-09-20,,,,,,,,,,,,,,,,,,,,5.2
2023-09-21,,,,,,,,,,,,,,,,,,,,5.16
2023-09-22,,,,,,,,,,,,,,,,,,,,5.16
2023-09-25,,,,,,,,,,,,,,,,,,,,5.16
2023-09-26,,,,,,,,,,,,,,,,,,,,5.16
2023-09-27,,,,,,,,,,,,,,,,,,,,5.16
2023-09-28,,,,,,,,,,,,,,,,,,,,5.12
2023-09-29,,,,,,,,,,,,,,,,,,,,5.1
2023-10-02,,,,,,,,,,,,,,,,,,,,5.1
2023-10-03,,,,,,,,,,,,,,,,,,,,5.1
2023-10-04,,,,,,,,,,,,,,,,,,,,5.1
2023-10-05,,,,,,,,,,,,,,,,,,,,5.1
2023-10-06,,,,,,,,,,,,,,,,,,,,5.1
2023-10-09,,,,,,,,,,,,,,,,,,,,5.12
2023-10-10,,,,,,,,,,,,,,,,,,,,5.12
2023-10-11,,,,,,,,,,,,,,,,,,,,5.12
2023-10-12,,,,,,,,,,,,,,,,,,,,5.1
2023-10-13,,,,,,,,,,,,,,,,,,,,5.1
2023-10-16,,,,,,,,,,,,,,,,,,,,5.12
2023-10-17,,,,,,,,,,,,,,,,,,,,5.12
2023-10-18,,,,,,,,,,,,,,,,,,,,5.02
2023-10-19,,,,,,,,,,,,,,,,,,,,5.02
2023-10-20,,,,,,,,,,,,,,,,,,,,5.02
2023-10-23,,,,,,,,,,,,,,,,,,,,4.9
2023-10-24,,,,,,,,,,,,,,,,,,,,4.92
2023-10-25,,,,,,,,,,,,,,,,,,,,4.9
2023-10-26,,,,,,,,,,,,,,,,,,,,4.86
2023-10-27,,,,,,,,,,,,,,,,,,,,4.86
2023-10-30,,,,,,,,,,,,,,,,,,,,4.86
2023-10-31,,,,,,,,,,,,,,,,,,,,4.96
2023-11-01,,,,,,,,,,,,,,,,,,,,4.95
2023-11-02,,,,,,,,,,,,,,,,,,,,5.28
2023-11-03,,,,,,,,,,,,,,,,,,,,5.24
2023-11-06,,,,,,,,,,,,,,,,,,,,5.24
2023-11-07,,,,,,,,,,,,,,,,,,,,5.2
2023-11-08,,,,,,,,,,,,,,,,,,,,5.26
2023-11-09,,,,,,,,,,,,,,,,,,,,5.26
2023-11-10,,,,,,,,,,,,,,,,,,,,5.26
2023-11-13,,,,,,,,,,,,,,,,,,,,5.24
2023-11-14,,,,,,,,,,,,,,,,,,,,5.2
2023-11-15,,,,,,,,,,,,,,,,,,,,5.2
2023-11-16,,,,,,,,,,,,,,,,,,,,5.18
2023-11-17,,,,,,,,,,,,,,,,,,,,5.18
2023-11-20,,,,,,,,,,,,,,,,,,,,5.18
2023-11-21,,,,,,,,,,,,,,,,,,,,5.18
2023-11-22,,,,,,,,,,,,,,,,,,,,5.2
2023-11-23,,,,,,,,,,,,,,,,,,,,5.2
2023-11-24,,,,,,,,,,,,,,,,,,,,5.2
2023-11-27,,,,,,,,,,,,,,,,,,,,5.16
2023-11-28,,,,,,,,,,,,,,,,,,,,5.2
2023-11-29,,,,,,,,,,,,,,,,,,,,5.2
2023-11-30,,,,,,,,,,,,,,,,,,,,5.2
2023-12-01,,,,,,,,,,,,,,,,,,,,5.16
2023-12-04,,,,,,,,,,,,,,,,,,,,5.18
2023-12-05,,,,,,,,,,,,,,,,,,,,5.16
2023-12-06,,,,,,,,,,,,,,,,,,,,5.14
2023-12-07,,,,,,,,,,,,,,,,,,,,5.18
2023-12-08,,,,,,,,,,,,,,,,,,,,5.14
2023-12-11,,,,,,,,,,,,,,,,,,,,5.14
2023-12-12,,,,,,,,,,,,,,,,,,,,5.14
2023-12-13,,,,,,,,,,,,,,,,,,,,5.1
2023-12-14,,,,,,,,,,,,,,,,,,,,5.1
2023-12-15,,,,,,,,,,,,,,,,,,,,5.12
2023-12-18,,,,,,,,,,,,,,,,,,,,5.12
2023-12-19,,,,,,,,,,,,,,,,,,,,5.06
2023-12-20,,,,,,,,,,,,,,,,,,,,5.0
2023-12-21,,,,,,,,,,,,,,,,,,,,5.0
2023-12-22,,,,,,,,,,,,,,,,,,,,4.78
2023-12-27,,,,,,,,,,,,,,,,,,,,4.7
2023-12-28,,,,,,,,,,,,,,,,,,,,4.8
2023-12-29,,,,,,,,,,,,,,,,,,,,4.78
2024-01-02,,,,,,,,,,,,,,,,,,,,4.78
2024-01-03,,,,,,,,,,,,,,,,,,,,4.8
2024-01-04,,,,,,,,,,,,,,,,,,,,4.8
2024-01-05,,,,,,,,,,,,,,,,,,,,4.76
2024-01-08,,,,,,,,,,,,,,,,,,,,4.76
2024-01-09,,,,,,,,,,,,,,,,,,,,4.75
2024-01-10,,,,,,,,,,,,,,,,,,,,4.76
2024-01-11,,,,,,,,,,,,,,,,,,,,4.75
2024-01-12,,,,,,,,,,,,,,,,,,,,4.75
2024-01-15,,,,,,,,,,,,,,,,,,,,4.72
2024-01-16,,,,,,,,,,,,,,,,,,,,4.68
2024-01-17,,,,,,,,,,,,,,,,,,,,4.6
2024-01-18,,,,,,,,,,,,,,,,,,,,4.68
2024-01-19,,,,,,,,,,,,,,,,,,,,4.6
2024-01-22,,,,,,,,,,,,,,,,,,,,4.58
2024-01-23,,,,,,,,,,,,,,,,,,,,4.46
2024-01-24,,,,,,,,,,,,,,,,,,,,4.48
2024-01-25,,,,,,,,,,,,,,,,,,,,4.47
2024-01-26,,,,,,,,,,,,,,,,,,,,4.42
2024-01-29,,,,,,,,,,,,,,,,,,,,4.22
2024-01-30,,,,,,,,,,,,,,,,,,,,4.22
2024-01-31,,,,,,,,,,,,,,,,,,,,4.24
2024-02-01,,,,,,,,,,,,,,,,,,,,4.24
2024-02-02,,,,,,,,,,,,,,,,,,,,4.26
2024-02-05,,,,,,,,,,,,,,,,,,,,4.2
2024-02-06,,,,,,,,,,,,,,,,,,,,4.2
2024-02-07,,,,,,,,,,,,,,,,,,,,4.2
2024-02-08,,,,,,,,,,,,,,,,,,,,4.22
2024-02-09,,,,,,,,,,,,,,,,,,,,4.2
2024-02-12,,,,,,,,,,,,,,,,,,,,4.2
2024-02-13,,,,,,,,,,,,,,,,,,,,4.2
2024-02-14,,,,,,,,,,,,,,,,,,,,4.21
2024-02-15,,,,,,,,,,,,,,,,,,,,4.2
2024-02-16,,,,,,,,,,,,,,,,,,,,4.2
2024-02-19,,,,,,,,,,,,,,,,,,,,4.2
2024-02-20,,,,,,,,,,,,,,,,,,,,4.25
2024-02-21,,,,,,,,,,,,,,,,,,,,4.2
2024-02-22,,,,,,,,,,,,,,,,,,,,4.2
2024-02-23,,,,,,,,,,,,,,,,,,,,4.2
2024-02-26,,,,,,,,,,,,,,,,,,,,4.2
2024-02-27,,,,,,,,,,,,,,,,,,,,4.22
2024-02-28,,,,,,,,,,,,,,,,,,,,4.2
2024-02-29,,,,,,,,,,,,,,,,,,,,4.18
2024-03-01,,,,,,,,,,,,,,,,,,,,4.21
2024-03-04,,,,,,,,,,,,,,,,,,,,4.14
2024-03-05,,,,,,,,,,,,,,,,,,,,4.12
2024-03-06,,,,,,,,,,,,,,,,,,,,4.01
2024-03-07,,,,,,,,,,,,,,,,,,,,4.0
2024-03-08,,,,,,,,,,,,,,,,,,,,4.08
2024-03-11,,,,,,,,,,,,,,,,,,,,4.1
2024-03-12,,,,,,,,,,,,,,,,,,,,4.04
2024-03-13,,,,,,,,,,,,,,,,,,,,3.98
2024-03-14,,,,,,,,,,,,,,,,,,,,3.92
2024-03-15,,,,,,,,,,,,,,,,,,,,3.84
2024-03-18,,,,,,,,,,,,,,,,,,,,3.96
2024-03-19,,,,,,,,,,,,,,,,,,,,3.94
2024-03-20,,,,,,,,,,,,,,,,,,,,3.9
2024-03-21,,,,,,,,,,,,,,,,,,,,3.91
2024-03-22,,,,,,,,,,,,,,,,,,,,3.81
2024-03-25,,,,,,,,,,,,,,,,,,,,3.96
2024-03-26,,,,,,,,,,,,,,,,,,,,3.84
2024-03-27,,,,,,,,,,,,,,,,,,,,3.9
2024-03-28,,,,,,,,,,,,,,,,,,,,3.9
2024-04-02,,,,,,,,,,,,,,,,,,,,3.96
2024-04-03,,,,,,,,,,,,,,,,,,,,3.98
2024-04-04,,,,,,,,,,,,,,,,,,,,3.94
2024-04-05,,,,,,,,,,,,,,,,,,,,3.5
2024-04-08,,,,,,,,,,,,,,,,,,,,3.54
2024-04-09,,,,,,,,,,,,,,,,,,,,3.54
2024-04-10,,,,,,,,,,,,,,,,,,,,3.46
2024-04-11,,,,,,,,,,,,,,,,,,,,3.58
2024-04-12,,,,,,,,,,,,,,,,,,,,3.62
2024-04-15,,,,,,,,,,,,,,,,,,,,3.62
2024-04-16,,,,,,,,,,,,,,,,,,,,3.62
2024-04-17,,,,,,,,,,,,,,,,,,,,3.62
2024-04-18,,,,,,,,,,,,,,,,,,,,3.66
2024-04-19,,,,,,,,,,,,,,,,,,,,3.66
2024-04-22,,,,,,,,,,,,,,,,,,,,3.64
2024-04-23,,,,,,,,,,,,,,,,,,,,3.66
2024-04-24,,,,,,,,,,,,,,,,,,,,3.7
2024-04-25,,,,,,,,,,,,,,,,,,,,3.7
2024-04-26,,,,,,,,,,,,,,,,,,,,3.66
2024-04-29,,,,,,,,,,,,,,,,,,,,3.62
2024-04-30,,,,,,,,,,,,,,,,,,,,3.68
2024-05-02,,,,,,,,,,,,,,,,,,,,3.7
2024-05-03,,,,,,,,,,,,,,,,,,,,3.7
2024-05-06,,,,,,,,,,,,,,,,,,,,3.78
2024-05-07,,,,,,,,,,,,,,,,,,,,3.54
2024-05-08,,,,,,,,,,,,,,,,,,,,3.58
2024-05-09,,,,,,,,,,,,,,,,,,,,3.58
2024-05-10,,,,,,,,,,,,,,,,,,,,3.64
2024-05-13,,,,,,,,,,,,,,,,,,,,3.66
2024-05-14,,,,,,,,,,,,,,,,,,,,3.78
2024-05-15,,,,,,,,,,,,,,,,,,,,3.76
2024-05-16,,,,,,,,,,,,,,,,,,,,3.86
2024-05-17,,,,,,,,,,,,,,,,,,,,3.84
2024-05-20,,,,,,,,,,,,,,,,,,,,3.9
2024-05-21,,,,,,,,,,,,,,,,,,,,4.02
2024-05-22,,,,,,,,,,,,,,,,,,,,4.14
2024-05-23,,,,,,,,,,,,,,,,,,,,4.28
2024-05-24,,,,,,,,,,,,,,,,,,,,4.38
2024-05-27,,,,,,,,,,,,,,,,,,,,4.4
2024-05-28,,,,,,,,,,,,,,,,,,,,4.36
2024-05-29,,,,,,,,,,,,,,,,,,,,4.36
2024-05-30,,,,,,,,,,,,,,,,,,,,4.4
2024-05-31,,,,,,,,,,,,,,,,,,,,4.36
2024-06-03,,,,,,,,,,,,,,,,,,,,4.42
2024-06-04,,,,,,,,,,,,,,,,,,,,4.32
2024-06-05,,,,,,,,,,,,,,,,,,,,4.28
2024-06-06,,,,,,,,,,,,,,,,,,,,4.2
2024-06-07,,,,,,,,,,,,,,,,,,,,4.18
2024-06-10,,,,,,,,,,,,,,,,,,,,4.0
2024-06-11,,,,,,,,,,,,,,,,,,,,4.0
2024-06-12,,,,,,,,,,,,,,,,,,,,4.0
2024-06-13,,,,,,,,,,,,,,,,,,,,4.0
2024-06-14,,,,,,,,,,,,,,,,,,,,3.82
2024-06-17,,,,,,,,,,,,,,,,,,,,3.62
2024-06-18,,,,,,,,,,,,,,,,,,,,3.66
2024-06-19,,,,,,,,,,,,,,,,,,,,3.6
2024-06-20,,,,,,,,,,,,,,,,,,,,3.56
2024-06-21,,,,,,,,,,,,,,,,,,,,3.56
2024-06-24,,,,,,,,,,,,,,,,,,,,3.6
2024-06-25,,,,,,,,,,,,,,,,,,,,3.7
2024-06-26,,,,,,,,,,,,,,,,,,,,3.66
2024-06-27,,,,,,,,,,,,,,,,,,,,3.66
2024-06-28,,,,,,,,,,,,,,,,,,,,3.62
2024-07-01,,,,,,,,,,,,,,,,,,,,3.66
2024-07-02,,,,,,,,,,,,,,,,,,,,3.74
2024-07-03,,,,,,,,,,,,,,,,,,,,3.74
2024-07-04,,,,,,,,,,,,,,,,,,,,3.9
2024-07-05,,,,,,,,,,,,,,,,,,,,3.86
2024-07-08,,,,,,,,,,,,,,,,,,,,3.86
2024-07-09,,,,,,,,,,,,,,,,,,,,3.66
2024-07-10,,,,,,,,,,,,,,,,,,,,3.66
2024-07-11,,,,,,,,,,,,,,,,,,,,3.66
2024-07-12,,,,,,,,,,,,,,,,,,,,3.68
2024-07-15,,,,,,,,,,,,,,,,,,,,3.7
2024-07-16,,,,,,,,,,,,,,,,,,,,3.58
2024-07-17,,,,,,,,,,,,,,,,,,,,3.7
2024-07-18,,,,,,,,,,,,,,,,,,,,3.7
2024-07-19,,,,,,,,,,,,,,,,,,,,3.64
2024-07-22,,,,,,,,,,,,,,,,,,,,3.74
2024-07-23,,,,,,,,,,,,,,,,,,,,3.68
2024-07-24,,,,,,,,,,,,,,,,,,,,3.82
2024-07-25,,,,,,,,,,,,,,,,,,,,3.74
2024-07-26,,,,,,,,,,,,,,,,,,,,3.86
2024-07-29,,,,,,,,,,,,,,,,,,,,3.72
2024-07-30,,,,,,,,,,,,,,,,,,,,3.72
2024-07-31,,,,,,,,,,,,,,,,,,,,3.8
2024-08-01,,,,,,,,,,,,,,,,,,,,3.82
2024-08-02,,,,,,,,,,,,,,,,,,,,3.92
2024-08-05,,,,,,,,,,,,,,,,,,,,3.84
2024-08-06,,,,,,,,,,,,,,,,,,,,3.86
2024-08-07,,,,,,,,,,,,,,,,,,,,3.84
2024-08-08,,,,,,,,,,,,,,,,,,,,3.84
2024-08-09,,,,,,,,,,,,,,,,,,,,3.74
2024-08-12,,,,,,,,,,,,,,,,,,,,3.76
2024-08-13,,,,,,,,,,,,,,,,,,,,3.7
2024-08-14,,,,,,,,,,,,,,,,,,,,3.7
2024-08-15,,,,,,,,,,,,,,,,,,,,3.66
2024-08-16,,,,,,,,,,,,,,,,,,,,3.62
2024-08-19,,,,,,,,,,,,,,,,,,,,3.66
2024-08-20,,,,,,,,,,,,,,,,,,,,3.66
2024-08-21,,,,,,,,,,,,,,,,,,,,3.86
2024-08-22,,,,,,,,,,,,,,,,,,,,3.76
2024-08-23,,,,,,,,,,,,,,,,,,,,3.78
2024-08-26,,,,,,,,,,,,,,,,,,,,3.76
2024-08-27,,,,,,,,,,,,,,,,,,,,3.78
2024-08-28,,,,,,,,,,,,,,,,,,,,3.76
2024-08-29,,,,,,,,,,,,,,,,,,,,3.78
2024-08-30,,,,,,,,,,,,,,,,,,,,3.68
2024-09-02,,,,,,,,,,,,,,,,,,,,3.64
2024-09-03,,,,,,,,,,,,,,,,,,,,3.68
2024-09-04,,,,,,,,,,,,,,,,,,,,3.66
2024-09-05,,,,,,,,,,,,,,,,,,,,3.68
2024-09-06,,,,,,,,,,,,,,,,,,,,3.64
2024-09-09,,,,,,,,,,,,,,,,,,,,3.64
2024-09-10,,,,,,,,,,,,,,,,,,,,3.6
2024-09-11,,,,,,,,,,,,,,,,,,,,3.64
2024-09-12,,,,,,,,,,,,,,,,,,,,3.6
2024-09-13,,,,,,,,,,,,,,,,,,,,3.54
2024-09-16,,,,,,,,,,,,,,,,,,,,3.54
2024-09-17,,,,,,,,,,,,,,,,,,,,3.52
2024-09-18,,,,,,,,,,,,,,,,,,,,3.5
2024-09-19,,,,,,,,,,,,,,,,,,,,3.52
2024-09-20,,,,,,,,,,,,,,,,,,,,3.5
2024-09-23,,,,,,,,,,,,,,,,,,,,3.46
2024-09-24,,,,,,,,,,,,,,,,,,,,3.48
2024-09-25,,,,,,,,,,,,,,,,,,,,3.46
2024-09-26,,,,,,,,,,,,,,,,,,,,3.46
2024-09-27,,,,,,,,,,,,,,,,,,,,3.46
2024-09-30,,,,,,,,,,,,,,,,,,,,3.46
2024-10-01,,,,,,,,,,,,,,,,,,,,3.48
2024-10-02,,,,,,,,,,,,,,,,,,,,3.48
2024-10-03,,,,,,,,,,,,,,,,,,,,3.62
2024-10-04,,,,,,,,,,,,,,,,,,,,3.5
2024-10-07,,,,,,,,,,,,,,,,,,,,3.5
2024-10-08,,,,,,,,,,,,,,,,,,,,3.46
2024-10-09,,,,,,,,,,,,,,,,,,,,3.46
2024-10-10,,,,,,,,,,,,,,,,,,,,3.5
2024-10-11,,,,,,,,,,,,,,,,,,,,3.48
2024-10-14,,,,,,,,,,,,,,,,,,,,3.5
2024-10-15,,,,,,,,,,,,,,,,,,,,3.4
2024-10-16,,,,,,,,,,,,,,,,,,,,3.46
2024-10-17,,,,,,,,,,,,,,,,,,,,3.46
2024-10-18,,,,,,,,,,,,,,,,,,,,3.42
2024-10-21,,,,,,,,,,,,,,,,,,,,3.58
2024-10-22,,,,,,,,,,,,,,,,,,,,3.58
2024-10-23,,,,,,,,,,,,,,,,,,,,3.66
2024-10-24,,,,,,,,,,,,,,,,,,,,3.48
2024-10-25,,,,,,,,,,,,,,,,,,,,3.5
2024-10-28,,,,,,,,,,,,,,,,,,,,3.54
2024-10-29,,,,,,,,,,,,,,,,,,,,3.54
2024-10-30,,,,,,,,,,,,,,,,,,,,3.54
2024-10-31,,,,,,,,,,,,,,,,,,,,3.5
2024-11-01,,,,,,,,,,,,,,,,,,,,3.58
2024-11-04,,,,,,,,,,,,,,,,,,,,3.6
2024-11-05,,,,,,,,,,,,,,,,,,,,3.8
2024-11-06,,,,,,,,,,,,,,,,,,,,3.74
2024-11-07,,,,,,,,,,,,,,,,,,,,3.7
2024-11-08,,,,,,,,,,,,,,,,,,,,3.7
2024-11-11,,,,,,,,,,,,,,,,,,,,3.74
2024-11-12,,,,,,,,,,,,,,,,,,,,3.64
2024-11-13,,,,,,,,,,,,,,,,,,,,3.62
2024-11-14,,,,,,,,,,,,,,,,,,,,3.62
2024-11-15,,,,,,,,,,,,,,,,,,,,3.66
2024-11-18,,,,,,,,,,,,,,,,,,,,3.66
2024-11-19,,,,,,,,,,,,,,,,,,,,3.66
2024-11-20,,,,,,,,,,,,,,,,,,,,3.6
2024-11-21,,,,,,,,,,,,,,,,,,,,3.6
2024-11-22,,,,,,,,,,,,,,,,,,,,3.64
2024-11-25,,,,,,,,,,,,,,,,,,,,3.66
2024-11-26,,,,,,,,,,,,,,,,,,,,3.64
2024-11-27,,,,,,,,,,,,,,,,,,,,3.64
2024-11-28,,,,,,,,,,,,,,,,,,,,3.62
2024-11-29,,,,,,,,,,,,,,,,,,,,3.66
2024-12-02,,,,,,,,,,,,,,,,,,,,3.66
2024-12-03,,,,,,,,,,,,,,,,,,,,3.6
2024-12-04,,,,,,,,,,,,,,,,,,,,3.62
2024-12-05,,,,,,,,,,,,,,,,,,,,3.62
2024-12-06,,,,,,,,,,,,,,,,,,,,3.6
2024-12-09,,,,,,,,,,,,,,,,,,,,3.62
2024-12-10,,,,,,,,,,,,,,,,,,,,3.66
2024-12-11,,,,,,,,,,,,,,,,,,,,3.66
2024-12-12,,,,,,,,,,,,,,,,,,,,3.64
2024-12-13,,,,,,,,,,,,,,,,,,,,3.66
2024-12-16,,,,,,,,,,,,,,,,,,,,3.64
2024-12-17,,,,,,,,,,,,,,,,,,,,3.26
2024-12-18,,,,,,,,,,,,,,,,,,,,3.36
2024-12-19,,,,,,,,,,,,,,,,,,,,3.3
2024-12-20,,,,,,,,,,,,,,,,,,,,3.22
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,342.0,0.0,0.0,0.0,0.0,3.42
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,338.0,0.0,0.0,0.0,0.0,3.38
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,338.0,0.0,0.0,0.0,0.0,
2024-12-27,,,,,,,,,,,,,,,,,,,,3.28
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,328.0,0.0,0.0,0.0,0.0,3.28
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,328.0,0.0,0.0,0.0,0.0,3.28
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,328.0,0.0,0.0,0.0,0.0,
2025-01-02,,,,,,,,,,,,,,,,,,,,3.36
2025-01-03,,,,,,,,,,,,,,,,,,,,3.44
2025-01-06,,,,,,,,,,,,,,,,,,,,3.58
2025-01-07,,,,,,,,,,,,,,,,,,,,3.5
2025-01-08,,,,,,,,,,,,,,,,,,,,3.46
2025-01-09,,,,,,,,,,,,,,,,,,,,3.54
2025-01-10,,,,,,,,,,,,,,,,,,,,3.52
2025-01-13,,,,,,,,,,,,,,,,,,,,3.66
2025-01-14,,,,,,,,,,,,,,,,,,,,3.56
2025-01-15,,,,,,,,,,,,,,,,,,,,3.6
2025-01-16,,,,,,,,,,,,,,,,,,,,3.74
2025-01-17,,,,,,,,,,,,,,,,,,,,3.94
2025-01-20,,,,,,,,,,,,,,,,,,,,3.94
2025-01-21,,,,,,,,,,,,,,,,,,,,3.76
2025-01-22,,,,,,,,,,,,,,,,,,,,3.9
2025-01-23,,,,,,,,,,,,,,,,,,,,3.88
2025-01-24,,,,,,,,,,,,,,,,,,,,3.92
2025-01-27,,,,,,,,,,,,,,,,,,,,3.88
2025-01-28,,,,,,,,,,,,,,,,,,,,3.84
2025-01-29,,,,,,,,,,,,,,,,,,,,3.84
2025-01-30,,,,,,,,,,,,,,,,,,,,3.84
2025-01-31,,,,,,,,,,,,,,,,,,,,3.86
2025-02-03,,,,,,,,,,,,,,,,,,,,3.86
2025-02-04,,,,,,,,,,,,,,,,,,,,3.86
