,MLFIR FP Equity_DX_SI_QTY,MLFIR FP Equity_DX_SHORT_INTEREST_VALUE,MLFIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLFIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLFIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLFIR FP Equity_DX_SI_MV,MLFIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLFIR FP Equity_DX_SUPPLY_SI_QTY,MLFIR FP Equity_DX_BROKER_SI_QTY,MLFIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLFIR FP Equity_DX_SUPPLY_SI_MV,MLFIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLFIR FP Equity_DX_UTILIZATION_QUANTITY,MLFIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLFIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLFIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLFIR FP Equity_DX_ACTIVE_UTILIZATION_MV,MLFIR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLFIR FP Equity_DX_BROKER_SI_CON_RATIO,MLFIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLFIR FP Equity_DX_DEMAND_SUPPLY_RATIO,MLFIR FP Equity_PX_LAST
2022-12-19,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-20,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-21,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-22,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-23,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-27,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-28,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-29,,,,,,,,,,,,,,,,,,,,,,23.2
2022-12-30,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-02,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-03,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-04,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-05,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-06,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-09,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-10,,,,,,,,,,,,,,,,,,,,,,25.4
2023-01-11,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-12,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-13,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-16,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-17,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-18,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-19,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-20,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-23,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-24,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-25,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-26,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-27,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-30,,,,,,,,,,,,,,,,,,,,,,27.8
2023-01-31,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-01,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-02,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-03,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-06,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-07,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-08,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-09,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-10,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-13,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-14,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-15,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-16,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-17,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-20,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-21,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-22,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-23,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-24,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-27,,,,,,,,,,,,,,,,,,,,,,27.8
2023-02-28,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-01,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-02,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-03,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-06,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-07,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-08,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-09,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-10,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-13,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-14,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-15,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-16,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-17,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-20,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-21,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-22,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-23,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-24,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-27,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-28,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-29,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-30,,,,,,,,,,,,,,,,,,,,,,27.8
2023-03-31,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-03,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-04,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-05,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-06,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-11,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-12,,,,,,,,,,,,,,,,,,,,,,27.8
2023-04-13,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-14,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-17,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-18,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-19,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-20,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-21,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-24,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-25,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-26,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-27,,,,,,,,,,,,,,,,,,,,,,30.4
2023-04-28,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-02,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-03,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-04,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-05,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-08,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-09,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-10,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-11,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-12,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-15,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-16,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-17,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-18,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-19,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-22,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-23,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-24,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-25,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-26,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-29,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-30,,,,,,,,,,,,,,,,,,,,,,30.4
2023-05-31,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-01,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-02,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-05,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-06,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-07,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-08,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-09,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-12,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-13,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-14,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-15,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-16,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-19,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-20,,,,,,,,,,,,,,,,,,,,,,30.4
2023-06-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-22,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-23,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-26,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-29,,,,,,,,,,,,,,,,,,,,,,33.4
2023-06-30,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-03,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-04,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-05,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-06,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-07,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-10,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-11,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-12,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-13,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-14,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-17,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-18,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-19,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-20,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-24,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-25,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-26,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-07-31,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-01,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-02,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-03,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-04,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-07,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-08,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-09,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-10,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-11,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-14,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-15,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-16,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-17,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-18,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-22,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-23,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-24,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-25,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-29,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-30,,,,,,,,,,,,,,,,,,,,,,33.4
2023-08-31,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-01,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-04,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-05,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-06,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-07,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-08,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-11,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-12,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-13,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-14,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-15,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-18,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-19,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-20,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-22,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-25,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-26,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-09-29,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-02,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-03,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-04,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-05,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-06,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-09,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-10,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-11,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-12,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-13,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-16,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-17,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-18,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-19,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-20,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-23,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-24,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-25,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-26,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-30,,,,,,,,,,,,,,,,,,,,,,33.4
2023-10-31,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-01,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-02,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-03,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-06,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-07,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-08,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-09,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-10,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-13,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-14,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-15,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-16,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-17,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-20,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-22,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-23,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-24,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-29,,,,,,,,,,,,,,,,,,,,,,33.4
2023-11-30,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-01,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-04,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-05,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-06,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-07,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-08,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-11,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-12,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-13,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-14,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-15,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-18,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-19,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-20,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-21,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-22,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-27,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-28,,,,,,,,,,,,,,,,,,,,,,33.4
2023-12-29,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-02,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-03,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-04,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-05,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-08,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-09,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-10,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-11,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-12,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-15,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-16,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-17,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-18,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-19,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-22,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-23,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-24,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-25,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-26,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-29,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-30,,,,,,,,,,,,,,,,,,,,,,33.4
2024-01-31,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-01,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-02,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-05,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-06,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-07,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-08,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-09,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-12,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-13,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-14,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-15,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-16,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-19,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-20,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-21,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-22,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-23,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-26,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-27,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-28,,,,,,,,,,,,,,,,,,,,,,33.4
2024-02-29,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-01,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-04,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-05,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-06,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-07,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-08,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-11,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-12,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-13,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-14,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-15,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-18,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-19,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-20,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-21,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-22,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-25,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-26,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-27,,,,,,,,,,,,,,,,,,,,,,33.4
2024-03-28,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-02,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-03,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-04,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-05,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-08,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-09,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-10,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-11,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-12,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-15,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-16,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-17,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-18,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-19,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-22,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-23,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-24,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-25,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-26,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-29,,,,,,,,,,,,,,,,,,,,,,33.4
2024-04-30,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-02,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-03,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-06,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-07,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-08,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-09,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-10,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-13,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-14,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-15,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-16,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-17,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-20,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-21,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-22,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-23,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-24,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-27,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-28,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-29,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-30,,,,,,,,,,,,,,,,,,,,,,33.4
2024-05-31,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-03,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-04,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-05,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-06,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-07,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-10,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-11,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-12,,,,,,,,,,,,,,,,,,,,,,33.4
2024-06-13,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-14,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-17,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-20,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-21,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-24,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-25,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-26,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-27,,,,,,,,,,,,,,,,,,,,,,36.4
2024-06-28,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-01,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-02,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-03,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-04,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-05,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-08,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-09,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-10,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-11,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-12,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-15,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-16,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-17,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-22,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-23,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-24,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-25,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-26,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-29,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-30,,,,,,,,,,,,,,,,,,,,,,36.4
2024-07-31,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-01,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-02,,,,,,,,,,,,,,,,,,,,,,36.4
