,BOI FP Equity_DX_SI_QTY,BOI FP Equity_DX_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BOI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BOI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BOI FP Equity_DX_SI_MV,BOI FP Equity_DX_DSS,BOI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY,BOI FP Equity_DX_BROKER_SI_QTY,BOI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BOI FP Equity_DX_BROKER_SI_MV_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BOI FP Equity_DX_BROKER_SI_MV_INC_x,BOI FP Equity_DX_SUPPLY_SI_MV_NEW,BOI FP Equity_DX_BROKER_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_NEW,BOI FP Equity_DX_SUPPLY_SI_MV_DEC,BOI FP Equity_DX_BROKER_SI_QTY_INC,BOI FP Equity_DX_SUPPLY_SI_QTY_DEC,BOI FP Equity_DX_BROKER_SI_MV_NEW_y,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BOI FP Equity_DX_BROKER_SI_MV_INC_y,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BOI FP Equity_DX_BROKER_SI_MV_ADD,BOI FP Equity_DX_SUPPLY_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_DEC,BOI FP Equity_DX_SUPPLY_SI_MV,BOI FP Equity_DX_BROKER_SI_MV_DEC,BOI FP Equity_DX_SUPPLY_SI_MV_RMV,BOI FP Equity_DX_BROKER_SI_MV_RMV,BOI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BOI FP Equity_DX_UTILIZATION_QUANTITY,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BOI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BOI FP Equity_DX_ACTIVE_UTILIZATION_MV,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BOI FP Equity_DX_BROKER_SI_CON_RATIO,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BOI FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-10-09,8563.0,192533.51,0.19,1.94,0.04,0.18,0.0,171600.58,963.0,7632.0,21652.43,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13483686.33,,14.69,0.16,12.53,0.7499,85.67,0.0143
2012-10-10,8563.0,195963.26,0.19,1.87,0.04,0.18,0.0,174657.43,963.0,7632.0,22038.14,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13723881.55,,14.89,0.16,12.71,0.7468,85.47,0.0143
2012-10-11,8563.0,194871.97,0.19,1.74,0.04,0.18,0.0,173684.8,963.0,7632.0,21915.42,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13647455.8,,15.05,0.16,12.9,0.7436,85.25,0.0143
2012-10-12,8563.0,197210.44,0.19,1.74,0.04,0.18,0.0,175769.01,963.0,7632.0,22178.4,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13811225.27,,15.03,0.16,12.84,0.7446,85.32,0.0143
2012-10-15,8563.0,197600.18,0.19,1.86,0.04,0.18,0.0,176116.38,963.0,7632.0,22222.23,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13838520.18,,15.2,0.16,12.97,0.7424,85.17,0.0143
2012-10-16,8563.0,197911.98,0.19,2.07,0.04,0.18,0.0,176394.28,963.0,7632.0,22257.3,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599692.0,13860356.11,,15.12,0.16,12.99,0.7421,85.15,0.0143
2012-10-17,8563.0,196742.75,0.19,2.05,0.04,0.18,0.0,175352.17,963.0,7632.0,22125.8,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599373.0,13771142.06,,15.14,0.16,13.01,0.7418,85.13,0.0143
2012-10-18,8563.0,196586.85,0.19,2.21,0.04,0.18,0.0,175213.22,963.0,7632.0,22108.27,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599200.0,13756258.22,,15.17,0.16,12.94,0.7428,85.2,0.0143
2012-10-19,8563.0,194949.92,0.19,2.28,0.04,0.18,0.0,173754.27,963.0,7632.0,21924.18,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,599200.0,13641713.64,,15.15,0.16,12.94,0.7429,85.21,0.0143
2012-10-22,8563.0,194871.97,0.19,2.29,0.04,0.18,0.0,173684.8,963.0,7632.0,21915.42,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,610076.0,13883769.07,,15.25,0.16,12.84,0.7445,85.31,0.014
2012-10-23,8563.0,197210.44,0.19,2.19,0.04,0.18,0.0,175769.01,963.0,7632.0,22178.4,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,610076.0,14050374.3,,15.36,0.16,12.84,0.7446,85.32,0.014
2012-10-24,8563.0,202666.85,0.19,2.2,0.04,0.18,0.0,180632.19,963.0,7632.0,22792.03,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,610076.0,14439119.84,,15.52,0.16,12.97,0.7424,85.17,0.014
2012-10-25,8563.0,202588.9,0.19,2.11,0.04,0.18,0.0,180562.71,963.0,7632.0,22783.27,,,,,,,,,,,,,,,,,,0.03,,,,0.16,0.16,612504.0,14491009.5,,15.96,0.16,13.27,0.7373,84.82,0.014
2012-10-26,10597.0,247913.11,0.23,2.34,0.05,0.23,0.0,178547.97,2997.0,7632.0,70113.77,,,1234.0,,,,,0.01,,443.0,,,,1234.0,,1243.0,,0.08,,,,0.49,0.49,610485.0,14282083.02,,15.85,0.49,32.63,0.5407,65.89,0.0173
2012-10-29,9942.0,234309.15,0.22,2.15,0.05,0.22,0.0,184039.44,2342.0,7809.0,55195.33,,,177.0,0.0,,,,0.02,177.0,832.0,,,0.0,177.0,,,,0.06,,,,0.38,0.38,611140.0,14403107.19,,15.76,0.38,25.19,0.5689,71.04,0.0162
2012-10-30,9531.0,221759.76,0.21,2.08,0.04,0.21,0.0,181693.63,1931.0,7809.0,44928.98,,,,,,,,0.01,,411.0,,,,,,,,0.05,,,,0.31,0.31,611551.0,14229084.63,,15.76,0.32,21.49,0.6027,74.54,0.0155
2012-10-31,9531.0,214298.36,0.21,2.09,0.04,0.21,0.0,175580.31,1931.0,7809.0,43417.28,,,,,,,,,,,,,,,,,,0.05,,,,0.31,0.31,611916.0,13758535.05,,15.56,0.32,21.28,0.6052,74.77,0.0155
2012-11-01,23531.0,544287.65,0.51,5.19,0.11,0.56,0.0,504456.65,1931.0,21809.0,44665.31,,,,0.36,,,,,14000.0,,,,0.36,,,,,0.05,,,,0.31,0.31,611916.0,14154023.31,,15.22,0.31,7.56,0.8347,91.04,0.0383
2012-11-02,23531.0,539575.2,0.51,3.87,0.11,0.56,0.0,500089.06,1931.0,21809.0,44278.6,,,,,,,,,,,,,,,,,,0.05,,,,0.31,0.31,611921.0,14031592.3,,15.61,0.31,7.69,0.8316,90.86,0.0383
2012-11-05,23499.0,538841.43,0.51,4.0,0.11,0.56,0.0,499355.29,1899.0,21777.0,43544.83,,,,,,,,0.0,,32.0,,,,,,,32.0,0.05,0.0,,,0.29,0.29,654821.0,15015306.39,,16.54,0.29,7.7,0.8344,91.01,0.0358
2012-11-06,23499.0,538841.43,0.51,4.04,0.11,0.56,0.0,499355.29,1899.0,21777.0,43544.83,,,,,,,,,,,,,,,,,,0.05,,,,0.29,0.29,649667.0,14897123.12,,16.35,0.29,7.7,0.8345,91.02,0.0361
2012-11-07,23499.0,538627.52,0.51,4.06,0.11,0.56,0.0,499157.05,1899.0,21777.0,43527.54,,,,,,,,,,,,,,,,,,0.05,,,,0.29,0.29,649667.0,14891209.22,,16.4,0.29,7.7,0.8344,91.01,0.0361
2012-11-08,23499.0,520231.19,0.51,4.44,0.11,0.56,0.0,482108.79,1899.0,21777.0,42040.9,,,,,,,,,,,,,,,,,,0.05,,,,0.29,0.29,649667.0,14382613.51,,16.23,0.29,7.7,0.8345,91.02,0.0361
2012-11-09,23499.0,523653.76,0.51,4.44,0.11,0.56,0.0,485280.56,1899.0,21777.0,42317.48,,,,,,,,,,,,,,,,,,0.05,,,,0.29,0.29,649794.0,14480066.04,,15.85,0.29,7.46,0.8392,91.3,0.0361
2012-11-12,23499.0,530071.09,0.51,4.41,0.11,0.56,0.0,491227.63,1899.0,21777.0,42836.08,,,,,,,,,,,,,,,,,,0.05,,,,0.29,0.29,649731.0,14656096.73,,15.96,0.29,7.51,0.8384,91.25,0.0361
2012-11-13,23322.0,515038.89,0.51,4.4,0.11,0.56,0.0,477010.55,1722.0,21600.0,38028.34,,,,,,,,0.0,,177.0,,,,,,,177.0,0.04,0.0,,,0.26,0.26,649908.0,14352452.29,,16.03,0.27,7.65,0.8505,91.9,0.0358
2012-11-14,23322.0,513340.49,0.51,4.39,0.11,0.56,0.0,475437.55,1722.0,21600.0,37902.94,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,649908.0,14305123.51,,15.74,0.26,7.5,0.8532,92.06,0.0358
2012-11-15,23348.0,513487.7,0.51,4.43,0.11,0.56,0.0,475616.11,1748.0,21626.0,38443.4,,,,,,26.0,,,,,,,,,0.0,26.0,,0.04,,,,0.27,0.27,649712.0,14288980.73,,15.68,0.27,7.47,0.8516,91.98,0.0358
2012-11-16,23348.0,514550.38,0.51,4.42,0.11,0.56,0.0,476600.42,1748.0,21626.0,38522.96,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,649596.0,14315995.85,,15.75,0.27,7.47,0.8516,91.98,0.0358
2012-11-19,23348.0,527727.63,0.51,4.58,0.11,0.56,0.0,488805.8,1748.0,21626.0,39509.5,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,650961.0,14713470.47,,15.79,0.27,7.48,0.8514,91.97,0.0358
2012-11-20,23348.0,529002.85,0.51,4.6,0.11,0.56,0.0,489986.97,1748.0,21626.0,39604.98,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,650945.0,14748662.05,,16.18,0.27,7.66,0.8482,91.78,0.0358
2012-11-21,23348.0,532403.43,0.51,4.87,0.11,0.56,0.0,493136.74,1748.0,21626.0,39859.57,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,640061.0,14595283.27,,15.94,0.27,7.67,0.8479,91.76,0.0364
2012-11-22,23348.0,534528.8,0.51,5.07,0.11,0.56,0.0,495105.35,1748.0,21626.0,40018.69,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,642747.0,14715041.12,,16.08,0.27,7.72,0.8471,91.71,0.0362
2012-11-23,23348.0,534528.8,0.51,5.09,0.11,0.56,0.0,495105.35,1748.0,21626.0,40018.69,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,655865.0,15015364.43,,16.44,0.27,7.75,0.8466,91.68,0.0355
2012-11-26,23348.0,532190.9,0.51,4.71,0.11,0.56,0.0,492939.88,1748.0,21626.0,39843.66,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,654142.0,14910417.06,,16.43,0.27,7.75,0.8465,91.68,0.0356
2012-11-27,23348.0,535591.48,0.51,4.7,0.11,0.56,0.0,496089.66,1748.0,21626.0,40098.25,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,654111.0,15004980.17,,16.43,0.27,7.72,0.8471,91.71,0.0356
2012-11-28,23348.0,561520.91,0.51,4.65,0.11,0.56,0.0,520106.7,1748.0,21626.0,42039.51,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,653926.0,15726962.49,,16.67,0.26,7.76,0.8463,91.66,0.0356
2012-11-29,24348.0,591776.87,0.53,4.38,0.11,0.59,0.0,549923.75,2748.0,22626.0,66790.0,,,,,,1000.0,,,,,,,,,0.03,1000.0,,0.07,,,,6.82,0.42,37533.0,912237.61,,0.99,6.82,7.72,0.7652,87.0,0.0373
2012-11-30,24348.0,579586.71,0.53,4.26,0.11,0.59,0.0,538595.73,2748.0,22626.0,65414.17,,,,,,,,,,,,,,,,,,0.07,,,,0.42,0.42,649924.0,15470975.56,,17.27,0.42,7.79,0.7631,86.88,0.0373
2012-12-03,24348.0,583132.94,0.53,4.17,0.11,0.59,0.0,541891.16,2748.0,22626.0,65814.41,,,,,,,,,,,,,,,,,,0.07,,,,0.42,0.42,649677.0,15559719.82,,16.99,0.42,7.66,0.7672,87.13,0.0373
2012-12-04,24348.0,582468.02,0.53,4.35,0.11,0.59,0.0,541273.26,2748.0,22626.0,65739.37,,,,,,,,,,,,,,,,,,0.07,,,,0.42,0.42,649646.0,15541236.24,,17.08,0.42,7.7,0.766,87.05,0.0373
2012-12-05,23133.0,548137.56,0.51,3.94,0.11,0.56,0.0,548137.56,1533.0,23133.0,36324.51,,,,0.01,,,,0.05,507.0,1722.0,,,0.01,,,507.0,,0.04,,,,0.23,0.23,661959.0,15685150.56,,17.37,0.23,7.36,0.8525,92.04,0.0349
2012-12-06,23133.0,551296.24,0.51,4.0,0.11,0.56,0.0,551296.24,1533.0,23133.0,36533.83,,,,,,,,,,,,,,,,,,0.04,,,,0.23,0.23,661935.0,15774965.56,,17.34,0.23,7.35,0.8529,92.06,0.0349
2012-12-07,22133.0,523435.13,0.48,4.2,0.1,0.53,0.0,523435.13,533.0,22133.0,12605.2,,,,,,,,0.03,,1000.0,,,,,,,1000.0,0.01,0.03,,,0.08,0.08,662942.0,15678269.06,,17.38,0.08,2.51,0.9387,96.85,0.0334
2012-12-10,22133.0,514368.7,0.48,4.32,0.1,0.53,0.0,514368.7,533.0,22133.0,12386.87,,,,,,,,,,,,,,,,,,0.01,,,,0.08,0.08,660665.0,15353788.26,,17.09,0.08,2.49,0.9394,96.89,0.0335
2012-12-11,22133.0,521420.36,0.48,4.21,0.1,0.53,0.0,521420.36,533.0,22133.0,12556.68,,,,,,,,,,,,,,,,,,0.01,,,,0.08,0.08,660647.0,15563854.84,,16.87,0.08,2.44,0.9406,96.95,0.0335
2012-12-12,22133.0,519405.6,0.48,4.18,0.1,0.53,0.0,519405.6,533.0,22133.0,12508.16,,,,,,,,,,,,,,,,,,0.01,,,,0.08,0.08,660647.0,15503716.3,,17.03,0.08,2.47,0.9398,96.91,0.0335
2012-12-13,21626.0,509476.2,0.47,3.92,0.1,0.52,0.0,509476.2,26.0,21626.0,612.52,,,,,,,,0.01,,507.0,,,,,,,507.0,0.0,0.01,,,0.0,0.0,660851.0,15568660.77,,17.04,0.0,0.5,0.9873,99.36,0.0327
2012-12-14,21626.0,502979.79,0.47,5.62,0.1,0.52,0.0,502979.79,26.0,21626.0,604.71,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,660832.0,15369700.4,,16.99,0.0,0.5,0.9873,99.36,0.0327
2012-12-17,21600.0,505324.44,0.47,5.38,0.1,0.52,0.0,505324.44,0.0,21600.0,0.0,,,,,,,,0.0,,26.0,,,,,,,26.0,0.0,0.0,,,0.0,0.0,661293.0,15470718.41,,16.89,0.0,0.5,0.9901,99.5,0.0327
2012-12-18,21600.0,504734.57,0.47,5.37,0.1,0.52,0.0,504734.57,0.0,21600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661283.0,15452425.53,,16.95,0.0,0.5,0.9901,99.5,0.0327
2012-12-19,21600.0,503358.2,0.47,5.36,0.1,0.52,0.0,503358.2,0.0,21600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661459.0,15414389.46,,16.97,0.0,0.5,0.9901,99.5,0.0327
2012-12-20,22600.0,525221.73,0.49,5.39,0.11,0.54,0.0,525221.73,0.0,22600.0,0.0,0.03,,,,,,1000.0,,,,0.03,,,,,,,0.0,,,,0.0,0.0,661556.0,15374495.01,,16.94,0.0,5.01,0.8959,94.52,0.0342
2012-12-21,22600.0,533450.82,0.29,5.2,0.11,0.54,0.0,533450.82,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,660835.0,15598361.67,,16.99,0.0,5.01,0.8959,94.52,0.0342
2012-12-24,22600.0,532010.73,0.29,3.39,0.11,0.54,0.0,532010.73,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,660835.0,15556252.71,,17.11,0.0,5.0,0.896,94.52,0.0342
2012-12-25,22600.0,532010.73,0.29,3.39,0.11,0.54,0.0,532010.73,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661251.0,15566045.47,,17.11,0.0,5.01,0.8958,94.51,0.0342
2012-12-26,22600.0,532010.73,0.29,3.39,0.11,0.54,0.0,532010.73,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661251.0,15566045.47,,17.09,0.0,5.01,0.8958,94.51,0.0342
2012-12-27,22600.0,533450.82,0.29,3.39,0.11,0.54,0.0,533450.82,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661251.0,15608180.94,,17.11,0.0,5.01,0.8958,94.51,0.0342
2012-12-28,22600.0,534068.0,0.29,3.36,0.11,0.54,0.0,534068.0,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661915.0,15641930.2,,17.18,0.0,5.04,0.8953,94.48,0.0341
2012-12-31,22600.0,538388.28,0.29,3.29,0.11,0.54,0.0,538388.28,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,662081.0,15772418.06,,17.25,0.0,5.07,0.8947,94.45,0.0341
2013-01-01,22600.0,538388.28,0.29,3.26,0.11,0.54,0.0,538388.28,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,662081.0,15772418.06,,17.3,0.0,5.01,0.8957,94.51,0.0341
2013-01-02,22600.0,538388.28,0.29,3.26,0.11,0.54,0.0,538388.28,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,664332.0,15826042.49,,17.41,0.0,5.01,0.8957,94.51,0.034
2013-01-03,22600.0,539005.46,0.29,3.26,0.11,0.54,0.0,539005.46,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,664332.0,15844184.68,,17.55,0.0,5.01,0.8957,94.51,0.034
2013-01-04,22600.0,540445.55,0.29,3.25,0.11,0.54,0.0,540445.55,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,664332.0,15886516.48,,17.45,0.0,5.01,0.8957,94.51,0.034
2013-01-07,22600.0,542091.37,0.29,3.01,0.12,0.54,0.0,542091.37,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,664332.0,15934895.67,,17.42,0.0,5.01,0.8956,94.5,0.034
2013-01-08,22600.0,553406.37,0.34,3.01,0.12,0.54,0.0,553406.37,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665492.0,16295907.52,,17.65,0.0,5.01,0.8956,94.5,0.034
2013-01-09,22600.0,551349.09,0.34,2.71,0.12,0.54,0.0,551349.09,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670366.0,16354233.94,,18.03,0.0,5.01,0.8954,94.49,0.0337
2013-01-10,22600.0,549291.82,0.34,2.83,0.12,0.54,0.0,549291.82,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670511.0,16296734.89,,17.78,0.0,5.01,0.8955,94.5,0.0337
2013-01-11,22600.0,553406.37,0.34,2.8,0.12,0.54,0.0,553406.37,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670775.0,16425272.38,,17.85,0.0,5.01,0.8955,94.5,0.0337
2013-01-14,22600.0,557520.91,0.34,2.4,0.12,0.54,0.0,557520.91,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,671547.0,16566437.89,,18.08,0.0,5.01,0.8954,94.49,0.0337
2013-01-15,22600.0,565750.0,0.34,2.51,0.12,0.54,0.0,565750.0,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,671664.0,16813889.84,,18.34,0.0,5.01,0.8954,94.49,0.0336
2013-01-16,22600.0,581796.73,0.34,2.52,0.12,0.54,0.0,581796.73,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,672079.0,17301476.33,,18.68,0.0,5.01,0.8952,94.48,0.0336
2013-01-17,22600.0,600723.64,0.34,2.53,0.12,0.54,0.0,600723.64,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,672117.0,17865334.99,,19.1,0.0,5.01,0.895,94.47,0.0336
2013-01-18,22600.0,602575.19,0.34,2.48,0.12,0.54,0.0,602575.19,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,672100.0,17919946.12,,19.69,0.0,4.99,0.8949,94.47,0.0336
2013-01-21,22600.0,596609.09,0.34,2.55,0.12,0.54,0.0,596609.09,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,672100.0,17742520.91,,19.63,0.0,5.01,0.8947,94.45,0.0336
2013-01-22,22600.0,592494.55,0.34,2.55,0.12,0.54,0.0,592494.55,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,630024.0,16517070.17,,18.25,0.0,5.01,0.8948,94.46,0.0359
2013-01-23,22600.0,590437.28,0.34,2.39,0.12,0.54,0.0,590437.28,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633010.0,16537730.1,,18.2,0.0,5.01,0.8948,94.46,0.0357
2013-01-24,22600.0,590848.73,0.34,2.35,0.12,0.54,0.0,590848.73,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,630357.0,16479895.29,,18.02,0.0,5.01,0.8949,94.46,0.0359
2013-01-25,22600.0,615124.55,0.34,2.36,0.12,0.54,0.0,615124.55,0.0,22600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,630357.0,17156994.05,,18.2,0.0,5.01,0.8948,94.46,0.0359
2013-01-28,21600.0,596754.74,0.33,1.74,0.11,0.52,0.0,596754.74,0.0,21600.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.03,,,0.0,0.0,630357.0,17415209.68,,18.94,0.0,0.58,0.9885,99.42,0.0343
2013-01-29,21600.0,604029.84,0.47,1.72,0.11,0.52,0.0,604029.84,0.0,21600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,629506.0,17603722.65,,19.14,0.0,0.59,0.9883,99.41,0.0343
2013-01-30,21830.0,618012.92,0.48,1.66,0.11,0.52,0.0,618012.92,230.0,21830.0,6511.36,,,,,,230.0,,,,,,,,,0.01,230.0,,0.01,,,,0.04,0.04,630628.0,17853241.14,,19.36,0.04,1.39,0.9611,98.02,0.0346
2013-01-31,21830.0,623179.59,0.48,1.53,0.11,0.52,0.0,623179.59,230.0,21830.0,6565.8,,,,,,,,,,,,,,,,,,0.01,,,,0.04,0.04,629678.0,17975376.95,,19.51,0.04,1.43,0.9601,97.97,0.0347
2013-02-01,66830.0,1934559.15,1.46,4.61,0.34,1.96,0.0,1283241.17,22730.0,44330.0,657975.9,,,,,,22500.0,,,,,,,,,0.74,22500.0,,0.71,,,,3.6,3.6,608451.0,17613114.63,,19.07,3.59,35.77,0.3373,37.57,0.1059
2013-02-04,86830.0,2576741.39,1.9,5.88,0.45,2.69,0.0,1909038.05,22730.0,64330.0,674528.75,,,,,,20000.0,,,,,,,,,0.68,,,0.73,,,,3.6,3.6,607930.0,18040750.81,,19.62,3.6,27.0,0.253,28.36,0.1377
2013-02-05,86830.0,2600453.73,1.9,5.72,0.45,2.71,0.0,1926605.88,22730.0,64330.0,680736.07,,,,,,,,,,,,,,,,,,0.74,,,,3.59,3.59,609631.0,18257712.89,,19.9,3.58,27.05,0.2532,28.42,0.1373
2013-02-06,90977.0,2749496.23,1.99,5.94,0.47,2.87,0.0,1944173.72,26877.0,64330.0,812273.54,,,,,,,,,,,,,,,,4147.0,,0.88,,,,4.2,4.2,613812.0,18550554.28,,20.26,4.18,25.78,0.2322,27.07,0.142
2013-02-07,90977.0,2747839.9,1.99,6.78,0.47,2.91,0.0,1943002.53,26877.0,64330.0,811784.22,,,,,,,,,,,,,,,,,,0.9,,,,4.19,4.19,614608.0,18563421.38,,20.55,4.2,25.91,0.2328,27.21,0.1418
2013-02-08,90977.0,2782622.69,1.99,6.55,0.47,2.89,0.0,1967597.5,26877.0,64330.0,822059.97,,,,,,,,,,,,,,,,,,0.89,,,,4.19,4.19,614782.0,18803723.36,,20.45,4.18,25.85,0.2324,27.14,0.1418
2013-02-11,90977.0,2840593.99,1.99,6.41,0.47,2.91,0.0,2008589.11,26877.0,64330.0,839186.22,,,,,,,,,,,,,,,,,,0.9,,,,4.18,4.18,616465.0,19248016.26,,20.8,4.15,25.96,0.2325,27.29,0.1414
2013-02-12,74291.0,2366942.35,1.62,5.13,0.38,2.36,0.0,1592128.84,24319.0,49972.0,774813.52,,,,,,,,0.08,,2558.0,,,,,,,14358.0,0.83,0.49,,,3.7,3.7,632589.0,20154550.3,,21.75,3.67,32.49,0.2771,34.12,0.1131
2013-02-13,74061.0,2359614.46,1.62,5.02,0.38,2.4,0.0,1584800.94,24319.0,49742.0,774813.52,,,,,,,,,,,,,,,,,230.0,0.85,0.01,,,3.69,3.69,634752.0,20223464.39,,22.24,3.69,32.8,0.2799,34.45,0.1124
2013-02-14,74061.0,2413548.5,1.62,4.83,0.38,2.41,0.0,1621024.96,24319.0,49742.0,792523.54,,,,,,,,,,,,,,,,,,0.86,,,,3.69,3.69,634793.0,20687051.14,,22.43,3.67,32.84,0.2801,34.49,0.1124
2013-02-15,66600.0,2200717.45,1.45,4.11,0.34,2.16,0.0,1457231.82,22500.0,44100.0,743485.62,,,,,,,,0.06,,1819.0,,,,,,,5642.0,0.8,0.21,,,3.2,3.2,681505.0,22519518.68,,24.46,3.18,37.13,0.3463,39.03,0.0946
2013-02-18,66600.0,2231030.36,1.45,3.97,0.34,2.18,0.0,1477303.89,22500.0,44100.0,753726.47,,,,,,,,,,,,,,,,,,0.82,,,,3.19,3.19,682748.0,22871344.09,,24.87,3.18,37.48,0.3466,38.83,0.0944
2013-02-19,66600.0,2249218.11,1.45,3.89,0.34,2.21,0.0,1489347.13,22500.0,44100.0,759870.98,,,,,,,,,,,,,,,,,,0.83,,,,3.17,3.17,686255.0,23176233.82,,25.28,3.16,37.38,0.3476,39.25,0.094
2013-02-20,67600.0,2308835.32,1.48,3.97,0.35,2.27,0.0,1540362.03,22500.0,45100.0,768473.3,,,,,,1000.0,,,,,,,,,0.04,,,0.84,,,,3.16,3.16,689532.0,23550530.14,,25.75,3.16,36.91,0.3375,38.77,0.0949
2013-02-21,67600.0,2296528.1,1.48,3.83,0.35,2.31,0.0,1532151.14,22500.0,45100.0,764376.96,,,,,,,,,,,,,,,,,,0.86,,,,3.16,3.16,689415.0,23421019.51,,26.05,3.18,37.07,0.3386,38.94,0.095
