,MERY FP Equity_DX_SI_QTY,MERY FP Equity_DX_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MERY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MERY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MERY FP Equity_DX_SI_MV,MERY FP Equity_DX_DSS,MERY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY,MERY FP Equity_DX_BROKER_SI_QTY,MERY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MERY FP Equity_DX_BROKER_SI_MV_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_x,MERY FP Equity_DX_BROKER_SI_MV_INC_x,MERY FP Equity_DX_SUPPLY_SI_MV_NEW,MERY FP Equity_DX_BROKER_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_NEW,MERY FP Equity_DX_SUPPLY_SI_MV_DEC,MERY FP Equity_DX_BROKER_SI_QTY_INC,MERY FP Equity_DX_SUPPLY_SI_QTY_DEC,MERY FP Equity_DX_BROKER_SI_MV_NEW_y,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MERY FP Equity_DX_BROKER_SI_MV_INC_y,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_y,MERY FP Equity_DX_BROKER_SI_MV_ADD,MERY FP Equity_DX_SUPPLY_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_DEC,MERY FP Equity_DX_SUPPLY_SI_MV,MERY FP Equity_DX_BROKER_SI_MV_DEC,MERY FP Equity_DX_SUPPLY_SI_MV_RMV,MERY FP Equity_DX_BROKER_SI_MV_RMV,MERY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MERY FP Equity_DX_UTILIZATION_QUANTITY,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MERY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MERY FP Equity_DX_ACTIVE_UTILIZATION_MV,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MERY FP Equity_DX_BROKER_SI_CON_RATIO,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MERY FP Equity_DX_DEMAND_SUPPLY_RATIO,MERY FP Equity_PX_LAST
2011-04-21,615987.0,6530457.03,1.38,6.97,0.67,17.42,0.0,3990013.23,394060.0,376359.0,4177672.41,,,,,,,,0.01,,762.0,,,,,,,762.0,11.1,0.01,,,21.14,8.02,1470071.0,15585126.79,,41.3,21.19,27.17,0.3253,47.89,0.1253,28.34
2011-04-22,615987.0,6530457.03,1.38,7.43,0.67,17.46,0.0,3990013.23,394060.0,376359.0,4177672.41,,,,,,,,,,,,,,,,,,11.16,,,,21.14,8.02,1470071.0,15585126.79,,41.72,21.11,27.14,0.3248,47.84,0.1253,
2011-04-25,615987.0,6530457.03,1.38,7.43,0.67,17.53,0.0,3990013.23,394060.0,376359.0,4177672.41,,,,,,,,,,,,,,,,,,11.16,,,,21.14,8.01,1470071.0,15585126.79,,41.64,21.14,27.08,0.3255,47.95,0.1253,
2011-04-26,851528.0,9018015.68,1.9,10.27,0.93,24.15,0.0,4530559.29,570223.0,427799.0,6038885.34,,,,,,51440.0,,0.26,,9144.0,,,,,1.45,185307.0,,16.12,,,,27.86,11.31,1476727.0,15639118.43,,41.68,27.89,21.2,0.2885,47.37,0.1689,28.31
2011-04-27,2729762.0,29174754.33,6.1,34.06,2.97,77.46,1.0,16377944.12,1534434.0,1532417.0,16399501.12,,,49000.0,8.45,,829766.0,,0.16,295892.0,5479.0,,,8.45,49000.0,23.6,920690.0,21040.0,43.37,0.59,,,30.34,30.34,3523159.0,37654307.7,,99.49,30.36,19.23,0.3417,54.29,0.5397,28.57
2011-04-28,2870265.0,31084418.46,6.42,36.6,3.12,82.38,1.0,18023767.65,1546082.0,1664274.0,16743771.0,,,29000.0,0.45,,134301.0,,0.47,15000.0,17352.0,,,0.45,29000.0,3.9,,17444.0,44.12,0.51,,,30.56,30.56,3513789.0,38053659.73,,100.18,30.57,18.2,0.3113,51.6,0.5673,28.95
2011-04-29,3782795.0,41320716.28,8.46,49.73,4.11,109.35,1.0,22945261.98,2188805.0,2100574.0,23909038.26,,,578574.0,12.75,,,,2.04,440300.0,71570.0,,,12.75,578574.0,,135719.0,4000.0,62.82,0.11,,,43.64,43.64,2826770.0,30877740.18,,82.76,43.15,13.81,0.2114,39.16,0.7542,29.2
2011-05-02,4690966.0,51799501.27,10.49,61.47,5.1,135.77,2.0,30361883.22,2438976.0,2749574.0,26932137.31,,,9171.0,14.68,,150000.0,,0.26,499000.0,9000.0,,,14.68,9171.0,4.38,250000.0,,70.3,,,,49.54,49.54,2484659.0,27436587.05,,73.06,49.04,21.09,0.178,31.83,0.9527,28.75
2011-05-03,4734291.0,52196086.75,10.59,62.04,5.15,135.68,2.0,30351095.95,2522969.0,2752906.0,27816014.86,,,47649.0,,,3332.0,,,,,,,,47649.0,0.1,36344.0,,72.05,,,,50.88,50.88,2435604.0,26852805.98,,70.73,50.46,20.78,0.1753,31.59,0.9548,28.705
2011-05-04,4886553.0,53414965.64,10.93,63.31,5.31,139.75,2.0,31756423.99,2523064.0,2905168.0,27579640.88,,,,0.45,,145000.0,,,14999.0,,,,0.45,,4.06,95.0,7737.0,71.85,0.24,,,50.85,50.85,2438589.0,26656243.71,,70.39,50.51,20.11,0.1654,30.61,0.9849,28.46
2011-05-05,5013257.0,55136932.45,11.21,64.77,5.45,143.59,2.0,31763140.05,2529824.0,2888024.0,27823575.57,,,,,,,,0.13,,4645.0,,,,,,11405.0,17144.0,72.18,0.25,,,50.34,50.34,2495914.0,27450625.74,,72.48,49.9,22.5,0.1695,29.91,0.9975,28.635
2011-05-06,3758243.0,42077396.5,8.4,48.51,4.09,109.02,1.0,26498368.87,1778069.0,2366765.0,19907311.56,,,3119.0,0.1,,,,21.17,3500.0,754874.0,,,0.1,3119.0,,,524759.0,51.4,14.81,,,35.47,35.47,3235397.0,36223597.68,,94.07,35.34,14.12,0.212,40.31,0.7496,29.15
2011-05-09,3260258.0,36345415.81,7.29,43.58,3.54,95.02,1.0,20810730.36,1780084.0,1866765.0,19844408.99,,,,,,,,,,,,,,,,2015.0,500000.0,51.87,14.32,,,35.72,35.72,3203620.0,35714014.35,,93.85,35.59,16.62,0.2591,46.63,0.6542,29.025
2011-05-10,3270018.0,36736811.32,7.31,43.37,3.55,94.99,1.0,19687485.85,1860186.0,1752423.0,20898142.49,,,54177.0,,,,,0.06,,2015.0,,,,54177.0,,27940.0,114342.0,53.85,3.29,,,37.31,37.31,3125450.0,35112671.23,,90.53,37.3,16.49,0.2583,46.51,0.6559,29.25
2011-05-11,3063173.0,34689504.9,6.85,40.96,3.33,90.25,1.0,17832229.68,1773778.0,1574632.0,20087497.71,,,,,,25440.0,,2.47,,86408.0,,,,,0.75,,203231.0,52.1,5.91,,,35.35,35.35,3244339.0,36741154.89,,95.64,35.27,15.45,0.2823,49.5,0.6104,29.485
2011-05-12,1459220.0,16617700.03,3.26,19.17,1.59,43.06,1.0,8065316.13,910466.0,708225.0,10368450.87,,,21694.0,1.84,,3033.0,,26.0,59307.0,885006.0,,,1.84,21694.0,0.09,,928747.0,26.79,27.44,,,18.0,18.0,4148302.0,47241155.06,,122.79,17.91,12.74,0.218,40.09,0.2885,29.65
2011-05-13,1406792.0,16161130.87,3.15,18.96,1.53,41.97,1.0,8013809.06,837678.0,697585.0,9623187.92,,,,0.06,,,,0.05,2000.0,1788.0,,,0.06,,,,12640.0,24.98,0.39,2.01,,16.79,16.79,4152808.0,47707176.02,71000.0,123.66,16.8,12.57,0.2123,39.42,0.2819,29.91
2011-05-16,942529.0,10664804.73,2.11,12.3,1.02,27.96,1.0,6236585.91,553415.0,551174.0,6261943.04,,71000.0,2089.0,,2.01,3589.0,,10.67,,357852.0,,71000.0,,2089.0,0.11,500.0,150000.0,16.36,4.48,,,10.97,10.97,4493508.0,50844467.8,,134.32,10.86,18.75,0.4114,60.21,0.1868,29.46
2011-05-17,734655.0,8297171.49,1.64,9.44,0.8,21.53,0.0,2750454.38,584393.0,243533.0,6600116.98,,,52557.0,0.13,,,,0.71,4257.0,23728.0,,,0.13,52557.0,,2149.0,311898.0,17.11,9.41,,,11.77,11.77,4381047.0,49479413.16,,129.1,11.7,25.07,0.4494,61.81,0.148,29.405
2011-05-18,806753.0,9143979.48,1.8,10.36,0.88,23.65,0.0,3527007.07,588844.0,311180.0,6674133.78,,,5836.0,2.0,,,,0.04,67647.0,1385.0,,,2.0,5836.0,,,,17.24,,,,11.67,11.67,4457194.0,50519168.15,,130.91,11.64,22.63,0.3688,55.42,0.1599,29.51
2011-05-19,824008.0,9418674.73,1.84,10.63,0.9,24.25,0.0,3668995.4,596291.0,320988.0,6815796.66,,,31807.0,0.21,,2808.0,,1.02,7000.0,34430.0,,,0.21,31807.0,0.08,10070.0,,17.53,,,,11.75,11.75,4477576.0,51180124.39,,132.19,11.71,23.18,0.3814,56.5,0.1624,29.76
2011-05-20,836895.0,9548298.2,1.87,10.7,0.91,24.82,0.0,3688455.82,606878.0,323288.0,6923989.41,,,457.0,0.08,,,,0.33,2300.0,11029.0,,,0.08,457.0,,21159.0,,17.98,,,,11.93,11.93,4479749.0,51110329.64,,133.74,11.85,22.56,0.3701,55.69,0.1645,29.705
2011-05-23,1116011.0,12623483.55,2.5,14.67,1.21,33.02,1.0,6813944.47,606378.0,602404.0,6858895.4,,,,8.21,,2609.0,,0.02,277007.0,500.0,,,8.21,,0.08,,500.0,17.89,0.02,,,11.91,11.91,4484840.0,50729163.04,,133.49,11.82,16.13,0.4304,62.88,0.2192,29.45
2011-05-24,774792.0,8772796.42,1.73,10.5,0.84,22.72,0.0,4235341.05,493508.0,374055.0,5587880.64,,,,,,,,3.35,,112870.0,,,,,,,228349.0,14.44,6.84,,,9.69,9.69,4598605.0,52068975.24,,135.2,9.65,24.8,0.2721,43.53,0.1522,29.48
2011-05-25,787612.0,8948205.27,1.76,10.77,0.86,23.19,0.0,4395914.96,506328.0,386924.0,5752485.84,,,12869.0,0.4,,,,0.04,12869.0,1520.0,,,0.4,12869.0,,1471.0,,14.87,,,,9.93,9.93,4591556.0,52165515.0,,135.62,9.88,24.29,0.2644,42.62,0.1545,29.58
2011-05-26,716904.0,8131111.09,1.6,10.01,0.78,21.11,0.0,4394756.53,510281.0,387477.0,5787597.08,,,3400.0,0.02,,,,,553.0,,,,0.02,3400.0,,553.0,,14.97,,,,10.01,10.01,4589507.0,52054098.27,,135.51,9.95,27.28,0.2301,35.41,0.1406,29.53
2011-05-27,721566.0,8217244.38,1.61,10.05,0.78,21.23,0.0,4451334.78,511543.0,390877.0,5825487.68,,,1262.0,,,3400.0,,,,,,,,1262.0,0.1,,,14.98,,,,10.0,10.0,4602219.0,52410393.79,,135.22,9.97,27.19,0.227,35.09,0.1411,29.65
2011-05-30,741916.0,8406247.98,1.66,10.38,0.81,21.82,0.0,4589005.39,443094.0,405015.0,5020457.9,,,534.0,0.42,,,,2.17,14138.0,74661.0,,,0.42,534.0,,5678.0,,12.99,,,,8.66,8.66,4670668.0,52920806.97,,138.33,8.58,26.43,0.2194,34.3,0.1451,29.5
2011-05-31,723752.0,8347771.51,1.62,10.28,0.79,21.41,0.0,4461463.52,440930.0,386809.0,5085696.33,,,42.0,,,,,0.06,,2206.0,,,,42.0,,,18206.0,13.02,0.51,,,8.61,8.61,4681526.0,53996823.98,,138.18,8.61,27.52,0.2271,35.21,0.1413,30.03
2011-06-01,515558.0,5901903.45,1.15,7.2,0.56,15.33,0.0,2044713.66,440930.0,178615.0,5047591.71,,,,0.05,,,,,493.0,,,,0.05,,,,208687.0,13.09,6.19,,,8.61,8.61,4681326.0,53589962.86,,140.73,8.51,18.19,0.2428,41.97,0.1007,29.805
2011-06-02,540608.0,6137794.48,1.21,7.38,0.59,15.93,0.0,2077759.15,461589.0,183006.0,5240652.03,,,21602.0,0.12,,,,0.03,4391.0,943.0,,,0.12,21602.0,,,,13.57,,,,9.01,9.01,4659173.0,52897934.0,,138.47,8.93,19.11,0.2425,41.64,0.1056,29.56
2011-06-03,585362.0,6694247.12,1.31,8.2,0.64,17.21,0.0,2764786.89,447036.0,241760.0,5112339.81,,,,,,59307.0,,0.43,,14553.0,,,,,1.75,,553.0,13.14,0.03,,,8.72,8.72,4680364.0,53525020.77,,137.84,8.7,16.81,0.2114,37.65,0.1142,29.775
2011-06-06,562071.0,6368521.78,1.26,7.99,0.61,16.59,0.0,2649140.36,429609.0,233807.0,4867666.67,,,,,,,,0.46,,17427.0,,,,,,,7953.0,12.64,0.21,,,8.38,8.38,4697391.0,53223590.8,,139.49,8.31,16.78,0.2212,38.84,0.1096,29.5
2011-06-07,566980.0,6417609.97,1.27,8.07,0.62,16.64,0.0,2702010.97,429609.0,238716.0,4862716.5,,,,0.25,,67.0,,,8242.0,,,,0.25,,0.0,,3400.0,12.56,0.1,,,8.38,8.38,4695869.0,53152237.69,,138.25,8.33,16.48,0.2181,38.51,0.1106,29.47
2011-06-08,549037.0,6169175.99,1.23,7.93,0.6,16.1,0.0,2473875.11,423215.0,220167.0,4755395.02,,,,,,,,0.21,,7000.0,,,,,,606.0,18549.0,12.37,0.55,,,8.26,8.26,4700541.0,52816958.89,,138.94,8.18,17.38,0.234,40.09,0.1072,29.255
2011-06-09,474126.0,5350212.2,1.06,6.8,0.52,13.94,0.0,2429027.89,353215.0,215256.0,3985808.0,,,,,,,,1.98,,70000.0,,,,,,,4911.0,10.38,0.15,,,6.9,6.9,4768380.0,53808154.05,,140.37,6.89,17.5,0.2403,40.78,0.0926,29.38
2011-06-10,419260.0,4757654.15,0.94,6.03,0.46,12.41,0.0,1818486.94,353354.0,160251.0,4009769.89,,,,0.13,,,,,4302.0,,,,0.13,,,139.0,59307.0,10.44,1.74,,,6.89,6.89,4771459.0,54145283.85,,140.99,6.89,21.54,0.2991,47.37,0.0818,29.545
2011-06-13,411302.0,4672088.05,0.92,6.01,0.45,12.16,0.0,1820333.43,345396.0,160251.0,3923444.39,,,447.0,,,,,0.26,,8405.0,,,,447.0,,,,10.2,,,,6.74,6.74,4779004.0,54285968.63,,140.99,6.75,21.52,0.2985,47.31,0.0803,29.575
2011-06-14,433946.0,4965141.58,0.97,6.48,0.47,12.89,0.0,1915890.68,360845.0,167446.0,4128731.49,,,15608.0,0.2,,3400.0,,0.02,6795.0,606.0,,,0.2,15608.0,0.1,447.0,3000.0,10.71,0.09,,,7.04,7.04,4766031.0,54532173.8,,140.89,7.07,20.94,0.2882,46.48,0.0846,29.79
2011-06-15,437580.0,5032771.65,0.98,6.82,0.48,13.17,0.0,1954612.67,361979.0,169946.0,4163256.2,,,3484.0,,,2500.0,,0.07,,2350.0,,,,3484.0,0.08,,,10.87,,,,7.05,7.05,4772516.0,54890495.93,,143.64,7.03,21.16,0.2862,46.24,0.0852,29.945
2011-06-16,502734.0,5775374.02,1.12,7.86,0.55,15.05,0.0,2703202.31,361771.0,235308.0,4156000.66,,,,2.06,,,,0.04,69000.0,208.0,,,2.06,,,,3638.0,10.81,0.11,,,7.05,7.05,4771430.0,54813863.5,,143.19,7.02,21.78,0.2441,38.97,0.0979,29.91
2011-06-17,337334.0,3823444.32,0.75,5.27,0.37,10.02,0.0,2611490.43,201273.0,230406.0,2281288.3,,,666.0,0.01,,,,4.82,681.0,161164.0,,,0.01,666.0,,,5583.0,5.99,0.17,,,3.92,3.92,4933559.0,55918431.35,,146.34,3.93,29.65,0.253,35.95,0.0657,29.51
2011-06-20,341059.0,3814576.5,0.76,5.38,0.37,10.04,0.0,2649117.4,200648.0,236856.0,2244148.8,,,1019.0,0.09,,2100.0,,0.09,4558.0,1644.0,,,0.09,1019.0,0.06,,208.0,5.91,0.01,,,3.91,3.91,4929483.0,55133833.2,,145.03,3.92,29.6,0.2576,36.84,0.0665,29.12
2011-06-21,343541.0,3842996.19,0.77,5.63,0.37,9.99,0.0,2603730.29,207228.0,232758.0,2318140.82,,,,,,,,,,,,,,,,6580.0,4098.0,6.01,0.13,,,4.03,4.03,4935173.0,55206950.62,,143.32,4.03,29.08,0.2569,36.84,0.0668,29.125
2011-06-22,331782.0,3700623.28,0.74,5.4,0.36,9.67,0.0,2552642.83,199368.0,228859.0,2223706.72,,,,,,,,0.2,,7860.0,,,,,,,3899.0,5.81,0.11,,,3.86,3.86,4959562.0,55317861.16,,144.28,3.87,29.18,0.2636,37.7,0.0643,29.04
2011-06-23,324513.0,3602096.86,0.73,5.39,0.35,9.45,0.0,2502596.68,193399.0,225459.0,2146730.42,,,,,,,,0.18,,5969.0,,,,,,,3400.0,5.62,0.1,,,3.74,3.74,4982786.0,55308963.83,,145.27,3.72,30.3,0.2774,38.7,0.0627,28.9
2011-06-24,322413.0,3561450.16,0.72,5.45,0.35,9.33,0.0,2467276.27,193399.0,223359.0,2136331.04,,,,,,,,,,,,,,,,,2100.0,5.6,0.06,,,3.75,3.75,4960516.0,54795031.46,,142.99,3.77,30.35,0.2819,39.13,0.0626,28.76
2011-06-27,315090.0,3485399.4,0.7,5.6,0.34,9.05,0.0,2384449.46,193399.0,215561.0,2139302.29,,,,,,,,,,,,,,,,,7798.0,5.55,0.23,,,3.75,3.75,4961422.0,54881263.32,,142.24,3.75,31.19,0.3,40.58,0.0611,28.8
2011-06-28,315090.0,3512629.08,0.7,5.93,0.34,9.09,0.0,2403077.97,193399.0,215561.0,2156015.59,,,,,,,,,,,,,,,,,,5.56,,,,3.75,3.75,4968635.0,55390433.85,,142.84,3.74,31.12,0.3004,40.71,0.061,29.025
2011-06-29,318090.0,3579059.86,0.71,6.04,0.35,9.26,0.0,2459187.35,193399.0,218561.0,2176071.55,,,,0.09,,,,,3000.0,,,,0.09,,,,,5.59,,,,3.75,3.75,4968978.0,55909553.04,,143.91,3.74,30.75,0.2933,40.2,0.0616,29.295
2011-06-30,326088.0,3661536.43,0.73,6.24,0.35,9.53,0.0,2543957.56,193399.0,226559.0,2171614.67,,,,0.23,,,,,7998.0,,,,0.23,,,,,5.62,,,,3.74,3.74,4981071.0,55930831.32,,144.76,3.74,29.83,0.2749,38.71,0.063,29.235
2011-07-01,329201.0,3694594.69,0.74,6.52,0.36,9.62,0.0,2582920.11,192924.0,230147.0,2165169.56,,,,0.11,,,,0.01,3588.0,475.0,,,0.11,,,,,5.63,,,,3.71,3.71,5006797.0,56190854.83,,146.22,3.71,30.57,0.2745,38.18,0.0633,29.22
2011-07-04,329201.0,3680686.22,0.74,6.65,0.36,9.61,0.0,2573196.59,192924.0,230147.0,2157018.69,,,,,,,,,,,,,,,,,,5.63,,,,3.71,3.71,5011596.0,56032977.85,,146.06,3.71,30.59,0.2741,38.1,0.0633,29.11
2011-07-05,294319.0,3312160.42,0.66,6.11,0.32,8.63,0.0,2149603.02,197175.0,191014.0,2218936.7,,,4251.0,,,,,,,,,,,4251.0,,,39133.0,5.78,1.14,,,3.79,3.79,5004668.0,56320738.0,,146.53,3.79,36.19,0.345,45.23,0.0566,29.3
2011-07-06,297819.0,3357267.53,0.67,5.93,0.32,8.78,0.0,2192726.24,197175.0,194514.0,2222723.29,,,,,,3500.0,,,,,,,,,0.1,,,5.8,,,,3.79,3.79,5000682.0,56371914.92,,147.38,3.79,35.72,0.3339,44.4,0.0573,29.35
2011-07-07,292397.0,3318607.13,0.65,5.41,0.32,8.6,0.0,2146130.29,197175.0,189092.0,2237869.61,,,,,,,,,,,,,,,,,5422.0,5.79,0.16,,,3.79,3.79,4999078.0,56737845.76,,146.72,3.79,36.35,0.3507,45.83,0.0563,29.55
2011-07-08,287798.0,3257566.96,0.64,5.24,0.31,8.58,0.0,2088264.34,197175.0,184493.0,2231811.08,,,,,,,,,,,,,,,,,4599.0,5.84,0.13,,,3.8,3.8,4988568.0,56465278.76,,147.74,3.8,37.35,0.3673,46.86,0.0555,29.47
2011-07-11,248117.0,2767442.32,0.55,4.47,0.27,7.35,0.0,1615201.12,197175.0,144812.0,2199246.48,,,,,,,,,,,,,,,,,39681.0,5.83,1.24,,,3.8,3.8,4988200.0,55637283.09,,147.49,3.8,33.6,0.3435,46.68,0.0478,29.04
2011-07-12,236170.0,2607882.52,0.53,4.03,0.26,6.87,0.0,1526003.83,201853.0,138195.0,2228940.63,,,10008.0,0.01,,,,0.24,1000.0,5330.0,,,0.01,10008.0,,,7617.0,5.86,0.25,,,3.89,3.89,4983754.0,55032582.13,,144.44,3.9,35.2,0.3499,46.09,0.0455,28.75
2011-07-13,240586.0,2661265.99,0.54,4.18,0.26,6.88,0.0,1457476.36,164769.0,131760.0,1822608.69,,,5541.0,0.04,,,,1.52,2065.0,50000.0,,,0.04,5541.0,,7375.0,8500.0,4.7,0.25,,,3.18,3.18,5021370.0,55544384.09,,143.61,3.17,34.62,0.3581,45.65,0.0464,28.8
2011-07-14,197086.0,2178572.46,0.44,3.27,0.21,5.71,0.0,975618.79,164769.0,88260.0,1821342.99,,,,0.09,,3500.0,,,3000.0,,,,0.09,,0.1,,50000.0,4.75,1.44,,,3.18,3.18,5015540.0,55441367.26,,144.53,3.18,23.45,0.4571,62.96,0.038,28.78
2011-07-15,201064.0,2204010.87,0.45,3.25,0.22,5.8,0.0,942292.91,168747.0,85962.0,1849760.38,,,,,,,,0.07,,2298.0,,,,,,6276.0,2298.0,4.84,0.07,,,3.27,3.27,4988919.0,54687222.38,,143.3,3.27,27.78,0.4313,59.05,0.039,28.54
2011-07-18,209064.0,2274039.21,0.47,3.31,0.23,5.99,0.0,1022047.18,168747.0,93962.0,1835501.54,,,,0.06,,6000.0,,,2000.0,,,,0.06,,0.17,,,4.8,,,,3.28,3.28,4974682.0,54110807.8,,141.77,3.28,25.97,0.382,55.28,0.0406,28.32
2011-07-19,216512.0,2390395.31,0.48,3.39,0.24,6.17,0.0,1108574.09,169747.0,100410.0,1874087.5,,,,,,6448.0,,,,,,,,,0.19,1000.0,,4.82,,,,3.3,3.3,4967930.0,54848306.77,,140.6,3.31,25.02,0.3472,52.37,0.0421,28.745
2011-07-20,259313.0,2908255.68,0.58,4.06,0.28,7.47,0.0,1606144.71,227695.0,143211.0,2553652.45,,,64200.0,1.25,,,,0.94,42801.0,33065.0,,,1.25,64200.0,,26813.0,,6.55,,,,4.44,4.44,4900947.0,54965261.89,,141.25,4.43,19.07,0.4501,63.86,0.0506,29.2
2011-07-21,255660.0,2866795.46,0.57,3.73,0.28,7.48,0.0,1564907.46,230130.0,139558.0,2580519.59,,,,0.47,,,,0.57,14626.0,19579.0,,,0.47,,,22014.0,18279.0,6.67,0.49,,,4.48,4.48,4901287.0,54959662.55,,142.17,4.48,19.14,0.4724,65.58,0.0498,29.195
2011-07-22,256360.0,2904676.18,0.57,3.64,0.28,7.58,0.0,1589187.36,233030.0,140258.0,2640336.6,,,2900.0,0.02,,,,,700.0,,,,0.02,2900.0,,,,6.82,,,,4.57,4.57,4870483.0,55184802.41,,142.64,4.56,19.16,0.4675,65.18,0.0502,29.5
2011-07-25,260490.0,2965477.95,0.58,3.69,0.28,7.73,0.0,1367211.81,231308.0,120097.0,2633263.36,,,6591.0,0.19,,,,0.76,5852.0,26013.0,,,0.19,6591.0,,17700.0,26013.0,6.82,0.78,,,4.53,4.53,4871295.0,55455940.38,,143.79,4.53,20.72,0.3281,51.8,0.0511,29.64
2011-07-26,285911.0,3240600.67,0.64,4.02,0.31,8.49,0.0,1527784.12,252092.0,134793.0,2857286.03,,,,0.45,,,,0.11,14696.0,3858.0,,,0.45,,,24642.0,,7.43,,,,4.96,4.96,4835345.0,54805244.54,,142.45,4.96,23.31,0.2824,45.2,0.0562,29.51
2011-07-27,280699.0,3148104.65,0.63,3.92,0.31,8.37,0.0,1453281.09,252092.0,129581.0,2827270.48,,,,0.08,,,,,2480.0,,,,0.08,,,,7692.0,7.46,0.23,,,4.95,4.95,4838932.0,54269749.22,,142.96,4.96,23.88,0.2821,44.48,0.0551,29.2
2011-07-28,283135.0,3154762.95,0.63,3.94,0.31,8.34,0.0,1470967.35,254370.0,132017.0,2834255.92,,,2824.0,0.14,,,,0.08,4885.0,2331.0,,,0.14,2824.0,,1785.0,2449.0,7.43,0.09,,,5.0,5.0,4834661.0,53869035.56,,141.19,5.0,23.57,0.2686,42.59,0.0556,29.01
2011-07-29,283191.0,3155386.91,0.63,3.98,0.31,8.27,0.0,1457217.8,249622.0,130783.0,2781352.49,,,1290.0,0.08,,,,0.22,3324.0,6038.0,,,0.08,1290.0,,,4558.0,7.23,0.14,,,4.9,4.9,4839968.0,53928167.52,,140.12,4.9,24.25,0.2775,43.89,0.0556,29.01
2011-08-01,257433.0,2881238.5,0.58,3.65,0.28,7.58,0.0,1422258.47,228451.0,127076.0,2556866.51,,,880.0,0.15,,,,0.51,4880.0,17700.0,,,0.15,880.0,,,8587.0,6.66,0.25,0.13,,4.51,4.51,4836423.0,54130154.84,4351.0,140.88,4.51,25.32,0.315,47.11,0.0508,29.14
2011-08-02,261094.0,2878089.09,0.58,3.59,0.28,7.68,0.0,1393177.04,226489.0,126386.0,2496631.55,,,4351.0,0.05,,,,0.17,1716.0,6313.0,,,0.05,4351.0,,,2406.0,6.6,0.07,,,4.52,4.52,4787232.0,52770573.71,,139.06,4.53,27.16,0.3063,44.93,0.0521,28.7
2011-08-03,332199.0,3580872.12,0.74,4.53,0.36,9.85,0.0,1622877.26,261517.0,150555.0,2818969.75,,,1936.0,1.26,,,,0.35,45000.0,11908.0,,,1.26,1936.0,,45000.0,20831.0,7.43,0.3,,,5.15,5.15,4813327.0,51884287.57,,137.28,5.13,19.28,0.2002,29.57,0.0655,28.065
2011-08-04,442460.0,4610513.02,0.99,5.87,0.48,12.3,0.0,2144639.85,313078.0,205816.0,3262329.24,,,55000.0,1.08,,,,0.1,55261.0,3439.0,,,1.08,55000.0,,,,8.72,,,,6.18,6.18,4752761.0,49524627.03,,133.19,6.14,27.57,0.2299,28.95,0.0873,27.13
2011-08-05,457495.0,4428926.75,1.02,5.98,0.5,12.14,0.0,2138018.78,324513.0,220851.0,3141551.95,,,9716.0,0.4,,,,,15035.0,,,,0.4,9716.0,,1719.0,,8.7,,,,6.46,6.46,4696187.0,45462941.11,,125.09,6.5,26.0,0.214,27.3,0.0911,25.205
2011-08-08,477105.0,4557379.53,1.07,5.92,0.52,12.14,0.0,2265397.95,343523.0,237161.0,3281383.95,,,22023.0,0.47,,2500.0,,0.1,16823.0,3013.0,,,0.47,22023.0,0.07,,3013.0,8.64,0.11,,,6.83,6.83,4689180.0,44791760.61,,117.92,6.83,25.23,0.2013,26.5,0.0948,24.87
2011-08-09,477843.0,4613064.87,1.07,5.61,0.52,11.98,0.0,2296661.29,339365.0,237899.0,3276207.37,,,,0.0,,3300.0,,0.11,1596.0,4158.0,,,0.0,,0.08,,4158.0,8.43,0.12,,,6.75,6.75,4687259.0,45250489.89,,116.2,6.76,25.7,0.2005,26.99,0.0951,25.135
2011-08-10,470481.0,4588975.62,1.05,5.4,0.51,11.98,0.0,2248610.83,339699.0,230537.0,3313354.7,,,1596.0,,,,,0.02,,1262.0,,,,1596.0,,,7362.0,8.6,0.18,,,6.72,6.72,4714506.0,45984329.04,,118.88,6.75,26.2,0.2043,27.51,0.0931,25.395
