,MERY FP Equity_DX_SI_QTY,MERY FP Equity_DX_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MERY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MERY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MERY FP Equity_DX_SI_MV,MERY FP Equity_DX_DSS,MERY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY,MERY FP Equity_DX_BROKER_SI_QTY,MERY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MERY FP Equity_DX_BROKER_SI_MV_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_x,MERY FP Equity_DX_BROKER_SI_MV_INC_x,MERY FP Equity_DX_SUPPLY_SI_MV_NEW,MERY FP Equity_DX_BROKER_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_NEW,MERY FP Equity_DX_SUPPLY_SI_MV_DEC,MERY FP Equity_DX_BROKER_SI_QTY_INC,MERY FP Equity_DX_SUPPLY_SI_QTY_DEC,MERY FP Equity_DX_BROKER_SI_MV_NEW_y,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MERY FP Equity_DX_BROKER_SI_MV_INC_y,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_y,MERY FP Equity_DX_BROKER_SI_MV_ADD,MERY FP Equity_DX_SUPPLY_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_DEC,MERY FP Equity_DX_SUPPLY_SI_MV,MERY FP Equity_DX_BROKER_SI_MV_DEC,MERY FP Equity_DX_SUPPLY_SI_MV_RMV,MERY FP Equity_DX_BROKER_SI_MV_RMV,MERY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MERY FP Equity_DX_UTILIZATION_QUANTITY,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MERY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MERY FP Equity_DX_ACTIVE_UTILIZATION_MV,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MERY FP Equity_DX_BROKER_SI_CON_RATIO,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MERY FP Equity_DX_DEMAND_SUPPLY_RATIO,MERY FP Equity_PX_LAST
2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93
2006-06-14,622922.0,4192041.91,2.66,10.25,0.85,13.0,0.0,2209280.82,302105.0,328291.0,2033058.43,,,4829.0,4.52,,4560.0,,0.02,215803.0,709.0,,,4.52,4829.0,0.09,,,6.3,,,,49.77,49.77,304925.0,2052036.02,,6.36,49.74,31.52,0.3306,41.81,1.0262,20.8
2006-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13
2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5
2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2006-06-21,644912.0,4934693.85,2.75,8.5,0.88,14.18,0.0,2575856.14,311520.0,336637.0,2383667.58,,,14080.0,0.45,,,,0.08,12575.0,4665.0,,,0.45,14080.0,,,4229.0,7.02,0.08,,,52.86,52.86,277758.0,2125329.81,,6.27,52.8,29.92,0.3372,43.34,1.0944,23.65
2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.19
2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04
2006-06-28,670159.0,4937072.4,2.86,8.63,0.92,14.56,0.0,2468878.77,338278.0,335126.0,2492099.6,,,10749.0,0.0,,,,0.18,111.0,5516.0,,,0.0,10749.0,,21525.0,1622.0,7.47,0.04,,,39.26,39.26,523464.0,3856367.92,,11.47,39.42,29.35,0.3154,41.47,0.7777,22.77
2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3
2006-07-03,664571.0,5160374.72,2.3,8.86,0.91,14.59,0.0,2577225.02,332668.0,331904.0,2583157.46,,,10445.0,,,,,0.24,,12810.0,,,,10445.0,,,3222.0,7.45,0.04,0.07,,38.44,38.44,532644.0,4135965.36,3245.0,11.79,38.72,29.3,0.3163,41.83,0.768,24.0
2006-07-04,672513.0,5243802.64,2.32,9.09,0.92,14.81,0.0,2603612.69,338602.0,333911.0,2640189.95,,,6001.0,0.05,,,,0.0,2107.0,67.0,,,0.05,6001.0,,,99.0,7.61,0.0,,,37.82,37.82,556622.0,4340162.81,,12.4,38.02,29.08,0.3158,41.84,0.7512,24.1
2006-07-05,674430.0,5136555.09,2.33,9.23,0.92,14.95,0.0,2493921.14,350223.0,327452.0,2667348.33,,3245.0,8396.0,0.06,0.08,,,0.0,1935.0,20.0,,3245.0,0.06,8396.0,,,8395.0,7.93,0.17,,,37.78,37.78,576766.0,4392732.13,,12.95,37.99,27.63,0.3179,42.83,0.7275,23.54
2006-07-06,671895.0,5121595.87,2.32,10.48,0.92,14.78,0.0,2485978.17,345764.0,326132.0,2635625.32,,,755.0,0.03,,,,0.06,2452.0,1969.0,,,0.03,755.0,,,3772.0,7.75,0.09,0.08,,36.14,36.14,611016.0,4657538.79,3245.0,13.56,36.37,27.31,0.3173,42.7,0.7022,23.56
2006-07-07,670329.0,5064114.36,2.32,10.4,0.92,14.72,0.0,2441223.61,347188.0,323141.0,2622890.75,,,1424.0,,,,,,,,,,,1424.0,,,2990.0,7.76,0.07,,,36.01,36.01,616924.0,4660657.21,,13.67,36.23,27.42,0.3181,42.92,0.6953,23.35
2006-07-10,668193.0,5026358.84,2.31,10.52,0.92,14.65,0.0,2410262.85,347778.0,320415.0,2616095.98,,,631.0,0.01,,,,0.0,649.0,41.0,,,0.01,631.0,,,3376.0,7.76,0.08,,,36.06,36.06,616753.0,4639410.91,,13.64,36.26,27.53,0.3212,43.13,0.6928,23.25
2006-07-11,653830.0,4941585.27,2.26,10.55,0.9,14.35,0.0,2406814.96,335380.0,318450.0,2534770.3,,,,,,,,0.27,,12398.0,,,,,,,1965.0,7.5,0.04,,,35.07,35.07,620882.0,4692567.4,,13.72,35.34,27.99,0.3323,43.94,0.6837,23.36
2006-07-12,651643.0,4844939.63,2.25,10.83,0.89,14.21,0.0,2359923.21,334233.0,317409.0,2485008.98,,2355.0,1422.0,0.0,0.05,,,0.13,246.0,4924.0,,2355.0,0.0,1422.0,,,1286.0,7.4,0.03,,,34.62,34.62,631116.0,4692322.21,,13.87,34.79,28.09,0.3289,43.47,0.675,22.98
2006-07-13,651062.0,4762681.3,2.25,10.81,0.89,14.13,0.0,2330997.1,332413.0,318649.0,2431684.2,,,1737.0,0.01,,,,0.03,1240.0,1203.0,,,0.01,1737.0,,,,7.31,,0.05,,34.71,34.71,625376.0,4574781.79,2355.0,13.65,34.88,28.21,0.3309,43.48,0.6798,22.61
2006-07-14,649153.0,4698309.95,2.24,10.94,0.89,14.04,0.0,2294384.43,332144.0,317009.0,2403925.51,,,547.0,,,,,0.02,,816.0,,,,547.0,,,1640.0,7.28,0.04,,,34.73,34.73,624146.0,4517319.28,,13.56,34.92,28.34,0.331,43.5,0.6788,22.37
2006-07-17,648365.0,4631772.75,2.24,11.46,0.89,13.96,0.0,2254810.68,332733.0,315633.0,2376969.21,,,653.0,,,,,0.0,,65.0,,,,653.0,,,1376.0,7.25,0.04,,,34.79,34.79,623706.0,4455614.44,,13.5,34.95,28.44,0.3314,43.56,0.6779,22.08
2006-07-18,647684.0,4547278.08,2.24,11.83,0.89,13.89,0.0,2209524.84,332974.0,314710.0,2337753.24,,,1526.0,,,,,0.03,,1285.0,,,,1526.0,,,922.0,7.21,0.03,,,34.77,34.77,624536.0,4384759.95,,13.44,34.93,28.53,0.3312,43.5,0.6764,21.7
2006-07-19,634849.0,4518785.56,2.19,11.65,0.87,13.56,0.0,2228846.35,321717.0,313133.0,2289946.32,,,,,,,,0.26,,11257.0,,,,,,,1578.0,6.93,0.04,,,34.3,34.3,616278.0,4386599.22,,13.2,34.44,29.19,0.3296,42.91,0.6768,22.0
2006-07-20,632040.0,4601036.66,2.18,11.74,0.87,13.58,0.0,2258660.28,321769.0,310270.0,2342369.1,,,863.0,,,,,0.0,,810.0,,,,863.0,,,2862.0,6.99,0.05,,,34.68,34.68,606009.0,4411539.82,,13.05,34.89,29.19,0.331,43.28,0.6812,22.5
2006-07-21,632918.0,4709815.5,2.19,11.8,0.87,13.69,0.0,2314813.32,321847.0,311071.0,2395002.18,,,1057.0,0.03,,,,0.0,800.0,979.0,,,0.03,1057.0,,,,7.06,,,,34.63,34.63,607668.0,4521919.37,,13.21,34.83,29.02,0.3313,43.39,0.6809,23.0
2006-07-24,634412.0,4895402.26,2.19,12.27,0.87,13.87,0.0,2412807.39,321727.0,312684.0,2482587.16,,,1428.0,0.06,,,,0.0,1614.0,1548.0,,,0.06,1428.0,,,,7.16,,,,34.58,34.58,608741.0,4697313.52,,13.38,34.87,28.69,0.3315,43.54,0.6818,23.85
2006-07-25,639094.0,4931530.63,2.21,12.68,0.88,14.01,0.0,2433163.36,323771.0,315322.0,2498359.56,,,2667.0,0.06,,,,0.01,2638.0,623.0,,,0.06,2667.0,,,,7.22,,,,34.77,34.77,607423.0,4687143.25,,13.43,34.96,28.52,0.3311,43.48,0.6863,23.85
2006-07-26,653487.0,4941107.2,2.26,13.73,0.9,14.35,0.0,2412260.98,334453.0,319034.0,2528846.21,,,11843.0,0.09,,,,0.02,3712.0,1161.0,,,0.09,11843.0,,,,7.48,,,,34.52,34.52,634304.0,4796061.84,,14.05,34.74,27.82,0.3317,43.81,0.6746,23.37
2006-07-27,649162.0,4887402.25,2.24,13.77,0.89,14.21,0.0,2366621.41,334819.0,314343.0,2520780.84,,,985.0,0.0,,,,0.02,309.0,619.0,,,0.0,985.0,,,5000.0,7.46,0.12,,,34.86,34.86,625569.0,4709775.58,,13.78,35.14,28.04,0.3372,44.16,0.6759,23.27
2006-07-28,644772.0,4900245.04,2.23,13.61,0.88,14.14,0.0,2366264.5,333420.0,311352.0,2533980.54,,,,,,,,0.02,,1398.0,,,,,,,2992.0,7.46,0.06,,,34.27,34.27,639612.0,4861029.21,,14.11,34.57,28.14,0.3379,44.34,0.6626,23.49
2006-07-31,642777.0,4918357.41,2.22,14.22,0.88,14.14,0.0,2362671.23,334001.0,308776.0,2555686.17,,,766.0,,,,,0.0,,186.0,,,,766.0,,,2576.0,7.5,0.04,,,34.29,34.29,640132.0,4898118.57,,14.17,34.6,27.88,0.3388,44.61,0.6598,23.65
2006-08-01,646773.0,4896619.42,2.23,16.23,0.89,14.22,0.0,2364398.23,334471.0,312303.0,2532228.76,,,470.0,0.09,,,,,3527.0,,,,0.09,470.0,,,,7.49,,,,34.34,34.34,639651.0,4842699.84,,14.16,34.59,28.2,0.3378,44.29,0.664,23.4
2006-08-02,644251.0,4892116.63,2.23,19.8,0.88,14.17,0.0,2378601.5,331009.0,313242.0,2513515.13,,,,0.02,,,,0.07,939.0,3462.0,,,0.02,,,,,7.42,,,,33.46,33.46,658308.0,4998858.39,,14.57,33.73,28.27,0.3368,43.99,0.6512,23.47
2006-08-03,641884.0,4869989.32,2.22,21.44,0.88,14.12,0.0,2353449.33,331690.0,310194.0,2516539.99,,,680.0,,,,,,,,,,,680.0,,,3048.0,7.44,0.07,,,33.08,33.08,670899.0,5090126.82,,14.85,33.37,28.11,0.3376,44.24,0.6402,23.45
2006-08-04,641891.0,4892886.98,2.22,23.87,0.88,14.15,0.0,2364595.68,331684.0,310208.0,2528298.92,,,540.0,0.01,,,,0.01,14.0,546.0,,,0.01,540.0,,,,7.46,,,,33.12,33.12,669804.0,5105656.99,,14.84,33.44,28.05,0.3376,44.27,0.6409,23.56
2006-08-07,630988.0,4868981.17,2.18,25.7,0.87,14.19,0.0,2337425.48,328073.0,302915.0,2531555.68,,,,,,,,0.0,,3611.0,,,,,,,7293.0,7.5,0.0,,,33.19,33.19,660338.0,5095458.69,,14.92,33.47,27.97,0.3382,44.43,0.6384,23.85
2006-08-08,626958.0,4813542.36,2.17,26.15,0.86,14.12,0.0,2290232.66,328658.0,298300.0,2523309.7,,,672.0,,,,,0.0,,87.0,,,,672.0,,,4615.0,7.52,0.09,,,33.24,33.24,660028.0,5067441.1,,14.95,33.47,27.44,0.339,44.74,0.6341,23.73
2006-08-09,626088.0,4717734.32,2.16,27.29,0.86,14.1,0.0,2247767.32,327788.0,298300.0,2469967.0,,,,,,,,0.02,,870.0,,,,,,,,7.45,,,,32.2,32.2,690263.0,5201309.47,,15.62,32.31,27.48,0.3381,44.48,0.615,23.29
2006-08-10,626230.0,4619525.06,2.16,28.32,0.86,14.02,0.0,2200476.38,327930.0,298300.0,2419048.68,,,793.0,,,,,0.02,,650.0,,,,793.0,,,,7.4,,,,32.57,32.57,679015.0,5008905.37,,15.26,32.65,27.58,0.3376,44.33,0.6219,22.8
2006-08-11,624091.0,4603746.25,2.16,30.66,0.86,13.95,0.0,2200476.38,325791.0,298300.0,2403269.87,,,865.0,,,,,0.03,,3005.0,,,,865.0,,,,7.38,,,,32.52,32.52,676025.0,4986848.97,,15.2,32.67,27.66,0.3379,44.42,0.623,22.8
2006-08-14,624119.0,4603952.8,2.16,32.67,0.86,13.94,0.0,2200476.38,325819.0,298300.0,2403476.41,,,35.0,,,,,0.0,,7.0,,,,35.0,,,,7.37,,,,32.52,32.52,676233.0,4988383.32,,15.2,32.65,27.69,0.3378,44.39,0.6228,22.8
2006-08-15,625050.0,4610820.53,2.16,36.79,0.86,13.85,0.0,2200476.38,326750.0,298300.0,2410344.14,,,931.0,,,,,,,,,,,931.0,,,,7.35,,,,32.46,32.46,679971.0,5015957.51,,15.2,32.59,27.86,0.3385,44.55,0.6209,22.8
2006-08-16,618963.0,4565918.41,2.14,37.79,0.85,13.69,0.0,2200476.38,320663.0,298300.0,2365442.03,,,30.0,,,,,0.14,,6117.0,,,,30.0,,,,7.19,,,,32.0,32.0,681555.0,5027642.24,,15.22,32.09,28.2,0.3372,44.12,0.6176,22.8
2006-08-17,618187.0,4556193.91,2.14,38.6,0.85,13.68,0.0,2198546.14,319887.0,298300.0,2357647.77,,,9.0,,,,,0.01,,785.0,,,,9.0,,,,7.18,,,,32.3,32.3,670520.0,4941901.3,,14.97,32.42,28.21,0.3371,44.09,0.6242,22.78
2006-08-18,619816.0,4532103.65,2.14,39.75,0.85,13.71,0.0,2194021.17,319759.0,300057.0,2338082.48,,,,0.04,,,,0.01,1757.0,127.0,,,0.04,,,,,7.16,,,,32.3,32.3,670255.0,4900914.35,,14.92,32.42,28.46,0.3365,43.87,0.6261,22.6
2006-08-21,620508.0,4505042.05,2.14,39.56,0.85,13.67,0.0,2178321.29,320474.0,300034.0,2326720.76,,,794.0,,,,,0.0,,79.0,,,,794.0,,,23.0,7.13,0.0,,,32.3,32.3,671586.0,4875881.0,,14.88,32.41,28.51,0.3363,43.8,0.6255,22.44
2006-08-22,620408.0,4496286.94,2.14,39.93,0.85,13.65,0.0,2168676.75,321169.0,299239.0,2327610.19,,,735.0,,,,,0.0,,40.0,,,,735.0,,,795.0,7.15,0.02,,,32.32,32.32,672464.0,4873552.73,,14.88,32.46,28.41,0.3369,43.98,0.6244,22.4
2006-08-23,614468.0,4443297.68,2.12,39.8,0.84,12.45,0.0,2145548.43,317758.0,296710.0,2297749.25,,,1144.0,,,,,1.11,,4555.0,,,,1144.0,,,2529.0,6.02,0.06,,,31.43,31.43,693364.0,5013804.87,,13.1,31.48,30.75,0.3273,39.78,0.6077,22.35
2006-08-24,614438.0,4482839.85,2.12,41.29,0.84,12.45,0.0,2164747.97,317728.0,296710.0,2318091.88,,,,,,,,0.0,,30.0,,,,,,,,6.02,,,,31.72,31.72,683812.0,4988981.29,,12.91,31.81,30.76,0.3274,39.86,0.6135,22.55
2006-08-25,614538.0,4533276.42,2.12,40.17,0.84,12.48,0.0,2188747.39,317828.0,296710.0,2344529.02,,,100.0,,,,,,,,,,,100.0,,,,6.05,,,,31.7,31.7,684633.0,5050347.79,,13.0,31.78,30.71,0.3277,40.0,0.613,22.8
2006-08-28,612650.0,4519349.16,2.12,40.07,0.84,12.47,0.0,2188747.39,315940.0,296710.0,2330601.77,,,111.0,,,,,0.05,,2000.0,,,,111.0,,,,6.03,,,,31.52,31.52,686379.0,5063227.55,,13.04,31.61,30.76,0.3271,39.76,0.6112,22.8
2006-08-29,612618.0,4519113.11,2.12,40.3,0.84,12.49,0.0,2188747.39,315908.0,296710.0,2330365.72,,,,,,,,0.0,,32.0,,,,,,,,6.02,,,,31.53,31.53,685934.0,5059944.91,,13.04,31.59,30.7,0.3269,39.66,0.6115,22.8
2006-08-30,681311.0,5014820.74,2.35,45.9,0.93,15.22,0.0,2331158.42,364601.0,316710.0,2683662.32,,,,0.46,,,,0.0,20000.0,1307.0,,,0.46,,,50000.0,,8.29,,,,36.48,36.48,634918.0,4673342.94,,14.38,36.58,28.14,0.3512,47.06,0.6816,22.75
2006-08-31,681279.0,5036627.33,2.35,45.69,0.93,15.23,0.0,2341405.27,364569.0,316710.0,2695222.06,,,,,,,,0.0,,32.0,,,,,,,,8.31,,,,36.82,36.82,625492.0,4624199.64,,14.2,36.9,28.12,0.3513,47.09,0.6881,22.85
2006-09-01,681291.0,5179992.43,2.35,44.57,0.93,15.27,0.0,2408009.8,364581.0,316710.0,2771982.64,,,12.0,,,,,,,,,,,12.0,,,,8.34,,,,36.82,36.82,625459.0,4755490.51,,14.35,36.77,28.06,0.3519,47.23,0.6881,23.5
2006-09-04,681606.0,5182387.44,2.35,42.63,0.93,15.36,0.0,2408009.8,364896.0,316710.0,2774377.64,,,315.0,,,,,,,,,,,315.0,,,,8.41,,,,36.76,36.76,627846.0,4773639.36,,14.36,36.94,27.97,0.3527,47.4,0.6866,23.5
2006-09-05,681551.0,5248122.07,2.35,43.77,0.93,15.44,0.0,2438750.35,364841.0,316710.0,2809371.72,,,,,,,,0.0,,55.0,,,,,,,,8.44,,,,36.62,36.62,631324.0,4861360.95,,14.5,36.79,27.81,0.3522,47.33,0.6842,23.8
2006-09-06,681513.0,5201525.08,2.35,44.89,0.93,15.67,0.0,2417231.96,364803.0,316710.0,2784293.11,,,,,,,,0.0,,37.0,,,,,,,,8.64,,,,36.29,36.29,640409.0,4887806.21,,15.02,36.52,27.43,0.353,47.59,0.678,23.59
2006-09-07,681397.0,5202844.32,2.35,43.5,0.93,15.7,0.0,2418256.65,364687.0,316710.0,2784587.68,,,,,,,,0.0,,117.0,,,,,,,,8.64,,,,36.67,36.67,629782.0,4808735.15,,14.79,36.87,27.35,0.3523,47.47,0.6852,23.6
2006-09-08,681426.0,5203065.76,2.35,42.88,0.93,15.67,0.0,2418256.65,364716.0,316710.0,2784809.11,,,30.0,,,,,,,,,,,30.0,,,,8.63,,,,36.66,36.66,630143.0,4811491.58,,14.78,36.87,27.41,0.3526,47.51,0.6849,23.6
2006-09-11,693522.0,5250548.94,2.4,38.75,0.95,15.91,0.0,2489264.21,364726.0,328796.0,2761284.74,,,9.0,0.29,,,,,12086.0,,,,0.29,9.0,,,,8.59,,,,35.94,35.94,650148.0,4922171.03,,15.2,36.1,28.81,0.3496,46.54,0.6834,23.4
2006-09-12,693440.0,5238710.34,2.4,41.7,0.95,15.91,0.0,2483945.26,364644.0,328796.0,2754765.07,,,,,,,,0.0,,82.0,,,,,,,,8.59,,,,35.83,35.83,652951.0,4932829.31,,15.3,35.96,28.8,0.3494,46.52,0.6815,23.35
2006-09-13,693450.0,5339747.5,2.4,36.77,0.95,15.85,0.0,2531985.14,364655.0,328818.0,2807939.47,,,11.0,,,22.0,,,,,,,,11.0,0.0,,,8.56,,,,35.5,35.5,662649.0,5102571.69,,15.5,35.58,28.89,0.3494,46.48,0.675,23.8
2006-09-14,743568.0,5716046.31,2.57,38.98,1.02,17.05,1.0,2434820.73,426859.0,316732.0,3281402.39,,,62204.0,,,,,,,,,,,62204.0,,,12086.0,10.04,0.28,,,41.81,41.81,594115.0,4567153.05,,13.92,41.9,27.51,0.3527,47.52,0.7283,23.76
2006-09-15,744668.0,5746186.09,2.57,37.87,1.02,17.16,1.0,2444043.54,427959.0,316732.0,3302320.03,,,1100.0,,,,,,,,,,,1100.0,,,,10.1,,,,41.97,41.97,591769.0,4566350.1,,13.91,42.06,27.36,0.3521,47.42,0.7303,23.85
2006-09-18,744592.0,5721509.07,2.57,37.6,1.02,17.12,1.0,2433795.97,427883.0,316732.0,3287889.83,,,,,,,,0.01,,76.0,,,,,,,,10.06,,,,41.93,41.93,592653.0,4553996.71,,13.88,42.01,27.44,0.3518,47.35,0.7296,23.75
2006-09-19,684469.0,5259518.76,2.36,32.97,0.94,15.71,0.0,2433795.97,367760.0,316732.0,2825899.52,,,177.0,,,,,1.43,,60300.0,,,,177.0,,,,8.65,,,,36.04,36.04,652725.0,5015595.13,,15.32,36.08,30.2,0.3312,41.97,0.6707,23.75
2006-09-20,635727.0,4893208.37,2.2,31.22,0.87,14.58,0.0,2405875.36,323178.0,312572.0,2487510.04,,,,,,,,1.02,,44582.0,,,,,,,4160.0,7.62,0.1,,,31.68,31.68,696931.0,5364297.26,,16.48,31.63,32.1,0.3395,43.64,0.6232,23.79
2006-09-21,636136.0,4908705.4,2.2,31.62,0.87,14.56,0.0,2411943.15,323587.0,312572.0,2496939.73,,,409.0,,,,,,,,,,,409.0,,,,7.61,,,,31.99,31.99,687846.0,5307722.52,,16.26,31.88,32.16,0.3394,43.58,0.6289,23.85
2006-09-22,656475.0,5180344.04,2.27,29.7,0.9,15.09,0.0,2584920.46,328926.0,327572.0,2595605.08,,,338.0,0.36,,,,,15000.0,,,,0.36,338.0,,5000.0,,7.77,,,,32.54,32.54,681989.0,5381678.9,,16.28,32.31,33.61,0.3367,42.09,0.6494,24.39
2006-09-25,684167.0,5398865.82,2.36,29.1,0.94,15.88,0.0,2545464.7,361618.0,322572.0,2853582.62,,,1192.0,,,,,,,,,,,1192.0,,31500.0,5000.0,8.66,0.11,,,35.72,35.72,650766.0,5135293.45,,15.53,35.8,31.88,0.3066,40.4,0.6758,24.39
2006-09-26,683692.0,5591987.33,2.36,29.2,0.94,15.99,0.0,2638349.63,361143.0,322572.0,2953825.82,,,,,,,,0.0,,475.0,,,,,,,,8.71,,,,35.73,35.73,649555.0,5312777.29,,15.76,35.59,31.63,0.3045,40.16,0.6765,25.28
2006-09-27,587200.0,4911059.61,2.03,23.68,0.81,13.9,0.0,2697837.74,264652.0,322572.0,2213422.6,,,1509.0,,,,,2.99,,125000.0,,,,1509.0,,27000.0,,6.6,,,,26.55,26.55,732286.0,6124489.44,,18.61,26.18,29.29,0.2846,37.41,0.589,25.85
2006-09-28,593405.0,5039751.47,2.05,22.08,0.81,14.25,0.0,2762591.15,268148.0,325281.0,2277364.16,,,3497.0,,,2798.0,,,,,,,,3497.0,0.07,,89.0,6.79,0.0,,,27.16,27.16,719208.0,6108188.47,,18.33,27.01,29.46,0.2808,36.71,0.601,26.25
2006-09-29,625017.0,5364851.33,2.16,21.14,0.86,15.25,0.0,3062431.35,268260.0,356780.0,2302617.4,,,112.0,,,31500.0,,,,,,,,112.0,0.83,,1.0,6.88,0.0,,,27.2,27.2,717867.0,6161831.96,,18.4,27.23,27.83,0.2581,34.07,0.6338,26.53
2006-10-02,624941.0,5257036.32,2.16,20.65,0.86,15.29,0.0,2999115.32,268439.0,356526.0,2258122.88,,,179.0,0.0,,,,,23.0,,,,0.0,179.0,,,277.0,6.9,0.0,,,27.19,27.19,718971.0,6048021.59,,18.36,27.33,27.85,0.2579,33.99,0.6329,26.0
2006-10-03,546175.0,4576781.64,1.89,17.57,0.75,13.23,0.0,2595360.11,236478.0,309720.0,1981614.26,,,,,,,,0.87,,31961.0,,,,,,,46806.0,5.99,1.21,,,23.97,23.97,750173.0,6286223.31,,19.11,23.87,33.43,0.3134,36.84,0.5536,25.9
2006-10-04,599968.0,4988727.96,2.07,19.2,0.82,14.56,0.0,2575185.68,290288.0,309704.0,2413741.84,,,,,,,,0.01,,447.0,,,,,,54257.0,16.0,7.38,0.0,,,28.81,28.81,717409.0,5965248.71,,18.2,28.85,32.54,0.3015,32.9,0.5954,25.7
2006-10-05,603373.0,5056083.62,2.08,18.75,0.83,14.61,0.0,2595100.34,293707.0,309689.0,2461176.01,,,3809.0,,,,,0.01,,390.0,,,,3809.0,,,15.0,7.44,0.0,,,29.43,29.43,704277.0,5901628.68,,17.89,29.37,32.2,0.2969,32.72,0.6046,25.9
2006-10-06,614627.0,5249817.09,2.12,18.33,0.84,14.96,0.0,2645250.05,305600.0,309695.0,2610272.74,,,11893.0,0.0,,,,,6.0,,,,0.0,11893.0,,,,7.81,,,,31.72,31.72,657792.0,5618509.58,,16.84,31.7,31.7,0.2854,31.97,0.638,26.4
2006-10-09,616101.0,5222540.5,2.13,17.9,0.84,15.05,0.0,2630711.7,306701.0,310344.0,2599830.86,,,1101.0,0.02,,,,,649.0,,,,0.02,1101.0,,,,7.88,,,,30.22,30.22,708047.0,6001944.7,,18.09,30.33,31.8,0.285,31.8,0.6071,26.2
2006-10-10,531023.0,4533998.1,1.83,15.39,0.73,12.92,0.0,2652069.09,221386.0,310611.0,1890245.25,,,5000.0,0.01,,,,2.25,277.0,90316.0,,,0.01,5000.0,,,10.0,5.75,0.0,,,21.83,21.83,792902.0,6769982.01,,20.19,22.16,32.84,0.3085,32.89,0.5235,26.39
2006-10-11,686520.0,5841677.18,2.37,19.67,0.94,16.88,0.0,2600410.87,381888.0,305603.0,3249528.66,,,143003.0,,,,,1.34,,52500.0,,,,143003.0,,70000.0,5009.0,9.8,0.09,,,36.39,36.39,667508.0,5679901.9,,17.36,36.07,31.8,0.3125,36.59,0.6542,26.3
2006-10-12,718768.0,6127706.63,2.48,20.69,0.99,18.33,0.0,2417840.83,436093.0,283608.0,3717819.89,,,,0.47,,,,0.0,115.0,5795.0,,,0.47,,,60000.0,22110.0,11.34,0.56,,,42.25,42.25,595977.0,5080877.57,,15.63,42.05,31.87,0.2696,32.74,0.6964,26.35
2006-10-13,718361.0,6119529.38,2.48,21.07,0.99,18.36,0.0,2603369.03,435688.0,305605.0,3711512.07,,,,0.57,,,,0.0,22000.0,405.0,,,0.57,,,,3.0,11.38,0.0,,,42.23,42.23,596092.0,5077951.77,,15.55,42.25,31.82,0.2698,32.86,0.6962,26.0
2006-10-16,718935.0,6124419.14,2.48,21.55,0.99,18.28,0.0,2603181.61,436277.0,305583.0,3716529.6,,,588.0,,,,,,,,,,,588.0,,,22.0,11.3,0.0,,,42.3,42.3,594992.0,5068581.16,,15.55,42.08,31.96,0.2699,32.71,0.6971,26.0
2006-10-17,720172.0,6146754.81,2.49,21.54,0.99,18.28,0.0,2617158.14,436463.0,306634.0,3725264.31,,,186.0,0.03,,,,,1051.0,,,,0.03,186.0,,,,11.31,,,,42.29,42.29,595614.0,5083637.27,,15.61,42.01,32.04,0.2698,32.74,0.6978,26.05
