,ALEO2 FP Equity_DX_SI_QTY,ALEO2 FP Equity_DX_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEO2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEO2 FP Equity_DX_SI_MV,ALEO2 FP Equity_DX_DSS,ALEO2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SUPPLY_SI_QTY,ALEO2 FP Equity_DX_BROKER_SI_QTY,ALEO2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_x,ALEO2 FP Equity_DX_BROKER_SI_QTY_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_MV_DEC,ALEO2 FP Equity_DX_BROKER_SI_QTY_INC,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_y,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALEO2 FP Equity_DX_BROKER_SI_MV_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEO2 FP Equity_DX_BROKER_SI_QTY_DEC,ALEO2 FP Equity_DX_SUPPLY_SI_MV,ALEO2 FP Equity_DX_BROKER_SI_MV_DEC,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEO2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALEO2 FP Equity_DX_BROKER_SI_CON_RATIO,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEO2 FP Equity_DX_DEMAND_SUPPLY_RATIO,ALEO2 FP Equity_PX_LAST
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2015-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
