,ENGI FP Equity_DX_SI_QTY,ENGI FP Equity_DX_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENGI FP Equity_DX_SI_MV,ENGI FP Equity_DX_DSS,ENGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY,ENGI FP Equity_DX_BROKER_SI_QTY,ENGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENGI FP Equity_DX_BROKER_SI_MV_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENGI FP Equity_DX_BROKER_SI_MV_INC_x,ENGI FP Equity_DX_SUPPLY_SI_MV_NEW,ENGI FP Equity_DX_BROKER_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_NEW,ENGI FP Equity_DX_SUPPLY_SI_MV_DEC,ENGI FP Equity_DX_BROKER_SI_QTY_INC,ENGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ENGI FP Equity_DX_BROKER_SI_MV_NEW_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENGI FP Equity_DX_BROKER_SI_MV_INC_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENGI FP Equity_DX_BROKER_SI_MV_ADD,ENGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV,ENGI FP Equity_DX_BROKER_SI_MV_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV_RMV,ENGI FP Equity_DX_BROKER_SI_MV_RMV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENGI FP Equity_DX_UTILIZATION_QUANTITY,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENGI FP Equity_DX_BROKER_SI_CON_RATIO,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENGI FP Equity_DX_DEMAND_SUPPLY_RATIO,ENGI FP Equity_PX_LAST
2010-06-17,89032072.0,1370661354.38,7.21,13.32,3.94,2326.01,1.0,926479990.29,39143652.0,60180024.0,602622064.84,,,1239700.0,130.82,,,,51.01,4975504.0,2076325.0,,,130.82,1239700.0,,255794.0,410792.0,1010.41,2.42,,,16.03,16.03,204992480.0,3155888254.22,,5294.44,16.03,21.37,0.1211,22.02,0.3647,26.0
2010-06-18,89264488.0,1366046850.38,7.23,13.61,3.95,2337.32,1.0,923402772.5,38066728.0,60339860.0,582548951.48,,,11649.0,21.71,,,,46.65,791295.0,1873955.0,,,21.71,11649.0,,785385.0,631456.0,986.99,14.6,,,15.51,15.51,207406080.0,3174010501.61,,5374.32,15.52,21.32,0.1229,22.82,0.3636,25.845
2010-06-21,86847976.0,1352464235.91,7.03,14.08,3.84,2273.2,1.0,908269248.55,36065912.0,58324164.0,561646435.09,,,519309.0,1.27,,,,76.15,118000.0,2919342.0,,,1.27,519309.0,,399216.0,2133697.0,938.97,56.13,,,14.8,14.8,207609120.0,3233050702.86,,5398.7,14.82,21.79,0.126,23.56,0.3564,26.3
2010-06-22,86563912.0,1338301874.21,7.01,14.96,3.83,2285.86,1.0,895044043.59,38842732.0,57893152.0,600519313.81,,,3880825.0,56.53,,,,32.24,2175000.0,1247444.0,,,56.53,3880825.0,,143438.0,2606010.0,1021.26,65.38,,,15.89,15.89,205530400.0,3177556480.21,,5410.94,15.88,22.05,0.1261,23.43,0.3542,26.11
2010-06-23,87319448.0,1323872318.11,7.07,15.34,3.86,2284.82,1.0,860326805.81,38726076.0,56745096.0,587135869.27,,,1178365.0,48.18,,,,48.7,1994567.0,1820616.0,,,48.18,1178365.0,,525595.0,11091.0,1004.78,0.52,,83.28,15.76,15.76,207003392.0,3138430976.14,,5378.03,15.74,21.87,0.1269,23.29,0.3553,25.605
2010-06-24,83593936.0,1237442769.88,6.77,14.88,3.7,2156.29,1.0,799243275.7,38174792.0,53991904.0,565102238.42,48.29,,386020.0,97.58,,,1864545.0,24.95,3865902.0,937303.0,48.29,,97.58,386020.0,,,8483637.0,969.28,228.4,,,15.5,15.5,208093728.0,3080415775.27,,5282.97,15.5,15.19,0.1046,22.58,0.3394,25.0
2010-06-25,78216584.0,1128895673.69,6.33,13.76,3.46,1994.31,1.0,716889470.44,36479844.0,49670352.0,526511590.79,,,483667.0,0.0,,388347.0,,60.43,357803.0,2314016.0,,,0.0,483667.0,10.22,135399.0,5067704.0,914.14,134.77,,,14.92,14.92,207980576.0,3001772264.27,,5196.19,14.96,16.44,0.0998,20.01,0.32,24.375
2010-06-28,74333640.0,1077034732.75,6.02,13.13,3.29,1874.79,1.0,672254101.0,36360328.0,46396920.0,526831945.13,,,159719.0,0.0,,595000.0,,18.29,54100.0,726104.0,,,0.0,159719.0,14.5,446869.0,3922531.0,905.67,111.32,,,14.9,14.9,207729728.0,3009836893.23,,5101.5,15.08,17.09,0.1027,21.31,0.3045,24.47
2010-06-29,74526632.0,1038349986.85,6.03,13.18,3.3,1873.7,1.0,648568694.95,37071476.0,46550432.0,516502162.84,,,94581.0,17.94,,,,8.43,694671.0,311797.0,,,17.94,94581.0,,928366.0,541158.0,921.03,12.84,,,15.03,15.03,209533328.0,2919344703.16,,5149.61,15.17,16.85,0.1017,21.16,0.3022,23.53
2010-06-30,71978248.0,1001565769.34,5.83,12.64,3.18,1768.47,1.0,602893260.92,36123756.0,43327360.0,502656267.34,,,1108098.0,5.08,,,,55.12,384332.0,2189089.0,,,5.08,1108098.0,,133270.0,3607405.0,874.64,90.01,,,14.62,14.62,210919184.0,2934906595.55,,4996.36,14.9,17.26,0.1061,22.42,0.2914,23.5
2010-07-01,62826200.0,847989995.5,5.09,11.18,2.78,1506.29,1.0,460192579.8,35496420.0,34094920.0,479109177.95,,,,23.5,,67180.0,,29.62,1000000.0,1096095.0,,,23.5,,1.66,468760.0,10299620.0,845.31,273.66,,,14.16,14.16,215251184.0,2905330109.91,,5031.76,14.38,8.52,0.087,20.5,0.2506,22.795
2010-07-02,62797064.0,865258874.01,5.08,11.32,2.78,1485.38,1.0,469782028.17,35467284.0,34094920.0,488691353.76,,,15000.0,,,,,1.42,,60000.0,,,,15000.0,,15864.0,,838.49,,,,14.23,14.23,213713664.0,2944686144.47,,4946.25,14.49,8.5,0.0861,20.22,0.252,23.27
2010-07-05,62990840.0,859909735.51,5.1,11.75,2.79,1499.46,1.0,477278404.49,34995300.0,34962004.0,477732939.69,,,19090.0,15.67,,309083.0,,13.55,678000.0,505560.0,,,15.67,19090.0,7.05,14486.0,120000.0,829.28,2.42,,,14.08,14.08,213586496.0,2915743103.01,,4991.91,14.25,8.5,0.0869,20.42,0.2534,23.055
2010-07-06,61470360.0,868453431.22,4.98,11.47,2.72,1463.61,1.0,484570441.54,34638244.0,34298580.0,489369215.56,,,579470.0,,,153826.0,,21.87,,936526.0,,,,579470.0,3.55,,817250.0,820.68,20.3,,,13.92,13.92,214160368.0,3025658324.11,,4991.03,14.12,8.09,0.0863,20.59,0.2471,23.86
2010-07-07,64243660.0,935403828.76,5.2,12.16,2.84,1559.34,1.0,537789343.49,34760740.0,36935444.0,506125106.92,,,446700.0,68.86,,,,9.3,2773941.0,347796.0,,,68.86,446700.0,,23591.0,137077.0,838.99,3.19,,,13.93,13.93,214801696.0,3127566655.8,,5169.52,13.96,11.53,0.0872,19.91,0.2574,24.59
2010-07-08,64875000.0,955160103.45,5.25,12.3,2.87,1600.28,1.0,547243503.63,34724040.0,37169080.0,511244973.24,,,112956.0,17.68,,,,12.33,737309.0,522905.0,,,17.68,112956.0,,373249.0,503672.0,855.76,10.81,,,13.81,13.81,216701024.0,3190507475.95,,5329.99,13.83,11.17,0.0874,19.99,0.258,24.865
2010-07-09,67088936.0,991728545.79,5.43,12.87,2.97,1672.15,1.0,575188027.33,35185264.0,38910600.0,520119005.91,,,623632.0,51.86,,,,4.12,1926808.0,192242.0,,,51.86,623632.0,,29836.0,185291.0,877.01,4.32,,,14.06,14.06,215018656.0,3178469532.33,,5355.57,14.07,10.63,0.0861,19.28,0.2681,24.965
2010-07-12,63651472.0,945814550.75,5.15,12.33,2.81,1601.59,1.0,535886458.2,34599288.0,36064112.0,514120239.61,,,766702.0,,,,,34.88,,1409681.0,,,,766702.0,,57000.0,2846485.0,866.14,61.81,,,13.76,13.76,216790496.0,3221348998.51,,5423.07,13.77,9.65,0.0866,20.31,0.2532,25.095
2010-07-13,64194464.0,972698401.97,5.2,12.52,2.84,1621.65,1.0,546871957.0,35325144.0,36091508.0,535259724.55,,40000.0,103879.0,1.12,1.0,,,2.03,47296.0,110549.0,,40000.0,1.12,103879.0,,732529.0,19900.0,887.59,0.47,1.0,,14.06,14.06,215988000.0,3272730533.96,40000.0,5415.84,14.08,9.57,0.0855,20.15,0.2554,25.59
2010-07-14,64197124.0,972358582.73,5.2,12.73,2.84,1645.07,1.0,540053247.97,35552368.0,35655432.0,538492194.16,,,81000.0,,,73661.0,,18.23,,801549.0,,,,81000.0,1.89,947769.0,509736.0,909.0,11.85,,,14.15,14.15,215663328.0,3266533995.54,,5504.55,14.17,9.46,0.0855,20.23,0.2555,25.58
2010-07-15,62707680.0,940516161.52,5.08,12.58,2.77,1606.21,1.0,522958151.32,33625888.0,34867548.0,504335212.36,,,190186.0,24.13,,,,60.92,756000.0,2380470.0,,,24.13,190186.0,,263806.0,1543884.0,854.38,39.99,,,13.37,13.37,217845600.0,3267339941.71,,5525.77,13.39,11.0,0.0893,20.84,0.2494,25.33
2010-07-16,61836568.0,890469990.14,5.01,12.46,2.73,1563.07,1.0,487983325.35,33435838.0,33886840.0,481488725.8,,,51860.0,0.0,,,,9.65,105292.0,366532.0,,,0.0,51860.0,,124622.0,1086000.0,836.26,28.03,,,13.45,13.45,215077888.0,3097203014.34,,5393.58,13.42,10.54,0.0898,21.29,0.2488,24.32
2010-07-19,61388304.0,890557691.66,4.97,12.22,2.71,1511.88,1.0,494953231.27,32702090.0,34118328.0,474407922.77,,,36034.0,4.74,,,,20.39,373485.0,779782.0,,,4.74,36034.0,,10000.0,142000.0,797.48,10.24,,,12.97,12.97,219355168.0,3182176723.25,,5345.99,12.98,10.29,0.0905,21.34,0.2435,24.5
2010-07-20,60908600.0,876926573.36,4.93,12.14,2.69,1504.72,1.0,484224673.51,32228106.0,33632744.0,464001513.09,,,19328.0,,,66274.0,,11.88,,493427.0,,,,19328.0,1.62,115.0,551855.0,790.2,15.03,,,12.94,12.94,216843168.0,3121981727.88,,5318.79,12.93,10.42,0.0921,21.57,0.2445,24.315
2010-07-21,60778272.0,875050186.67,4.92,12.31,2.69,1494.27,1.0,484202443.89,32479320.0,33631200.0,467618346.06,,,263330.0,8.18,,,,5.44,455000.0,221993.0,,,8.18,263330.0,,209877.0,456542.0,792.56,11.25,,,13.1,13.1,215432960.0,3101678373.86,,5257.77,13.1,10.56,0.0925,21.62,0.2452,24.315
2010-07-22,59998144.0,897390570.32,4.86,12.39,2.65,1478.76,1.0,504395528.16,31607286.0,33723104.0,472749297.21,,,1897.0,12.23,,193127.0,,20.29,510000.0,879124.0,,,12.23,1897.0,4.78,5193.0,611224.0,774.2,16.57,,,12.77,12.77,215809280.0,3227853395.91,,5272.64,12.8,10.48,0.0914,21.69,0.2425,25.26
2010-07-23,60164048.0,901653211.13,4.87,12.42,2.66,1523.14,1.0,512757201.33,31281868.0,34214428.0,468808161.52,,,,26.02,,,,8.55,609327.0,342587.0,,,26.02,,,17168.0,118005.0,790.73,2.86,,,12.87,12.87,211864496.0,3175123840.45,,5334.79,12.91,10.21,0.0922,21.95,0.2474,25.31
2010-07-26,60526720.0,907984401.72,4.9,12.71,2.68,1537.95,1.0,511866089.54,31650660.0,34121264.0,474803617.05,,,5000.0,,,,,6.32,,249358.0,,,,5000.0,,613152.0,93163.0,798.31,2.74,,,12.81,12.81,215452080.0,3232078790.28,,5428.51,12.82,10.53,0.0923,21.81,0.2449,25.335
2010-07-27,58991072.0,891584230.71,4.78,12.53,2.61,1504.16,1.0,491203896.36,30649950.0,32500176.0,463239794.86,,,107489.0,0.88,,,,34.53,27771.0,1376411.0,,,0.88,107489.0,,268211.0,1648859.0,777.4,41.69,,,12.18,12.18,220997200.0,3340126088.06,,5601.79,12.19,10.87,0.0948,22.43,0.2344,25.525
2010-07-28,58654672.0,890146638.64,4.75,12.59,2.59,1505.84,1.0,489271369.28,30474036.0,32239690.0,462475703.74,,,7048.0,1.72,,79713.0,,4.44,22677.0,185951.0,,,1.72,7048.0,2.14,2990.0,362877.0,778.27,8.49,,,12.06,12.06,222166368.0,3371609437.92,,5674.12,12.06,11.0,0.0959,22.59,0.2322,25.63
2010-07-29,57999608.0,890679896.81,4.7,12.73,2.56,1491.65,1.0,482627224.34,30795772.0,31427890.0,472920007.1,,,165000.0,,,,,,,,,,,165000.0,,156735.0,811800.0,785.67,19.45,,,12.2,12.2,221702144.0,3404603057.66,,5675.19,12.16,11.08,0.0982,23.01,0.2297,25.935
2010-07-30,57654292.0,870185451.84,4.67,12.51,2.55,1495.0,1.0,467558565.8,30530172.0,30978176.0,460796769.76,,,104283.0,,,,,9.94,,389882.0,,,,104283.0,,20000.0,449713.0,787.11,11.18,,,12.2,12.2,219655632.0,3315297591.04,,5678.37,12.17,11.2,0.0994,23.16,0.2304,25.49
2010-08-02,57618720.0,895236491.2,4.67,12.71,2.55,1482.69,1.0,481099560.12,30508512.0,30964266.0,474018396.01,,,10000.0,,,,,1.12,,31790.0,,,,10000.0,,129.0,13911.0,780.94,0.37,,,12.24,12.24,218787520.0,3399356523.76,,5591.33,12.26,11.11,0.0991,23.16,0.2311,26.24
2010-08-03,55686796.0,867198102.61,4.51,12.2,2.46,1464.41,1.0,481751793.38,28535346.0,30935508.0,444374603.78,,,149633.0,,,288242.0,,53.98,,2149515.0,,,,149633.0,7.94,26716.0,317000.0,745.53,3.32,,,11.43,11.43,221160720.0,3444086759.01,,5789.18,11.41,11.6,0.1037,24.15,0.223,26.3
2010-08-04,55760904.0,872974577.02,4.51,12.22,2.47,1474.4,1.0,484424588.87,28510922.0,30942428.0,446357721.77,,,36172.0,0.21,,,,3.45,6921.0,131978.0,,,0.21,36172.0,,71382.0,,750.38,,,,11.39,11.39,221874496.0,3473594945.6,,5849.09,11.37,11.56,0.1036,24.12,0.2227,26.44
2010-08-05,55885516.0,882867296.71,4.52,12.12,2.47,1484.85,1.0,487436194.33,28723244.0,30854720.0,453763597.41,,,298668.0,0.1,,,,5.55,3900.0,209339.0,,,0.1,298668.0,,122993.0,91610.0,759.6,2.39,,,11.45,11.45,222197744.0,3510231910.19,,5875.1,11.45,11.61,0.1045,24.26,0.2227,26.68
2010-08-06,56205764.0,871619009.57,4.55,12.34,2.49,1495.4,1.0,467791788.56,28659972.0,30165238.0,444448658.49,,,1000.0,17.7,,,,11.45,624700.0,441275.0,,,17.7,1000.0,,377003.0,1314181.0,757.76,33.96,,,11.36,11.36,223606496.0,3467610058.25,,5922.68,11.34,11.06,0.1016,23.47,0.2228,26.19
2010-08-09,54471716.0,864080312.19,4.41,12.14,2.41,1441.41,1.0,451904969.85,28603024.0,28488138.0,453727396.94,,,19679.0,0.0,,,,3.63,2900.0,130747.0,,,0.0,19679.0,,54120.0,1680000.0,753.45,46.69,,,11.36,11.36,223193968.0,3540507399.26,,5886.69,11.35,11.47,0.0925,20.7,0.2163,26.79
2010-08-10,53812492.0,840240427.64,4.36,12.08,2.38,1439.93,1.0,437450318.67,28545802.0,28016138.0,445720612.23,,,381714.0,,,,,13.57,,499488.0,,,,381714.0,,60552.0,472000.0,760.8,9.72,,,11.28,11.28,224559456.0,3506322162.88,,6004.93,11.24,11.53,0.0933,21.05,0.2126,26.37
2010-08-11,54071400.0,820430558.05,4.38,12.28,2.39,1433.59,1.0,425604622.27,29015704.0,28049952.0,440258070.35,,,,4.55,,,,2.91,163514.0,82239.0,,,4.55,,,553200.0,129700.0,766.02,9.96,0.03,,11.47,11.47,223950848.0,3398027778.09,1060.0,5927.0,11.45,11.66,0.0915,20.7,0.2137,25.625
2010-08-12,55025840.0,846478958.92,4.45,12.6,2.43,1428.44,1.0,456549921.69,28251812.0,29678284.0,434606076.15,,,61815.0,37.78,,,,22.5,1846333.0,847030.0,,,37.78,61815.0,,21325.0,218000.0,733.45,6.24,,,11.3,11.3,221837760.0,3412596629.75,,5715.08,11.37,12.22,0.0938,20.2,0.22,25.98
2010-08-13,60021440.0,915153580.94,4.86,14.06,2.65,1566.28,1.0,481273485.05,31360802.0,31564896.0,478161641.1,,,916422.0,,,2195000.0,,0.61,,23433.0,,,,916422.0,57.43,2216000.0,308390.0,817.79,8.13,,,13.05,13.05,209004560.0,3186715805.48,,5448.58,13.05,11.21,0.0874,18.41,0.2497,25.75
2010-08-16,59947180.0,900177900.59,4.85,14.39,2.65,1549.56,1.0,466038870.92,31738664.0,31035772.0,476593626.7,,,328053.0,0.0,,,,4.2,59278.0,140928.0,,,0.0,328053.0,,190738.0,588400.0,818.24,14.33,,,12.72,12.72,217842592.0,3271164500.56,,5599.58,12.75,11.3,0.0883,18.5,0.2402,25.36
2010-08-17,60325524.0,927648383.41,4.88,14.49,2.67,1548.86,1.0,485988929.02,31810492.0,31604148.0,489161958.7,,3.0,255855.0,8.92,0.0,161859.0,,14.74,442794.0,571893.0,,3.0,8.92,255855.0,4.64,387865.0,36278.0,813.87,1.65,0.0,,12.83,12.83,216196416.0,3324534003.25,3.0,5519.87,12.85,11.57,0.0884,18.35,0.2432,25.97
2010-08-18,59448444.0,912225156.34,4.81,14.47,2.63,1549.59,1.0,471955973.1,30710104.0,30756714.0,471240751.44,,,406815.0,4.98,,,,37.63,15000.0,1485435.0,,,4.98,406815.0,,149744.0,862434.0,796.93,20.78,4.35,,12.4,12.4,216971744.0,3329390473.05,171512.0,5634.21,12.39,11.89,0.0881,18.76,0.24,25.915
2010-08-19,58582248.0,877600564.01,4.74,14.62,2.59,1519.58,1.0,465087380.16,29663408.0,31045860.0,444377340.92,,,144013.0,3.38,,108645.0,,31.75,205500.0,1194110.0,,,3.38,144013.0,2.92,3400.0,25000.0,765.26,0.61,,,12.0,12.0,217522304.0,3258627027.7,,5615.82,11.99,12.07,0.089,19.03,0.237,25.3
2010-08-20,58737280.0,868445788.12,4.76,14.69,2.6,1495.65,1.0,460724521.22,29570604.0,31161076.0,437208983.73,,,192814.0,2.01,,,,7.46,282712.0,286988.0,,,2.01,192814.0,,1372.0,167496.0,748.07,5.13,,,11.88,11.88,219374016.0,3243501234.96,,5559.3,11.86,11.96,0.0901,19.47,0.2359,24.97
2010-08-23,58276496.0,863358314.56,4.72,14.49,2.58,1466.69,1.0,454789929.02,29486174.0,30698220.0,436833633.36,,,52712.0,3.4,,,,3.73,152209.0,139165.0,,,3.4,52712.0,,2022.0,615063.0,739.11,18.67,,,11.78,11.78,220877696.0,3272272844.64,,5550.81,11.75,12.04,0.0903,19.64,0.2328,25.02
2010-08-24,54975232.0,798011790.18,4.45,13.61,2.43,1379.65,1.0,413176840.84,28546496.0,28463856.0,414376430.03,,,67690.0,11.55,,,,45.02,458636.0,1755863.0,,,11.55,67690.0,,748494.0,2693000.0,711.37,67.16,,,11.4,11.4,221876992.0,3220731393.84,,5528.91,11.4,9.84,0.0927,20.92,0.2195,24.515
2010-08-25,55422760.0,797452387.3,4.62,13.55,2.49,1367.57,1.0,411456940.24,29013236.0,28596164.0,417457995.8,,162770.0,291650.0,1.66,3.99,,,0.04,158551.0,500.0,,162770.0,1.66,291650.0,,12821.0,26245.0,711.88,2.84,,,11.56,11.56,221933552.0,3193298941.87,,5439.55,11.57,9.72,0.0914,20.71,0.2209,24.3
2010-08-26,53810560.0,775529683.41,4.49,12.95,2.42,1316.62,1.0,401581607.39,27995854.0,27863964.0,403482435.22,,,40912.0,0.5,,,,28.46,22800.0,1121768.0,,,0.5,40912.0,,63474.0,755000.0,681.8,20.46,,,11.1,11.1,224297040.0,3232618512.45,,5448.04,11.12,9.98,0.0964,21.4,0.2133,24.34
2010-08-27,54190776.0,790956561.49,4.43,13.13,2.41,1328.9,1.0,407652152.5,27705578.0,27929456.0,404384478.81,,,58180.0,5.74,,,,10.9,229760.0,448156.0,,,5.74,58180.0,,99700.0,164266.0,677.15,4.19,,,10.97,10.97,224888512.0,3282422901.1,,5484.98,10.99,9.88,0.0942,21.18,0.2145,24.65
2010-08-30,53511352.0,787060024.68,4.38,13.52,2.38,1328.58,1.0,401763414.11,27733084.0,27315456.0,407906004.27,,,124354.0,2.43,,,,2.43,41000.0,101118.0,,,2.43,124354.0,,4269.0,655000.0,685.78,14.54,,,11.0,11.0,224460688.0,3301430968.07,,5549.19,11.0,10.05,0.0962,21.46,0.2122,24.84
2010-08-31,53665968.0,776464581.62,4.39,13.99,2.39,1334.25,1.0,397316871.06,27758792.0,27460872.0,401627318.39,,,59727.0,4.91,,,,1.9,159654.0,80303.0,,,4.91,59727.0,,46286.0,14240.0,686.99,0.37,,,10.96,10.96,225622976.0,3264419821.2,,5580.17,10.96,10.06,0.0964,21.57,0.2118,24.435
2010-09-01,53637048.0,807805766.79,4.39,13.99,2.38,1327.04,1.0,423834042.47,27352728.0,28141922.0,411948312.59,,,131058.0,21.84,,51422.0,,25.7,914037.0,1021380.0,,,21.84,131058.0,1.26,484257.0,284408.0,674.49,8.48,,,10.8,10.8,225982464.0,3403429987.66,,5559.18,10.82,10.28,0.0986,21.57,0.2117,25.435
2010-09-02,53598716.0,810560840.33,4.38,13.82,2.38,1368.04,1.0,432923747.59,27386932.0,28627286.0,414166164.28,,,188961.0,39.13,,,,2.56,923308.0,154757.0,,,39.13,188961.0,,,437944.0,695.01,10.87,,,10.84,10.84,225357248.0,3408024929.43,,5732.97,10.81,10.94,0.1005,21.77,0.2121,25.54
2010-09-03,54831236.0,842511305.85,4.48,14.43,2.44,1409.29,1.0,439135912.02,29328554.0,28579278.0,450648939.03,,,1844899.0,,,,,2.14,,84322.0,,,,1844899.0,,181045.0,48008.0,751.57,1.23,,,11.54,11.54,224758800.0,3453539330.94,,5749.17,11.56,10.64,0.0972,21.2,0.2158,25.95
2010-09-06,53638196.0,834978107.0,4.39,13.76,2.38,1392.39,1.0,442489705.45,28369618.0,28425116.0,441625776.04,,,451611.0,4.74,,132300.0,,36.62,178332.0,1430963.0,,,4.74,451611.0,3.43,20416.0,464794.0,738.11,11.9,,,11.14,11.14,226330320.0,3523251642.35,,5888.31,11.14,11.01,0.1005,21.61,0.2106,26.29
2010-09-07,54133704.0,842531340.52,4.43,13.83,2.41,1429.3,1.0,442215110.1,28874200.0,28412880.0,449395046.62,,,167223.0,6.01,,,,0.38,121668.0,40452.0,,,6.01,167223.0,,377811.0,133903.0,761.48,3.4,,,11.3,11.3,226630240.0,3527249491.56,,5991.1,11.28,11.32,0.1003,21.6,0.2119,26.285
2010-09-08,54529260.0,860634259.94,4.46,13.94,2.42,1441.65,1.0,440716504.41,29474640.0,27923528.0,465197675.22,,,573246.0,13.2,,,,4.32,539006.0,161313.0,,,13.2,573246.0,,188506.0,1028359.0,777.16,25.26,,,11.53,11.53,226102144.0,3568565782.35,,5964.3,11.53,11.54,0.0989,21.55,0.2134,26.655
2010-09-09,55446892.0,884309980.84,4.53,13.98,2.47,1484.93,1.0,437460213.45,30286720.0,27429080.0,483036069.6,,,717461.0,16.2,,,,6.3,556319.0,253157.0,,,16.2,717461.0,,354916.0,1050768.0,809.2,26.19,0.19,,11.83,11.83,225816672.0,3601499194.76,7139.0,6039.44,11.82,13.78,0.1006,21.15,0.2165,26.935
2010-09-10,55960916.0,881904634.04,4.58,14.5,2.49,1506.78,1.0,438187915.89,30431168.0,27805044.0,479573781.08,,7139.0,140548.0,5.0,0.19,200000.0,,1.85,190000.0,64882.0,,7139.0,5.0,140548.0,5.39,61642.0,14034.0,816.49,0.0,,,11.86,11.86,226100848.0,3563190166.73,,6079.54,11.84,13.75,0.0996,21.01,0.2181,26.615
2010-09-13,55224016.0,875196502.43,4.52,14.46,2.46,1471.93,1.0,438204219.7,29784066.0,27650244.0,472021274.06,,,197361.0,0.0,,8000.0,,23.81,11900.0,864980.0,,,0.0,197361.0,0.21,20518.0,174700.0,791.47,4.48,,,11.53,11.53,228510576.0,3621461664.12,,6063.27,11.55,13.83,0.1013,21.38,0.2138,26.765
2010-09-14,54948240.0,859926413.77,4.49,14.65,2.44,1468.41,1.0,423262921.4,30162202.0,27045980.0,472031027.7,,,340225.0,,,86015.0,,0.32,,14876.0,,,,340225.0,2.43,52787.0,690279.0,803.03,18.01,,,11.65,11.65,228779344.0,3580340349.96,,6085.01,11.66,13.94,0.1025,21.5,0.2122,26.43
2010-09-15,54986920.0,848484952.97,4.5,14.44,2.44,1454.62,1.0,417241890.65,30293096.0,27039780.0,467442732.47,,,86153.0,0.09,,,,1.36,3800.0,45259.0,,,0.09,86153.0,,90000.0,10000.0,798.22,0.73,,,11.75,11.75,227569568.0,3511550641.54,,5993.49,11.75,13.95,0.1024,21.45,0.2132,26.06
2010-09-16,56654984.0,868353641.83,4.63,15.1,2.52,1481.18,1.0,443761375.61,29962098.0,28952828.0,459230505.03,,,144769.0,53.4,,,,14.7,2110000.0,549920.0,,,53.4,144769.0,,74153.0,196953.0,779.46,8.42,,,11.75,11.75,225040304.0,3449203472.3,,5850.04,11.76,13.65,0.1039,20.49,0.2222,25.885
2010-09-17,56320852.0,844390341.17,4.61,15.14,2.5,1457.17,1.0,430986802.23,29833966.0,28746828.0,447285718.07,,,78340.0,0.0,,3000.0,,6.65,26000.0,223730.0,,,0.0,78340.0,0.08,17258.0,235000.0,768.18,9.11,,,11.68,11.68,225573360.0,3381908469.89,,5818.6,11.66,13.82,0.1056,20.7,0.2205,25.32
2010-09-20,56404972.0,863853724.8,4.61,14.75,2.51,1439.05,1.0,441641940.35,29718088.0,28836828.0,455138618.15,,,75087.0,,,200000.0,,8.87,,296466.0,,,,75087.0,5.06,105500.0,110000.0,756.88,2.88,,,11.65,11.65,225341120.0,3451145510.06,,5730.24,11.67,13.67,0.1046,20.67,0.2211,25.865
2010-09-21,54300460.0,833551837.52,4.44,14.07,2.41,1406.52,1.0,410276387.91,29673928.0,26726828.0,455516531.74,,,93907.0,,,,,3.57,,144666.0,,,,93907.0,,6601.0,2110000.0,765.72,51.09,,,11.69,11.69,224176096.0,3441267288.52,,5771.58,11.71,14.04,0.1037,21.62,0.2139,25.925
2010-09-22,53744212.0,817057256.4,4.39,14.08,2.39,1390.82,1.0,404409091.14,29243376.0,26601132.0,444578340.13,,,128882.0,4.36,,,,15.37,182996.0,585001.0,,,4.36,128882.0,,25567.0,308693.0,753.11,8.05,,,11.57,11.57,223593168.0,3399220373.63,,5741.5,11.6,14.43,0.1029,21.12,0.2126,25.675
2010-09-23,55412740.0,841767170.14,4.53,14.6,2.46,1430.41,1.0,431553948.88,29104248.0,28408790.0,442118553.93,,,32353.0,50.04,,,,4.68,1990655.0,171483.0,,,50.04,32353.0,,,182996.0,749.71,3.41,,,11.51,11.51,223835456.0,3400253053.25,,5764.82,11.51,13.67,0.1037,20.27,0.2191,25.655
