,SCITY FP Equity_DX_SI_QTY,SCITY FP Equity_DX_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCITY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCITY FP Equity_DX_SI_MV,SCITY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SUPPLY_SI_QTY,SCITY FP Equity_DX_BROKER_SI_QTY,SCITY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCITY FP Equity_DX_BROKER_SI_QTY_ADD,SCITY FP Equity_DX_SUPPLY_SI_MV_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCITY FP Equity_DX_BROKER_SI_MV_ADD,SCITY FP Equity_DX_SUPPLY_SI_QTY_ADD,SCITY FP Equity_DX_BROKER_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_MV,SCITY FP Equity_DX_BROKER_SI_MV_DEC,SCITY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCITY FP Equity_DX_UTILIZATION_QUANTITY,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCITY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCITY FP Equity_DX_ACTIVE_UTILIZATION_MV,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCITY FP Equity_DX_BROKER_SI_CON_RATIO,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCITY FP Equity_DX_DEMAND_SUPPLY_RATIO,SCITY FP Equity_PX_LAST
2020-07-29,2000.0,101882.0,5.25,0.14,0.1,0.0,2000.0,0.0,101882.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5145041.0,5.1,1.94,,1.0,100.0,0.0194,50.941
2020-07-30,2000.0,100892.0,5.27,0.14,0.1,0.0,2000.0,0.0,100892.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5095046.0,5.16,1.94,,1.0,100.0,0.0194,50.446
2020-07-31,2000.0,100900.0,5.18,0.14,0.1,0.0,2000.0,0.0,100900.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5095450.0,5.09,1.94,,1.0,100.0,0.0194,50.45
2020-08-03,2000.0,102972.0,4.84,0.14,0.1,0.0,2000.0,0.0,102972.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5200086.0,5.1,1.94,,1.0,100.0,0.0194,51.486
2020-08-04,2000.0,103230.0,8.02,0.14,0.1,0.0,2000.0,0.0,103230.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5213115.0,5.21,1.94,,1.0,100.0,0.0194,51.615
2020-08-05,2000.0,103260.0,8.55,0.14,0.1,0.0,2000.0,0.0,103260.0,,,,,,,,,0.1,,1.94,1.94,101000.0,5214630.0,5.21,1.94,,1.0,100.0,0.0194,51.63
2020-08-06,2000.0,103108.0,8.56,0.14,0.1,0.0,2000.0,0.0,103108.0,,,,,,,,,0.1,,100.0,1.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0194,51.554
2020-08-07,2000.0,104214.0,8.45,0.14,0.1,0.0,2000.0,0.0,104214.0,,,,,,,,,0.1,,100.0,1.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0194,52.107
2020-08-10,2000.0,104588.0,8.44,0.14,0.1,0.0,2000.0,0.0,104588.0,,,,,,,,,0.1,,100.0,1.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0194,52.294
2020-08-11,3000.0,158313.0,12.93,0.19,0.16,0.0,3000.0,0.0,158313.0,1000.0,,,,1000.0,,,,0.16,,2.91,2.91,100000.0,5277100.0,5.22,2.91,33.33,0.5556,66.67,0.0291,52.771
2020-08-12,3000.0,158202.0,14.56,0.19,0.16,0.0,3000.0,0.0,158202.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5273400.0,5.27,2.91,33.33,0.5556,66.67,0.0291,52.734
2020-08-13,3000.0,158055.0,14.56,0.19,0.16,0.0,3000.0,0.0,158055.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5268500.0,5.27,2.91,33.33,0.5556,66.67,0.0291,52.685
2020-08-14,3000.0,157767.0,15.13,0.19,0.16,0.0,3000.0,0.0,157767.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5258900.0,5.27,2.91,33.33,0.5556,66.67,0.0291,52.589
2020-08-17,3000.0,158610.0,14.38,0.19,0.16,0.0,3000.0,0.0,158610.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5287000.0,5.26,2.91,33.33,0.5556,66.67,0.0291,52.87
2020-08-18,3000.0,158691.0,14.38,0.19,0.16,0.0,3000.0,0.0,158691.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5289700.0,5.29,2.91,33.33,0.5556,66.67,0.0291,52.897
2020-08-19,3000.0,159234.0,14.38,0.19,0.16,0.0,3000.0,0.0,159234.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5307800.0,5.27,2.91,33.33,0.5556,66.67,0.0291,53.078
2020-08-20,3000.0,158262.0,12.83,0.19,0.16,0.0,3000.0,0.0,158262.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5275400.0,5.31,2.91,33.33,0.5556,66.67,0.0291,52.754
2020-08-21,3000.0,159444.0,12.83,0.19,0.16,0.0,3000.0,0.0,159444.0,,,,,,,,,0.16,,2.91,2.91,100000.0,5314800.0,5.29,2.91,33.33,0.5556,66.67,0.0291,53.148
2020-08-24,3000.0,160776.0,13.77,0.19,0.16,0.0,3000.0,0.0,160776.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4287360.0,4.25,3.61,33.33,0.5556,66.67,0.0361,53.592
2020-08-25,3000.0,160695.0,13.63,0.19,0.16,0.0,3000.0,0.0,160695.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4285200.0,4.3,3.61,33.33,0.5556,66.67,0.0361,53.565
2020-08-26,3000.0,161310.0,14.81,0.19,0.16,0.0,3000.0,0.0,161310.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4301600.0,4.29,3.61,33.33,0.5556,66.67,0.0361,53.77
2020-08-27,3000.0,161922.0,14.61,0.19,0.16,0.0,3000.0,0.0,161922.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4317920.0,4.31,3.61,33.33,0.5556,66.67,0.0361,53.974
2020-08-28,3000.0,161388.0,19.06,0.19,0.16,0.0,3000.0,0.0,161388.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4303680.0,4.32,3.61,33.33,0.5556,66.67,0.0361,53.796
2020-08-31,3000.0,159705.0,28.46,0.19,0.16,0.0,3000.0,0.0,159705.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4258800.0,4.3,3.61,33.33,0.5556,66.67,0.0361,53.235
2020-09-01,3000.0,160083.0,29.97,0.19,0.16,0.0,3000.0,0.0,160083.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4268880.0,4.25,3.61,33.33,0.5556,66.67,0.0361,53.361
2020-09-02,3000.0,162495.0,30.02,0.19,0.16,0.0,3000.0,0.0,162495.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4333200.0,4.27,3.61,33.33,0.5556,66.67,0.0361,54.165
2020-09-03,3000.0,159789.0,25.77,0.19,0.16,0.0,3000.0,0.0,159789.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4261040.0,4.34,3.61,33.33,0.5556,66.67,0.0361,53.263
2020-09-04,3000.0,157554.0,25.62,0.19,0.16,0.0,3000.0,0.0,157554.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4201440.0,4.26,3.61,33.33,0.5556,66.67,0.0361,52.518
2020-09-07,3000.0,158574.0,26.09,0.19,0.16,0.0,3000.0,0.0,158574.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4228640.0,4.2,3.61,33.33,0.5556,66.67,0.0361,52.858
2020-09-08,3000.0,157182.0,25.98,0.19,0.16,0.0,3000.0,0.0,157182.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4191520.0,4.22,3.61,33.33,0.5556,66.67,0.0361,52.394
2020-09-09,3000.0,157290.0,25.83,0.19,0.16,0.0,3000.0,0.0,157290.0,,,,,,,,,0.16,,3.61,3.61,80000.0,4194400.0,4.19,3.61,33.33,0.5556,66.67,0.0361,52.43
2020-09-10,3000.0,156747.0,26.02,0.19,0.16,0.0,3000.0,0.0,156747.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.249
2020-09-11,3000.0,156303.0,27.7,0.19,0.16,0.0,3000.0,0.0,156303.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.101
2020-09-14,3000.0,157332.0,36.75,0.19,0.16,0.0,3000.0,0.0,157332.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.444
2020-09-15,3000.0,159147.0,37.04,0.21,0.16,0.0,3000.0,0.0,159147.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,53.049
2020-09-16,3000.0,160965.0,36.95,0.21,0.16,0.0,3000.0,0.0,160965.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,53.655
2020-09-17,3000.0,159732.0,36.95,0.21,0.16,0.0,3000.0,0.0,159732.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,53.244
2020-09-18,3000.0,159327.0,35.05,0.21,0.16,0.0,3000.0,0.0,159327.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,53.109
2020-09-21,3000.0,156030.0,35.12,0.21,0.16,0.0,3000.0,0.0,156030.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.01
2020-09-22,3000.0,156765.0,27.53,0.21,0.16,0.0,3000.0,0.0,156765.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.255
2020-09-23,3000.0,158022.0,27.53,0.21,0.16,0.0,3000.0,0.0,158022.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.674
2020-09-24,3000.0,155454.0,27.5,0.21,0.16,0.0,3000.0,0.0,155454.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,51.818
2020-09-25,3000.0,155415.0,27.5,0.21,0.16,0.0,3000.0,0.0,155415.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,51.805
2020-09-28,3000.0,157320.0,31.46,0.21,0.16,0.0,3000.0,0.0,157320.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.44
2020-09-29,3000.0,156138.0,23.55,0.24,0.16,0.0,3000.0,0.0,156138.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.046
2020-09-30,3000.0,156870.0,23.55,0.24,0.16,0.0,3000.0,0.0,156870.0,,,,,,,,,0.16,,100.0,3.61,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0361,52.29
2020-10-01,3000.0,157179.0,29.1,0.24,0.16,0.0,3000.0,0.0,157179.0,,,,,,,,,0.16,,100.0,4.76,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0476,52.393
2020-10-02,2000.0,104952.0,19.4,0.16,0.1,0.0,2000.0,0.0,104952.0,,,0.05,1000.0,,,,,0.1,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.476
2020-10-05,2000.0,105412.0,19.89,0.16,0.1,0.0,2000.0,0.0,105412.0,,,,,,,,,0.1,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.706
2020-10-06,2000.0,106330.0,13.95,0.16,0.11,0.0,2000.0,0.0,106330.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.165
2020-10-07,2000.0,107032.0,12.69,0.16,0.11,0.0,2000.0,0.0,107032.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.516
2020-10-08,2000.0,107276.0,12.85,0.16,0.11,0.0,2000.0,0.0,107276.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.638
2020-10-09,2000.0,108062.0,12.78,0.16,0.11,0.0,2000.0,0.0,108062.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.031
2020-10-12,2000.0,109026.0,12.78,0.16,0.11,0.0,2000.0,0.0,109026.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.513
2020-10-13,2000.0,109588.0,12.77,0.16,0.11,0.0,2000.0,0.0,109588.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.794
2020-10-14,2000.0,109550.0,12.47,0.16,0.11,0.0,2000.0,0.0,109550.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.775
2020-10-15,2000.0,108534.0,14.52,0.16,0.11,0.0,2000.0,0.0,108534.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.267
2020-10-16,2000.0,109096.0,8.56,0.16,0.11,0.0,2000.0,0.0,109096.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.548
2020-10-19,2000.0,108948.0,8.57,0.16,0.11,0.0,2000.0,0.0,108948.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,54.474
2020-10-20,2000.0,107932.0,8.56,0.16,0.11,0.0,2000.0,0.0,107932.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.966
2020-10-21,2000.0,106796.0,8.6,0.16,0.11,0.0,2000.0,0.0,106796.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.398
2020-10-22,2000.0,106716.0,8.6,0.16,0.11,0.0,2000.0,0.0,106716.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.358
2020-10-23,2000.0,106862.0,8.55,0.16,0.11,0.0,2000.0,0.0,106862.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.431
2020-10-26,2000.0,105316.0,8.53,0.16,0.11,0.0,2000.0,0.0,105316.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.658
2020-10-27,2000.0,105578.0,8.46,0.16,0.11,0.0,2000.0,0.0,105578.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.789
2020-10-28,2000.0,103950.0,7.23,0.17,0.11,0.0,2000.0,0.0,103950.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,51.975
2020-10-29,2000.0,105390.0,7.01,0.17,0.1,0.0,2000.0,0.0,105390.0,,,,,,,,,0.1,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.695
2020-10-30,2000.0,104704.0,7.11,0.17,0.11,0.0,2000.0,0.0,104704.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,52.352
2020-11-02,2000.0,106142.0,7.11,0.17,0.1,0.0,2000.0,0.0,106142.0,,,,,,,,,0.1,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.071
2020-11-03,2000.0,107944.0,7.81,0.17,0.11,0.0,2000.0,0.0,107944.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,53.972
2020-11-04,2000.0,110460.0,7.77,0.17,0.11,0.0,2000.0,0.0,110460.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,55.23
2020-11-05,2000.0,111798.0,7.75,0.17,0.11,0.0,2000.0,0.0,111798.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,55.899
2020-11-06,2000.0,112048.0,7.26,0.17,0.11,0.0,2000.0,0.0,112048.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,56.024
2020-11-09,2000.0,116346.0,6.42,0.17,0.11,0.0,2000.0,0.0,116346.0,,,,,,,,,0.11,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,58.173
2020-11-10,2000.0,113998.0,7.14,0.17,0.12,0.0,2000.0,0.0,113998.0,,,,,,,,,0.12,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317,56.999
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.12,2000.0,,,,,0.0,,0.0,0.0,63066.0,3639980.32,3.6,0.0,,0.0,,0.0,57.717
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63066.0,3625601.27,3.64,0.0,,0.0,,0.0,57.489
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63066.0,3604537.23,3.63,0.0,,0.0,,0.0,57.155
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,66.0,3820.74,0.0,0.0,,0.0,,0.0,57.89
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63066.0,3616898.17,3.62,0.0,,0.0,,0.0,57.351
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63066.0,3627619.39,3.61,0.0,,0.0,,0.0,57.521
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3630561.48,3.64,0.0,,0.0,,0.0,57.564
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3653203.61,3.64,0.0,,0.0,,0.0,57.923
2020-11-23,1800.0,104799.6,6.23,0.17,0.1,0.0,1800.0,0.0,104799.6,,,,,,,1800.0,,0.1,,2.86,2.85,61200.0,3563186.4,3.55,2.86,,1.0,100.0,0.0285,58.222
2020-11-24,1800.0,105350.4,6.23,0.17,0.11,0.0,1800.0,0.0,105350.4,,,,,,,,,0.11,,2.86,2.85,61200.0,3581913.6,3.57,2.86,,1.0,100.0,0.0285,58.528
2020-11-25,1800.0,105073.2,6.32,0.17,0.11,0.0,1800.0,0.0,105073.2,,,,,,,,,0.11,,2.86,2.85,61200.0,3572488.8,3.58,2.86,,1.0,100.0,0.0285,58.374
2020-11-26,1800.0,104837.4,6.34,0.17,0.11,0.0,1800.0,0.0,104837.4,,,,,,,,,0.11,,2.86,2.85,61200.0,3564471.6,3.57,2.86,,1.0,100.0,0.0285,58.243
2020-11-27,1800.0,105013.8,9.64,0.17,0.1,0.0,1800.0,0.0,105013.8,,,,,,,,,0.1,,2.86,2.85,61200.0,3570469.2,3.57,2.86,,1.0,100.0,0.0285,58.341
2020-11-30,1800.0,103789.8,9.67,0.17,0.1,0.0,1800.0,0.0,103789.8,,,,,,,,,0.1,,2.86,2.85,61200.0,3528853.2,3.52,2.86,,1.0,100.0,0.0285,57.661
2020-12-01,51800.0,2999789.8,260.61,4.75,2.99,0.0,51800.0,0.0,2999789.8,50000.0,,,,50000.0,,,,2.99,,82.22,82.13,11200.0,648603.2,0.65,82.22,3.47,0.9329,96.53,0.8213,57.911
2020-12-02,101800.0,5918143.0,511.9,8.65,5.91,2906750.0,51800.0,50000.0,3011393.0,,50000.0,,,,2.9,,,3.01,,82.22,82.13,11200.0,651112.0,0.65,82.22,1.77,0.9653,98.23,1.614,58.135
2020-12-03,101800.0,5920179.0,510.7,8.65,5.92,2907750.0,51800.0,50000.0,3012429.0,,,,,,,,,3.01,,82.22,82.13,11200.0,651336.0,0.65,82.22,1.77,0.9653,98.23,1.614,58.155
2020-12-04,101800.0,5936059.8,514.31,8.65,5.91,2915550.0,51800.0,50000.0,3020509.8,,,,,,,,,3.01,,82.22,82.13,11200.0,653083.2,0.65,82.22,1.77,0.9653,98.23,1.614,58.311
2020-12-07,101800.0,5923945.6,514.4,8.65,5.92,2909600.0,51800.0,50000.0,3014345.6,,,,,,,,,3.01,,82.22,82.13,11200.0,651750.4,0.65,82.22,1.77,0.9653,98.23,1.614,58.192
2020-12-08,101800.0,5939928.2,483.84,8.65,5.92,2917450.0,51800.0,50000.0,3022478.2,,,,,,,,,3.01,,82.22,82.13,11200.0,653508.8,0.65,82.22,1.77,0.9653,98.23,1.614,58.349
2020-12-09,101800.0,5971893.4,598.24,8.65,5.94,2933150.0,51800.0,50000.0,3038743.4,,,,,,,,,3.02,,82.22,82.13,11200.0,657025.6,0.65,82.22,1.77,0.9653,98.23,1.614,58.663
2020-12-10,101800.0,5927508.6,630.21,8.65,5.98,2911350.0,51800.0,50000.0,3016158.6,,,,,,,,,3.04,,82.22,82.13,11200.0,652142.4,0.66,82.22,1.77,0.9653,98.23,1.614,58.227
2020-12-11,101800.0,5926083.4,590.94,8.65,5.92,2910650.0,51800.0,50000.0,3015433.4,,,,,,,,,3.01,,82.22,82.13,11200.0,651985.6,0.65,82.22,1.77,0.9653,98.23,1.614,58.213
2020-12-14,101800.0,5930460.8,590.94,8.65,5.92,2912800.0,51800.0,50000.0,3017660.8,,,,,,,,,3.01,,82.22,82.13,11200.0,652467.2,0.65,82.22,1.77,0.9652,98.23,1.614,58.256
2020-12-15,103600.0,6045785.2,601.39,8.81,6.03,2917850.0,53600.0,50000.0,3127935.2,1800.0,,,,1800.0,,,,3.12,,100.0,84.98,0.0,0.0,0.0,100.0,3.47,0.9329,96.53,1.6425,58.357
2020-12-16,103600.0,6053969.6,606.44,8.81,6.06,2921800.0,53600.0,50000.0,3132169.6,,,,,,,,,3.14,,100.0,84.98,0.0,0.0,0.0,100.0,3.47,0.9329,96.53,1.6425,58.436
2020-12-17,103600.0,6081527.2,606.68,8.81,6.06,2935100.0,53600.0,50000.0,3146427.2,,,,,,,,,3.13,,100.0,84.98,0.0,0.0,0.0,100.0,3.47,0.9329,96.53,1.6424,58.702
2020-12-18,103600.0,6063293.6,675.36,8.1,6.1,2926300.0,53600.0,50000.0,3136993.6,,,,,,,,,3.15,,85.08,84.98,9400.0,550144.4,0.55,85.08,3.47,0.9329,96.53,1.6424,58.526
2020-12-21,3600.0,207910.8,15.52,0.28,0.21,0.0,3600.0,0.0,207910.8,,,2.94,50000.0,,,,50000.0,0.21,2.94,5.71,5.71,59400.0,3430528.2,3.48,5.71,,1.0,100.0,0.0571,57.753
2020-12-22,3600.0,208821.6,9.98,0.28,0.21,0.0,3600.0,0.0,208821.6,,,,,,,,,0.21,,5.71,5.71,59400.0,3445556.4,3.43,5.71,,1.0,100.0,0.0571,58.006
2020-12-23,3600.0,211165.2,9.24,0.28,0.21,0.0,3600.0,0.0,211165.2,,,,,,,,,0.21,,5.71,5.71,59400.0,3484225.8,3.44,5.71,,1.0,100.0,0.0571,58.657
2020-12-24,1800.0,105784.2,5.34,0.14,0.11,0.0,1800.0,0.0,105784.2,,,0.1,1800.0,,,,,0.11,,2.86,2.85,61200.0,3596662.8,3.59,2.86,,1.0,100.0,0.0285,58.769
2020-12-25,1800.0,105784.2,5.34,0.14,0.11,0.0,1800.0,0.0,105784.2,,,,,,,,,0.11,,2.86,2.85,61200.0,3596662.8,3.59,2.86,,1.0,100.0,0.0285,
2020-12-28,1800.0,105829.2,5.34,0.14,0.11,0.0,1800.0,0.0,105829.2,,,,,,,,,0.11,,2.86,2.85,61200.0,3598192.8,3.6,2.86,,1.0,100.0,0.0285,58.794
2020-12-29,1800.0,105402.6,3.9,0.14,0.11,0.0,1800.0,0.0,105402.6,,,,,,,,,0.11,,2.86,2.85,61200.0,3583688.4,3.6,2.86,,1.0,100.0,0.0285,58.557
2020-12-30,1800.0,105420.6,4.0,0.14,0.11,0.0,1800.0,0.0,105420.6,,,,,,,,,0.11,,2.86,2.85,61200.0,3584300.4,3.59,2.86,,1.0,100.0,0.0285,58.567
2020-12-31,1800.0,106041.6,4.0,0.14,0.11,0.0,1800.0,0.0,106041.6,,,,,,,,,0.11,,2.86,2.85,61200.0,3605414.4,3.58,2.86,,1.0,100.0,0.0285,58.912
2021-01-01,1800.0,106041.6,4.0,0.14,0.11,0.0,1800.0,0.0,106041.6,,,,,,,,,0.11,,2.86,2.85,61200.0,3605414.4,3.59,2.86,,1.0,100.0,0.0285,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.11,1800.0,,,,,0.0,,0.0,0.0,63070.0,3705236.36,3.7,0.0,,0.0,100.0,0.0,58.748
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3732482.6,3.7,0.0,,0.0,,0.0,59.18
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3787605.78,3.74,0.0,,0.0,,0.0,60.054
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3816807.19,3.79,0.0,,0.0,,0.0,60.517
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3863100.57,3.81,0.0,,0.0,,0.0,61.251
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3846387.02,3.86,0.0,,0.0,,0.0,60.986
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,63070.0,3888454.71,3.86,0.0,,0.0,,0.0,61.653
2021-01-13,1700.0,105884.5,2.33,0.13,0.1,0.0,1700.0,0.0,105884.5,,,,,,,1700.0,,0.1,,2.7,2.7,61300.0,3818070.5,3.78,2.7,,1.0,100.0,0.027,62.285
2021-01-14,1700.0,106380.9,2.37,0.13,0.11,0.0,1700.0,0.0,106380.9,,,,,,,,,0.11,,2.7,2.7,61300.0,3835970.1,3.83,2.7,,1.0,100.0,0.027,62.577
2021-01-15,1700.0,105275.9,2.37,0.13,0.11,0.0,1700.0,0.0,105275.9,,,,,,,,,0.11,,2.7,2.7,61300.0,3796125.1,3.83,2.7,,1.0,100.0,0.027,61.927
2021-01-18,1700.0,106081.7,2.37,0.13,0.11,0.0,1700.0,0.0,106081.7,,,,,,,,,0.11,,2.7,2.7,61300.0,3825181.3,3.8,2.7,,1.0,100.0,0.027,62.401
