,ALICA FP Equity_DX_SI_QTY,ALICA FP Equity_DX_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALICA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALICA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALICA FP Equity_DX_SI_MV,ALICA FP Equity_DX_DSS,ALICA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SUPPLY_SI_QTY,ALICA FP Equity_DX_BROKER_SI_QTY,ALICA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALICA FP Equity_DX_BROKER_SI_MV_INC_x,ALICA FP Equity_DX_BROKER_SI_QTY_ADD,ALICA FP Equity_DX_SUPPLY_SI_MV_DEC,ALICA FP Equity_DX_BROKER_SI_QTY_INC,ALICA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALICA FP Equity_DX_BROKER_SI_MV_INC_y,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALICA FP Equity_DX_BROKER_SI_MV_ADD,ALICA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALICA FP Equity_DX_BROKER_SI_QTY_DEC,ALICA FP Equity_DX_SUPPLY_SI_MV,ALICA FP Equity_DX_BROKER_SI_MV_DEC,ALICA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALICA FP Equity_DX_UTILIZATION_QUANTITY,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALICA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALICA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALICA FP Equity_DX_BROKER_SI_CON_RATIO,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALICA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALICA FP Equity_PX_LAST
2025-01-15,2600.0,23400.0,0.07,1.38,0.03,0.02,0.0,11700.0,1300.0,1300.0,11700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.0
2025-01-16,2600.0,23452.0,0.07,1.55,0.03,0.02,0.0,11726.0,1300.0,1300.0,11726.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.02
2025-01-17,2600.0,24180.0,0.07,1.5,0.03,0.02,0.0,12090.0,1300.0,1300.0,12090.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.3
2025-01-20,2600.0,22828.0,0.07,1.41,0.03,0.02,0.0,11414.0,1300.0,1300.0,11414.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.78
2025-01-21,2600.0,23400.0,0.07,1.33,0.03,0.02,0.0,11700.0,1300.0,1300.0,11700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.0
2025-01-22,2600.0,23400.0,0.07,1.32,0.03,0.02,0.0,11700.0,1300.0,1300.0,11700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.0
2025-01-23,2600.0,23348.0,0.07,1.31,0.03,0.02,0.0,11674.0,1300.0,1300.0,11674.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.98
2025-01-24,2600.0,23296.0,0.07,1.28,0.03,0.02,0.0,11648.0,1300.0,1300.0,11648.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.96
2025-01-27,2600.0,22776.0,0.07,1.38,0.03,0.02,0.0,11388.0,1300.0,1300.0,11388.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.76
2025-01-28,2600.0,22308.0,0.07,1.45,0.03,0.02,0.0,11154.0,1300.0,1300.0,11154.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.58
2025-01-29,2600.0,22256.0,0.07,1.5,0.03,0.02,0.0,11128.0,1300.0,1300.0,11128.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.56
2025-01-30,2600.0,22360.0,0.07,1.5,0.03,0.02,0.0,11180.0,1300.0,1300.0,11180.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.6
2025-01-31,2600.0,22360.0,0.07,1.5,0.03,0.02,0.0,11180.0,1300.0,1300.0,11180.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.6
2025-02-03,2600.0,22412.0,0.07,1.61,0.03,0.02,0.0,11206.0,1300.0,1300.0,11206.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.62
2025-02-04,2600.0,22412.0,0.07,1.63,0.03,0.02,0.0,11206.0,1300.0,1300.0,11206.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.62
2025-02-05,2600.0,22360.0,0.07,1.63,0.03,0.02,0.0,11180.0,1300.0,1300.0,11180.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.6
2025-02-06,2600.0,22360.0,0.07,1.62,0.03,0.02,0.0,11180.0,1300.0,1300.0,11180.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.6
2025-02-07,2600.0,22152.0,0.07,1.62,0.03,0.02,0.0,11076.0,1300.0,1300.0,11076.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.52
2025-02-10,2600.0,22308.0,0.07,1.47,0.03,0.02,0.0,11154.0,1300.0,1300.0,11154.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.58
2025-02-11,2600.0,22308.0,0.07,1.5,0.03,0.02,0.0,11154.0,1300.0,1300.0,11154.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.58
2025-02-12,2600.0,22360.0,0.07,1.76,0.03,0.02,0.0,11180.0,1300.0,1300.0,11180.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.6
2025-02-13,2600.0,21424.0,0.07,1.95,0.03,0.02,0.0,10712.0,1300.0,1300.0,10712.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,8.24
2025-02-14,2600.0,20436.0,0.07,1.91,0.03,0.02,0.0,10218.0,1300.0,1300.0,10218.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.86
2025-02-17,2600.0,19656.0,0.07,1.63,0.03,0.02,0.0,9828.0,1300.0,1300.0,9828.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.56
2025-02-18,2600.0,18772.0,0.07,1.35,0.03,0.02,0.0,9386.0,1300.0,1300.0,9386.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.22
2025-02-19,2600.0,18720.0,0.07,1.15,0.03,0.02,0.0,9360.0,1300.0,1300.0,9360.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.2
2025-02-20,2600.0,19344.0,0.07,1.13,0.03,0.02,0.0,9672.0,1300.0,1300.0,9672.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.44
2025-02-21,6600.0,49236.0,0.18,0.89,0.08,0.05,0.0,24618.0,3300.0,3300.0,24618.0,2000.0,,2000.0,,,,,2000.0,0.01,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,39.81,0.5208,60.19,2.0,7.46
2025-02-24,4600.0,34316.0,0.13,0.62,0.06,0.03,0.0,9698.0,3300.0,1300.0,24618.0,,,,,,,,,,,2000.0,0.02,0.01,100.0,100.0,0.0,0.0,0.0,100.0,43.45,0.5086,56.55,1.3939,7.46
2025-02-25,4600.0,34408.0,0.13,0.61,0.06,0.03,0.0,9724.0,3300.0,1300.0,24684.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,43.33,0.5089,56.67,1.3939,7.48
2025-02-26,4600.0,34316.0,0.13,0.61,0.06,0.03,0.0,9698.0,3300.0,1300.0,24618.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,43.57,0.5083,56.43,1.3939,7.46
2025-02-27,4600.0,34408.0,0.13,0.6,0.06,0.03,0.0,9724.0,3300.0,1300.0,24684.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,43.65,0.5081,56.35,1.3939,7.48
2025-02-28,6600.0,49368.0,0.18,0.87,0.08,0.05,0.0,24684.0,3300.0,3300.0,24684.0,,,2000.0,,,,,,0.02,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,39.34,0.5227,60.66,2.0,7.48
2025-03-03,6600.0,49368.0,0.18,0.81,0.08,0.05,0.0,24684.0,3300.0,3300.0,24684.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,39.66,0.5214,60.34,2.0,7.48
2025-03-04,2600.0,19240.0,0.07,0.32,0.03,0.02,0.0,9620.0,1300.0,1300.0,9620.0,,,,0.01,,2000.0,,,,,2000.0,0.01,0.01,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.4
2025-03-05,2600.0,19136.0,0.07,0.32,0.03,0.02,0.0,9568.0,1300.0,1300.0,9568.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.36
2025-03-06,2600.0,19240.0,0.07,0.33,0.03,0.02,0.0,9620.0,1300.0,1300.0,9620.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.4
2025-03-07,2600.0,19032.0,0.07,0.33,0.03,0.02,0.0,9516.0,1300.0,1300.0,9516.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.32
2025-03-10,2600.0,18824.0,0.07,0.32,0.03,0.02,0.0,9412.0,1300.0,1300.0,9412.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.24
2025-03-11,2600.0,18980.0,0.07,0.32,0.03,0.02,0.0,9490.0,1300.0,1300.0,9490.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.3
2025-03-12,2600.0,18824.0,0.07,0.31,0.03,0.02,0.0,9412.0,1300.0,1300.0,9412.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.24
2025-03-13,2600.0,18772.0,0.07,0.31,0.03,0.02,0.0,9386.0,1300.0,1300.0,9386.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.22
2025-03-14,2600.0,18720.0,0.07,0.31,0.03,0.02,0.0,9360.0,1300.0,1300.0,9360.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.2
2025-03-17,2600.0,18720.0,0.07,0.31,0.03,0.02,0.0,9360.0,1300.0,1300.0,9360.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.2
2025-03-18,2600.0,18668.0,0.07,0.31,0.03,0.02,0.0,9334.0,1300.0,1300.0,9334.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.18
2025-03-19,2600.0,17992.0,0.07,0.31,0.03,0.02,0.0,8996.0,1300.0,1300.0,8996.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.92
2025-03-20,2600.0,17732.0,0.07,0.3,0.03,0.02,0.0,8866.0,1300.0,1300.0,8866.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.82
2025-03-21,2600.0,17680.0,0.07,0.3,0.03,0.02,0.0,8840.0,1300.0,1300.0,8840.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.8
2025-03-24,1321.0,8929.96,0.04,0.15,0.02,0.01,0.0,141.96,1300.0,21.0,8788.0,,,,,,,,,,,1279.0,0.01,0.01,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0162,6.76
2025-03-25,42.0,281.4,0.0,0.0,0.0,0.0,0.0,140.7,21.0,21.0,140.7,,,,0.01,,1279.0,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.7
2025-03-26,42.0,281.4,0.0,0.0,0.0,0.0,0.0,140.7,21.0,21.0,140.7,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,6.7
2025-03-27,42.0,311.64,0.0,0.0,0.0,0.0,0.0,155.82,21.0,21.0,155.82,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,7.42
2025-03-28,42.0,299.04,0.0,0.0,0.0,0.0,0.0,149.52,21.0,21.0,149.52,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,7.12
2025-03-31,42.0,295.68,0.0,0.0,0.0,0.0,0.0,147.84,21.0,21.0,147.84,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,7.04
2025-04-01,42.0,298.2,0.0,0.0,0.0,0.0,0.0,149.1,21.0,21.0,149.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.1
2025-04-02,42.0,300.72,0.0,0.0,0.0,0.0,0.0,150.36,21.0,21.0,150.36,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.16
2025-04-03,42.0,294.0,0.0,0.0,0.0,0.0,0.0,147.0,21.0,21.0,147.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.0
2025-04-04,42.0,285.6,0.0,0.01,0.0,0.0,0.0,142.8,21.0,21.0,142.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.8
2025-04-07,42.0,265.44,0.0,0.01,0.0,0.0,0.0,132.72,21.0,21.0,132.72,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,6.32
2025-04-08,42.0,278.88,0.0,0.01,0.0,0.0,0.0,139.44,21.0,21.0,139.44,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,6.64
2025-04-09,42.0,276.36,0.0,0.01,0.0,0.0,0.0,138.18,21.0,21.0,138.18,,,,,,,,,,,,0.0,,100.0,3.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.06,6.58
2025-04-10,42.0,276.36,0.0,0.01,0.0,0.0,0.0,138.18,21.0,21.0,138.18,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,6.58
2025-04-11,42.0,273.0,0.0,0.01,0.0,0.0,0.0,136.5,21.0,21.0,136.5,,,,,,,,,,,,0.0,,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0525,6.5
2025-04-14,6842.0,45157.2,0.19,1.97,0.08,0.04,0.0,22578.6,3421.0,3421.0,22578.6,3400.0,,3400.0,,,,,3400.0,0.02,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.62,0.9877,99.38,1.9953,6.6
2025-04-15,6842.0,46525.6,0.19,2.04,0.08,0.05,0.0,23262.8,3421.0,3421.0,23262.8,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.62,0.9876,99.38,1.9953,6.8
2025-04-16,6842.0,52683.4,0.19,2.02,0.08,0.05,0.0,26341.7,3421.0,3421.0,26341.7,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.65,0.987,99.35,1.9953,7.7
2025-04-17,6842.0,50357.12,0.19,2.0,0.08,0.05,0.0,25178.56,3421.0,3421.0,25178.56,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.6,0.9881,99.4,1.9953,7.36
2025-04-18,6842.0,50357.12,0.19,1.99,0.08,0.05,0.0,25178.56,3421.0,3421.0,25178.56,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.61,0.9878,99.39,1.9953,
2025-04-21,6821.0,50202.56,0.19,1.98,0.08,0.05,0.0,25024.0,3421.0,3400.0,25178.56,,,,,,,,,,,21.0,0.03,0.0,100.0,99.77,0.0,0.0,0.0,100.0,0.31,0.9937,99.69,1.9892,
2025-04-22,6810.0,49440.6,0.19,1.98,0.08,0.05,0.0,24684.0,3410.0,3400.0,24756.6,,,,0.0,,11.0,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.26
2025-04-23,6810.0,49440.6,0.19,2.15,0.08,0.05,0.0,24684.0,3410.0,3400.0,24756.6,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.26
2025-04-24,6810.0,46989.0,0.19,2.19,0.08,0.05,0.0,23460.0,3410.0,3400.0,23529.0,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,6.9
2025-04-25,6810.0,47397.6,0.19,2.43,0.08,0.05,0.0,23664.0,3410.0,3400.0,23733.6,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,6.96
2025-04-28,6810.0,47125.2,0.19,2.44,0.08,0.05,0.0,23528.0,3410.0,3400.0,23597.2,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,6.92
2025-04-29,6810.0,47533.8,0.19,2.52,0.08,0.05,0.0,23732.0,3410.0,3400.0,23801.8,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,6.98
2025-04-30,6810.0,49713.0,0.19,2.52,0.08,0.05,0.0,24820.0,3410.0,3400.0,24893.0,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.3
2025-05-01,6810.0,49713.0,0.19,2.5,0.08,0.05,0.0,24820.0,3410.0,3400.0,24893.0,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.14,0.9971,99.86,1.9924,
2025-05-02,6810.0,49713.0,0.19,2.5,0.08,0.05,0.0,24820.0,3410.0,3400.0,24893.0,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.3
2025-05-05,6810.0,50802.6,0.19,2.5,0.08,0.05,0.0,25364.0,3410.0,3400.0,25438.6,,,,,,,,,,,,0.02,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.46
2025-05-06,6810.0,51892.2,0.19,2.58,0.08,0.05,0.0,25908.0,3410.0,3400.0,25984.2,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.997,99.85,1.9924,7.62
2025-05-07,6810.0,52437.0,0.19,2.58,0.08,0.05,0.0,26180.0,3410.0,3400.0,26257.0,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.997,99.85,1.9924,7.7
2025-05-08,6810.0,52300.8,0.19,2.97,0.08,0.05,0.0,26112.0,3410.0,3400.0,26188.8,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.997,99.85,1.9924,7.68
2025-05-09,6810.0,52164.6,0.19,2.97,0.08,0.05,0.0,26044.0,3410.0,3400.0,26120.6,,,,,,,,,,,,0.03,,100.0,99.77,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9924,7.66
2025-05-12,6810.0,53390.4,0.19,3.0,0.08,0.05,0.0,26656.0,3410.0,3400.0,26734.4,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.15,0.9971,99.85,1.9971,7.84
2025-05-13,6910.0,54312.6,0.19,3.53,0.09,0.05,0.0,27510.0,3510.0,3500.0,27588.6,100.0,,100.0,,,,,100.0,0.0,,,0.03,,100.0,99.89,0.0,0.0,0.0,100.0,1.45,0.9686,98.41,1.9664,7.86
2025-05-14,6910.0,54589.0,0.19,3.67,0.09,0.05,0.0,27650.0,3510.0,3500.0,27729.0,,,,,,,,,,,,0.03,,100.0,99.89,0.0,0.0,0.0,100.0,1.45,0.9686,98.41,1.9664,7.9
2025-05-15,6910.0,53345.2,0.19,3.4,0.09,0.05,0.0,27020.0,3510.0,3500.0,27097.2,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,1.45,0.9686,98.41,1.9687,7.72
2025-05-16,6910.0,53068.8,0.19,3.46,0.09,0.05,0.0,26880.0,3510.0,3500.0,26956.8,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,1.43,0.969,98.43,1.9687,7.68
2025-05-19,6910.0,54450.8,0.19,3.47,0.09,0.05,0.0,27580.0,3510.0,3500.0,27658.8,,,,,,,,,,,,0.03,,100.0,99.8,0.0,0.0,0.0,100.0,1.43,0.969,98.43,1.9647,7.88
2025-05-20,6910.0,53483.4,0.19,2.92,0.09,0.05,0.0,27090.0,3510.0,3500.0,27167.4,,,,,,,,,,,,0.03,,100.0,99.8,0.0,0.0,0.0,100.0,1.45,0.9686,98.41,1.9647,7.74
2025-05-21,6910.0,51963.2,0.19,2.66,0.09,0.05,0.0,26320.0,3510.0,3500.0,26395.2,,,,,,,,,,,,0.03,,100.0,99.8,0.0,0.0,0.0,100.0,1.44,0.9689,98.42,1.9647,7.52
2025-05-22,6910.0,52654.2,0.19,2.48,0.09,0.05,0.0,26670.0,3510.0,3500.0,26746.2,,,,,,,,,,,,0.03,,100.0,99.8,0.0,0.0,0.0,100.0,1.45,0.9686,98.41,1.9647,7.62
2025-05-23,110.0,858.0,0.0,0.05,0.0,0.0,0.0,780.0,110.0,100.0,858.0,,,,0.03,,3400.0,,,,,3400.0,0.0,0.03,100.0,3.13,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.0313,7.8
2025-05-26,110.0,871.2,0.0,0.05,0.0,0.0,0.0,792.0,110.0,100.0,871.2,,,,,,,,,,,,0.0,,100.0,3.13,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.0313,7.92
2025-05-27,110.0,853.6,0.0,0.05,0.0,0.0,0.0,776.0,110.0,100.0,853.6,,,,,,,,,,,,0.0,,100.0,53.14,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.5314,7.76
2025-05-28,110.0,842.6,0.0,0.05,0.0,0.0,0.0,766.0,110.0,100.0,842.6,,,,,,,,,,,,0.0,,100.0,53.14,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.5314,7.66
2025-05-29,110.0,847.0,0.0,0.05,0.0,0.0,0.0,770.0,110.0,100.0,847.0,,,,,,,,,,,,0.0,,100.0,53.14,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.5314,7.7
2025-05-30,3710.0,28344.4,0.1,1.68,0.05,0.03,0.0,28268.0,3710.0,3700.0,28344.4,3600.0,0.03,,,3600.0,,0.03,3600.0,,,,0.03,,100.0,99.81,0.0,0.0,0.0,100.0,0.27,0.9946,99.73,0.9981,7.64
2025-06-02,3610.0,27508.2,0.1,1.62,0.04,0.03,0.0,27432.0,3610.0,3600.0,27508.2,,,,0.0,,100.0,,,,,100.0,0.03,0.0,100.0,99.81,0.0,0.0,0.0,100.0,0.28,0.9945,99.72,0.9981,7.62
2025-06-03,1210.0,9196.0,0.03,0.56,0.01,0.01,0.0,9120.0,1210.0,1200.0,9196.0,,,,0.02,,2400.0,,,,,2400.0,0.01,0.02,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.6
2025-06-04,1210.0,9196.0,0.03,0.55,0.01,0.01,0.0,9120.0,1210.0,1200.0,9196.0,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.6
2025-06-05,1210.0,9220.2,0.03,0.54,0.01,0.01,0.0,9144.0,1210.0,1200.0,9220.2,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.62
2025-06-06,1210.0,9196.0,0.03,0.54,0.01,0.01,0.0,9120.0,1210.0,1200.0,9196.0,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.6
2025-06-09,1210.0,9268.6,0.03,0.55,0.01,0.01,0.0,9192.0,1210.0,1200.0,9268.6,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.66
2025-06-10,1210.0,9292.8,0.03,0.54,0.01,0.01,0.0,9216.0,1210.0,1200.0,9292.8,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.68
2025-06-11,1210.0,9220.2,0.03,0.53,0.01,0.01,0.0,9144.0,1210.0,1200.0,9220.2,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.62
2025-06-12,1210.0,9196.0,0.03,0.49,0.01,0.01,0.0,9120.0,1210.0,1200.0,9196.0,,,,,,,,,,,,0.01,,100.0,99.42,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,0.9942,7.6
2025-06-13,1210.0,9196.0,0.03,0.46,0.01,0.01,0.0,9120.0,1210.0,1200.0,9196.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,0.83,0.9836,99.17,1.0,7.6
2025-06-16,10.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,76.4,,,,0.01,,1200.0,,,,,1200.0,0.0,0.01,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498,7.64
2025-06-17,10.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,76.4,,,,,,,,,,,,0.0,,100.0,4.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.0478,7.64
