,ALENO FP Equity_DX_SI_QTY,ALENO FP Equity_DX_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENO FP Equity_DX_SI_MV,ALENO FP Equity_DX_DSS,ALENO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SUPPLY_SI_QTY,ALENO FP Equity_DX_BROKER_SI_QTY,ALENO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENO FP Equity_DX_BROKER_SI_MV_INC_x,ALENO FP Equity_DX_BROKER_SI_QTY_ADD,ALENO FP Equity_DX_SUPPLY_SI_MV_DEC,ALENO FP Equity_DX_BROKER_SI_QTY_INC,ALENO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENO FP Equity_DX_BROKER_SI_MV_INC_y,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENO FP Equity_DX_BROKER_SI_MV_ADD,ALENO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENO FP Equity_DX_BROKER_SI_QTY_DEC,ALENO FP Equity_DX_SUPPLY_SI_MV,ALENO FP Equity_DX_BROKER_SI_MV_DEC,ALENO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENO FP Equity_DX_UTILIZATION_QUANTITY,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENO FP Equity_DX_BROKER_SI_CON_RATIO,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENO FP Equity_PX_LAST
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1417.28,0.0,0.0,,0.0,,0.0,4.12
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1427.6,0.0,0.0,,0.0,,0.0,4.15
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1541.12,0.0,0.0,,0.0,,0.0,4.48
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1506.72,0.0,0.0,,0.0,,0.0,4.38
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1492.96,0.0,0.0,,0.0,,0.0,4.34
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1496.4,0.0,0.0,,0.0,,0.0,4.35
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1489.52,0.0,0.0,,0.0,,0.0,4.33
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1455.12,0.0,0.0,,0.0,,0.0,4.23
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1413.84,0.0,0.0,,0.0,,0.0,4.11
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1441.36,0.0,0.0,,0.0,,0.0,4.19
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1410.4,0.0,0.0,,0.0,,0.0,4.1
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1396.64,0.0,0.0,,0.0,,0.0,4.06
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1403.52,0.0,0.0,,0.0,,0.0,4.08
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1396.64,0.0,0.0,,0.0,,0.0,4.06
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1413.84,0.0,0.0,,0.0,,0.0,4.11
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1403.52,0.0,0.0,,0.0,,0.0,4.08
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1382.88,0.0,0.0,,0.0,,0.0,4.02
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1376.0,0.0,0.0,,0.0,,0.0,4.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1327.84,0.0,0.0,,0.0,,0.0,3.86
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1300.32,0.0,0.0,,0.0,,0.0,3.78
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1269.36,0.0,0.0,,0.0,,0.0,3.69
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1224.64,0.0,0.0,,0.0,,0.0,3.56
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1190.24,0.0,0.0,,0.0,,0.0,3.46
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1231.52,0.0,0.0,,0.0,,0.0,3.58
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1290.0,0.0,0.0,,0.0,,0.0,3.75
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1272.8,0.0,0.0,,0.0,,0.0,3.7
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1269.36,0.0,0.0,,0.0,,0.0,3.69
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1245.28,0.0,0.0,,0.0,,0.0,3.62
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1248.72,0.0,0.0,,0.0,,0.0,3.63
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1238.4,0.0,0.0,,0.0,,0.0,3.6
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1204.0,0.0,0.0,,0.0,,0.0,3.5
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1217.76,0.0,0.0,,0.0,,0.0,3.54
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1186.8,0.0,0.0,,0.0,,0.0,3.45
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1169.6,0.0,0.0,,0.0,,0.0,3.4
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1183.36,0.0,0.0,,0.0,,0.0,3.44
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1179.92,0.0,0.0,,0.0,,0.0,3.43
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1169.6,0.0,0.0,,0.0,,0.0,3.4
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1142.08,0.0,0.0,,0.0,,0.0,3.32
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1114.56,0.0,0.0,,0.0,,0.0,3.24
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1124.88,0.0,0.0,,0.0,,0.0,3.27
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1118.0,0.0,0.0,,0.0,,0.0,3.25
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1100.8,0.0,0.0,,0.0,,0.0,3.2
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1066.4,0.0,0.0,,0.0,,0.0,3.1
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1069.84,0.0,0.0,,0.0,,0.0,3.11
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1032.0,0.0,0.0,,0.0,,0.0,3.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,997.6,0.0,0.0,,0.0,,0.0,2.9
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,942.56,0.0,0.0,,0.0,,0.0,2.74
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1080.16,0.0,0.0,,0.0,,0.0,3.14
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1045.76,0.0,0.0,,0.0,,0.0,3.04
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1028.56,0.0,0.0,,0.0,,0.0,2.99
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1021.68,0.0,0.0,,0.0,,0.0,2.97
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,990.72,0.0,0.0,,0.0,,0.0,2.88
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,949.44,0.0,0.0,,0.0,,0.0,2.76
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,949.44,0.0,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,949.44,0.0,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1035.44,0.0,0.0,,0.0,,0.0,3.01
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1032.0,0.0,0.0,,0.0,,0.0,3.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,980.4,0.0,0.0,,0.0,,0.0,2.85
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,973.52,0.0,0.0,,0.0,,0.0,2.83
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,987.28,0.0,0.0,,0.0,,0.0,2.87
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1042.32,0.0,0.0,,0.0,,0.0,3.03
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1035.44,0.0,0.0,,0.0,,0.0,3.01
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1032.0,0.0,0.0,,0.0,,0.0,3.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1007.92,0.0,0.0,,0.0,,0.0,2.93
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,990.72,0.0,0.0,,0.0,,0.0,2.88
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,959.76,0.0,0.0,,0.0,,0.0,2.79
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,939.12,0.0,0.0,,0.0,,0.0,2.73
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,946.0,0.0,0.0,,0.0,,0.0,2.75
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,946.0,0.0,0.0,,0.0,,0.0,2.75
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,918.48,0.0,0.0,,0.0,,0.0,2.67
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,921.92,0.0,0.0,,0.0,,0.0,2.68
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,932.24,0.0,0.0,,0.0,,0.0,2.71
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,928.8,0.0,0.0,,0.0,,0.0,2.7
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,921.92,0.0,0.0,,0.0,,0.0,2.68
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,918.48,0.0,0.0,,0.0,,0.0,2.67
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,925.36,0.0,0.0,,0.0,,0.0,2.69
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,946.0,0.0,0.0,,0.0,,0.0,2.75
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,952.88,0.0,0.0,,0.0,,0.0,2.77
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,983.84,0.0,0.0,,0.0,,0.0,2.86
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,976.96,0.0,0.0,,0.0,,0.0,2.84
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1004.48,0.0,0.0,,0.0,,0.0,2.92
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1049.2,0.0,0.0,,0.0,,0.0,3.05
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1038.88,0.0,0.0,,0.0,,0.0,3.02
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1076.72,0.0,0.0,,0.0,,0.0,3.13
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1118.0,0.0,0.0,,0.0,,0.0,3.25
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1217.76,0.0,0.0,,0.0,,0.0,3.54
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1207.44,0.0,0.0,,0.0,,0.0,3.51
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1197.12,0.0,0.0,,0.0,,0.0,3.48
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1265.92,0.0,0.0,,0.0,,0.0,3.68
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1331.28,0.0,0.0,,0.0,,0.0,3.87
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1245.28,0.0,0.0,,0.0,,0.0,3.62
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1248.72,0.0,0.0,,0.0,,0.0,3.63
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1269.36,0.0,0.0,,0.0,,0.0,3.69
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1262.48,0.0,0.0,,0.0,,0.0,3.67
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1231.52,0.0,0.0,,0.0,,0.0,3.58
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1231.52,0.0,0.0,,0.0,,0.0,3.58
2023-06-22,5000.0,17850.0,0.31,1.22,0.13,0.02,0.0,8925.0,2500.0,2500.0,8925.0,,,2500.0,,,,,,0.01,2500.0,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.57
2023-06-23,5000.0,17850.0,0.31,1.23,0.13,0.02,0.0,8925.0,2500.0,2500.0,8925.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.57
2023-06-26,5000.0,18100.0,0.31,1.22,0.13,0.02,0.0,9050.0,2500.0,2500.0,9050.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.62
2023-06-27,5000.0,17600.0,0.31,1.21,0.13,0.02,0.0,8800.0,2500.0,2500.0,8800.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.52
2023-06-28,5000.0,17600.0,0.31,1.22,0.13,0.02,0.0,8800.0,2500.0,2500.0,8800.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.52
2023-06-29,5000.0,17500.0,0.31,1.21,0.13,0.02,0.0,8750.0,2500.0,2500.0,8750.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.5
2023-06-30,5000.0,18050.0,0.31,1.2,0.13,0.02,0.0,9025.0,2500.0,2500.0,9025.0,,,,,,,,,,,,0.01,,100.0,87.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.7581,3.61
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,2500.0,,,,,2500.0,0.0,0.01,0.0,0.0,344.0,1238.4,0.0,0.0,,0.0,,0.0,3.6
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1279.68,0.0,0.0,,0.0,,0.0,3.72
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1279.68,0.0,0.0,,0.0,,0.0,3.72
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1272.8,0.0,0.0,,0.0,,0.0,3.7
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1269.36,0.0,0.0,,0.0,,0.0,3.69
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1186.8,0.0,0.0,,0.0,,0.0,3.45
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1186.8,0.0,0.0,,0.0,,0.0,3.45
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1073.28,0.0,0.0,,0.0,,0.0,3.12
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1049.2,0.0,0.0,,0.0,,0.0,3.05
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1028.56,0.0,0.0,,0.0,,0.0,2.99
