,ALENO FP Equity_DX_SI_QTY,ALENO FP Equity_DX_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENO FP Equity_DX_SI_MV,ALENO FP Equity_DX_DSS,ALENO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SUPPLY_SI_QTY,ALENO FP Equity_DX_BROKER_SI_QTY,ALENO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENO FP Equity_DX_BROKER_SI_MV_INC_x,ALENO FP Equity_DX_BROKER_SI_QTY_ADD,ALENO FP Equity_DX_SUPPLY_SI_MV_DEC,ALENO FP Equity_DX_BROKER_SI_QTY_INC,ALENO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENO FP Equity_DX_BROKER_SI_MV_INC_y,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENO FP Equity_DX_BROKER_SI_MV_ADD,ALENO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENO FP Equity_DX_BROKER_SI_QTY_DEC,ALENO FP Equity_DX_SUPPLY_SI_MV,ALENO FP Equity_DX_BROKER_SI_MV_DEC,ALENO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENO FP Equity_DX_UTILIZATION_QUANTITY,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENO FP Equity_DX_BROKER_SI_CON_RATIO,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENO FP Equity_PX_LAST
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19744.0,33762.24,0.03,0.0,,0.0,,0.0,1.71
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8144.0,13844.8,0.01,0.0,,0.0,,0.0,1.7
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,586.52,0.0,0.0,,0.0,,0.0,1.705
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,586.52,0.0,0.0,,0.0,,0.0,1.705
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,583.08,0.0,0.0,,0.0,,0.0,1.695
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,589.96,0.0,0.0,,0.0,,0.0,1.715
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,617.48,0.0,0.0,,0.0,,0.0,1.795
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,608.88,0.0,0.0,,0.0,,0.0,1.77
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,595.12,0.0,0.0,,0.0,,0.0,1.73
2024-01-25,30.0,52.2,0.0,0.0,0.0,0.0,0.0,26.1,15.0,15.0,26.1,,,15.0,,,,,,0.0,15.0,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.74
2024-01-26,30.0,53.55,0.0,0.0,0.0,0.0,0.0,26.78,15.0,15.0,26.78,,,,,,,,,,,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.785
2024-01-29,30.0,52.65,0.0,0.01,0.0,0.0,0.0,26.33,15.0,15.0,26.33,,,,,,,,,,,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.755
2024-01-30,30.0,53.4,0.0,0.01,0.0,0.0,0.0,26.7,15.0,15.0,26.7,,,,,,,,,,,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.78
2024-01-31,30.0,54.0,0.0,0.01,0.0,0.0,0.0,27.0,15.0,15.0,27.0,,,,,,,,,,,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.8
2024-02-01,30.0,55.8,0.0,0.01,0.0,0.0,0.0,27.9,15.0,15.0,27.9,,,,,,,,,,,,0.0,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0836,1.86
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,15.0,,,,,15.0,0.0,0.0,0.0,0.0,359.0,667.74,0.0,0.0,,0.0,,0.0,1.86
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,658.76,0.0,0.0,,0.0,,0.0,1.915
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,629.52,0.0,0.0,,0.0,,0.0,1.83
2024-02-07,1686.0,3026.37,0.04,0.25,0.03,0.0,0.0,1513.19,843.0,843.0,1513.19,,,843.0,,,,,,0.0,843.0,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.795
2024-02-08,1686.0,2916.78,0.04,0.25,0.03,0.0,0.0,1458.39,843.0,843.0,1458.39,,,,,,,,,,,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.73
2024-02-09,1686.0,2874.63,0.04,0.25,0.03,0.0,0.0,1437.32,843.0,843.0,1437.32,,,,,,,,,,,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.705
2024-02-12,1686.0,2883.06,0.04,0.26,0.03,0.0,0.0,1441.53,843.0,843.0,1441.53,,,,,,,,,,,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.71
2024-02-13,1686.0,2942.07,0.04,0.27,0.03,0.0,0.0,1471.04,843.0,843.0,1471.04,,,,,,,,,,,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.745
2024-02-14,1686.0,3001.08,0.04,0.27,0.03,0.0,0.0,1500.54,843.0,843.0,1500.54,,,,,,,,,,,,0.0,,100.0,71.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.4204,1.78
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,843.0,,,,,843.0,0.0,0.0,0.0,0.0,344.0,619.2,0.0,0.0,,0.0,,0.0,1.8
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,605.44,0.0,0.0,,0.0,,0.0,1.76
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,602.0,0.0,0.0,,0.0,,0.0,1.75
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,605.44,0.0,0.0,,0.0,,0.0,1.76
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,600.28,0.0,0.0,,0.0,,0.0,1.745
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,595.12,0.0,0.0,,0.0,,0.0,1.73
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,595.12,0.0,0.0,,0.0,,0.0,1.73
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,619.2,0.0,0.0,,0.0,,0.0,1.8
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,603.72,0.0,0.0,,0.0,,0.0,1.755
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,602.0,0.0,0.0,,0.0,,0.0,1.75
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,600.28,0.0,0.0,,0.0,,0.0,1.745
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,607.16,0.0,0.0,,0.0,,0.0,1.765
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,572.76,0.0,0.0,,0.0,,0.0,1.665
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,576.2,0.0,0.0,,0.0,,0.0,1.675
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,579.64,0.0,0.0,,0.0,,0.0,1.685
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,581.36,0.0,0.0,,0.0,,0.0,1.69
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,581.36,0.0,0.0,,0.0,,0.0,1.69
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,564.16,0.0,0.0,,0.0,,0.0,1.64
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,571.04,0.0,0.0,,0.0,,0.0,1.66
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,565.88,0.0,0.0,,0.0,,0.0,1.645
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,564.16,0.0,0.0,,0.0,,0.0,1.64
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,589.96,0.0,0.0,,0.0,,0.0,1.715
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,589.96,0.0,0.0,,0.0,,0.0,1.715
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,586.52,0.0,0.0,,0.0,,0.0,1.705
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,569.32,0.0,0.0,,0.0,,0.0,1.655
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,576.2,0.0,0.0,,0.0,,0.0,1.675
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,579.64,0.0,0.0,,0.0,,0.0,1.685
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,577.92,0.0,0.0,,0.0,,0.0,1.68
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,577.92,0.0,0.0,,0.0,,0.0,1.68
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,622.64,0.0,0.0,,0.0,,0.0,1.81
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,688.0,0.0,0.0,,0.0,,0.0,2.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,688.0,0.0,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,688.0,0.0,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,667.36,0.0,0.0,,0.0,,0.0,1.94
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,657.04,0.0,0.0,,0.0,,0.0,1.91
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,665.64,0.0,0.0,,0.0,,0.0,1.935
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,691.44,0.0,0.0,,0.0,,0.0,2.01
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,675.96,0.0,0.0,,0.0,,0.0,1.965
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,677.68,0.0,0.0,,0.0,,0.0,1.97
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,677.68,0.0,0.0,,0.0,,0.0,1.97
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,672.52,0.0,0.0,,0.0,,0.0,1.955
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,672.52,0.0,0.0,,0.0,,0.0,1.955
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,672.52,0.0,0.0,,0.0,,0.0,1.955
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,669.08,0.0,0.0,,0.0,,0.0,1.945
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,672.52,0.0,0.0,,0.0,,0.0,1.955
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,672.52,0.0,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,645.0,0.0,0.0,,0.0,,0.0,1.875
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,639.84,0.0,0.0,,0.0,,0.0,1.86
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,643.28,0.0,0.0,,0.0,,0.0,1.87
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,643.28,0.0,0.0,,0.0,,0.0,1.87
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,655.32,0.0,0.0,,0.0,,0.0,1.905
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,669.08,0.0,0.0,,0.0,,0.0,1.945
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,675.96,0.0,0.0,,0.0,,0.0,1.965
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,701.76,0.0,0.0,,0.0,,0.0,2.04
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,688.0,0.0,0.0,,0.0,,0.0,2.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,705.2,0.0,0.0,,0.0,,0.0,2.05
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,705.2,0.0,0.0,,0.0,,0.0,2.05
2024-05-23,1070.0,2214.9,0.03,0.44,0.02,0.0,0.0,1107.45,535.0,535.0,1107.45,,,535.0,,,,,,0.0,535.0,,0.0,,100.0,60.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.2173,2.07
2024-05-24,1070.0,2214.9,0.03,0.42,0.02,0.0,0.0,1107.45,535.0,535.0,1107.45,,,,,,,,,,,,0.0,,100.0,60.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.2173,2.07
2024-05-27,1070.0,2268.4,0.03,0.43,0.02,0.0,0.0,1134.2,535.0,535.0,1134.2,,,,,,,,,,,,0.0,,100.0,60.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.2173,2.12
2024-05-28,15470.0,32796.4,0.4,5.72,0.25,0.03,0.0,16398.2,7735.0,7735.0,16398.2,7200.0,0.02,,,7200.0,,0.02,7200.0,,,,0.02,,100.0,95.74,0.0,0.0,0.0,100.0,,1.0,100.0,1.9148,2.12
2024-05-29,15470.0,32951.1,0.4,5.69,0.25,0.03,0.0,16475.55,7735.0,7735.0,16475.55,,,,,,,,,,,,0.02,,100.0,95.74,0.0,0.0,0.0,100.0,,1.0,100.0,1.9148,2.13
2024-05-30,15470.0,32487.0,0.39,5.9,0.25,0.03,0.0,16243.5,7735.0,7735.0,16243.5,,,,,,,,,,,,0.02,,100.0,95.74,0.0,0.0,0.0,100.0,,1.0,100.0,1.9148,2.1
2024-05-31,14935.0,31363.5,0.38,5.46,0.24,0.03,0.0,16243.5,7200.0,7735.0,15120.0,,,,0.0,,535.0,,,,,,0.02,,100.0,89.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.8486,2.1
2024-06-03,14400.0,29664.0,0.36,5.11,0.23,0.03,0.0,14832.0,7200.0,7200.0,14832.0,,,,,,,,,,,535.0,0.02,0.0,100.0,89.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.7824,2.06
2024-06-04,14400.0,29952.0,0.36,4.7,0.23,0.03,0.0,14976.0,7200.0,7200.0,14976.0,,,,,,,,,,,,0.01,,100.0,89.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.7824,2.08
2024-06-05,14400.0,29952.0,0.36,4.71,0.23,0.03,0.0,14976.0,7200.0,7200.0,14976.0,,,,,,,,,,,,0.02,,100.0,89.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.7824,2.08
2024-06-06,14400.0,29808.0,0.36,4.73,0.23,0.03,0.0,14904.0,7200.0,7200.0,14904.0,,,,,,,,,,,,0.02,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,2.07
2024-06-07,14400.0,29520.0,0.36,4.86,0.23,0.03,0.0,14760.0,7200.0,7200.0,14760.0,,,,,,,,,,,,0.01,,100.0,89.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.7824,2.05
2024-06-10,14400.0,28800.0,0.36,5.05,0.23,0.03,0.0,14400.0,7200.0,7200.0,14400.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,2.0
2024-06-11,14400.0,29376.0,0.36,4.78,0.23,0.03,0.0,14688.0,7200.0,7200.0,14688.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,2.04
2024-06-12,14400.0,29376.0,0.36,4.66,0.23,0.03,0.0,14688.0,7200.0,7200.0,14688.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,2.04
2024-06-13,14400.0,28800.0,0.36,4.67,0.23,0.03,0.0,14400.0,7200.0,7200.0,14400.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,2.0
2024-06-14,14400.0,27720.0,0.36,4.95,0.23,0.03,0.0,13860.0,7200.0,7200.0,13860.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,1.925
2024-06-17,14400.0,26784.0,0.36,4.63,0.23,0.03,0.0,13392.0,7200.0,7200.0,13392.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,1.86
2024-06-18,14400.0,27216.0,0.36,4.44,0.23,0.03,0.0,13608.0,7200.0,7200.0,13608.0,,,,,,,,,,,,0.01,,100.0,95.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.9088,1.89
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,7200.0,,,,,7200.0,0.0,0.01,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,657.04,0.0,0.0,,0.0,,0.0,1.91
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,670.8,0.0,0.0,,0.0,,0.0,1.95
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,677.68,0.0,0.0,,0.0,,0.0,1.97
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,662.2,0.0,0.0,,0.0,,0.0,1.925
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,657.04,0.0,0.0,,0.0,,0.0,1.91
