,MEU FP Equity_DX_SI_QTY,MEU FP Equity_DX_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEU FP Equity_DX_SI_MV,MEU FP Equity_DX_DSS,MEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY,MEU FP Equity_DX_BROKER_SI_QTY,MEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEU FP Equity_DX_BROKER_SI_MV_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEU FP Equity_DX_BROKER_SI_MV_INC_x,MEU FP Equity_DX_SUPPLY_SI_MV_NEW,MEU FP Equity_DX_BROKER_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_NEW,MEU FP Equity_DX_SUPPLY_SI_MV_DEC,MEU FP Equity_DX_BROKER_SI_QTY_INC,MEU FP Equity_DX_SUPPLY_SI_QTY_DEC,MEU FP Equity_DX_BROKER_SI_MV_NEW_y,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MEU FP Equity_DX_BROKER_SI_MV_INC_y,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEU FP Equity_DX_BROKER_SI_MV_ADD,MEU FP Equity_DX_SUPPLY_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_DEC,MEU FP Equity_DX_SUPPLY_SI_MV,MEU FP Equity_DX_BROKER_SI_MV_DEC,MEU FP Equity_DX_SUPPLY_SI_MV_RMV,MEU FP Equity_DX_BROKER_SI_MV_RMV,MEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEU FP Equity_DX_UTILIZATION_QUANTITY,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEU FP Equity_DX_ACTIVE_UTILIZATION_MV,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEU FP Equity_DX_BROKER_SI_CON_RATIO,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEU FP Equity_DX_DEMAND_SUPPLY_RATIO,MEU FP Equity_PX_LAST
2008-10-22,22700.0,1246154.18,0.7,0.31,1.77,1.0,1246154.18,8600.0,22700.0,472111.28,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0248,72.89
2008-10-23,22700.0,1257950.68,0.7,0.31,1.65,1.0,1257950.68,8600.0,22700.0,476580.43,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0248,73.58
2008-10-24,22700.0,1185633.05,0.7,0.31,1.67,1.0,1185633.05,8600.0,22700.0,449182.56,,,,,,,,,,,,,,,,,,0.59,,,,100.0,0.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0248,69.35
2008-10-27,22700.0,1164604.51,0.71,0.31,1.57,1.0,1164604.51,8600.0,22700.0,441215.81,,,,,,,,,,,,,,,,,,0.58,,,,100.0,0.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0248,68.12
2008-10-28,22700.0,1204268.09,0.73,0.31,1.55,1.0,1204268.09,8600.0,22700.0,456242.53,,,,,,,,,,,,,,,,,,0.6,,,,100.0,0.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0247,70.44
2008-10-29,22700.0,1278979.21,0.71,0.31,1.6,1.0,1278979.21,8600.0,22700.0,484547.19,,,,,,,,,,,,,,,,,,0.64,,,,100.0,0.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0247,74.81
2008-10-30,22700.0,1292314.37,0.7,0.28,1.62,1.0,1292314.37,8600.0,22700.0,489599.28,,,,,,,,,,,,,,,,,,0.65,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,75.59
2008-10-31,22700.0,1341722.88,0.7,0.28,1.61,1.0,1341722.88,8600.0,22700.0,508317.92,,,,,,,,,,,,,,,,,,0.68,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,78.48
2008-11-03,22700.0,1338645.53,0.7,0.28,1.59,1.0,1338645.53,8600.0,22700.0,507152.05,,,,,,,,,,,,,,,,,,0.67,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,78.3
2008-11-04,22700.0,1397115.1,0.71,0.28,1.78,1.0,1397115.1,8600.0,22700.0,529303.52,,,,,,,,,,,,,,,,,,0.67,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,81.72
2008-11-05,22700.0,1381728.37,0.69,0.28,1.86,1.0,1381728.37,8600.0,22700.0,523474.19,,,,,,,,,,,,,,,,,,0.7,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,80.82
2008-11-06,22700.0,1290775.7,0.7,0.28,1.83,1.0,1290775.7,8600.0,22700.0,489016.35,,,,,,,,,,,,,,,,,,0.65,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,75.5
2008-11-07,22700.0,1311291.34,0.7,0.28,1.71,1.0,1311291.34,8600.0,22700.0,496788.79,,,,,,,,,,,,,,,,,,0.66,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,76.7
2008-11-10,22700.0,1347877.57,0.71,0.28,1.74,1.0,1347877.57,8600.0,22700.0,510649.65,,,,,,,,,,,,,,,,,,0.68,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0166,78.84
2008-11-11,37700.0,2107935.35,1.18,0.46,2.97,1.0,2107935.35,8600.0,37700.0,480855.28,,,,1.23,,,,,15000.0,,,,1.23,,,,,0.64,,,,100.0,0.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0276,74.24
2008-11-12,37700.0,2034396.11,1.2,0.43,2.8,1.0,2034396.11,8600.0,37700.0,464079.75,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223,71.65
2008-11-13,37700.0,2029569.21,1.2,0.43,2.7,1.0,2029569.21,8600.0,37700.0,462978.65,,,,,,,,,,,,,,,,,,0.61,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0187,71.48
2008-11-14,37700.0,2067332.6,1.19,0.43,2.69,1.0,2067332.6,8600.0,37700.0,471593.11,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0187,72.81
2008-11-17,37700.0,1989250.41,1.17,0.39,2.74,1.0,1989250.41,8600.0,37700.0,453781.26,,,,,,,,,,,,,,,,,,0.6,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0187,70.06
2008-11-18,37700.0,2026445.93,1.18,0.39,2.64,1.0,2026445.93,8600.0,37700.0,462266.18,,,,,,,,,,,,,,,,,,0.61,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0154,71.37
2008-11-19,37700.0,1934166.97,1.28,0.39,2.67,1.0,1934166.97,3900.0,37700.0,200086.24,,,,,,,,0.35,,4700.0,,,,,,,,0.27,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0154,68.12
2008-11-20,33000.0,1630903.03,1.11,0.35,2.3,1.0,1630903.03,3900.0,33000.0,192743.08,,,,,,,,,,,,,,,,,4700.0,0.26,0.37,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0135,65.62
2008-11-21,18000.0,866130.57,0.64,0.19,1.18,0.0,866130.57,3900.0,18000.0,187661.62,,,,,,,,,,,,,,,,,15000.0,0.25,1.12,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,63.89
2008-11-24,18000.0,947876.81,0.65,0.19,1.15,0.0,947876.81,3900.0,18000.0,205373.31,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,69.92
2008-11-25,18000.0,950859.26,0.63,0.19,1.26,0.0,950859.26,3900.0,18000.0,206019.51,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,70.14
2008-11-26,18000.0,950994.82,0.59,0.18,1.26,0.0,950994.82,3900.0,18000.0,206048.88,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0058,70.15
2008-11-27,18000.0,976887.91,0.46,0.17,1.26,0.0,976887.91,3900.0,18000.0,211659.05,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051,72.06
2008-11-28,18000.0,985564.13,0.46,0.17,1.3,0.0,985564.13,3900.0,18000.0,213538.89,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051,72.7
2008-12-01,32000.0,1639564.18,0.78,0.29,2.32,1.0,1639564.18,3900.0,32000.0,199821.88,,,,,,14000.0,,,,,,,,,1.01,,,0.27,,,,100.0,0.11,0.0,0.0,,0.0,100.0,27.87,0.4209,56.45,0.009,68.03
2008-12-02,32000.0,1669448.93,0.84,0.29,2.22,1.0,1669448.93,3900.0,32000.0,203464.09,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.11,0.0,0.0,,0.0,100.0,29.49,0.415,55.18,0.009,69.27
2008-12-03,32000.0,1689452.43,0.82,0.29,2.21,1.0,1689452.43,3900.0,32000.0,205902.02,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.11,0.0,0.0,,0.0,100.0,27.86,0.421,56.46,0.009,70.1
2008-12-04,29000.0,1518179.98,0.75,0.27,2.03,1.0,1518179.98,3900.0,29000.0,204169.03,,,,,,,,,,,,,,,,,3000.0,0.27,0.21,,,100.0,0.11,0.0,0.0,,0.0,100.0,30.87,0.4872,62.22,0.0081,69.51
2008-12-05,29000.0,1455277.4,0.74,0.27,2.02,1.0,1455277.4,3900.0,29000.0,195709.72,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.11,0.0,0.0,,0.0,100.0,31.13,0.4846,61.87,0.0081,66.63
2008-12-08,46000.0,2477090.34,1.14,0.42,3.18,1.0,2477090.34,3900.0,46000.0,210014.18,,,,1.22,,,,,17000.0,,,,1.22,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,37.68,0.4817,58.14,0.0129,71.5
2008-12-09,46000.0,2510349.18,1.14,0.42,3.24,1.0,2510349.18,3900.0,46000.0,212833.95,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,39.72,0.4718,55.86,0.0129,72.46
2008-12-10,46000.0,2499262.9,1.19,0.42,3.31,1.0,2499262.9,3900.0,46000.0,211894.03,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,39.45,0.473,56.16,0.0129,72.14
2008-12-11,51000.0,2764008.05,1.35,0.28,3.69,1.0,2764008.05,3900.0,51000.0,211365.32,,,,0.36,,,,,5000.0,,,,0.36,,,,,0.28,,,,100.0,0.11,0.0,0.0,,0.0,100.0,35.23,0.4037,51.07,0.0143,71.96
2008-12-12,49000.0,2569260.09,1.33,0.44,3.54,1.0,2569260.09,3900.0,49000.0,204492.13,,,,,,,,,,,,,,,,,2000.0,0.27,0.15,,,100.0,0.11,0.0,0.0,,0.0,100.0,36.62,0.4276,53.21,0.0137,69.62
2008-12-15,49000.0,2562986.41,1.39,0.43,3.47,1.0,2562986.41,3900.0,49000.0,203992.8,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,36.11,0.4305,53.86,0.0128,69.45
2008-12-16,49000.0,2567045.85,1.49,0.43,3.41,1.0,2567045.85,3900.0,49000.0,204315.89,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,36.61,0.4276,53.22,0.0128,69.56
2008-12-17,49000.0,2561879.28,1.54,0.43,3.51,1.0,2561879.28,3900.0,49000.0,203904.68,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,35.65,0.4333,54.44,0.0128,69.42
2008-12-18,49000.0,2568522.01,1.51,0.43,3.42,1.0,2568522.01,3900.0,49000.0,204433.38,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.1,0.0,0.0,,0.0,100.0,36.54,0.428,53.31,0.0128,69.6
2008-12-19,49000.0,2564831.61,1.56,0.43,3.41,1.0,2564831.61,3900.0,49000.0,204139.66,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,36.71,0.427,53.09,0.0128,69.5
2008-12-22,66000.0,3381601.12,2.09,0.56,4.59,1.0,3381601.12,3900.0,66000.0,199821.88,,,,,,17000.0,,,,,,,,,1.19,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.23,0.3017,39.38,0.0173,68.03
2008-12-23,66000.0,3391045.55,2.07,0.56,4.53,1.0,3391045.55,3900.0,66000.0,200379.96,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.05,0.3029,39.79,0.0172,68.22
2008-12-24,66000.0,3391045.55,2.12,0.56,4.52,1.0,3391045.55,3900.0,66000.0,200379.96,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.19,0.3025,39.69,0.0172,
2008-12-25,66000.0,3391045.55,2.21,0.56,4.49,1.0,3391045.55,3900.0,66000.0,200379.96,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.37,0.3024,39.59,0.0172,
2008-12-26,66000.0,3391045.55,2.21,0.56,4.53,1.0,3391045.55,3900.0,66000.0,200379.96,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.14,0.3023,39.59,0.0172,
2008-12-29,66000.0,3390548.47,2.21,0.56,4.53,1.0,3390548.47,3900.0,66000.0,200350.59,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.1,0.0,0.0,,0.0,100.0,27.14,0.3023,39.59,0.0172,68.21
2008-12-30,77863.0,4071517.17,2.58,0.66,5.38,1.0,3548609.35,13900.0,67863.0,726841.87,,,,0.13,,,,,1863.0,,,,0.13,,,10000.0,,0.96,,,,100.0,0.36,0.0,0.0,,0.0,100.0,26.15,0.2926,39.11,0.0203,69.43
2008-12-31,87863.0,4696993.89,2.98,0.75,6.21,1.0,4162412.34,13900.0,77863.0,743068.36,,,,,,10000.0,,,,,,,,,0.73,,,0.98,,,,100.0,0.36,0.0,0.0,,0.0,100.0,22.68,0.2378,33.94,0.0229,70.98
2009-01-01,87863.0,4696993.89,3.02,0.75,6.21,1.0,4162412.34,13900.0,77863.0,743068.36,,,,,,,,,,,,,,,,,,0.98,,,,100.0,0.36,0.0,0.0,,0.0,100.0,22.71,0.2365,33.59,0.0229,
2009-01-02,86163.0,4656082.74,2.97,0.73,6.11,1.0,4115701.98,13900.0,76163.0,751129.26,,,,,,,,,,,,,,,,,1700.0,0.99,0.12,,,100.0,0.36,0.0,0.0,,0.0,100.0,23.69,0.2435,34.18,0.0225,71.75
2009-01-05,59163.0,3285725.62,2.08,0.5,4.25,1.0,3285725.62,3900.0,59163.0,216593.65,,,,,,,,0.72,,10000.0,,,,,,,17000.0,0.29,1.22,,,100.0,0.1,0.0,0.0,,0.0,100.0,28.6,0.2344,30.42,0.0154,73.74
2009-01-06,56215.0,3168998.2,1.96,0.48,4.13,1.0,3168998.2,3900.0,56215.0,219854.01,,,,,,,,,,,,,,,,,2948.0,0.29,0.19,,,100.0,0.1,0.0,0.0,,0.0,100.0,30.04,0.2457,32.14,0.0147,74.85
2009-01-07,48315.0,2686900.87,1.77,0.41,3.63,1.0,2686900.87,3900.0,48315.0,216887.37,,,,,,,,,,,,,,,,,7900.0,0.29,0.58,,,100.0,0.1,0.0,0.0,,0.0,100.0,35.35,0.2916,37.17,0.0126,73.84
2009-01-08,49410.0,2741097.86,1.74,0.42,3.67,1.0,2741097.86,3900.0,49410.0,216358.67,,,,,,1095.0,,,,,,,,,0.08,,,0.29,,,,100.0,0.1,0.0,0.0,,0.0,100.0,34.34,0.2776,36.2,0.0129,73.66
2009-01-09,49410.0,2725468.47,1.76,0.42,3.65,1.0,2725468.47,3900.0,49410.0,215125.02,,,,,,,,,,,,,,,,,,0.29,,,,100.0,0.1,0.0,0.0,,0.0,100.0,34.08,0.2771,36.34,0.0129,73.24
2009-01-12,47310.0,2576138.56,1.84,0.4,3.48,1.0,2576138.56,3900.0,47310.0,212363.99,,,,,,,,,,,,,,,,,2100.0,0.28,0.17,,,100.0,0.1,0.0,0.0,,0.0,100.0,36.09,0.3027,37.92,0.0124,72.3
2009-01-13,44352.0,2365297.52,2.58,0.37,3.2,1.0,2365297.52,3900.0,44352.0,207987.47,,,,,,,,,,,,,,,,,2958.0,0.28,0.22,,,100.0,0.12,0.0,0.0,,0.0,100.0,38.12,0.3349,40.62,0.014,70.81
2009-01-14,54352.0,2772928.65,3.17,0.44,3.89,1.0,2772928.65,13900.0,54352.0,709149.77,,,10000.0,,,10000.0,,,,,,,,10000.0,0.74,,,0.94,,,,3.68,0.74,363368.0,18538297.33,,24.61,3.69,30.98,0.2557,32.74,0.0288,67.74
2009-01-15,54352.0,2743046.19,3.51,0.44,3.75,1.0,2743046.19,13900.0,54352.0,701507.62,,,,,,,,,,,,,,,,,,0.93,,,,3.69,3.55,362628.0,18301172.95,,24.3,3.68,31.1,0.2551,32.51,0.1389,67.01
2009-01-16,54352.0,2788483.9,3.25,0.44,3.7,1.0,2788483.9,13900.0,54352.0,713127.87,,,,,,,,,,,,,,,,,,0.92,,,,3.69,3.55,362628.0,18604326.24,,24.17,3.68,30.85,0.2544,32.57,0.1389,68.12
2009-01-19,48300.0,2430337.43,2.95,0.39,3.34,1.0,2430337.43,13900.0,48300.0,699413.88,,,,,,,,,,,,,,,,,6052.0,0.92,0.43,,,3.69,3.55,362628.0,18246550.74,,24.05,3.68,35.08,0.3086,36.75,0.1234,66.81
2009-01-20,48300.0,2372134.47,2.92,0.39,3.26,1.0,2372134.47,13900.0,48300.0,682663.96,,,,,,,,,,,,,,,,,,0.91,,,,3.7,3.56,362124.0,17784820.31,,23.61,3.7,34.91,0.3084,36.84,0.1236,65.21
2009-01-21,48300.0,2368133.01,2.72,0.39,3.19,1.0,2368133.01,13900.0,48300.0,681512.4,,,,,,,,,,,,,,,,,,0.89,,,,3.7,3.56,361300.0,17714419.4,,23.54,3.63,35.07,0.3086,36.76,0.1238,65.1
2009-01-22,51300.0,2483926.63,3.11,0.57,3.37,1.0,2483926.63,14900.0,51300.0,721452.37,,,1000.0,0.2,,,,,3000.0,,,,0.2,1000.0,,,,0.95,,,,3.97,3.82,360550.0,17457694.86,,23.18,3.95,32.75,0.284,34.73,0.1315,64.29
2009-01-23,51300.0,2455722.14,2.91,0.57,3.34,1.0,2455722.14,29900.0,51300.0,1431307.84,,,15000.0,,,,,,,,,,,15000.0,,,,1.89,,,,7.98,7.68,344733.0,16502309.19,,21.92,7.95,32.97,0.2843,34.62,0.1317,63.56
2009-01-26,49300.0,2467288.17,2.85,0.54,3.22,1.0,2467288.17,29900.0,49300.0,1496387.76,,,,1.0,,,,,15000.0,,,,1.0,,,,17000.0,2.0,1.1,,,7.99,7.69,344213.0,17226626.05,,22.86,8.03,35.49,0.3596,43.57,0.1268,66.45
2009-01-27,47100.0,2349027.26,2.59,0.52,3.21,1.0,2349027.26,37700.0,47100.0,1880219.27,,,7800.0,,,,,,,,,,,7800.0,,,2200.0,2.49,0.13,,,10.05,9.67,337338.0,16824122.22,,22.34,10.03,37.27,0.3772,45.77,0.1208,66.22
2009-01-28,57100.0,2953550.27,3.1,0.63,3.89,1.0,2953550.27,37700.0,57100.0,1950067.34,,,,0.69,,,,,10000.0,,,,0.69,,,,,2.59,,,,10.05,9.67,337338.0,17449119.82,,23.17,10.06,30.62,0.4206,55.45,0.1465,68.68
2009-01-29,57100.0,2892483.86,3.04,0.63,4.04,1.0,2892483.86,37700.0,57100.0,1909748.54,,,,,,,,,,,,,,,,,,2.54,,,,10.05,9.67,337444.0,17093718.43,,22.69,10.07,30.62,0.4206,55.45,0.1464,67.26
2009-01-30,57100.0,2906675.35,3.12,0.63,3.95,1.0,2906675.35,37700.0,57100.0,1919118.4,,,,,,,,,,,,,,,,,,2.61,,,,10.05,9.67,337444.0,17177585.92,,23.33,10.07,30.62,0.4206,55.45,0.1464,67.59
2009-02-02,61600.0,3038785.08,3.35,0.68,4.28,1.0,3038785.08,37700.0,61600.0,1859775.93,,,,,,4500.0,,,,,,,,,0.3,,,2.56,,,,10.05,9.67,337444.0,16646425.18,,22.85,10.07,28.45,0.3682,51.53,0.158,65.5
2009-02-03,61600.0,3119046.12,3.12,0.68,4.17,1.0,3119046.12,37700.0,61600.0,1908896.73,,,,,,,,,,,,,,,,,,2.53,,,,9.95,9.57,341347.0,17283718.09,,22.95,9.95,28.27,0.3648,51.19,0.1564,67.23
2009-02-04,59800.0,3098614.83,2.75,0.66,4.12,1.0,3098614.83,35900.0,59800.0,1860205.22,,,,,,,,0.06,,1800.0,,,,,,,1800.0,2.47,0.13,,,9.47,9.12,343147.0,17780608.4,,23.61,9.47,29.36,0.3848,53.18,0.1518,68.8
2009-02-05,55900.0,2887690.1,2.67,0.62,3.94,1.0,2887690.1,35900.0,55900.0,1854527.27,,,,,,,,,,,,,,,,,3900.0,2.47,0.24,,,9.47,9.11,343147.0,17726336.19,,23.61,9.47,24.64,0.4025,56.96,0.1418,68.59
2009-02-06,53800.0,2844443.82,2.49,0.59,3.79,1.0,2844443.82,29900.0,53800.0,1580834.02,,,,,,,,0.37,,6000.0,,,,,,,2100.0,2.1,0.14,,,7.87,7.57,350042.0,18506966.6,,24.57,7.87,25.5,0.4246,58.95,0.1362,70.2
2009-02-09,63800.0,3389968.55,2.86,0.71,4.61,1.0,3389968.55,39900.0,63800.0,2120058.7,,,10000.0,0.79,,,,,10000.0,,,,0.79,10000.0,,,,2.81,,,,10.54,10.13,338792.0,18001476.89,,23.9,10.54,21.46,0.4849,65.61,0.162,70.55
2009-02-10,63800.0,3279932.72,2.81,0.71,4.64,1.0,3279932.72,31100.0,63800.0,1598838.68,,,,,,,,0.69,,8800.0,,,,,,,,2.12,,,,8.23,7.91,346957.0,17836921.89,,23.68,8.23,21.45,0.4843,65.56,0.1623,68.26
2009-02-11,55000.0,2832913.19,2.46,0.61,3.88,1.0,2832913.19,31100.0,55000.0,1601883.64,,,,,,,,,,,,,,,,,8800.0,2.13,0.73,,,8.3,7.98,343653.0,17700711.18,,23.5,8.3,24.82,0.4291,59.61,0.1411,68.39
2009-02-12,55000.0,2776578.02,2.34,0.61,3.88,1.0,2776578.02,31100.0,55000.0,1570028.66,,,,,,,,,,,,,,,,,,2.08,,,,8.31,7.98,343352.0,17333520.3,,23.01,8.31,24.83,0.4293,59.62,0.1412,67.03
2009-02-13,57000.0,2894286.88,2.19,0.63,3.94,1.0,2894286.88,31100.0,57000.0,1579163.55,,,,0.09,,,,,2000.0,,,,0.09,,,,,2.1,,,,8.31,7.99,343214.0,17427364.53,,23.14,8.31,23.96,0.4403,60.95,0.1464,67.42
2009-02-16,80500.0,4049349.82,3.11,0.89,5.61,1.0,4049349.82,54100.0,80500.0,2721364.29,,,23000.0,1.92,,500.0,,,26900.0,,,,1.92,23000.0,0.03,,3900.0,3.61,0.29,,,14.49,13.92,319338.0,16063494.06,,21.33,14.49,16.95,0.6254,77.05,0.2072,66.79
2009-02-17,97500.0,4773049.57,3.83,1.07,6.71,2.0,4773049.57,74100.0,97500.0,3627517.67,,,20000.0,1.35,,,,,20000.0,,,,1.35,20000.0,,,3000.0,4.82,0.21,,,19.79,19.03,300287.0,14700356.28,,19.52,19.79,24.65,0.4801,63.8,0.2503,65.0
2009-02-18,97500.0,4750285.8,3.69,1.07,6.55,2.0,4750285.8,74100.0,97500.0,3610217.21,,,,,,,,,,,,,,,,,,4.79,,,,19.8,19.03,300115.0,14621866.89,,19.41,19.8,24.9,0.4785,63.59,0.2504,64.69
2009-02-19,97500.0,4751020.11,3.9,1.07,6.49,2.0,4751020.11,74100.0,97500.0,3610775.29,,,,,,,,,,,,,,,,,,4.79,,,,19.85,19.07,299289.0,14583877.52,,19.36,19.85,24.53,0.4809,63.91,0.251,64.7
2009-02-20,97500.0,4581393.27,3.86,1.01,6.49,2.0,4581393.27,74100.0,97500.0,3481858.89,,,,,,,,,,,,,,,,,,4.62,,,,19.86,19.09,299036.0,14051297.63,,18.66,19.86,24.48,0.4811,63.95,0.2511,62.39
2009-02-23,97500.0,4565238.34,3.82,1.01,6.31,2.0,4565238.34,74100.0,97500.0,3469581.14,,,,,,,,,,,,,,,,,,4.61,,,,19.86,19.01,299036.0,14001749.86,,18.59,19.86,25.16,0.4769,63.37,0.2502,62.17
2009-02-24,39461.0,1811125.35,1.59,0.41,2.46,1.0,1811125.35,16061.0,39461.0,737145.14,,,,,,,,3.63,,58039.0,,,,,,,58039.0,0.98,3.85,,,4.31,4.12,356826.0,16377096.72,,21.75,4.31,27.89,0.3863,52.36,0.1013,60.94
2009-02-25,34163.0,1562304.69,1.37,0.35,2.1,1.0,1562304.69,14063.0,34163.0,643113.63,,,,,,,,0.12,,1998.0,,,,,,,5298.0,0.85,0.35,,,3.78,3.62,358111.0,16376737.84,,21.74,3.78,32.27,0.4168,54.68,0.0879,60.72
2009-02-26,34163.0,1604758.62,1.39,0.35,2.09,1.0,1604758.62,14063.0,34163.0,660589.54,,,,,,,,,,,,,,,,,,0.88,,,,3.79,3.63,356889.0,16764356.16,,22.26,3.79,32.66,0.4148,54.26,0.0882,62.37
2009-02-27,34163.0,1579800.86,1.44,0.35,2.1,1.0,1579800.86,14063.0,34163.0,650315.82,,,,,,,,,,,,,,,,,,0.88,,,,3.81,3.65,354817.0,16407815.48,,22.13,3.81,32.9,0.4115,53.76,0.0886,61.4
2009-03-02,34163.0,1495150.29,1.43,0.35,2.11,1.0,1495150.29,14063.0,34163.0,615469.91,,,,,,,,,,,,,,,,,,0.82,,,,3.82,3.65,354343.0,15507889.78,,20.59,3.82,32.25,0.4168,54.69,0.0887,58.11
2009-03-03,34163.0,1466847.67,1.39,0.35,2.04,1.0,1466847.67,14063.0,34163.0,603819.3,,,,,,,,,,,,,,,,,,0.82,,,,3.82,3.65,354343.0,15214331.38,,20.62,3.82,31.59,0.4221,55.6,0.0887,57.01
2009-03-04,37163.0,1658353.43,1.6,0.38,2.2,1.0,1658353.43,14063.0,37163.0,627544.18,,,,0.17,,,,,3000.0,,,,0.17,,,,,0.82,,,,3.82,3.65,354343.0,15812123.04,,20.66,3.82,28.82,0.3835,51.7,0.0965,59.25
2009-03-05,37163.0,1597057.33,1.57,0.38,2.16,1.0,1597057.33,14063.0,37163.0,604348.87,,,,,,,,,,,,,,,,,,0.82,,,,3.82,3.65,354343.0,15227674.94,,20.75,3.82,30.45,0.3699,49.0,0.0965,57.06
