,ALAIR FP Equity_DX_SI_QTY,ALAIR FP Equity_DX_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAIR FP Equity_DX_SI_MV,ALAIR FP Equity_DX_DSS,ALAIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SUPPLY_SI_QTY,ALAIR FP Equity_DX_BROKER_SI_QTY,ALAIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAIR FP Equity_DX_BROKER_SI_QTY_ADD,ALAIR FP Equity_DX_SUPPLY_SI_MV_DEC,ALAIR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAIR FP Equity_DX_BROKER_SI_MV_ADD,ALAIR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAIR FP Equity_DX_BROKER_SI_QTY_DEC,ALAIR FP Equity_DX_SUPPLY_SI_MV,ALAIR FP Equity_DX_BROKER_SI_MV_DEC,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAIR FP Equity_DX_BROKER_SI_CON_RATIO,ALAIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAIR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAIR FP Equity_PX_LAST
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3120.0,0.0,0.0,0.0,,0.0,3.12
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3300.0,0.0,0.0,0.0,,0.0,3.3
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3600.0,0.0,0.0,0.0,,0.0,3.6
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3320.0,0.0,0.0,0.0,,0.0,3.32
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3140.0,0.0,0.0,0.0,,0.0,3.14
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3780.0,0.0,0.0,0.0,,0.0,3.78
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3780.0,0.0,0.0,0.0,,0.0,3.78
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3720.0,0.0,0.0,0.0,,0.0,3.72
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3260.0,0.0,0.0,0.0,,0.0,3.26
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3260.0,0.0,0.0,0.0,,0.0,3.26
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3320.0,0.0,0.0,0.0,,0.0,3.32
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3320.0,0.0,0.0,0.0,,0.0,3.32
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3320.0,0.0,0.0,0.0,,0.0,3.32
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3380.0,0.0,0.0,0.0,,0.0,3.38
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3380.0,0.0,0.0,0.0,,0.0,3.38
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3380.0,0.0,0.0,0.0,,0.0,3.38
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3540.0,0.0,0.0,0.0,,0.0,3.54
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3400.0,0.0,0.0,0.0,,0.0,3.4
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3400.0,0.0,0.0,0.0,,0.0,3.4
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3400.0,0.0,0.0,0.0,,0.0,3.4
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3500.0,0.0,0.0,0.0,,0.0,3.5
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,3520.0,0.0,0.0,0.0,,0.0,3.52
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4000.0,0.0,0.0,0.0,,0.0,4.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4100.0,0.0,0.0,0.0,,0.0,4.1
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4200.0,0.0,0.0,0.0,,0.0,4.2
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4240.0,0.0,0.0,0.0,,0.0,4.24
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4240.0,0.0,0.0,0.0,,0.0,4.24
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,4500.0,0.0,0.0,0.0,,0.0,4.5
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
