,ALTD FP Equity_DX_SI_QTY,ALTD FP Equity_DX_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTD FP Equity_DX_SI_MV,ALTD FP Equity_DX_DSS,ALTD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY,ALTD FP Equity_DX_BROKER_SI_QTY,ALTD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTD FP Equity_DX_BROKER_SI_MV_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTD FP Equity_DX_BROKER_SI_MV_INC_x,ALTD FP Equity_DX_SUPPLY_SI_MV_NEW,ALTD FP Equity_DX_BROKER_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_NEW,ALTD FP Equity_DX_SUPPLY_SI_MV_DEC,ALTD FP Equity_DX_BROKER_SI_QTY_INC,ALTD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTD FP Equity_DX_BROKER_SI_MV_NEW_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTD FP Equity_DX_BROKER_SI_MV_INC_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTD FP Equity_DX_BROKER_SI_MV_ADD,ALTD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV,ALTD FP Equity_DX_BROKER_SI_MV_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV_RMV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTD FP Equity_DX_UTILIZATION_QUANTITY,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTD FP Equity_DX_BROKER_SI_CON_RATIO,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTD FP Equity_PX_LAST
2023-03-24,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-03-27,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-03-28,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-03-29,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-03-30,5081094.0,508.11,0.09,0.02,0.09,0.13,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-03-31,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-04-03,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-04-04,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.47,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1694,0.0001
2023-04-05,5081094.0,508.11,0.09,0.02,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-06,5081094.0,508.11,0.09,0.03,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-07,5081094.0,508.11,0.09,0.03,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,
2023-04-10,5081094.0,508.11,0.09,0.03,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,
2023-04-11,5081094.0,508.11,0.09,0.03,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-12,5081094.0,508.11,0.09,0.04,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-13,5081094.0,508.11,0.09,0.04,0.09,0.13,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-14,5081094.0,508.11,0.09,0.04,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-17,5081094.0,508.11,0.09,0.04,0.09,0.03,5.0,254.06,2540497.0,2540597.0,254.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0001
2023-04-18,5081094.0,1016.22,0.09,0.04,0.09,0.03,5.0,508.12,2540497.0,2540597.0,508.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.46,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,0.1692,0.0002
2023-04-19,5081094.0,1016.22,0.09,0.03,0.09,0.03,5.0,508.12,2540497.0,2540597.0,508.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.8,0.0,0.0,,0.0,100.0,0.0,1.0,100.0,1.9961,0.0002
2023-04-20,5181094.0,1036.22,0.09,0.03,0.09,0.03,5.0,518.12,2590497.0,2590597.0,518.1,,,,,,50000.0,,,,,,,,,0.0,50000.0,,0.0,,,100.0,99.81,0.0,0.0,,0.0,100.0,0.08,0.9985,99.92,1.9962,0.0002
2023-04-21,2740597.0,548.12,0.05,0.02,0.05,0.0,5.0,528.12,2640497.0,2640597.0,528.1,,,2590497.0,0.0,,,,0.0,50000.0,2540497.0,,,0.0,2590497.0,,,,0.0,,,100.0,99.81,0.0,0.0,,0.0,100.0,7.3,0.8647,92.7,1.0359,0.0002
2023-04-24,2740597.0,548.12,0.05,0.02,0.05,0.0,5.0,528.12,2640497.0,2640597.0,528.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.81,0.0,0.0,,0.0,100.0,7.3,0.8647,92.7,1.0359,0.0002
2023-04-25,3140597.0,628.12,0.06,0.02,0.06,0.0,5.0,568.12,2840497.0,2840597.0,568.1,,,200000.0,0.0,,,,,200000.0,,,,0.0,200000.0,,,,0.0,,,100.0,99.82,0.0,0.0,,0.0,100.0,19.63,0.6844,80.37,1.1037,0.0002
2023-04-26,15140597.0,3028.12,0.28,0.11,0.28,0.06,5.0,1768.12,8840497.0,8840597.0,1768.1,,,6000000.0,,,6000000.0,,,,,,,,6000000.0,0.06,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,3.26,0.9216,95.94,1.7117,0.0002
2023-04-27,15140597.0,4542.18,0.28,0.11,0.28,0.01,5.0,2652.18,8840497.0,8840597.0,2652.15,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,41.82,0.4158,48.02,1.7117,0.0003
2023-04-28,15140597.0,4542.18,0.28,0.11,0.28,0.01,5.0,2652.18,8840497.0,8840597.0,2652.15,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,32.71,0.4292,55.54,1.7117,0.0003
2023-05-01,15140597.0,4542.18,0.28,0.11,0.28,0.01,5.0,2652.18,8840497.0,8840597.0,2652.15,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,32.71,0.4292,55.54,1.7117,
2023-05-02,15140597.0,4542.18,0.28,0.11,0.28,0.01,5.0,2652.18,8840497.0,8840597.0,2652.15,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,32.71,0.4292,55.54,1.7117,0.0003
2023-05-03,15140597.0,3028.12,0.28,0.11,0.28,0.01,5.0,1768.12,8840497.0,8840597.0,1768.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,32.6,0.4295,55.62,1.7117,0.0002
2023-05-04,15500597.0,4650.18,0.28,0.11,0.28,0.01,5.0,2706.18,9020497.0,9020597.0,2706.15,,,180000.0,0.0,,,,,180000.0,,,,0.0,180000.0,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.84,0.416,47.17,1.7174,0.0003
2023-05-05,15500597.0,4650.18,0.28,0.11,0.28,0.01,5.0,2706.18,9020497.0,9020597.0,2706.15,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,33.81,0.4261,54.63,1.7174,0.0003
2023-05-08,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,33.53,0.4268,54.86,1.7174,0.0002
2023-05-09,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.53,0.4159,47.43,1.7174,0.0002
2023-05-10,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.53,0.4159,47.43,1.7174,0.0002
2023-05-11,15500597.0,1550.06,0.28,0.11,0.28,0.01,5.0,902.06,9020497.0,9020597.0,902.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.21,0.4158,47.69,1.7174,0.0001
2023-05-12,15500597.0,3100.12,0.28,0.11,0.28,0.0,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,33.73,0.4685,59.13,1.7174,0.0002
2023-05-15,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.53,0.4159,47.43,1.7174,0.0002
2023-05-16,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.53,0.4159,47.43,1.7174,0.0002
2023-05-17,15500597.0,3100.12,0.28,0.11,0.28,0.01,5.0,1804.12,9020497.0,9020597.0,1804.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,99.94,0.0,0.0,,0.0,100.0,42.53,0.4159,47.43,1.7174,0.0002
2023-05-18,1650.0,2161.5,0.3,0.0,0.3,0.0,5.0,1312.62,902.0,1002.0,1181.62,,,,,,,,0.0,,9019595.0,,,,,,,9019595.0,0.0,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,16.57,0.6425,78.25,1.8293,1.31
2023-05-19,1650.0,1749.0,0.3,0.0,0.3,0.0,5.0,1062.12,902.0,1002.0,956.12,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,19.48,0.6198,76.15,1.8293,1.06
2023-05-22,1650.0,1650.0,0.3,0.0,0.3,0.0,5.0,1002.0,902.0,1002.0,902.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.0,0.0,0.0,,0.0,100.0,20.8,0.6097,75.15,0.0,1.0
2023-05-23,1850.0,2077.55,0.34,0.0,0.34,0.0,5.0,1237.55,1002.0,1102.0,1125.25,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,10.78,0.7342,84.89,1.8463,1.123
2023-05-24,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,0.0,,,,,28.0,,,,0.0,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.29,0.6452,78.74,1.8743,1.123
2023-05-25,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.0,0.651,79.17,1.8743,1.123
2023-05-26,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,13.99,0.6511,79.18,1.8743,1.123
2023-05-29,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,13.99,0.6511,79.17,1.8743,1.123
2023-05-30,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.47,0.6431,78.57,1.8743,1.123
2023-05-31,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.29,0.6453,78.74,1.8743,1.123
2023-06-01,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.45,0.6585,79.63,1.8743,1.123
2023-06-02,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,16.35,0.6362,77.85,1.8743,1.123
2023-06-05,1878.0,2108.99,0.34,0.0,0.34,0.0,5.0,1268.99,1002.0,1130.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.52,0.6617,79.84,1.8743,1.123
2023-06-06,1928.0,2165.14,0.34,0.0,0.34,0.0,5.0,1325.14,1002.0,1180.0,1125.25,,,,0.0,,,,,50.0,,,,0.0,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.13,0.6308,77.73,1.9242,1.123
2023-06-07,1928.0,2165.14,0.34,0.0,0.34,0.0,5.0,1325.14,1002.0,1180.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,16.94,0.6181,76.49,1.9242,1.123
2023-06-08,1928.0,2165.14,0.34,0.0,0.34,0.0,5.0,1325.14,1002.0,1180.0,1125.25,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,15.01,0.6234,77.12,1.9242,1.123
2023-06-09,1928.0,3470.4,0.34,0.0,0.34,0.0,5.0,2124.0,1002.0,1180.0,1803.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,12.61,0.6137,76.55,1.9242,1.8
2023-06-12,1928.0,3470.4,0.34,0.0,0.34,0.0,5.0,2124.0,1002.0,1180.0,1803.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,14.05,0.6266,77.43,1.9242,1.8
2023-06-13,26528.0,49342.08,4.74,0.0,4.74,0.05,5.0,25072.8,13302.0,13480.0,24741.72,,,12300.0,0.02,,,,,12300.0,,,,0.02,12300.0,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,5.22,0.8833,93.83,1.9943,1.86
2023-06-14,26328.0,47916.96,4.71,0.0,4.71,0.05,5.0,24351.6,13202.0,13380.0,24027.64,,,,,,,,0.0,,100.0,,,,,,,100.0,0.02,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,4.63,0.8933,94.4,1.9942,1.82
2023-06-15,24298.0,42570.1,4.34,0.0,4.34,0.04,5.0,19885.2,13202.0,11350.0,23129.9,,,,,,,,,,,,,,,,,2030.0,0.02,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,5.09,0.8833,93.84,1.8405,1.752
2023-06-16,22268.0,39191.68,3.98,0.0,3.98,0.04,5.0,19976.0,11172.0,11350.0,19662.72,,,,,,,,0.0,,2030.0,,,,,,,,0.02,,,100.0,84.62,0.0,0.0,,0.0,100.0,5.56,0.8737,93.3,1.6867,1.76
2023-06-19,25668.0,44919.0,4.59,0.0,4.59,0.04,5.0,22837.5,12872.0,13050.0,22526.0,,,1700.0,0.0,,,,,1700.0,,,,0.0,1700.0,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.03,0.6883,80.98,1.9941,1.75
2023-06-20,25568.0,45245.13,4.57,0.0,4.57,0.04,5.0,22916.32,12872.0,12950.0,22778.29,,,,,,,,,,,,,,,,,100.0,0.02,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,17.91,0.6899,81.1,1.9863,1.7696
2023-06-21,25568.0,42647.42,4.57,0.0,4.57,0.04,5.0,21600.6,12872.0,12950.0,21470.5,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.42,0.6831,80.56,1.9863,1.668
2023-06-22,25568.0,42442.88,4.57,0.01,4.57,0.04,5.0,21497.0,12872.0,12950.0,21367.52,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.03,0.6883,80.98,1.9863,1.66
2023-06-23,25568.0,39886.08,4.57,0.01,4.57,0.04,5.0,20202.0,12872.0,12950.0,20080.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.44,0.6828,80.54,1.9863,1.56
2023-06-26,25568.0,40903.69,4.57,0.01,4.57,0.04,5.0,20717.41,12872.0,12950.0,20592.63,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.81,0.6913,81.21,1.9863,1.5998
2023-06-27,25568.0,38352.0,4.57,0.01,4.57,0.04,5.0,19425.0,12872.0,12950.0,19308.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.46,0.6825,80.52,1.9863,1.5
2023-06-28,25568.0,38352.0,4.57,0.01,4.57,0.04,5.0,19425.0,12872.0,12950.0,19308.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.99,0.6888,81.02,1.9863,1.5
2023-06-29,25568.0,38352.0,4.57,2.15,4.57,0.04,5.0,19425.0,12872.0,12950.0,19308.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.99,0.6888,81.02,1.9863,1.5
2023-06-30,25568.0,38352.0,4.57,2.35,4.57,0.04,5.0,19425.0,12872.0,12950.0,19308.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.99,0.6888,81.02,1.9863,1.5
2023-07-03,25568.0,35795.2,4.57,2.67,4.57,0.04,5.0,18130.0,12872.0,12950.0,18020.8,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.49,0.6821,80.49,1.9863,1.4
2023-07-04,25568.0,37073.6,4.57,2.73,4.57,0.04,5.0,18777.5,12872.0,12950.0,18664.4,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.96,0.6893,81.05,1.9863,1.45
2023-07-05,25568.0,38096.32,4.57,2.93,4.57,0.04,5.0,19295.5,12872.0,12950.0,19179.28,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.79,0.6915,81.23,1.9863,1.49
2023-07-06,25568.0,41164.48,4.57,2.91,4.57,0.04,5.0,20849.5,12872.0,12950.0,20723.92,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.42,0.6966,81.62,1.9863,1.61
2023-07-07,25568.0,46027.51,4.57,2.88,4.57,0.04,5.0,23312.59,12872.0,12950.0,23172.17,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.17,0.7001,81.89,1.9863,1.8002
2023-07-10,25568.0,43470.71,4.57,2.74,4.57,0.05,5.0,22017.59,12872.0,12950.0,21884.97,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.41,0.6832,80.58,1.9863,1.7002
2023-07-11,25568.0,46528.65,4.57,2.7,4.57,0.04,5.0,23566.41,12872.0,12950.0,23424.47,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.49,0.6956,81.54,1.9863,1.8198
2023-07-12,25568.0,43976.96,4.57,2.69,4.57,0.05,5.0,22274.0,12872.0,12950.0,22139.84,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.4,0.6833,80.58,1.9863,1.72
2023-07-13,25568.0,43465.6,4.57,2.66,4.57,0.04,5.0,22015.0,12872.0,12950.0,21882.4,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.08,0.6877,80.92,1.9863,1.7
2023-07-14,25568.0,46022.4,4.57,2.63,4.57,0.04,5.0,23310.0,12872.0,12950.0,23169.6,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.57,0.6945,81.46,1.9863,1.8
2023-07-17,25568.0,47561.59,4.57,2.62,4.57,0.05,5.0,24089.59,12872.0,12950.0,23944.49,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.75,0.6921,81.27,1.9863,1.8602
2023-07-18,25568.0,47556.48,4.57,2.55,4.57,0.05,5.0,24087.0,12872.0,12950.0,23941.92,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.99,0.6888,81.01,1.9863,1.86
2023-07-19,25540.0,47764.91,4.57,2.52,4.57,0.05,5.0,24166.72,12872.0,12922.0,24073.21,,,,,,,,,,,,,,,,,28.0,0.02,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,17.97,0.6891,81.04,1.9842,1.8702
2023-07-20,25540.0,54144.8,4.57,2.46,4.57,0.05,5.0,27394.64,12872.0,12922.0,27288.64,,,,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,17.08,0.7012,81.97,1.9842,2.12
2023-07-21,25540.0,52344.23,4.57,2.16,4.57,0.05,5.0,26483.64,12872.0,12922.0,26381.16,,,,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.26,0.6852,80.73,1.9842,2.0495
2023-07-24,23140.0,50445.2,4.14,2.64,4.14,0.05,5.0,22937.96,12872.0,10522.0,28060.96,,,,,,,,,,,,,,,,,2400.0,0.03,0.0,,100.0,100.0,0.0,0.0,,0.0,100.0,19.45,0.6696,79.47,1.7977,2.18
2023-07-25,15740.0,33219.27,2.81,1.85,2.81,0.03,5.0,11654.18,10472.0,5522.0,22101.16,,,,,,,,0.0,,2400.0,,,,,,,5000.0,0.02,0.01,,100.0,100.0,0.0,0.0,,0.0,100.0,29.4,0.5625,68.97,1.5031,2.1105
2023-07-26,10740.0,22339.2,1.92,1.49,1.92,0.02,5.0,11485.76,5472.0,5522.0,11381.76,,,,,,,,0.01,,5000.0,,,,,,,,0.01,,,100.0,52.25,0.0,0.0,,0.0,100.0,43.4,0.4831,54.24,1.0256,2.08
2023-07-27,1914.0,3838.53,0.34,0.28,0.34,0.0,5.0,2224.1,1059.0,1109.0,2123.82,,,,,,,,0.01,,4413.0,,,,,,,4413.0,0.0,0.01,,100.0,100.0,0.0,0.0,,0.0,100.0,13.08,0.5829,74.12,1.8074,2.0055
2023-07-28,1914.0,3770.58,0.34,0.27,0.34,0.0,5.0,2184.73,1059.0,1109.0,2086.23,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,13.29,0.5761,73.56,1.8074,1.97
2023-07-31,1914.0,3713.16,0.34,0.26,0.34,0.0,5.0,2151.46,1059.0,1109.0,2054.46,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,13.29,0.5759,73.54,1.8074,1.94
2023-08-01,1914.0,3808.86,0.34,0.26,0.34,0.0,5.0,2206.91,1059.0,1109.0,2107.41,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,13.45,0.5731,73.31,1.8074,1.99
2023-08-02,1660.0,3203.8,0.3,0.23,0.3,0.0,5.0,1650.15,805.0,855.0,1553.65,,,,,,,,0.0,,254.0,,,,,,,254.0,0.0,0.0,,100.0,76.02,0.0,0.0,,0.0,100.0,15.06,0.7441,84.94,1.5675,1.93
2023-08-03,1660.0,3154.33,0.3,0.23,0.3,0.0,5.0,1624.67,805.0,855.0,1529.66,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,15.17,0.7426,84.83,2.0621,1.9002
2023-08-04,1456.0,2868.32,0.26,0.2,0.26,0.0,5.0,1483.41,703.0,753.0,1384.91,,,,,,,,0.0,,102.0,,,,,,,102.0,0.0,0.0,,100.0,87.33,0.0,0.0,,0.0,100.0,3.56,0.9313,96.44,1.8087,1.97
2023-08-07,1456.0,2824.64,0.26,0.2,0.26,0.0,5.0,1460.82,703.0,753.0,1363.82,,,,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,3.45,0.9334,96.55,2.0711,1.94
