,MTF FP Equity_DX_SI_QTY,MTF FP Equity_DX_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTF FP Equity_DX_SI_MV,MTF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SUPPLY_SI_QTY,MTF FP Equity_DX_BROKER_SI_QTY,MTF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTF FP Equity_DX_BROKER_SI_MV_NEW_x,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTF FP Equity_DX_BROKER_SI_MV_INC_x,MTF FP Equity_DX_BROKER_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_NEW,MTF FP Equity_DX_SUPPLY_SI_MV_DEC,MTF FP Equity_DX_BROKER_SI_QTY_INC,MTF FP Equity_DX_SUPPLY_SI_QTY_DEC,MTF FP Equity_DX_BROKER_SI_MV_NEW_y,MTF FP Equity_DX_BROKER_SI_MV_INC_y,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTF FP Equity_DX_BROKER_SI_MV_ADD,MTF FP Equity_DX_SUPPLY_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_DEC,MTF FP Equity_DX_SUPPLY_SI_MV,MTF FP Equity_DX_BROKER_SI_MV_DEC,MTF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTF FP Equity_DX_UTILIZATION_QUANTITY,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTF FP Equity_DX_ACTIVE_UTILIZATION_MV,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTF FP Equity_DX_BROKER_SI_CON_RATIO,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTF FP Equity_DX_DEMAND_SUPPLY_RATIO,MTF FP Equity_PX_LAST
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.43
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.05
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.03
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.39
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.61
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.43
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.43
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.56
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.53
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.94
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.38
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.53
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.55
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.56
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.42
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.68
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.76
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.4
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.39
2012-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.13
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.34
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.72
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.74
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.22
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.54
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.57
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.65
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.04
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.57
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.28
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.79
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.69
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.06
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.51
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.34
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.68
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.42
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.44
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.37
2012-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.58
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.27
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.13
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.49
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.65
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.92
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.29
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.03
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.05
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.14
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.61
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.39
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.46
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.13
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.69
2012-12-18,3000.0,437280.0,2.49,0.67,0.44,437280.0,0.0,3000.0,0.0,,,,3000.0,,,,,,,,0.44,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,145.76
2012-12-19,3000.0,438810.0,2.49,0.67,0.44,438810.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,146.27
2012-12-20,500.0,73415.0,0.42,0.11,0.07,73415.0,0.0,500.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,146.83
2012-12-21,500.0,73440.0,0.42,0.11,0.07,73440.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,146.88
2012-12-24,500.0,73440.0,0.42,0.11,0.07,73440.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2012-12-25,500.0,73440.0,0.42,0.11,0.07,73440.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2012-12-26,500.0,73440.0,0.42,0.11,0.07,73440.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2012-12-27,500.0,73780.0,0.42,0.14,0.07,73780.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,147.56
2012-12-28,500.0,73840.0,0.42,0.14,0.07,73840.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,147.68
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.81
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.12
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.57
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.44
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.22
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.02
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.52
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.96
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.43
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.65
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.86
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.04
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.58
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.59
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.44
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.03
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.63
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.49
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.78
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.42
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.77
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.06
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.29
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.83
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.13
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.26
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.25
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.24
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.41
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.95
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.35
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.54
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.14
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.69
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.22
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.86
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.28
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.26
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.31
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.43
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.44
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.17
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.17
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.48
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.83
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.69
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.52
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.61
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.72
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.04
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.78
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.48
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.87
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.13
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.27
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.11
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.28
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.95
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.11
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.98
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.36
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.53
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.49
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.93
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.02
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.02
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.93
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.35
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.19
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.76
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.87
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.88
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.69
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.27
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.92
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.34
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.53
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.28
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.78
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.43
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.63
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.41
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.81
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.19
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.69
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.68
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.22
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.31
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.85
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.86
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.95
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.77
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.65
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.57
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.78
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.39
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.98
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.07
2013-06-11,1600.0,236096.0,2.12,0.5,0.24,236096.0,0.0,1600.0,0.0,,,,1600.0,,,,,,,,0.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,147.56
2013-06-12,1600.0,236272.0,2.12,0.5,0.24,236272.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,147.67
2013-06-13,1600.0,236800.0,2.12,0.5,0.24,236800.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.0
2013-06-14,1600.0,238240.0,9.57,0.5,0.24,238240.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.9
2013-06-17,1600.0,238096.0,9.43,0.5,0.24,238096.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.81
2013-06-18,1600.0,237344.0,9.57,0.5,0.24,237344.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.34
2013-06-19,1600.0,237872.0,9.44,0.5,0.24,237872.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.67
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.21
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.23
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.46
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.31
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.64
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.76
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.52
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.91
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.69
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.13
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.14
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.28
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.45
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.14
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.24
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.17
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.32
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.19
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.47
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.7
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.61
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.09
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.67
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.61
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.52
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.58
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.04
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.58
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.06
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.21
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.33
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.62
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.92
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.02
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.79
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.38
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.66
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.3
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.92
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.24
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.55
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.88
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.47
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.77
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.92
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.83
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.79
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.62
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.64
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.56
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.11
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.01
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.49
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.65
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.16
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.19
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.68
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.01
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.18
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.92
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.95
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.85
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.41
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.91
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.36
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.79
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.89
