,MTF FP Equity_DX_SI_QTY,MTF FP Equity_DX_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTF FP Equity_DX_SI_MV,MTF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SUPPLY_SI_QTY,MTF FP Equity_DX_BROKER_SI_QTY,MTF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTF FP Equity_DX_BROKER_SI_MV_NEW_x,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTF FP Equity_DX_BROKER_SI_MV_INC_x,MTF FP Equity_DX_BROKER_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_NEW,MTF FP Equity_DX_SUPPLY_SI_MV_DEC,MTF FP Equity_DX_BROKER_SI_QTY_INC,MTF FP Equity_DX_SUPPLY_SI_QTY_DEC,MTF FP Equity_DX_BROKER_SI_MV_NEW_y,MTF FP Equity_DX_BROKER_SI_MV_INC_y,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTF FP Equity_DX_BROKER_SI_MV_ADD,MTF FP Equity_DX_SUPPLY_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_DEC,MTF FP Equity_DX_SUPPLY_SI_MV,MTF FP Equity_DX_BROKER_SI_MV_DEC,MTF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTF FP Equity_DX_UTILIZATION_QUANTITY,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTF FP Equity_DX_ACTIVE_UTILIZATION_MV,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTF FP Equity_DX_BROKER_SI_CON_RATIO,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTF FP Equity_DX_DEMAND_SUPPLY_RATIO,MTF FP Equity_PX_LAST
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,27536.69,0.0,0.0,,0.0,,0.0,184.81
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,27360.87,0.0,0.0,,0.0,,0.0,183.63
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,27241.67,0.0,0.0,,0.0,,0.0,182.83
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26954.1,0.0,0.0,,0.0,,0.0,180.9
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26752.95,0.0,0.0,,0.0,,0.0,179.55
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26904.93,0.0,0.0,,0.0,,0.0,180.57
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26869.17,0.0,0.0,,0.0,,0.0,180.33
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,27865.98,0.0,0.0,,0.0,,0.0,187.02
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,27068.83,0.0,0.0,,0.0,,0.0,181.67
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26825.96,0.0,0.0,,0.0,,0.0,180.04
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26755.93,0.0,0.0,,0.0,,0.0,179.57
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26590.54,0.0,0.0,,0.0,,0.0,178.46
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26861.72,0.0,0.0,,0.0,,0.0,180.28
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26548.82,0.0,0.0,,0.0,,0.0,178.18
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26632.26,0.0,0.0,,0.0,,0.0,178.74
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26370.02,0.0,0.0,,0.0,,0.0,176.98
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26060.1,0.0,0.0,,0.0,,0.0,174.9
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26124.17,0.0,0.0,,0.0,,0.0,175.33
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26170.36,0.0,0.0,,0.0,,0.0,175.64
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26206.12,0.0,0.0,,0.0,,0.0,175.88
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,25809.78,0.0,0.0,,0.0,,0.0,173.22
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,25753.16,0.0,0.0,,0.0,,0.0,172.84
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,26031.79,0.0,0.0,,0.0,,0.0,174.71
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,25791.9,0.0,0.0,,0.0,,0.0,173.1
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,25896.2,0.0,0.0,,0.0,,0.0,173.8
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,149.0,25358.31,0.0,0.0,,0.0,,0.0,170.19
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45350.71,0.0,0.0,,0.0,,0.0,168.59
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45310.36,0.0,0.0,,0.0,,0.0,168.44
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45514.8,0.0,0.0,,0.0,,0.0,169.2
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45530.94,0.0,0.0,,0.0,,0.0,169.26
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45657.37,0.0,0.0,,0.0,,0.0,169.73
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46227.65,0.0,0.0,,0.0,,0.0,171.85
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45910.23,0.0,0.0,,0.0,,0.0,170.67
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46924.36,0.0,0.0,,0.0,,0.0,174.44
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47895.45,0.0,0.0,,0.0,,0.0,178.05
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47058.86,0.0,0.0,,0.0,,0.0,174.94
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48436.14,0.0,0.0,,0.0,,0.0,180.06
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48172.52,0.0,0.0,,0.0,,0.0,179.08
2023-03-17,5400.0,982692.0,5.02,1.81,0.97,982692.0,0.0,5400.0,0.0,,,,5400.0,,,,,,,,0.97,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.0743,181.98
2023-03-20,5400.0,985446.0,5.18,1.81,0.98,985446.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.0743,182.49
2023-03-21,5400.0,977508.0,5.32,1.81,0.99,977508.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.0743,181.02
2023-03-22,5400.0,959148.0,5.02,1.71,0.96,959148.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.0743,177.62
2023-03-23,5400.0,974322.0,5.06,1.63,0.96,974322.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.0743,180.43
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,5400.0,0.0,0.97,0.0,0.0,269.0,49122.09,0.0,0.0,,0.0,,0.0,182.61
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,291.0,52074.45,0.0,0.0,,0.0,,0.0,178.95
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47561.89,0.0,0.0,,0.0,,0.0,176.81
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47465.05,0.0,0.0,,0.0,,0.0,176.45
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47699.08,0.0,0.0,,0.0,,0.0,177.32
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47201.43,0.0,0.0,,0.0,,0.0,175.47
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48237.08,0.0,0.0,,0.0,,0.0,179.32
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47911.59,0.0,0.0,,0.0,,0.0,178.11
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48532.98,0.0,0.0,,0.0,,0.0,180.42
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48417.31,0.0,0.0,,0.0,,0.0,179.99
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48417.31,0.0,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48417.31,0.0,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47613.0,0.0,0.0,,0.0,,0.0,177.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47142.25,0.0,0.0,,0.0,,0.0,175.25
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47010.44,0.0,0.0,,0.0,,0.0,174.76
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46913.6,0.0,0.0,,0.0,,0.0,174.4
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46601.56,0.0,0.0,,0.0,,0.0,173.24
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46620.39,0.0,0.0,,0.0,,0.0,173.31
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46424.02,0.0,0.0,,0.0,,0.0,172.58
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46693.02,0.0,0.0,,0.0,,0.0,173.58
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46410.57,0.0,0.0,,0.0,,0.0,172.53
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46378.29,0.0,0.0,,0.0,,0.0,172.41
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47104.59,0.0,0.0,,0.0,,0.0,175.11
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46881.32,0.0,0.0,,0.0,,0.0,174.28
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46571.97,0.0,0.0,,0.0,,0.0,173.13
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47384.35,0.0,0.0,,0.0,,0.0,176.15
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47384.35,0.0,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47650.66,0.0,0.0,,0.0,,0.0,177.14
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47739.43,0.0,0.0,,0.0,,0.0,177.47
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47680.25,0.0,0.0,,0.0,,0.0,177.25
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46924.36,0.0,0.0,,0.0,,0.0,174.44
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47158.39,0.0,0.0,,0.0,,0.0,175.31
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46875.94,0.0,0.0,,0.0,,0.0,174.26
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46870.56,0.0,0.0,,0.0,,0.0,174.24
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47408.56,0.0,0.0,,0.0,,0.0,176.24
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47136.87,0.0,0.0,,0.0,,0.0,175.23
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46881.32,0.0,0.0,,0.0,,0.0,174.28
2023-05-16,2700.0,466992.0,3.45,0.8,0.47,466992.0,0.0,2700.0,0.0,,,,2700.0,,,,,,,,0.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0372,172.96
2023-05-17,2700.0,469260.0,3.4,0.8,0.47,469260.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0372,173.8
2023-05-18,2700.0,460134.0,3.31,0.8,0.47,460134.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0372,170.42
2023-05-19,2700.0,463914.0,3.34,0.76,0.46,463914.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0372,171.82
2023-05-22,2700.0,461754.0,3.35,0.76,0.46,461754.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0372,171.02
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2700.0,0.0,0.47,0.0,0.0,269.0,45880.64,0.0,0.0,,0.0,,0.0,170.56
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46023.21,0.0,0.0,,0.0,,0.0,171.09
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45888.71,0.0,0.0,,0.0,,0.0,170.59
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,45555.15,0.0,0.0,,0.0,,0.0,169.35
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46413.26,0.0,0.0,,0.0,,0.0,172.54
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47018.51,0.0,0.0,,0.0,,0.0,174.79
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47408.56,0.0,0.0,,0.0,,0.0,176.24
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47529.61,0.0,0.0,,0.0,,0.0,176.69
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47443.53,0.0,0.0,,0.0,,0.0,176.37
2023-06-05,1700.0,296701.0,2.0,0.48,0.3,296701.0,0.0,1700.0,0.0,,,,1700.0,,,,,,,,0.3,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,174.53
2023-06-06,1700.0,296174.0,2.09,0.48,0.3,296174.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,174.22
2023-06-07,1700.0,292944.0,1.93,0.48,0.3,292944.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,172.32
2023-06-08,1700.0,294644.0,1.87,0.49,0.29,294644.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,173.32
2023-06-09,1700.0,298061.0,2.06,0.49,0.29,298061.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,175.33
2023-06-12,1700.0,298265.0,2.06,0.49,0.3,298265.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,175.45
2023-06-13,1700.0,297075.0,2.44,0.49,0.3,297075.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.3197,174.75
2023-06-14,400.0,69648.0,0.58,0.12,0.07,69648.0,0.0,400.0,0.0,,,,,,,,,,,,,,1300.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.487,174.12
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,400.0,0.0,0.07,0.0,0.0,269.0,46830.21,0.0,0.0,,0.0,,0.0,174.09
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47451.6,0.0,0.0,,0.0,,0.0,176.4
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,46916.29,0.0,0.0,,0.0,,0.0,174.41
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47758.26,0.0,0.0,,0.0,,0.0,177.54
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47693.7,0.0,0.0,,0.0,,0.0,177.3
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47416.63,0.0,0.0,,0.0,,0.0,176.27
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48142.93,0.0,0.0,,0.0,,0.0,178.97
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48471.11,0.0,0.0,,0.0,,0.0,180.19
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48242.46,0.0,0.0,,0.0,,0.0,179.34
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48473.8,0.0,0.0,,0.0,,0.0,180.2
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47914.28,0.0,0.0,,0.0,,0.0,178.12
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,48175.21,0.0,0.0,,0.0,,0.0,179.09
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47962.7,0.0,0.0,,0.0,,0.0,178.3
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,269.0,47621.07,0.0,0.0,,0.0,,0.0,177.03
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,50907.35,0.0,0.0,,0.0,,0.0,176.15
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,49843.83,0.0,0.0,,0.0,,0.0,172.47
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,49667.54,0.0,0.0,,0.0,,0.0,171.86
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,49629.97,0.0,0.0,,0.0,,0.0,171.73
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,49384.32,0.0,0.0,,0.0,,0.0,170.88
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,50049.02,0.0,0.0,,0.0,,0.0,173.18
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,50699.27,0.0,0.0,,0.0,,0.0,175.43
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,50673.26,0.0,0.0,,0.0,,0.0,175.34
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,50768.63,0.0,0.0,,0.0,,0.0,175.67
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,289.0,51702.1,0.0,0.0,,0.0,,0.0,178.9
