,KRW FP Equity_DX_SI_QTY,KRW FP Equity_DX_SHORT_INTEREST_VALUE,KRW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,KRW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,KRW FP Equity_DX_SI_MV,KRW FP Equity_DX_DSS,KRW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,KRW FP Equity_DX_SUPPLY_SI_QTY,KRW FP Equity_DX_BROKER_SI_QTY,KRW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,KRW FP Equity_DX_BROKER_SI_MV_NEW_x,KRW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,KRW FP Equity_DX_SUPPLY_SI_QTY_INC_x,KRW FP Equity_DX_BROKER_SI_MV_INC_x,KRW FP Equity_DX_SUPPLY_SI_MV_NEW,KRW FP Equity_DX_BROKER_SI_QTY_ADD,KRW FP Equity_DX_BROKER_SI_QTY_NEW,KRW FP Equity_DX_SUPPLY_SI_MV_DEC,KRW FP Equity_DX_BROKER_SI_QTY_INC,KRW FP Equity_DX_SUPPLY_SI_QTY_DEC,KRW FP Equity_DX_BROKER_SI_MV_NEW_y,KRW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,KRW FP Equity_DX_BROKER_SI_MV_INC_y,KRW FP Equity_DX_SUPPLY_SI_QTY_INC_y,KRW FP Equity_DX_BROKER_SI_MV_ADD,KRW FP Equity_DX_SUPPLY_SI_QTY_ADD,KRW FP Equity_DX_BROKER_SI_QTY_DEC,KRW FP Equity_DX_SUPPLY_SI_MV,KRW FP Equity_DX_BROKER_SI_MV_DEC,KRW FP Equity_DX_SUPPLY_SI_MV_RMV,KRW FP Equity_DX_BROKER_SI_MV_RMV,KRW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,KRW FP Equity_DX_UTILIZATION_QUANTITY,KRW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,KRW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,KRW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,KRW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,KRW FP Equity_DX_ACTIVE_UTILIZATION_MV,KRW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,KRW FP Equity_DX_BROKER_SI_CON_RATIO,KRW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,KRW FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-09-23,30000.0,826200.0,1.83,1.03,0.81,,826200.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-09-24,30000.0,817800.0,1.93,1.03,0.82,,817800.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-09-25,30000.0,819000.0,2.07,1.03,0.83,,819000.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-09-28,30000.0,829500.0,2.12,1.03,0.82,,829500.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-09-29,30000.0,834300.0,2.25,1.03,0.83,,834300.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-09-30,30000.0,831300.0,2.13,1.03,0.83,,831300.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-10-01,30000.0,802200.0,2.36,1.03,0.83,,802200.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-10-02,30000.0,785700.0,2.25,1.03,0.83,,785700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-10-05,97000.0,2594750.0,7.17,3.33,2.67,,2594750.0,0.0,97000.0,0.0,,,,,,67000.0,,,,,,,,,1.85,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.93,0.5727,69.07,0.0
2009-10-06,97000.0,2595720.0,7.31,3.21,2.67,,2595720.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.78,0.5739,69.22,0.0
2009-10-07,97000.0,2543340.0,6.28,3.21,2.56,,2543340.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.93,0.5727,69.07,0.0
2009-10-08,97000.0,2574380.0,5.86,3.21,2.53,,2574380.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.93,0.5727,69.07,0.0
2009-10-09,97000.0,2625790.0,5.02,3.21,2.53,,2625790.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.93,0.5727,69.07,0.0
2009-10-12,97000.0,2616090.0,4.49,3.21,2.53,,2616090.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.92,0.5728,69.08,0.0
2009-10-13,67000.0,1784880.0,3.06,2.22,1.81,,1784880.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,0.78,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-10-14,67000.0,1828430.0,3.01,2.22,1.78,,1828430.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-10-15,67000.0,1819050.0,2.8,2.22,1.78,1.0,1819050.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.68
2009-10-16,67000.0,1761430.0,2.7,2.22,1.8,1.0,1761430.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.68
2009-10-19,67000.0,1802300.0,2.66,2.22,1.82,1.0,1802300.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.68
2009-10-20,67000.0,1785550.0,2.62,2.22,1.82,1.0,1785550.0,0.0,67000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.68
2009-10-21,74000.0,1952860.0,2.91,2.45,1.97,1.0,1952860.0,0.0,74000.0,0.0,0.19,,,,,,7000.0,,,,0.19,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.55,0.8272,90.45,2.96
2009-10-22,7000.0,179410.0,0.28,0.23,0.19,0.0,179410.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,67000.0,0.0,1.78,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-10-23,7000.0,181440.0,0.28,0.22,0.19,0.0,181440.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-10-26,9360.0,246168.0,0.38,0.3,0.25,0.0,246168.0,0.0,9360.0,0.0,,,,,,2360.0,,,,,,,,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.31,0.6319,75.69,0.3744
2009-10-27,9360.0,246636.0,0.36,0.3,0.25,0.0,246636.0,0.0,9360.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.18,0.6333,75.82,0.3744
2009-10-28,9360.0,236995.2,0.35,0.3,0.25,0.0,236995.2,0.0,9360.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.06,0.6346,75.94,0.3744
2009-10-29,7000.0,181020.0,0.27,0.22,0.19,0.0,181020.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,2360.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-10-30,7000.0,174650.0,0.26,0.22,0.19,0.0,174650.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-02,7000.0,176470.0,0.24,0.22,0.19,0.0,176470.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-03,7000.0,173740.0,0.24,0.22,0.19,0.0,173740.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-04,7000.0,178850.0,0.24,0.22,0.19,0.0,178850.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-05,7000.0,178080.0,0.24,0.22,0.19,0.0,178080.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-06,7000.0,178850.0,0.24,0.22,0.19,0.0,178850.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-09,7000.0,182840.0,0.24,0.22,0.19,0.0,182840.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.28
2009-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.19,0.0,0.0,25000.0,649000.0,,0.65,0.0,,0.0,,0.0
2009-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,654750.0,,0.66,0.0,,0.0,,0.0
2009-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,643250.0,,0.65,0.0,,0.0,,0.0
2009-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,647500.0,,0.64,0.0,,0.0,,0.0
2009-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,661250.0,,0.66,0.0,,0.0,,0.0
2009-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,657000.0,,0.66,0.0,,0.0,,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,656500.0,,0.66,0.0,,0.0,,0.0
2009-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,656000.0,,0.66,0.0,,0.0,,0.0
2009-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25000.0,661000.0,,0.66,0.0,,0.0,,0.0
2009-12-14,7000.0,194880.0,0.34,0.25,0.19,,194880.0,0.0,7000.0,0.0,,,,,,7000.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-15,7000.0,196770.0,0.34,0.25,0.19,,196770.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-16,7000.0,196490.0,0.33,0.25,0.2,,196490.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-17,26100.0,718533.0,1.21,0.93,0.73,,718533.0,0.0,26100.0,0.0,,,,0.54,,,,,19100.0,,,,0.54,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-18,26100.0,719055.0,1.19,0.93,0.72,,719055.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-21,26100.0,720360.0,1.17,0.93,0.72,,720360.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-22,26100.0,731844.0,1.12,0.93,0.72,,731844.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-23,26100.0,725841.0,1.14,0.93,0.73,,725841.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-24,26100.0,725841.0,1.16,0.91,0.73,,725841.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-25,26100.0,725841.0,1.26,0.91,0.73,,725841.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-28,26100.0,738891.0,1.26,0.91,0.73,,738891.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-29,26100.0,740718.0,1.21,0.91,0.74,,740718.0,0.0,26100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-30,19100.0,548170.0,0.86,0.67,0.54,,548170.0,0.0,19100.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,0.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2009-12-31,19100.0,548170.0,0.84,0.67,0.55,,548170.0,0.0,19100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-01,19100.0,548170.0,0.86,0.67,0.55,,548170.0,0.0,19100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-04,7100.0,209166.0,0.32,0.25,0.2,,209166.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,12000.0,0.0,0.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-05,7100.0,208669.0,0.29,0.25,0.21,,208669.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-06,7100.0,212077.0,0.27,0.22,0.21,,212077.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-07,7100.0,209592.0,0.27,0.22,0.21,,209592.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-08,7100.0,211083.0,0.27,0.22,0.21,,211083.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-11,7100.0,208882.0,0.27,0.22,0.21,,208882.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-12,7100.0,207888.0,0.27,0.22,0.21,,207888.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-13,7100.0,207249.0,0.27,0.22,0.21,,207249.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-14,7100.0,209308.0,0.28,0.22,0.21,,209308.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-15,7100.0,209876.0,0.28,0.22,0.21,,209876.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-18,13000.0,391170.0,0.5,0.4,0.38,,391170.0,0.0,13000.0,0.0,,,,,,13000.0,,,,,,,,,0.38,,7100.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-19,13000.0,393380.0,0.46,0.4,0.39,,393380.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-20,13000.0,389350.0,0.45,0.4,0.39,,389350.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-21,18000.0,541980.0,0.57,0.55,0.54,,541980.0,0.0,18000.0,0.0,,,,0.15,,,,,5000.0,,,,0.15,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-22,20000.0,586400.0,0.59,0.61,0.6,,586400.0,0.0,20000.0,0.0,,,,0.06,,,,,2000.0,,,,0.06,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-25,20000.0,580600.0,0.56,0.61,0.61,,580600.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-01-26,24300.0,696438.0,0.71,0.74,0.71,,696438.0,0.0,24300.0,0.0,,,,,,4300.0,,,,,,,,,0.13,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.55,0.7106,82.45,0.0
2010-01-27,111300.0,3137547.0,3.06,3.4,3.19,,3137547.0,0.0,111300.0,0.0,,,,,,87000.0,,,,,,,,,2.48,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.83,0.337,38.83,0.0
2010-01-28,111300.0,3175389.0,2.9,3.4,3.18,,3175389.0,0.0,111300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.59,0.3368,39.02,0.0
2010-01-29,94000.0,2675240.0,2.4,2.87,2.68,,2675240.0,0.0,94000.0,0.0,,,,,,,,,,,,,,,,,17300.0,0.0,0.51,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.28,0.4343,46.33,0.0
2010-02-01,102000.0,2902920.0,2.55,2.98,2.92,,2902920.0,0.0,102000.0,0.0,,,,0.24,,,,,8000.0,,,,0.24,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.5,0.384,42.54,0.0
2010-02-02,102000.0,2891700.0,2.59,2.98,2.9,,2891700.0,0.0,102000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.65,0.3858,42.71,0.0
2010-02-03,92500.0,2644575.0,2.38,2.7,2.63,,2644575.0,0.0,92500.0,0.0,,,,0.96,,,,,34000.0,,,,0.96,,,,43500.0,0.0,1.24,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.18,0.5016,52.82,0.0
2010-02-04,49000.0,1376900.0,1.26,1.37,1.38,,1376900.0,0.0,49000.0,0.0,,,,,,,,,,,,,,,,,43500.0,0.0,1.24,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-05,44000.0,1207360.0,1.12,1.23,1.27,,1207360.0,0.0,44000.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-08,36000.0,996480.0,0.91,1.01,1.05,,996480.0,0.0,36000.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.22,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-09,2000.0,56440.0,0.05,0.06,0.06,,56440.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,34000.0,0.0,0.99,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-10,2000.0,56460.0,0.05,0.06,0.06,,56460.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-11,10000.0,288500.0,0.24,0.28,0.28,,288500.0,0.0,10000.0,0.0,,,,0.23,,,,,8000.0,,,,0.23,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-12,10000.0,285600.0,0.24,0.28,0.28,,285600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-15,10000.0,290400.0,0.24,0.28,0.29,,290400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-16,10000.0,292700.0,0.25,0.28,0.29,,292700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-17,10000.0,297200.0,0.26,0.28,0.29,,297200.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-18,10000.0,298800.0,0.26,0.28,0.29,,298800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-19,10000.0,296600.0,0.27,0.28,0.3,,296600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-22,40000.0,1185200.0,1.05,1.12,1.18,,1185200.0,0.0,40000.0,0.0,,,,0.88,,,,,30000.0,,,,0.88,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-23,40000.0,1173200.0,1.07,1.12,1.16,,1173200.0,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-24,40000.0,1171200.0,1.06,1.08,1.19,,1171200.0,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-25,40000.0,1136800.0,1.05,1.08,1.19,,1136800.0,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-02-26,32000.0,914880.0,0.85,0.86,0.93,,914880.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.26,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-03-01,32000.0,943360.0,0.89,0.86,0.93,,943360.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-03-02,30000.0,891300.0,0.88,0.81,0.88,,891300.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-03-03,30000.0,889800.0,0.93,0.81,0.88,,889800.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-03-08,5000.0,153250.0,0.2,0.12,0.15,,153250.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2010-03-09,5451.0,168163.35,0.22,0.13,0.17,,168163.35,0.0,5451.0,0.0,,,,,,451.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.35,0.847,91.65,0.0
2010-03-10,6451.0,199981.0,0.28,0.14,0.2,,199981.0,0.0,6451.0,0.0,,,,,,1000.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.59,0.6278,77.36,0.0
2010-03-11,6451.0,196755.5,0.31,0.14,0.2,,196755.5,0.0,6451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.62,0.6266,77.27,0.0
2010-03-12,6291.0,191120.58,0.32,0.14,0.19,,191120.58,0.0,6291.0,0.0,,,,,,,,,,,,,,,,,160.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.98,0.6568,79.31,0.0
2010-03-15,7048.0,212285.76,0.37,0.16,0.21,,212285.76,0.0,7048.0,0.0,,,,0.02,,,,,757.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.95,0.5448,70.87,0.0
2010-03-16,4048.0,122006.72,0.2,0.09,0.12,,122006.72,0.0,4048.0,0.0,,,,0.06,,,,,2000.0,,,,0.06,,,,5000.0,0.0,0.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.01,0.6151,73.99,0.0
2010-03-17,4048.0,125083.2,0.2,0.09,0.12,,125083.2,0.0,4048.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.13,0.614,73.87,0.0
2010-03-18,3757.0,115941.02,0.19,0.08,0.11,,115941.02,0.0,3757.0,0.0,,,,,,,,,,,,,,,,,291.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.37,0.6756,79.63,0.0
2010-03-19,5757.0,178236.72,0.29,0.12,0.18,,178236.72,0.0,5757.0,0.0,,,,0.06,,,,,2000.0,,,,0.06,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.98,0.7741,87.02,0.0
