,EDEU FP Equity_DX_SI_QTY,EDEU FP Equity_DX_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEU FP Equity_DX_SI_MV,EDEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SUPPLY_SI_QTY,EDEU FP Equity_DX_BROKER_SI_QTY,EDEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEU FP Equity_DX_SUPPLY_SI_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEU FP Equity_DX_UTILIZATION_QUANTITY,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEU FP Equity_DX_BROKER_SI_CON_RATIO,EDEU FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEU FP Equity_PX_LAST
2019-06-18,,,,,,,,,,,,,,,,,,,92.89
2019-06-19,,,,,,,,,,,,,,,,,,,93.3
2019-06-20,,,,,,,,,,,,,,,,,,,93.59
2019-06-21,,,,,,,,,,,,,,,,,,,93.31
2019-06-24,,,,,,,,,,,,,,,,,,,92.4
2019-06-25,,,,,,,,,,,,,,,,,,,91.89
2019-06-26,,,,,,,,,,,,,,,,,,,91.91
2019-06-27,,,,,,,,,,,,,,,,,,,92.44
2019-06-28,,,,,,,,,,,,,,,,,,,93.32
2019-07-01,,,,,,,,,,,,,,,,,,,94.39
2019-07-02,,,,,,,,,,,,,,,,,,,94.07
2019-07-03,,,,,,,,,,,,,,,,,,,94.98
2019-07-04,,,,,,,,,,,,,,,,,,,95.14
2019-07-05,,,,,,,,,,,,,,,,,,,94.93
2019-07-08,,,,,,,,,,,,,,,,,,,94.6
2019-07-09,,,,,,,,,,,,,,,,,,,93.58
2019-07-10,,,,,,,,,,,,,,,,,,,93.41
2019-07-11,,,,,,,,,,,,,,,,,,,93.9
2019-07-12,,,,,,,,,,,,,,,,,,,94.78
2019-07-15,,,,,,,,,,,,,,,,,,,94.55
2019-07-16,,,,,,,,,,,,,,,,,,,94.63
2019-07-17,,,,,,,,,,,,,,,,,,,93.7
2019-07-18,,,,,,,,,,,,,,,,,,,93.27
2019-07-19,,,,,,,,,,,,,,,,,,,93.52
2019-07-22,,,,,,,,,,,,,,,,,,,93.9
2019-07-23,,,,,,,,,,,,,,,,,,,95.03
2019-07-24,,,,,,,,,,,,,,,,,,,96.13
2019-07-25,,,,,,,,,,,,,,,,,,,95.25
2019-07-26,,,,,,,,,,,,,,,,,,,95.15
2019-07-29,,,,,,,,,,,,,,,,,,,94.63
2019-07-30,,,,,,,,,,,,,,,,,,,92.77
2019-07-31,,,,,,,,,,,,,,,,,,,92.9
2019-08-01,,,,,,,,,,,,,,,,,,,92.81
2019-08-02,,,,,,,,,,,,,,,,,,,90.59
2019-08-05,,,,,,,,,,,,,,,,,,,88.28
2019-08-06,,,,,,,,,,,,,,,,,,,87.68
2019-08-07,,,,,,,,,,,,,,,,,,,87.93
2019-08-08,,,,,,,,,,,,,,,,,,,89.32
2019-08-09,,,,,,,,,,,,,,,,,,,88.23
2019-08-12,,,,,,,,,,,,,,,,,,,87.44
2019-08-13,,,,,,,,,,,,,,,,,,,88.09
2019-08-14,,,,,,,,,,,,,,,,,,,86.19
2019-08-15,,,,,,,,,,,,,,,,,,,85.26
2019-08-16,,,,,,,,,,,,,,,,,,,86.48
2019-08-19,,,,,,,,,,,,,,,,,,,88.16
2019-08-20,,,,,,,,,,,,,,,,,,,87.3
2019-08-21,,,,,,,,,,,,,,,,,,,88.38
2019-08-22,,,,,,,,,,,,,,,,,,,89.09
2019-08-23,,,,,,,,,,,,,,,,,,,88.25
2019-08-26,,,,,,,,,,,,,,,,,,,88.56
2019-08-27,,,,,,,,,,,,,,,,,,,89.55
2019-08-28,,,,,,,,,,,,,,,,,,,89.23
2019-08-29,,,,,,,,,,,,,,,,,,,89.99
2019-08-30,,,,,,,,,,,,,,,,,,,90.68
2019-09-02,,,,,,,,,,,,,,,,,,,90.66
2019-09-03,,,,,,,,,,,,,,,,,,,90.15
2019-09-04,,,,,,,,,,,,,,,,,,,91.13
2019-09-05,,,,,,,,,,,,,,,,,,,92.98
2019-09-06,,,,,,,,,,,,,,,,,,,92.89
2019-09-09,,,,,,,,,,,,,,,,,,,93.53
2019-09-10,,,,,,,,,,,,,,,,,,,95.24
2019-09-11,,,,,,,,,,,,,,,,,,,96.17
2019-09-12,,,,,,,,,,,,,,,,,,,95.99
2019-09-13,,,,,,,,,,,,,,,,,,,97.62
2019-09-16,,,,,,,,,,,,,,,,,,,97.48
2019-09-17,,,,,,,,,,,,,,,,,,,96.56
2019-09-18,,,,,,,,,,,,,,,,,,,96.63
2019-09-19,,,,,,,,,,,,,,,,,,,97.04
2019-09-20,,,,,,,,,,,,,,,,,,,97.49
2019-09-23,,,,,,,,,,,,,,,,,,,96.35
2019-09-24,,,,,,,,,,,,,,,,,,,96.06
2019-09-25,,,,,,,,,,,,,,,,,,,95.55
2019-09-26,,,,,,,,,,,,,,,,,,,95.84
2019-09-27,,,,,,,,,,,,,,,,,,,96.83
2019-09-30,,,,,,,,,,,,,,,,,,,97.22
2019-10-01,,,,,,,,,,,,,,,,,,,96.55
2019-10-02,,,,,,,,,,,,,,,,,,,93.76
2019-10-03,,,,,,,,,,,,,,,,,,,92.85
2019-10-04,,,,,,,,,,,,,,,,,,,93.7
2019-10-07,,,,,,,,,,,,,,,,,,,94.38
2019-10-08,,,,,,,,,,,,,,,,,,,92.57
2019-10-09,,,,,,,,,,,,,,,,,,,92.7
2019-10-10,,,,,,,,,,,,,,,,,,,93.99
2019-10-11,,,,,,,,,,,,,,,,,,,98.82
2019-10-14,,,,,,,,,,,,,,,,,,,98.1
2019-10-15,,,,,,,,,,,,,,,,,,,100.7
2019-10-16,,,,,,,,,,,,,,,,,,,100.9
2019-10-17,,,,,,,,,,,,,,,,,,,100.5
2019-10-18,,,,,,,,,,,,,,,,,,,100.28
2019-10-21,,,,,,,,,,,,,,,,,,,101.8
2019-10-22,,,,,,,,,,,,,,,,,,,101.62
2019-10-23,,,,,,,,,,,,,,,,,,,102.12
2019-10-24,,,,,,,,,,,,,,,,,,,101.8
2019-10-25,,,,,,,,,,,,,,,,,,,101.82
2019-10-28,,,,,,,,,,,,,,,,,,,102.44
2019-10-29,,,,,,,,,,,,,,,,,,,101.9
2019-10-30,,,,,,,,,,,,,,,,,,,101.2
2019-10-31,,,,,,,,,,,,,,,,,,,100.68
2019-11-01,,,,,,,,,,,,,,,,,,,101.46
2019-11-04,,,,,,,,,,,,,,,,,,,102.6
2019-11-05,,,,,,,,,,,,,,,,,,,102.8
2019-11-06,,,,,,,,,,,,,,,,,,,102.34
2019-11-07,,,,,,,,,,,,,,,,,,,103.26
2019-11-08,,,,,,,,,,,,,,,,,,,102.62
2019-11-11,,,,,,,,,,,,,,,,,,,103.16
2019-11-12,,,,,,,,,,,,,,,,,,,103.62
2019-11-13,,,,,,,,,,,,,,,,,,,102.66
2019-11-14,,,,,,,,,,,,,,,,,,,102.24
2019-11-15,,,,,,,,,,,,,,,,,,,102.96
2019-11-18,,,,,,,,,,,,,,,,,,,102.88
2019-11-19,,,,,,,,,,,,,,,,,,,102.78
2019-11-20,,,,,,,,,,,,,,,,,,,102.24
2019-11-21,,,,,,,,,,,,,,,,,,,100.86
2019-11-22,,,,,,,,,,,,,,,,,,,101.94
2019-11-25,,,,,,,,,,,,,,,,,,,103.4
2019-11-26,,,,,,,,,,,,,,,,,,,103.16
2019-11-27,,,,,,,,,,,,,,,,,,,103.74
2019-11-28,,,,,,,,,,,,,,,,,,,103.64
2019-11-29,,,,,,,,,,,,,,,,,,,102.5
2019-12-02,,,,,,,,,,,,,,,,,,,100.92
2019-12-03,,,,,,,,,,,,,,,,,,,100.08
2019-12-04,,,,,,,,,,,,,,,,,,,102.0
2019-12-05,,,,,,,,,,,,,,,,,,,101.72
2019-12-06,,,,,,,,,,,,,,,,,,,103.42
2019-12-09,,,,,,,,,,,,,,,,,,,103.52
2019-12-10,,,,,,,,,,,,,,,,,,,103.18
2019-12-11,,,,,,,,,,,,,,,,,,,103.34
2019-12-12,,,,,,,,,,,,,,,,,,,103.32
2019-12-13,,,,,,,,,,,,,,,,,,,107.5
2019-12-16,,,,,,,,,,,,,,,,,,,109.44
2019-12-17,,,,,,,,,,,,,,,,,,,107.38
2019-12-18,,,,,,,,,,,,,,,,,,,107.18
2019-12-19,,,,,,,,,,,,,,,,,,,106.9
2019-12-20,,,,,,,,,,,,,,,,,,,107.12
2019-12-23,,,,,,,,,,,,,,,,,,,106.68
2019-12-24,,,,,,,,,,,,,,,,,,,107.04
2019-12-27,,,,,,,,,,,,,,,,,,,107.54
2019-12-30,,,,,,,,,,,,,,,,,,,106.72
2019-12-31,,,,,,,,,,,,,,,,,,,106.56
2020-01-02,,,,,,,,,,,,,,,,,,,107.34
2020-01-03,,,,,,,,,,,,,,,,,,,106.36
2020-01-06,,,,,,,,,,,,,,,,,,,106.16
2020-01-07,,,,,,,,,,,,,,,,,,,106.92
2020-01-08,,,,,,,,,,,,,,,,,,,106.82
2020-01-09,,,,,,,,,,,,,,,,,,,106.74
2020-01-10,,,,,,,,,,,,,,,,,,,106.5
2020-01-13,,,,,,,,,,,,,,,,,,,106.38
2020-01-14,,,,,,,,,,,,,,,,,,,106.84
2020-01-15,,,,,,,,,,,,,,,,,,,106.04
2020-01-16,,,,,,,,,,,,,,,,,,,106.38
2020-01-17,,,,,,,,,,,,,,,,,,,106.78
2020-01-20,,,,,,,,,,,,,,,,,,,106.94
2020-01-21,,,,,,,,,,,,,,,,,,,106.72
2020-01-22,,,,,,,,,,,,,,,,,,,106.72
2020-01-23,,,,,,,,,,,,,,,,,,,105.42
2020-01-24,,,,,,,,,,,,,,,,,,,106.36
2020-01-27,,,,,,,,,,,,,,,,,,,103.66
2020-01-28,,,,,,,,,,,,,,,,,,,104.58
2020-01-29,,,,,,,,,,,,,,,,,,,104.9
2020-01-30,,,,,,,,,,,,,,,,,,,103.6
2020-01-31,,,,,,,,,,,,,,,,,,,103.06
2020-02-03,,,,,,,,,,,,,,,,,,,102.84
2020-02-04,,,,,,,,,,,,,,,,,,,104.14
2020-02-05,,,,,,,,,,,,,,,,,,,105.12
2020-02-06,,,,,,,,,,,,,,,,,,,104.8
2020-02-07,,,,,,,,,,,,,,,,,,,104.14
2020-02-10,,,,,,,,,,,,,,,,,,,104.08
2020-02-11,,,,,,,,,,,,,,,,,,,105.16
2020-02-12,,,,,,,,,,,,,,,,,,,106.32
2020-02-13,,,,,,,,,,,,,,,,,,,105.84
2020-02-14,,,,,,,,,,,,,,,,,,,105.74
2020-02-17,,,,,,,,,,,,,,,,,,,106.06
2020-02-18,,,,,,,,,,,,,,,,,,,105.66
2020-02-19,,,,,,,,,,,,,,,,,,,106.02
2020-02-20,,,,,,,,,,,,,,,,,,,105.92
2020-02-21,,,,,,,,,,,,,,,,,,,105.46
2020-02-24,,,,,,,,,,,,,,,,,,,100.62
2020-02-25,,,,,,,,,,,,,,,,,,,98.56
2020-02-26,,,,,,,,,,,,,,,,,,,98.19
2020-02-27,,,,,,,,,,,,,,,,,,,94.06
2020-02-28,,,,,,,,,,,,,,,,,,,91.29
2020-03-02,,,,,,,,,,,,,,,,,,,90.04
2020-03-03,,,,,,,,,,,,,,,,,,,91.13
2020-03-04,,,,,,,,,,,,,,,,,,,91.97
2020-03-05,,,,,,,,,,,,,,,,,,,89.7
2020-03-06,,,,,,,,,,,,,,,,,,,86.97
2020-03-09,,,,,,,,,,,,,,,,,,,79.52
2020-03-10,,,,,,,,,,,,,,,,,,,78.65
2020-03-11,,,,,,,,,,,,,,,,,,,76.87
2020-03-12,,,,,,,,,,,,,,,,,,,66.86
2020-03-13,,,,,,,,,,,,,,,,,,,66.95
2020-03-16,,,,,,,,,,,,,,,,,,,62.33
2020-03-17,,,,,,,,,,,,,,,,,,,63.31
2020-03-18,,,,,,,,,,,,,,,,,,,60.84
2020-03-19,,,,,,,,,,,,,,,,,,,61.24
2020-03-20,,,,,,,,,,,,,,,,,,,62.55
2020-03-23,,,,,,,,,,,,,,,,,,,59.83
2020-03-24,,,,,,,,,,,,,,,,,,,64.8
2020-03-25,,,,,,,,,,,,,,,,,,,67.34
2020-03-26,,,,,,,,,,,,,,,,,,,69.11
2020-03-27,,,,,,,,,,,,,,,,,,,66.39
2020-03-30,,,,,,,,,,,,,,,,,,,66.74
2020-03-31,,,,,,,,,,,,,,,,,,,68.28
2020-04-01,,,,,,,,,,,,,,,,,,,66.33
2020-04-02,,,,,,,,,,,,,,,,,,,67.33
2020-04-03,,,,,,,,,,,,,,,,,,,66.3
2020-04-06,,,,,,,,,,,,,,,,,,,69.0
2020-04-07,,,,,,,,,,,,,,,,,,,71.48
2020-04-08,,,,,,,,,,,,,,,,,,,71.98
2020-04-09,,,,,,,,,,,,,,,,,,,73.95
2020-04-14,,,,,,,,,,,,,,,,,,,73.4
2020-04-15,,,,,,,,,,,,,,,,,,,69.67
2020-04-16,,,,,,,,,,,,,,,,,,,68.99
2020-04-17,,,,,,,,,,,,,,,,,,,71.7
2020-04-20,,,,,,,,,,,,,,,,,,,71.04
2020-04-21,,,,,,,,,,,,,,,,,,,68.75
2020-04-22,,,,,,,,,,,,,,,,,,,70.24
2020-04-23,,,,,,,,,,,,,,,,,,,71.98
2020-04-24,,,,,,,,,,,,,,,,,,,71.95
2020-04-27,,,,,,,,,,,,,,,,,,,72.69
2020-04-28,,,,,,,,,,,,,,,,,,,74.85
2020-04-29,,,,,,,,,,,,,,,,,,,77.79
2020-04-30,,,,,,,,,,,,,,,,,,,76.36
2020-05-04,,,,,,,,,,,,,,,,,,,73.54
2020-05-05,,,,,,,,,,,,,,,,,,,74.92
2020-05-06,,,,,,,,,,,,,,,,,,,73.87
2020-05-07,,,,,,,,,,,,,,,,,,,74.49
2020-05-08,,,,,,,,,,,,,,,,,,,75.86
2020-05-11,,,,,,,,,,,,,,,,,,,75.05
2020-05-12,,,,,,,,,,,,,,,,,,,75.31
2020-05-13,,,,,,,,,,,,,,,,,,,73.26
2020-05-14,,,,,,,,,,,,,,,,,,,72.26
2020-05-15,,,,,,,,,,,,,,,,,,,72.51
2020-05-18,,,,,,,,,,,,,,,,,,,75.59
2020-05-19,,,,,,,,,,,,,,,,,,,74.38
2020-05-20,,,,,,,,,,,,,,,,,,,74.58
2020-05-21,,,,,,,,,,,,,,,,,,,74.07
2020-05-22,,,,,,,,,,,,,,,,,,,74.12
2020-05-25,,,,,,,,,,,,,,,,,,,75.87
2020-05-26,,,,,,,,,,,,,,,,,,,77.78
2020-05-27,,,,,,,,,,,,,,,,,,,78.89
2020-05-28,,,,,,,,,,,,,,,,,,,79.84
2020-05-29,,,,,,,,,,,,,,,,,,,76.96
2020-06-01,,,,,,,,,,,,,,,,,,,79.46
2020-06-02,,,,,,,,,,,,,,,,,,,81.0
2020-06-03,,,,,,,,,,,,,,,,,,,83.77
2020-06-04,,,,,,,,,,,,,,,,,,,83.08
2020-06-05,,,,,,,,,,,,,,,,,,,86.13
2020-06-08,,,,,,,,,,,,,,,,,,,87.15
2020-06-09,,,,,,,,,,,,,,,,,,,84.39
2020-06-10,,,,,,,,,,,,,,,,,,,82.84
2020-06-11,,,,,,,,,,,,,,,,,,,77.82
2020-06-12,,,,,,,,,,,,,,,,,,,79.36
2020-06-15,,,,,,,,,,,,,,,,,,,78.5
2020-06-16,,,,,,,,,,,,,,,,,,,81.09
2020-06-17,,,,,,,,,,,,,,,,,,,81.24
2020-06-18,,,,,,,,,,,,,,,,,,,80.13
2020-06-19,,,,,,,,,,,,,,,,,,,80.58
2020-06-22,,,,,,,,,,,,,,,,,,,79.92
2020-06-23,,,,,,,,,,,,,,,,,,,80.9
2020-06-24,,,,,,,,,,,,,,,,,,,78.14
2020-06-25,,,,,,,,,,,,,,,,,,,77.67
2020-06-26,,,,,,,,,,,,,,,,,,,77.41
2020-06-29,,,,,,,,,,,,,,,,,,,78.18
2020-06-30,,,,,,,,,,,,,,,,,,,78.51
2020-07-01,,,,,,,,,,,,,,,,,,,77.99
2020-07-02,,,,,,,,,,,,,,,,,,,79.38
2020-07-03,,,,,,,,,,,,,,,,,,,78.43
2020-07-06,,,,,,,,,,,,,,,,,,,79.32
2020-07-07,,,,,,,,,,,,,,,,,,,78.91
2020-07-08,,,,,,,,,,,,,,,,,,,77.64
2020-07-09,,,,,,,,,,,,,,,,,,,76.53
2020-07-10,,,,,,,,,,,,,,,,,,,77.45
2020-07-13,,,,,,,,,,,,,,,,,,,78.05
2020-07-14,,,,,,,,,,,,,,,,,,,77.72
2020-07-15,,,,,,,,,,,,,,,,,,,79.28
2020-07-16,,,,,,,,,,,,,,,,,,,79.29
2020-07-17,,,,,,,,,,,,,,,,,,,78.76
2020-07-20,,,,,,,,,,,,,,,,,,,78.82
2020-07-21,,,,,,,,,,,,,,,,,,,79.68
2020-07-22,,,,,,,,,,,,,,,,,,,78.77
2020-07-23,,,,,,,,,,,,,,,,,,,78.78
2020-07-24,,,,,,,,,,,,,,,,,,,78.22
2020-07-27,,,,,,,,,,,,,,,,,,,77.44
2020-07-28,,,,,,,,,,,,,,,,,,,77.71
2020-07-29,,,,,,,,,,,,,,,,,,,77.24
2020-07-30,,,,,,,,,,,,,,,,,,,75.11
2020-07-31,,,,,,,,,,,,,,,,,,,73.83
2020-08-03,,,,,,,,,,,,,,,,,,,75.33
2020-08-04,,,,,,,,,,,,,,,,,,,76.48
2020-08-05,,,,,,,,,,,,,,,,,,,77.73
2020-08-06,,,,,,,,,,,,,,,,,,,77.01
2020-08-07,,,,,,,,,,,,,,,,,,,76.95
2020-08-10,,,,,,,,,,,,,,,,,,,78.25
2020-08-11,,,,,,,,,,,,,,,,,,,80.3
2020-08-12,,,,,,,,,,,,,,,,,,,80.89
2020-08-13,,,,,,,,,,,,,,,,,,,79.94
2020-08-14,,,,,,,,,,,,,,,,,,,79.06
2020-08-17,,,,,,,,,,,,,,,,,,,78.78
2020-08-18,,,,,,,,,,,,,,,,,,,78.38
2020-08-19,,,,,,,,,,,,,,,,,,,78.84
2020-08-20,,,,,,,,,,,,,,,,,,,77.57
2020-08-21,,,,,,,,,,,,,,,,,,,77.24
2020-08-24,,,,,,,,,,,,,,,,,,,78.89
2020-08-25,,,,,,,,,,,,,,,,,,,78.15
2020-08-26,,,,,,,,,,,,,,,,,,,78.65
2020-08-27,,,,,,,,,,,,,,,,,,,78.6
2020-08-28,,,,,,,,,,,,,,,,,,,78.35
2020-08-31,,,,,,,,,,,,,,,,,,,77.29
2020-09-01,,,,,,,,,,,,,,,,,,,76.55
2020-09-02,,,,,,,,,,,,,,,,,,,77.84
2020-09-03,,,,,,,,,,,,,,,,,,,77.62
2020-09-04,,,,,,,,,,,,,,,,,,,77.35
2020-09-07,,,,,,,,,,,,,,,,,,,78.29
2020-09-08,,,,,,,,,,,,,,,,,,,78.12
2020-09-09,,,,,,,,,,,,,,,,,,,78.82
2020-09-10,,,,,,,,,,,,,,,,,,,77.96
2020-09-11,,,,,,,,,,,,,,,,,,,77.77
2020-09-14,,,,,,,,,,,,,,,,,,,77.69
2020-09-15,,,,,,,,,,,,,,,,,,,78.56
2020-09-16,,,,,,,,,,,,,,,,,,,79.28
2020-09-17,,,,,,,,,,,,,,,,,,,78.73
2020-09-18,,,,,,,,,,,,,,,,,,,77.18
2020-09-21,,,,,,,,,,,,,,,,,,,73.82
2020-09-22,,,,,,,,,,,,,,,,,,,74.13
2020-09-23,,,,,,,,,,,,,,,,,,,74.6
2020-09-24,,,,,,,,,,,,,,,,,,,73.93
2020-09-25,,,,,,,,,,,,,,,,,,,73.78
2020-09-28,,,,,,,,,,,,,,,,,,,75.83
2020-09-29,,,,,,,,,,,,,,,,,,,74.92
2020-09-30,,,,,,,,,,,,,,,,,,,75.31
2020-10-01,,,,,,,,,,,,,,,,,,,75.17
2020-10-02,,,,,,,,,,,,,,,,,,,76.39
2020-10-05,,,,,,,,,,,,,,,,,,,77.45
2020-10-06,,,,,,,,,,,,,,,,,,,78.17
2020-10-07,,,,,,,,,,,,,,,,,,,78.34
2020-10-08,,,,,,,,,,,,,,,,,,,79.08
2020-10-09,,,,,,,,,,,,,,,,,,,79.8
2020-10-12,,,,,,,,,,,,,,,,,,,79.81
2020-10-13,,,,,,,,,,,,,,,,,,,79.04
2020-10-14,,,,,,,,,,,,,,,,,,,79.29
2020-10-15,,,,,,,,,,,,,,,,,,,77.54
2020-10-16,,,,,,,,,,,,,,,,,,,78.55
2020-10-19,,,,,,,,,,,,,,,,,,,78.53
2020-10-20,,,,,,,,,,,,,,,,,,,77.94
2020-10-21,,,,,,,,,,,,,,,,,,,77.34
2020-10-22,,,,,,,,,,,,,,,,,,,77.42
2020-10-23,,,,,,,,,,,,,,,,,,,78.23
2020-10-26,,,,,,,,,,,,,,,,,,,76.45
2020-10-27,,,,,,,,,,,,,,,,,,,74.81
2020-10-28,,,,,,,,,,,,,,,,,,,72.49
2020-10-29,,,,,,,,,,,,,,,,,,,71.97
2020-10-30,,,,,,,,,,,,,,,,,,,72.6
2020-11-02,,,,,,,,,,,,,,,,,,,74.31
2020-11-03,,,,,,,,,,,,,,,,,,,76.03
2020-11-04,,,,,,,,,,,,,,,,,,,76.71
2020-11-05,,,,,,,,,,,,,,,,,,,77.74
2020-11-06,,,,,,,,,,,,,,,,,,,77.42
2020-11-09,,,,,,,,,,,,,,,,,,,83.06
2020-11-10,,,,,,,,,,,,,,,,,,,85.24
2020-11-11,,,,,,,,,,,,,,,,,,,85.77
2020-11-12,,,,,,,,,,,,,,,,,,,84.82
2020-11-13,,,,,,,,,,,,,,,,,,,85.46
2020-11-16,,,,,,,,,,,,,,,,,,,87.73
2020-11-17,,,,,,,,,,,,,,,,,,,87.82
2020-11-18,,,,,,,,,,,,,,,,,,,88.35
2020-11-19,,,,,,,,,,,,,,,,,,,87.34
2020-11-20,,,,,,,,,,,,,,,,,,,87.36
2020-11-23,,,,,,,,,,,,,,,,,,,88.21
2020-11-24,,,,,,,,,,,,,,,,,,,90.55
2020-11-25,,,,,,,,,,,,,,,,,,,90.42
2020-11-26,,,,,,,,,,,,,,,,,,,89.68
2020-11-27,,,,,,,,,,,,,,,,,,,89.65
2020-11-30,,,,,,,,,,,,,,,,,,,88.33
2020-12-01,,,,,,,,,,,,,,,,,,,89.85
2020-12-02,,,,,,,,,,,,,,,,,,,89.3
2020-12-03,,,,,,,,,,,,,,,,,,,90.04
2020-12-04,,,,,,,,,,,,,,,,,,,91.27
2020-12-07,,,,,,,,,,,,,,,,,,,90.14
2020-12-08,,,,,,,,,,,,,,,,,,,90.37
2020-12-09,,,,,,,,,,,,,,,,,,,90.94
2020-12-10,,,,,,,,,,,,,,,,,,,90.26
2020-12-11,,,,,,,,,,,,,,,,,,,88.85
2020-12-14,,,,,,,,,,,,,,,,,,,89.47
2020-12-15,,,,,,,,,,,,,,,,,,,90.51
2020-12-16,,,,,,,,,,,,,,,,,,,91.1
2020-12-17,,,,,,,,,,,,,,,,,,,91.74
2020-12-18,,,,,,,,,,,,,,,,,,,90.66
2020-12-21,,,,,,,,,,,,,,,,,,,88.21
2020-12-22,,,,,,,,,,,,,,,,,,,89.43
2020-12-23,,,,,,,,,,,,,,,,,,,91.14
2020-12-24,,,,,,,,,,,,,,,,,,,91.59
2020-12-28,,,,,,,,,,,,,,,,,,,91.89
2020-12-29,,,,,,,,,,,,,,,,,,,92.21
2020-12-30,,,,,,,,,,,,,,,,,,,91.85
2020-12-31,,,,,,,,,,,,,,,,,,,91.81
2021-01-04,,,,,,,,,,,,,,,,,,,91.83
2021-01-05,,,,,,,,,,,,,,,,,,,92.39
2021-01-06,,,,,,,,,,,,,,,,,,,95.07
2021-01-07,,,,,,,,,,,,,,,,,,,95.88
2021-01-08,,,,,,,,,,,,,,,,,,,96.13
2021-01-11,,,,,,,,,,,,,,,,,,,95.34
2021-01-12,,,,,,,,,,,,,,,,,,,96.15
2021-01-13,,,,,,,,,,,,,,,,,,,96.34
2021-01-14,,,,,,,,,,,,,,,,,,,97.55
2021-01-15,,,,,,,,,,,,,,,,,,,96.37
2021-01-18,,,,,,,,,,,,,,,,,,,96.73
2021-01-19,,,,,,,,,,,,,,,,,,,96.22
2021-01-20,,,,,,,,,,,,,,,,,,,97.42
2021-01-21,,,,,,,,,,,,,,,,,,,96.84
2021-01-22,,,,,,,,,,,,,,,,,,,95.73
2021-01-25,,,,,,,,,,,,,,,,,,,93.88
2021-01-26,,,,,,,,,,,,,,,,,,,94.7
2021-01-27,,,,,,,,,,,,,,,,,,,94.14
2021-01-28,,,,,,,,,,,,,,,,,,,94.5
2021-01-29,,,,,,,,,,,,,,,,,,,93.09
2021-02-01,,,,,,,,,,,,,,,,,,,94.07
2021-02-02,,,,,,,,,,,,,,,,,,,94.82
2021-02-03,,,,,,,,,,,,,,,,,,,95.35
2021-02-04,,,,,,,,,,,,,,,,,,,95.8
2021-02-05,,,,,,,,,,,,,,,,,,,96.02
2021-02-08,,,,,,,,,,,,,,,,,,,96.23
2021-02-09,,,,,,,,,,,,,,,,,,,96.04
2021-02-10,,,,,,,,,,,,,,,,,,,95.75
2021-02-11,,,,,,,,,,,,,,,,,,,96.41
2021-02-12,,,,,,,,,,,,,,,,,,,96.82
2021-02-15,,,,,,,,,,,,,,,,,,,98.87
2021-02-16,,,,,,,,,,,,,,,,,,,98.55
2021-02-17,,,,,,,,,,,,,,,,,,,97.64
2021-02-18,,,,,,,,,,,,,,,,,,,96.93
2021-02-19,,,,,,,,,,,,,,,,,,,97.68
2021-02-22,,,,,,,,,,,,,,,,,,,98.0
2021-02-23,,,,,,,,,,,,,,,,,,,98.07
2021-02-24,,,,,,,,,,,,,,,,,,,99.28
2021-02-25,,,,,,,,,,,,,,,,,,,99.02
2021-02-26,,,,,,,,,,,,,,,,,,,97.17
2021-03-01,,,,,,,,,,,,,,,,,,,99.32
2021-03-02,,,,,,,,,,,,,,,,,,,99.31
2021-03-03,,,,,,,,,,,,,,,,,,,100.4
2021-03-04,,,,,,,,,,,,,,,,,,,100.36
2021-03-05,,,,,,,,,,,,,,,,,,,99.69
2021-03-08,,,,,,,,,,,,,,,,,,,102.26
2021-03-09,,,,,,,,,,,,,,,,,,,103.32
2021-03-10,,,,,,,,,,,,,,,,,,,104.18
2021-03-11,,,,,,,,,,,,,,,,,,,104.14
2021-03-12,,,,,,,,,,,,,,,,,,,104.26
2021-03-15,,,,,,,,,,,,,,,,,,,103.84
2021-03-16,,,,,,,,,,,,,,,,,,,104.64
2021-03-17,,,,,,,,,,,,,,,,,,,104.14
2021-03-18,,,,,,,,,,,,,,,,,,,104.98
2021-03-19,,,,,,,,,,,,,,,,,,,104.06
2021-03-22,,,,,,,,,,,,,,,,,,,103.66
2021-03-23,,,,,,,,,,,,,,,,,,,102.94
2021-03-24,,,,,,,,,,,,,,,,,,,103.7
2021-03-25,,,,,,,,,,,,,,,,,,,103.72
2021-03-26,,,,,,,,,,,,,,,,,,,104.94
2021-03-29,,,,,,,,,,,,,,,,,,,105.5
2021-03-30,,,,,,,,,,,,,,,,,,,106.44
2021-03-31,,,,,,,,,,,,,,,,,,,105.72
2021-04-01,,,,,,,,,,,,,,,,,,,106.08
2021-04-06,,,,,,,,,,,,,,,,,,,106.52
2021-04-07,,,,,,,,,,,,,,,,,,,106.54
2021-04-08,,,,,,,,,,,,,,,,,,,106.38
