,CNB FP Equity_DX_SI_QTY,CNB FP Equity_DX_SHORT_INTEREST_VALUE,CNB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CNB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CNB FP Equity_DX_SI_MV,CNB FP Equity_DX_DSS,CNB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CNB FP Equity_DX_SUPPLY_SI_QTY,CNB FP Equity_DX_BROKER_SI_QTY,CNB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CNB FP Equity_DX_BROKER_SI_MV_INC_x,CNB FP Equity_DX_BROKER_SI_QTY_ADD,CNB FP Equity_DX_BROKER_SI_QTY_INC,CNB FP Equity_DX_BROKER_SI_MV_INC_y,CNB FP Equity_DX_BROKER_SI_MV_ADD,CNB FP Equity_DX_BROKER_SI_QTY_DEC,CNB FP Equity_DX_SUPPLY_SI_MV,CNB FP Equity_DX_BROKER_SI_MV_DEC,CNB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CNB FP Equity_DX_UTILIZATION_QUANTITY,CNB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CNB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CNB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CNB FP Equity_DX_ACTIVE_UTILIZATION_MV,CNB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CNB FP Equity_DX_BROKER_SI_CON_RATIO,CNB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CNB FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2913491.54,2.91,0.0,,0.0,,0.0
2013-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2916203.37,2.92,0.0,,0.0,,0.0
2013-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2915217.25,2.92,0.0,,0.0,,0.0
2013-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2914724.19,2.92,0.0,,0.0,,0.0
2013-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2911519.3,2.91,0.0,,0.0,,0.0
2013-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2904862.99,2.91,0.0,,0.0,,0.0
2013-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2902397.69,2.92,0.0,,0.0,,0.0
2013-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2904616.46,2.9,0.0,,0.0,,0.0
2013-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2904862.99,2.9,0.0,,0.0,,0.0
2013-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2908067.88,2.88,0.0,,0.0,,0.0
2013-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2906095.64,2.87,0.0,,0.0,,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2910533.18,2.87,0.0,,0.0,,0.0
2013-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2913245.01,2.89,0.0,,0.0,,0.0
2013-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2911519.3,2.9,0.0,,0.0,,0.0
2013-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2914231.13,2.89,0.0,,0.0,,0.0
2013-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2912012.36,2.91,0.0,,0.0,,0.0
2013-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2916696.43,2.91,0.0,,0.0,,0.0
2013-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2917682.55,2.91,0.0,,0.0,,0.0
2013-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24653.0,2917189.49,2.91,0.0,,0.0,,0.0
2013-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161632.6,0.16,0.0,,0.0,,0.0
2013-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161646.3,0.16,0.0,,0.0,,0.0
2013-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161221.6,0.16,0.0,,0.0,,0.0
2013-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161317.5,0.16,0.0,,0.0,,0.0
2013-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161153.1,0.16,0.0,,0.0,,0.0
2013-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161618.9,0.16,0.0,,0.0,,0.0
2013-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161084.6,0.16,0.0,,0.0,,0.0
2013-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160783.2,0.16,0.0,,0.0,,0.0
2013-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160618.8,0.16,0.0,,0.0,,0.0
2013-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160851.7,0.16,0.0,,0.0,,0.0
2013-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161317.5,0.16,0.0,,0.0,,0.0
2013-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160892.8,0.16,0.0,,0.0,,0.0
2013-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160933.9,0.16,0.0,,0.0,,0.0
2013-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160988.7,0.16,0.0,,0.0,,0.0
2013-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160714.7,0.16,0.0,,0.0,,0.0
2013-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160550.3,0.16,0.0,,0.0,,0.0
2013-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160399.6,0.16,0.0,,0.0,,0.0
2013-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,159495.4,0.16,0.0,,0.0,,0.0
2013-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160248.9,0.16,0.0,,0.0,,0.0
2013-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160235.2,0.16,0.0,,0.0,,0.0
2013-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,159947.5,0.16,0.0,,0.0,,0.0
2013-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,159947.5,0.16,0.0,,0.0,,0.0
2013-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160358.5,0.16,0.0,,0.0,,0.0
2013-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160577.7,0.16,0.0,,0.0,,0.0
2013-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160975.0,0.16,0.0,,0.0,,0.0
2013-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160892.8,0.16,0.0,,0.0,,0.0
2013-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,160550.3,0.16,0.0,,0.0,,0.0
2013-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161427.1,0.16,0.0,,0.0,,0.0
2013-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161276.4,0.16,0.0,,0.0,,0.0
2013-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,161550.4,0.16,0.0,,0.0,,0.0
2013-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,162139.5,0.16,0.0,,0.0,,0.0
2013-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,162208.0,0.16,0.0,,0.0,,0.0
2013-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,162235.4,0.16,0.0,,0.0,,0.0
2013-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,162482.0,0.16,0.0,,0.0,,0.0
2013-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1370.0,162345.0,0.16,0.0,,0.0,,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2271160.3,2.27,0.0,,0.0,,0.0
2013-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2271735.52,2.27,0.0,,0.0,,0.0
2013-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2272502.48,2.27,0.0,,0.0,,0.0
2013-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2271543.78,2.27,0.0,,0.0,,0.0
2013-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2275570.32,2.27,0.0,,0.0,,0.0
2013-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2276337.28,2.28,0.0,,0.0,,0.0
2013-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2274419.88,2.28,0.0,,0.0,,0.0
2013-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2270968.56,2.27,0.0,,0.0,,0.0
2013-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2272885.96,2.27,0.0,,0.0,,0.0
2013-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2274036.4,2.27,0.0,,0.0,,0.0
2013-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2271927.26,2.28,0.0,,0.0,,0.0
2013-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2267900.72,2.27,0.0,,0.0,,0.0
2013-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2277104.24,2.27,0.0,,0.0,,0.0
2013-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2280747.3,2.28,0.0,,0.0,,0.0
2013-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2279980.34,2.28,0.0,,0.0,,0.0
2013-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2285732.54,2.28,0.0,,0.0,,0.0
2013-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2289183.86,2.29,0.0,,0.0,,0.0
2013-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2287074.72,2.29,0.0,,0.0,,0.0
2013-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2287841.68,2.29,0.0,,0.0,,0.0
2013-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2288033.42,2.29,0.0,,0.0,,0.0
2013-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2291101.26,2.29,0.0,,0.0,,0.0
2013-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2296278.24,2.28,0.0,,0.0,,0.0
2013-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2301071.74,2.29,0.0,,0.0,,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2300688.26,2.3,0.0,,0.0,,0.0
2013-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2301646.96,2.3,0.0,,0.0,,0.0
2013-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2292826.92,2.3,0.0,,0.0,,0.0
2013-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2295319.54,2.29,0.0,,0.0,,0.0
2013-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2304523.06,2.3,0.0,,0.0,,0.0
2013-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2296469.98,2.3,0.0,,0.0,,0.0
2013-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2297236.94,2.3,0.0,,0.0,,0.0
2013-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2296086.5,2.28,0.0,,0.0,,0.0
2013-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2299537.82,2.3,0.0,,0.0,,0.0
2013-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2302413.92,2.29,0.0,,0.0,,0.0
2013-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2300113.04,2.3,0.0,,0.0,,0.0
2013-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2302605.66,2.3,0.0,,0.0,,0.0
2013-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2300496.52,2.3,0.0,,0.0,,0.0
2013-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2299729.56,2.3,0.0,,0.0,,0.0
2013-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2298195.64,2.3,0.0,,0.0,,0.0
2013-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2295511.28,2.3,0.0,,0.0,,0.0
2013-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2298387.38,2.3,0.0,,0.0,,0.0
2013-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2302797.4,2.3,0.0,,0.0,,0.0
2013-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2300304.78,2.3,0.0,,0.0,,0.0
2013-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2300688.26,2.3,0.0,,0.0,,0.0
2013-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2301455.22,2.31,0.0,,0.0,,0.0
2013-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2299346.08,2.3,0.0,,0.0,,0.0
2013-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2301838.7,2.3,0.0,,0.0,,0.0
2013-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2290526.04,2.3,0.0,,0.0,,0.0
2013-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2284198.62,2.29,0.0,,0.0,,0.0
2013-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2286307.76,2.29,0.0,,0.0,,0.0
2013-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2285924.28,2.29,0.0,,0.0,,0.0
2013-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2289375.6,2.29,0.0,,0.0,,0.0
2013-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2287841.68,2.28,0.0,,0.0,,0.0
2013-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2286499.5,2.29,0.0,,0.0,,0.0
2013-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19174.0,2286882.98,2.29,0.0,,0.0,,0.0
2013-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19029.0,2269398.54,2.27,0.0,,0.0,,0.0
2013-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19029.0,2271491.73,2.27,0.0,,0.0,,0.0
2013-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19029.0,2270730.57,2.26,0.0,,0.0,,0.0
2013-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19029.0,2270540.28,2.27,0.0,,0.0,,0.0
2013-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19029.0,2269779.12,2.27,0.0,,0.0,,0.0
2013-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2662240.98,2.66,0.0,,0.0,,0.0
2013-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2662240.98,2.66,0.0,,0.0,,0.0
2013-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2662240.98,2.67,0.0,,0.0,,0.0
2013-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2662240.98,2.66,0.0,,0.0,,0.0
2013-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2654874.39,2.65,0.0,,0.0,,0.0
2013-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2658669.3,2.66,0.0,,0.0,,0.0
2013-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2658669.3,2.65,0.0,,0.0,,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2658669.3,2.66,0.0,,0.0,,0.0
2014-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2660455.14,2.66,0.0,,0.0,,0.0
2014-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2660901.6,2.65,0.0,,0.0,,0.0
2014-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2665142.97,2.66,0.0,,0.0,,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2668044.96,2.66,0.0,,0.0,,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2665589.43,2.67,0.0,,0.0,,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2665142.97,2.67,0.0,,0.0,,0.0
2014-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2673625.71,2.67,0.0,,0.0,,0.0
2014-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2676527.7,2.65,0.0,,0.0,,0.0
2014-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2675858.01,2.67,0.0,,0.0,,0.0
2014-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2674295.4,2.68,0.0,,0.0,,0.0
2014-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2681661.99,2.68,0.0,,0.0,,0.0
2014-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2684787.21,2.68,0.0,,0.0,,0.0
2014-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2686349.82,2.67,0.0,,0.0,,0.0
2014-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2685680.13,2.69,0.0,,0.0,,0.0
2014-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2685680.13,2.69,0.0,,0.0,,0.0
2014-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2689028.58,2.69,0.0,,0.0,,0.0
2014-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2694386.1,2.68,0.0,,0.0,,0.0
2014-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2692600.26,2.7,0.0,,0.0,,0.0
2014-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2693046.72,2.69,0.0,,0.0,,0.0
2014-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2696618.4,2.69,0.0,,0.0,,0.0
2014-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2699073.93,2.69,0.0,,0.0,,0.0
2014-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22323.0,2705547.6,2.69,0.0,,0.0,,0.0
