,ALROC FP Equity_DX_SI_QTY,ALROC FP Equity_DX_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALROC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALROC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALROC FP Equity_DX_SI_MV,ALROC FP Equity_DX_DSS,ALROC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SUPPLY_SI_QTY,ALROC FP Equity_DX_BROKER_SI_QTY,ALROC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALROC FP Equity_DX_BROKER_SI_MV_INC_x,ALROC FP Equity_DX_BROKER_SI_QTY_ADD,ALROC FP Equity_DX_SUPPLY_SI_MV_DEC,ALROC FP Equity_DX_BROKER_SI_QTY_INC,ALROC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALROC FP Equity_DX_BROKER_SI_MV_INC_y,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALROC FP Equity_DX_BROKER_SI_MV_ADD,ALROC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALROC FP Equity_DX_BROKER_SI_QTY_DEC,ALROC FP Equity_DX_SUPPLY_SI_MV,ALROC FP Equity_DX_BROKER_SI_MV_DEC,ALROC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALROC FP Equity_DX_UTILIZATION_QUANTITY,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALROC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALROC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALROC FP Equity_DX_BROKER_SI_CON_RATIO,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALROC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALROC FP Equity_PX_LAST
2024-03-25,3501.0,4656.33,0.07,0.5,0.05,0.0,0.0,4656.33,3501.0,3501.0,4656.33,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.33
2024-03-26,3501.0,4516.29,0.07,0.48,0.05,0.0,0.0,4516.29,3501.0,3501.0,4516.29,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.29
2024-03-27,3501.0,4673.84,0.07,0.47,0.05,0.0,0.0,4673.84,3501.0,3501.0,4673.84,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.335
2024-03-28,3501.0,4796.37,0.07,0.44,0.05,0.0,0.0,4796.37,3501.0,3501.0,4796.37,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.37
2024-03-29,3501.0,4796.37,0.07,0.41,0.05,0.0,0.0,4796.37,3501.0,3501.0,4796.37,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,
2024-04-01,3501.0,4796.37,0.07,0.41,0.05,0.0,0.0,4796.37,3501.0,3501.0,4796.37,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,
2024-04-02,3501.0,4761.36,0.07,0.41,0.05,0.0,0.0,4761.36,3501.0,3501.0,4761.36,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.36
2024-04-03,3501.0,4551.3,0.07,0.42,0.05,0.0,0.0,4551.3,3501.0,3501.0,4551.3,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.3
2024-04-04,3501.0,4411.26,0.07,0.41,0.05,0.0,0.0,4411.26,3501.0,3501.0,4411.26,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.26
2024-04-05,3501.0,4463.77,0.07,0.42,0.05,0.0,0.0,4463.77,3501.0,3501.0,4463.77,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.275
2024-04-08,3501.0,4463.77,0.07,0.45,0.05,0.0,0.0,4463.77,3501.0,3501.0,4463.77,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.275
2024-04-09,3501.0,4201.2,0.07,0.46,0.05,0.0,0.0,4201.2,3501.0,3501.0,4201.2,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.2
2024-04-10,3501.0,3833.6,0.07,0.47,0.05,0.0,0.0,3833.6,3501.0,3501.0,3833.6,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.095
2024-04-11,3501.0,3571.02,0.07,0.45,0.05,0.0,0.0,3571.02,3501.0,3501.0,3571.02,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.02
2024-04-12,3501.0,3711.06,0.07,0.49,0.05,0.0,0.0,3711.06,3501.0,3501.0,3711.06,,,,,,,,,,,,0.0,,100.0,20.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.2069,1.06
2024-04-15,3501.0,3851.1,0.07,0.52,0.05,0.0,0.0,3851.1,3501.0,3501.0,3851.1,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.1
2024-04-16,3501.0,3868.61,0.07,0.56,0.05,0.0,0.0,3868.61,3501.0,3501.0,3868.61,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.105
2024-04-17,3501.0,3851.1,0.07,0.62,0.05,0.0,0.0,3851.1,3501.0,3501.0,3851.1,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.1
2024-04-18,3501.0,3465.99,0.07,0.63,0.05,0.0,0.0,3465.99,3501.0,3501.0,3465.99,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.99
2024-04-19,3501.0,3676.05,0.07,0.66,0.05,0.0,0.0,3676.05,3501.0,3501.0,3676.05,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.05
2024-04-22,3501.0,3641.04,0.07,0.67,0.05,0.0,0.0,3641.04,3501.0,3501.0,3641.04,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.04
2024-04-23,3501.0,3991.14,0.07,0.67,0.05,0.0,0.0,3991.14,3501.0,3501.0,3991.14,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.14
2024-04-24,3501.0,3781.08,0.07,0.66,0.05,0.0,0.0,3781.08,3501.0,3501.0,3781.08,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.08
2024-04-25,3501.0,3746.07,0.07,0.67,0.05,0.0,0.0,3746.07,3501.0,3501.0,3746.07,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.07
2024-04-26,3501.0,3763.58,0.07,0.74,0.05,0.0,0.0,3763.58,3501.0,3501.0,3763.58,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.075
2024-04-29,3501.0,3746.07,0.07,0.75,0.05,0.0,0.0,3746.07,3501.0,3501.0,3746.07,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.07
2024-04-30,3501.0,3423.98,0.07,0.76,0.05,0.0,0.0,3423.98,3501.0,3501.0,3423.98,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.978
2024-05-01,3501.0,3423.98,0.07,0.69,0.05,0.0,0.0,3423.98,3501.0,3501.0,3423.98,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,
2024-05-02,3501.0,3676.05,0.07,0.69,0.05,0.0,0.0,3676.05,3501.0,3501.0,3676.05,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.05
2024-05-03,3501.0,3472.99,0.07,0.69,0.05,0.0,0.0,3472.99,3501.0,3501.0,3472.99,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.992
2024-05-06,3501.0,3290.94,0.07,0.68,0.05,0.0,0.0,3290.94,3501.0,3501.0,3290.94,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.94
2024-05-07,3501.0,3290.94,0.07,0.71,0.05,0.0,0.0,3290.94,3501.0,3501.0,3290.94,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.94
2024-05-08,3501.0,3304.94,0.07,0.71,0.05,0.0,0.0,3304.94,3501.0,3501.0,3304.94,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.944
2024-05-09,3501.0,3921.12,0.07,0.71,0.05,0.0,0.0,3921.12,3501.0,3501.0,3921.12,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.12
2024-05-10,3501.0,3501.0,0.07,0.71,0.05,0.0,0.0,3501.0,3501.0,3501.0,3501.0,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.0
2024-05-13,3501.0,3430.98,0.07,0.72,0.05,0.0,0.0,3430.98,3501.0,3501.0,3430.98,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.98
2024-05-14,3501.0,3458.99,0.07,0.77,0.05,0.0,0.0,3458.99,3501.0,3501.0,3458.99,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.988
2024-05-15,3501.0,3588.53,0.07,0.79,0.05,0.0,0.0,3588.53,3501.0,3501.0,3588.53,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.025
2024-05-16,3501.0,3641.04,0.07,0.78,0.05,0.0,0.0,3641.04,3501.0,3501.0,3641.04,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.04
2024-05-17,3501.0,3536.01,0.07,0.73,0.05,0.0,0.0,3536.01,3501.0,3501.0,3536.01,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.01
2024-05-20,3501.0,3641.04,0.07,0.7,0.05,0.0,0.0,3641.04,3501.0,3501.0,3641.04,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.04
2024-05-21,3501.0,3571.02,0.07,0.69,0.05,0.0,0.0,3571.02,3501.0,3501.0,3571.02,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.02
2024-05-22,3501.0,3571.02,0.07,0.69,0.05,0.0,0.0,3571.02,3501.0,3501.0,3571.02,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,1.02
2024-05-23,3501.0,3402.97,0.07,0.72,0.05,0.0,0.0,3402.97,3501.0,3501.0,3402.97,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.972
2024-05-24,3501.0,3360.96,0.07,0.81,0.05,0.0,0.0,3360.96,3501.0,3501.0,3360.96,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.96
2024-05-27,3501.0,3367.96,0.07,0.91,0.05,0.0,0.0,3367.96,3501.0,3501.0,3367.96,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.962
2024-05-28,3501.0,3494.0,0.07,0.94,0.05,0.0,0.0,3494.0,3501.0,3501.0,3494.0,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.998
2024-05-29,3501.0,3494.0,0.07,0.94,0.05,0.0,0.0,3494.0,3501.0,3501.0,3494.0,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.998
2024-05-30,3501.0,3494.0,0.07,0.97,0.05,0.0,0.0,3494.0,3501.0,3501.0,3494.0,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.998
2024-05-31,3501.0,3325.95,0.07,0.96,0.05,0.0,0.0,3325.95,3501.0,3501.0,3325.95,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.95
2024-06-03,3501.0,3332.95,0.07,0.95,0.05,0.0,0.0,3332.95,3501.0,3501.0,3332.95,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.952
2024-06-04,3501.0,3283.94,0.07,0.95,0.05,0.0,0.0,3283.94,3501.0,3501.0,3283.94,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.938
2024-06-05,3501.0,3241.93,0.07,0.92,0.05,0.0,0.0,3241.93,3501.0,3501.0,3241.93,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.926
2024-06-06,3501.0,3353.96,0.07,0.93,0.05,0.0,0.0,3353.96,3501.0,3501.0,3353.96,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.958
2024-06-07,3501.0,3080.88,0.07,0.74,0.05,0.0,0.0,3080.88,3501.0,3501.0,3080.88,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.88
2024-06-10,3501.0,2870.82,0.07,0.7,0.05,0.0,0.0,2870.82,3501.0,3501.0,2870.82,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.82
2024-06-11,3501.0,2800.8,0.07,0.66,0.05,0.0,0.0,2800.8,3501.0,3501.0,2800.8,,,,,,,,,,,,0.0,,100.0,20.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.2051,0.8
2024-06-12,3501.0,2800.8,0.07,0.64,0.05,0.0,0.0,2800.8,3501.0,3501.0,2800.8,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.8
2024-06-13,3501.0,2632.75,0.07,0.66,0.05,0.0,0.0,2632.75,3501.0,3501.0,2632.75,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.752
2024-06-14,3501.0,2478.71,0.07,0.68,0.05,0.0,0.0,2478.71,3501.0,3501.0,2478.71,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.708
2024-06-17,3501.0,2555.73,0.07,0.61,0.05,0.0,0.0,2555.73,3501.0,3501.0,2555.73,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.73
2024-06-18,3501.0,2548.73,0.07,0.6,0.05,0.0,0.0,2548.73,3501.0,3501.0,2548.73,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.728
2024-06-19,3501.0,2450.7,0.07,0.58,0.05,0.0,0.0,2450.7,3501.0,3501.0,2450.7,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.7
2024-06-20,3501.0,2450.7,0.07,0.58,0.05,0.0,0.0,2450.7,3501.0,3501.0,2450.7,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.7
2024-06-21,3501.0,2429.69,0.07,0.6,0.05,0.0,0.0,2429.69,3501.0,3501.0,2429.69,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.694
2024-06-24,3501.0,2422.69,0.07,0.63,0.05,0.0,0.0,2422.69,3501.0,3501.0,2422.69,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.692
2024-06-25,3501.0,2254.64,0.07,0.66,0.05,0.0,0.0,2254.64,3501.0,3501.0,2254.64,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.644
2024-06-26,3501.0,2254.64,0.07,0.72,0.05,0.0,0.0,2254.64,3501.0,3501.0,2254.64,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.644
2024-06-27,3501.0,2107.6,0.07,0.7,0.05,0.0,0.0,2107.6,3501.0,3501.0,2107.6,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.602
2024-06-28,3501.0,1848.53,0.07,0.75,0.05,0.0,0.0,1848.53,3501.0,3501.0,1848.53,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.528
2024-07-01,3501.0,1855.53,0.07,0.73,0.05,0.0,0.0,1855.53,3501.0,3501.0,1855.53,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.53
2024-07-02,3501.0,2023.58,0.07,0.7,0.05,0.0,0.0,2023.58,3501.0,3501.0,2023.58,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.578
2024-07-03,3501.0,2275.65,0.07,0.7,0.05,0.0,0.0,2275.65,3501.0,3501.0,2275.65,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.65
2024-07-04,3501.0,1925.55,0.07,0.48,0.05,0.0,0.0,1925.55,3501.0,3501.0,1925.55,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.55
2024-07-05,3501.0,1869.53,0.07,0.43,0.05,0.0,0.0,1869.53,3501.0,3501.0,1869.53,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.534
2024-07-08,3501.0,1890.54,0.07,0.44,0.05,0.0,0.0,1890.54,3501.0,3501.0,1890.54,,,,,,,,,,,,0.0,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.54
2024-07-09,3501.0,1701.49,0.07,0.41,0.05,0.0,0.0,1701.49,3501.0,3501.0,1701.49,,,,,,,,,,,,0.0,,100.0,20.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.2007,0.486
2024-07-10,3501.0,1704.99,0.07,0.4,0.05,0.0,0.0,1704.99,3501.0,3501.0,1704.99,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.487
2024-07-11,3501.0,1711.99,0.07,0.4,0.05,0.0,0.0,1711.99,3501.0,3501.0,1711.99,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.489
2024-07-12,3501.0,1841.53,0.07,0.39,0.05,0.0,0.0,1841.53,3501.0,3501.0,1841.53,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.526
2024-07-15,3501.0,1757.5,0.07,0.39,0.05,0.0,0.0,1757.5,3501.0,3501.0,1757.5,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.502
2024-07-16,3501.0,1862.53,0.07,0.4,0.05,0.0,0.0,1862.53,3501.0,3501.0,1862.53,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.532
2024-07-17,3501.0,1827.52,0.07,0.39,0.05,0.0,0.0,1827.52,3501.0,3501.0,1827.52,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.522
2024-07-18,3501.0,1841.53,0.07,0.39,0.05,0.0,0.0,1841.53,3501.0,3501.0,1841.53,,,,,,,,,,,,0.0,,100.0,19.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1979,0.526
2024-07-19,3501.0,2016.58,0.07,0.43,0.05,0.0,0.0,2016.58,3501.0,3501.0,2016.58,,,,,,,,,,,,0.0,,100.0,19.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.1964,0.576
2024-07-22,2510.0,1696.76,0.05,0.31,0.04,0.0,0.0,1696.76,2510.0,2510.0,1696.76,,,,0.0,,991.0,,,,,991.0,0.0,0.0,100.0,14.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.1408,0.676
2024-07-23,2510.0,1445.76,0.05,0.25,0.04,0.0,0.0,1445.76,2510.0,2510.0,1445.76,,,,,,,,,,,,0.0,,100.0,11.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1124,0.576
2024-07-24,14010.0,7593.42,0.28,1.28,0.21,0.01,0.0,6233.0,14010.0,11500.0,7593.42,11500.0,0.01,,,8990.0,,0.01,11500.0,,,,0.01,,100.0,78.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.7858,0.542
2024-07-25,11500.0,6555.0,0.23,1.07,0.17,0.01,0.0,6555.0,11500.0,11500.0,6555.0,,,,0.0,,2510.0,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.57
2024-07-26,11500.0,6417.0,0.23,1.06,0.17,0.01,0.0,6417.0,11500.0,11500.0,6417.0,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.558
2024-07-29,11500.0,5658.0,0.23,1.13,0.17,0.01,0.0,5658.0,11500.0,11500.0,5658.0,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.492
2024-07-30,11500.0,6095.0,0.23,1.13,0.17,0.01,0.0,6095.0,11500.0,11500.0,6095.0,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.53
2024-07-31,11500.0,5658.0,0.23,1.15,0.17,0.01,0.0,5658.0,11500.0,11500.0,5658.0,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.492
2024-08-01,11500.0,5669.5,0.23,1.15,0.17,0.01,0.0,5669.5,11500.0,11500.0,5669.5,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.493
2024-08-02,11500.0,5485.5,0.23,1.16,0.17,0.01,0.0,5485.5,11500.0,11500.0,5485.5,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.477
2024-08-05,11500.0,4841.5,0.23,1.16,0.17,0.01,0.0,4841.5,11500.0,11500.0,4841.5,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.421
2024-08-06,11500.0,5198.0,0.23,1.14,0.17,0.0,0.0,5198.0,11500.0,11500.0,5198.0,,,,,,,,,,,,0.0,,100.0,64.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.6415,0.452
2024-08-07,11500.0,4841.5,0.23,1.14,0.17,0.01,0.0,4841.5,11500.0,11500.0,4841.5,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.421
2024-08-08,11500.0,5405.0,0.23,1.15,0.17,0.0,0.0,5405.0,11500.0,11500.0,5405.0,,,,,,,,,,,,0.0,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.47
2024-08-09,11500.0,5865.0,0.23,1.16,0.17,0.01,0.0,5865.0,11500.0,11500.0,5865.0,,,,,,,,,,,,0.01,,100.0,64.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.6451,0.51
2024-08-12,11500.0,5911.0,0.23,1.18,0.17,0.01,0.0,5911.0,11500.0,11500.0,5911.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.514
2024-08-13,11500.0,6325.0,0.23,1.21,0.17,0.01,0.0,6325.0,11500.0,11500.0,6325.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.55
2024-08-14,11500.0,6555.0,0.23,1.19,0.17,0.01,0.0,6555.0,11500.0,11500.0,6555.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.57
2024-08-15,11500.0,6210.0,0.23,1.52,0.17,0.01,0.0,6210.0,11500.0,11500.0,6210.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.54
2024-08-16,11500.0,6578.0,0.23,1.74,0.17,0.01,0.0,6578.0,11500.0,11500.0,6578.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.572
2024-08-19,11500.0,6141.0,0.23,1.75,0.17,0.01,0.0,6141.0,11500.0,11500.0,6141.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.534
2024-08-20,11500.0,5750.0,0.23,1.69,0.17,0.01,0.0,5750.0,11500.0,11500.0,5750.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.5
2024-08-21,11500.0,5865.0,0.23,1.72,0.17,0.01,0.0,5865.0,11500.0,11500.0,5865.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.51
2024-08-22,11500.0,5888.0,0.23,1.72,0.17,0.01,0.0,5888.0,11500.0,11500.0,5888.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.512
2024-08-23,11500.0,5980.0,0.23,1.77,0.17,0.01,0.0,5980.0,11500.0,11500.0,5980.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.52
2024-08-26,11500.0,5980.0,0.23,1.76,0.17,0.01,0.0,5980.0,11500.0,11500.0,5980.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.52
2024-08-27,11500.0,6440.0,0.23,1.76,0.17,0.01,0.0,6440.0,11500.0,11500.0,6440.0,,,,,,,,,,,,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.6344,0.56
