,ALKLK FP Equity_DX_SI_QTY,ALKLK FP Equity_DX_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLK FP Equity_DX_SI_MV,ALKLK FP Equity_DX_DSS,ALKLK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SUPPLY_SI_QTY,ALKLK FP Equity_DX_BROKER_SI_QTY,ALKLK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLK FP Equity_DX_BROKER_SI_MV_INC_x,ALKLK FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLK FP Equity_DX_BROKER_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_NEW,ALKLK FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_QTY_INC,ALKLK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLK FP Equity_DX_BROKER_SI_MV_INC_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLK FP Equity_DX_BROKER_SI_MV_ADD,ALKLK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_DEC,ALKLK FP Equity_DX_SUPPLY_SI_MV,ALKLK FP Equity_DX_BROKER_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_RMV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLK FP Equity_DX_BROKER_SI_CON_RATIO,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLK FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLK FP Equity_PX_LAST
2018-06-07,61000.0,1122400.0,1.34,17.58,1.2,1.14,1.0,368000.0,41000.0,20000.0,754400.0,,,,,,,,,,,,,,,,,,0.78,,,16.15,16.15,212818.0,3915851.2,4.03,16.15,32.14,0.5638,67.86,0.2403,18.4
2018-06-08,45000.0,787500.0,0.99,12.32,0.88,0.81,0.0,350000.0,25000.0,20000.0,437500.0,,,,,,,,0.3,,16000.0,,,,,,,,0.46,,,33.37,9.85,49910.0,873425.0,0.92,33.37,43.21,0.5092,56.79,0.1773,17.5
2018-06-11,5000.0,88000.0,0.11,1.29,0.1,0.09,0.0,0.0,5000.0,0.0,88000.0,,,,,,,,0.37,,20000.0,,,,,,,20000.0,0.09,0.35,,6.67,1.97,69910.0,1230416.0,1.22,6.67,,1.0,100.0,0.0197,17.6
2018-06-12,5000.0,72500.0,0.11,1.25,0.1,0.09,0.0,0.0,5000.0,0.0,72500.0,,,,,,,,,,,,,,,,,,0.09,,,6.67,1.97,69910.0,1013695.0,1.23,6.67,,1.0,100.0,0.0197,14.5
2018-06-13,5000.0,75250.0,0.11,0.64,0.1,0.07,0.0,0.0,5000.0,0.0,75250.0,,,,,,,,,,,,,,,,,,0.07,,,6.67,1.97,69910.0,1052145.5,1.01,6.67,,1.0,100.0,0.0197,15.05
2018-06-14,5000.0,81250.0,0.11,0.45,0.1,0.08,0.0,0.0,5000.0,0.0,81250.0,,,,,,,,,,,,,,,,,,0.08,,,6.67,1.97,69910.0,1136037.5,1.05,6.67,,1.0,100.0,0.0197,16.25
2018-06-15,5000.0,87000.0,0.11,0.42,0.1,0.08,0.0,0.0,5000.0,0.0,87000.0,,,,,,,,,,,,,,,,,,0.08,,,6.67,1.83,69910.0,1216434.0,1.14,6.67,,1.0,100.0,0.0183,17.4
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.08,,5000.0,,,,,,,,0.0,,,0.0,0.0,273818.0,4572760.6,4.76,0.0,,0.0,,0.0,16.7
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,273818.0,4627524.2,4.75,0.0,,0.0,,0.0,16.9
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,273818.0,4490615.2,4.63,0.0,,0.0,,0.0,16.4
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,273818.0,4257869.9,4.49,0.0,,0.0,,0.0,15.55
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,273818.0,4244179.0,4.26,0.0,,0.0,,0.0,15.5
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,273818.0,4189415.4,4.24,0.0,,0.0,,0.0,15.3
2018-06-26,40000.0,602000.0,0.79,2.78,0.79,0.61,0.0,301000.0,20000.0,20000.0,301000.0,,,,,,20000.0,,,,,,,,,0.3,20000.0,,0.31,,,11.18,7.3,158908.0,2391565.4,2.43,11.18,49.59,0.5,50.41,0.1461,15.05
2018-06-27,40000.0,616000.0,0.79,2.84,0.79,0.61,0.0,308000.0,20000.0,20000.0,308000.0,,,,,,,,,,,,,,,,,,0.3,,,11.18,7.3,158908.0,2447183.2,2.39,11.18,49.43,0.5001,50.57,0.1461,15.4
2018-06-28,42290.0,642808.0,0.83,3.0,0.83,0.65,0.0,304000.0,22290.0,20000.0,338808.0,,,,,,,,,,,,,,,,2290.0,,0.34,,,8.78,8.14,231528.0,3519225.6,3.57,8.78,46.97,0.5018,53.03,0.1544,15.2
2018-06-29,42290.0,647037.0,0.83,2.99,0.83,0.64,0.0,306000.0,22290.0,20000.0,341037.0,,,,,,,,,,,,,,,,,,0.34,,,8.78,8.14,231528.0,3542378.4,3.52,8.78,47.46,0.5013,52.54,0.1544,15.3
2018-07-02,42290.0,666067.5,0.83,2.79,0.83,0.66,0.0,315000.0,22290.0,20000.0,351067.5,,,,,,,,,,,,,,,,,,0.34,,,8.78,8.14,231528.0,3646566.0,3.54,8.78,48.02,0.5008,51.98,0.1544,15.75
2018-07-03,42290.0,642808.0,0.83,2.79,0.83,0.66,0.0,304000.0,22290.0,20000.0,338808.0,,,,,,,,,,,,,,,,,,0.35,,,8.78,8.14,231528.0,3519225.6,3.65,8.78,46.41,0.5026,53.59,0.1544,15.2
2018-07-04,40000.0,592000.0,0.79,2.7,0.79,0.6,0.0,296000.0,20000.0,20000.0,296000.0,,,,,,,,0.04,,2290.0,,,,,,,,0.3,,,11.18,7.3,158908.0,2351838.4,2.42,11.18,49.33,0.5001,50.67,0.1461,14.8
2018-07-05,40000.0,578000.0,0.79,2.6,0.79,0.59,0.0,289000.0,20000.0,20000.0,289000.0,,,,,,,,,,,,,,,,,,0.3,,,11.18,7.3,158908.0,2296220.6,2.35,11.18,49.4,0.5001,50.6,0.1461,14.45
2018-07-06,40000.0,572000.0,0.79,2.61,0.79,0.57,0.0,286000.0,20000.0,20000.0,286000.0,,,,,,,,,,,,,,,,,,0.29,,,11.18,7.3,158908.0,2272384.4,2.3,11.18,49.74,0.5,50.26,0.1461,14.3
2018-07-09,40000.0,530000.0,0.79,2.5,0.79,0.55,0.0,265000.0,20000.0,20000.0,265000.0,,,,,,,,,,,,,,,,,,0.29,,,11.18,7.3,158908.0,2105531.0,2.27,11.18,48.09,0.5007,51.91,0.1461,13.25
2018-07-10,40000.0,532000.0,0.79,2.46,0.79,0.53,0.0,266000.0,20000.0,20000.0,266000.0,,,,,,,,,,,,,,,,,,0.27,,,11.18,7.3,158908.0,2113476.4,2.11,11.18,49.91,0.5,50.09,0.1461,13.3
2018-07-11,40000.0,520000.0,0.79,2.45,0.79,0.53,0.0,260000.0,20000.0,20000.0,260000.0,,,,,,,,,,,,,,,,,,0.27,,,11.18,7.3,158908.0,2065804.0,2.11,11.18,49.43,0.5001,50.57,0.1461,13.0
2018-07-12,40000.0,518000.0,0.79,2.43,0.79,0.52,0.0,259000.0,20000.0,20000.0,259000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2057858.6,2.07,11.18,49.9,0.5,50.1,0.1461,12.95
2018-07-13,40000.0,528000.0,0.79,2.38,0.79,0.52,0.0,264000.0,20000.0,20000.0,264000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2097585.6,2.06,11.18,49.52,0.5,50.48,0.1461,13.2
2018-07-16,40000.0,520000.0,0.79,2.38,0.79,0.52,0.0,260000.0,20000.0,20000.0,260000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2065804.0,2.1,11.18,49.62,0.5,50.38,0.1461,13.0
2018-07-17,40000.0,520000.0,0.79,2.34,0.79,0.52,0.0,260000.0,20000.0,20000.0,260000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2065804.0,2.07,11.18,50.0,0.5,50.0,0.1461,13.0
2018-07-18,40000.0,528000.0,0.79,2.35,0.79,0.52,0.0,264000.0,20000.0,20000.0,264000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2097585.6,2.07,11.18,49.62,0.5,50.38,0.1461,13.2
2018-07-19,40000.0,520000.0,0.79,2.35,0.79,0.52,0.0,260000.0,20000.0,20000.0,260000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2065804.0,2.1,11.18,49.62,0.5,50.38,0.1461,13.0
2018-07-20,40000.0,506000.0,0.79,2.33,0.79,0.51,0.0,253000.0,20000.0,20000.0,253000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2010186.2,2.07,11.18,49.32,0.5001,50.68,0.1461,12.65
2018-07-23,40000.0,526000.0,0.79,2.34,0.79,0.52,0.0,263000.0,20000.0,20000.0,263000.0,,,,,,,,,,,,,,,,,,0.25,,,11.18,7.3,158908.0,2089640.2,2.01,11.18,49.03,0.5002,50.97,0.1461,13.15
2018-07-24,40000.0,520000.0,0.79,2.07,0.79,0.53,0.0,260000.0,20000.0,20000.0,260000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2065804.0,2.09,11.18,49.91,0.5,50.09,0.1461,13.0
2018-07-25,40000.0,532000.0,0.79,2.58,0.79,0.53,0.0,266000.0,20000.0,20000.0,266000.0,,,,,,,,,,,,,,,,,,0.26,,,11.18,7.3,158908.0,2113476.4,2.07,11.18,49.43,0.5001,50.57,0.1461,13.3
2018-07-26,40000.0,522000.0,0.79,3.06,0.79,0.53,0.0,261000.0,20000.0,20000.0,261000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.3,0.0,0.0,0.0,100.0,49.53,0.5,50.47,0.1461,13.05
2018-07-27,40000.0,530000.0,0.79,3.21,0.79,0.53,0.0,265000.0,20000.0,20000.0,265000.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,7.3,0.0,0.0,0.0,100.0,49.62,0.5,50.38,0.1461,13.25
2018-07-30,40000.0,546000.0,0.79,3.39,0.79,0.54,0.0,273000.0,20000.0,20000.0,273000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.3,0.0,0.0,0.0,100.0,49.26,0.5001,50.74,0.1461,13.65
2018-07-31,40000.0,552000.0,0.79,3.44,0.79,0.55,0.0,276000.0,20000.0,20000.0,276000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.3,0.0,0.0,0.0,100.0,49.73,0.5,50.27,0.1461,13.8
2018-08-01,40000.0,548000.0,0.79,3.82,0.79,0.55,0.0,274000.0,20000.0,20000.0,274000.0,,,,,,,,,,,,,,,,,,0.28,,,100.0,7.3,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.1461,13.7
2018-08-02,40000.0,532000.0,0.79,3.79,0.79,0.54,0.0,266000.0,20000.0,20000.0,266000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.3,0.0,0.0,0.0,100.0,49.26,0.5001,50.74,0.1461,13.3
2018-08-03,40000.0,538000.0,0.79,3.55,0.79,0.54,0.0,269000.0,20000.0,20000.0,269000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.3,0.0,0.0,0.0,100.0,49.72,0.5,50.28,0.1461,13.45
2018-08-06,40000.0,516000.0,0.79,3.23,0.79,0.53,0.0,258000.0,20000.0,20000.0,258000.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,7.33,0.0,0.0,0.0,100.0,48.96,0.5002,51.04,0.1467,12.9
2018-08-07,40000.0,502000.0,0.79,3.47,0.79,0.51,0.0,251000.0,20000.0,20000.0,251000.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,7.55,0.0,0.0,0.0,100.0,49.31,0.5001,50.69,0.1509,12.55
2018-08-08,40000.0,526000.0,0.79,3.51,0.79,0.51,0.0,263000.0,20000.0,20000.0,263000.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,7.88,0.0,0.0,0.0,100.0,48.83,0.5003,51.17,0.1576,13.15
2018-08-09,50000.0,665000.0,0.98,4.4,0.98,0.66,0.0,266000.0,30000.0,20000.0,399000.0,,,10000.0,,,,,,,,,,,10000.0,,,,0.39,,,16.77,11.82,148908.0,1980476.4,1.96,16.77,40.27,0.5189,59.73,0.197,13.3
2018-08-10,50000.0,672500.0,0.98,4.4,0.98,0.67,0.0,269000.0,30000.0,20000.0,403500.0,,,,,,,,,,,,,,,,,,0.4,,,16.77,11.82,148908.0,2002812.6,1.98,16.77,40.27,0.5189,59.73,0.197,13.45
2018-08-13,50000.0,657500.0,0.98,4.86,0.98,0.67,0.0,263000.0,30000.0,20000.0,394500.0,,,,,,,,,,,,,,,,,,0.4,,,16.77,11.82,148908.0,1958140.2,2.0,16.77,39.46,0.5222,60.54,0.197,13.15
2018-08-14,50000.0,652500.0,0.98,4.86,0.98,0.66,0.0,261000.0,30000.0,20000.0,391500.0,,,,,,,,,,,,,,,,,,0.39,,,16.77,11.82,148908.0,1943249.4,1.96,16.77,39.82,0.5207,60.18,0.197,13.05
2018-08-15,50000.0,622500.0,0.98,4.83,0.98,0.64,0.0,249000.0,30000.0,20000.0,373500.0,,,,,,,,,,,,,,,,,,0.39,,,16.77,11.82,148908.0,1853904.6,1.94,16.77,38.88,0.5247,61.12,0.197,12.45
2018-08-16,50000.0,620000.0,0.98,5.1,0.98,0.64,0.0,248000.0,30000.0,20000.0,372000.0,,,,,,,,,,,,,,,,,,0.39,,,16.77,11.82,148908.0,1846459.2,1.94,16.77,38.8,0.5251,61.2,0.197,12.4
2018-08-17,51790.0,637017.0,1.02,5.3,1.02,0.64,1.0,246000.0,31790.0,20000.0,391017.0,,,1790.0,,,,,,,,,,,1790.0,,,,0.39,,,17.77,12.52,147118.0,1809551.4,1.82,17.77,38.43,0.5268,61.57,0.204,12.3
2018-08-20,51790.0,639606.5,1.02,5.65,1.02,0.64,1.0,247000.0,31790.0,20000.0,392606.5,,,,,,,,,,,,,,,,,,0.39,,,17.77,12.52,147118.0,1816907.3,1.81,17.77,38.71,0.5255,61.29,0.204,12.35
2018-08-21,51790.0,637017.0,1.02,5.87,1.02,0.64,1.0,246000.0,31790.0,20000.0,391017.0,,,,,,,,,,,,,,,,,,0.39,,,17.77,12.52,147118.0,1809551.4,1.82,17.77,38.52,0.5264,61.48,0.204,12.3
2018-08-22,51790.0,631838.0,1.02,5.96,1.02,0.64,1.0,244000.0,31790.0,20000.0,387838.0,,,,,,,,,,,,,,,,,,0.39,,,17.77,12.52,147118.0,1794839.6,1.81,17.77,38.42,0.5268,61.58,0.204,12.2
2018-08-23,42290.0,511709.0,0.83,4.89,0.83,0.51,0.0,242000.0,22290.0,20000.0,269709.0,,,,,,,,0.12,,9500.0,,,,,,,,0.27,,,12.46,8.78,156618.0,1895077.8,1.91,12.46,47.09,0.5017,52.91,0.1666,12.1
2018-08-24,42290.0,515938.0,0.83,5.14,0.83,0.51,0.0,244000.0,22290.0,20000.0,271938.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1910739.6,1.9,12.46,47.5,0.5013,52.5,0.1666,12.2
2018-08-27,42290.0,507480.0,0.83,5.15,0.83,0.51,0.0,240000.0,22290.0,20000.0,267480.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1879416.0,1.91,12.46,46.88,0.5019,53.12,0.1666,12.0
2018-08-28,42290.0,528625.0,0.83,5.23,0.83,0.52,0.0,250000.0,22290.0,20000.0,278625.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1957725.0,1.88,12.46,48.31,0.5006,51.69,0.1666,12.5
2018-08-29,42290.0,520167.0,0.83,5.15,0.83,0.52,0.0,246000.0,22290.0,20000.0,274167.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1926401.4,1.9,12.46,47.63,0.5011,52.37,0.1666,12.3
2018-08-30,42290.0,513823.5,0.83,5.15,0.83,0.52,0.0,243000.0,22290.0,20000.0,270823.5,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1902908.7,1.93,12.46,46.99,0.5018,53.01,0.1666,12.15
2018-08-31,42290.0,513823.5,0.83,5.36,0.83,0.51,0.0,243000.0,22290.0,20000.0,270823.5,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1902908.7,1.9,12.46,47.29,0.5015,52.71,0.1666,12.15
2018-09-03,42290.0,515938.0,0.83,5.48,0.83,0.51,0.0,244000.0,22290.0,20000.0,271938.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1910739.6,1.9,12.46,47.39,0.5014,52.61,0.1666,12.2
2018-09-04,42290.0,526510.5,0.83,7.93,0.83,0.52,0.0,249000.0,22290.0,20000.0,277510.5,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1949894.1,1.91,12.46,47.8,0.501,52.2,0.1666,12.45
2018-09-05,42290.0,526510.5,0.83,7.21,0.83,0.53,0.0,249000.0,22290.0,20000.0,277510.5,,,,,,,,,,,,,,,,,,0.28,,,12.46,8.78,156618.0,1949894.1,1.95,12.46,47.29,0.5015,52.71,0.1666,12.45
2018-09-06,42290.0,522281.5,0.83,8.18,0.83,0.52,0.0,247000.0,22290.0,20000.0,275281.5,,,,,,,,,,,,,,,,,,0.28,,,12.46,8.78,156618.0,1934232.3,1.95,12.46,47.09,0.5017,52.91,0.1666,12.35
2018-09-07,42290.0,522281.5,0.83,8.15,0.83,0.52,0.0,247000.0,22290.0,20000.0,275281.5,,,,,,,,,,,,,,,,,,0.28,,,12.46,8.78,156618.0,1934232.3,1.93,12.46,47.29,0.5015,52.71,0.1666,12.35
2018-09-10,42290.0,511709.0,0.83,9.37,0.83,0.52,0.0,242000.0,22290.0,20000.0,269709.0,,,,,,,,,,,,,,,,,,0.28,,,12.46,8.78,156618.0,1895077.8,1.93,12.46,46.78,0.5021,53.22,0.1666,12.1
2018-09-11,42290.0,511709.0,0.83,9.37,0.83,0.51,0.0,242000.0,22290.0,20000.0,269709.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1895077.8,1.9,12.46,47.29,0.5015,52.71,0.1666,12.1
2018-09-12,42290.0,507480.0,0.83,9.3,0.83,0.51,0.0,240000.0,22290.0,20000.0,267480.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1879416.0,1.9,12.46,47.09,0.5017,52.91,0.1666,12.0
2018-09-13,42290.0,490564.0,0.83,9.46,0.83,0.5,0.0,232000.0,22290.0,20000.0,258564.0,,,,,,,,,,,,,,,,,,0.27,,,12.46,8.78,156618.0,1816768.8,1.88,12.46,46.45,0.5025,53.55,0.1666,11.6
2018-09-14,42290.0,486335.0,0.83,11.02,0.83,0.49,0.0,230000.0,22290.0,20000.0,256335.0,,,,,,,,,,,,,,,,,,0.26,,,12.46,8.78,156618.0,1801107.0,1.82,12.46,47.08,0.5017,52.92,0.1666,11.5
2018-09-17,42290.0,486335.0,0.83,16.5,0.83,0.49,0.0,230000.0,22290.0,20000.0,256335.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,8.78,0.0,0.0,0.0,100.0,47.29,0.5015,52.71,0.1666,11.5
2018-09-18,42290.0,486335.0,0.83,16.62,0.83,0.49,0.0,230000.0,22290.0,20000.0,256335.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,8.78,0.0,0.0,0.0,100.0,47.29,0.5015,52.71,0.1666,11.5
2018-09-19,42290.0,499022.0,0.83,16.62,0.83,0.49,0.0,236000.0,22290.0,20000.0,263022.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,8.78,0.0,0.0,0.0,100.0,47.93,0.5009,52.07,0.1666,11.8
2018-09-20,42290.0,501136.5,0.83,16.21,0.83,0.5,0.0,237000.0,22290.0,20000.0,264136.5,,,,,,,,,,,,,,,,,,0.26,,,100.0,8.78,0.0,0.0,0.0,100.0,47.4,0.5014,52.6,0.1666,11.85
2018-09-21,42290.0,486335.0,0.83,16.36,0.83,0.49,0.0,230000.0,22290.0,20000.0,256335.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,8.78,0.0,0.0,0.0,100.0,46.55,0.5024,53.45,0.1666,11.5
2018-09-24,43290.0,484848.0,0.85,16.31,0.85,0.49,0.0,224000.0,23290.0,20000.0,260848.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.27,,,13.16,9.25,153626.0,1720611.2,1.77,13.16,45.54,0.504,54.46,0.1719,11.2
2018-09-25,42290.0,471533.5,0.83,15.38,0.83,0.47,0.0,223000.0,22290.0,20000.0,248533.5,,,,,,,,0.02,,1000.0,,,,,,,,0.25,,,100.0,8.85,0.0,0.0,0.0,100.0,47.18,0.5016,52.82,0.1679,11.15
2018-09-26,42290.0,397526.0,0.83,15.4,0.83,0.44,0.0,188000.0,22290.0,20000.0,209526.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,8.87,0.0,0.0,0.0,100.0,43.07,0.5096,56.93,0.1682,9.4
2018-09-27,42290.0,363694.0,0.83,10.93,0.83,0.38,0.0,172000.0,22290.0,20000.0,191694.0,,,,,,,,,,,,,,,,,,0.21,,,100.0,8.87,0.0,0.0,0.0,100.0,45.08,0.5048,54.92,0.1682,8.6
2018-09-28,42290.0,330707.8,0.83,10.06,0.83,0.35,0.0,156400.0,22290.0,20000.0,174307.8,,,,,,,,,,,,,,,,,,0.19,,,100.0,8.87,0.0,0.0,0.0,100.0,44.93,0.5051,55.07,0.1682,7.82
2018-10-01,42290.0,306179.6,0.83,9.09,0.83,0.32,0.0,144800.0,22290.0,20000.0,161379.6,,,,,,,,,,,,,,,,,,0.17,,,100.0,8.35,0.0,0.0,0.0,100.0,45.38,0.5043,54.62,0.1585,7.24
2018-10-02,42290.0,310408.6,0.83,6.27,0.83,0.31,0.0,146800.0,22290.0,20000.0,163608.6,,,,,,,,,,,,,,,,,,0.16,,,100.0,8.35,0.0,0.0,0.0,100.0,47.63,0.5011,52.37,0.1585,7.34
2018-10-03,42290.0,307871.2,0.83,6.13,0.83,0.31,0.0,145600.0,22290.0,20000.0,162271.2,,,,,,,,,,,,,,,,,,0.16,,,100.0,8.85,0.0,0.0,0.0,100.0,47.09,0.5017,52.91,0.1679,7.28
2018-10-04,42290.0,298567.4,0.83,5.7,0.83,0.3,0.0,141200.0,22290.0,20000.0,157367.4,,,,,,,,,,,,,,,,,,0.16,,,100.0,8.85,0.0,0.0,0.0,100.0,46.53,0.5024,53.47,0.1679,7.06
2018-10-05,42290.0,287572.0,0.83,5.51,0.83,0.29,0.0,136000.0,22290.0,20000.0,151572.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,8.85,0.0,0.0,0.0,100.0,46.36,0.5027,53.64,0.1679,6.8
2018-10-08,42290.0,291801.0,0.83,5.12,0.83,0.29,0.0,138000.0,22290.0,20000.0,153801.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,8.85,0.0,0.0,0.0,100.0,47.66,0.5011,52.34,0.1679,6.9
2018-10-09,42290.0,289263.6,0.83,4.69,0.83,0.29,0.0,136800.0,22290.0,20000.0,152463.6,,,,,,,,,,,,,,,,,,0.15,,,100.0,8.85,0.0,0.0,0.0,100.0,47.07,0.5017,52.93,0.1679,6.84
2018-10-10,42290.0,288417.8,0.83,4.73,0.83,0.29,0.0,136400.0,22290.0,20000.0,152017.8,,,,,,,,,,,,,,,,,,0.15,,,100.0,8.85,0.0,0.0,0.0,100.0,46.95,0.5019,53.05,0.1679,6.82
2018-10-11,42290.0,275730.8,0.83,4.67,0.83,0.28,0.0,130400.0,22290.0,20000.0,145330.8,,,,,,,,,,,,,,,,,,0.15,,,100.0,9.61,0.0,0.0,0.0,100.0,46.17,0.5029,53.83,0.1824,6.52
2018-10-12,42290.0,279114.0,0.83,3.97,0.83,0.28,0.0,132000.0,22290.0,20000.0,147114.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,9.61,0.0,0.0,0.0,100.0,47.6,0.5012,52.4,0.1824,6.6
2018-10-15,42290.0,274885.0,0.83,3.34,0.83,0.28,0.0,130000.0,22290.0,20000.0,144885.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,12.97,0.0,0.0,0.0,100.0,46.91,0.5019,53.09,0.2461,6.5
2018-10-16,42290.0,279114.0,0.83,3.33,0.83,0.28,0.0,132000.0,22290.0,20000.0,147114.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,15.27,0.0,0.0,0.0,100.0,47.67,0.5011,52.33,0.2897,6.6
2018-10-17,42290.0,280805.6,0.83,3.36,0.83,0.28,0.0,132800.0,22290.0,20000.0,148005.6,,,,,,,,,,,,,,,,,,0.14,,,100.0,15.27,0.0,0.0,0.0,100.0,47.8,0.501,52.2,0.2897,6.64
2018-10-18,42290.0,285034.6,0.83,3.41,0.83,0.28,0.0,134800.0,22290.0,20000.0,150234.6,,,,,,,,,,,,,,,,,,0.14,,,100.0,15.27,0.0,0.0,0.0,100.0,48.25,0.5006,51.75,0.2897,6.74
2018-10-19,42290.0,285880.4,0.83,3.2,0.83,0.28,0.0,135200.0,22290.0,20000.0,150680.4,,,,,,,,,,,,,,,,,,0.14,,,100.0,15.27,0.0,0.0,0.0,100.0,48.35,0.5005,51.65,0.2897,6.76
2018-10-22,42290.0,279114.0,0.83,3.16,0.83,0.28,0.0,132000.0,22290.0,20000.0,147114.0,,,,,,,,0.13,,20000.0,,,,,,20000.0,,0.15,,,100.0,21.25,0.0,0.0,0.0,100.0,46.7,0.5022,53.3,0.4032,6.6
2018-10-23,42290.0,270656.0,0.83,3.13,0.83,0.28,0.0,128000.0,22290.0,20000.0,142656.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,21.42,0.0,0.0,0.0,100.0,46.53,0.5024,53.47,0.4063,6.4
