,CS9 FP Equity_DX_SI_QTY,CS9 FP Equity_DX_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CS9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CS9 FP Equity_DX_SI_MV,CS9 FP Equity_DX_DSS,CS9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SUPPLY_SI_QTY,CS9 FP Equity_DX_BROKER_SI_QTY,CS9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CS9 FP Equity_DX_BROKER_SI_MV_NEW_x,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CS9 FP Equity_DX_BROKER_SI_MV_INC_x,CS9 FP Equity_DX_BROKER_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_NEW,CS9 FP Equity_DX_SUPPLY_SI_MV_DEC,CS9 FP Equity_DX_BROKER_SI_QTY_INC,CS9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CS9 FP Equity_DX_BROKER_SI_MV_NEW_y,CS9 FP Equity_DX_BROKER_SI_MV_INC_y,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CS9 FP Equity_DX_BROKER_SI_MV_ADD,CS9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_DEC,CS9 FP Equity_DX_SUPPLY_SI_MV,CS9 FP Equity_DX_BROKER_SI_MV_DEC,CS9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CS9 FP Equity_DX_UTILIZATION_QUANTITY,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CS9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CS9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CS9 FP Equity_DX_BROKER_SI_CON_RATIO,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CS9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CS9 FP Equity_PX_LAST
2013-07-05,13200.0,1841136.0,118.53,2.86,1.86,,1841136.0,0.0,13200.0,0.0,,,,2000.0,,,,,,,,0.28,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.84,0.7472,85.16,0.6055,139.48
2013-07-08,13200.0,1868328.0,118.53,2.86,1.84,,1868328.0,0.0,13200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.03,0.7445,84.97,0.6055,141.54
2013-07-09,12100.0,1728243.0,108.65,2.62,1.7,,1728243.0,0.0,12100.0,0.0,,,,,,,,,,,,,,1100.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,16.19,0.7287,83.81,0.555,142.83
2013-07-10,12100.0,1726912.0,108.65,2.62,1.73,,1726912.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.98,0.7314,84.02,0.555,142.72
2013-07-11,12100.0,1738286.0,108.65,2.62,1.73,,1738286.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.03,0.7308,83.97,0.555,143.66
2013-07-12,12100.0,1734777.0,108.65,3.35,1.73,,1734777.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.98,0.7314,84.02,0.555,143.37
2013-07-15,12100.0,1742279.0,108.65,3.35,1.73,,1742279.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.01,0.731,83.99,0.555,143.99
2013-07-16,12100.0,1730300.0,108.65,3.35,1.73,,1730300.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.7318,84.05,0.555,143.0
2013-07-17,12100.0,1741674.0,108.65,3.35,1.73,,1741674.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.7241,83.47,,143.94
2013-07-18,12100.0,1760308.0,75.16,3.35,1.75,,1760308.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.7241,83.47,,145.48
2013-07-19,10100.0,1469752.0,65.93,2.8,1.47,,1469752.0,0.0,10100.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.52
2013-07-22,8400.0,1223376.0,54.83,2.33,1.22,,1223376.0,0.0,8400.0,0.0,,,,,,,,,,,,,,1700.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.64
2013-07-23,8400.0,1221444.0,60.58,2.33,1.22,,1221444.0,0.0,8400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.41
2013-07-24,6900.0,1009125.0,49.76,1.91,1.0,,1009125.0,0.0,6900.0,0.0,,,,,,,,,,,,,,1500.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,146.25
2013-07-25,6900.0,1004916.0,49.76,1.91,1.01,,1004916.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.64
2013-07-26,3000.0,436080.0,19.28,0.83,0.44,,436080.0,0.0,3000.0,0.0,,,,,,,,,,,,,,3900.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.36
2013-07-29,3000.0,436110.0,19.28,0.83,0.44,,436110.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.37
2013-07-30,3500.0,509110.0,18.52,0.97,0.51,,509110.0,0.0,3500.0,0.0,,,0.07,,,,500.0,,,0.07,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.46
2013-07-31,4000.0,582120.0,10.51,1.11,0.58,,582120.0,0.0,4000.0,0.0,,,0.07,,,,500.0,,,0.07,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,145.53
2013-08-01,4500.0,663480.0,11.82,1.25,0.65,,663480.0,0.0,4500.0,0.0,,,0.07,,,,500.0,,,0.07,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,147.44
2013-08-02,4500.0,664155.0,11.94,1.25,0.66,,664155.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,147.59
2013-08-05,1500.0,221415.0,3.98,0.42,0.22,,221415.0,0.0,1500.0,0.0,,,,,,,,,,,,,,3000.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,147.61
2013-08-06,1500.0,220335.0,4.0,0.42,0.22,,220335.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,146.89
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.61
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.33
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.38
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.38
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.46
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.09
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.44
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.97
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.12
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.72
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.97
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.26
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.94
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.89
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.26
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.97
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.26
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.59
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.24
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.68
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.17
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.28
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.92
2013-09-09,2000.0,297580.0,8.47,0.55,0.3,,297580.0,0.0,2000.0,0.0,,,,2000.0,,,,,,,,0.3,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,148.79
2013-09-10,2500.0,377350.0,12.33,0.69,0.37,,377350.0,0.0,2500.0,0.0,,,0.07,,,,500.0,,,0.07,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,150.94
2013-09-11,2500.0,378125.0,797.87,0.69,0.38,,378125.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,151.25
2013-09-12,3000.0,453870.0,319.15,0.83,0.45,,453870.0,0.0,3000.0,0.0,,,0.08,,,,500.0,,,0.08,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,151.29
2013-09-13,3000.0,455100.0,319.15,0.83,0.45,,455100.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,151.7
2013-09-16,3000.0,458670.0,319.15,0.83,0.46,,458670.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.89
2013-09-17,2500.0,380500.0,265.96,0.69,0.38,,380500.0,0.0,2500.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.2
2013-09-18,2500.0,381500.0,265.96,0.69,0.39,,381500.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.6
2013-09-19,2000.0,307000.0,212.77,0.55,0.31,,307000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,153.5
2013-09-20,2000.0,306360.0,182.37,0.55,0.31,,306360.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,153.18
2013-09-23,700.0,106729.0,63.83,0.19,0.11,,106729.0,0.0,700.0,0.0,,,,,,,,,,,,,,1300.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.47
2013-09-24,700.0,106883.0,63.83,0.19,0.11,,106883.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.69
2013-09-25,700.0,106729.0,74.47,0.19,0.11,,106729.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.47
2013-09-26,700.0,106750.0,74.47,0.19,0.11,,106750.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.5
2013-09-27,700.0,106421.0,6.97,0.19,0.11,,106421.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.03
2013-09-30,700.0,105791.0,6.97,0.19,0.11,,105791.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,151.13
2013-10-01,700.0,106540.0,6.97,0.19,0.11,,106540.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.2
2013-10-02,700.0,105917.0,6.97,0.19,0.11,,105917.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,151.31
2013-10-03,700.0,105469.0,6.97,0.19,0.11,,105469.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,150.67
2013-10-04,700.0,105658.0,6.97,0.19,0.11,,105658.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,150.94
2013-10-07,700.0,105448.0,6.97,0.19,0.11,,105448.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,150.64
2013-10-08,700.0,104720.0,6.97,0.19,0.11,,104720.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,149.6
2013-10-09,700.0,104153.0,7.08,0.19,0.1,,104153.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,148.79
2013-10-10,700.0,106043.0,6.97,0.19,0.1,,106043.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,151.49
2013-10-11,700.0,106470.0,6.97,0.19,0.11,,106470.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.1
2013-10-14,700.0,106645.0,6.97,0.19,0.11,,106645.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,152.35
2013-10-15,700.0,107681.0,6.97,0.19,0.11,,107681.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,153.83
2013-10-16,700.0,107933.0,6.97,0.19,0.11,,107933.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,154.19
2013-10-17,700.0,108010.0,6.97,0.19,0.11,,108010.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,154.3
2013-10-18,700.0,108801.0,6.97,0.19,0.11,,108801.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,155.43
2013-10-21,700.0,109137.0,6.97,0.19,0.11,,109137.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,155.91
2013-10-22,700.0,109571.0,6.97,0.19,0.11,,109571.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.53
2013-10-23,700.0,108801.0,6.97,0.19,0.11,,108801.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,155.43
2013-10-24,700.0,109347.0,5.38,0.19,0.11,,109347.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.21
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.14
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.78
2013-10-29,500.0,78330.0,3.83,0.14,0.08,,78330.0,0.0,500.0,0.0,,,,500.0,,,,,,,,0.08,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.66
2013-10-30,500.0,78295.0,3.83,0.14,0.08,,78295.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.59
2013-10-31,500.0,78615.0,3.83,0.14,0.08,,78615.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.23
2013-11-01,500.0,78400.0,3.88,0.14,0.08,,78400.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.8
2013-11-04,500.0,78765.0,3.87,0.14,0.08,,78765.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.53
2013-11-05,500.0,78650.0,3.87,0.14,0.08,,78650.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.3
2013-11-06,500.0,78965.0,3.87,0.14,0.08,,78965.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.93
2013-11-07,500.0,78970.0,3.87,0.14,0.08,,78970.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.94
2013-11-08,500.0,78800.0,13.08,0.14,0.08,,78800.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.6
2013-11-11,500.0,79025.0,6.86,0.14,0.08,,79025.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,158.05
2013-11-12,500.0,78515.0,6.86,0.14,0.08,,78515.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.03
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.13
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.41
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.86
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.01
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.79
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.93
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.61
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.62
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.48
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.07
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.03
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.51
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.15
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.22
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.57
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.69
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.71
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.53
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.6
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.35
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.72
2013-12-19,1500.0,234765.0,11.28,0.44,0.23,,234765.0,0.0,1500.0,0.0,,,,1500.0,,,,,,,,0.23,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,156.51
2013-12-20,3000.0,471600.0,22.55,0.87,0.47,,471600.0,0.0,3000.0,0.0,,,0.24,,,,1500.0,,,0.24,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.2
2013-12-23,3000.0,475320.0,22.22,0.87,0.47,,475320.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,158.44
2013-12-24,4000.0,633760.0,29.62,1.17,0.63,,633760.0,0.0,4000.0,0.0,,,0.16,,,,1000.0,,,0.16,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,
2013-12-25,4000.0,633760.0,31.19,1.17,0.63,,633760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,
2013-12-26,4000.0,633760.0,31.19,1.17,0.63,,633760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,
2013-12-27,4000.0,641800.0,31.19,1.17,0.63,,641800.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,160.45
2013-12-30,3200.0,513600.0,28.42,0.93,0.51,,513600.0,0.0,3200.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,160.5
2013-12-31,2600.0,417300.0,23.09,0.76,0.42,,417300.0,0.0,2600.0,0.0,,,,,,,,,,,,,,600.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,
2014-01-01,2600.0,417300.0,25.18,0.76,0.42,,417300.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2014-01-02,2600.0,414622.0,25.18,0.76,0.42,,414622.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,159.47
2014-01-03,2600.0,416676.0,18.58,0.76,0.41,,416676.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,160.26
2014-01-06,2600.0,415870.0,18.58,0.76,0.42,,415870.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,159.95
2014-01-07,2600.0,419250.0,18.58,0.76,0.42,,419250.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,161.25
2014-01-08,2600.0,419328.0,18.58,0.76,0.42,,419328.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,161.28
2014-01-09,700.0,112483.0,5.0,0.2,0.11,,112483.0,0.0,700.0,0.0,,,,,,,,,,,,,,1900.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,160.69
2014-01-10,700.0,112910.0,5.0,0.2,0.11,,112910.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,161.3
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.57
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.99
2014-01-15,1000.0,163880.0,4.84,0.29,0.16,,163880.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.16,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,163.88
2014-01-16,1000.0,163520.0,4.84,0.29,0.16,,163520.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,163.52
2014-01-17,1500.0,246780.0,7.26,0.44,0.25,,246780.0,0.0,1500.0,0.0,,,0.08,,,,500.0,,,0.08,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,164.52
2014-01-20,1500.0,246435.0,6.75,0.44,0.25,,246435.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,164.29
2014-01-21,1500.0,246675.0,6.75,0.44,0.25,,246675.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,164.45
2014-01-22,1000.0,164770.0,4.5,0.29,0.16,,164770.0,0.0,1000.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,164.77
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.91
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.65
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.61
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.67
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1
2014-01-31,500.0,78800.0,1.18,0.15,0.08,,78800.0,0.0,500.0,0.0,,,,500.0,,,,,,,,0.08,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,157.6
2014-02-03,2000.0,310420.0,4.73,0.58,0.32,,310420.0,0.0,2000.0,0.0,,,0.24,,,,1500.0,,,0.24,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,155.21
2014-02-04,2000.0,310160.0,4.57,0.58,0.31,,310160.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,155.08
