,BUR FP Equity_DX_SI_QTY,BUR FP Equity_DX_SHORT_INTEREST_VALUE,BUR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BUR FP Equity_DX_SI_MV,BUR FP Equity_DX_DSS,BUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BUR FP Equity_DX_SUPPLY_SI_QTY,BUR FP Equity_DX_BROKER_SI_QTY,BUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BUR FP Equity_DX_BROKER_SI_MV_NEW_x,BUR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,BUR FP Equity_DX_BROKER_SI_MV_INC_x,BUR FP Equity_DX_SUPPLY_SI_MV_NEW,BUR FP Equity_DX_BROKER_SI_QTY_ADD,BUR FP Equity_DX_BROKER_SI_QTY_NEW,BUR FP Equity_DX_SUPPLY_SI_MV_DEC,BUR FP Equity_DX_BROKER_SI_QTY_INC,BUR FP Equity_DX_SUPPLY_SI_QTY_DEC,BUR FP Equity_DX_BROKER_SI_MV_NEW_y,BUR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BUR FP Equity_DX_BROKER_SI_MV_INC_y,BUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,BUR FP Equity_DX_BROKER_SI_MV_ADD,BUR FP Equity_DX_SUPPLY_SI_QTY_ADD,BUR FP Equity_DX_BROKER_SI_QTY_DEC,BUR FP Equity_DX_SUPPLY_SI_MV,BUR FP Equity_DX_BROKER_SI_MV_DEC,BUR FP Equity_DX_SUPPLY_SI_MV_RMV,BUR FP Equity_DX_BROKER_SI_MV_RMV,BUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BUR FP Equity_DX_UTILIZATION_QUANTITY,BUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BUR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BUR FP Equity_DX_ACTIVE_UTILIZATION_MV,BUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BUR FP Equity_DX_BROKER_SI_CON_RATIO,BUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BUR FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2412241.49,,2.67,0.0,,0.0,,0.0
2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2454315.47,,2.63,0.0,,0.0,,0.0
2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2412381.74,,2.67,0.0,,0.0,,0.0
2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2342118.19,,2.63,0.0,,0.0,,0.0
2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2374795.65,,2.55,0.0,,0.0,,0.0
2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2370167.51,,2.59,0.0,,0.0,,0.0
2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2454315.47,,2.58,0.0,,0.0,,0.0
2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2429071.08,,2.67,0.0,,0.0,,0.0
2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2382368.97,,2.65,0.0,,0.0,,0.0
2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2384192.17,,2.6,0.0,,0.0,,0.0
2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2384332.42,,2.6,0.0,,0.0,,0.0
2010-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2398357.08,,2.6,0.0,,0.0,,0.0
2010-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2391204.5,,2.61,0.0,,0.0,,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2510414.11,,2.61,0.0,,0.0,,0.0
2010-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2664685.37,,2.74,0.0,,0.0,,0.0
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2678710.03,,2.9,0.0,,0.0,,0.0
2010-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15276.0,2720784.01,,2.91,0.0,,0.0,,0.0
2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15203.0,2721739.73,,2.95,0.0,,0.0,,0.0
2010-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,2.95,0.0,,0.0,,0.0
2010-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2749615.54,,3.03,0.0,,0.0,,0.0
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805163.32,,2.99,0.0,,0.0,,0.0
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2812106.8,,3.06,0.0,,0.0,,0.0
2010-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2812106.8,,3.06,0.0,,0.0,,0.0
2010-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2750032.14,,3.06,0.0,,0.0,,0.0
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2790582.03,,3.0,0.0,,0.0,,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2749893.27,,3.04,0.0,,0.0,,0.0
2010-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2776000.74,,3.0,0.0,,0.0,,0.0
2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2745449.45,,3.02,0.0,,0.0,,0.0
2010-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805163.32,,2.99,0.0,,0.0,,0.0
2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2763502.48,,3.06,0.0,,0.0,,0.0
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.01,0.0,,0.0,,0.0
2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2763502.48,,3.03,0.0,,0.0,,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2721980.51,,3.01,0.0,,0.0,,0.0
2010-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2721980.51,,2.96,0.0,,0.0,,0.0
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777111.69,,2.96,0.0,,0.0,,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.02,0.0,,0.0,,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.03,0.0,,0.0,,0.0
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2778083.78,,3.03,0.0,,0.0,,0.0
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805163.32,,3.03,0.0,,0.0,,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2791276.38,,3.06,0.0,,0.0,,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805163.32,,3.04,0.0,,0.0,,0.0
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805024.46,,3.06,0.0,,0.0,,0.0
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2831270.79,,3.06,0.0,,0.0,,0.0
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,3020411.01,,3.06,0.0,,0.0,,0.0
2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,3013467.53,,3.29,0.0,,0.0,,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,3003746.67,,3.28,0.0,,0.0,,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,3003746.67,,3.27,0.0,,0.0,,0.0
2011-01-18,9.0,1783.93,0.0,0.02,0.0,0.0,0.0,1783.93,0.0,9.0,0.0,,,,,,9.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,15126.0,2998191.89,,3.27,0.0,,1.0,100.0,0.0006
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,0.0,0.0,15126.0,2985693.64,,3.27,0.0,,0.0,,0.0
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2902371.95,,3.25,0.0,,0.0,,0.0
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2788360.12,,3.16,0.0,,0.0,,0.0
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.04,0.0,,0.0,,0.0
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2789887.68,,3.03,0.0,,0.0,,0.0
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2770445.96,,3.04,0.0,,0.0,,0.0
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2830159.83,,3.02,0.0,,0.0,,0.0
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2784332.9,,3.08,0.0,,0.0,,0.0
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2791276.38,,3.03,0.0,,0.0,,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2860711.11,,3.04,0.0,,0.0,,0.0
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2707954.69,,3.12,0.0,,0.0,,0.0
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2709343.39,,2.95,0.0,,0.0,,0.0
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2732951.2,,2.95,0.0,,0.0,,0.0
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2707954.69,,2.98,0.0,,0.0,,0.0
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2770445.96,,2.95,0.0,,0.0,,0.0
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2791276.38,,3.02,0.0,,0.0,,0.0
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2749754.41,,3.04,0.0,,0.0,,0.0
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2735728.59,,3.0,0.0,,0.0,,0.0
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2742672.06,,2.98,0.0,,0.0,,0.0
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2755031.45,,2.99,0.0,,0.0,,0.0
2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.0,0.0,,0.0,,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2749615.54,,3.03,0.0,,0.0,,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2742810.93,,2.99,0.0,,0.0,,0.0
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2735728.59,,2.99,0.0,,0.0,,0.0
2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2694067.75,,2.98,0.0,,0.0,,0.0
2011-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2624633.01,,2.93,0.0,,0.0,,0.0
2011-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2458406.25,,2.86,0.0,,0.0,,0.0
2011-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2591304.34,,2.68,0.0,,0.0,,0.0
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2569085.22,,2.82,0.0,,0.0,,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2569224.09,,2.8,0.0,,0.0,,0.0
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2664627.42,,2.8,0.0,,0.0,,0.0
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2603802.59,,2.9,0.0,,0.0,,0.0
2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2569085.22,,2.84,0.0,,0.0,,0.0
2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2569362.96,,2.8,0.0,,0.0,,0.0
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2564224.79,,2.8,0.0,,0.0,,0.0
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2501178.05,,2.79,0.0,,0.0,,0.0
2011-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2486457.89,,2.72,0.0,,0.0,,0.0
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2457989.65,,2.71,0.0,,0.0,,0.0
2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2513537.43,,2.68,0.0,,0.0,,0.0
2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2263572.39,,2.74,0.0,,0.0,,0.0
2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2360642.15,,2.47,0.0,,0.0,,0.0
2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2652268.04,,2.57,0.0,,0.0,,0.0
2011-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2846824.17,,2.89,0.0,,0.0,,0.0
2011-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2971806.69,,3.1,0.0,,0.0,,0.0
2011-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2957919.74,,3.24,0.0,,0.0,,0.0
2011-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2916258.9,,3.22,0.0,,0.0,,0.0
2011-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2916258.9,,3.18,0.0,,0.0,,0.0
2011-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2805302.19,,3.18,0.0,,0.0,,0.0
2011-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2777389.43,,3.06,0.0,,0.0,,0.0
2011-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2846824.17,,3.03,0.0,,0.0,,0.0
2011-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2846824.17,,3.1,0.0,,0.0,,0.0
2011-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15126.0,2846824.17,,3.1,0.0,,0.0,,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2923989.17,,3.18,0.0,,0.0,,0.0
2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3066622.79,,3.18,0.0,,0.0,,0.0
2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3109412.88,,3.34,0.0,,0.0,,0.0
2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3130807.92,,3.39,0.0,,0.0,,0.0
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3137796.97,,3.41,0.0,,0.0,,0.0
2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3150776.63,,3.42,0.0,,0.0,,0.0
2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3022976.9,,3.43,0.0,,0.0,,0.0
2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2909725.81,,3.29,0.0,,0.0,,0.0
2011-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2981042.62,,3.17,0.0,,0.0,,0.0
2011-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3009426.71,,3.25,0.0,,0.0,,0.0
2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2896175.62,,3.27,0.0,,0.0,,0.0
2011-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2966779.26,,3.15,0.0,,0.0,,0.0
2011-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,2966779.26,,3.23,0.0,,0.0,,0.0
2011-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3066622.79,,3.23,0.0,,0.0,,0.0
2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15536.0,3180729.69,,3.34,0.0,,0.0,,0.0
