,ALKLH FP Equity_DX_SI_QTY,ALKLH FP Equity_DX_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLH FP Equity_DX_SI_MV,ALKLH FP Equity_DX_DSS,ALKLH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY,ALKLH FP Equity_DX_BROKER_SI_QTY,ALKLH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLH FP Equity_DX_BROKER_SI_MV_INC_x,ALKLH FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLH FP Equity_DX_BROKER_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_NEW,ALKLH FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLH FP Equity_DX_BROKER_SI_QTY_INC,ALKLH FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLH FP Equity_DX_BROKER_SI_MV_INC_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLH FP Equity_DX_BROKER_SI_MV_ADD,ALKLH FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV,ALKLH FP Equity_DX_BROKER_SI_MV_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV_RMV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLH FP Equity_DX_BROKER_SI_CON_RATIO,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLH FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-03-13,27857.0,1493.14,0.01,0.0,0.01,0.0,0.0,1493.14,0.0,27857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.36,0.523,65.07,2.786
2019-03-14,27857.0,1448.56,0.01,0.0,0.01,0.0,0.0,1448.56,0.0,27857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.17,0.5249,65.31,2.786
2019-03-15,27857.0,1417.92,0.01,0.0,0.01,0.0,0.0,1417.92,0.0,27857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.35,0.5234,65.1,2.786
2019-03-18,9857.0,501.72,0.0,0.0,0.0,0.0,0.0,501.72,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,18000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,10.16,0.8174,89.84,0.9858
2019-03-19,9857.0,492.85,0.0,0.0,0.0,0.0,0.0,492.85,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.15,0.8177,89.85,0.9858
2019-03-20,9857.0,484.96,0.0,0.0,0.0,0.0,0.0,484.96,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.12,0.8182,89.88,0.9858
2019-03-21,9857.0,492.85,0.0,0.0,0.0,0.0,0.0,492.85,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.15,0.8176,89.85,0.9858
2019-03-22,9857.0,482.99,0.0,0.0,0.0,0.0,0.0,482.99,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.15,0.8176,89.85,0.9858
2019-03-25,9857.0,475.11,0.0,0.0,0.0,0.0,0.0,475.11,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.11,0.8183,89.89,0.9858
2019-03-26,9857.0,472.15,0.0,0.0,0.0,0.0,0.0,472.15,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.16,0.8174,89.84,0.9858
2019-03-27,9857.0,469.19,0.0,0.0,0.0,0.0,0.0,469.19,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.22,0.8165,89.78,0.9858
2019-03-28,9857.0,445.54,0.0,0.0,0.0,0.0,0.0,445.54,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.1,0.8183,89.9,0.9858
2019-03-29,9857.0,453.42,0.0,0.0,0.0,0.0,0.0,453.42,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.14,0.8177,89.86,0.9858
2019-04-01,9857.0,459.34,0.0,0.0,0.0,0.0,0.0,459.34,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.22,0.8165,89.78,0.9858
2019-04-02,9857.0,462.29,0.0,0.0,0.0,0.0,0.0,462.29,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.17,0.8173,89.83,0.9858
2019-04-03,9857.0,459.34,0.0,0.0,0.0,0.0,0.0,459.34,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.22,0.8164,89.78,0.9858
2019-04-04,9857.0,462.29,0.0,0.0,0.0,0.0,0.0,462.29,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.17,0.8174,89.83,0.9858
2019-04-05,9857.0,456.38,0.0,0.0,0.0,0.0,0.0,456.38,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.09,0.8186,89.91,0.9858
2019-04-08,9857.0,453.42,0.0,0.0,0.0,0.0,0.0,453.42,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.14,0.8177,89.86,0.9858
2019-04-09,9857.0,457.36,0.0,0.0,0.0,0.0,0.0,457.36,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.07,0.8189,89.93,0.9858
2019-04-10,9857.0,472.15,0.0,0.0,0.0,0.0,0.0,472.15,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.17,0.8173,89.83,0.9858
2019-04-11,9857.0,470.18,0.0,0.0,0.0,0.0,0.0,470.18,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.2,0.8168,89.8,0.9858
2019-04-12,9857.0,520.45,0.0,0.0,0.0,0.0,0.0,520.45,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.18,0.8172,89.82,0.9858
2019-04-15,9857.0,530.31,0.0,0.0,0.0,0.0,0.0,530.31,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.18,0.8171,89.82,0.9858
2019-04-16,9857.0,511.58,0.0,0.0,0.0,0.0,0.0,511.58,0.0,9857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.16,0.8174,89.84,0.9858
2019-04-17,759857.0,37688.91,0.19,0.11,0.19,0.04,0.0,37688.91,0.0,759857.0,0.0,,,,,,750000.0,,,,,,,,,0.04,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.11,0.9756,98.77,75.9933
2019-04-18,759857.0,37916.86,0.19,0.11,0.19,0.04,0.0,37916.86,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9744,98.7,75.9933
2019-04-19,759857.0,37916.86,0.19,0.11,0.19,0.04,0.0,37916.86,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9744,98.7,75.9933
2019-04-22,759857.0,37916.86,0.19,0.11,0.19,0.04,0.0,37916.86,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9744,98.7,75.9933
2019-04-23,759857.0,39056.65,0.19,0.11,0.19,0.04,0.0,39056.65,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.2,0.9737,98.67,75.9933
2019-04-24,759857.0,37992.85,0.19,0.11,0.19,0.04,0.0,37992.85,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.12,0.9753,98.75,75.9933
2019-04-25,759857.0,37384.96,0.19,0.14,0.19,0.04,0.0,37384.96,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.14,0.9749,98.73,75.9933
2019-04-26,759857.0,38296.79,0.19,0.15,0.19,0.04,0.0,38296.79,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.19,0.9738,98.68,75.9933
2019-04-29,759857.0,38144.82,0.19,0.15,0.19,0.04,0.0,38144.82,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9744,98.71,75.9933
2019-04-30,759857.0,37308.98,0.19,0.16,0.19,0.04,0.0,37308.98,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.14,0.9748,98.73,75.9933
2019-05-01,759857.0,37308.98,0.19,0.15,0.19,0.04,0.0,37308.98,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9744,98.71,75.9933
2019-05-02,759857.0,37764.89,0.19,0.15,0.19,0.04,0.0,37764.89,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9742,98.7,75.9933
2019-05-03,759857.0,36473.14,0.19,0.15,0.19,0.04,0.0,36473.14,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.12,0.9754,98.75,75.9933
2019-05-06,759857.0,36093.21,0.19,0.16,0.19,0.04,0.0,36093.21,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9747,98.72,75.9933
2019-05-07,759857.0,36017.22,0.19,0.15,0.19,0.04,0.0,36017.22,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9744,98.71,75.9933
2019-05-08,759857.0,36473.14,0.19,0.15,0.19,0.04,0.0,36473.14,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.18,0.9741,98.69,75.9933
2019-05-09,759857.0,35941.24,0.19,0.15,0.19,0.04,0.0,35941.24,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9748,98.72,75.9933
2019-05-10,759857.0,35941.24,0.19,0.16,0.19,0.04,0.0,35941.24,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9744,98.71,75.9933
2019-05-13,759857.0,35713.28,0.19,0.16,0.19,0.04,0.0,35713.28,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9746,98.71,75.9933
2019-05-14,759857.0,35485.32,0.19,0.16,0.19,0.04,0.0,35485.32,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9747,98.72,75.9933
2019-05-15,759857.0,35637.29,0.19,0.17,0.19,0.04,0.0,35637.29,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9743,98.7,75.9933
2019-05-16,759857.0,35561.31,0.19,0.17,0.19,0.04,0.0,35561.31,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9747,98.72,75.9933
2019-05-17,759857.0,34649.48,0.19,0.17,0.19,0.04,0.0,34649.48,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9751,98.74,75.9933
2019-05-20,759857.0,33509.69,0.19,0.17,0.19,0.03,0.0,33509.69,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9752,98.75,75.9933
2019-05-21,759857.0,32825.82,0.19,0.18,0.19,0.03,0.0,32825.82,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.14,0.9749,98.73,75.9933
2019-05-22,759857.0,32673.85,0.19,0.19,0.19,0.03,0.0,32673.85,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9745,98.71,75.9933
2019-05-23,759857.0,32673.85,0.19,0.18,0.19,0.03,0.0,32673.85,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.17,0.9743,98.7,75.9933
2019-05-24,759857.0,33433.71,0.19,0.18,0.19,0.03,0.0,33433.71,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.2,0.9737,98.67,75.9933
2019-05-27,759857.0,32065.97,0.19,0.18,0.19,0.03,0.0,32065.97,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.12,0.9755,98.76,75.9933
2019-05-28,759857.0,31230.12,0.19,0.18,0.19,0.03,0.0,31230.12,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9751,98.74,75.9933
2019-05-29,759857.0,28722.59,0.19,0.18,0.19,0.03,0.0,28722.59,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9765,98.81,75.9933
2019-05-30,759857.0,27734.78,0.19,0.19,0.19,0.03,0.0,27734.78,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9752,98.75,75.9933
2019-05-31,759857.0,26063.1,0.19,0.21,0.19,0.03,0.0,26063.1,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.09,0.976,98.79,75.9933
2019-06-03,759857.0,21883.88,0.19,0.2,0.19,0.03,0.0,21883.88,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.99,0.9782,98.9,75.9933
2019-06-04,759857.0,20516.14,0.19,0.17,0.18,0.02,0.0,20516.14,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.1,0.9759,98.78,75.9933
2019-06-05,759857.0,21883.88,0.19,0.16,0.18,0.02,0.0,21883.88,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.24,0.9728,98.62,75.9933
2019-06-06,759857.0,24011.48,0.19,0.15,0.18,0.02,0.0,24011.48,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.28,0.9719,98.58,75.9933
2019-06-07,759857.0,23403.6,0.19,0.12,0.18,0.02,0.0,23403.6,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9751,98.74,75.9933
2019-06-10,759857.0,24543.38,0.18,0.12,0.18,0.02,0.0,24543.38,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.22,0.9733,98.65,75.9933
2019-06-11,759857.0,23783.52,0.18,0.12,0.18,0.02,0.0,23783.52,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9752,98.74,75.9933
2019-06-12,759857.0,23175.64,0.18,0.12,0.18,0.02,0.0,23175.64,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9751,98.74,75.9933
2019-06-13,759857.0,23023.67,0.18,0.12,0.18,0.02,0.0,23023.67,0.0,759857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9746,98.72,75.9933
2019-06-14,758857.0,22993.37,0.18,0.12,0.18,0.02,0.0,22993.37,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9771,98.84,75.8933
2019-06-17,758857.0,22917.48,0.18,0.12,0.18,0.02,0.0,22917.48,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9771,98.84,75.8933
2019-06-18,758857.0,22006.85,0.18,0.12,0.18,0.02,0.0,22006.85,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.11,0.978,98.89,75.8933
2019-06-19,758857.0,22462.17,0.18,0.12,0.18,0.02,0.0,22462.17,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.19,0.9764,98.81,75.8933
2019-06-20,758857.0,22158.62,0.18,0.12,0.18,0.02,0.0,22158.62,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.16,0.9771,98.84,75.8933
2019-06-21,758857.0,21551.54,0.17,0.12,0.17,0.02,0.0,21551.54,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.14,0.9774,98.86,75.8933
2019-06-24,758857.0,24586.97,0.17,0.11,0.17,0.02,0.0,24586.97,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.34,0.9736,98.66,75.8933
2019-06-25,758857.0,27698.28,0.17,0.11,0.17,0.02,0.0,27698.28,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.31,0.9742,98.69,75.8933
2019-06-26,758857.0,30809.59,0.17,0.1,0.17,0.03,0.0,30809.59,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.29,0.9745,98.71,75.8933
2019-06-27,758857.0,30278.39,0.17,0.09,0.17,0.03,0.0,30278.39,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.15,0.9773,98.85,75.8933
2019-06-28,758857.0,27850.05,0.17,0.08,0.17,0.03,0.0,27850.05,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9788,98.93,75.8933
2019-07-01,758857.0,27394.74,0.17,0.07,0.17,0.03,0.0,27394.74,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9776,98.87,75.8933
2019-07-02,758857.0,26560.0,0.17,0.07,0.17,0.03,0.0,26560.0,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9778,98.87,75.8933
2019-07-03,758857.0,27167.08,0.17,0.07,0.17,0.03,0.0,27167.08,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.19,0.9765,98.81,75.8933
2019-07-04,758857.0,26256.45,0.17,0.07,0.17,0.03,0.0,26256.45,0.0,758857.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.13,0.9777,98.87,75.8933
2019-07-05,950440.0,32410.0,0.21,0.09,0.21,0.03,0.0,32410.0,0.0,950440.0,0.0,,,,0.01,,,,,191583.0,,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.89,0.9824,99.11,95.0535
2019-07-08,950440.0,31554.61,0.21,0.09,0.21,0.03,0.0,31554.61,0.0,950440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.91,0.982,99.09,95.0535
2019-07-09,950440.0,30414.08,0.21,0.09,0.21,0.03,0.0,30414.08,0.0,950440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9,0.9822,99.1,95.0535
2019-07-10,950440.0,30223.99,0.21,0.09,0.21,0.03,0.0,30223.99,0.0,950440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.93,0.9816,99.07,95.0535
2019-07-11,950440.0,29368.6,0.21,0.09,0.21,0.03,0.0,29368.6,0.0,950440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9,0.9821,99.1,95.0535
2019-07-12,950440.0,28133.02,0.21,0.1,0.21,0.03,0.0,28133.02,0.0,950440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.89,0.9824,99.11,95.0535
2019-07-15,1000440.0,30513.42,0.23,0.1,0.22,0.03,0.0,30513.42,0.0,1000440.0,0.0,,,,0.0,,,,,50000.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.91,0.982,99.09,100.054
2019-07-16,1000440.0,32814.43,0.23,0.12,0.22,0.03,0.0,32814.43,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.95,0.9812,99.05,100.054
2019-07-17,1000440.0,31613.9,0.23,0.12,0.22,0.03,0.0,31613.9,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.85,0.9831,99.15,100.054
2019-07-18,1000440.0,30313.33,0.23,0.13,0.22,0.03,0.0,30313.33,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.85,0.9831,99.15,100.054
2019-07-19,1000440.0,31213.73,0.23,0.14,0.22,0.03,0.0,31213.73,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.91,0.982,99.09,100.054
2019-07-22,1000440.0,30613.46,0.23,0.15,0.22,0.03,0.0,30613.46,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.87,0.9828,99.13,100.054
2019-07-23,1000440.0,31213.73,0.23,0.15,0.22,0.03,0.0,31213.73,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9,0.9822,99.1,100.054
2019-07-24,1000440.0,30413.38,0.23,0.15,0.22,0.03,0.0,30413.38,0.0,1000440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.86,0.983,99.14,100.054
2019-07-25,1350440.0,40648.24,0.3,0.2,0.3,0.04,0.0,40648.24,0.0,1350440.0,0.0,,,,0.01,,,,,350000.0,,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.65,0.9871,99.35,135.0575
2019-07-26,1350440.0,40513.2,0.3,0.21,0.3,0.04,0.0,40513.2,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.65,0.987,99.35,135.0575
2019-07-29,1350440.0,40783.29,0.3,0.21,0.3,0.04,0.0,40783.29,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.66,0.9869,99.34,135.0575
2019-07-30,1350440.0,40648.24,0.3,0.21,0.3,0.04,0.0,40648.24,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.65,0.987,99.35,135.0575
2019-07-31,1350440.0,40648.24,0.28,0.22,0.28,0.04,0.0,40648.24,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.65,0.987,99.35,135.0575
2019-08-01,1350440.0,40378.16,0.28,0.21,0.28,0.04,0.0,40378.16,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.65,0.9871,99.35,135.0575
2019-08-02,1350440.0,38757.63,0.28,0.21,0.28,0.04,0.0,38757.63,0.0,1350440.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.63,0.9874,99.37,135.0575
2019-08-05,1347748.0,38949.92,0.28,0.21,0.28,0.04,0.0,38949.92,0.0,1347748.0,0.0,,,,,,,,,,,,,,,,,2692.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.66,0.9868,99.34,134.7883
