,RS2K FP Equity_DX_SI_QTY,RS2K FP Equity_DX_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RS2K FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RS2K FP Equity_DX_SI_MV,RS2K FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SUPPLY_SI_QTY,RS2K FP Equity_DX_BROKER_SI_QTY,RS2K FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_x,RS2K FP Equity_DX_BROKER_SI_MV_INC_x,RS2K FP Equity_DX_BROKER_SI_QTY_ADD,RS2K FP Equity_DX_SUPPLY_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_QTY_INC,RS2K FP Equity_DX_SUPPLY_SI_QTY_DEC,RS2K FP Equity_DX_BROKER_SI_MV_INC_y,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_y,RS2K FP Equity_DX_BROKER_SI_MV_ADD,RS2K FP Equity_DX_SUPPLY_SI_QTY_ADD,RS2K FP Equity_DX_BROKER_SI_QTY_DEC,RS2K FP Equity_DX_SUPPLY_SI_MV,RS2K FP Equity_DX_BROKER_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_MV_RMV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RS2K FP Equity_DX_UTILIZATION_QUANTITY,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RS2K FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_MV,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RS2K FP Equity_DX_BROKER_SI_CON_RATIO,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RS2K FP Equity_DX_DEMAND_SUPPLY_RATIO,RS2K FP Equity_PX_LAST
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4057.89,0.0,0.0,,0.0,,0.0,176.43
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4069.16,0.0,0.0,,0.0,,0.0,176.92
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4089.17,0.0,0.0,,0.0,,0.0,177.79
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4110.56,0.0,0.0,,0.0,,0.0,178.72
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4085.49,0.0,0.0,,0.0,,0.0,177.63
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4079.05,0.0,0.0,,0.0,,0.0,177.35
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4058.81,0.0,0.0,,0.0,,0.0,176.47
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4051.45,0.0,0.0,,0.0,,0.0,176.15
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4044.78,0.0,0.0,,0.0,,0.0,175.86
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4040.64,0.0,0.0,,0.0,,0.0,175.68
2017-10-16,100000.0,17610000.61,5.22,9.57,17.59,17610000.61,0.0,100000.0,0.0,,,100000.0,,,,,,17.59,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,176.1
2017-10-17,100000.0,17688999.94,5.07,10.33,17.72,17688999.94,0.0,100000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,176.89
2017-10-18,100000.0,17635000.61,5.06,10.33,17.64,17635000.61,0.0,100000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,176.35
2017-10-19,100000.0,17469999.69,4.67,10.33,17.5,17469999.69,0.0,100000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,174.7
2017-10-20,100000.0,17716999.82,4.67,10.33,17.71,17716999.82,0.0,100000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,177.17
2017-10-23,100000.0,17696000.67,4.66,10.33,17.78,17696000.67,0.0,100000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4347.8261,176.96
2017-10-24,46000.0,8134639.83,2.14,4.75,8.14,8134639.83,0.0,46000.0,0.0,,,46000.0,,,,,,8.14,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,176.84
2017-10-25,46000.0,8029300.14,2.14,4.54,8.03,8029300.14,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,174.55
2017-10-26,46000.0,8160399.72,2.14,4.39,8.14,8160399.72,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,177.4
2017-10-27,46000.0,8253319.92,2.0,4.39,8.27,8253319.92,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,179.42
2017-10-30,46000.0,8142000.0,4.23,4.39,8.16,8142000.0,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,177.0
2017-10-31,46000.0,8189839.69,4.23,4.39,8.19,8189839.69,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,178.04
2017-11-01,46000.0,8166379.94,4.23,4.39,8.16,8166379.94,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,177.53
2017-11-02,46000.0,8178339.69,4.23,4.39,8.18,8178339.69,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,177.79
2017-11-03,46000.0,8196279.66,4.3,4.39,8.2,8196279.66,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,178.18
2017-11-06,46000.0,8210540.25,4.33,4.39,8.21,8210540.25,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,178.49
2017-11-07,46000.0,8162699.86,4.33,4.39,8.17,8162699.86,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,177.45
2017-11-08,46000.0,8048620.06,4.33,4.39,8.05,8048620.06,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,174.97
2017-11-09,46000.0,8048620.06,4.37,4.39,8.05,8048620.06,0.0,46000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2000.0,174.97
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,46000.0,0.0,8.04,,0.0,0.0,23.0,4030.52,0.0,0.0,,0.0,100.0,0.0,175.24
2017-11-13,37000.0,6455759.84,5.58,3.86,6.46,6455759.84,0.0,37000.0,0.0,,,37000.0,,,,,,6.46,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1608.6957,174.48
2017-11-14,37000.0,6378799.77,5.6,4.07,6.39,6378799.77,0.0,37000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1608.6957,172.4
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,37000.0,0.0,6.38,,0.0,0.0,23.0,3956.23,0.0,0.0,,0.0,100.0,0.0,172.01
2017-11-16,1000.0,174620.0,0.11,0.11,0.17,174620.0,0.0,1000.0,0.0,,,1000.0,,,,,,0.17,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,174.62
2017-11-17,1000.0,174670.0,0.12,0.13,0.17,174670.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,174.67
2017-11-20,1000.0,176270.0,0.1,0.13,0.18,176270.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,176.27
2017-11-21,1000.0,178509.99,0.1,0.14,0.18,178509.99,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,178.51
2017-11-22,1000.0,178520.0,0.1,0.14,0.18,178520.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,178.52
2017-11-23,1000.0,177200.0,0.1,0.14,0.18,177200.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,177.2
2017-11-24,1000.0,175750.0,0.1,0.14,0.18,175750.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,175.75
2017-11-27,1000.0,175870.0,0.1,0.14,0.18,175870.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,175.87
2017-11-28,1000.0,177310.0,0.1,0.14,0.18,177310.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,177.31
2017-11-29,1000.0,180399.99,0.1,0.16,0.18,180399.99,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,180.4
2017-11-30,1000.0,179870.0,0.12,0.16,0.18,179870.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,179.87
2017-12-01,1000.0,174110.0,0.09,0.19,0.17,174110.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,174.11
2017-12-04,1000.0,180830.0,0.09,0.19,0.18,180830.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.4783,180.83
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1000.0,0.0,0.18,,0.0,0.0,23.0,4125.28,0.0,0.0,,0.0,100.0,0.0,179.36
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4085.72,0.0,0.0,,0.0,,0.0,177.64
2017-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4118.15,0.0,0.0,,0.0,,0.0,179.05
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4125.74,0.0,0.0,,0.0,,0.0,179.38
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4105.96,0.0,0.0,,0.0,,0.0,178.52
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4141.61,0.0,0.0,,0.0,,0.0,180.07
2017-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4131.72,0.0,0.0,,0.0,,0.0,179.64
2017-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4121.14,0.0,0.0,,0.0,,0.0,179.18
2017-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4142.3,0.0,0.0,,0.0,,0.0,180.1
2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4179.56,0.0,0.0,,0.0,,0.0,181.72
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4167.37,0.0,0.0,,0.0,,0.0,181.19
2017-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4132.41,0.0,0.0,,0.0,,0.0,179.67
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4155.18,0.0,0.0,,0.0,,0.0,180.66
2017-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4151.27,0.0,0.0,,0.0,,0.0,180.49
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4151.27,0.0,0.0,,0.0,,0.0,
2017-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4151.27,0.0,0.0,,0.0,,0.0,
2017-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4152.19,0.0,0.0,,0.0,,0.0,180.53
2017-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4121.6,0.0,0.0,,0.0,,0.0,179.2
2017-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4096.99,0.0,0.0,,0.0,,0.0,178.13
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4096.99,0.0,0.0,,0.0,,0.0,
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4086.41,0.0,0.0,,0.0,,0.0,177.67
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4114.7,0.0,0.0,,0.0,,0.0,178.9
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4098.37,0.0,0.0,,0.0,,0.0,178.19
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4122.52,0.0,0.0,,0.0,,0.0,179.24
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4133.56,0.0,0.0,,0.0,,0.0,179.72
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4173.81,0.0,0.0,,0.0,,0.0,181.47
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4137.47,0.0,0.0,,0.0,,0.0,179.89
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4177.26,0.0,0.0,,0.0,,0.0,181.62
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4201.64,0.0,0.0,,0.0,,0.0,182.68
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4138.62,0.0,0.0,,0.0,,0.0,179.94
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4168.98,0.0,0.0,,0.0,,0.0,181.26
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4121.37,0.0,0.0,,0.0,,0.0,179.19
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4107.8,0.0,0.0,,0.0,,0.0,178.6
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4148.05,0.0,0.0,,0.0,,0.0,180.35
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4150.12,0.0,0.0,,0.0,,0.0,180.44
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4169.44,0.0,0.0,,0.0,,0.0,181.28
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4122.75,0.0,0.0,,0.0,,0.0,179.25
2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4074.91,0.0,0.0,,0.0,,0.0,177.17
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4109.64,0.0,0.0,,0.0,,0.0,178.68
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4137.7,0.0,0.0,,0.0,,0.0,179.9
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4082.73,0.0,0.0,,0.0,,0.0,177.51
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4055.82,0.0,0.0,,0.0,,0.0,176.34
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,4016.49,0.0,0.0,,0.0,,0.0,174.63
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3992.34,0.0,0.0,,0.0,,0.0,173.58
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3951.63,0.0,0.0,,0.0,,0.0,171.81
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3802.82,0.0,0.0,,0.0,,0.0,165.34
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3922.19,0.0,0.0,,0.0,,0.0,170.53
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3885.39,0.0,0.0,,0.0,,0.0,168.93
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,23.0,3816.39,0.0,0.0,,0.0,,0.0,165.93
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.64
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,31028.52,0.03,0.0,,0.0,,0.0,166.82
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,31357.74,0.03,0.0,,0.0,,0.0,168.59
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,31441.44,0.03,0.0,,0.0,,0.0,169.04
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32045.94,0.03,0.0,,0.0,,0.0,172.29
2018-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,31915.74,0.03,0.0,,0.0,,0.0,171.59
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32228.22,0.03,0.0,,0.0,,0.0,173.27
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32531.4,0.03,0.0,,0.0,,0.0,174.9
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32371.44,0.03,0.0,,0.0,,0.0,174.04
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32217.06,0.03,0.0,,0.0,,0.0,173.21
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32486.76,0.03,0.0,,0.0,,0.0,174.66
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32717.4,0.03,0.0,,0.0,,0.0,175.9
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32319.36,0.03,0.0,,0.0,,0.0,173.76
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32086.86,0.03,0.0,,0.0,,0.0,172.51
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,31726.02,0.03,0.0,,0.0,,0.0,170.57
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32218.92,0.03,0.0,,0.0,,0.0,173.22
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32114.76,0.03,0.0,,0.0,,0.0,172.66
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32663.46,0.03,0.0,,0.0,,0.0,175.61
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32875.5,0.03,0.0,,0.0,,0.0,176.75
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33347.94,0.03,0.0,,0.0,,0.0,179.29
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33599.04,0.03,0.0,,0.0,,0.0,180.64
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33262.38,0.03,0.0,,0.0,,0.0,178.83
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33143.34,0.03,0.0,,0.0,,0.0,178.19
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33130.32,0.03,0.0,,0.0,,0.0,178.12
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33435.36,0.03,0.0,,0.0,,0.0,179.76
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,32769.48,0.03,0.0,,0.0,,0.0,176.18
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,33093.12,0.03,0.0,,0.0,,0.0,177.92
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.11
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7607
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.73
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.6525
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.1526
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.595
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.49
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6521
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2426
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.471
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9783
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.71
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.69
