,ALVIO FP Equity_DX_SI_QTY,ALVIO FP Equity_DX_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIO FP Equity_DX_SI_MV,ALVIO FP Equity_DX_DSS,ALVIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY,ALVIO FP Equity_DX_BROKER_SI_QTY,ALVIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVIO FP Equity_DX_BROKER_SI_MV_INC_x,ALVIO FP Equity_DX_SUPPLY_SI_MV_NEW,ALVIO FP Equity_DX_BROKER_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_NEW,ALVIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIO FP Equity_DX_BROKER_SI_QTY_INC,ALVIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVIO FP Equity_DX_BROKER_SI_MV_INC_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVIO FP Equity_DX_BROKER_SI_MV_ADD,ALVIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV,ALVIO FP Equity_DX_BROKER_SI_MV_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALVIO FP Equity_DX_BROKER_SI_MV_RMV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVIO FP Equity_DX_BROKER_SI_CON_RATIO,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIO FP Equity_PX_LAST
2006-07-21,15000.0,167850.0,0.43,4.45,0.18,0.17,0.0,0.0,15000.0,0.0,167850.0,,,,,,,,,,,,,,,,,,0.17,,,,3.55,3.55,407000.0,4554330.0,,4.55,3.55,,1.0,100.0,0.0355,11.19
2006-07-24,15000.0,167250.0,0.43,4.37,0.18,0.17,0.0,0.0,15000.0,0.0,167250.0,,,,,,,,,,,,,,,,,,0.17,,,,3.55,3.55,407000.0,4538050.0,,4.55,3.55,,1.0,100.0,0.0355,11.15
2006-07-25,15000.0,163500.0,0.43,4.15,0.18,0.16,0.0,0.0,15000.0,0.0,163500.0,,,,,,,,,,,,,,,,,,0.16,,,,3.55,3.55,407000.0,4436300.0,,4.49,3.51,,1.0,100.0,0.0355,10.9
2006-07-26,15000.0,163350.0,0.43,3.9,0.18,0.16,0.0,0.0,15000.0,0.0,163350.0,,,,,,,,,,,,,,,,,,0.16,,,,3.55,3.55,407000.0,4432230.0,,4.43,3.55,,1.0,100.0,0.0355,10.89
2006-07-27,15000.0,162750.0,0.43,3.78,0.18,0.16,0.0,0.0,15000.0,0.0,162750.0,,,,,,,,,,,,,,,,,,0.16,,,,3.55,3.55,407000.0,4415950.0,,4.43,3.55,,1.0,100.0,0.0355,10.85
2006-07-28,15000.0,156600.0,0.43,3.75,0.18,0.16,0.0,0.0,15000.0,0.0,156600.0,,,,,,,,,,,,,,,,,,0.16,,,,3.55,3.55,407000.0,4249080.0,,4.25,3.55,,1.0,100.0,0.0355,10.44
2006-07-31,15000.0,153000.0,0.42,3.67,0.18,0.15,0.0,0.0,15000.0,0.0,153000.0,,,,,,,,,,,,,,,,,,0.15,,,,3.55,3.55,407000.0,4151400.0,,4.21,3.51,,1.0,100.0,0.0355,10.2
2006-08-01,15000.0,153600.0,0.42,4.16,0.18,0.15,0.0,0.0,15000.0,0.0,153600.0,,,,,,,,,,,,,,,,,,0.15,,,,3.55,3.55,407000.0,4167680.0,,4.16,3.56,,1.0,100.0,0.0355,10.24
2006-08-02,15000.0,151350.0,0.42,5.05,0.18,0.15,0.0,0.0,15000.0,0.0,151350.0,,,,,,,,,,,,,,,,,,0.15,,,,3.55,3.55,407000.0,4106630.0,,4.14,3.53,,1.0,100.0,0.0355,10.09
2006-08-03,15000.0,152550.0,0.42,4.73,0.18,0.15,0.0,0.0,15000.0,0.0,152550.0,,,,,,,,,,,,,,,,,,0.15,,,,3.55,3.55,407000.0,4139190.0,,4.12,3.57,,1.0,100.0,0.0355,10.17
2006-08-04,15000.0,150000.0,0.42,4.67,0.18,0.15,0.0,0.0,15000.0,0.0,150000.0,,,,,,,,,,,,,,,,,,0.15,,,,3.55,3.55,407000.0,4070000.0,,4.07,3.55,,1.0,100.0,0.0355,10.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.15,,15000.0,,,,,,,,0.0,,,,0.0,0.0,421890.0,4176711.0,,4.2,0.0,,0.0,,0.0,9.9
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,422055.0,4199447.25,,4.19,0.0,,0.0,,0.0,9.95
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,421889.0,4155606.65,,4.18,0.0,,0.0,,0.0,9.85
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,421877.0,4109081.98,,4.14,0.0,,0.0,,0.0,9.74
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,422000.0,4203120.0,,4.2,0.0,,0.0,,0.0,9.96
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,422000.0,4198900.0,,4.2,0.0,,0.0,,0.0,9.95
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,422000.0,4220000.0,,4.21,0.0,,0.0,,0.0,10.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,422000.0,4279080.0,,4.25,0.0,,0.0,,0.0,10.14
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,406732.0,4124262.48,,4.12,0.0,,0.0,,0.0,10.14
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,406982.0,4187844.78,,4.19,0.0,,0.0,,0.0,10.29
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4215720.0,,4.21,0.0,,0.0,,0.0,10.32
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4211635.0,,4.21,0.0,,0.0,,0.0,10.31
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4227975.0,,4.22,0.0,,0.0,,0.0,10.35
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4207550.0,,4.22,0.0,,0.0,,0.0,10.3
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4383205.0,,4.38,0.0,,0.0,,0.0,10.73
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4697750.0,,4.52,0.0,,0.0,,0.0,11.5
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4648730.0,,4.68,0.0,,0.0,,0.0,11.38
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4571115.0,,4.62,0.0,,0.0,,0.0,11.19
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4632390.0,,4.6,0.0,,0.0,,0.0,11.34
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4697750.0,,4.7,0.0,,0.0,,0.0,11.5
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4730430.0,,4.71,0.0,,0.0,,0.0,11.58
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4677325.0,,4.71,0.0,,0.0,,0.0,11.45
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4616050.0,,4.65,0.0,,0.0,,0.0,11.3
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4595625.0,,4.61,0.0,,0.0,,0.0,11.25
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4656900.0,,4.66,0.0,,0.0,,0.0,11.4
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4656900.0,,4.66,0.0,,0.0,,0.0,11.4
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4652815.0,,4.66,0.0,,0.0,,0.0,11.39
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4656900.0,,4.65,0.0,,0.0,,0.0,11.4
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4648730.0,,4.65,0.0,,0.0,,0.0,11.38
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4648730.0,,4.65,0.0,,0.0,,0.0,11.38
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4640560.0,,4.64,0.0,,0.0,,0.0,11.36
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4677325.0,,4.66,0.0,,0.0,,0.0,11.45
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4677325.0,,4.68,0.0,,0.0,,0.0,11.45
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4669155.0,,4.67,0.0,,0.0,,0.0,11.43
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4689580.0,,4.69,0.0,,0.0,,0.0,11.48
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4603795.0,,4.65,0.0,,0.0,,0.0,11.27
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4673240.0,,4.63,0.0,,0.0,,0.0,11.44
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4546605.0,,4.62,0.0,,0.0,,0.0,11.13
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4648730.0,,4.59,0.0,,0.0,,0.0,11.38
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4599710.0,,4.61,0.0,,0.0,,0.0,11.26
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4799875.0,,4.66,0.0,,0.0,,0.0,11.75
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408500.0,4852980.0,,4.82,0.0,,0.0,,0.0,11.88
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5240038.4,,5.02,0.0,,0.0,,0.0,12.8
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5240038.4,,5.24,0.0,,0.0,,0.0,12.8
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5317820.22,,5.3,0.0,,0.0,,0.0,12.99
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5317820.22,,5.32,0.0,,0.0,,0.0,12.99
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5280976.2,,5.3,0.0,,0.0,,0.0,12.9
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5276882.42,,5.28,0.0,,0.0,,0.0,12.89
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5276882.42,,5.28,0.0,,0.0,,0.0,12.89
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5199100.6,,5.2,0.0,,0.0,,0.0,12.7
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5321914.0,,5.25,0.0,,0.0,,0.0,13.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5297351.32,,5.31,0.0,,0.0,,0.0,12.94
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5321914.0,,5.31,0.0,,0.0,,0.0,13.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5534682.42,,5.32,0.0,,0.0,,0.0,12.89
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5534682.42,,5.3,0.0,,0.0,,0.0,12.89
2006-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5431631.7,,5.25,0.0,,0.0,,0.0,12.65
2006-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5496038.4,,5.22,0.0,,0.0,,0.0,12.8
2006-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5457394.38,,5.25,0.0,,0.0,,0.0,12.71
2006-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5496038.4,,5.24,0.0,,0.0,,0.0,12.8
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5388693.9,,5.17,0.0,,0.0,,0.0,12.55
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5332874.76,,5.13,0.0,,0.0,,0.0,12.42
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5191180.02,,5.05,0.0,,0.0,,0.0,12.09
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5448806.82,,5.12,0.0,,0.0,,0.0,12.69
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5152536.0,,5.03,0.0,,0.0,,0.0,12.0
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5152536.0,,4.93,0.0,,0.0,,0.0,12.0
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5195473.8,,4.94,0.0,,0.0,,0.0,12.1
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5281349.4,,5.01,0.0,,0.0,,0.0,12.3
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5281349.4,,5.05,0.0,,0.0,,0.0,12.3
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5324287.2,,5.07,0.0,,0.0,,0.0,12.4
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5238411.6,,5.01,0.0,,0.0,,0.0,12.2
2006-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5212648.92,,5.0,0.0,,0.0,,0.0,12.14
2006-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5152536.0,,4.96,0.0,,0.0,,0.0,12.0
2006-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5148242.22,,4.93,0.0,,0.0,,0.0,11.99
2006-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429378.0,5135360.88,,4.92,0.0,,0.0,,0.0,11.96
2006-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4998505.38,,4.93,0.0,,0.0,,0.0,12.21
2006-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5035349.4,,4.97,0.0,,0.0,,0.0,12.3
2006-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5072193.42,,5.05,0.0,,0.0,,0.0,12.39
2006-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4994411.6,,5.05,0.0,,0.0,,0.0,12.2
2006-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5117225.0,,5.05,0.0,,0.0,,0.0,12.5
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5055818.3,,4.99,0.0,,0.0,,0.0,12.35
2006-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4953473.8,,5.01,0.0,,0.0,,0.0,12.1
2006-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4871598.2,,4.92,0.0,,0.0,,0.0,11.9
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4830660.4,,4.85,0.0,,0.0,,0.0,11.8
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4851129.3,,4.84,0.0,,0.0,,0.0,11.85
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4765159.92,,4.79,0.0,,0.0,,0.0,11.64
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4732409.68,,4.75,0.0,,0.0,,0.0,11.56
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4740597.24,,4.73,0.0,,0.0,,0.0,11.58
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4666909.2,,4.72,0.0,,0.0,,0.0,11.4
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4535908.24,,4.68,0.0,,0.0,,0.0,11.08
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4503158.0,,4.5,0.0,,0.0,,0.0,11.0
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4523626.9,,4.51,0.0,,0.0,,0.0,11.05
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4523626.9,,4.52,0.0,,0.0,,0.0,11.05
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,4544095.8,,4.53,0.0,,0.0,,0.0,11.1
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409378.0,5096756.1,,4.77,0.0,,0.0,,0.0,12.45
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403878.0,5125211.82,,4.75,0.0,,0.0,,0.0,12.69
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403878.0,5492740.8,,5.28,0.0,,0.0,,0.0,13.6
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400899.0,5364028.62,,5.41,0.0,,0.0,,0.0,13.38
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400910.0,5231875.5,,5.31,0.0,,0.0,,0.0,13.05
