,ALVIO FP Equity_DX_SI_QTY,ALVIO FP Equity_DX_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIO FP Equity_DX_SI_MV,ALVIO FP Equity_DX_DSS,ALVIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY,ALVIO FP Equity_DX_BROKER_SI_QTY,ALVIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVIO FP Equity_DX_BROKER_SI_MV_INC_x,ALVIO FP Equity_DX_SUPPLY_SI_MV_NEW,ALVIO FP Equity_DX_BROKER_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_NEW,ALVIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIO FP Equity_DX_BROKER_SI_QTY_INC,ALVIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVIO FP Equity_DX_BROKER_SI_MV_INC_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVIO FP Equity_DX_BROKER_SI_MV_ADD,ALVIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV,ALVIO FP Equity_DX_BROKER_SI_MV_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALVIO FP Equity_DX_BROKER_SI_MV_RMV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVIO FP Equity_DX_BROKER_SI_CON_RATIO,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIO FP Equity_PX_LAST
2010-06-03,47290.0,257730.5,0.4,0.67,0.35,0.32,0.0,246830.5,43790.0,45290.0,238655.5,,,,,,,,,,,,,,,,,,0.24,,,,66.18,66.18,22379.0,121965.55,,0.12,66.16,6.27,0.7229,84.63,0.7147,5.45
2010-06-04,47290.0,259149.2,0.4,0.72,0.35,0.33,0.0,248189.2,43790.0,45290.0,239969.2,,,,,,,,,,,,,,,,,,0.24,,,,66.18,66.18,22379.0,122636.92,,0.12,66.11,6.3,0.7222,84.58,0.7147,5.48
2010-06-07,47290.0,248745.4,0.4,0.75,0.35,0.32,0.0,238225.4,43790.0,45290.0,230335.4,,,,,,,,,,,,,,,,,,0.23,,,,66.18,66.18,22379.0,117713.54,,0.12,66.02,6.39,0.7199,84.44,0.7147,5.26
2010-06-08,45290.0,233696.4,0.38,0.78,0.34,0.3,0.0,233696.4,41790.0,45290.0,215636.4,,,,,,,,0.01,,2000.0,,,,,,,,0.22,,,,63.16,63.16,24379.0,125795.64,,0.13,63.04,6.63,0.7688,87.32,0.6845,5.16
2010-06-09,45290.0,232337.7,0.38,0.8,0.34,0.29,0.0,232337.7,41790.0,45290.0,214382.7,,,,,,,,,,,,,,,,,,0.21,,,,70.99,70.99,17079.0,87615.27,,0.09,70.94,6.63,0.7677,87.26,0.7693,5.13
2010-06-10,48290.0,251108.0,0.41,0.94,0.36,0.32,0.0,251108.0,46790.0,48290.0,243308.0,,,5000.0,0.03,,,,,5000.0,,,,0.03,5000.0,,,2000.0,0.24,0.01,,,74.42,74.42,16079.0,83610.8,,0.08,74.52,6.11,0.8407,91.45,0.7681,5.2
2010-06-11,48917.0,256325.08,0.42,0.98,0.36,0.32,0.0,253039.6,50717.0,48290.0,265757.08,,,3300.0,,,,,,,,,,,3300.0,,627.0,,0.27,,,,76.65,76.65,15452.0,80968.48,,0.08,76.74,6.25,0.8373,91.25,0.7393,5.24
2010-06-14,52844.0,280073.2,0.45,1.07,0.39,0.36,0.0,276750.1,50717.0,52217.0,268800.1,,,,0.03,,627.0,,,3300.0,,,,0.03,,0.0,,,0.27,,,,82.91,82.91,10452.0,55395.6,,0.05,83.1,5.61,0.8348,91.16,0.8639,5.3
2010-06-15,57844.0,304837.88,0.49,1.17,0.43,0.4,0.0,301533.59,55717.0,57217.0,293628.59,,,5000.0,0.04,,,,,5000.0,,,,0.04,5000.0,,,,0.29,,,,84.2,84.2,10452.0,55082.04,,0.06,84.09,5.05,0.8511,92.09,0.8742,5.27
2010-06-16,56344.0,296932.88,0.48,1.18,0.42,0.39,0.0,293628.59,55717.0,55717.0,293628.59,,,,,,,,,,,,,,,,,1500.0,0.29,0.01,,,84.2,84.2,10452.0,55082.04,,0.06,84.11,5.12,0.8862,93.99,0.8515,5.27
2010-06-17,56344.0,299186.64,0.48,1.28,0.42,0.39,0.0,295857.27,55717.0,55717.0,295857.27,,,,,,,,,,,,,,,,,,0.3,,,,84.2,84.2,10452.0,55500.12,,0.06,84.17,5.13,0.8859,93.98,0.8515,5.31
2010-06-18,56344.0,300313.52,0.48,1.38,0.42,0.4,0.0,296971.61,55717.0,55717.0,296971.61,,,,,,,,,,,,,,,,,,0.3,,,,90.35,90.35,5952.0,31724.16,,0.03,90.29,5.1,0.8864,94.01,0.9137,5.33
2010-06-21,60844.0,321864.76,0.52,1.69,0.45,0.43,0.0,318547.93,60217.0,60217.0,318547.93,,,4500.0,0.03,,,,,4500.0,,,,0.03,4500.0,,,,0.32,,,,91.0,91.0,5952.0,31486.08,,0.03,91.02,4.72,0.8946,94.46,0.9195,5.29
2010-06-22,60844.0,319431.0,0.52,1.84,0.45,0.43,0.0,316139.25,60217.0,60217.0,316139.25,,,,,,,,,,,,,,,,,,0.32,,,,91.0,91.0,5952.0,31248.0,,0.03,90.86,4.73,0.8943,94.44,0.9195,5.25
2010-06-23,60844.0,316997.24,0.52,1.97,0.45,0.42,0.0,313730.57,60217.0,60217.0,313730.57,,,,,,,,,,,,,,,,,,0.31,,,,91.0,91.0,5952.0,31009.92,,0.03,90.84,4.75,0.8939,94.42,0.9195,5.21
2010-06-24,62594.0,324862.86,0.53,2.12,0.47,0.43,0.0,312526.23,61967.0,60217.0,321608.73,,,1750.0,,,,,,,,,,,1750.0,,,,0.32,,,,93.65,93.65,4202.0,21808.38,,0.02,93.62,4.74,0.8942,94.44,0.946,5.19
2010-06-25,62594.0,320481.28,0.53,2.19,0.47,0.43,0.0,308311.04,61967.0,60217.0,317271.04,,,,,,,,,,,,,,,,,,0.32,,,,93.65,93.65,4202.0,21514.24,,0.02,93.56,4.73,0.8944,94.45,0.946,5.12
2010-06-28,62594.0,319855.34,0.53,2.32,0.47,0.43,0.0,307708.87,61967.0,60217.0,316651.37,,,,,,,,,,,,,,,,,,0.32,,,,93.65,93.65,4202.0,21472.22,,0.02,93.6,4.71,0.8947,94.47,0.946,5.11
2010-06-29,62594.0,316725.64,0.53,2.47,0.47,0.42,0.0,304698.02,61967.0,60217.0,313553.02,,,,,,,,,,,,,,,,,,0.31,,,,93.65,93.65,4202.0,21262.12,,0.02,93.55,4.74,0.894,94.43,0.946,5.06
2010-06-30,64194.0,329957.16,0.55,2.5,0.48,0.42,0.0,309515.38,63567.0,60217.0,326734.38,,,,,,,,,,,,,,,,1600.0,,0.33,,,,96.07,96.07,2602.0,13374.28,,0.01,96.06,4.77,0.8933,94.39,0.9702,5.14
2010-07-01,67567.0,341889.02,0.57,2.71,0.5,0.45,0.0,321765.4,63567.0,63590.0,321649.02,,,,0.03,,,,,4000.0,,,,0.03,,,,627.0,0.32,0.0,,,100.0,96.07,0.0,0.0,,0.0,100.0,4.51,0.9139,95.49,1.0211,5.06
2010-07-02,67567.0,344591.7,0.57,2.85,0.5,0.45,0.0,324309.0,63567.0,63590.0,324191.7,,,,,,,,,,,,,,,,,,0.33,,,,100.0,96.07,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,1.0211,5.1
2010-07-05,67567.0,348645.72,0.57,3.26,0.5,0.46,0.0,328124.4,63567.0,63590.0,328005.72,,,,,,,,,,,,,,,,,,0.33,,,,100.0,96.07,0.0,0.0,,0.0,100.0,4.4,0.9158,95.6,1.0211,5.16
2010-07-06,67567.0,352699.74,0.57,3.33,0.5,0.46,0.0,331939.8,63567.0,63590.0,331819.74,,,,,,,,,,,,,,,,,,0.33,,,,100.0,96.07,0.0,0.0,,0.0,100.0,4.41,0.9157,95.59,1.0211,5.22
2010-07-07,66940.0,342063.4,0.57,3.76,0.5,0.47,0.0,324944.9,62940.0,63590.0,321623.4,,,,,,,,0.0,,627.0,,,,,,,,0.32,,,,100.0,95.12,0.0,0.0,,0.0,100.0,4.38,0.9163,95.62,1.0117,5.11
2010-07-08,64940.0,332492.8,0.55,3.81,0.48,0.45,0.0,315340.8,62940.0,61590.0,322252.8,,,,,,,,,,,,,,,,,2000.0,0.32,0.02,,,100.0,95.12,0.0,0.0,,0.0,100.0,4.51,0.9139,95.49,0.9814,5.12
2010-07-09,64940.0,331194.0,0.55,3.84,0.48,0.45,0.0,314109.0,62940.0,61590.0,320994.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,95.12,0.0,0.0,,0.0,100.0,4.5,0.9141,95.5,0.9814,5.1
2010-07-12,62940.0,324141.0,0.53,3.82,0.47,0.43,0.0,306888.5,62940.0,59590.0,324141.0,,,,,,,,,,,,,,,,,2000.0,0.32,0.02,,,100.0,95.12,0.0,0.0,,0.0,100.0,4.66,0.9112,95.34,0.9512,5.15
2010-07-13,57940.0,300129.2,0.49,3.61,0.43,0.4,0.0,282776.2,57940.0,54590.0,300129.2,,,,,,,,0.02,,5000.0,,,,,,,5000.0,0.3,0.03,,,100.0,87.56,0.0,0.0,,0.0,100.0,5.11,0.903,94.89,0.8756,5.18
2010-07-14,53440.0,276284.8,0.45,3.42,0.4,0.37,0.0,258965.3,53440.0,50090.0,276284.8,,,,,,,,0.02,,4500.0,,,,,,,4500.0,0.28,0.03,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.53,0.8955,94.47,0.8076,5.17
2010-07-15,53440.0,277888.0,0.45,3.27,0.4,0.37,0.0,260468.0,53440.0,50090.0,277888.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.52,0.8957,94.48,0.8076,5.2
2010-07-16,53440.0,277353.6,0.45,3.43,0.4,0.38,0.0,259967.1,53440.0,50090.0,277353.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.46,0.8968,94.54,0.8076,5.19
2010-07-19,53440.0,280025.6,0.45,3.5,0.4,0.38,0.0,262471.6,53440.0,50090.0,280025.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.44,0.8972,94.56,0.8076,5.24
2010-07-20,53440.0,281094.4,0.45,3.71,0.4,0.38,0.0,263473.4,53440.0,50090.0,281094.4,,,,,,,,,,,,,,,,,,0.28,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.43,0.8973,94.57,0.8076,5.26
2010-07-21,53440.0,282697.6,0.45,3.75,0.4,0.38,0.0,264976.1,53440.0,50090.0,282697.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.46,0.8968,94.54,0.8076,5.29
2010-07-22,53440.0,292851.2,0.45,3.88,0.4,0.38,0.0,274493.2,53440.0,50090.0,292851.2,,,,,,,,,,,,,,,,,,0.29,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.51,0.8959,94.49,0.8076,5.48
2010-07-23,53440.0,295523.2,0.45,3.64,0.4,0.4,0.0,276997.7,53440.0,50090.0,295523.2,,,,,,,,,,,,,,,,,,0.29,,,,100.0,80.76,0.0,0.0,,0.0,100.0,5.46,0.8968,94.54,0.8076,5.53
2010-07-26,48440.0,264966.8,0.41,2.85,0.36,0.36,0.0,246642.3,48440.0,45090.0,264966.8,,,,,,,,0.03,,5000.0,,,,,,,5000.0,0.27,0.04,,,100.0,73.21,0.0,0.0,,0.0,100.0,6.07,0.886,93.93,0.7321,5.47
2010-07-27,48440.0,271748.4,0.41,2.86,0.36,0.36,0.0,252954.9,48440.0,45090.0,271748.4,,,,,,,,,,,,,,,,,,0.27,,,,100.0,73.21,0.0,0.0,,0.0,100.0,6.03,0.8866,93.97,0.7321,5.61
2010-07-28,48440.0,274654.8,0.41,2.82,0.36,0.37,0.0,255660.3,48440.0,45090.0,274654.8,,,,,,,,,,,,,,,,,,0.27,,,,100.0,73.21,0.0,0.0,,0.0,100.0,6.03,0.8866,93.97,0.7321,5.67
2010-07-29,45140.0,253235.4,0.38,2.61,0.34,0.35,0.0,234441.9,45140.0,41790.0,253235.4,,,,,,,,0.02,,3300.0,,,,,,,3300.0,0.25,0.02,,,100.0,68.22,0.0,0.0,,0.0,100.0,6.53,0.8779,93.47,0.6822,5.61
2010-07-30,45140.0,253235.4,0.38,2.54,0.34,0.35,0.0,234441.9,45140.0,41790.0,253235.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,68.22,0.0,0.0,,0.0,100.0,6.48,0.8787,93.52,0.6822,5.61
2010-08-02,45140.0,253686.8,0.38,2.46,0.34,0.35,0.0,234859.8,45140.0,41790.0,253686.8,,,,,,,,,,,,,,,,,,0.25,,,,100.0,68.22,0.0,0.0,,0.0,100.0,6.5,0.8785,93.5,0.6822,5.62
2010-08-03,46510.0,262781.5,0.4,2.5,0.35,0.36,0.0,236113.5,46510.0,41790.0,262781.5,,,1370.0,,,,,,,,,,,1370.0,,,,0.26,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.44,0.8795,93.56,0.7029,5.65
2010-08-04,46510.0,262781.5,0.4,2.48,0.35,0.36,0.0,236113.5,46510.0,41790.0,262781.5,,,,,,,,,,,,,,,,,,0.26,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.41,0.88,93.59,0.7029,5.65
2010-08-05,46510.0,269758.0,0.4,2.46,0.35,0.36,0.0,242382.0,46510.0,41790.0,269758.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.44,0.8794,93.56,0.7029,5.8
2010-08-06,46510.0,264176.8,0.4,2.23,0.35,0.37,0.0,237367.2,46510.0,41790.0,264176.8,,,,,,,,,,,,,,,,,,0.26,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.44,0.8796,93.56,0.7029,5.68
2010-08-09,46510.0,273943.9,0.4,2.18,0.35,0.36,0.0,246143.1,46510.0,41790.0,273943.9,,,,,,,,,,,,,,,,,,0.27,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.39,0.8803,93.61,0.7029,5.89
2010-08-10,46510.0,269758.0,0.4,2.13,0.35,0.38,0.0,242382.0,46510.0,41790.0,269758.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.42,0.8799,93.58,0.7029,5.8
2010-08-11,46510.0,265107.0,0.4,2.21,0.35,0.37,0.0,238203.0,46510.0,41790.0,265107.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.43,0.8797,93.57,0.7029,5.7
2010-08-12,46510.0,261386.2,0.4,2.17,0.35,0.36,0.0,234859.8,46510.0,41790.0,261386.2,,,,,,,,,,,,,,,,,,0.26,,,,100.0,70.29,0.0,0.0,,0.0,100.0,6.58,0.8771,93.42,0.7029,5.62
2010-08-13,38510.0,222972.9,0.33,1.81,0.29,0.29,0.0,195644.1,38510.0,33790.0,222972.9,,,,,,,,0.04,,8000.0,,,,,,,8000.0,0.22,0.07,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.22,0.8492,91.78,0.2828,5.79
2010-08-16,38510.0,221817.6,0.33,1.79,0.29,0.29,0.0,194630.4,46510.0,33790.0,267897.6,,,8000.0,,,,,,,,,,,8000.0,,,,0.26,,,,100.0,34.16,0.0,0.0,,0.0,100.0,8.26,0.8485,91.74,0.2828,5.76
2010-08-17,38510.0,222202.7,0.33,1.78,0.29,0.29,0.0,194968.3,38510.0,33790.0,222202.7,,,,,,,,0.04,,8000.0,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.23,0.849,91.77,0.2828,5.77
2010-08-18,38510.0,219507.0,0.33,1.81,0.29,0.29,0.0,192603.0,38510.0,33790.0,219507.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.19,0.8497,91.81,0.2828,5.7
2010-08-19,38510.0,219507.0,0.33,1.81,0.29,0.29,0.0,192603.0,38510.0,33790.0,219507.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.2,0.8495,91.8,0.2828,5.7
2010-08-20,38510.0,217581.5,0.33,1.78,0.29,0.29,0.0,190913.5,38510.0,33790.0,217581.5,,,,,,,,,,,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.16,0.8501,91.84,0.2828,5.65
2010-08-23,38510.0,217966.6,0.33,1.7,0.29,0.29,0.0,191251.4,38510.0,33790.0,217966.6,,,,,,,,,,,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.08,0.8515,91.92,0.2828,5.66
2010-08-24,38510.0,217581.5,0.33,1.66,0.29,0.29,0.0,190913.5,38510.0,33790.0,217581.5,,,,,,,,,,,,,,,,,,0.22,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.3,0.8477,91.7,0.2828,5.65
2010-08-25,38510.0,229904.7,0.33,1.66,0.29,0.28,0.0,201726.3,38510.0,33790.0,229904.7,,,,,,,,,,,,,,,,,,0.23,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.31,0.8476,91.69,0.2828,5.97
2010-08-26,38510.0,237221.6,0.33,1.33,0.29,0.3,0.0,208146.4,38510.0,33790.0,237221.6,,,,,,,,,,,,,,,,,,0.24,,,,100.0,28.28,0.0,0.0,,0.0,100.0,8.32,0.8474,91.68,0.2828,6.16
2010-08-27,39010.0,238351.1,0.33,0.86,0.29,0.31,0.0,206456.9,39010.0,33790.0,238351.1,,,500.0,,,,,,,,,,,500.0,,,,0.24,,,,100.0,26.16,0.0,0.0,,0.0,100.0,8.29,0.8479,91.71,0.2616,6.11
2010-08-30,39010.0,237961.0,0.33,0.8,0.29,0.31,0.0,206119.0,39010.0,33790.0,237961.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,26.16,0.0,0.0,,0.0,100.0,8.27,0.8483,91.73,0.2616,6.1
2010-08-31,24010.0,146461.0,0.2,0.49,0.18,0.18,0.0,114619.0,24010.0,18790.0,146461.0,,,,,,,,0.09,,15000.0,,,,,,,15000.0,0.15,0.13,,,100.0,17.31,0.0,0.0,,0.0,100.0,15.35,0.7401,84.65,0.1731,6.1
2010-09-01,22260.0,138012.0,0.19,0.44,0.16,0.17,0.0,116498.0,22260.0,18790.0,138012.0,,,,,,,,0.01,,1750.0,,,,,,,,0.14,,,,100.0,16.04,0.0,0.0,,0.0,100.0,15.35,0.7402,84.65,0.1604,6.2
2010-09-02,22260.0,140015.4,0.19,0.44,0.16,0.18,0.0,118189.1,22260.0,18790.0,140015.4,,,,,,,,,,,,,,,,,,0.14,,,,100.0,16.04,0.0,0.0,,0.0,100.0,15.22,0.742,84.78,0.1604,6.29
2010-09-03,5660.0,35601.4,0.05,0.11,0.04,0.04,0.0,23839.1,5660.0,3790.0,35601.4,,,,,,,,0.1,,16600.0,,,,,,,15000.0,0.04,0.13,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.29
2010-09-06,5660.0,35488.2,0.05,0.12,0.04,0.04,0.0,23763.3,5660.0,3790.0,35488.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.27
2010-09-07,5660.0,35035.4,0.05,0.11,0.04,0.04,0.0,23460.1,5660.0,3790.0,35035.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.19
2010-09-08,5660.0,35431.6,0.05,0.11,0.04,0.04,0.0,23725.4,5660.0,3790.0,35431.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.26
2010-09-09,5660.0,35431.6,0.05,0.11,0.04,0.04,0.0,23725.4,5660.0,3790.0,35431.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.26
2010-09-10,5660.0,35601.4,0.05,0.11,0.04,0.04,0.0,23839.1,5660.0,3790.0,35601.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.29
2010-09-13,5660.0,35771.2,0.05,0.11,0.04,0.04,0.0,23952.8,5660.0,3790.0,35771.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.32
2010-09-14,5660.0,35658.0,0.05,0.1,0.04,0.04,0.0,23877.0,5660.0,3790.0,35658.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.3
2010-09-15,5660.0,35601.4,0.05,0.1,0.04,0.04,0.0,23839.1,5660.0,3790.0,35601.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.29
2010-09-16,5660.0,35375.0,0.05,0.1,0.04,0.04,0.0,23687.5,5660.0,3790.0,35375.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.25
2010-09-17,5660.0,35375.0,0.05,0.11,0.04,0.04,0.0,23687.5,5660.0,3790.0,35375.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.25
2010-09-20,5660.0,35318.4,0.05,0.11,0.04,0.04,0.0,23649.6,5660.0,3790.0,35318.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0416,6.24
2010-09-21,5660.0,35261.8,0.05,0.11,0.04,0.04,0.0,23611.7,5660.0,3790.0,35261.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.23
2010-09-22,5660.0,35092.0,0.05,0.11,0.04,0.04,0.0,23498.0,5660.0,3790.0,35092.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.2
2010-09-23,5660.0,34809.0,0.05,0.11,0.04,0.04,0.0,23308.5,5660.0,3790.0,34809.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.15
2010-09-24,5660.0,34582.6,0.05,0.11,0.04,0.03,0.0,23156.9,5660.0,3790.0,34582.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.11
2010-09-27,5660.0,34639.2,0.05,0.11,0.04,0.03,0.0,23194.8,5660.0,3790.0,34639.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.12
2010-09-28,5660.0,34752.4,0.05,0.11,0.04,0.03,0.0,23270.6,5660.0,3790.0,34752.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0392,6.14
2010-09-29,5660.0,34412.8,0.05,0.11,0.04,0.03,0.0,23043.2,5660.0,3790.0,34412.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.08
2010-09-30,5660.0,34129.8,0.05,0.11,0.04,0.03,0.0,22853.7,5660.0,3790.0,34129.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0381,6.03
2010-10-01,5660.0,33394.0,0.05,0.11,0.04,0.03,0.0,22361.0,5660.0,3790.0,33394.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0381,5.9
2010-10-04,5660.0,33790.2,0.05,0.11,0.04,0.03,0.0,22626.3,5660.0,3790.0,33790.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,5.97
2010-10-05,5660.0,33790.2,0.05,0.11,0.04,0.03,0.0,22626.3,5660.0,3790.0,33790.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,5.97
2010-10-06,5660.0,34129.8,0.05,0.11,0.04,0.03,0.0,22853.7,5660.0,3790.0,34129.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.03
2010-10-07,5660.0,34356.2,0.05,0.12,0.04,0.03,0.0,23005.3,5660.0,3790.0,34356.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.07
2010-10-08,5660.0,34412.8,0.05,0.18,0.04,0.03,0.0,23043.2,5660.0,3790.0,34412.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0381,6.08
2010-10-11,5660.0,34469.4,0.05,0.2,0.04,0.03,0.0,23081.1,5660.0,3790.0,34469.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0414,6.09
2010-10-12,5660.0,34412.8,0.05,0.2,0.04,0.03,0.0,23043.2,5660.0,3790.0,34412.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0376,6.08
2010-10-13,5660.0,34526.0,0.05,0.21,0.04,0.03,0.0,23119.0,5660.0,3790.0,34526.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0375,6.1
2010-10-14,5660.0,34412.8,0.05,0.21,0.04,0.03,0.0,23043.2,5660.0,3790.0,34412.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0372,6.08
2010-10-15,5660.0,34243.0,0.05,0.22,0.04,0.03,0.0,22929.5,5660.0,3790.0,34243.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0372,6.05
