,OVH FP Equity_DX_SI_QTY,OVH FP Equity_DX_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OVH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OVH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OVH FP Equity_DX_SI_MV,OVH FP Equity_DX_DSS,OVH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY,OVH FP Equity_DX_BROKER_SI_QTY,OVH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OVH FP Equity_DX_BROKER_SI_MV_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_x,OVH FP Equity_DX_BROKER_SI_MV_INC_x,OVH FP Equity_DX_SUPPLY_SI_MV_NEW,OVH FP Equity_DX_BROKER_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_NEW,OVH FP Equity_DX_SUPPLY_SI_MV_DEC,OVH FP Equity_DX_BROKER_SI_QTY_INC,OVH FP Equity_DX_SUPPLY_SI_QTY_DEC,OVH FP Equity_DX_BROKER_SI_MV_NEW_y,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OVH FP Equity_DX_BROKER_SI_MV_INC_y,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_y,OVH FP Equity_DX_BROKER_SI_MV_ADD,OVH FP Equity_DX_SUPPLY_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_DEC,OVH FP Equity_DX_SUPPLY_SI_MV,OVH FP Equity_DX_BROKER_SI_MV_DEC,OVH FP Equity_DX_SUPPLY_SI_MV_RMV,OVH FP Equity_DX_BROKER_SI_MV_RMV,OVH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OVH FP Equity_DX_UTILIZATION_QUANTITY,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OVH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OVH FP Equity_DX_ACTIVE_UTILIZATION_MV,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OVH FP Equity_DX_BROKER_SI_CON_RATIO,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OVH FP Equity_DX_DEMAND_SUPPLY_RATIO,OVH FP Equity_PX_LAST
2022-09-01,6002732.0,72482988.9,10.14,80.71,3.15,77.5,1.0,48550725.3,4813597.0,4020764.0,58124183.78,,,24658.0,0.25,,,,0.16,25158.0,7741.0,,,0.25,24658.0,,,6318.0,61.77,0.08,,,87.22,80.25,705224.0,8515579.8,,9.08,87.18,29.47,0.2468,35.9,1.0008,12.075
2022-09-02,5987275.0,73793164.38,10.11,79.35,3.15,73.11,1.0,49742479.83,4817353.0,4035901.0,59373875.73,,,30000.0,0.0,,,,2.17,19137.0,26244.0,,,0.0,30000.0,,,4000.0,58.11,0.08,,,87.75,80.3,672765.0,8291828.63,,8.11,87.76,29.62,0.2445,35.45,0.998,12.325
2022-09-05,6006930.0,73494788.55,10.14,78.3,3.16,74.61,1.0,49619727.66,4834008.0,4055556.0,59144087.88,,,16655.0,0.36,,,,,19655.0,,,,0.36,16655.0,,,,59.96,,,,87.78,80.88,672765.0,8231279.78,,8.37,87.75,29.63,0.2456,35.55,1.0051,12.235
2022-09-06,6123151.0,74671826.44,10.34,80.26,3.22,75.74,1.0,51017697.14,4950824.0,4183493.0,60375298.68,,,81417.0,1.75,,,,0.0,142684.0,1.0,,,1.75,81417.0,,35400.0,14747.0,60.65,0.18,,,89.33,82.84,591348.0,7211488.86,,7.25,89.33,31.16,0.2497,35.05,1.0245,12.195
2022-09-07,6114814.0,75854267.67,10.33,85.31,3.21,75.05,1.0,52162218.68,4968345.0,4204935.0,61632319.73,,,90215.0,0.05,,,,1.28,21442.0,72694.0,,,0.05,90215.0,,,,60.21,,,,88.22,83.13,663442.0,8229998.01,,8.01,88.25,31.35,0.2478,34.6,1.0231,12.405
2022-09-08,6116275.0,75230182.5,10.33,86.28,3.21,76.46,1.0,51799654.2,4975764.0,4211354.0,61201897.2,,,7419.0,0.14,,,,,12377.0,,,,0.14,7419.0,,,5958.0,61.55,0.0,,,88.34,83.25,656523.0,8075232.9,,8.11,88.36,31.3,0.247,34.51,1.0233,12.3
2022-09-09,6348508.0,79419835.08,10.72,89.58,3.34,78.62,1.0,54109365.39,5093965.0,4325289.0,63725502.15,,,118298.0,1.36,,,,0.0,115637.0,97.0,,,1.36,118298.0,,,1702.0,62.34,0.23,,,88.71,85.22,648225.0,8109294.75,,7.91,88.75,32.47,0.2478,33.7,1.0621,12.51
2022-09-12,6234503.0,78741772.89,10.53,86.45,3.28,78.45,1.0,53201146.92,4976194.0,4212284.0,62849330.22,,,275.0,0.32,,,,0.91,3766.0,118046.0,,,0.32,275.0,,,116771.0,61.95,1.03,,,86.44,83.25,780550.0,9858346.5,,9.69,86.47,31.2,0.2455,34.38,1.043,12.63
2022-09-13,6324945.0,78966938.33,10.68,87.93,3.32,81.3,1.0,53855333.46,5108279.0,4313603.0,63776863.32,,,136025.0,1.52,,,,0.02,112196.0,3940.0,,,1.52,136025.0,,,10877.0,65.21,0.0,,,88.8,85.46,644525.0,8046894.63,,8.27,88.75,31.96,0.2471,33.99,1.0582,12.485
2022-09-14,6275260.0,76966063.9,10.6,86.28,3.3,78.82,1.0,52630893.43,5054761.0,4291145.0,61996643.67,,,15651.0,,,,,1.57,,69169.0,,,,15651.0,,,22458.0,63.27,1.07,,,87.87,84.57,698043.0,8561497.4,,8.75,87.85,31.93,0.2458,33.73,1.0499,12.265
2022-09-15,6262455.0,78343312.05,10.58,88.1,3.29,77.68,1.0,53525873.97,5053380.0,4278647.0,63217783.8,,,22126.0,0.08,,,,0.36,3579.0,23507.0,,,0.08,22126.0,,,16077.0,61.98,0.61,,,88.2,84.55,675917.0,8455721.67,,8.29,88.2,32.4,0.2467,33.48,1.0478,12.51
2022-09-16,6155570.0,76359845.85,10.4,88.64,3.23,77.63,1.0,53478872.97,4909090.0,4311074.0,60897261.45,,,617.0,0.87,,,,1.23,48159.0,144907.0,,,0.87,617.0,,,15732.0,61.32,0.0,,,85.85,82.16,808875.0,10034094.38,,10.1,85.86,33.07,0.2559,35.25,1.0302,12.405
2022-09-19,6183416.0,75468592.28,10.44,90.4,3.25,77.52,1.0,52957031.21,4924778.0,4338962.0,60106915.49,,,18874.0,0.28,,,,0.07,28859.0,3186.0,,,0.28,18874.0,,,971.0,61.12,0.01,,,86.18,82.43,790001.0,9641962.21,,9.81,86.17,32.83,0.2564,35.53,1.0349,12.205
2022-09-20,6216012.0,72261139.5,10.5,91.07,3.27,76.87,1.0,50531654.63,4945923.0,4346809.0,57496354.88,,,21145.0,0.17,,,,,24503.0,,,,0.17,21145.0,,,16656.0,60.54,0.33,,,86.54,82.79,769427.0,8944588.88,,9.43,86.52,32.58,0.2597,36.3,1.0405,11.625
2022-09-21,6524849.0,75231508.97,11.02,97.65,3.43,77.38,1.0,53451834.76,5259224.0,4635892.0,60638852.72,,,314222.0,3.22,,,,0.02,347183.0,921.0,,,3.22,314222.0,,,58100.0,61.8,1.14,,,90.95,87.99,523270.0,6033303.1,,6.18,90.91,29.92,0.2368,34.72,1.0916,11.53
2022-09-22,6522431.0,71746741.0,11.01,96.2,3.43,76.41,1.0,50946214.0,5237163.0,4631474.0,57608793.0,,,,0.01,,,,0.8,2000.0,22061.0,,,0.01,,,,6418.0,60.58,0.27,,,90.57,87.63,545234.0,5997574.0,,6.31,90.56,30.06,0.2383,34.87,1.0914,11.0
2022-09-23,6609893.0,74129950.0,11.16,96.5,3.47,74.2,1.0,52367937.83,5399823.0,4669455.0,60559014.95,,,164679.0,0.5,,,,0.15,40000.0,2019.0,,,0.5,164679.0,,,2019.0,59.94,0.98,,,92.62,90.34,430555.0,4828674.33,,4.8,92.59,29.53,0.2308,34.15,1.1058,11.215
2022-09-26,6675100.0,74427365.0,11.27,95.88,3.51,76.47,1.0,52735731.3,5379030.0,4729662.0,59976184.5,,,55000.0,1.71,,,,0.76,136000.0,75793.0,,,1.71,55000.0,,,75793.0,60.73,0.35,,,93.47,90.0,375555.0,4187438.25,,4.25,93.45,29.2,0.2218,32.83,1.1168,11.15
2022-09-27,6728102.0,79290682.07,11.36,96.03,3.53,76.41,1.0,56446190.24,5439420.0,4789664.0,64103564.7,,,67390.0,0.96,,,,0.08,67390.0,7000.0,,,0.96,67390.0,,,7388.0,60.88,0.13,,,94.64,91.11,308165.0,3631724.53,,3.46,94.63,29.05,0.2175,32.19,1.127,11.785
2022-09-28,6561781.0,70342292.32,11.08,94.23,3.45,77.66,1.0,50941976.0,5284162.0,4752050.0,56646216.64,,,,0.89,,,,0.67,215.0,155258.0,,,0.89,,,,37829.0,61.77,0.81,,,91.94,88.53,463035.0,4963735.2,,5.39,91.97,30.23,0.2279,33.28,1.0994,10.72
2022-09-29,6609064.0,65548696.75,11.16,90.58,3.47,71.24,1.0,47382481.31,5306072.0,4777423.0,52625622.1,,,21910.0,0.0,,,,,32022.0,,,,0.0,21910.0,,,6649.0,56.44,0.29,,,92.32,88.86,441542.0,4379213.56,,4.64,92.4,29.97,0.2213,32.57,1.1067,9.918
2022-09-30,6815306.0,69686503.85,11.51,90.37,3.58,68.84,1.0,50257531.45,5417829.0,4915162.0,55397301.53,,,111854.0,0.65,,,,0.02,137836.0,97.0,,,0.65,111854.0,,,97.0,53.67,0.57,,,93.86,90.72,354688.0,3626684.8,,3.51,93.87,28.68,0.2184,33.26,1.1412,10.225
2022-10-03,6748110.0,67278656.7,11.4,85.66,3.55,69.92,1.0,48520470.59,5399148.0,4866647.0,53829505.56,,,,,,,,0.0,,18681.0,,,,,,,48515.0,55.1,0.1,,,93.58,90.41,370152.0,3690415.44,,3.77,93.59,29.11,0.2184,32.75,1.13,9.97
2022-10-04,6870487.0,76021938.66,11.6,84.23,3.61,69.57,1.0,55713647.06,5482712.0,5035124.0,60666208.28,,,83564.0,2.35,,,,,215664.0,,,,2.35,83564.0,,,47187.0,54.03,1.03,,,94.63,91.81,310869.0,3439765.49,,3.05,94.66,28.83,0.2059,30.54,1.1505,11.065
2022-10-05,6951354.0,73336784.7,11.74,82.88,3.65,77.63,1.0,54568482.4,5530914.0,5172368.0,58351142.7,,,42956.0,4.42,,,,0.0,140744.0,15934.0,,,4.42,42956.0,,21180.0,3500.0,61.53,0.0,,,94.63,92.68,313882.0,3311455.1,,3.5,94.62,29.17,0.2125,31.73,1.1648,10.55
2022-10-06,6938056.0,72849588.0,11.72,85.67,3.65,74.53,1.0,54388708.5,5515107.0,5179877.0,57908623.5,,,15000.0,0.07,,,,1.72,8270.0,30807.0,,,0.07,15000.0,,,761.0,58.42,0.73,,,94.12,92.45,344689.0,3619234.5,,3.66,94.11,29.35,0.2118,31.52,1.163,10.5
2022-10-07,6955297.0,72439418.26,11.75,86.37,3.65,74.44,1.0,54127983.97,5515107.0,5197118.0,57439839.41,,,,0.11,,,,,17241.0,,,,0.11,,,,,58.28,,,,94.12,92.45,344689.0,3589935.94,,3.65,94.1,29.23,0.2122,31.7,1.1659,10.415
2022-10-10,6940366.0,72492122.87,11.72,85.36,3.65,73.98,1.0,54089244.49,5518812.0,5178482.0,57643991.34,,,4341.0,0.02,,,,0.01,2000.0,636.0,,,0.02,4341.0,,,20636.0,57.8,0.21,,,94.19,92.51,340348.0,3554934.86,,3.57,94.18,29.18,0.2123,31.76,1.1634,10.445
2022-10-11,6893781.0,74246021.37,11.64,85.28,3.62,73.31,1.0,55776817.62,5536803.0,5178906.0,59631368.31,,,17991.0,0.0,,,,,8724.0,,,,0.0,17991.0,,,8300.0,57.83,0.1,,,94.5,92.81,322357.0,3471784.89,,3.37,94.5,29.54,0.2154,31.86,1.1556,10.77
2022-10-12,6964789.0,73826763.4,11.76,86.77,3.66,76.04,1.0,55654346.0,5636307.0,5250410.0,59744854.2,,,99504.0,0.97,,,,,79000.0,,,,0.97,99504.0,,,7496.0,60.71,0.0,,,96.2,94.49,222853.0,2362241.8,,2.4,96.2,29.36,0.2124,31.54,1.1676,10.6
2022-10-13,6974261.0,73404097.03,11.78,90.41,3.66,74.71,1.0,55284099.15,5638543.0,5252646.0,59345665.08,,,2236.0,0.02,,,,,2236.0,,,,0.02,2236.0,,,,59.42,,,,96.23,94.52,220617.0,2321993.92,,2.32,96.24,29.41,0.212,31.42,1.1691,10.525
2022-10-14,7059147.0,74121043.5,11.92,91.69,3.71,75.48,1.0,56123434.5,5680986.0,5345089.0,59650353.0,,,42443.0,1.11,,,,,100500.0,,,,1.11,42443.0,,,8057.0,59.78,0.12,,,96.95,95.22,178674.0,1876077.0,,1.88,96.95,28.9,0.2067,30.82,1.1832,10.5
2022-10-17,7148599.0,77633785.14,12.07,92.98,3.76,76.21,1.0,58904650.86,5790526.0,5424001.0,62885112.36,,,110540.0,1.05,,,,0.01,81694.0,1000.0,,,1.05,110540.0,,,2782.0,60.44,0.16,,,98.82,97.05,68956.0,748862.16,,0.72,98.83,28.55,0.2024,30.2,1.1981,10.86
2022-10-18,7132596.0,79492782.42,12.05,92.55,3.75,78.67,1.0,60550617.83,5696933.0,5432985.0,63492318.29,,,500.0,0.69,,,,0.0,10522.0,94093.0,,,0.69,500.0,,,1538.0,61.71,0.01,,,97.22,95.47,163049.0,1817181.11,,1.76,97.22,28.61,0.2043,30.52,1.1953,11.145
2022-10-19,7132499.0,80062301.28,12.05,91.74,3.75,81.03,1.0,60984167.8,5696836.0,5432888.0,63946984.1,,,,,,,,0.0,,97.0,,,,,,,97.0,63.85,0.0,,,97.22,95.47,163049.0,1830225.03,,1.83,97.21,28.5,0.2048,30.73,1.1953,11.225
2022-10-20,7162598.0,81761056.17,12.1,92.13,3.76,81.7,1.0,62197903.61,5714735.0,5448787.0,65233700.03,,,17899.0,0.34,,,,,17899.0,,,,0.34,17899.0,,,2000.0,64.14,0.02,,,97.52,95.77,145350.0,1659170.25,,1.63,97.52,28.47,0.2055,30.87,1.2003,11.415
2022-10-21,7194317.0,81835355.88,12.15,93.18,3.78,83.12,1.0,62374880.75,5717454.0,5483506.0,65036039.25,,,5719.0,0.69,,,,0.0,37719.0,3000.0,,,0.69,5719.0,,,3000.0,65.16,0.02,,,97.47,95.82,148350.0,1687481.25,,1.69,97.47,28.45,0.2075,31.32,1.2057,11.375
2022-10-24,7191538.0,82486940.86,12.14,95.11,3.78,82.77,1.0,62822405.82,5716975.0,5477106.0,65573703.25,,,3921.0,,,,,0.05,,4400.0,,,,3921.0,,,6400.0,64.71,0.02,,,97.54,95.88,144429.0,1656600.63,,1.63,97.54,28.42,0.2069,31.19,1.2061,11.47
2022-10-25,7022066.0,84194571.34,11.86,94.47,3.69,81.4,1.0,63486690.3,5550839.0,5294970.0,66554559.61,,,400.0,0.28,,,,1.64,400.0,166536.0,,,0.28,400.0,,,182536.0,63.33,2.15,,,94.76,93.07,306665.0,3676913.35,,3.49,94.78,28.87,0.213,31.98,1.1773,11.99
2022-10-26,7021026.0,91413758.52,11.86,96.36,3.69,85.22,1.0,69099744.0,5533569.0,5307200.0,72047068.38,,,3500.0,0.93,,,,0.0,17000.0,20770.0,,,0.93,3500.0,,,4770.0,65.79,0.02,,,94.52,92.77,320935.0,4178573.7,,3.8,94.54,29.05,0.2136,31.84,1.1771,13.02
2022-10-27,7093211.0,94481570.52,11.98,91.05,3.73,93.65,1.0,71711936.28,5648027.0,5383779.0,75231719.64,,,126347.0,2.21,,,,0.0,128900.0,11889.0,,,2.21,126347.0,,,52321.0,73.98,0.0,,,96.67,94.7,194588.0,2591912.16,,2.55,96.66,28.7,0.2129,31.84,1.1893,13.32
2022-10-28,7067103.0,90564924.95,11.93,90.1,3.71,94.86,1.0,68611984.16,5615941.0,5354037.0,71968283.92,,,,,,,,0.0,,32086.0,,,,,,,29742.0,74.93,0.02,,,96.15,94.17,225015.0,2883567.23,,3.01,96.14,28.97,0.213,31.54,1.1851,12.815
2022-10-31,6927179.0,91057767.96,11.7,87.82,3.64,90.22,1.0,68867759.18,5486360.0,5239084.0,72118202.2,,,300.0,0.07,,300.0,,3.03,3000.0,129881.0,,,0.07,300.0,0.0,,118253.0,70.61,2.08,,,94.16,91.99,340020.0,4469562.9,,4.38,94.15,29.33,0.215,31.52,1.1614,13.145
2022-11-01,6999632.0,90890221.52,11.82,89.05,3.68,92.84,1.0,68389618.75,5531080.0,5266817.0,71821073.8,,,44720.0,0.98,,,,,44720.0,,,,0.98,44720.0,,,16987.0,72.65,0.31,,,94.89,92.7,297800.0,3866933.0,,3.91,94.89,29.24,0.2193,32.47,1.1731,12.985
2022-11-02,6995998.0,89548774.4,11.77,89.23,3.67,92.0,1.0,67343142.4,5523093.0,5261183.0,70695590.4,,,5579.0,0.03,,,,0.45,2000.0,13566.0,,,0.03,5579.0,,,7634.0,71.95,0.09,,,94.72,92.6,307787.0,3939673.6,,4.02,94.71,29.15,0.2193,32.52,1.173,12.8
2022-11-03,6957758.0,87528595.64,11.71,90.21,3.65,90.4,1.0,65768780.94,5517993.0,5228043.0,69416351.94,,,,0.21,,,,0.2,30508.0,5100.0,,,0.21,,,,63648.0,70.99,1.2,,,94.72,92.52,307787.0,3871960.46,,3.96,94.71,28.42,0.2195,33.2,1.1666,12.58
2022-11-04,6868637.0,90940753.88,11.56,89.43,3.6,88.21,1.0,68341146.32,5338057.0,5161718.0,70675874.68,,,12496.0,0.05,,,,3.87,5000.0,192432.0,,,0.05,12496.0,,,71325.0,66.95,1.9,,,91.58,89.49,490631.0,6495954.44,,6.04,91.72,30.15,0.2224,32.4,1.1514,13.24
2022-11-07,6881514.0,92212287.6,11.58,90.54,3.61,91.6,1.0,69158070.0,5351602.0,5161050.0,71711466.8,,,23200.0,1.25,,,,0.0,8400.0,9655.0,,,1.25,23200.0,,,9068.0,70.29,0.0,,,91.45,89.71,500286.0,6703832.4,,6.54,91.48,29.02,0.2207,33.1,1.1536,13.4
2022-11-08,6795392.0,92213469.44,11.44,88.47,3.57,91.77,1.0,69451110.73,5306444.0,5117989.0,72008445.08,,,,,,,,0.05,,45158.0,,,,,,,43061.0,70.71,0.24,,,90.68,88.95,545444.0,7401675.08,,7.26,90.69,29.32,0.2182,32.33,1.1391,13.57
2022-11-09,6724316.0,90778266.0,11.32,86.95,3.53,92.41,1.0,68264181.0,5262074.0,5056606.0,71037999.0,,,,,,,,0.0,,44370.0,,,,,,,61383.0,71.69,0.16,,,90.03,88.21,582686.0,7866261.0,,7.95,90.02,29.17,0.2189,32.58,1.1272,13.5
2022-11-10,6658690.0,97449928.15,11.21,90.68,3.49,90.69,1.0,73160979.67,5143084.0,4999042.0,75269034.34,,,24083.0,0.28,,,,2.8,18786.0,143073.0,,,0.28,24083.0,,,76350.0,68.69,1.32,,,87.75,86.2,717676.0,10503188.26,,9.52,87.83,28.81,0.2168,32.54,1.116,14.635
2022-11-11,6505808.0,102596592.16,10.95,87.39,3.41,93.87,1.0,78638697.77,4979643.0,4986601.0,78528970.11,,,,0.27,,,,0.0,14000.0,163441.0,,,0.27,,,,26441.0,72.04,0.0,,,85.14,83.46,869117.0,13705975.09,,12.51,85.2,30.25,0.2145,30.78,1.0904,15.77
2022-11-14,6540736.0,105959923.2,11.01,87.24,3.43,103.73,1.0,81810826.2,4950796.0,5050051.0,80202895.2,,,,1.12,,,,0.2,70000.0,28848.0,,,1.12,,,1.0,6550.0,77.59,0.0,,,85.07,82.98,869117.0,14079695.4,,13.71,84.99,29.44,0.2141,31.58,1.0963,16.2
2022-11-15,6495680.0,106041976.0,10.93,89.02,3.41,106.2,1.0,82120365.8,4897662.0,5030344.0,79954332.15,,,347.0,1.09,,,,0.78,30000.0,53481.0,,,1.09,347.0,,,49707.0,79.3,0.0,,,84.93,82.77,869117.0,14188335.03,,14.06,84.94,29.09,0.2151,32.09,1.0978,16.325
2022-11-16,6492679.0,103558230.05,10.93,91.78,3.41,106.61,1.0,80186120.85,4881717.0,5027343.0,77863386.15,,,,0.32,,,,0.0,10999.0,15945.0,,,0.32,,,,14000.0,79.54,0.22,,,84.79,82.56,876040.0,13972838.0,,14.27,84.79,29.2,0.217,32.33,1.098,15.95
2022-11-17,6468657.0,97126884.86,10.89,91.07,3.39,103.9,1.0,75124864.82,4876140.0,5003321.0,73215242.1,,,1.0,,,,,0.16,,5578.0,,,,1.0,,,24022.0,77.96,0.85,,,84.77,82.55,876040.0,13153740.6,,14.02,84.76,29.28,0.2187,32.61,1.0952,15.015
2022-11-18,6459689.0,99479210.6,10.87,91.11,3.39,98.35,1.0,77122645.6,4842253.0,5007964.0,74570696.2,,,4859.0,0.0,,,,2.94,12643.0,38746.0,,,0.0,4859.0,,,8000.0,72.82,0.16,,,84.33,81.97,900040.0,13860616.0,,13.52,84.35,29.13,0.2179,32.57,1.0936,15.4
2022-11-21,6472122.0,96111011.7,10.89,92.3,3.4,100.92,1.0,74552895.45,4837186.0,5020397.0,71832212.1,,,,0.8,,,,0.0,17500.0,5067.0,,,0.8,,,,5067.0,75.03,0.0,,,84.31,81.96,900040.0,13365594.0,,14.02,84.26,29.02,0.2196,32.97,1.0966,14.85
2022-11-22,6326558.0,90121818.71,10.65,91.01,3.32,94.4,1.0,71506409.97,4692264.0,5019755.0,66841300.68,,,,,,,,2.5,,144922.0,,,,,,,642.0,69.4,0.06,,,83.91,79.5,900040.0,12821069.8,,13.28,83.93,29.93,0.2269,33.55,1.0719,14.245
2022-11-23,6316842.0,89193809.04,10.63,89.44,3.32,90.53,1.0,70721982.68,4689006.0,5008639.0,66208764.72,,,1400.0,0.0,,,,0.21,2900.0,4658.0,,,0.0,1400.0,,,14016.0,66.32,0.97,,,83.9,79.49,900040.0,12708564.8,,12.68,83.94,29.88,0.2261,33.46,1.0709,14.12
2022-11-24,6318842.0,90296252.18,10.64,87.72,3.32,90.27,1.0,71587741.31,4695583.0,5009639.0,67099881.07,,,7106.0,0.1,,,,0.01,1000.0,529.0,,,0.1,7106.0,,,,66.18,,,,83.92,79.51,900040.0,12861571.6,,12.67,83.93,29.7,0.2253,33.47,1.07,14.29
2022-11-25,6371842.0,90193423.51,10.72,86.13,3.34,92.01,1.0,71661655.05,4735583.0,5062639.0,67032177.37,,,40000.0,0.79,,,,,53000.0,,,,0.79,40000.0,,,,67.68,,,,81.19,80.19,1097448.0,15534376.44,,15.69,81.18,29.48,0.2224,33.3,1.079,14.155
2022-11-28,6529047.0,90231429.54,10.99,88.14,3.43,93.6,1.0,72069144.08,4832788.0,5214844.0,66789130.16,,114831.0,97005.0,2.04,1.64,,,,152205.0,,,114831.0,2.04,97005.0,,200.0,,68.68,,1.64,,82.78,81.84,1005243.0,13892458.26,114831.0,14.31,82.76,28.72,0.213,32.59,1.1056,13.82
2022-11-29,6559047.0,87628867.92,11.04,87.12,3.44,91.77,1.0,70071115.84,4832788.0,5244844.0,64566047.68,,114831.0,,0.34,1.6,,,,30000.0,,,114831.0,0.34,,,,,67.05,,1.64,,82.78,81.84,1005243.0,13430046.48,114831.0,13.97,82.76,28.59,0.2113,32.47,1.1107,13.36
2022-11-30,6577047.0,88461282.15,11.07,87.0,3.45,88.85,1.0,70785251.8,4832788.0,5262844.0,65000998.6,,,,0.16,,,,,18000.0,,,,0.16,,,,,64.46,,,,97.87,81.84,105203.0,1414980.35,,1.41,97.87,28.55,0.2091,32.14,1.1137,13.45
2022-12-01,6585047.0,88766433.56,11.08,85.74,3.46,88.8,1.0,71138597.12,4826288.0,5277344.0,65058362.24,,,,0.29,,,,0.07,16800.0,6500.0,,,0.29,,,,2300.0,64.05,0.03,,,97.87,81.79,105203.0,1418136.44,,1.42,97.84,28.75,0.2089,31.94,1.1159,13.48
2022-12-02,6576047.0,92294819.65,11.07,84.1,3.45,89.79,1.0,74067523.04,4817288.0,5277344.0,67610637.08,,,,,,,,0.1,,9000.0,,,,,,,,64.81,,,,97.68,81.63,114202.0,1602825.07,,1.54,97.68,28.52,0.2088,32.1,1.1144,14.035
2022-12-05,6536166.0,92127259.77,23.37,81.18,3.43,92.61,1.0,73793850.99,4800688.0,5235463.0,67665697.36,,,2001.0,0.35,,,,0.19,16000.0,18601.0,,,0.35,2001.0,,,57881.0,67.18,0.0,,,97.31,81.32,132803.0,1871858.29,,1.86,97.3,28.77,0.2086,31.84,1.1072,14.095
2022-12-06,6452442.0,91108481.04,23.07,80.35,3.39,92.23,1.0,72908902.4,4788907.0,5163520.0,67619366.84,,,,,,,,0.0,,11781.0,,,,,,,71943.0,67.75,0.81,,,97.09,81.12,143755.0,2029820.6,,2.03,97.1,29.01,0.2129,32.29,1.093,14.12
2022-12-07,6411168.0,90878306.4,22.92,80.56,3.36,91.56,1.0,72607837.05,4781345.0,5122246.0,67775565.38,,,,,,,,0.23,,7562.0,,,,,,,41274.0,67.49,0.64,,,97.08,81.0,143755.0,2037727.13,,2.03,97.08,29.28,0.2123,31.92,1.0861,14.175
2022-12-08,6405668.0,90800343.9,22.9,87.11,3.36,91.58,1.0,72529874.55,4781345.0,5116746.0,67775565.38,,,,,,,,,,,,,,,,,5500.0,67.53,0.07,,,97.08,80.98,143755.0,2037727.13,,2.04,97.07,29.39,0.2129,31.92,1.085,14.175
2022-12-09,6410293.0,93045402.9,22.92,88.41,3.36,92.09,1.0,74336700.07,4781345.0,5121371.0,69401222.68,,,448.0,0.4,,,,0.01,16625.0,448.0,,,0.4,448.0,,,12000.0,67.85,0.17,,,97.07,81.0,144203.0,2093106.55,,2.04,97.08,29.24,0.2124,31.9,1.0859,14.515
2022-12-12,6220301.0,88483781.73,22.24,87.23,3.26,91.07,1.0,72673803.78,4591353.0,5108879.0,65311996.43,,,,,,,,2.05,,189992.0,,,,,,,12492.0,66.56,0.3,,,96.9,79.53,146716.0,2087035.1,,2.13,96.9,29.66,0.2168,32.33,1.0774,14.225
2022-12-13,6193236.0,92155351.68,22.14,87.1,3.25,88.98,1.0,75948740.16,4569288.0,5104082.0,67991005.44,,,300.0,0.0,,,,0.35,300.0,22365.0,,,0.0,300.0,,,5097.0,64.54,0.31,,,96.43,79.14,168984.0,2514481.92,,2.4,96.41,29.75,0.2167,32.18,1.0727,14.88
2022-12-14,6081508.0,91891585.88,21.74,84.54,3.19,91.23,1.0,75434468.94,4567560.0,4992354.0,69015831.6,,,,,,,,0.0,,1728.0,,,,,,,111728.0,67.63,0.17,,,96.43,79.11,168984.0,2553348.24,,2.51,96.42,28.55,0.2153,32.95,1.0534,15.11
2022-12-15,5994652.0,90519245.2,21.43,83.09,3.15,91.32,1.0,74073019.8,4484704.0,4905498.0,67719030.4,,,,0.48,,,,1.15,5000.0,82856.0,,,0.48,,,,91856.0,67.58,1.28,,,100.0,77.68,0.0,0.0,,0.0,100.0,28.97,0.2222,33.62,1.0383,15.1
2022-12-16,5997652.0,91344239.96,21.44,83.1,3.15,91.86,1.0,74786884.54,4504704.0,4910498.0,68606641.92,,,22000.0,0.42,,,,0.03,22000.0,2000.0,,,0.42,22000.0,,,17000.0,68.3,0.26,,,100.0,78.02,0.0,0.0,,0.0,100.0,28.78,0.2232,33.91,1.0388,15.23
2022-12-19,5983987.0,90956602.4,21.39,82.42,3.14,92.08,1.0,74431861.6,4523039.0,4896833.0,68750192.8,,,54786.0,1.28,,,,0.46,76678.0,36451.0,,,1.28,54786.0,,,90343.0,68.88,1.41,,,100.0,77.62,0.0,0.0,,0.0,100.0,28.96,0.2305,35.05,1.027,15.2
