,JBEM FP Equity_DX_SI_QTY,JBEM FP Equity_DX_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBEM FP Equity_DX_SI_MV,JBEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SUPPLY_SI_QTY,JBEM FP Equity_DX_BROKER_SI_QTY,JBEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBEM FP Equity_DX_BROKER_SI_MV_INC_x,JBEM FP Equity_DX_BROKER_SI_QTY_ADD,JBEM FP Equity_DX_SUPPLY_SI_MV_DEC,JBEM FP Equity_DX_BROKER_SI_QTY_INC,JBEM FP Equity_DX_SUPPLY_SI_QTY_DEC,JBEM FP Equity_DX_BROKER_SI_MV_INC_y,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBEM FP Equity_DX_BROKER_SI_MV_ADD,JBEM FP Equity_DX_SUPPLY_SI_QTY_ADD,JBEM FP Equity_DX_BROKER_SI_QTY_DEC,JBEM FP Equity_DX_SUPPLY_SI_MV,JBEM FP Equity_DX_BROKER_SI_MV_DEC,JBEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBEM FP Equity_DX_UTILIZATION_QUANTITY,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBEM FP Equity_DX_ACTIVE_UTILIZATION_MV,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBEM FP Equity_DX_BROKER_SI_CON_RATIO,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBEM FP Equity_DX_DEMAND_SUPPLY_RATIO,JBEM FP Equity_PX_LAST
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38419177.75,38.5,0.0,,0.0,,0.0,10.75
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38522820.18,38.42,0.0,,0.0,,0.0,10.779
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38616813.15,38.49,0.0,,0.0,,0.0,10.8053
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38740826.68,38.62,0.0,,0.0,,0.0,10.84
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38651479.76,38.1,0.0,,0.0,,0.0,10.815
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38577857.89,38.62,0.0,,0.0,,0.0,10.7944
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38456346.07,38.55,0.0,,0.0,,0.0,10.7604
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38473500.68,38.49,0.0,,0.0,,0.0,10.7652
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38533184.43,38.46,0.0,,0.0,,0.0,10.7819
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38566778.87,38.52,0.0,,0.0,,0.0,10.7913
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38568208.42,38.56,0.0,,0.0,,0.0,10.7917
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3573877.0,38565349.32,38.5,0.0,,0.0,,0.0,10.7909
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38335026.87,38.26,0.0,,0.0,,0.0,10.8079
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38334317.48,38.28,0.0,,0.0,,0.0,10.8077
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38365530.59,38.34,0.0,,0.0,,0.0,10.8165
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38307006.0,38.3,0.0,,0.0,,0.0,10.8
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38399226.57,38.4,0.0,,0.0,,0.0,10.826
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38510245.95,38.34,0.0,,0.0,,0.0,10.8573
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38524433.73,38.43,0.0,,0.0,,0.0,10.8613
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3546945.0,38529044.76,38.44,0.0,,0.0,,0.0,10.8626
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37952940.29,37.88,0.0,,0.0,,0.0,10.8833
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37861573.97,37.91,0.0,,0.0,,0.0,10.8571
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37843440.2,37.91,0.0,,0.0,,0.0,10.8519
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37921554.92,37.89,0.0,,0.0,,0.0,10.8743
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37885636.1,37.73,0.0,,0.0,,0.0,10.864
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38109169.72,37.96,0.0,,0.0,,0.0,10.9281
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38079179.25,38.11,0.0,,0.0,,0.0,10.9195
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38076040.71,38.19,0.0,,0.0,,0.0,10.9186
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38164965.94,38.0,0.0,,0.0,,0.0,10.9441
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38200187.31,38.14,0.0,,0.0,,0.0,10.9542
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38168104.48,37.99,0.0,,0.0,,0.0,10.945
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,38192515.33,37.97,0.0,,0.0,,0.0,10.952
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37563064.18,38.16,0.0,,0.0,,0.0,10.7715
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,37313724.8,37.61,0.0,,0.0,,0.0,10.7
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3487264.0,36672765.68,37.21,0.0,,0.0,,0.0,10.5162
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,17939782.69,18.2,0.0,,0.0,,0.0,10.3415
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,17759370.04,18.2,0.0,,0.0,,0.0,10.2375
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18146736.81,17.94,0.0,,0.0,,0.0,10.4608
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18380926.3,18.22,0.0,,0.0,,0.0,10.5958
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18378671.15,18.08,0.0,,0.0,,0.0,10.5945
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18300607.98,18.17,0.0,,0.0,,0.0,10.5495
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18251167.98,18.27,0.0,,0.0,,0.0,10.521
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18427070.31,18.23,0.0,,0.0,,0.0,10.6224
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18536185.27,18.51,0.0,,0.0,,0.0,10.6853
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18475122.52,18.58,0.0,,0.0,,0.0,10.6501
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18359242.09,18.6,0.0,,0.0,,0.0,10.5833
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18346751.99,18.43,0.0,,0.0,,0.0,10.5761
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18343802.93,18.38,0.0,,0.0,,0.0,10.5744
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18322465.67,18.36,0.0,,0.0,,0.0,10.5621
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18338945.67,18.31,0.0,,0.0,,0.0,10.5716
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18196350.29,18.32,0.0,,0.0,,0.0,10.4894
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18169461.86,18.19,0.0,,0.0,,0.0,10.4739
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18264178.5,18.17,0.0,,0.0,,0.0,10.5285
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18264178.5,18.16,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18264178.5,18.25,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18215432.39,18.27,0.0,,0.0,,0.0,10.5004
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18231218.5,18.21,0.0,,0.0,,0.0,10.5095
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18289679.14,18.25,0.0,,0.0,,0.0,10.5432
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18301648.82,18.28,0.0,,0.0,,0.0,10.5501
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18201901.45,18.28,0.0,,0.0,,0.0,10.4926
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18131818.07,18.21,0.0,,0.0,,0.0,10.4522
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18069020.59,18.13,0.0,,0.0,,0.0,10.416
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18213003.76,18.0,0.0,,0.0,,0.0,10.499
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18258974.29,18.2,0.0,,0.0,,0.0,10.5255
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18294015.98,18.24,0.0,,0.0,,0.0,10.5457
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18304771.35,18.25,0.0,,0.0,,0.0,10.5519
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18350741.88,18.36,0.0,,0.0,,0.0,10.5784
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18455866.94,18.38,0.0,,0.0,,0.0,10.639
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18455866.94,18.35,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18389599.99,18.46,0.0,,0.0,,0.0,10.6008
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18370691.36,18.39,0.0,,0.0,,0.0,10.5899
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1734737.0,18284821.87,18.33,0.0,,0.0,,0.0,10.5404
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12886254.15,12.87,0.0,,0.0,,0.0,10.5486
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12900546.96,12.87,0.0,,0.0,,0.0,10.5603
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12871594.85,12.88,0.0,,0.0,,0.0,10.5366
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12887964.4,12.87,0.0,,0.0,,0.0,10.55
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12932186.61,12.88,0.0,,0.0,,0.0,10.5862
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12923391.03,12.96,0.0,,0.0,,0.0,10.579
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12898958.87,12.92,0.0,,0.0,,0.0,10.559
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12907265.81,12.91,0.0,,0.0,,0.0,10.5658
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12938172.49,12.89,0.0,,0.0,,0.0,10.5911
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12952465.3,12.93,0.0,,0.0,,0.0,10.6028
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12959550.63,12.94,0.0,,0.0,,0.0,10.6086
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12956496.61,12.96,0.0,,0.0,,0.0,10.6061
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12961627.36,12.97,0.0,,0.0,,0.0,10.6103
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12925712.09,12.97,0.0,,0.0,,0.0,10.5809
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,12963215.45,12.96,0.0,,0.0,,0.0,10.6116
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,13004994.45,12.97,0.0,,0.0,,0.0,10.6458
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1221608.0,13017943.49,13.0,0.0,,0.0,,0.0,10.6564
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12300622.1,12.34,0.0,,0.0,,0.0,10.6214
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12321815.29,12.34,0.0,,0.0,,0.0,10.6397
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12262752.29,12.28,0.0,,0.0,,0.0,10.5887
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12278965.66,12.27,0.0,,0.0,,0.0,10.6027
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12251055.5,12.28,0.0,,0.0,,0.0,10.5786
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12288809.5,12.25,0.0,,0.0,,0.0,10.6112
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12254761.42,12.28,0.0,,0.0,,0.0,10.5818
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12247812.83,12.29,0.0,,0.0,,0.0,10.5758
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12323320.82,12.18,0.0,,0.0,,0.0,10.641
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12344977.25,12.35,0.0,,0.0,,0.0,10.6597
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12359221.86,12.39,0.0,,0.0,,0.0,10.672
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12363506.82,12.35,0.0,,0.0,,0.0,10.6757
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12360264.14,12.38,0.0,,0.0,,0.0,10.6729
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12395586.13,12.38,0.0,,0.0,,0.0,10.7034
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12410873.03,12.38,0.0,,0.0,,0.0,10.7166
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12434729.85,12.41,0.0,,0.0,,0.0,10.7372
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12406472.25,12.44,0.0,,0.0,,0.0,10.7128
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12436119.56,12.41,0.0,,0.0,,0.0,10.7384
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12456502.09,12.42,0.0,,0.0,,0.0,10.756
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12459281.52,12.44,0.0,,0.0,,0.0,10.7584
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12456154.66,12.47,0.0,,0.0,,0.0,10.7557
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158098.0,12454996.56,12.45,0.0,,0.0,,0.0,10.7547
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12341840.95,12.38,0.0,,0.0,,0.0,10.7112
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12384012.83,12.35,0.0,,0.0,,0.0,10.7478
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12376984.18,12.4,0.0,,0.0,,0.0,10.7417
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12382514.92,12.38,0.0,,0.0,,0.0,10.7465
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12390350.13,12.37,0.0,,0.0,,0.0,10.7533
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12423304.11,12.39,0.0,,0.0,,0.0,10.7819
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12437937.52,12.41,0.0,,0.0,,0.0,10.7946
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12453723.17,12.44,0.0,,0.0,,0.0,10.8083
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12395074.3,12.4,0.0,,0.0,,0.0,10.7574
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12433098.12,12.37,0.0,,0.0,,0.0,10.7904
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12422267.1,12.43,0.0,,0.0,,0.0,10.781
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12453031.82,12.39,0.0,,0.0,,0.0,10.8077
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12433789.47,12.43,0.0,,0.0,,0.0,10.791
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12481952.97,12.44,0.0,,0.0,,0.0,10.8328
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12474924.33,12.48,0.0,,0.0,,0.0,10.8267
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1152237.0,12502578.02,12.46,0.0,,0.0,,0.0,10.8507
