,ALKLA FP Equity_DX_SI_QTY,ALKLA FP Equity_DX_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLA FP Equity_DX_SI_MV,ALKLA FP Equity_DX_DSS,ALKLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SUPPLY_SI_QTY,ALKLA FP Equity_DX_BROKER_SI_QTY,ALKLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLA FP Equity_DX_BROKER_SI_MV_INC_x,ALKLA FP Equity_DX_BROKER_SI_QTY_ADD,ALKLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLA FP Equity_DX_BROKER_SI_QTY_INC,ALKLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLA FP Equity_DX_BROKER_SI_MV_INC_y,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLA FP Equity_DX_BROKER_SI_MV_ADD,ALKLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLA FP Equity_DX_BROKER_SI_QTY_DEC,ALKLA FP Equity_DX_SUPPLY_SI_MV,ALKLA FP Equity_DX_BROKER_SI_MV_DEC,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLA FP Equity_DX_BROKER_SI_CON_RATIO,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLA FP Equity_PX_LAST
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.935
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
