,ALBOA FP Equity_DX_SI_QTY,ALBOA FP Equity_DX_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOA FP Equity_DX_SI_MV,ALBOA FP Equity_DX_DSS,ALBOA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SUPPLY_SI_QTY,ALBOA FP Equity_DX_BROKER_SI_QTY,ALBOA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOA FP Equity_DX_BROKER_SI_MV_INC_x,ALBOA FP Equity_DX_BROKER_SI_QTY_ADD,ALBOA FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOA FP Equity_DX_BROKER_SI_QTY_INC,ALBOA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOA FP Equity_DX_BROKER_SI_MV_INC_y,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOA FP Equity_DX_BROKER_SI_MV_ADD,ALBOA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOA FP Equity_DX_BROKER_SI_QTY_DEC,ALBOA FP Equity_DX_SUPPLY_SI_MV,ALBOA FP Equity_DX_BROKER_SI_MV_DEC,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOA FP Equity_DX_BROKER_SI_CON_RATIO,ALBOA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBOA FP Equity_PX_LAST
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1390720.0,1.42,0.0,0.0,,0.0,32.0
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1429834.0,1.39,0.0,0.0,,0.0,32.9
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1403758.0,1.43,0.0,0.0,,0.0,32.3
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1421142.0,1.4,0.0,0.0,,0.0,32.7
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43160.0,1407016.0,1.41,0.0,0.0,,0.0,32.6
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43360.0,1387520.0,1.41,0.0,0.0,,0.0,32.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43360.0,1417872.0,1.39,0.0,0.0,,0.0,32.7
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43360.0,1387520.0,1.42,0.0,0.0,,0.0,32.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43260.0,1388646.0,1.38,0.0,0.0,,0.0,32.1
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1368990.0,1.4,0.0,0.0,,0.0,31.5
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1386374.0,1.37,0.0,0.0,,0.0,31.9
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1355952.0,1.39,0.0,0.0,,0.0,31.2
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1408104.0,1.36,0.0,0.0,,0.0,32.4
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1429834.0,1.41,0.0,0.0,,0.0,32.9
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1434180.0,1.41,0.0,0.0,,0.0,33.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43460.0,1451564.0,1.43,0.0,0.0,,0.0,33.4
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1432200.0,1.45,0.0,0.0,,0.0,33.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1432200.0,1.43,0.0,0.0,,0.0,33.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1397480.0,1.43,0.0,0.0,,0.0,32.2
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1414840.0,1.4,0.0,0.0,,0.0,32.6
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1401820.0,1.41,0.0,0.0,,0.0,32.3
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1410500.0,1.4,0.0,0.0,,0.0,32.5
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1414840.0,1.41,0.0,0.0,,0.0,32.6
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1432200.0,1.41,0.0,0.0,,0.0,33.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1428900.0,1.43,0.0,0.0,,0.0,33.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1428900.0,1.43,0.0,0.0,,0.0,33.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1407250.0,1.43,0.0,0.0,,0.0,32.5
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1420240.0,1.41,0.0,0.0,,0.0,32.8
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1373760.0,1.41,0.0,0.0,,0.0,31.8
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43100.0,1409370.0,1.37,0.0,0.0,,0.0,32.7
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1419000.0,1.41,0.0,0.0,,0.0,33.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1393200.0,1.42,0.0,0.0,,0.0,32.4
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1358800.0,1.39,0.0,0.0,,0.0,31.6
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43100.0,1305930.0,1.36,0.0,0.0,,0.0,30.3
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1320650.0,1.31,0.0,0.0,,0.0,30.5
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1324400.0,1.31,0.0,0.0,,0.0,30.8
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1290000.0,1.32,0.0,0.0,,0.0,30.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1277100.0,1.29,0.0,0.0,,0.0,29.7
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1306340.0,1.29,0.0,0.0,,0.0,30.1
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1363950.0,1.3,0.0,0.0,,0.0,31.5
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1304640.0,1.36,0.0,0.0,,0.0,30.2
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1323700.0,1.31,0.0,0.0,,0.0,30.5
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1388800.0,1.32,0.0,0.0,,0.0,32.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1349740.0,1.39,0.0,0.0,,0.0,31.1
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1336720.0,1.35,0.0,0.0,,0.0,30.8
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1362760.0,1.34,0.0,0.0,,0.0,31.4
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1345400.0,1.36,0.0,0.0,,0.0,31.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1354080.0,1.35,0.0,0.0,,0.0,31.2
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1388800.0,1.35,0.0,0.0,,0.0,32.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1397480.0,1.39,0.0,0.0,,0.0,32.2
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1432200.0,1.4,0.0,0.0,,0.0,33.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43100.0,1426610.0,1.42,0.0,0.0,,0.0,33.1
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43100.0,1435230.0,1.43,0.0,0.0,,0.0,33.3
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1423300.0,1.43,0.0,0.0,,0.0,33.1
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43100.0,1443850.0,1.43,0.0,0.0,,0.0,33.5
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1440500.0,1.44,0.0,0.0,,0.0,33.5
2022-07-14,800.0,26400.0,0.1,0.61,0.1,0.03,0.0,13200.0,400.0,400.0,13200.0,,,400.0,,,,,,0.01,400.0,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,33.0
2022-07-15,800.0,26560.0,0.1,0.59,0.1,0.03,0.0,13280.0,400.0,400.0,13280.0,,,,,,,,,,,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,33.2
2022-07-18,800.0,26560.0,0.1,0.6,0.1,0.03,0.0,13280.0,400.0,400.0,13280.0,,,,,,,,,,,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,33.2
2022-07-19,800.0,26400.0,0.1,0.57,0.1,0.03,0.0,13200.0,400.0,400.0,13200.0,,,,,,,,,,,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,33.0
2022-07-20,800.0,26320.0,0.1,0.57,0.1,0.03,0.0,13160.0,400.0,400.0,13160.0,,,,,,,,,,,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,32.9
2022-07-21,800.0,27120.0,0.1,0.59,0.1,0.03,0.0,13560.0,400.0,400.0,13560.0,,,,,,,,,,,,0.01,,100.0,0.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0184,33.9
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,400.0,,,,,400.0,0.0,0.01,0.0,0.0,43400.0,1488620.0,1.47,0.0,0.0,,0.0,34.3
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1536360.0,1.49,0.0,0.0,,0.0,35.4
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1519000.0,1.54,0.0,0.0,,0.0,35.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1536360.0,1.52,0.0,0.0,,0.0,35.4
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1553720.0,1.54,0.0,0.0,,0.0,35.8
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1527680.0,1.55,0.0,0.0,,0.0,35.2
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1458240.0,1.53,0.0,0.0,,0.0,33.6
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1436540.0,1.46,0.0,0.0,,0.0,33.1
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1471260.0,1.44,0.0,0.0,,0.0,33.9
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1445220.0,1.47,0.0,0.0,,0.0,33.3
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1462580.0,1.45,0.0,0.0,,0.0,33.7
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1453900.0,1.46,0.0,0.0,,0.0,33.5
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1440880.0,1.45,0.0,0.0,,0.0,33.2
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1479940.0,1.44,0.0,0.0,,0.0,34.1
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1484280.0,1.48,0.0,0.0,,0.0,34.2
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1484280.0,1.48,0.0,0.0,,0.0,34.2
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1453900.0,1.48,0.0,0.0,,0.0,33.5
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1432200.0,1.45,0.0,0.0,,0.0,33.0
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43400.0,1462580.0,1.43,0.0,0.0,,0.0,33.7
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1467870.0,1.46,0.0,0.0,,0.0,33.9
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1441890.0,1.47,0.0,0.0,,0.0,33.3
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1450550.0,1.44,0.0,0.0,,0.0,33.5
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1433230.0,1.45,0.0,0.0,,0.0,33.1
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1433230.0,1.43,0.0,0.0,,0.0,33.1
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1421280.0,1.43,0.0,0.0,,0.0,32.9
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1421280.0,1.42,0.0,0.0,,0.0,32.9
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43000.0,1410400.0,1.41,0.0,0.0,,0.0,32.8
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1416960.0,1.42,0.0,0.0,,0.0,32.8
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1412640.0,1.42,0.0,0.0,,0.0,32.7
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1415910.0,1.42,0.0,0.0,,0.0,32.7
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43300.0,1411580.0,1.42,0.0,0.0,,0.0,32.6
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1373760.0,1.41,0.0,0.0,,0.0,31.8
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1347840.0,1.37,0.0,0.0,,0.0,31.2
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1339200.0,1.35,0.0,0.0,,0.0,31.0
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1365120.0,1.34,0.0,0.0,,0.0,31.6
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1408320.0,1.37,0.0,0.0,,0.0,32.6
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1464480.0,1.41,0.0,0.0,,0.0,33.9
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1468800.0,1.46,0.0,0.0,,0.0,34.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,43200.0,1460160.0,1.47,0.0,0.0,,0.0,33.8
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45500.0,1551550.0,1.54,0.0,0.0,,0.0,34.1
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45500.0,1556100.0,1.55,0.0,0.0,,0.0,34.2
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45500.0,1587950.0,1.56,0.0,0.0,,0.0,34.9
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45700.0,1553800.0,1.59,0.0,0.0,,0.0,34.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46710.0,1536759.0,1.59,0.0,0.0,,0.0,32.9
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46710.0,1513404.0,1.54,0.0,0.0,,0.0,32.4
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46710.0,1532088.0,1.51,0.0,0.0,,0.0,32.8
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46910.0,1501120.0,1.54,0.0,0.0,,0.0,32.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46510.0,1488320.0,1.49,0.0,0.0,,0.0,32.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46910.0,1501120.0,1.5,0.0,0.0,,0.0,32.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46810.0,1502601.0,1.52,0.0,0.0,,0.0,32.1
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46810.0,1497920.0,1.5,0.0,0.0,,0.0,32.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46810.0,1554092.0,1.5,0.0,0.0,,0.0,33.2
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46910.0,1557412.0,1.56,0.0,0.0,,0.0,33.2
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46910.0,1599631.0,1.56,0.0,0.0,,0.0,34.1
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46810.0,1633669.0,1.6,0.0,0.0,,0.0,34.9
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46810.0,1605583.0,1.63,0.0,0.0,,0.0,34.3
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47825.0,1592572.5,1.64,0.0,0.0,,0.0,33.3
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45896.0,1482440.8,1.53,0.0,0.0,,0.0,32.3
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,44210.0,1432404.0,1.43,0.0,0.0,,0.0,32.4
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,44010.0,1425924.0,1.43,0.0,0.0,,0.0,32.4
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1296324.0,1.3,0.0,0.0,,0.0,32.4
