,ALBOA FP Equity_DX_SI_QTY,ALBOA FP Equity_DX_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOA FP Equity_DX_SI_MV,ALBOA FP Equity_DX_DSS,ALBOA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SUPPLY_SI_QTY,ALBOA FP Equity_DX_BROKER_SI_QTY,ALBOA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOA FP Equity_DX_BROKER_SI_MV_INC_x,ALBOA FP Equity_DX_BROKER_SI_QTY_ADD,ALBOA FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOA FP Equity_DX_BROKER_SI_QTY_INC,ALBOA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOA FP Equity_DX_BROKER_SI_MV_INC_y,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOA FP Equity_DX_BROKER_SI_MV_ADD,ALBOA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOA FP Equity_DX_BROKER_SI_QTY_DEC,ALBOA FP Equity_DX_SUPPLY_SI_MV,ALBOA FP Equity_DX_BROKER_SI_MV_DEC,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOA FP Equity_DX_BROKER_SI_CON_RATIO,ALBOA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBOA FP Equity_PX_LAST
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1610.0,46368.0,0.04,0.0,0.0,,0.0,28.8
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3010.0,85183.0,0.09,0.0,0.0,,0.0,28.3
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3110.0,92367.0,0.09,0.0,0.0,,0.0,29.7
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3110.0,90501.0,0.09,0.0,0.0,,0.0,29.1
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3110.0,90190.0,0.09,0.0,0.0,,0.0,29.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1910.0,55581.0,0.06,0.0,0.0,,0.0,29.1
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2910.0,83517.0,0.08,0.0,0.0,,0.0,28.7
2023-10-12,72.0,2073.6,0.01,0.04,0.01,0.0,0.0,2073.6,72.0,72.0,2073.6,,,72.0,,,,,,0.0,72.0,,0.0,,100.0,2.18,0.0,0.0,0.0,100.0,1.0,100.0,0.0218,28.8
2023-10-13,72.0,2073.6,0.01,0.04,0.01,0.0,0.0,2073.6,72.0,72.0,2073.6,,,,,,,,,,,,0.0,,100.0,2.18,0.0,0.0,0.0,100.0,1.0,100.0,0.0218,28.8
2023-10-16,72.0,2052.0,0.01,0.04,0.01,0.0,0.0,2052.0,72.0,72.0,2052.0,,,,,,,,,,,,0.0,,100.0,1.67,0.0,0.0,0.0,100.0,1.0,100.0,0.0167,28.5
2023-10-17,72.0,2088.0,0.01,0.04,0.01,0.0,0.0,2088.0,72.0,72.0,2088.0,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,1.0,100.0,0.018,29.0
2023-10-18,72.0,2088.0,0.01,0.04,0.01,0.0,0.0,2088.0,72.0,72.0,2088.0,,,,,,,,,,,,0.0,,100.0,1.89,0.0,0.0,0.0,100.0,1.0,100.0,0.0189,29.0
2023-10-19,72.0,2052.0,0.01,0.04,0.01,0.0,0.0,2052.0,72.0,72.0,2052.0,,,,,,,,,,,,0.0,,100.0,1.47,0.0,0.0,0.0,100.0,1.0,100.0,0.0147,28.5
2023-10-20,72.0,2080.8,0.01,0.04,0.01,0.0,0.0,2080.8,72.0,72.0,2080.8,,,,,,,,,,,,0.0,,100.0,1.47,0.0,0.0,0.0,100.0,1.0,100.0,0.0147,28.9
2023-10-23,72.0,2116.8,0.01,0.03,0.01,0.0,0.0,2116.8,72.0,72.0,2116.8,,,,,,,,,,,,0.0,,100.0,1.44,0.0,0.0,0.0,100.0,1.0,100.0,0.0144,29.4
2023-10-24,72.0,2066.4,0.01,0.03,0.01,0.0,0.0,2066.4,72.0,72.0,2066.4,,,,,,,,,,,,0.0,,100.0,1.36,0.0,0.0,0.0,100.0,1.0,100.0,0.0136,28.7
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,72.0,,,,,72.0,0.0,0.0,0.0,0.0,5210.0,142233.0,0.15,0.0,0.0,,0.0,27.3
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5710.0,158738.0,0.16,0.0,0.0,,0.0,27.8
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5710.0,157596.0,0.16,0.0,0.0,,0.0,27.6
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5610.0,152592.0,0.15,0.0,0.0,,0.0,27.2
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5610.0,152592.0,0.15,0.0,0.0,,0.0,27.2
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5210.0,150569.0,0.14,0.0,0.0,,0.0,28.9
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5010.0,137775.0,0.14,0.0,0.0,,0.0,27.5
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5010.0,137274.0,0.14,0.0,0.0,,0.0,27.4
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5010.0,137274.0,0.14,0.0,0.0,,0.0,27.4
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5110.0,141036.0,0.14,0.0,0.0,,0.0,27.6
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5110.0,141036.0,0.14,0.0,0.0,,0.0,27.6
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6210.0,171396.0,0.17,0.0,0.0,,0.0,27.6
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6210.0,168912.0,0.17,0.0,0.0,,0.0,27.2
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5410.0,150398.0,0.15,0.0,0.0,,0.0,27.8
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5910.0,160161.0,0.16,0.0,0.0,,0.0,27.1
2023-11-15,106.0,2915.0,0.01,0.18,0.01,0.0,0.0,1457.5,53.0,53.0,1457.5,,,53.0,,,,,,0.0,53.0,,0.0,,100.0,1.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0252,27.5
2023-11-16,106.0,2968.0,0.01,0.19,0.01,0.0,0.0,1484.0,53.0,53.0,1484.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,1.0,100.0,0.0278,28.0
2023-11-17,146.0,4175.6,0.02,0.22,0.02,0.0,0.0,2087.8,73.0,73.0,2087.8,20.0,0.0,,,20.0,,0.0,20.0,,,,0.0,,100.0,1.92,0.0,0.0,0.0,100.0,1.0,100.0,0.0383,28.6
2023-11-20,146.0,4088.0,0.02,0.22,0.02,0.0,0.0,2044.0,73.0,73.0,2044.0,,,,,,,,,,,,0.0,,100.0,1.87,0.0,0.0,0.0,100.0,1.0,100.0,0.0373,28.0
2023-11-21,146.0,4102.6,0.02,0.22,0.02,0.0,0.0,2051.3,73.0,73.0,2051.3,,,,,,,,,,,,0.0,,100.0,1.3,0.0,0.0,0.0,100.0,1.0,100.0,0.026,28.1
2023-11-22,146.0,4102.6,0.02,0.23,0.02,0.0,0.0,2051.3,73.0,73.0,2051.3,,,,,,,,,,,,0.0,,100.0,2.27,0.0,0.0,0.0,100.0,1.0,100.0,0.0455,28.1
2023-11-23,40.0,1112.0,0.01,0.06,0.01,0.0,0.0,556.0,20.0,20.0,556.0,,,,0.0,,53.0,,,,,53.0,0.0,0.0,100.0,0.62,0.0,0.0,0.0,100.0,1.0,100.0,0.0125,27.8
2023-11-24,40.0,1084.0,0.01,0.07,0.01,0.0,0.0,542.0,20.0,20.0,542.0,,,,,,,,,,,,0.0,,100.0,0.62,0.0,0.0,0.0,100.0,1.0,100.0,0.0125,27.1
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,20.0,,,,,20.0,0.0,0.0,0.0,0.0,3210.0,81855.0,0.09,0.0,0.0,,0.0,25.5
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2610.0,61857.0,0.07,0.0,0.0,,0.0,23.7
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4210.0,94725.0,0.1,0.0,0.0,,0.0,22.5
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2710.0,63143.0,0.06,0.0,0.0,,0.0,23.3
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2710.0,62330.0,0.06,0.0,0.0,,0.0,23.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4110.0,96585.0,0.09,0.0,0.0,,0.0,23.5
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4210.0,101882.0,0.1,0.0,0.0,,0.0,24.2
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4210.0,102724.0,0.1,0.0,0.0,,0.0,24.4
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4710.0,113982.0,0.11,0.0,0.0,,0.0,24.2
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4710.0,115866.0,0.11,0.0,0.0,,0.0,24.6
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2910.0,71004.0,0.07,0.0,0.0,,0.0,24.4
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3010.0,69832.0,0.07,0.0,0.0,,0.0,23.2
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2910.0,68385.0,0.07,0.0,0.0,,0.0,23.5
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6110.0,142363.0,0.14,0.0,0.0,,0.0,23.3
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6110.0,141752.0,0.14,0.0,0.0,,0.0,23.2
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4810.0,111111.0,0.11,0.0,0.0,,0.0,23.1
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3410.0,80476.0,0.08,0.0,0.0,,0.0,23.6
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3410.0,82522.0,0.08,0.0,0.0,,0.0,24.2
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3410.0,81158.0,0.08,0.0,0.0,,0.0,23.8
2023-12-22,700.0,16590.0,0.09,0.36,0.09,0.02,0.0,16590.0,700.0,700.0,16590.0,,,700.0,,,,,,0.02,700.0,,0.02,,100.0,17.03,0.0,0.0,0.0,100.0,1.0,100.0,0.1703,23.7
2023-12-25,700.0,16590.0,0.09,0.36,0.09,0.02,0.0,16590.0,700.0,700.0,16590.0,,,,,,,,,,,,0.02,,100.0,17.03,0.0,0.0,0.0,100.0,1.0,100.0,0.1703,
2023-12-26,700.0,16590.0,0.09,0.36,0.09,0.02,0.0,16590.0,700.0,700.0,16590.0,,,,,,,,,,,,0.02,,100.0,27.89,0.0,0.0,0.0,100.0,1.0,100.0,0.2789,
2023-12-27,700.0,16800.0,0.09,0.36,0.09,0.02,0.0,16800.0,700.0,700.0,16800.0,,,,,,,,,,,,0.02,,100.0,27.89,0.0,0.0,0.0,100.0,1.0,100.0,0.2789,24.0
2023-12-28,46.0,1099.4,0.01,0.02,0.01,0.0,0.0,1099.4,46.0,46.0,1099.4,,,,0.02,,654.0,,,,,654.0,0.0,0.02,100.0,1.83,0.0,0.0,0.0,100.0,1.0,100.0,0.0183,23.9
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,46.0,,,,,46.0,0.0,0.0,0.0,0.0,2510.0,58483.0,0.06,0.0,0.0,,0.0,23.3
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2510.0,58483.0,0.06,0.0,0.0,,0.0,
2024-01-02,3000.0,70200.0,0.39,1.55,0.39,0.07,0.0,35100.0,1500.0,1500.0,35100.0,,,1500.0,,,,,,0.03,1500.0,,0.03,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.4
2024-01-03,3000.0,69300.0,0.39,1.64,0.39,0.07,0.0,34650.0,1500.0,1500.0,34650.0,,,,,,,,,,,,0.04,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.1
2024-01-04,3000.0,70200.0,0.39,1.61,0.39,0.07,0.0,35100.0,1500.0,1500.0,35100.0,,,,,,,,,,,,0.03,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.4
2024-01-05,3000.0,70200.0,0.39,1.61,0.39,0.07,0.0,35100.0,1500.0,1500.0,35100.0,,,,,,,,,,,,0.04,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.4
2024-01-08,3000.0,69600.0,0.39,1.61,0.39,0.07,0.0,34800.0,1500.0,1500.0,34800.0,,,,,,,,,,,,0.04,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.2
2024-01-09,3000.0,70200.0,0.39,1.6,0.39,0.07,0.0,35100.0,1500.0,1500.0,35100.0,,,,,,,,,,,,0.03,,100.0,99.34,0.0,0.0,0.0,100.0,1.0,100.0,1.9868,23.4
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.03,,1500.0,,,,,1500.0,0.0,0.03,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35636.0,0.04,0.0,0.0,,0.0,23.6
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35938.0,0.04,0.0,0.0,,0.0,23.8
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35636.0,0.04,0.0,0.0,,0.0,23.6
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35636.0,0.04,0.0,0.0,,0.0,23.6
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35787.0,0.04,0.0,0.0,,0.0,23.7
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35787.0,0.04,0.0,0.0,,0.0,23.7
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35636.0,0.04,0.0,0.0,,0.0,23.6
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,35485.0,0.04,0.0,0.0,,0.0,23.5
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,36240.0,0.04,0.0,0.0,,0.0,24.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,36693.0,0.04,0.0,0.0,,0.0,24.3
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,37297.0,0.04,0.0,0.0,,0.0,24.7
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1410.0,34545.0,0.03,0.0,0.0,,0.0,24.5
2024-02-02,88.0,2138.4,0.01,0.19,0.01,0.0,0.0,1069.2,44.0,44.0,1069.2,,,44.0,,,,,,0.0,44.0,,0.0,,100.0,3.12,0.0,0.0,0.0,100.0,1.0,100.0,0.0624,24.3
2024-02-05,88.0,2164.8,0.01,0.19,0.01,0.0,0.0,1082.4,44.0,44.0,1082.4,,,,,,,,,,,,0.0,,100.0,2.91,0.0,0.0,0.0,100.0,1.0,100.0,0.0583,24.6
2024-02-06,88.0,2156.0,0.01,0.2,0.01,0.0,0.0,1078.0,44.0,44.0,1078.0,,,,,,,,,,,,0.0,,100.0,2.91,0.0,0.0,0.0,100.0,1.0,100.0,0.0583,24.5
2024-02-07,88.0,2244.0,0.01,0.19,0.01,0.0,0.0,1122.0,44.0,44.0,1122.0,,,,,,,,,,,,0.0,,100.0,2.91,0.0,0.0,0.0,100.0,1.0,100.0,0.0583,25.5
2024-02-08,88.0,2261.6,0.01,0.17,0.01,0.0,0.0,1130.8,44.0,44.0,1130.8,,,,,,,,,,,,0.0,,100.0,5.43,0.0,0.0,0.0,100.0,1.0,100.0,0.1086,25.7
2024-02-09,320.0,8160.0,0.04,0.64,0.04,0.01,0.0,4080.0,160.0,160.0,4080.0,116.0,0.0,,,116.0,,0.0,116.0,,,,0.0,,100.0,19.75,0.0,0.0,0.0,100.0,1.0,100.0,0.3951,25.5
2024-02-12,320.0,8128.0,0.04,0.6,0.04,0.01,0.0,4064.0,160.0,160.0,4064.0,,,,,,,,,,,,0.0,,100.0,19.75,0.0,0.0,0.0,100.0,1.0,100.0,0.3951,25.4
2024-02-13,232.0,5846.4,0.03,0.44,0.03,0.01,0.0,2923.2,116.0,116.0,2923.2,,,,0.0,,44.0,,,,,44.0,0.0,0.0,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,25.2
2024-02-14,232.0,5916.0,0.03,0.46,0.03,0.01,0.0,2958.0,116.0,116.0,2958.0,,,,,,,,,,,,0.0,,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,25.5
2024-02-15,232.0,5916.0,0.03,0.47,0.03,0.01,0.0,2958.0,116.0,116.0,2958.0,,,,,,,,,,,,0.0,,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,25.5
2024-02-16,232.0,6124.8,0.03,0.48,0.03,0.01,0.0,3062.4,116.0,116.0,3062.4,,,,,,,,,,,,0.0,,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,26.4
2024-02-19,232.0,6101.6,0.03,0.48,0.03,0.01,0.0,3050.8,116.0,116.0,3050.8,,,,,,,,,,,,0.0,,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,26.3
2024-02-20,232.0,6032.0,0.03,0.49,0.03,0.01,0.0,3016.0,116.0,116.0,3016.0,,,,,,,,,,,,0.0,,100.0,14.32,0.0,0.0,0.0,100.0,1.0,100.0,0.2864,26.0
2024-02-21,232.0,5962.4,0.03,0.47,0.03,0.01,0.0,2981.2,116.0,116.0,2981.2,,,,,,,,,,,,0.0,,100.0,12.75,0.0,0.0,0.0,100.0,1.0,100.0,0.2549,25.7
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,116.0,,,,,116.0,0.0,0.0,0.0,0.0,910.0,23296.0,0.02,0.0,0.0,,0.0,25.6
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,910.0,24934.0,0.02,0.0,0.0,,0.0,27.4
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,710.0,19525.0,0.02,0.0,0.0,,0.0,27.5
2024-02-27,164.0,4428.0,0.02,0.33,0.02,0.0,0.0,2214.0,82.0,82.0,2214.0,,,82.0,,,,,,0.0,82.0,,0.0,,100.0,11.55,0.0,0.0,0.0,100.0,1.0,100.0,0.231,27.0
2024-02-28,164.0,4395.2,0.02,0.32,0.02,0.0,0.0,2197.6,82.0,82.0,2197.6,,,,,,,,,,,,0.0,,100.0,10.12,0.0,0.0,0.0,100.0,1.0,100.0,0.2025,26.8
2024-02-29,164.0,4346.0,0.02,0.32,0.02,0.0,0.0,2173.0,82.0,82.0,2173.0,,,,,,,,,,,,0.0,,100.0,10.12,0.0,0.0,0.0,100.0,1.0,100.0,0.2025,26.5
2024-03-01,164.0,3968.8,0.02,0.32,0.02,0.0,0.0,1984.4,82.0,82.0,1984.4,,,,,,,,,,,,0.0,,100.0,10.12,0.0,0.0,0.0,100.0,1.0,100.0,0.2025,24.2
2024-03-04,164.0,4018.0,0.02,0.31,0.02,0.0,0.0,2009.0,82.0,82.0,2009.0,,,,,,,,,,,,0.0,,100.0,11.55,0.0,0.0,0.0,100.0,1.0,100.0,0.231,24.5
2024-03-05,82.0,2009.0,0.01,0.16,0.01,0.0,0.0,0.0,82.0,0.0,2009.0,,,,,,,,,,,82.0,0.0,0.0,100.0,13.44,0.0,0.0,0.0,100.0,1.0,100.0,0.1344,24.5
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,82.0,,,,,,0.0,,0.0,0.0,610.0,14823.0,0.01,0.0,0.0,,0.0,24.3
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,12342.0,0.01,0.0,0.0,,0.0,24.2
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,12291.0,0.01,0.0,0.0,,0.0,24.1
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,810.0,19521.0,0.02,0.0,0.0,,0.0,24.1
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,810.0,19035.0,0.02,0.0,0.0,,0.0,23.5
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,11985.0,0.01,0.0,0.0,,0.0,23.5
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,11985.0,0.01,0.0,0.0,,0.0,23.5
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,11832.0,0.01,0.0,0.0,,0.0,23.2
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,510.0,11832.0,0.01,0.0,0.0,,0.0,23.2
