,JBOG FP Equity_DX_SI_QTY,JBOG FP Equity_DX_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,JBOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBOG FP Equity_DX_SI_MV,JBOG FP Equity_DX_DSS,JBOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SUPPLY_SI_QTY,JBOG FP Equity_DX_BROKER_SI_QTY,JBOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBOG FP Equity_DX_BROKER_SI_MV_INC_x,JBOG FP Equity_DX_BROKER_SI_QTY_ADD,JBOG FP Equity_DX_SUPPLY_SI_MV_DEC,JBOG FP Equity_DX_BROKER_SI_QTY_INC,JBOG FP Equity_DX_SUPPLY_SI_QTY_DEC,JBOG FP Equity_DX_BROKER_SI_MV_INC_y,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBOG FP Equity_DX_BROKER_SI_MV_ADD,JBOG FP Equity_DX_SUPPLY_SI_QTY_ADD,JBOG FP Equity_DX_BROKER_SI_QTY_DEC,JBOG FP Equity_DX_SUPPLY_SI_MV,JBOG FP Equity_DX_BROKER_SI_MV_DEC,JBOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBOG FP Equity_DX_UTILIZATION_QUANTITY,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBOG FP Equity_DX_ACTIVE_UTILIZATION_MV,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBOG FP Equity_DX_BROKER_SI_CON_RATIO,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBOG FP Equity_DX_DEMAND_SUPPLY_RATIO,JBOG FP Equity_PX_LAST
2001-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2001-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.95
2001-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7
2001-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7
2001-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2001-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2001-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2001-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2001-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2001-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2001-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2001-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2001-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52
2001-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8
2001-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.79
2001-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.51
2001-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2
2001-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8
2001-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2001-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2001-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2001-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2001-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.35
2001-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2001-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2001-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02
2001-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02
2001-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7
2001-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2001-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9
2001-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
2001-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2001-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2001-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2001-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7
2001-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
2001-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2001-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.25
2001-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2
2002-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2002-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2002-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2002-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.55
2002-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2002-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6
2002-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1
2002-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3
2002-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2002-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.85
2002-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.85
2002-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8
2002-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8
2002-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2002-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2002-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2002-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.25
2002-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.25
2002-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1
2002-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1
2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
2002-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2002-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2002-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2002-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9
2002-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
2002-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9
2002-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9
2002-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.85
2002-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5
2002-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5
2002-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4
2002-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8
2002-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.55
2002-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5
2002-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25
2002-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4
2002-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7
2002-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6
2002-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7
2002-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.75
2002-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65
2002-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.85
2002-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2002-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2002-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2002-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3
2002-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2
2002-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2002-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2002-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1
2002-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5
2002-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55
2002-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2002-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
2002-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
2002-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7
2002-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2002-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6
2002-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4
2002-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2002-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2002-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5
2002-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2002-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2002-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95
2002-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2002-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7
2002-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95
2002-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2002-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
2002-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55
2002-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
2002-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2002-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
2002-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
2002-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1
2002-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2002-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2002-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2002-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7
2002-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3
2002-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5
2002-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2002-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.45
2002-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2002-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.05
2002-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2002-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2002-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2002-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2002-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2002-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5
2002-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15
2002-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2002-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2002-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.05
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2003-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.05
2003-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2003-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2003-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2003-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2003-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2003-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2003-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2003-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2003-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
2003-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1
2003-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2003-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4
2003-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2003-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.05
2003-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.05
2003-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2003-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2003-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2003-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2003-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.05
2003-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5
2003-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.05
2003-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
2003-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2003-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5
2003-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9
2003-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9
2003-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5
2003-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2003-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.55
2003-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2003-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2003-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2003-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2003-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
2003-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
2003-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.05
2003-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2003-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1
2003-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
2003-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
2003-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.55
2003-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2003-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5
2003-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2003-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
2003-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1
2003-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1
2003-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1
2003-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
2003-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.95
2003-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
2003-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2
2003-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
2003-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
2003-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2003-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5
2003-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6
2003-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2003-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2003-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.05
2003-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9
2003-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
2003-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
2003-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2003-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2
2003-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5
2003-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85
2003-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.75
2003-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6
2003-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6
2003-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2003-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1
2003-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2003-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2003-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.05
2003-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9
2003-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5
2004-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2004-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2004-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2004-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3
2004-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
2004-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2004-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2004-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2004-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2004-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0
2004-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2004-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6
2004-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1
2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2
2004-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2004-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2004-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9
2004-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2004-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.15
2004-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
