,FR FP Equity_DX_SI_QTY,FR FP Equity_DX_SHORT_INTEREST_VALUE,FR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FR FP Equity_DX_SI_MV,FR FP Equity_DX_DSS,FR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY,FR FP Equity_DX_BROKER_SI_QTY,FR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FR FP Equity_DX_BROKER_SI_MV_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_INC_x,FR FP Equity_DX_BROKER_SI_MV_INC_x,FR FP Equity_DX_SUPPLY_SI_MV_NEW,FR FP Equity_DX_BROKER_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_NEW,FR FP Equity_DX_SUPPLY_SI_MV_DEC,FR FP Equity_DX_BROKER_SI_QTY_INC,FR FP Equity_DX_SUPPLY_SI_QTY_DEC,FR FP Equity_DX_BROKER_SI_MV_NEW_y,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FR FP Equity_DX_BROKER_SI_MV_INC_y,FR FP Equity_DX_SUPPLY_SI_QTY_INC_y,FR FP Equity_DX_BROKER_SI_MV_ADD,FR FP Equity_DX_SUPPLY_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_DEC,FR FP Equity_DX_SUPPLY_SI_MV,FR FP Equity_DX_BROKER_SI_MV_DEC,FR FP Equity_DX_SUPPLY_SI_MV_RMV,FR FP Equity_DX_BROKER_SI_MV_RMV,FR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FR FP Equity_DX_UTILIZATION_QUANTITY,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FR FP Equity_DX_ACTIVE_UTILIZATION_MV,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FR FP Equity_DX_BROKER_SI_CON_RATIO,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FR FP Equity_DX_DEMAND_SUPPLY_RATIO,FR FP Equity_PX_LAST
2007-05-08,6797898.0,220918588.63,9.73,7.1,8.76,292.57,2.0,139868620.89,4777292.0,4303905.0,155252786.39,,,846.0,,,,,14.49,,349381.0,,,,846.0,,102204.0,17306.0,201.27,0.36,,,84.5,33.34,876117.0,28472114.63,,36.95,84.49,13.94,0.1156,24.28,0.4744,42.08
2007-05-09,6796187.0,215614339.36,9.73,7.44,8.75,289.69,2.0,136461942.53,4796253.0,4301295.0,152164871.57,,13085.0,7249.0,0.0,0.54,,,0.08,11933.0,1571.0,,13085.0,0.0,7249.0,,198.0,14543.0,200.67,1.43,,,82.77,32.57,998458.0,31676859.69,,41.41,82.9,13.97,0.1165,24.51,0.4615,41.08
2007-05-10,6801116.0,214982847.98,9.74,8.3,8.76,286.55,2.0,134626468.61,4841186.0,4258992.0,153029584.25,,,20349.0,,,,,1.83,,32430.0,,,,20349.0,,57014.0,42303.0,199.44,2.73,,,82.94,33.03,995581.0,31470252.64,,41.24,82.87,14.06,0.1145,24.19,0.464,40.93
2007-05-11,6642264.0,211090096.0,9.51,8.08,8.56,279.01,2.0,130290675.69,4850563.0,4099790.0,154150122.51,,,998.0,0.38,,,,0.03,10071.0,636.0,,,0.38,998.0,,9015.0,169273.0,198.24,6.95,,,82.79,34.23,1008341.0,32044916.99,,41.64,82.64,14.42,0.1184,24.76,0.4688,41.15
2007-05-14,6677774.0,210929299.27,9.56,8.17,8.6,280.26,2.0,130592744.98,4918354.0,4134413.0,155354907.61,,,66658.0,1.67,,,,0.03,39524.0,784.0,,,1.67,66658.0,,1917.0,4900.0,201.69,0.21,,,84.75,34.81,884883.0,27950594.18,,36.41,84.71,14.32,0.1184,24.78,0.4726,40.9
2007-05-15,6508195.0,201501599.62,9.32,7.92,8.38,271.39,2.0,129500219.44,4775191.0,4182660.0,147845696.85,,,141134.0,1.95,,,,14.78,60355.0,359090.0,,,1.95,141134.0,,74793.0,12109.0,193.95,0.52,,,85.1,34.32,835768.0,25876389.52,,33.85,85.14,14.81,0.1179,25.27,0.4678,40.09
2007-05-16,6623197.0,205982909.14,9.48,7.77,8.53,272.23,2.0,129252063.71,5104653.0,4155985.0,158755850.85,,4381.0,96976.0,1.88,0.18,,,2.3,81924.0,51685.0,,4381.0,1.88,96976.0,,284171.0,108599.0,205.45,5.49,0.18,,81.97,34.99,1123130.0,34929594.38,4381.0,45.25,81.95,14.88,0.1138,24.51,0.454,40.27
2007-05-17,6768566.0,209092542.91,9.69,7.92,8.72,278.27,2.0,129885408.57,5302271.0,4204540.0,163796190.6,,,139010.0,2.1,,,,0.04,48555.0,909.0,,,2.1,139010.0,,59518.0,,213.54,,,,83.79,36.24,1025879.0,31691151.25,,41.25,83.81,14.55,0.1119,24.19,0.4626,40.0
2007-05-18,7845604.0,246241908.21,11.23,9.3,10.11,320.92,3.0,164770986.5,6009667.0,5249829.0,188619240.76,,78296.0,624247.0,42.22,3.18,,,1.08,1052105.0,24581.0,,78296.0,42.22,624247.0,,119222.0,6816.0,241.12,0.33,3.67,,83.19,40.72,1214187.0,38108439.3,89787.0,48.95,83.12,12.51,0.1121,23.63,0.5317,40.64
2007-05-21,8393075.0,264915657.01,12.02,10.07,10.81,346.8,3.0,181193493.68,6031101.0,5740584.0,190363255.89,,,78738.0,28.23,,,,3.53,664123.0,90894.0,,,28.23,78738.0,,33590.0,173368.0,245.35,6.61,,,83.94,40.88,1154067.0,36426508.47,,47.19,83.87,11.79,0.1131,23.4,0.5689,40.87
2007-05-22,9354784.0,291802831.91,13.39,11.46,12.05,389.16,3.0,207595074.6,6406623.0,6655203.0,199841143.78,,52000.0,99338.0,36.98,2.1,217992.0,,1.31,844205.0,32865.0,,52000.0,36.98,99338.0,9.05,257049.0,147578.0,261.06,6.06,,,85.27,43.3,1106957.0,34529197.83,,45.44,85.17,10.36,0.1332,29.64,0.6323,40.39
2007-05-23,10073646.0,320761255.7,14.42,12.08,12.97,416.01,3.0,223878750.13,7022128.0,7031009.0,223595964.66,,,5200.0,18.93,,,,0.51,453713.0,8495.0,,,18.93,5200.0,,618800.0,77907.0,286.19,4.96,,,73.31,47.27,2556281.0,81396140.33,,103.89,73.37,12.93,0.1281,27.29,0.6781,41.23
2007-05-24,11227637.0,357592914.29,16.07,13.6,14.46,467.83,3.0,249485049.19,7841709.0,7833286.0,249753316.24,,,632908.0,38.64,,,,1.51,893642.0,38714.0,,,38.64,632908.0,,225386.0,91365.0,323.36,3.31,,,79.36,52.71,2039797.0,64966203.82,,84.5,79.28,11.48,0.1129,24.7,0.7547,41.24
2007-05-25,12625934.0,407100728.57,18.07,15.31,16.26,525.74,4.0,267494983.08,9946806.0,8296163.0,320717023.35,,,1099039.0,20.67,,,,0.61,499400.0,14656.0,,,20.67,1099039.0,,1020715.0,36523.0,410.95,1.48,,,91.04,66.02,979068.0,31568301.89,,40.71,90.99,11.02,0.0954,21.87,0.838,41.75
2007-05-28,14812021.0,482277283.83,21.2,17.83,19.08,618.72,4.0,355186687.52,9975217.0,10908730.0,324791637.85,,,6111.0,94.62,,405000.0,,1.5,2268686.0,37000.0,,,94.62,6111.0,16.91,59300.0,61119.0,415.34,1.93,,,91.71,66.15,901284.0,29345678.05,,37.67,91.68,18.52,0.1102,21.68,0.9823,42.16
2007-05-29,15744759.0,508026466.36,22.54,19.55,20.28,661.43,5.0,370402587.5,10384211.0,11479519.0,335060957.13,,,252926.0,25.61,,,,2.35,570789.0,60570.0,,,25.61,252926.0,,216638.0,,436.08,,,,92.92,67.89,791064.0,25524776.12,,33.29,92.91,18.58,0.1117,21.96,1.0293,41.78
2007-05-30,15508982.0,498382624.45,22.2,19.44,19.98,651.43,4.0,357868093.39,10493993.0,11136363.0,337225471.81,,,176150.0,23.38,,1900.0,,3.34,563241.0,78977.0,,,23.38,176150.0,0.08,12609.0,908297.0,438.09,37.3,,,93.45,68.47,735129.0,23623440.94,,30.8,93.43,18.51,0.112,22.56,1.0119,41.61
2007-05-31,16675031.0,545125883.37,23.87,21.08,21.48,699.37,5.0,395545384.38,10827902.0,12099465.0,353976531.9,,,202000.0,41.72,,,,0.41,1002560.0,4019.0,,,41.72,202000.0,,135928.0,39458.0,451.73,1.81,,,93.93,70.61,699262.0,22859676.57,,29.37,93.9,20.73,0.1162,22.1,1.0874,42.33
2007-06-01,16865792.0,548152599.3,25.43,21.53,21.72,710.5,5.0,397646129.16,10791650.0,12234945.0,350737812.86,,4381.0,8340.0,9.29,0.19,,,2.19,205280.0,53478.0,,4381.0,9.29,8340.0,,8886.0,69799.0,452.13,2.31,0.18,,93.98,72.29,691114.0,22461793.4,4381.0,29.09,93.95,20.44,0.1156,22.12,1.1298,40.99
2007-06-04,17026018.0,549445115.52,25.67,22.18,21.93,707.13,5.0,399222474.73,10887498.0,12370970.0,351349481.5,,,40095.0,3.28,,,,3.38,136025.0,55640.0,,,3.28,40095.0,,111393.0,,445.35,,,,93.6,70.34,744924.0,24039376.28,,30.63,93.57,20.54,0.1177,22.63,1.1,40.7
2007-06-05,16728022.0,534390437.13,25.22,21.75,21.55,691.4,5.0,398197309.56,10808442.0,12464769.0,345284579.67,,,72352.0,6.36,,2500.0,,7.6,176699.0,178407.0,,,6.36,72352.0,0.1,27000.0,85400.0,438.18,3.69,,,92.98,69.33,815429.0,26049550.85,,33.13,92.97,20.91,0.1206,23.14,1.073,40.29
2007-06-06,16637266.0,524763425.75,25.09,21.66,21.43,713.09,5.0,402126593.67,10571969.0,12749149.0,333455188.45,,,34476.0,46.15,,,,11.83,547972.0,310265.0,,,46.15,34476.0,,39315.0,263593.0,426.23,7.94,,,92.44,67.98,864639.0,27271964.26,,35.33,92.35,19.21,0.1187,22.5,1.0697,39.78
2007-06-07,15875228.0,497329041.46,23.94,20.49,20.45,675.76,5.0,386173132.92,10065025.0,12327023.0,315310698.88,,,425.0,6.72,,,,21.24,168351.0,514428.0,,,6.72,425.0,,7059.0,590476.0,401.41,27.39,,,90.79,66.1,1021255.0,31993226.82,,40.89,90.75,20.03,0.1325,24.57,1.0425,39.51
2007-06-08,15615066.0,494007496.56,23.54,21.1,20.11,664.15,5.0,381661555.32,8988515.0,12063927.0,284365995.83,,,131704.0,1.16,,,,48.56,28960.0,1211030.0,,,1.16,131704.0,,2816.0,292057.0,357.42,12.31,,,85.21,59.24,1560697.0,49375136.67,,62.56,85.1,20.24,0.1359,24.99,1.0292,39.9
2007-06-11,17931972.0,573420339.58,27.04,23.95,23.1,761.15,5.0,445953295.09,9401553.0,13945829.0,300638530.65,,,296456.0,102.71,,,,1.87,2476770.0,47395.0,,,102.71,296456.0,,163977.0,594867.0,375.88,24.28,,,86.96,61.52,1410418.0,45101697.04,,56.96,86.84,14.71,0.114,21.98,1.1734,40.33
2007-06-12,18057736.0,574148839.81,27.23,24.5,23.26,772.68,5.0,444037872.94,9480504.0,13965575.0,301434264.65,,,27511.0,4.81,,,,4.19,92746.0,108899.0,,,4.81,27511.0,,160339.0,73000.0,382.21,2.33,,,85.55,62.02,1600910.0,50901210.38,,64.99,85.47,14.67,0.1136,22.07,1.1814,40.1
2007-06-13,19204742.0,610922641.67,28.96,25.9,24.74,788.03,5.0,472718981.6,9388453.0,14860222.0,298656368.72,,,86745.0,64.84,,,,12.7,1703210.0,315856.0,,,64.84,86745.0,,154559.0,808563.0,376.64,57.39,0.7,,86.85,60.41,1421649.0,45224120.3,17500.0,57.43,86.77,14.4,0.1319,27.32,1.2357,40.12
2007-06-14,17943990.0,589170601.94,27.06,24.93,23.11,735.28,5.0,447333019.56,8777736.0,13624134.0,288207026.57,,,78957.0,,,,,27.42,,689674.0,,,,78957.0,,,1236089.0,354.76,52.73,,,86.27,55.99,1397563.0,45887399.29,,57.24,86.11,15.4,0.1356,28.87,1.1446,41.41
2007-06-15,18091614.0,595739043.44,27.28,25.44,23.3,754.1,5.0,461778604.34,8457159.0,14023456.0,278485922.42,,,15557.0,22.68,,,,13.74,500402.0,336134.0,,,22.68,15557.0,,,101079.0,348.64,3.09,,,84.15,53.52,1592790.0,52449007.09,,66.25,84.03,18.1,0.1394,28.12,1.145,41.53
2007-06-18,17256166.0,561661028.48,26.02,24.26,22.23,721.22,5.0,434538597.04,7775334.0,13350526.0,253074877.19,,,1411.0,1.58,,,,27.49,33615.0,666382.0,,,1.58,1411.0,,35145.0,706546.0,321.07,28.74,2.16,,81.39,49.48,1778352.0,57882557.07,52000.0,73.41,81.39,18.97,0.1394,27.48,1.0982,41.05
2007-06-19,17463364.0,559958540.37,26.33,24.35,22.49,722.94,5.0,436113350.6,7657412.0,13601018.0,245533062.62,,,1501.0,24.55,,,,5.25,581857.0,119423.0,,,24.55,1501.0,,,331364.0,313.8,15.07,,,80.85,48.92,1813229.0,58140749.07,,74.22,80.87,16.8,0.1493,30.8,1.1157,40.44
2007-06-20,15492385.0,492583061.0,22.76,21.49,19.95,639.43,4.0,376240516.86,7499389.0,11833259.0,238444370.52,,,556.0,0.81,,,,8.7,19983.0,210578.0,,,0.81,556.0,,52000.0,1787742.0,305.43,73.99,,,80.46,47.94,1821036.0,57900154.63,,73.92,80.51,18.35,0.1577,32.25,0.9904,40.1
2007-06-21,14394032.0,455378140.17,21.15,19.79,18.54,591.63,4.0,346572175.57,6142043.0,10954788.0,194313318.06,,,102803.0,3.88,,,,63.33,109890.0,1523773.0,,,3.88,102803.0,,63623.0,988361.0,246.23,40.49,,,71.64,39.33,2431052.0,76910204.06,,97.23,71.69,20.5,0.1787,34.64,0.9217,39.9
2007-06-22,14464787.0,457616587.35,21.73,19.77,18.63,591.65,4.0,353013923.84,5818551.0,11158405.0,184079133.14,,,3520.0,15.29,,,,13.27,390024.0,327011.0,,,15.29,3520.0,,,186408.0,231.26,8.05,,,70.89,37.58,2389009.0,75580106.76,,95.55,70.76,22.8,0.1869,34.59,0.9343,39.9
2007-06-25,13282830.0,413693705.5,19.96,18.11,17.11,541.97,4.0,316049653.85,5518464.0,10147686.0,171872546.8,,,76510.0,9.98,,,,15.6,253413.0,392597.0,,,9.98,76510.0,,16000.0,1264132.0,219.35,53.01,,,81.42,35.65,1259171.0,39216877.49,,49.43,81.61,26.96,0.1759,29.37,0.8581,39.28
2007-06-26,13054417.0,405234178.02,19.61,17.81,16.81,527.71,4.0,290736829.37,6019882.0,9365942.0,186868700.0,,,550000.0,19.68,,,,4.29,505000.0,99849.0,,,19.68,550000.0,,51266.0,1286744.0,236.57,53.83,,,38.84,38.84,9481036.0,294309568.19,,372.77,38.82,23.1,0.1461,25.06,0.8422,39.15
2007-06-27,11897368.0,369977491.84,16.2,17.1,15.32,472.76,4.0,256739924.57,5920477.0,8255987.0,184111580.9,,,62166.0,,,,,8.34,,210828.0,,,,62166.0,,49257.0,1109954.0,231.8,52.32,,,38.17,38.17,9590708.0,298246308.83,,375.99,38.14,23.33,0.1592,27.11,0.767,39.22
2007-06-28,11247636.0,353785698.64,15.32,16.08,14.49,448.22,3.0,235845871.81,5992748.0,7498066.0,188497257.37,,,89796.0,,,,,1.37,,36326.0,,,,89796.0,,18801.0,757921.0,235.43,29.37,,,38.64,38.64,9516762.0,299342394.52,,375.28,38.55,18.34,0.1492,28.24,0.7252,39.67
2007-06-29,10777720.0,340201241.17,14.68,15.44,13.88,430.96,3.0,216802802.99,6153028.0,6868405.0,194221761.43,,,123445.0,1.35,,,,0.8,24564.0,23306.0,,,1.35,123445.0,,60141.0,654226.0,242.82,25.97,,,39.26,39.26,9520904.0,300529551.51,,377.16,39.17,16.36,0.1543,29.81,0.6876,39.81
2007-07-02,10128463.0,315290336.99,13.79,14.41,13.05,405.78,3.0,202921801.39,5896636.0,6518709.0,183557204.24,,,92067.0,,,,,22.21,,567318.0,,,,92067.0,,218859.0,349695.0,232.97,13.54,,,37.32,37.32,9903222.0,308278778.49,,391.15,37.33,17.57,0.1717,31.59,0.641,39.26
2007-07-03,10043018.0,315019431.57,13.68,14.29,12.94,400.63,3.0,201930826.4,5892761.0,6437682.0,184838284.72,,,544.0,0.43,,,,0.24,21476.0,4418.0,,,0.43,544.0,,,102503.0,232.19,4.67,,,37.63,37.63,9768397.0,306405392.31,,383.26,37.73,17.61,0.1728,32.1,0.6413,39.56
2007-07-04,10054352.0,318484051.12,13.69,14.67,12.95,402.78,3.0,203294677.15,5910910.0,6417892.0,187235394.45,,,37024.0,,,,,0.72,,18875.0,,,,37024.0,,,19791.0,233.85,0.25,,,37.74,37.74,9752277.0,308915451.4,,386.49,37.7,17.59,0.1721,31.99,0.6419,39.95
2007-07-05,9802499.0,307863688.68,13.35,14.59,12.63,395.42,3.0,197068710.07,5800482.0,6274744.0,182173727.8,,,1426.0,0.9,,,,4.9,1852.0,123854.0,,,0.9,1426.0,,12000.0,145000.0,231.16,5.53,,,37.1,37.1,9832336.0,308800769.0,,390.93,37.16,18.04,0.1763,32.89,0.627,39.61
2007-07-06,9355546.0,297164484.02,12.74,14.18,12.05,375.71,3.0,185714136.28,5701871.0,5846786.0,181111134.9,,113892.0,14562.0,10.36,4.51,,,4.58,272042.0,113936.0,,113892.0,10.36,14562.0,,,700000.0,225.9,27.97,4.55,,34.74,34.74,10709060.0,340156767.89,113129.0,425.31,34.69,13.35,0.1924,37.56,0.5701,40.06
2007-07-09,9337476.0,296146298.9,12.71,14.62,12.03,377.96,3.0,183828906.79,5814304.0,5796115.0,184405786.99,,,33433.0,,,,,,,,,,,33433.0,,79000.0,50671.0,232.53,1.02,,,35.76,35.76,10444236.0,331248169.87,,418.43,35.72,13.44,0.1895,37.08,0.5743,40.0
2007-07-10,9292196.0,292941942.48,12.65,14.41,11.97,374.25,3.0,183298311.92,5750965.0,5814271.0,181302553.05,,,27889.0,1.46,,,,3.18,54156.0,79075.0,,,1.46,27889.0,,11847.0,36000.0,228.39,1.43,0.96,,35.36,35.36,10511516.0,331381722.41,24000.0,418.92,35.28,12.64,0.1929,37.86,0.5714,39.76
2007-07-11,9293707.0,289599859.19,12.65,14.46,11.97,373.53,3.0,181247956.3,5790314.0,5816527.0,180431136.8,,,36222.0,0.0,,,,1.72,2256.0,41873.0,,,0.0,36222.0,,45000.0,,229.39,,,,35.61,35.61,10471922.0,326314046.34,,414.12,35.65,12.37,0.1922,37.84,0.5715,39.3
2007-07-12,9148840.0,286754119.93,12.46,14.51,11.78,364.83,3.0,180907308.19,5676248.0,5771816.0,177911899.19,,,10385.0,,,,,6.77,,168432.0,,,,10385.0,,43981.0,44712.0,222.89,2.82,,,34.93,34.93,10575800.0,331479643.49,,416.83,34.84,12.49,0.1934,38.07,0.5629,39.53
2007-07-13,9431409.0,295386398.63,12.84,15.06,12.15,377.42,3.0,180943586.82,5911188.0,5777358.0,185135066.77,,,162128.0,1.35,,,,1.7,23471.0,42929.0,,,1.35,162128.0,,115740.0,17929.0,233.33,0.75,,,36.27,36.27,10385988.0,325283273.32,,409.68,36.29,12.15,0.1854,36.96,0.5787,39.5
2007-07-16,9509521.0,302281464.47,12.95,15.58,12.25,381.39,3.0,183109656.24,5894565.0,5760476.0,187371976.0,,,84720.0,,,,,5.65,,144142.0,,,,84720.0,,42799.0,16881.0,233.38,0.26,,,35.81,35.81,10566738.0,335887479.22,,419.15,35.77,12.01,0.1817,36.53,0.5777,40.09
2007-07-17,9215373.0,290300846.97,12.55,15.18,11.87,372.89,3.0,177903428.83,5734060.0,5647405.0,180633217.4,,,4958.0,,,,,12.32,,308994.0,,,,4958.0,,143531.0,113071.0,229.13,3.28,,,35.29,35.29,10514701.0,331232019.14,,419.61,35.32,12.48,0.188,37.52,0.5671,39.73
2007-07-18,9389867.0,292894094.97,12.79,15.59,12.09,377.21,3.0,176935867.49,5672232.0,5672372.0,176931500.53,,,105841.0,0.18,,,,9.34,28617.0,230476.0,,,0.18,105841.0,,62807.0,3650.0,224.45,0.23,,,34.9,34.9,10582799.0,330104711.32,,418.96,34.88,12.2,0.1851,37.09,0.5777,39.34
2007-07-19,9272276.0,293196188.04,12.63,15.32,11.94,370.67,3.0,174791047.04,5213770.0,5527735.0,164863242.78,,,3300.0,0.0,,,,20.83,7047.0,530321.0,,,0.0,3300.0,,68559.0,151684.0,205.34,6.23,,,31.88,31.88,11142762.0,352342331.34,,441.01,31.77,12.28,0.1891,37.68,0.5669,39.88
2007-07-20,9327021.0,294927265.21,12.7,15.65,12.01,375.97,3.0,174109809.91,5312059.0,5506191.0,167971213.27,,,99162.0,,,,,1.04,,27774.0,,,,99162.0,,26900.0,21544.0,211.34,0.0,,,32.4,32.4,11085086.0,350518573.79,,442.01,32.35,12.29,0.1865,37.23,0.5688,39.88
2007-07-23,7062993.0,226249152.18,9.62,12.33,9.1,286.16,2.0,110823338.36,5091290.0,3459657.0,163089506.95,,,52736.0,0.07,,,,11.79,1835.0,299152.0,,,0.07,52736.0,,25647.0,2048369.0,203.41,81.9,,,31.07,31.07,11293462.0,361763943.79,,452.96,30.99,16.4,0.1401,26.32,0.4311,40.4
2007-07-24,7120571.0,227359586.28,9.7,12.4,9.17,290.45,2.0,110559165.86,5145973.0,3462552.0,164310740.29,,,100944.0,0.86,,,,1.87,9895.0,46260.0,,,0.86,100944.0,,,7000.0,207.25,0.02,,,31.2,31.2,11348117.0,362344984.16,,457.71,31.17,16.25,0.1405,26.26,0.4317,40.27
2007-07-25,7286466.0,232483285.38,9.92,12.73,9.38,297.23,2.0,114215632.25,5177687.0,3579734.0,165200206.03,,,39543.0,6.01,,,,1.49,149137.0,37139.0,,,6.01,39543.0,,29309.0,31955.0,208.8,1.25,,,31.5,31.5,11260692.0,359285649.83,,454.16,31.5,15.81,0.1383,25.56,0.4432,40.24
2007-07-26,7196568.0,215349639.32,9.8,12.46,9.27,289.81,2.0,108486386.72,5093117.0,3625405.0,152406106.49,,,4142.0,0.96,,,,4.67,45672.0,113510.0,,,0.96,4142.0,,24798.0,,201.76,,,,30.79,30.79,11446596.0,342527204.64,,452.24,30.85,16.18,0.1417,26.21,0.4351,37.74
2007-07-27,7211050.0,214696649.86,9.82,12.1,9.29,279.75,2.0,106885171.7,5143034.0,3589969.0,153125019.23,,,65000.0,0.21,,,,1.05,6841.0,15083.0,,,0.21,65000.0,,,42278.0,194.68,4.14,,,31.7,31.7,11083256.0,329984944.32,,419.84,31.68,15.68,0.1369,25.44,0.4444,37.55
2007-07-30,6146698.0,179254645.81,8.37,9.81,7.92,237.34,2.0,88762938.86,4630537.0,3043709.0,135039214.53,,,47627.0,0.0,,,,23.37,3740.0,618054.0,,,0.0,47627.0,,57930.0,550000.0,172.93,20.66,,,28.46,28.46,11638596.0,339413519.87,,435.53,28.42,13.8,0.1574,30.12,0.3778,36.78
2007-07-31,6085550.0,183261659.5,8.29,9.65,7.84,234.1,2.0,90552439.13,4600538.0,3006965.0,138541664.84,,,91162.0,,,,,4.87,,124401.0,,,,91162.0,,3240.0,36744.0,170.77,1.68,,,28.28,28.28,11669660.0,351422838.91,,438.08,28.05,13.94,0.1552,29.72,0.374,37.98
2007-08-01,6225800.0,183042403.63,8.48,9.96,8.02,242.37,2.0,89277699.01,4711161.0,3036592.0,138511072.2,,,55623.0,1.97,,,,0.08,29627.0,2715.0,,,1.97,55623.0,,57715.0,,179.03,,,,29.15,29.15,11451520.0,336681831.41,,432.6,29.27,13.24,0.154,29.64,0.3852,37.08
2007-08-02,6263855.0,183763916.98,8.53,10.36,8.07,239.56,2.0,88820725.18,4764380.0,3027581.0,139773530.96,,,41368.0,,,,,0.49,,5245.0,,,,41368.0,,38911.0,9011.0,176.52,1.48,0.83,,29.79,29.79,11228348.0,329408201.45,21815.0,417.05,29.74,13.31,0.1523,29.24,0.3917,37.0
2007-08-03,6287070.0,185790929.75,8.5,10.54,8.04,239.58,2.0,89670327.46,4788779.0,3034398.0,141514521.51,,8000.0,16399.0,0.03,0.29,,,,6817.0,,,8000.0,0.03,16399.0,,,,176.71,,,,29.92,29.92,11218864.0,331531726.74,,416.65,29.78,13.3,0.1514,29.16,0.3928,37.27
2007-08-06,6291314.0,183222628.52,8.51,10.46,8.05,240.58,2.0,89076234.92,4789669.0,3058610.0,139490056.28,,,16971.0,0.44,,18800.0,,0.57,5413.0,16081.0,,,0.44,16971.0,0.7,,,178.02,,,,29.72,29.72,11325816.0,329842983.14,,418.77,29.83,13.28,0.1519,29.27,0.3904,36.73
2007-08-07,6122335.0,179612117.56,8.28,10.29,7.83,233.57,2.0,88898204.71,4766449.0,3030222.0,139834229.61,,,972.0,,,,,0.95,,24191.0,,,,972.0,,,28388.0,176.12,1.3,,,29.18,29.18,11570273.0,339439320.84,,427.2,29.19,13.66,0.1469,27.81,0.3748,37.0
2007-08-08,6257193.0,182576210.59,8.46,10.32,8.01,238.0,2.0,88982921.95,4881936.0,3049594.0,142448119.35,,,55346.0,0.55,,,,,19372.0,,,,0.55,55346.0,,60141.0,,180.51,,,,29.24,29.24,11812416.0,344669910.49,,436.54,29.25,13.4,0.1463,27.47,0.3748,36.8
2007-08-09,6398310.0,183091835.93,8.65,10.34,8.19,243.2,2.0,93877636.05,4792007.0,3280639.0,137126422.35,9.15,,24072.0,,,,239200.0,4.21,,114001.0,9.15,,,24072.0,,,8155.0,176.82,0.33,,,28.79,28.79,11853528.0,339196475.9,,434.19,28.94,13.1,0.1365,26.69,0.3844,36.09
2007-08-10,6351916.0,178792755.96,8.59,9.85,8.13,238.0,2.0,91636496.19,4770711.0,3255542.0,134285240.48,,,,,,,,0.96,,21297.0,,,,,,,25098.0,172.5,1.85,,,28.42,28.42,12016286.0,338232572.71,,432.25,28.52,13.01,0.1366,26.75,0.3784,35.5
2007-08-13,6519238.0,188102995.37,8.82,9.7,8.34,243.11,2.0,94203700.03,4889435.0,3264894.0,141077434.08,,,96707.0,1.26,,9253.0,,1.42,35623.0,38123.0,,,1.26,96707.0,0.35,60141.0,35524.0,176.01,1.62,,,28.11,28.11,12506967.0,360870082.63,,451.48,28.05,13.2,0.1341,25.71,0.3747,36.39
2007-08-14,6035815.0,171474500.99,8.16,9.04,7.72,226.86,2.0,93553883.61,4367008.0,3293049.0,124064524.45,,,12559.0,1.47,,2000.0,,18.65,26155.0,518616.0,,,1.47,12559.0,0.07,,,158.97,,0.59,,25.24,25.24,12937244.0,367540665.03,16370.0,470.2,25.27,13.97,0.1401,27.75,0.3488,35.83
2007-08-15,6165785.0,176193538.94,8.34,9.27,7.89,230.25,2.0,99295750.98,4435938.0,3474794.0,126761412.33,,,126723.0,8.98,,5080.0,,3.83,240825.0,102396.0,,,8.98,126723.0,0.18,44602.0,64160.0,160.3,3.55,,,25.69,25.69,12833326.0,366725262.77,,464.67,25.65,15.39,0.1338,26.47,0.357,36.04
2007-08-16,6372530.0,171591744.58,8.62,9.51,8.15,235.47,2.0,103330594.62,4282861.0,3837465.0,115323676.91,,,19739.0,12.48,,,,6.36,362671.0,172816.0,,,12.48,19739.0,,,,152.61,,,,24.6,24.6,13126406.0,353451910.88,,467.31,24.62,19.11,0.138,26.02,0.366,33.96
2007-08-17,6467664.0,183332860.86,8.75,9.38,8.28,233.84,2.0,113577858.03,4102232.0,4006829.0,116282158.21,,,,12.31,,,,6.39,363471.0,180629.0,,,12.31,,,,194108.0,142.05,8.6,,,23.59,23.59,13284994.0,376577378.87,,470.24,23.2,23.4,0.1466,24.53,0.372,35.75
