,FCMC FP Equity_DX_SI_QTY,FCMC FP Equity_DX_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FCMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FCMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FCMC FP Equity_DX_SI_MV,FCMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SUPPLY_SI_QTY,FCMC FP Equity_DX_BROKER_SI_QTY,FCMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FCMC FP Equity_DX_SUPPLY_SI_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FCMC FP Equity_DX_UTILIZATION_QUANTITY,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FCMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_MV,FCMC FP Equity_DX_BROKER_SI_CON_RATIO,FCMC FP Equity_DX_DEMAND_SUPPLY_RATIO,FCMC FP Equity_PX_LAST
1996-06-04,,,,,,,,,,,,,,,,,,,,533.572
1996-06-10,,,,,,,,,,,,,,,,,,,,533.572
1996-06-12,,,,,,,,,,,,,,,,,,,,533.572
1996-06-19,,,,,,,,,,,,,,,,,,,,533.572
1996-06-28,,,,,,,,,,,,,,,,,,,,562.537
1996-07-01,,,,,,,,,,,,,,,,,,,,562.384
1996-07-24,,,,,,,,,,,,,,,,,,,,507.655
1996-07-25,,,,,,,,,,,,,,,,,,,,458.262
1996-07-26,,,,,,,,,,,,,,,,,,,,439.053
1996-07-30,,,,,,,,,,,,,,,,,,,,442.102
1996-08-02,,,,,,,,,,,,,,,,,,,,487.38
1996-08-05,,,,,,,,,,,,,,,,,,,,511.619
1996-08-06,,,,,,,,,,,,,,,,,,,,532.047
1996-08-08,,,,,,,,,,,,,,,,,,,,480.367
1996-08-09,,,,,,,,,,,,,,,,,,,,464.207
1996-08-19,,,,,,,,,,,,,,,,,,,,442.102
1996-08-23,,,,,,,,,,,,,,,,,,,,464.207
1996-08-27,,,,,,,,,,,,,,,,,,,,442.102
1996-08-29,,,,,,,,,,,,,,,,,,,,442.864
1996-09-04,,,,,,,,,,,,,,,,,,,,442.864
1996-09-10,,,,,,,,,,,,,,,,,,,,445.151
1996-09-11,,,,,,,,,,,,,,,,,,,,445.304
1996-09-20,,,,,,,,,,,,,,,,,,,,448.2
1996-09-23,,,,,,,,,,,,,,,,,,,,427.619
1996-09-25,,,,,,,,,,,,,,,,,,,,443.627
1996-10-03,,,,,,,,,,,,,,,,,,,,472.592
1996-10-14,,,,,,,,,,,,,,,,,,,,492.258
1996-10-16,,,,,,,,,,,,,,,,,,,,597.905
1996-10-17,,,,,,,,,,,,,,,,,,,,609.796
1996-10-21,,,,,,,,,,,,,,,,,,,,708.888
1996-10-22,,,,,,,,,,,,,,,,,,,,780.539
1996-10-23,,,,,,,,,,,,,,,,,,,,809.504
1996-10-24,,,,,,,,,,,,,,,,,,,,838.47
1996-10-25,,,,,,,,,,,,,,,,,,,,835.421
1996-10-29,,,,,,,,,,,,,,,,,,,,716.968
1996-10-30,,,,,,,,,,,,,,,,,,,,718.035
1996-10-31,,,,,,,,,,,,,,,,,,,,702.942
1996-11-04,,,,,,,,,,,,,,,,,,,,701.265
1996-11-05,,,,,,,,,,,,,,,,,,,,686.021
1996-11-13,,,,,,,,,,,,,,,,,,,,670.776
1996-11-15,,,,,,,,,,,,,,,,,,,,739.53
1996-11-19,,,,,,,,,,,,,,,,,,,,814.078
1996-11-21,,,,,,,,,,,,,,,,,,,,736.024
1996-11-22,,,,,,,,,,,,,,,,,,,,794.259
1996-11-25,,,,,,,,,,,,,,,,,,,,823.225
1996-11-26,,,,,,,,,,,,,,,,,,,,807.98
1996-11-27,,,,,,,,,,,,,,,,,,,,807.98
1996-12-02,,,,,,,,,,,,,,,,,,,,807.98
1996-12-03,,,,,,,,,,,,,,,,,,,,807.98
1996-12-13,,,,,,,,,,,,,,,,,,,,800.357
1996-12-17,,,,,,,,,,,,,,,,,,,,740.902
1996-12-19,,,,,,,,,,,,,,,,,,,,698.216
1996-12-30,,,,,,,,,,,,,,,,,,,,740.902
1996-12-31,,,,,,,,,,,,,,,,,,,,741.207
1997-01-13,,,,,,,,,,,,,,,,,,,,801.882
1997-01-14,,,,,,,,,,,,,,,,,,,,777.49
1997-01-16,,,,,,,,,,,,,,,,,,,,794.259
1997-01-17,,,,,,,,,,,,,,,,,,,,838.47
1997-01-20,,,,,,,,,,,,,,,,,,,,852.19
1997-01-21,,,,,,,,,,,,,,,,,,,,812.553
1997-01-22,,,,,,,,,,,,,,,,,,,,846.092
1997-01-23,,,,,,,,,,,,,,,,,,,,849.141
1997-01-24,,,,,,,,,,,,,,,,,,,,846.092
1997-01-27,,,,,,,,,,,,,,,,,,,,853.714
1997-01-29,,,,,,,,,,,,,,,,,,,,830.847
1997-01-30,,,,,,,,,,,,,,,,,,,,832.372
1997-02-05,,,,,,,,,,,,,,,,,,,,852.19
1997-02-06,,,,,,,,,,,,,,,,,,,,846.092
1997-02-07,,,,,,,,,,,,,,,,,,,,850.666
1997-02-10,,,,,,,,,,,,,,,,,,,,846.092
1997-02-11,,,,,,,,,,,,,,,,,,,,853.714
1997-02-12,,,,,,,,,,,,,,,,,,,,853.714
1997-02-14,,,,,,,,,,,,,,,,,,,,853.714
1997-02-17,,,,,,,,,,,,,,,,,,,,852.19
1997-02-18,,,,,,,,,,,,,,,,,,,,852.19
1997-02-19,,,,,,,,,,,,,,,,,,,,852.19
1997-02-21,,,,,,,,,,,,,,,,,,,,852.19
1997-02-27,,,,,,,,,,,,,,,,,,,,852.19
1997-02-28,,,,,,,,,,,,,,,,,,,,853.714
1997-03-03,,,,,,,,,,,,,,,,,,,,846.092
1997-03-04,,,,,,,,,,,,,,,,,,,,809.504
1997-03-06,,,,,,,,,,,,,,,,,,,,884.204
1997-03-07,,,,,,,,,,,,,,,,,,,,884.204
1997-03-10,,,,,,,,,,,,,,,,,,,,884.204
1997-03-11,,,,,,,,,,,,,,,,,,,,914.694
1997-03-14,,,,,,,,,,,,,,,,,,,,870.484
1997-03-17,,,,,,,,,,,,,,,,,,,,872.008
1997-03-18,,,,,,,,,,,,,,,,,,,,907.072
1997-03-21,,,,,,,,,,,,,,,,,,,,862.861
1997-03-24,,,,,,,,,,,,,,,,,,,,891.827
1997-04-04,,,,,,,,,,,,,,,,,,,,885.729
1997-04-07,,,,,,,,,,,,,,,,,,,,891.827
1997-04-09,,,,,,,,,,,,,,,,,,,,885.729
1997-04-10,,,,,,,,,,,,,,,,,,,,884.204
1997-04-15,,,,,,,,,,,,,,,,,,,,847.617
1997-04-16,,,,,,,,,,,,,,,,,,,,864.386
1997-04-17,,,,,,,,,,,,,,,,,,,,885.729
1997-04-22,,,,,,,,,,,,,,,,,,,,846.092
1997-04-23,,,,,,,,,,,,,,,,,,,,885.729
1997-04-25,,,,,,,,,,,,,,,,,,,,868.959
1997-04-28,,,,,,,,,,,,,,,,,,,,872.008
1997-04-29,,,,,,,,,,,,,,,,,,,,872.008
1997-04-30,,,,,,,,,,,,,,,,,,,,907.072
1997-05-02,,,,,,,,,,,,,,,,,,,,908.596
1997-05-05,,,,,,,,,,,,,,,,,,,,914.694
1997-05-07,,,,,,,,,,,,,,,,,,,,914.694
1997-05-09,,,,,,,,,,,,,,,,,,,,914.694
1997-05-14,,,,,,,,,,,,,,,,,,,,922.317
1997-05-16,,,,,,,,,,,,,,,,,,,,932.988
1997-05-20,,,,,,,,,,,,,,,,,,,,990.919
1997-05-22,,,,,,,,,,,,,,,,,,,,945.184
1997-05-28,,,,,,,,,,,,,,,,,,,,990.919
1997-05-29,,,,,,,,,,,,,,,,,,,,1036.653
1997-06-02,,,,,,,,,,,,,,,,,,,,914.694
1997-06-03,,,,,,,,,,,,,,,,,,,,914.694
1997-06-04,,,,,,,,,,,,,,,,,,,,914.694
1997-06-06,,,,,,,,,,,,,,,,,,,,945.184
1997-06-10,,,,,,,,,,,,,,,,,,,,945.184
1997-06-11,,,,,,,,,,,,,,,,,,,,945.184
1997-06-13,,,,,,,,,,,,,,,,,,,,929.939
1997-06-17,,,,,,,,,,,,,,,,,,,,929.939
1997-06-18,,,,,,,,,,,,,,,,,,,,929.939
1997-06-19,,,,,,,,,,,,,,,,,,,,916.219
1997-06-20,,,,,,,,,,,,,,,,,,,,885.729
1997-07-01,,,,,,,,,,,,,,,,,,,,807.98
1997-07-02,,,,,,,,,,,,,,,,,,,,836.945
1997-07-03,,,,,,,,,,,,,,,,,,,,806.455
1997-07-04,,,,,,,,,,,,,,,,,,,,807.98
1997-07-08,,,,,,,,,,,,,,,,,,,,792.735
1997-07-09,,,,,,,,,,,,,,,,,,,,792.735
1997-07-11,,,,,,,,,,,,,,,,,,,,807.98
1997-07-15,,,,,,,,,,,,,,,,,,,,779.014
1997-07-17,,,,,,,,,,,,,,,,,,,,780.539
1997-07-18,,,,,,,,,,,,,,,,,,,,779.014
1997-07-21,,,,,,,,,,,,,,,,,,,,762.245
1997-07-29,,,,,,,,,,,,,,,,,,,,809.504
1997-07-31,,,,,,,,,,,,,,,,,,,,807.98
1997-08-04,,,,,,,,,,,,,,,,,,,,807.98
1997-08-05,,,,,,,,,,,,,,,,,,,,786.637
1997-08-06,,,,,,,,,,,,,,,,,,,,823.225
1997-08-14,,,,,,,,,,,,,,,,,,,,836.945
1997-08-21,,,,,,,,,,,,,,,,,,,,829.323
1997-08-25,,,,,,,,,,,,,,,,,,,,823.225
1997-08-28,,,,,,,,,,,,,,,,,,,,788.161
1997-08-29,,,,,,,,,,,,,,,,,,,,785.112
1997-09-08,,,,,,,,,,,,,,,,,,,,791.21
1997-09-09,,,,,,,,,,,,,,,,,,,,785.112
1997-09-10,,,,,,,,,,,,,,,,,,,,785.112
1997-09-11,,,,,,,,,,,,,,,,,,,,762.245
1997-09-15,,,,,,,,,,,,,,,,,,,,792.735
1997-09-23,,,,,,,,,,,,,,,,,,,,761.788
1997-09-25,,,,,,,,,,,,,,,,,,,,766.819
1997-09-26,,,,,,,,,,,,,,,,,,,,692.271
1997-09-29,,,,,,,,,,,,,,,,,,,,762.245
1997-09-30,,,,,,,,,,,,,,,,,,,,777.49
1997-10-01,,,,,,,,,,,,,,,,,,,,777.49
1997-10-02,,,,,,,,,,,,,,,,,,,,777.49
1997-10-03,,,,,,,,,,,,,,,,,,,,747.0
1997-10-07,,,,,,,,,,,,,,,,,,,,747.0
1997-10-08,,,,,,,,,,,,,,,,,,,,763.77
1997-10-13,,,,,,,,,,,,,,,,,,,,762.245
1997-10-15,,,,,,,,,,,,,,,,,,,,688.002
1997-10-16,,,,,,,,,,,,,,,,,,,,640.438
1997-10-20,,,,,,,,,,,,,,,,,,,,701.265
1997-10-22,,,,,,,,,,,,,,,,,,,,716.51
1997-10-27,,,,,,,,,,,,,,,,,,,,701.265
1997-10-28,,,,,,,,,,,,,,,,,,,,666.202
1997-10-31,,,,,,,,,,,,,,,,,,,,666.202
1997-11-04,,,,,,,,,,,,,,,,,,,,666.355
1997-11-06,,,,,,,,,,,,,,,,,,,,670.928
1997-11-14,,,,,,,,,,,,,,,,,,,,701.265
1997-11-18,,,,,,,,,,,,,,,,,,,,735.567
1997-11-20,,,,,,,,,,,,,,,,,,,,686.783
1997-11-21,,,,,,,,,,,,,,,,,,,,686.783
1997-11-24,,,,,,,,,,,,,,,,,,,,686.021
1997-11-25,,,,,,,,,,,,,,,,,,,,670.776
1997-11-26,,,,,,,,,,,,,,,,,,,,670.776
1997-11-28,,,,,,,,,,,,,,,,,,,,640.286
1997-12-01,,,,,,,,,,,,,,,,,,,,640.286
1997-12-02,,,,,,,,,,,,,,,,,,,,640.286
1997-12-03,,,,,,,,,,,,,,,,,,,,640.286
1997-12-04,,,,,,,,,,,,,,,,,,,,608.272
1997-12-05,,,,,,,,,,,,,,,,,,,,609.796
1997-12-08,,,,,,,,,,,,,,,,,,,,594.551
1997-12-09,,,,,,,,,,,,,,,,,,,,606.747
1997-12-10,,,,,,,,,,,,,,,,,,,,558.116
1997-12-11,,,,,,,,,,,,,,,,,,,,562.537
1997-12-12,,,,,,,,,,,,,,,,,,,,562.537
1997-12-15,,,,,,,,,,,,,,,,,,,,582.203
1997-12-16,,,,,,,,,,,,,,,,,,,,586.929
1997-12-17,,,,,,,,,,,,,,,,,,,,559.488
1997-12-18,,,,,,,,,,,,,,,,,,,,562.537
1997-12-19,,,,,,,,,,,,,,,,,,,,576.257
1997-12-22,,,,,,,,,,,,,,,,,,,,577.02
1997-12-23,,,,,,,,,,,,,,,,,,,,564.061
1997-12-24,,,,,,,,,,,,,,,,,,,,564.061
1997-12-26,,,,,,,,,,,,,,,,,,,,509.18
1997-12-29,,,,,,,,,,,,,,,,,,,,533.572
1997-12-30,,,,,,,,,,,,,,,,,,,,533.572
1997-12-31,,,,,,,,,,,,,,,,,,,,556.591
1998-01-05,,,,,,,,,,,,,,,,,,,,563.909
1998-01-09,,,,,,,,,,,,,,,,,,,,550.341
1998-01-13,,,,,,,,,,,,,,,,,,,,498.508
1998-01-14,,,,,,,,,,,,,,,,,,,,530.523
1998-01-15,,,,,,,,,,,,,,,,,,,,535.096
1998-01-16,,,,,,,,,,,,,,,,,,,,561.012
1998-01-19,,,,,,,,,,,,,,,,,,,,507.655
1998-01-20,,,,,,,,,,,,,,,,,,,,492.715
1998-01-21,,,,,,,,,,,,,,,,,,,,495.459
1998-01-22,,,,,,,,,,,,,,,,,,,,495.459
1998-01-26,,,,,,,,,,,,,,,,,,,,519.851
1998-01-27,,,,,,,,,,,,,,,,,,,,519.851
1998-01-29,,,,,,,,,,,,,,,,,,,,546.225
1998-01-30,,,,,,,,,,,,,,,,,,,,564.061
1998-02-02,,,,,,,,,,,,,,,,,,,,564.061
1998-02-03,,,,,,,,,,,,,,,,,,,,564.061
1998-02-04,,,,,,,,,,,,,,,,,,,,564.061
1998-02-06,,,,,,,,,,,,,,,,,,,,547.292
1998-02-09,,,,,,,,,,,,,,,,,,,,564.061
1998-02-10,,,,,,,,,,,,,,,,,,,,563.909
1998-02-11,,,,,,,,,,,,,,,,,,,,563.756
1998-02-12,,,,,,,,,,,,,,,,,,,,554.914
1998-02-13,,,,,,,,,,,,,,,,,,,,563.909
1998-02-16,,,,,,,,,,,,,,,,,,,,554.914
1998-02-18,,,,,,,,,,,,,,,,,,,,549.426
1998-02-19,,,,,,,,,,,,,,,,,,,,545.767
1998-02-20,,,,,,,,,,,,,,,,,,,,545.767
1998-02-23,,,,,,,,,,,,,,,,,,,,548.816
1998-02-24,,,,,,,,,,,,,,,,,,,,564.061
1998-02-25,,,,,,,,,,,,,,,,,,,,564.061
1998-02-26,,,,,,,,,,,,,,,,,,,,592.112
1998-02-27,,,,,,,,,,,,,,,,,,,,647.908
1998-03-02,,,,,,,,,,,,,,,,,,,,647.908
1998-03-03,,,,,,,,,,,,,,,,,,,,585.404
1998-03-05,,,,,,,,,,,,,,,,,,,,609.796
1998-03-06,,,,,,,,,,,,,,,,,,,,640.286
1998-03-13,,,,,,,,,,,,,,,,,,,,612.845
1998-03-18,,,,,,,,,,,,,,,,,,,,595.313
1998-03-19,,,,,,,,,,,,,,,,,,,,624.889
1998-03-20,,,,,,,,,,,,,,,,,,,,595.618
1998-03-23,,,,,,,,,,,,,,,,,,,,595.618
1998-03-26,,,,,,,,,,,,,,,,,,,,625.041
1998-04-01,,,,,,,,,,,,,,,,,,,,617.419
1998-04-02,,,,,,,,,,,,,,,,,,,,609.796
1998-04-08,,,,,,,,,,,,,,,,,,,,609.949
1998-04-09,,,,,,,,,,,,,,,,,,,,550.493
1998-04-14,,,,,,,,,,,,,,,,,,,,567.873
1998-04-15,,,,,,,,,,,,,,,,,,,,567.873
1998-04-17,,,,,,,,,,,,,,,,,,,,564.366
1998-04-21,,,,,,,,,,,,,,,,,,,,564.061
1998-04-23,,,,,,,,,,,,,,,,,,,,592.264
1998-04-30,,,,,,,,,,,,,,,,,,,,593.027
1998-05-04,,,,,,,,,,,,,,,,,,,,594.399
1998-05-06,,,,,,,,,,,,,,,,,,,,594.246
1998-05-13,,,,,,,,,,,,,,,,,,,,551.865
1998-05-14,,,,,,,,,,,,,,,,,,,,564.061
1998-05-15,,,,,,,,,,,,,,,,,,,,565.586
1998-05-18,,,,,,,,,,,,,,,,,,,,565.586
1998-05-19,,,,,,,,,,,,,,,,,,,,579.306
1998-05-20,,,,,,,,,,,,,,,,,,,,579.306
1998-05-22,,,,,,,,,,,,,,,,,,,,594.399
1998-05-25,,,,,,,,,,,,,,,,,,,,640.286
1998-05-26,,,,,,,,,,,,,,,,,,,,663.153
1998-05-27,,,,,,,,,,,,,,,,,,,,655.378
1998-05-28,,,,,,,,,,,,,,,,,,,,654.006
1998-05-29,,,,,,,,,,,,,,,,,,,,647.908
1998-06-03,,,,,,,,,,,,,,,,,,,,670.776
1998-06-04,,,,,,,,,,,,,,,,,,,,670.776
1998-06-05,,,,,,,,,,,,,,,,,,,,670.776
1998-06-08,,,,,,,,,,,,,,,,,,,,657.055
1998-06-09,,,,,,,,,,,,,,,,,,,,658.58
1998-06-10,,,,,,,,,,,,,,,,,,,,650.195
1998-06-11,,,,,,,,,,,,,,,,,,,,667.727
1998-06-12,,,,,,,,,,,,,,,,,,,,670.776
1998-06-15,,,,,,,,,,,,,,,,,,,,655.531
1998-06-16,,,,,,,,,,,,,,,,,,,,647.908
1998-06-17,,,,,,,,,,,,,,,,,,,,647.908
1998-06-18,,,,,,,,,,,,,,,,,,,,617.419
1998-06-19,,,,,,,,,,,,,,,,,,,,640.286
1998-06-23,,,,,,,,,,,,,,,,,,,,612.845
1998-06-24,,,,,,,,,,,,,,,,,,,,609.796
1998-06-26,,,,,,,,,,,,,,,,,,,,640.286
1998-06-29,,,,,,,,,,,,,,,,,,,,640.286
1998-06-30,,,,,,,,,,,,,,,,,,,,640.286
1998-07-01,,,,,,,,,,,,,,,,,,,,640.286
1998-07-02,,,,,,,,,,,,,,,,,,,,640.286
1998-07-08,,,,,,,,,,,,,,,,,,,,670.776
1998-07-09,,,,,,,,,,,,,,,,,,,,655.683
1998-07-15,,,,,,,,,,,,,,,,,,,,655.683
1998-07-16,,,,,,,,,,,,,,,,,,,,655.683
1998-07-17,,,,,,,,,,,,,,,,,,,,655.683
1998-07-20,,,,,,,,,,,,,,,,,,,,655.683
1998-07-21,,,,,,,,,,,,,,,,,,,,655.683
1998-07-22,,,,,,,,,,,,,,,,,,,,655.683
1998-07-23,,,,,,,,,,,,,,,,,,,,655.683
1998-07-24,,,,,,,,,,,,,,,,,,,,655.531
1998-07-29,,,,,,,,,,,,,,,,,,,,655.531
1998-07-30,,,,,,,,,,,,,,,,,,,,655.531
1998-08-03,,,,,,,,,,,,,,,,,,,,654.006
1998-08-04,,,,,,,,,,,,,,,,,,,,655.531
1998-08-06,,,,,,,,,,,,,,,,,,,,655.531
1998-08-07,,,,,,,,,,,,,,,,,,,,655.531
1998-08-10,,,,,,,,,,,,,,,,,,,,655.226
1998-08-11,,,,,,,,,,,,,,,,,,,,655.531
1998-08-12,,,,,,,,,,,,,,,,,,,,655.531
1998-08-13,,,,,,,,,,,,,,,,,,,,655.531
1998-08-14,,,,,,,,,,,,,,,,,,,,663.153
1998-08-18,,,,,,,,,,,,,,,,,,,,670.776
1998-08-21,,,,,,,,,,,,,,,,,,,,670.776
1998-08-28,,,,,,,,,,,,,,,,,,,,617.419
1998-09-01,,,,,,,,,,,,,,,,,,,,571.684
1998-09-04,,,,,,,,,,,,,,,,,,,,571.836
1998-09-08,,,,,,,,,,,,,,,,,,,,628.852
1998-09-09,,,,,,,,,,,,,,,,,,,,628.852
1998-09-10,,,,,,,,,,,,,,,,,,,,597.6
1998-09-11,,,,,,,,,,,,,,,,,,,,596.076
1998-09-14,,,,,,,,,,,,,,,,,,,,609.796
1998-09-18,,,,,,,,,,,,,,,,,,,,579.306
1998-09-21,,,,,,,,,,,,,,,,,,,,565.586
1998-09-23,,,,,,,,,,,,,,,,,,,,510.552
1998-09-24,,,,,,,,,,,,,,,,,,,,548.816
1998-09-25,,,,,,,,,,,,,,,,,,,,522.9
1998-10-01,,,,,,,,,,,,,,,,,,,,548.816
1998-10-14,,,,,,,,,,,,,,,,,,,,548.664
1998-10-15,,,,,,,,,,,,,,,,,,,,548.816
1998-10-16,,,,,,,,,,,,,,,,,,,,576.257
1998-10-22,,,,,,,,,,,,,,,,,,,,570.159
1998-10-23,,,,,,,,,,,,,,,,,,,,570.922
1998-10-29,,,,,,,,,,,,,,,,,,,,570.922
1998-11-06,,,,,,,,,,,,,,,,,,,,617.419
1998-11-10,,,,,,,,,,,,,,,,,,,,625.041
1998-11-12,,,,,,,,,,,,,,,,,,,,655.531
1998-11-13,,,,,,,,,,,,,,,,,,,,660.104
1998-11-17,,,,,,,,,,,,,,,,,,,,640.286
1998-11-18,,,,,,,,,,,,,,,,,,,,667.727
1998-11-19,,,,,,,,,,,,,,,,,,,,625.193
1998-11-20,,,,,,,,,,,,,,,,,,,,618.181
1998-11-24,,,,,,,,,,,,,,,,,,,,618.181
1998-11-26,,,,,,,,,,,,,,,,,,,,648.975
1998-12-10,,,,,,,,,,,,,,,,,,,,640.286
1998-12-14,,,,,,,,,,,,,,,,,,,,639.829
1998-12-15,,,,,,,,,,,,,,,,,,,,577.629
1998-12-16,,,,,,,,,,,,,,,,,,,,549.579
1998-12-17,,,,,,,,,,,,,,,,,,,,605.832
1998-12-18,,,,,,,,,,,,,,,,,,,,608.272
1998-12-22,,,,,,,,,,,,,,,,,,,,586.929
1998-12-28,,,,,,,,,,,,,,,,,,,,577.02
1998-12-29,,,,,,,,,,,,,,,,,,,,579.306
1998-12-30,,,,,,,,,,,,,,,,,,,,577.02
1999-01-04,,,,,,,,,,,,,,,,,,,,531.0
1999-01-05,,,,,,,,,,,,,,,,,,,,557.0
1999-01-06,,,,,,,,,,,,,,,,,,,,557.0
1999-01-07,,,,,,,,,,,,,,,,,,,,556.5
1999-01-11,,,,,,,,,,,,,,,,,,,,559.0
1999-01-13,,,,,,,,,,,,,,,,,,,,559.0
1999-01-18,,,,,,,,,,,,,,,,,,,,560.0
1999-01-19,,,,,,,,,,,,,,,,,,,,560.0
1999-01-20,,,,,,,,,,,,,,,,,,,,548.0
1999-01-21,,,,,,,,,,,,,,,,,,,,558.0
1999-01-26,,,,,,,,,,,,,,,,,,,,504.0
1999-01-27,,,,,,,,,,,,,,,,,,,,455.0
1999-01-28,,,,,,,,,,,,,,,,,,,,461.0
1999-01-29,,,,,,,,,,,,,,,,,,,,480.0
1999-02-01,,,,,,,,,,,,,,,,,,,,460.0
1999-02-02,,,,,,,,,,,,,,,,,,,,458.0
1999-02-03,,,,,,,,,,,,,,,,,,,,461.0
1999-02-04,,,,,,,,,,,,,,,,,,,,461.0
1999-02-05,,,,,,,,,,,,,,,,,,,,484.0
1999-02-09,,,,,,,,,,,,,,,,,,,,504.0
1999-02-10,,,,,,,,,,,,,,,,,,,,529.0
1999-02-11,,,,,,,,,,,,,,,,,,,,555.0
1999-02-12,,,,,,,,,,,,,,,,,,,,532.0
1999-02-19,,,,,,,,,,,,,,,,,,,,540.0
1999-02-22,,,,,,,,,,,,,,,,,,,,532.0
1999-02-23,,,,,,,,,,,,,,,,,,,,540.0
1999-03-04,,,,,,,,,,,,,,,,,,,,531.0
1999-03-08,,,,,,,,,,,,,,,,,,,,479.3
1999-03-09,,,,,,,,,,,,,,,,,,,,480.0
1999-03-10,,,,,,,,,,,,,,,,,,,,461.0
1999-03-12,,,,,,,,,,,,,,,,,,,,461.0
1999-03-31,,,,,,,,,,,,,,,,,,,,475.0
1999-04-08,,,,,,,,,,,,,,,,,,,,474.0
1999-04-09,,,,,,,,,,,,,,,,,,,,470.0
1999-04-13,,,,,,,,,,,,,,,,,,,,470.0
1999-04-14,,,,,,,,,,,,,,,,,,,,471.0
1999-04-16,,,,,,,,,,,,,,,,,,,,465.0
1999-04-22,,,,,,,,,,,,,,,,,,,,465.0
1999-04-23,,,,,,,,,,,,,,,,,,,,470.0
1999-04-27,,,,,,,,,,,,,,,,,,,,464.9
1999-05-04,,,,,,,,,,,,,,,,,,,,465.1
1999-05-10,,,,,,,,,,,,,,,,,,,,465.1
1999-05-11,,,,,,,,,,,,,,,,,,,,470.0
1999-05-12,,,,,,,,,,,,,,,,,,,,470.0
1999-05-14,,,,,,,,,,,,,,,,,,,,466.0
1999-05-19,,,,,,,,,,,,,,,,,,,,466.0
1999-05-20,,,,,,,,,,,,,,,,,,,,489.3
1999-05-21,,,,,,,,,,,,,,,,,,,,502.0
1999-05-25,,,,,,,,,,,,,,,,,,,,527.0
1999-05-26,,,,,,,,,,,,,,,,,,,,511.0
1999-05-27,,,,,,,,,,,,,,,,,,,,536.0
1999-06-03,,,,,,,,,,,,,,,,,,,,484.1
1999-06-04,,,,,,,,,,,,,,,,,,,,460.0
1999-06-08,,,,,,,,,,,,,,,,,,,,460.0
1999-06-11,,,,,,,,,,,,,,,,,,,,461.0
1999-06-14,,,,,,,,,,,,,,,,,,,,459.9
1999-06-15,,,,,,,,,,,,,,,,,,,,460.0
1999-06-17,,,,,,,,,,,,,,,,,,,,460.0
1999-06-21,,,,,,,,,,,,,,,,,,,,460.0
1999-06-22,,,,,,,,,,,,,,,,,,,,461.0
1999-06-23,,,,,,,,,,,,,,,,,,,,451.0
1999-06-25,,,,,,,,,,,,,,,,,,,,473.5
1999-06-28,,,,,,,,,,,,,,,,,,,,480.0
1999-06-29,,,,,,,,,,,,,,,,,,,,480.0
1999-06-30,,,,,,,,,,,,,,,,,,,,460.0
1999-07-05,,,,,,,,,,,,,,,,,,,,480.0
1999-07-09,,,,,,,,,,,,,,,,,,,,480.0
1999-07-12,,,,,,,,,,,,,,,,,,,,480.0
1999-07-13,,,,,,,,,,,,,,,,,,,,529.0
1999-07-15,,,,,,,,,,,,,,,,,,,,555.0
1999-07-20,,,,,,,,,,,,,,,,,,,,501.5
1999-07-21,,,,,,,,,,,,,,,,,,,,452.7
1999-07-22,,,,,,,,,,,,,,,,,,,,455.0
1999-07-27,,,,,,,,,,,,,,,,,,,,477.0
1999-07-28,,,,,,,,,,,,,,,,,,,,494.0
1999-07-29,,,,,,,,,,,,,,,,,,,,492.9
1999-07-30,,,,,,,,,,,,,,,,,,,,498.0
1999-08-03,,,,,,,,,,,,,,,,,,,,499.5
1999-08-04,,,,,,,,,,,,,,,,,,,,498.5
1999-08-05,,,,,,,,,,,,,,,,,,,,498.0
1999-08-06,,,,,,,,,,,,,,,,,,,,498.0
1999-08-09,,,,,,,,,,,,,,,,,,,,498.0
1999-08-10,,,,,,,,,,,,,,,,,,,,497.0
1999-08-11,,,,,,,,,,,,,,,,,,,,498.0
1999-08-12,,,,,,,,,,,,,,,,,,,,497.9
1999-08-13,,,,,,,,,,,,,,,,,,,,497.0
1999-08-16,,,,,,,,,,,,,,,,,,,,495.0
1999-08-17,,,,,,,,,,,,,,,,,,,,495.0
1999-08-18,,,,,,,,,,,,,,,,,,,,494.9
1999-08-19,,,,,,,,,,,,,,,,,,,,493.0
1999-08-20,,,,,,,,,,,,,,,,,,,,490.0
1999-08-23,,,,,,,,,,,,,,,,,,,,487.0
1999-08-24,,,,,,,,,,,,,,,,,,,,484.9
1999-08-25,,,,,,,,,,,,,,,,,,,,489.0
1999-08-26,,,,,,,,,,,,,,,,,,,,505.0
1999-08-31,,,,,,,,,,,,,,,,,,,,546.0
1999-09-01,,,,,,,,,,,,,,,,,,,,586.0
