,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-08-19,645882.0,2325175.2,3.82,17.5,1.65,2.41,1.0,2184807.6,483674.0,606891.0,1741226.4,,,9416.0,0.03,,,,,9416.0,,,,0.03,9416.0,,,,1.76,,,,100.0,46.58,0.0,0.0,,0.0,100.0,27.3,0.3054,42.71,0.622
2024-08-20,670566.0,2333569.68,3.96,17.62,1.71,2.45,1.0,2061987.0,509308.0,592525.0,1772391.84,,,,,,,,0.05,,14366.0,,,,,,40000.0,14366.0,1.83,0.05,,,100.0,49.02,0.0,0.0,,0.0,100.0,26.04,0.2878,41.32,0.6454
2024-08-21,675566.0,2459060.24,3.99,18.05,1.72,2.43,1.0,2156791.0,509308.0,592525.0,1853881.12,,,,,,,,,,,,,,,,,,1.77,,,,100.0,48.91,0.0,0.0,,0.0,100.0,26.97,0.2842,40.42,0.6487
2024-08-22,665566.0,2396037.6,3.93,18.12,1.7,2.48,1.0,2115090.0,504308.0,587525.0,1815508.8,,,,,,,,0.02,,5000.0,,,,,,,5000.0,1.84,0.02,,,100.0,48.64,0.0,0.0,,0.0,100.0,26.59,0.2927,41.71,0.6419
2024-08-23,661546.0,2431181.55,3.91,18.6,1.69,2.43,1.0,2159154.38,500288.0,587525.0,1838558.4,,,,,,,,0.02,,4020.0,,,,,,,,1.79,,,,100.0,48.22,0.0,0.0,,0.0,100.0,26.91,0.2945,41.72,0.6376
2024-08-26,661546.0,2447720.2,3.91,18.87,1.69,2.49,1.0,2173842.5,500288.0,587525.0,1851065.6,,,,,,,,,,,,,,,,,,1.84,,,,100.0,48.13,0.0,0.0,,0.0,100.0,27.04,0.295,41.76,0.6364
2024-08-27,661546.0,2444412.47,3.91,19.2,1.69,2.5,1.0,2170904.88,500288.0,587525.0,1848564.16,,,,,,,,,,,,,,,,,,1.85,,,,100.0,48.13,0.0,0.0,,0.0,100.0,26.91,0.2946,41.74,0.6364
2024-08-28,631416.0,2235212.64,3.73,19.38,1.61,2.36,1.0,1973178.3,470158.0,557395.0,1664359.32,,,,,,,,0.11,,30130.0,,,,,,,30130.0,1.74,0.14,,,100.0,45.23,0.0,0.0,,0.0,100.0,22.57,0.3008,44.31,0.6074
2024-08-29,632758.0,2179851.31,3.74,19.72,1.61,2.28,1.0,1924848.97,471500.0,558737.0,1624317.5,,,1342.0,0.0,,,,,1342.0,,,,0.0,1342.0,,,,1.68,,,,100.0,45.41,0.0,0.0,,0.0,100.0,22.9,0.2987,43.96,0.6094
2024-08-30,661497.0,2321854.47,3.91,19.78,1.69,2.36,1.0,2029046.76,490839.0,578076.0,1722844.89,,,15605.0,0.05,,9400.0,,,9939.0,,,,0.05,15605.0,0.03,3734.0,,1.69,,,,47.05,47.05,552454.0,1939113.54,,1.91,46.94,24.0,0.2842,42.34,0.634
2024-09-02,661497.0,2275549.68,3.91,19.24,1.69,2.37,1.0,1988581.44,466893.0,578076.0,1606111.92,,,,,,,,0.08,,23946.0,,,,,,,,1.64,,,,46.61,46.61,534825.0,1839798.0,,1.87,46.64,23.5,0.2832,42.32,0.6604
2024-09-03,627445.0,2145861.9,3.71,18.08,1.6,2.2,1.0,1860562.08,451464.0,544024.0,1544006.88,,,,,,,,0.06,,15429.0,,,,,,,34052.0,1.55,0.12,,,44.93,44.93,553383.0,1892569.86,,1.9,44.97,22.1,0.2884,44.15,0.6244
2024-09-04,627445.0,2183508.6,3.71,17.55,1.6,2.2,1.0,1893203.52,451464.0,544024.0,1571094.72,,,,,,,,,,,,,,,,,,1.54,,,,45.05,45.05,550610.0,1916122.8,,1.89,44.94,22.01,0.2876,43.94,0.6261
2024-09-05,630479.0,2294943.56,3.72,17.72,1.61,2.26,1.0,1993631.64,450821.0,547701.0,1640988.44,,,3677.0,0.01,,,,0.01,3677.0,4320.0,,,0.01,3677.0,,,,1.57,,,,100.0,44.95,0.0,0.0,,0.0,100.0,21.64,0.2815,43.31,0.6286
2024-09-06,630428.0,2275845.08,3.72,17.38,1.61,2.34,1.0,1977016.5,450821.0,547650.0,1627463.81,,,,,,,,,,,,,,,,,51.0,1.64,0.0,,,44.87,44.87,553894.0,1999557.34,,2.01,44.91,21.88,0.2828,43.64,0.6275
2024-09-09,626108.0,2235205.56,3.7,16.97,1.6,2.31,1.0,1939688.1,450821.0,543330.0,1609430.97,,,,,,,,,,,,,,,,,4320.0,1.63,0.02,,,44.87,44.87,553913.0,1977469.41,,2.0,44.96,21.94,0.2876,44.17,0.6232
2024-09-10,619808.0,2212714.56,3.66,17.75,1.58,2.26,1.0,1917197.1,450821.0,537030.0,1609430.97,,,,0.01,,,,,3100.0,,,,0.01,,,,9400.0,1.61,0.03,,,100.0,45.02,0.0,0.0,,0.0,100.0,22.18,0.2911,44.35,0.619
2024-09-11,610193.0,2337039.19,3.6,17.27,1.56,2.26,1.0,2056001.45,444306.0,536815.0,1701691.98,,,,,,,,0.03,,9615.0,,,,,,3100.0,215.0,1.59,0.0,,,100.0,44.94,0.0,0.0,,0.0,100.0,22.22,0.297,44.42,0.6172
2024-09-12,531434.0,1987563.16,3.14,15.12,1.36,2.05,1.0,1713129.44,412306.0,458056.0,1542024.44,,,,,,,,0.11,,32000.0,,,,,,,78759.0,1.57,0.25,,,100.0,41.56,0.0,0.0,,0.0,100.0,26.2,0.2628,36.69,0.5357
2024-09-13,531434.0,2027420.71,3.14,15.26,1.36,2.03,1.0,1747483.64,412306.0,458056.0,1572947.39,,,,,,,,,,,,,,,,,,1.54,,,,41.69,41.69,576600.0,2199729.0,,2.17,41.57,25.93,0.2622,36.32,0.5374
2024-09-16,533779.0,2028360.2,3.15,15.5,1.36,2.06,1.0,1729243.2,417643.0,455064.0,1587043.4,,,5337.0,,,,,,,,,,,5337.0,,,2992.0,1.59,0.0,,,100.0,42.01,0.0,0.0,,0.0,100.0,25.97,0.2563,35.78,0.5369
2024-09-17,533779.0,2055049.15,3.15,16.76,1.36,2.07,1.0,1751996.4,417643.0,455064.0,1607925.55,,,,,,,,,,,,,,,,,,1.59,,,,100.0,42.0,0.0,0.0,,0.0,100.0,25.82,0.2563,35.73,0.5368
2024-09-18,425320.0,1603456.4,2.51,13.41,1.09,1.65,1.0,1370704.14,360161.0,363582.0,1357806.97,,,,,,,,0.22,,57482.0,,,,,,,91482.0,1.39,0.36,,,100.0,36.85,0.0,0.0,,0.0,100.0,29.02,0.2495,32.86,0.4352
2024-09-19,425320.0,1682140.6,2.51,13.31,1.09,1.64,1.0,1437966.81,360161.0,363582.0,1424436.76,,,,,,,,,,,,,,,,,,1.36,,,,100.0,36.94,0.0,0.0,,0.0,100.0,30.3,0.2513,32.26,0.4363
2024-09-20,384920.0,1493489.6,2.27,11.82,0.98,1.51,0.0,1253946.16,360161.0,323182.0,1397424.68,,,,,,,,,,,,,,,,,40400.0,1.4,0.13,,,37.9,37.9,590134.0,2289719.92,,2.24,38.39,26.12,0.2395,32.35,0.4051
2024-09-23,389060.0,1583474.2,2.3,11.37,0.99,1.55,1.0,1315350.74,364301.0,323182.0,1482705.07,,,4140.0,,,,,,,,,,,4140.0,,,,1.41,,,,100.0,38.34,0.0,0.0,,0.0,100.0,25.29,0.2431,33.45,0.4094
2024-09-24,387778.0,1518150.87,2.29,10.91,0.99,1.58,1.0,1281465.63,358879.0,327322.0,1405011.29,,,,,,4140.0,,0.02,,5422.0,,,,,0.02,,,1.46,,,,100.0,37.98,0.0,0.0,,0.0,100.0,26.11,0.2403,31.77,0.4104
2024-09-25,387778.0,1489067.52,2.29,10.69,0.99,1.53,1.0,1256916.48,358879.0,327322.0,1378095.36,,,,,,,,,,,,,,,,,,1.41,,,,37.98,37.98,586019.0,2250312.96,,2.29,38.06,25.88,0.2411,32.22,0.4104
2024-09-26,389989.0,1556056.11,2.3,10.83,1.0,1.53,1.0,1306014.78,361090.0,327322.0,1440749.1,,,2211.0,,,,,,,,,,,2211.0,,,,1.4,,,,100.0,38.2,0.0,0.0,,0.0,100.0,25.31,0.2412,33.13,0.4126
2024-09-27,393254.0,1598577.51,2.32,10.8,1.0,1.6,1.0,1330563.93,364355.0,327322.0,1481103.08,,,3265.0,,,,,,,,,,,3265.0,,,,1.45,,,,100.0,38.59,0.0,0.0,,0.0,100.0,25.29,0.2367,32.5,0.4165
2024-09-30,397705.0,1535141.3,2.35,11.14,1.01,1.61,1.0,1266751.64,367954.0,328174.0,1420302.44,,,3599.0,,,852.0,,,,,,,,3599.0,0.0,,,1.5,,,,38.94,38.94,576941.0,2226992.26,,2.33,39.13,25.46,0.2282,30.73,0.4209
2024-10-01,397705.0,1519233.1,2.35,11.59,1.01,1.55,1.0,1253624.68,367954.0,328174.0,1405584.28,,,,,,,,,,,,,,,,,,1.42,,,,39.04,39.04,574454.0,2194414.28,,2.21,39.14,25.13,0.2297,31.47,0.422
2024-10-02,392590.0,1515397.4,2.32,11.05,1.0,1.52,1.0,1262988.14,362839.0,327199.0,1400558.54,,,,,,,,0.02,,5115.0,,,,,,,975.0,1.39,0.01,,,100.0,38.62,0.0,0.0,,0.0,100.0,25.1,0.231,32.02,0.4178
2024-10-03,418050.0,1607402.25,2.47,11.69,1.07,1.63,1.0,1355973.86,392439.0,352659.0,1508927.96,,,22117.0,0.12,,,,,29600.0,,,,0.12,22117.0,,7483.0,4140.0,1.52,0.02,,,100.0,41.78,0.0,0.0,,0.0,100.0,29.81,0.2414,30.71,0.4451
2024-10-04,420511.0,1631582.68,2.48,11.71,1.07,1.64,1.0,1379471.92,392025.0,355534.0,1521057.0,,,,0.01,,,,0.0,2875.0,414.0,,,0.01,,,,,1.51,,,,100.0,41.87,0.0,0.0,,0.0,100.0,29.88,0.239,30.39,0.4491
2024-10-07,420511.0,1679941.45,2.48,11.4,1.07,1.66,1.0,1420358.33,392025.0,355534.0,1566139.88,,,,,,,,,,,,,,,,,,1.52,,,,100.0,42.01,0.0,0.0,,0.0,100.0,30.24,0.2397,30.3,0.4506
2024-10-08,418807.0,1624971.16,2.47,11.23,1.07,1.68,1.0,1376166.16,391173.0,354682.0,1517751.24,,,,,,,,0.0,,852.0,,,,,,,852.0,1.56,0.0,,,100.0,41.94,0.0,0.0,,0.0,100.0,29.27,0.2398,30.88,0.4491
2024-10-09,418621.0,1645180.53,2.47,11.17,1.07,1.65,1.0,1393169.28,391173.0,354496.0,1537309.89,,,,,,,,,,,,,,,,,186.0,1.52,0.0,,,100.0,42.16,0.0,0.0,,0.0,100.0,30.06,0.2409,30.49,0.4512
2024-10-10,418621.0,1647273.64,2.47,11.61,1.07,1.66,1.0,1394941.76,390987.0,354496.0,1538533.85,,,,,,,,0.0,,186.0,,,,,,,,1.54,,,,100.0,42.14,0.0,0.0,,0.0,100.0,29.82,0.2405,30.62,0.4512
2024-10-11,418621.0,1701694.37,2.47,12.08,1.07,1.68,1.0,1441026.24,390987.0,354496.0,1589362.16,,,,,,,,,,,,,,,,,,1.54,,,,100.0,42.04,0.0,0.0,,0.0,100.0,30.37,0.2417,30.46,0.4502
2024-10-14,397620.0,1626265.8,2.35,11.4,1.01,1.63,1.0,1449888.64,369986.0,354496.0,1513242.74,,,18888.0,,,,,0.16,,40000.0,,,,18888.0,,111.0,,1.5,,,,100.0,40.49,0.0,0.0,,0.0,100.0,31.64,0.2595,32.3,0.4351
2024-10-15,397620.0,1670004.0,2.35,10.86,1.01,1.66,1.0,1488883.2,369986.0,354496.0,1553941.2,,,,,,,,,,,,,,,,,,1.52,,,,100.0,40.01,0.0,0.0,,0.0,100.0,31.92,0.2594,31.96,0.43
2024-10-16,396602.0,1665728.4,2.34,10.88,1.01,1.69,1.0,1493608.2,367843.0,355621.0,1544940.6,,,4000.0,,,4000.0,,0.02,,6143.0,,,,4000.0,0.02,,2875.0,1.55,0.01,,,100.0,39.79,0.0,0.0,,0.0,100.0,31.78,0.2652,32.59,0.429
2024-10-17,396602.0,1695473.55,2.34,10.42,1.01,1.69,1.0,1520279.78,370469.0,355621.0,1583754.98,,,,,,,,,,,,,,,,2626.0,,1.56,,,,100.0,40.07,0.0,0.0,,0.0,100.0,32.12,0.2657,32.46,0.429
2024-10-18,396602.0,1709354.62,2.34,10.69,1.01,1.72,1.0,1532726.51,370469.0,355621.0,1596721.39,,,,,,,,,,,,,,,,,,1.58,,,,100.0,40.07,0.0,0.0,,0.0,100.0,31.95,0.2657,32.61,0.429
2024-10-21,423702.0,1902421.98,2.5,11.22,1.08,1.87,1.0,1718417.29,370469.0,382721.0,1663405.81,,,,0.12,,,,,27100.0,,,,0.12,,,,,1.6,,,,100.0,40.07,0.0,0.0,,0.0,100.0,30.55,0.276,36.47,0.4583
2024-10-22,443702.0,1919011.15,2.62,11.27,1.13,1.99,1.0,1655268.33,390469.0,382721.0,1688778.43,,,20000.0,,,,,,,,,,,20000.0,,,,1.74,,,,100.0,42.42,0.0,0.0,,0.0,100.0,27.73,0.2572,35.62,0.482
2024-10-23,407309.0,1696441.99,2.41,10.26,1.04,1.77,1.0,1507975.74,354076.0,362059.0,1474726.54,,,,,,,,0.17,,36393.0,,,,,,,20662.0,1.53,0.11,,,100.0,38.73,0.0,0.0,,0.0,100.0,25.22,0.271,38.77,0.4455
2024-10-24,407309.0,1718843.98,2.41,10.28,1.04,1.71,1.0,1527888.98,354076.0,362059.0,1494200.72,,,,,,,,,,,,,,,,,,1.47,,,,100.0,38.8,0.0,0.0,,0.0,100.0,25.89,0.2706,38.46,0.4463
2024-10-25,384862.0,1666452.46,2.27,9.69,0.98,1.65,0.0,1553859.47,382729.0,358859.0,1657216.57,,,19372.0,0.0,,,,0.05,1000.0,13619.0,,,0.0,19372.0,,22900.0,4200.0,1.62,0.01,,,100.0,42.45,0.0,0.0,,0.0,100.0,27.62,0.2849,38.92,0.4269
2024-10-28,572820.0,2420164.5,3.38,14.44,1.46,2.5,1.0,1469704.28,382729.0,347859.0,1617030.03,,,,,,,,,,,,,,,,,11000.0,1.66,0.04,,,42.33,42.33,521514.0,2203396.65,,2.25,42.42,28.8,0.3017,43.79,0.6335
2024-10-29,373862.0,1587044.19,2.21,9.32,0.95,1.6,0.0,1476661.46,371729.0,347859.0,1577989.61,,,,,,,,0.05,,11000.0,,,,,,,,1.57,,,,100.0,41.71,0.0,0.0,,0.0,100.0,28.01,0.2888,40.36,0.4195
2024-10-30,373862.0,1502925.24,2.21,9.11,0.95,1.58,0.0,1398393.18,371729.0,347859.0,1494350.58,,,,,,,,,,,,,,,,,,1.57,,,,100.0,42.18,0.0,0.0,,0.0,100.0,27.0,0.2898,40.99,0.4243
2024-10-31,379774.0,1517197.13,2.24,9.03,0.97,1.54,0.0,1401505.93,374685.0,350815.0,1496866.58,,,2956.0,,,2956.0,,,,,,,,2956.0,0.01,,,1.5,,,,100.0,42.72,0.0,0.0,,0.0,100.0,27.38,0.2804,39.86,0.433
2024-11-01,416774.0,1706689.53,2.46,10.03,1.06,1.69,1.0,1469347.43,378685.0,358815.0,1550715.08,,,4000.0,0.03,,,,,8000.0,,,,0.03,4000.0,,,,1.52,,,,100.0,43.29,0.0,0.0,,0.0,100.0,25.74,0.2456,36.35,0.4764
2024-11-04,411774.0,1589447.64,2.43,10.24,1.05,1.68,1.0,1365725.9,378685.0,353815.0,1461724.1,,,,,,,,,,,,,,,,,5000.0,1.55,0.02,,,100.0,43.36,0.0,0.0,,0.0,100.0,24.68,0.2501,37.59,0.4715
2024-11-05,428176.0,1607800.88,2.53,10.82,1.09,1.66,1.0,1347917.33,389936.0,358966.0,1464209.68,,,11251.0,0.03,,,,,11251.0,,,,0.03,11251.0,,,6100.0,1.5,0.04,,,100.0,44.28,0.0,0.0,,0.0,100.0,24.26,0.2498,35.83,0.4862
2024-11-06,437220.0,1573992.0,2.58,11.02,1.12,1.65,1.0,1310277.6,391880.0,363966.0,1410768.0,,,4044.0,0.02,,,,0.03,5000.0,7100.0,,,0.02,4044.0,,5000.0,,1.48,,,,100.0,44.62,0.0,0.0,,0.0,100.0,24.25,0.2452,35.45,0.4978
2024-11-07,477920.0,1672720.0,2.82,11.72,1.22,1.73,1.0,1416331.0,391880.0,404666.0,1371580.0,,,1754.0,0.12,,,,0.01,40700.0,1754.0,,,0.12,1754.0,,,,1.41,,,,100.0,44.75,0.0,0.0,,0.0,100.0,21.9,0.2681,41.02,0.5458
2024-11-08,511120.0,1814476.0,3.02,12.38,1.3,1.82,1.0,1554424.3,425080.0,437866.0,1509034.0,,,33200.0,0.1,,,,,33200.0,,,,0.1,33200.0,,,,1.49,,,,100.0,49.25,0.0,0.0,,0.0,100.0,20.58,0.2864,44.41,0.5922
2024-11-11,511120.0,1799142.4,3.02,12.08,1.3,1.83,1.0,1541288.32,425080.0,437866.0,1496281.6,,,2329.0,,,,,0.01,,2329.0,,,,2329.0,,,,1.51,,,,100.0,49.39,0.0,0.0,,0.0,100.0,20.46,0.2875,44.66,0.5938
2024-11-12,485220.0,1698270.0,2.87,11.61,1.24,1.73,1.0,1441881.0,402180.0,411966.0,1407630.0,,,,,,,,0.08,,22900.0,,,,,,,25900.0,1.42,0.1,,,100.0,46.86,0.0,0.0,,0.0,100.0,21.54,0.2741,42.28,0.5654
2024-11-13,477939.0,1617823.52,2.82,11.52,1.22,1.68,1.0,1394504.91,391899.0,411966.0,1326578.12,,,5991.0,,,,,0.06,,16272.0,,,,5991.0,,,,1.37,,,,100.0,46.25,0.0,0.0,,0.0,100.0,21.96,0.2826,43.14,0.564
2024-11-14,477720.0,1640968.2,2.82,11.34,1.22,1.65,1.0,1415103.21,386054.0,411966.0,1326095.49,,,835.0,,,,,0.03,,6680.0,,,,835.0,,,,1.31,,,,100.0,45.6,0.0,0.0,,0.0,100.0,21.79,0.2808,42.68,0.5642
2024-11-15,457094.0,1611256.35,2.7,10.88,1.17,1.6,1.0,1467598.5,391054.0,416340.0,1378465.35,,,12220.0,0.03,,,,0.03,10000.0,10184.0,,,0.03,12220.0,,2964.0,5626.0,1.34,0.01,,,100.0,46.47,0.0,0.0,,0.0,100.0,22.49,0.2927,44.12,0.5432
2024-11-18,444094.0,1536565.24,2.62,10.68,1.13,1.57,1.0,1409396.4,387054.0,407340.0,1339206.84,,,,,,,,0.01,,4000.0,,,,,,,9000.0,1.36,0.03,,,100.0,46.0,0.0,0.0,,0.0,100.0,23.07,0.3069,45.63,0.5277
2024-11-19,478294.0,1664463.12,2.83,11.44,1.22,1.67,1.0,1536559.2,387054.0,441540.0,1346947.92,,,,0.11,,,,,34200.0,,,,0.11,,,,,1.34,,,,46.07,46.07,453081.0,1576721.88,,1.57,46.0,21.36,0.3287,49.24,0.5693
2024-11-20,494287.0,1665747.19,2.92,11.59,1.26,1.73,1.0,1541886.21,387054.0,457533.0,1304371.98,,,4424.0,0.04,,,,0.02,15993.0,4424.0,,,0.04,4424.0,,,,1.35,,,,46.64,46.64,442879.0,1492502.23,,1.55,46.53,21.67,0.3224,47.96,0.5956
2024-11-21,487694.0,1621582.55,2.88,10.72,1.24,1.66,1.0,1499375.5,396454.0,450940.0,1318209.55,,,9467.0,0.03,,,,0.01,9400.0,2254.0,,,0.03,9467.0,,2187.0,15993.0,1.34,0.06,,,48.06,48.06,428437.0,1424553.03,,1.45,47.96,21.09,0.3171,48.31,0.5912
2024-11-22,504949.0,1734499.82,2.98,11.06,1.29,1.71,1.0,1618403.69,393498.0,471151.0,1351665.63,,,1366.0,0.09,,,,0.02,23167.0,4322.0,,,0.09,1366.0,,,2956.0,1.31,0.01,,,48.04,48.04,425614.0,1461984.09,,1.43,47.86,23.61,0.3128,46.21,0.6165
2024-11-25,479573.0,1721667.07,2.83,10.63,1.22,1.68,1.0,1598641.36,393969.0,445304.0,1414348.71,,,2884.0,,,471.0,,0.01,,2413.0,,,,2884.0,0.0,,26318.0,1.35,0.08,,,100.0,48.3,0.0,0.0,,0.0,100.0,21.15,0.3234,48.76,0.588
2024-11-26,450544.0,1594925.76,2.66,10.2,1.15,1.63,1.0,1448479.5,364718.0,409175.0,1291101.72,,,9062.0,,,,,0.13,,39807.0,,,,9062.0,,1494.0,36129.0,1.31,0.1,,,100.0,44.83,0.0,0.0,,0.0,100.0,22.84,0.2964,45.08,0.5538
2024-11-27,402066.0,1403210.34,2.38,9.14,1.03,1.44,1.0,1258832.53,355989.0,360697.0,1242401.61,,,,,,,,0.03,,8729.0,,,,,,,48478.0,1.26,0.19,,,44.31,44.31,447502.0,1561781.98,,1.59,44.11,25.82,0.2669,38.88,0.5004
2024-11-28,396308.0,1438598.04,2.34,9.05,1.01,1.42,1.0,1288428.57,354011.0,354939.0,1285059.93,,,,,,,,0.01,,1978.0,,,,,,,5758.0,1.24,0.01,,,100.0,44.25,0.0,0.0,,0.0,100.0,26.15,0.2665,38.84,0.4953
2024-11-29,385334.0,1389129.07,2.28,8.97,0.98,1.41,0.0,1282251.64,362703.0,355687.0,1307544.32,,,,0.03,,5698.0,,0.01,7401.0,5010.0,,,0.03,,0.02,13702.0,12351.0,1.31,0.02,,,100.0,45.47,0.0,0.0,,0.0,100.0,20.7,0.2553,40.43,0.4831
2024-12-02,387503.0,1348510.44,2.29,9.18,0.99,1.41,1.0,1245338.88,353182.0,357856.0,1229073.36,,,1413.0,0.05,,,,0.04,13702.0,10934.0,,,0.05,1413.0,,,11533.0,1.27,0.05,,,100.0,45.2,0.0,0.0,,0.0,100.0,20.69,0.2345,37.8,0.496
2024-12-03,386613.0,1360877.76,2.28,9.16,0.99,1.36,1.0,1224424.96,352324.0,347848.0,1240180.48,,,12927.0,,,,,0.06,,13785.0,,,,12927.0,,,10008.0,1.22,0.06,,,100.0,45.97,0.0,0.0,,0.0,100.0,20.47,0.2275,37.36,0.5044
2024-12-04,379656.0,1355371.92,2.24,9.23,0.97,1.35,0.0,1216980.87,338059.0,340891.0,1206870.63,,,158.0,,,,,0.05,,14423.0,,,,158.0,,,6957.0,1.19,0.02,,,100.0,44.57,0.0,0.0,,0.0,100.0,20.88,0.2339,38.02,0.5006
2024-12-05,373479.0,1389341.88,2.21,9.35,0.95,1.35,0.0,1210168.08,323882.0,325314.0,1204841.04,,,3802.0,,,,,0.06,,17979.0,,,,3802.0,,,15577.0,1.16,0.04,,,100.0,43.68,0.0,0.0,,0.0,100.0,20.68,0.2259,36.71,0.5037
2024-12-06,354679.0,1360193.97,2.1,8.87,0.91,1.34,0.0,1211530.19,315779.0,315914.0,1211012.47,,,,,,,,0.03,,10800.0,,,,,,2697.0,9400.0,1.18,0.03,,,42.72,42.72,423441.0,1623896.24,,1.58,42.66,21.79,0.2442,38.64,0.4798
2024-12-09,344813.0,1372355.74,2.04,8.51,0.88,1.35,0.0,1230409.04,304913.0,309148.0,1213553.74,,,7649.0,0.02,,,,0.07,4000.0,18515.0,,,0.02,7649.0,,,10766.0,1.17,0.02,,,100.0,41.85,0.0,0.0,,0.0,100.0,21.88,0.2552,40.07,0.4733
2024-12-10,335657.0,1339271.43,1.98,8.21,0.86,1.35,0.0,1196968.08,301019.0,299992.0,1201065.81,,,,,,,,0.01,,3894.0,,,,,,,9156.0,1.2,0.01,,,100.0,31.96,0.0,0.0,,0.0,100.0,21.67,0.258,41.2,0.3564
2024-12-11,340281.0,1417270.37,2.01,8.52,0.87,1.38,0.0,1237904.64,292144.0,297216.0,1216779.76,,,,,,,,0.04,,10117.0,,,,,,1242.0,2776.0,1.17,0.0,,,100.0,31.41,0.0,0.0,,0.0,100.0,21.19,0.2492,40.4,0.3658
2024-12-12,335556.0,1390879.62,1.98,8.45,0.86,1.41,0.0,1226882.7,286481.0,295991.0,1187463.75,,,,,,,,0.02,,5663.0,,,,,,,1225.0,1.19,0.01,,,100.0,30.91,0.0,0.0,,0.0,100.0,21.65,0.2556,41.33,0.3621
2024-12-13,395556.0,1691001.9,2.34,9.62,1.01,1.66,1.0,1521861.53,345256.0,355991.0,1475969.4,,,60000.0,0.25,,,,0.01,60000.0,1225.0,,,0.25,60000.0,,,,1.43,,,,100.0,37.25,0.0,0.0,,0.0,100.0,18.25,0.312,50.03,0.4268
2024-12-16,395556.0,1714735.26,2.34,9.61,1.01,1.7,1.0,1543220.99,345256.0,355991.0,1496684.76,,,,,,,,,,,,,,,,,,1.48,,,,100.0,37.25,0.0,0.0,,0.0,100.0,18.34,0.3135,50.25,0.4268
2024-12-17,378663.0,1594171.23,2.24,8.72,0.97,1.65,0.0,1412560.25,346063.0,335525.0,1456925.23,,,16500.0,0.07,,,,0.06,16500.0,15693.0,,,0.07,16500.0,,,36966.0,1.5,0.14,,,100.0,36.83,0.0,0.0,,0.0,100.0,18.47,0.2669,43.62,0.403
2024-12-18,378663.0,1618784.33,2.24,8.72,0.97,1.62,0.0,1434369.38,346063.0,335525.0,1479419.33,,,,,,,,,,,,,,,,,,1.46,,,,100.0,36.95,0.0,0.0,,0.0,100.0,18.46,0.2644,43.19,0.4043
2024-12-19,363863.0,1464548.58,2.15,8.58,0.93,1.56,0.0,1320703.13,338663.0,328125.0,1363118.58,,,,,,,,0.03,,7400.0,,,,,,,7400.0,1.45,0.03,,,100.0,36.52,0.0,0.0,,0.0,100.0,19.45,0.2805,45.48,0.3923
2024-12-20,351542.0,1471203.27,2.08,8.1,0.9,1.43,0.0,1321639.74,326342.0,315804.0,1365741.27,,,,,,,,0.06,,12321.0,,,,,,,12321.0,1.31,0.06,,,35.19,35.19,601109.0,2515641.17,,2.48,34.66,19.64,0.2971,46.66,0.379
