,LAT FP Equity_DX_SI_QTY,LAT FP Equity_DX_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LAT FP Equity_DX_SI_MV,LAT FP Equity_DX_DSS,LAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY,LAT FP Equity_DX_BROKER_SI_QTY,LAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LAT FP Equity_DX_BROKER_SI_MV_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,LAT FP Equity_DX_BROKER_SI_MV_INC_x,LAT FP Equity_DX_SUPPLY_SI_MV_NEW,LAT FP Equity_DX_BROKER_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_NEW,LAT FP Equity_DX_SUPPLY_SI_MV_DEC,LAT FP Equity_DX_BROKER_SI_QTY_INC,LAT FP Equity_DX_SUPPLY_SI_QTY_DEC,LAT FP Equity_DX_BROKER_SI_MV_NEW_y,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LAT FP Equity_DX_BROKER_SI_MV_INC_y,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,LAT FP Equity_DX_BROKER_SI_MV_ADD,LAT FP Equity_DX_SUPPLY_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_DEC,LAT FP Equity_DX_SUPPLY_SI_MV,LAT FP Equity_DX_BROKER_SI_MV_DEC,LAT FP Equity_DX_SUPPLY_SI_MV_RMV,LAT FP Equity_DX_BROKER_SI_MV_RMV,LAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LAT FP Equity_DX_UTILIZATION_QUANTITY,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LAT FP Equity_DX_ACTIVE_UTILIZATION_MV,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LAT FP Equity_DX_BROKER_SI_CON_RATIO,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-01-24,53658.0,532287.36,0.73,2.26,0.62,0.56,0.0,365036.16,35139.0,36798.0,348578.88,,,,,,,,0.0,,120.0,,,,,,,1230.0,0.36,0.01,,,24.68,17.04,107265.0,1064068.8,,1.09,24.69,11.81,0.5823,75.0,0.2602
2012-01-25,72047.0,728395.17,0.98,2.96,0.84,0.73,0.0,415551.33,39444.0,41103.0,398778.84,,,14084.0,0.04,,,,0.1,4305.0,9779.0,,,0.04,14084.0,,,,0.39,,,,29.69,19.11,93409.0,944364.99,,0.93,29.65,10.47,0.6199,77.74,0.349
2012-01-26,72047.0,724072.35,0.98,2.94,0.84,0.74,0.0,413085.15,39444.0,41103.0,396412.2,,,,,,,,,,,,,,,,,,0.4,,,,29.35,18.97,94948.0,954227.4,,0.96,29.31,10.46,0.6214,77.83,0.3464
2012-01-27,70047.0,741797.73,0.95,2.84,0.81,0.72,0.0,414100.77,39444.0,39103.0,417711.96,,,,,,,,,,,,,,,,,2000.0,0.4,0.02,,,29.09,18.9,96135.0,1018069.65,,0.97,29.06,10.95,0.6022,76.47,0.3357
2012-01-30,70980.0,746709.6,0.96,2.74,0.82,0.77,0.0,421883.56,40377.0,40103.0,424766.04,,,,,,1000.0,,0.0,,67.0,,,,,0.01,1000.0,,0.43,,,,29.58,19.35,96135.0,1011340.2,,1.02,29.58,10.66,0.581,75.12,0.3402
2012-01-31,70927.0,787998.97,0.96,2.72,0.82,0.77,0.0,445544.33,40324.0,40103.0,447999.64,,,,,,,,0.0,,53.0,,,,,,,,0.43,,,,29.4,19.26,96814.0,1075603.54,,1.02,29.45,10.63,0.5791,74.97,0.3388
2012-02-01,70927.0,822753.2,0.96,2.5,0.82,0.8,0.0,465194.8,40324.0,40103.0,467758.4,,,,,,,,,,,,,,,,,,0.45,,,,29.4,19.26,96814.0,1123042.4,,1.08,29.35,10.22,0.5834,75.32,0.3388
2012-02-02,70086.0,809493.3,0.95,2.3,0.81,0.83,0.0,457414.65,39483.0,39603.0,456028.65,,,,,,,,0.01,,841.0,,,,,,,500.0,0.46,0.0,,,28.92,18.84,97044.0,1120858.2,,1.13,28.93,9.69,0.6039,76.75,0.3344
2012-02-03,70086.0,805288.14,0.95,2.29,0.81,0.83,0.0,455038.47,39483.0,39603.0,453659.67,,,,,,,,,,,,,,,,,,0.46,,,,28.89,18.83,97184.0,1116644.16,,1.12,28.89,9.7,0.6037,76.73,0.3342
2012-02-06,71186.0,813655.98,0.97,2.5,0.83,0.84,0.0,453805.29,40483.0,39703.0,462720.69,,,,,,100.0,,,,,,,,,0.0,1000.0,,0.47,,,,29.41,19.3,97184.0,1110813.12,,1.12,29.4,9.44,0.5726,74.69,0.3395
2012-02-07,70786.0,821825.46,0.96,2.54,0.82,0.82,0.0,458629.83,40283.0,39503.0,467685.63,,,,,,,,0.0,,200.0,,,,,,,200.0,0.46,0.01,,,29.01,19.1,98590.0,1144629.9,,1.13,28.95,9.58,0.5692,74.43,0.3356
2012-02-08,70786.0,838814.1,0.96,2.55,0.82,0.84,0.0,468110.55,40283.0,39503.0,477353.55,,,,,,,,,,,,,,,,,,0.47,,,,28.87,19.04,99262.0,1176254.7,,1.15,28.87,9.51,0.572,74.64,0.3346
2012-02-09,68752.0,823648.96,0.93,2.36,0.8,0.83,0.0,461062.28,39266.0,38486.0,470406.68,,,,,,,,0.0,,1017.0,,,,,,,1017.0,0.47,0.01,,,28.14,18.56,100279.0,1201342.42,,1.19,28.13,9.75,0.5613,73.86,0.3249
2012-02-10,68364.0,806695.2,0.93,2.44,0.79,0.84,0.0,451845.6,39072.0,38292.0,461049.6,,,,,,,,0.0,,194.0,,,,,,,194.0,0.47,0.0,,,27.86,18.41,101147.0,1193534.6,,1.21,27.9,9.72,0.5612,73.86,0.3221
2012-02-13,67064.0,810133.12,0.91,2.38,0.78,0.81,0.0,436595.36,37922.0,36142.0,458097.76,,,,,,,,0.02,,1150.0,,,,,,,2150.0,0.45,0.03,,,27.23,17.86,101339.0,1224175.12,,1.2,27.24,10.09,0.5939,76.02,0.3159
2012-02-14,63804.0,767562.12,0.87,2.24,0.74,0.79,0.0,427209.36,35292.0,35512.0,424562.76,,,,,,,,0.02,,2630.0,,,,,,,630.0,0.43,0.0,,,25.65,16.6,102291.0,1230560.73,,1.24,25.67,10.55,0.6568,80.13,0.3001
2012-02-15,61632.0,739584.0,0.84,2.29,0.72,0.76,0.0,401832.0,33266.0,33486.0,399192.0,,,,,,,,0.03,,2026.0,,,,,,,2026.0,0.4,0.03,,,24.51,15.61,102437.0,1229244.0,,1.23,24.52,6.05,0.7143,84.05,0.2891
2012-02-16,59666.0,706445.44,0.81,2.33,0.69,0.73,0.0,384835.52,32283.0,32503.0,382230.72,,,,,,,,0.01,,983.0,,,,,,,983.0,0.39,0.02,,,23.79,15.14,103420.0,1224492.8,,1.24,23.77,6.3,0.7054,83.49,0.2799
2012-02-17,59054.0,709829.08,0.8,2.33,0.69,0.71,0.0,387007.94,31977.0,32197.0,384363.54,,,,,,,,0.01,,306.0,,,,,,,306.0,0.38,0.01,,,23.55,14.99,103819.0,1247904.38,,1.23,23.54,6.33,0.7013,83.23,0.2769
2012-02-20,64054.0,784020.96,0.87,2.45,0.74,0.78,0.0,381851.28,36977.0,31197.0,452598.48,,,,,,,,0.01,,1000.0,,,,,,6000.0,1000.0,0.44,0.01,,,26.2,17.31,104183.0,1275199.92,,1.25,26.16,15.76,0.55,72.05,0.2998
2012-02-21,64054.0,781458.8,0.87,2.42,0.74,0.8,0.0,380603.4,36977.0,31197.0,451119.4,,,,,,,,,,,,,,,,,,0.45,,,,26.09,17.27,104732.0,1277730.4,,1.28,26.1,15.6,0.5564,72.55,0.2991
2012-02-22,62990.0,735723.2,0.85,2.45,0.73,0.78,0.0,364007.2,35945.0,31165.0,419837.6,,,,,,1000.0,,0.01,,1032.0,,,,,0.01,,1032.0,0.44,0.01,,,25.27,16.74,106314.0,1241747.52,,1.3,25.27,15.64,0.5213,70.04,0.2934
2012-02-23,61440.0,676454.4,0.83,2.19,0.71,0.73,0.0,334593.9,35170.0,30390.0,387221.7,,,,,,,,0.02,,775.0,,,,,,,775.0,0.41,0.03,,,100.0,16.3,0.0,0.0,,0.0,100.0,15.89,0.5093,69.08,0.2848
2012-02-24,59740.0,654750.4,0.81,2.01,0.69,0.67,0.0,314442.4,33470.0,28690.0,366831.2,,,,,,,,0.02,,1700.0,,,,,,,1700.0,0.37,0.02,,,100.0,15.45,0.0,0.0,,0.0,100.0,16.62,0.5532,72.2,0.2758
2012-02-27,53740.0,592214.8,0.73,1.76,0.62,0.61,0.0,316163.8,27470.0,28690.0,302719.4,,,,,,,,0.07,,6000.0,,,,,,,,0.3,,,,100.0,12.58,0.0,0.0,,0.0,100.0,6.62,0.7587,86.76,0.2461
2012-02-28,50983.0,578657.05,0.69,1.66,0.59,0.57,0.0,310740.3,26025.0,27378.0,295383.75,,,,,,,,0.01,,1445.0,,,,,,,1312.0,0.29,0.02,,,100.0,11.88,0.0,0.0,,0.0,100.0,6.96,0.7534,86.42,0.2327
2012-02-29,50750.0,583625.0,0.69,1.61,0.59,0.59,0.0,312167.5,26025.0,27145.0,299287.5,,,,,,,,,,,,,,,,,233.0,0.3,0.0,,,100.0,11.83,0.0,0.0,,0.0,100.0,7.07,0.7687,87.3,0.2307
2012-03-01,50532.0,581118.0,0.69,1.55,0.59,0.6,0.0,310914.0,25916.0,27036.0,298034.0,,,,,,,,0.0,,109.0,,,,,,,109.0,0.3,0.0,,,100.0,11.75,0.0,0.0,,0.0,100.0,7.05,0.7687,87.3,0.2291
2012-03-02,49256.0,576295.2,0.67,1.48,0.57,0.58,0.0,308856.6,25278.0,26398.0,295752.6,,,,,,,,0.01,,638.0,,,,,,,638.0,0.29,0.01,,,100.0,11.46,0.0,0.0,,0.0,100.0,7.2,0.7645,87.04,0.2233
2012-03-05,56501.0,664451.76,0.77,1.73,0.66,0.68,0.0,397958.4,25081.0,33840.0,294952.56,,,,0.09,,,,0.0,7442.0,197.0,,,0.09,,,,,0.29,,,,11.34,11.34,196088.0,2305994.88,,2.29,11.34,5.72,0.8103,89.77,0.2555
2012-03-06,49325.0,553919.75,0.67,1.48,0.57,0.6,0.0,299436.72,25081.0,26664.0,281659.63,,,,,,,,,,,,,,,,,7176.0,0.3,0.08,,,100.0,11.32,0.0,0.0,,0.0,100.0,7.13,0.7679,87.25,0.2226
2012-03-07,46776.0,523891.2,0.63,1.37,0.54,0.54,0.0,281769.6,24038.0,25158.0,269225.6,,,,,,,,0.02,,1043.0,,,,,,,1506.0,0.27,0.03,,,100.0,10.82,0.0,0.0,,0.0,100.0,7.59,0.7511,86.21,0.2106
2012-03-08,47256.0,543444.0,0.64,1.35,0.55,0.54,0.0,286327.0,24778.0,24898.0,284947.0,,,,,,,,0.0,,260.0,,,,,,1000.0,260.0,0.28,0.01,,,100.0,11.13,0.0,0.0,,0.0,100.0,7.93,0.7441,85.78,0.2122
2012-03-09,45562.0,524874.24,0.62,1.28,0.53,0.54,0.0,282827.52,23431.0,24551.0,269925.12,,,,,,,,0.01,,1347.0,,,,,,,347.0,0.27,0.0,,,100.0,10.44,0.0,0.0,,0.0,100.0,7.73,0.7492,86.1,0.2031
2012-03-12,43344.0,501056.64,0.59,1.21,0.5,0.51,0.0,270989.52,22322.0,23442.0,258042.32,,,,,,,,0.01,,1109.0,,,,,,,1109.0,0.26,0.02,,,100.0,9.89,0.0,0.0,,0.0,100.0,8.21,0.7357,85.25,0.1921
2012-03-13,41264.0,482788.8,0.56,1.13,0.48,0.49,0.0,256253.4,21782.0,21902.0,254849.4,,,,,,,,0.02,,1540.0,,,,,,1000.0,1540.0,0.25,0.02,,,100.0,9.65,0.0,0.0,,0.0,100.0,8.8,0.7202,84.26,0.1829
2012-03-14,38504.0,447031.44,0.52,1.1,0.45,0.46,0.0,244065.42,19902.0,21022.0,231062.22,,,,,,,,0.02,,1880.0,,,,,,,880.0,0.23,0.01,,,100.0,8.79,0.0,0.0,,0.0,100.0,9.0,0.7132,83.82,0.1701
2012-03-15,37214.0,435403.8,0.5,1.12,0.43,0.44,0.0,238410.9,19257.0,20377.0,225306.9,,,,,,,,0.01,,645.0,,,,,,,645.0,0.22,0.01,,,100.0,8.51,0.0,0.0,,0.0,100.0,9.51,0.7006,82.99,0.1644
2012-03-16,33540.0,384033.0,0.46,1.01,0.39,0.4,0.0,212283.0,17420.0,18540.0,199459.0,,,,,,,,0.02,,1837.0,,,,,,,1837.0,0.2,0.02,,,100.0,7.69,0.0,0.0,,0.0,100.0,10.2,0.679,81.55,0.1481
2012-03-19,33540.0,377660.4,0.46,1.02,0.39,0.39,0.0,208760.4,17420.0,18540.0,196149.2,,,,,,,,,,,,,,,,,,0.2,,,,100.0,7.64,0.0,0.0,,0.0,100.0,10.22,0.6772,81.43,0.1471
2012-03-20,34540.0,383394.0,0.47,1.05,0.4,0.4,0.0,205794.0,18420.0,18540.0,204462.0,,,,,,,,,,,,,,,,1000.0,,0.21,,,,100.0,8.08,0.0,0.0,,0.0,100.0,10.18,0.6772,81.44,0.1515
2012-03-21,33540.0,362232.0,0.46,1.0,0.39,0.38,0.0,200232.0,17420.0,18540.0,188136.0,,,,,,,,0.01,,1000.0,,,,,,,,0.19,,,,100.0,7.6,0.0,0.0,,0.0,100.0,10.05,0.6779,81.49,0.1464
2012-03-22,33540.0,358878.0,0.46,1.03,0.39,0.37,0.0,198378.0,17420.0,18540.0,186394.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,7.59,0.0,0.0,,0.0,100.0,10.21,0.6734,81.18,0.1461
2012-03-23,33540.0,359548.8,0.46,1.04,0.39,0.37,0.0,198748.8,17420.0,18540.0,186742.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,7.54,0.0,0.0,,0.0,100.0,10.36,0.67,80.95,0.1451
2012-03-26,34540.0,375449.8,0.47,1.1,0.4,0.38,0.0,201529.8,18420.0,18540.0,200225.4,,,,,,,,,,,,,,,,1000.0,,0.2,,,,100.0,7.89,0.0,0.0,,0.0,100.0,10.48,0.6685,80.84,0.148
2012-03-27,34540.0,397210.0,0.47,1.12,0.4,0.39,0.0,213210.0,18420.0,18540.0,211830.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,7.89,0.0,0.0,,0.0,100.0,10.82,0.6664,80.67,0.1479
2012-03-28,34540.0,388920.4,0.47,1.08,0.4,0.41,0.0,208760.4,18420.0,18540.0,207409.2,,,,,,,,,,,,,,,,,,0.21,,,,100.0,7.89,0.0,0.0,,0.0,100.0,10.13,0.6795,81.59,0.148
2012-03-29,34540.0,379940.0,0.47,1.08,0.4,0.4,0.0,203940.0,18420.0,18540.0,202620.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,7.89,0.0,0.0,,0.0,100.0,10.1,0.6782,81.5,0.148
2012-03-30,34540.0,410680.6,0.47,1.1,0.4,0.39,0.0,220440.6,18420.0,18540.0,219013.8,,,,,,,,,,,,,,,,,,0.2,,,,100.0,7.89,0.0,0.0,,0.0,100.0,11.09,0.6632,80.44,0.148
2012-04-02,19540.0,227641.0,0.27,0.56,0.23,0.24,0.0,215991.0,18420.0,18540.0,214593.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,7.88,0.0,0.0,,0.0,100.0,10.16,0.6816,81.73,0.0836
2012-04-03,19540.0,218848.0,0.27,0.56,0.23,0.24,0.0,207648.0,18420.0,18540.0,206304.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,7.87,0.0,0.0,,0.0,100.0,10.28,0.6791,81.55,0.0835
2012-04-04,73747.0,801629.89,1.0,2.12,0.86,0.83,0.0,790759.89,18420.0,72747.0,200225.4,,,,0.59,,,,,54207.0,,,,0.59,,,,,0.21,,,,7.87,7.87,215686.0,2344506.82,,2.42,7.88,2.67,0.9053,95.1,0.315
2012-04-05,19540.0,214744.6,0.27,0.58,0.23,0.22,0.0,203754.6,18420.0,18540.0,202435.8,,,,,,,,,,,,,,,,,54207.0,0.2,0.6,,,100.0,7.87,0.0,0.0,,0.0,100.0,10.36,0.6727,81.13,0.0835
2012-04-06,19540.0,214744.6,0.27,0.61,0.23,0.22,0.0,203754.6,18420.0,18540.0,202435.8,,,,,,,,,,,,,,,,,,0.2,,,,100.0,7.87,0.0,0.0,,0.0,100.0,10.38,0.6716,81.05,0.0835
2012-04-09,19540.0,214744.6,0.27,0.61,0.23,0.22,0.0,203754.6,18420.0,18540.0,202435.8,,,,,,,,,,,,,,,,,,0.2,,,,100.0,7.87,0.0,0.0,,0.0,100.0,10.29,0.6741,81.22,0.0835
2012-04-10,18540.0,186697.8,0.25,0.58,0.22,0.21,0.0,186697.8,17420.0,18540.0,175419.4,,,,,,,,0.01,,1000.0,,,,,,,,0.19,,,,100.0,7.43,0.0,0.0,,0.0,100.0,9.5,0.6845,81.95,0.079
2012-04-11,18540.0,193928.4,0.25,0.56,0.22,0.2,0.0,193928.4,17420.0,18540.0,182213.2,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.31,0.0,0.0,,0.0,100.0,10.62,0.6625,80.43,0.0778
2012-04-12,18540.0,190776.6,0.25,0.56,0.22,0.2,0.0,190776.6,17420.0,18540.0,179251.8,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.29,0.0,0.0,,0.0,100.0,10.17,0.6707,81.01,0.0776
2012-04-13,18540.0,183916.8,0.25,0.57,0.22,0.2,0.0,183916.8,17420.0,18540.0,172806.4,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.26,0.0,0.0,,0.0,100.0,9.88,0.6746,81.28,0.0772
2012-04-16,18540.0,180023.4,0.25,0.6,0.22,0.19,0.0,170313.4,18420.0,17540.0,178858.2,,,,,,,,,,,,,,,,1000.0,1000.0,0.18,0.01,,,100.0,7.67,0.0,0.0,,0.0,100.0,10.77,0.7563,86.27,0.0772
2012-04-17,18540.0,180023.4,0.25,0.62,0.22,0.19,0.0,170313.4,18420.0,17540.0,178858.2,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.67,0.0,0.0,,0.0,100.0,10.98,0.7533,86.06,0.0772
2012-04-18,19540.0,189538.0,0.27,0.66,0.23,0.2,0.0,179838.0,18420.0,18540.0,178674.0,,,,,,1000.0,,,,,,,,,0.01,,,0.18,,,,100.0,7.64,0.0,0.0,,0.0,100.0,10.22,0.6647,80.6,0.081
2012-04-19,19540.0,181722.0,0.27,0.68,0.23,0.2,0.0,172422.0,18420.0,18540.0,171306.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.62,0.0,0.0,,0.0,100.0,9.86,0.6691,80.91,0.0808
2012-04-20,19540.0,178791.0,0.27,0.7,0.23,0.19,0.0,169641.0,18420.0,18540.0,168543.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,7.58,0.0,0.0,,0.0,100.0,10.11,0.6614,80.38,0.0804
2012-04-23,19540.0,175860.0,0.27,0.71,0.23,0.19,0.0,166860.0,18420.0,18540.0,165780.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,7.56,0.0,0.0,,0.0,100.0,10.0,0.6628,80.48,0.0802
2012-04-24,19264.0,176650.88,0.26,0.71,0.22,0.18,0.0,170011.8,18144.0,18540.0,166380.48,,,,,,,,0.0,,276.0,,,,,,,,0.16,,,,100.0,7.41,0.0,0.0,,0.0,100.0,10.37,0.6555,79.97,0.0787
2012-04-25,19551.0,189840.21,0.27,0.74,0.23,0.19,0.0,180023.4,18431.0,18540.0,178965.01,,,287.0,,,,,,,,,,,287.0,,,,0.17,,,,100.0,7.49,0.0,0.0,,0.0,100.0,10.74,0.6524,79.74,0.0795
2012-04-26,19551.0,186907.56,0.27,0.71,0.23,0.2,0.0,177242.4,18431.0,18540.0,176200.36,,,,,,,,,,,,,,,,,,0.18,,,,100.0,7.49,0.0,0.0,,0.0,100.0,10.1,0.6661,80.7,0.0794
2012-04-27,19436.0,189501.0,0.26,0.74,0.23,0.2,0.0,180765.0,18316.0,18540.0,178581.0,,,,,,,,0.0,,115.0,,,,,,,,0.18,,,,100.0,7.44,0.0,0.0,,0.0,100.0,10.43,0.6601,80.28,0.0789
2012-04-30,19432.0,197234.8,0.26,0.74,0.23,0.2,0.0,188181.0,18312.0,18540.0,185866.8,,,,,,,,0.0,,4.0,,,,,,,,0.18,,,,100.0,7.41,0.0,0.0,,0.0,100.0,10.59,0.6601,80.27,0.0786
2012-05-01,19432.0,197234.8,0.26,0.76,0.23,0.21,0.0,188181.0,18312.0,18540.0,185866.8,,,,,,,,,,,,,,,,,,0.19,,,,100.0,7.41,0.0,0.0,,0.0,100.0,10.27,0.6675,80.79,0.0786
2012-05-02,29432.0,285490.4,0.4,1.15,0.34,0.31,0.0,276838.0,28312.0,28540.0,274626.4,,,10000.0,0.11,,,,,10000.0,,,,0.11,10000.0,,,,0.29,,,,17.11,11.46,137174.0,1330587.8,,1.39,17.11,6.36,0.7777,87.86,0.1191
2012-05-03,29432.0,285196.08,0.4,1.16,0.34,0.3,0.0,276552.6,28312.0,28540.0,274343.28,,,,,,,,,,,,,,,,,,0.27,,,,17.11,11.46,137174.0,1329216.06,,1.33,17.11,6.64,0.77,87.38,0.1191
2012-05-04,29632.0,277059.2,0.4,1.16,0.34,0.3,0.0,267784.0,28412.0,28640.0,265652.2,,,100.0,,,100.0,,,,,,,,100.0,0.0,,,0.28,,,,17.14,11.49,137347.0,1284194.45,,1.33,17.13,6.63,0.7652,87.11,0.1198
2012-05-07,29632.0,281504.0,0.4,1.19,0.34,0.29,0.0,272080.0,28412.0,28640.0,269914.0,,,,,,,,,,,,,,,,,,0.27,,,,17.05,11.45,138235.0,1313232.5,,1.29,17.05,6.71,0.7611,86.87,0.1194
2012-05-08,29632.0,287430.4,0.4,1.2,0.34,0.3,0.0,277808.0,28412.0,28640.0,275596.4,,,,,,,,,,,,,,,,,,0.27,,,,16.85,11.36,140178.0,1359726.6,,1.33,16.86,6.73,0.762,86.92,0.1185
2012-05-09,29632.0,281207.68,0.4,1.21,0.34,0.3,0.0,271793.6,28412.0,28640.0,269629.88,,,,,,,,,,,,,,,,,,0.28,,,,16.79,11.33,140817.0,1336353.33,,1.37,16.79,6.46,0.7679,87.28,0.1182
2012-05-10,29344.0,278768.0,0.4,1.2,0.34,0.29,0.0,272080.0,28124.0,28640.0,267178.0,,,,,,,,0.0,,288.0,,,,,,,,0.27,,,,16.64,11.21,140909.0,1338635.5,,1.34,16.64,6.63,0.7633,87.0,0.117
2012-05-11,29344.0,284636.8,0.4,1.2,0.34,0.29,0.0,277808.0,28124.0,28640.0,272802.8,,,,,,,,,,,,,,,,,,0.27,,,,16.63,11.21,140947.0,1367185.9,,1.34,16.65,6.73,0.7619,86.91,0.117
2012-05-14,29244.0,286591.2,0.4,1.27,0.34,0.3,0.0,280672.0,28024.0,28640.0,274635.2,,,,,,,,0.0,,100.0,,,,,,,,0.27,,,,16.53,11.14,141540.0,1387092.0,,1.37,16.54,6.64,0.7653,87.12,0.1163
2012-05-15,29144.0,268707.68,0.4,1.29,0.34,0.3,0.0,263138.8,28024.0,28540.0,258381.28,,,,,,,,,,,,,,,,,100.0,0.27,0.0,,,16.56,11.17,141166.0,1301550.52,,1.38,16.57,6.61,0.7721,87.51,0.1162
2012-05-16,29144.0,273079.28,0.4,1.29,0.34,0.28,0.0,267419.8,28024.0,28540.0,262584.88,,,,,,,,,,,,,,,,,,0.26,,,,16.56,11.17,141166.0,1322725.42,,1.3,16.57,6.71,0.7657,87.12,0.1162
2012-05-17,29144.0,266959.04,0.4,1.63,0.34,0.29,0.0,261426.4,28024.0,28540.0,256699.84,,,,,,,,,,,,,,,,,,0.26,,,,16.55,11.17,141297.0,1294280.52,,1.32,16.56,6.49,0.7704,87.41,0.1161
2012-05-18,29144.0,269582.0,0.4,1.74,0.34,0.28,0.0,263995.0,28024.0,28540.0,259222.0,,,,,,,,,,,,,,,,,,0.26,,,,16.46,11.13,142218.0,1315516.5,,1.3,16.46,6.73,0.7641,87.03,0.1157
2012-05-21,29144.0,279782.4,0.4,1.77,0.34,0.28,0.0,273984.0,28024.0,28540.0,269030.4,,,,,,,,,,,,,,,,,,0.26,,,,16.45,11.12,142292.0,1366003.2,,1.32,16.45,6.91,0.7619,86.89,0.1157
2012-05-22,29144.0,279490.96,0.4,1.87,0.34,0.3,0.0,273698.6,28024.0,28540.0,268750.16,,,,,,,,,,,,,,,,,,0.27,,,,16.44,11.11,142393.0,1365548.87,,1.37,16.45,6.6,0.7705,87.42,0.1155
2012-05-23,28540.0,268846.8,0.39,1.87,0.33,0.29,0.0,268846.8,27420.0,28540.0,258296.4,,,,,,,,0.01,,604.0,,,,,,,,0.26,,,,16.15,10.87,142393.0,1341342.06,,1.37,16.16,6.6,0.7709,87.44,0.1131
2012-05-24,28540.0,265707.4,0.39,2.1,0.33,0.28,0.0,265707.4,27420.0,28540.0,255280.2,,,,,,,,,,,,,,,,,,0.26,,,,15.95,10.78,144529.0,1345564.99,,1.36,15.95,6.56,0.7694,87.35,0.1122
2012-05-25,29540.0,273245.0,0.4,2.26,0.34,0.29,0.0,263995.0,28420.0,28540.0,262885.0,,,,,,,,,,,,,,,,1000.0,,0.26,,,,16.42,11.17,144616.0,1337698.0,,1.35,16.43,6.59,0.7682,87.28,0.1161
2012-05-28,29540.0,273835.8,0.4,2.3,0.34,0.29,0.0,264565.8,28420.0,28540.0,263453.4,,,,,,,,,,,,,,,,,,0.26,,,,16.42,11.17,144616.0,1340590.32,,1.34,16.42,6.6,0.768,87.27,0.1161
2012-05-29,28540.0,265422.0,0.39,2.37,0.33,0.28,0.0,265422.0,27420.0,28540.0,255006.0,,,,,,,,0.01,,1000.0,,,,,,,,0.25,,,,15.92,10.77,144787.0,1346519.1,,1.34,15.93,6.61,0.7675,87.23,0.1121
2012-05-30,28540.0,261997.2,0.39,2.41,0.33,0.28,0.0,261997.2,27420.0,28540.0,251715.6,,,,,,,,,,,,,,,,,,0.26,,,,15.91,10.76,144875.0,1329952.5,,1.35,15.93,6.56,0.7692,87.34,0.112
2012-05-31,28540.0,278265.0,0.39,2.55,0.33,0.28,0.0,278265.0,27420.0,28540.0,267345.0,,,,,,,,,,,,,,,,,,0.25,,,,100.0,10.76,0.0,0.0,,0.0,100.0,7.0,0.7608,86.82,0.112
2012-06-01,28540.0,261997.2,0.39,2.55,0.33,0.29,0.0,261997.2,27420.0,28540.0,251715.6,,,,,,,,,,,,,,,,,,0.27,,,,100.0,10.76,0.0,0.0,,0.0,100.0,6.33,0.7748,87.68,0.112
2012-06-04,28540.0,258857.8,0.39,2.66,0.33,0.27,0.0,258857.8,27420.0,28540.0,248699.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,10.76,0.0,0.0,,0.0,100.0,6.62,0.7657,87.13,0.112
2012-06-05,28540.0,261426.4,0.39,2.77,0.33,0.27,0.0,261426.4,27420.0,28540.0,251167.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,10.76,0.0,0.0,,0.0,100.0,6.68,0.7649,87.08,0.112
2012-06-06,28540.0,260855.6,0.39,2.94,0.33,0.27,0.0,260855.6,27420.0,28540.0,250618.8,,,,,,,,,,,,,,,,,,0.25,,,,100.0,10.73,0.0,0.0,,0.0,100.0,6.69,0.7644,87.04,0.1117
