,ALMCE FP Equity_DX_SI_QTY,ALMCE FP Equity_DX_SHORT_INTEREST_VALUE,ALMCE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMCE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMCE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMCE FP Equity_DX_SI_MV,ALMCE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMCE FP Equity_DX_SUPPLY_SI_QTY,ALMCE FP Equity_DX_BROKER_SI_QTY,ALMCE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMCE FP Equity_DX_SUPPLY_SI_MV,ALMCE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMCE FP Equity_DX_UTILIZATION_QUANTITY,ALMCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMCE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMCE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMCE FP Equity_DX_BROKER_SI_CON_RATIO,ALMCE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMCE FP Equity_PX_LAST
2025-07-08,,,,,,,,,,,,,,,,,,,,5.4
2025-07-09,,,,,,,,,,,,,,,,,,,,5.4
2025-07-10,,,,,,,,,,,,,,,,,,,,5.45
2025-07-11,,,,,,,,,,,,,,,,,,,,5.7
2025-07-14,,,,,,,,,,,,,,,,,,,,5.65
2025-07-15,,,,,,,,,,,,,,,,,,,,5.4
2025-07-16,,,,,,,,,,,,,,,,,,,,5.45
2025-07-17,,,,,,,,,,,,,,,,,,,,5.5
2025-07-18,,,,,,,,,,,,,,,,,,,,5.5
2025-07-21,,,,,,,,,,,,,,,,,,,,5.7
2025-07-22,,,,,,,,,,,,,,,,,,,,5.7
2025-07-23,,,,,,,,,,,,,,,,,,,,5.7
2025-07-24,,,,,,,,,,,,,,,,,,,,5.6
2025-07-25,,,,,,,,,,,,,,,,,,,,5.65
2025-07-28,,,,,,,,,,,,,,,,,,,,5.75
2025-07-29,,,,,,,,,,,,,,,,,,,,5.8
2025-07-30,,,,,,,,,,,,,,,,,,,,5.85
2025-07-31,,,,,,,,,,,,,,,,,,,,5.85
2025-08-01,,,,,,,,,,,,,,,,,,,,5.65
2025-08-04,,,,,,,,,,,,,,,,,,,,5.65
2025-08-05,,,,,,,,,,,,,,,,,,,,5.85
2025-08-06,,,,,,,,,,,,,,,,,,,,5.75
2025-08-07,,,,,,,,,,,,,,,,,,,,5.7
2025-08-08,,,,,,,,,,,,,,,,,,,,5.7
2025-08-11,,,,,,,,,,,,,,,,,,,,5.75
2025-08-12,,,,,,,,,,,,,,,,,,,,5.75
2025-08-13,,,,,,,,,,,,,,,,,,,,5.75
2025-08-14,,,,,,,,,,,,,,,,,,,,5.9
2025-08-15,,,,,,,,,,,,,,,,,,,,5.75
2025-08-18,,,,,,,,,,,,,,,,,,,,5.75
2025-08-19,,,,,,,,,,,,,,,,,,,,5.95
2025-08-20,,,,,,,,,,,,,,,,,,,,5.8
2025-08-21,,,,,,,,,,,,,,,,,,,,5.8
2025-08-22,,,,,,,,,,,,,,,,,,,,5.85
2025-08-25,,,,,,,,,,,,,,,,,,,,5.8
2025-08-26,,,,,,,,,,,,,,,,,,,,5.8
2025-08-27,,,,,,,,,,,,,,,,,,,,5.8
2025-08-28,,,,,,,,,,,,,,,,,,,,5.8
2025-08-29,,,,,,,,,,,,,,,,,,,,5.85
