,MTI FP Equity_DX_SI_QTY,MTI FP Equity_DX_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTI FP Equity_DX_SI_MV,MTI FP Equity_DX_DSS,MTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SUPPLY_SI_QTY,MTI FP Equity_DX_BROKER_SI_QTY,MTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTI FP Equity_DX_BROKER_SI_MV_NEW_x,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTI FP Equity_DX_BROKER_SI_MV_INC_x,MTI FP Equity_DX_BROKER_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_NEW,MTI FP Equity_DX_SUPPLY_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_QTY_INC,MTI FP Equity_DX_SUPPLY_SI_QTY_DEC,MTI FP Equity_DX_BROKER_SI_MV_NEW_y,MTI FP Equity_DX_BROKER_SI_MV_INC_y,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTI FP Equity_DX_BROKER_SI_MV_ADD,MTI FP Equity_DX_SUPPLY_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_DEC,MTI FP Equity_DX_SUPPLY_SI_MV,MTI FP Equity_DX_BROKER_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_MV_RMV,MTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTI FP Equity_DX_UTILIZATION_QUANTITY,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTI FP Equity_DX_BROKER_SI_CON_RATIO,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MTI FP Equity_PX_LAST
2005-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.65
2005-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.51
2005-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.43
2005-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.52
2005-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.83
2005-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2005-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.28
2005-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.41
2005-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04
2005-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.86
2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.13
2005-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.37
2005-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61
2005-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.98
2005-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.69
2005-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.13
2005-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.31
2005-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2
2005-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.35
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.41
2005-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2
2005-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4
2005-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.44
2005-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1
2005-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.11
2005-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.45
2005-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.24
2005-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2005-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.37
2005-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.33
2005-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.34
2005-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.39
2005-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.57
2005-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.35
2005-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.66
2005-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.39
2005-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0
2005-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.55
2005-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.26
2005-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.17
2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.69
2005-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5
2005-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.04
2005-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.09
2005-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9
2005-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.05
2005-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.04
2005-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6
2005-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4
2005-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.43
2005-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4
2005-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.41
2005-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.94
2005-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.86
2005-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2005-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3
2005-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.44
2005-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.48
2005-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5
2005-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3
2005-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.91
2005-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.92
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.95
2005-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.03
2005-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.97
2005-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.45
2005-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.86
2005-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.76
2005-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.96
2005-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75
2005-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.05
2005-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.06
2005-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1
2005-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.83
2005-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.87
2005-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.13
2005-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.79
2005-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.89
2005-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.64
2005-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.03
2005-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0
2005-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4
2005-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.23
2005-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.87
2006-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.41
2006-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.65
2006-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.94
2006-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2
2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2
2006-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.11
2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.95
2006-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04
2006-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04
2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5
2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.14
2006-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.35
2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.34
2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.35
2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.13
2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.17
2006-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77
2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4
2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.15
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.31
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.55
2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.17
2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.34
2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4
2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.62
2006-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4
2006-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4
2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.52
2006-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.71
2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.41
2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.49
2006-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42
2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.29
2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.71
2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.83
2006-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.86
2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.15
2006-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.54
2006-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.59
2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.36
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.67
2006-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.59
2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.18
2006-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.95
2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.08
2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.01
2006-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.59
2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.41
2006-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.19
2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.89
2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.22
2006-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.02
2006-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.27
2006-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.19
2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.18
2006-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.03
2006-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25
2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.98
2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.39
2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.36
2006-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.64
2006-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.42
2006-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.36
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.34
2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.89
2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68
2006-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.21
2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.18
2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13
2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.35
2006-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2006-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.71
2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79
2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84
2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.01
2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.87
2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.04
2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73
2006-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88
2006-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.09
2006-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.42
2006-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38
2006-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41
2006-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.19
2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41
2006-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.36
2006-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.19
2006-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5
2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.11
2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.49
2006-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.62
2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.92
2006-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.28
2006-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68
2006-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.88
2006-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.06
2006-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1
2006-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.47
2006-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2006-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.29
2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3
2006-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.93
2006-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.82
2006-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78
2006-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.34
2006-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.12
2006-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.71
2006-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.71
2006-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.89
2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.24
2006-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.35
2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.76
2006-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6
2006-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.39
2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.47
2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.16
2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.96
2006-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.82
2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5
2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.54
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.45
2006-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57
2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.97
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1
2006-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.06
2006-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.14
2006-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,100.72
2006-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,100.94
2006-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.34
2006-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.27
2006-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.65
2006-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.16
2006-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.37
2006-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.92
2006-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.76
2006-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.51
2006-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.74
2006-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.86
2006-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.03
2006-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.89
2006-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.84
2006-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.71
2006-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.98
2006-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.2
2006-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.27
2006-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.3
2006-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.31
2006-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,101.9
2006-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.57
2006-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.66
2006-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.88
2006-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.09,0.0,,0.0,,,102.8
