,CRTO FP Equity_DX_SI_QTY,CRTO FP Equity_DX_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRTO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRTO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRTO FP Equity_DX_SI_MV,CRTO FP Equity_DX_DSS,CRTO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SUPPLY_SI_QTY,CRTO FP Equity_DX_BROKER_SI_QTY,CRTO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRTO FP Equity_DX_BROKER_SI_MV_INC_x,CRTO FP Equity_DX_BROKER_SI_QTY_ADD,CRTO FP Equity_DX_SUPPLY_SI_MV_DEC,CRTO FP Equity_DX_BROKER_SI_QTY_INC,CRTO FP Equity_DX_SUPPLY_SI_QTY_DEC,CRTO FP Equity_DX_BROKER_SI_MV_INC_y,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRTO FP Equity_DX_BROKER_SI_MV_ADD,CRTO FP Equity_DX_SUPPLY_SI_QTY_ADD,CRTO FP Equity_DX_BROKER_SI_QTY_DEC,CRTO FP Equity_DX_SUPPLY_SI_MV,CRTO FP Equity_DX_BROKER_SI_MV_DEC,CRTO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRTO FP Equity_DX_UTILIZATION_QUANTITY,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRTO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRTO FP Equity_DX_ACTIVE_UTILIZATION_MV,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRTO FP Equity_DX_BROKER_SI_CON_RATIO,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRTO FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,42254.0,1320835.95,2.19,0.0,,0.0,,0.0
2008-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,41718.0,1253730.28,2.1,0.0,,0.0,,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,41718.0,1233590.03,2.05,0.0,,0.0,,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1147025.07,1.91,0.0,,0.0,,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1153152.34,1.9,0.0,,0.0,,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1154377.79,1.92,0.0,,0.0,,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1156828.7,1.93,0.0,,0.0,,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1127417.8,1.88,0.0,,0.0,,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,41196.0,1123685.5,1.87,0.0,,0.0,,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1108790.9,1.84,0.0,,0.0,,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1066145.1,1.79,0.0,,0.0,,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1054135.65,1.75,0.0,,0.0,,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1058792.37,1.75,0.0,,0.0,,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,1048988.74,1.75,0.0,,0.0,,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,985265.12,1.65,0.0,,0.0,,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,980363.31,1.63,0.0,,0.0,,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,931345.14,1.56,0.0,,0.0,,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,955854.22,1.59,0.0,,0.0,,0.0
2008-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,955854.22,1.59,0.0,,0.0,,0.0
2008-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,897032.43,1.5,0.0,,0.0,,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40614.0,879876.07,1.47,0.0,,0.0,,0.0
2008-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40014.0,845145.15,1.41,0.0,,0.0,,0.0
2008-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39890.0,842526.12,1.38,0.0,,0.0,,0.0
2008-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39814.0,840920.9,1.4,0.0,,0.0,,0.0
2008-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39814.0,814491.96,1.35,0.0,,0.0,,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39214.0,828248.16,1.36,0.0,,0.0,,0.0
2008-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38556.0,814350.39,1.34,0.0,,0.0,,0.0
2008-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38556.0,802716.81,1.35,0.0,,0.0,,0.0
2008-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38556.0,805043.53,1.33,0.0,,0.0,,0.0
2008-11-06,67.0,1358.52,0.01,0.1,0.0,0.0,0.0,0.0,67.0,0.0,1358.52,,,,,,,,,,67.0,,0.0,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2008-11-07,67.0,1358.52,0.01,0.1,0.0,0.0,0.0,0.0,67.0,0.0,1358.52,,,,,,,,,,,,0.0,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0018
2008-11-10,67.0,1367.01,0.01,0.1,0.0,0.0,0.0,0.0,67.0,0.0,1367.01,,,,,,,,,,,,0.0,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0018
2008-11-11,67.0,1367.01,0.01,0.1,0.0,0.0,0.0,0.0,67.0,0.0,1367.01,,,,,,,,,,,,0.0,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0018
2008-11-12,67.0,1366.6,0.01,0.1,0.0,0.0,0.0,0.0,67.0,0.0,1366.6,,,,,,,,,,,,0.0,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0018
2008-11-13,567.0,11633.58,0.04,0.91,0.02,0.02,0.0,0.0,567.0,0.0,11633.58,,,,,,,,,,500.0,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,11.92,0.7901,88.08,0.0152
2008-11-14,567.0,11394.06,0.04,0.91,0.02,0.02,0.0,0.0,567.0,0.0,11394.06,,,,,,,,,,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,11.69,0.7935,88.31,0.0152
2008-11-17,567.0,11291.41,0.04,0.91,0.02,0.02,0.0,9957.15,567.0,500.0,11291.41,,,500.0,,,,,,0.02,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,11.05,0.8034,88.95,0.0152
2008-11-18,567.0,10949.25,0.04,0.94,0.02,0.02,0.0,9655.42,567.0,500.0,10949.25,,,,,,,,,,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,10.86,0.8064,89.14,0.0152
2008-11-19,567.0,10538.65,0.04,0.94,0.02,0.02,0.0,9293.34,567.0,500.0,10538.65,,,,,,,,,,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,10.61,0.8103,89.39,0.0152
2008-11-20,567.0,9409.51,0.04,0.93,0.02,0.02,0.0,8297.63,567.0,500.0,9409.51,,,,,,,,,,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,9.79,0.8233,90.21,0.0152
2008-11-21,567.0,8964.7,0.04,0.93,0.02,0.02,0.0,7905.38,567.0,500.0,8964.7,,,,,,,,,,,,0.02,,100.0,1.52,0.0,0.0,0.0,100.0,9.68,0.8252,90.32,0.0152
2008-11-24,567.0,9491.63,0.04,0.94,0.02,0.02,0.0,8370.04,567.0,500.0,9491.63,,,,,,,,,,,,0.01,,100.0,1.52,0.0,0.0,0.0,100.0,11.63,0.7945,88.37,0.0152
2008-11-25,500.0,8267.46,0.04,0.82,0.02,0.01,0.0,8267.46,500.0,500.0,8267.46,,,,0.0,,67.0,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-11-26,500.0,8297.63,0.04,0.84,0.02,0.01,0.0,8297.63,500.0,500.0,8297.63,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-11-27,500.0,8014.0,0.04,0.73,0.02,0.01,0.0,8014.0,500.0,500.0,8014.0,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-11-28,500.0,8071.33,0.04,0.72,0.02,0.01,0.0,8071.33,500.0,500.0,8071.33,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-01,500.0,8071.33,0.04,0.71,0.02,0.01,0.0,8071.33,500.0,500.0,8071.33,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-02,500.0,8026.07,0.04,0.74,0.02,0.01,0.0,8026.07,500.0,500.0,8026.07,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-03,500.0,8010.98,0.04,0.76,0.02,0.01,0.0,8010.98,500.0,500.0,8010.98,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-04,500.0,7842.01,0.04,0.8,0.02,0.01,0.0,7842.01,500.0,500.0,7842.01,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-05,500.0,7845.03,0.04,0.82,0.02,0.01,0.0,7845.03,500.0,500.0,7845.03,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-08,500.0,7845.03,0.04,0.86,0.02,0.01,0.0,7845.03,500.0,500.0,7845.03,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-09,500.0,7845.03,0.04,0.79,0.02,0.01,0.0,7845.03,500.0,500.0,7845.03,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-10,500.0,7694.16,0.04,0.81,0.02,0.01,0.0,7694.16,500.0,500.0,7694.16,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-11,500.0,7694.16,0.04,0.76,0.02,0.01,0.0,7694.16,500.0,500.0,7694.16,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-12,500.0,7452.78,0.04,0.72,0.02,0.01,0.0,7452.78,500.0,500.0,7452.78,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-15,500.0,7543.3,0.04,0.7,0.02,0.01,0.0,7543.3,500.0,500.0,7543.3,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-16,500.0,7543.3,0.04,0.67,0.02,0.01,0.0,7543.3,500.0,500.0,7543.3,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-17,500.0,7482.95,0.04,0.7,0.02,0.01,0.0,7482.95,500.0,500.0,7482.95,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-18,500.0,7528.21,0.04,0.69,0.02,0.01,0.0,7528.21,500.0,500.0,7528.21,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-19,500.0,7531.23,0.04,0.68,0.02,0.01,0.0,7531.23,500.0,500.0,7531.23,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-22,500.0,7537.26,0.04,0.67,0.02,0.01,0.0,7537.26,500.0,500.0,7537.26,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-23,500.0,7467.87,0.04,0.66,0.02,0.01,0.0,7467.87,500.0,500.0,7467.87,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-24,500.0,7537.26,0.04,0.65,0.02,0.01,0.0,7537.26,500.0,500.0,7537.26,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-25,500.0,7537.26,0.04,0.66,0.02,0.01,0.0,7537.26,500.0,500.0,7537.26,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-26,500.0,7537.26,0.04,0.66,0.02,0.01,0.0,7537.26,500.0,500.0,7537.26,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-29,500.0,7392.43,0.04,0.66,0.02,0.01,0.0,7392.43,500.0,500.0,7392.43,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-30,500.0,7452.78,0.04,0.66,0.02,0.01,0.0,7452.78,500.0,500.0,7452.78,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2008-12-31,500.0,7633.82,0.04,0.62,0.02,0.01,0.0,7633.82,500.0,500.0,7633.82,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2009-01-01,500.0,7875.2,0.04,0.59,0.02,0.01,0.0,7875.2,500.0,500.0,7875.2,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2009-01-02,500.0,7781.82,0.04,0.59,0.02,0.01,0.0,7781.82,500.0,500.0,7781.82,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2009-01-05,500.0,7900.11,0.04,0.58,0.02,0.01,0.0,7900.11,500.0,500.0,7900.11,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0134
2009-01-06,500.0,8404.37,0.04,0.58,0.02,0.01,0.0,8404.37,0.0,500.0,0.0,,,,0.01,,500.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0134
2009-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,500.0,0.0,0.01,0.0,0.0,37214.0,609998.09,0.98,0.0,,0.0,,0.0
2009-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,609998.09,0.98,0.0,,0.0,,0.0
2009-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,625520.26,1.01,0.0,,0.0,,0.0
2009-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,648687.67,1.04,0.0,,0.0,,0.0
2009-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,625520.26,1.01,0.0,,0.0,,0.0
2009-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,613936.55,0.99,0.0,,0.0,,0.0
2009-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,610461.43,0.98,0.0,,0.0,,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,619728.4,0.98,0.0,,0.0,,0.0
2009-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,604669.58,0.98,0.0,,0.0,,0.0
2009-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,583818.9,0.94,0.0,,0.0,,0.0
2009-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,578027.05,0.92,0.0,,0.0,,0.0
2009-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,602352.84,0.96,0.0,,0.0,,0.0
2009-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,602352.84,0.96,0.0,,0.0,,0.0
2009-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,576868.68,0.93,0.0,,0.0,,0.0
2009-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,590769.13,0.95,0.0,,0.0,,0.0
2009-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,641737.45,1.03,0.0,,0.0,,0.0
2009-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,641737.45,1.04,0.0,,0.0,,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,655637.9,1.05,0.0,,0.0,,0.0
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,660271.38,1.06,0.0,,0.0,,0.0
2009-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,656796.27,1.05,0.0,,0.0,,0.0
2009-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,660271.38,1.06,0.0,,0.0,,0.0
2009-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,657954.64,1.06,0.0,,0.0,,0.0
2009-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,658186.31,1.05,0.0,,0.0,,0.0
2009-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,664904.86,1.07,0.0,,0.0,,0.0
2009-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,685755.54,1.11,0.0,,0.0,,0.0
2009-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,695022.51,1.12,0.0,,0.0,,0.0
2009-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,716799.88,1.14,0.0,,0.0,,0.0
2009-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,713556.44,1.15,0.0,,0.0,,0.0
2009-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,692705.76,1.12,0.0,,0.0,,0.0
2009-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,654479.53,1.06,0.0,,0.0,,0.0
2009-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,645212.56,1.04,0.0,,0.0,,0.0
2009-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,645212.56,1.04,0.0,,0.0,,0.0
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,646602.6,1.03,0.0,,0.0,,0.0
2009-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,690389.02,1.1,0.0,,0.0,,0.0
2009-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,657954.64,1.06,0.0,,0.0,,0.0
2009-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,681122.06,1.09,0.0,,0.0,,0.0
2009-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,695022.51,1.11,0.0,,0.0,,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,683438.8,1.1,0.0,,0.0,,0.0
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,695022.51,1.12,0.0,,0.0,,0.0
2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,699655.99,1.12,0.0,,0.0,,0.0
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,699655.99,1.12,0.0,,0.0,,0.0
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,701972.73,1.13,0.0,,0.0,,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,708922.96,1.14,0.0,,0.0,,0.0
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,708922.96,1.14,0.0,,0.0,,0.0
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,701972.73,1.13,0.0,,0.0,,0.0
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,695022.51,1.11,0.0,,0.0,,0.0
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,706606.21,1.13,0.0,,0.0,,0.0
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,715873.18,1.15,0.0,,0.0,,0.0
2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,720506.66,1.16,0.0,,0.0,,0.0
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,727225.22,1.16,0.0,,0.0,,0.0
2009-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,729773.63,1.15,0.0,,0.0,,0.0
2009-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37214.0,729773.63,1.17,0.0,,0.0,,0.0
