,AGEB FP Equity_PX_LAST
2015-12-09,116.17
2015-12-10,115.68
2015-12-11,114.71
2015-12-14,114.4
2015-12-15,114.63
2015-12-16,114.52
2015-12-17,115.23
2015-12-18,114.9
2015-12-21,114.73
2015-12-22,114.56
2015-12-23,114.74
2015-12-28,114.91
2015-12-29,115.1
2015-12-30,114.85
2016-01-04,114.84
2016-01-05,115.3
2016-01-06,115.12
2016-01-07,114.6
2016-01-08,114.46
2016-01-11,114.0
2016-01-12,113.75
2016-01-13,113.7
2016-01-14,112.87
2016-01-15,112.04
2016-01-18,111.85
2016-01-19,113.01
2016-01-20,112.19
2016-01-21,112.34
2016-01-22,114.1
2016-01-25,113.93
2016-01-26,114.24
2016-01-27,114.88
2016-01-28,115.5
2016-01-29,115.87
2016-02-01,115.5
2016-02-02,115.1
2016-02-03,115.37
2016-02-04,115.72
2016-02-05,115.87
2016-02-08,115.15
2016-02-09,114.89
2016-02-10,115.18
2016-02-11,114.5
2016-02-12,114.65
2016-02-15,114.53
2016-02-16,114.72
2016-02-17,115.76
2016-02-18,116.03
2016-02-19,115.85
2016-02-22,116.75
2016-02-23,116.73
2016-02-24,116.53
2016-02-25,117.1
2016-02-26,117.52
2016-02-29,118.12
2016-03-01,118.6
2016-03-02,118.23
2016-03-03,118.55
2016-03-04,118.94
2016-03-07,118.79
2016-03-08,118.4
2016-03-09,118.76
2016-03-10,119.07
2016-03-11,119.68
2016-03-14,119.55
2016-03-15,118.88
2016-03-16,118.84
2016-03-17,120.72
2016-03-18,121.18
2016-03-21,121.26
2016-03-22,121.17
2016-03-23,120.85
2016-03-24,120.01
2016-03-29,120.04
2016-03-30,121.36
2016-03-31,121.36
2016-04-01,121.33
2016-04-04,121.6
2016-04-05,121.19
2016-04-06,121.29
2016-04-07,121.13
2016-04-08,121.28
2016-04-11,121.82
2016-04-12,122.33
2016-04-13,123.0
2016-04-14,123.23
2016-04-15,122.97
2016-04-18,122.82
2016-04-19,123.42
2016-04-20,123.55
2016-04-21,123.34
2016-04-22,122.87
2016-04-25,122.46
2016-04-26,122.22
2016-04-27,122.5
2016-04-28,123.19
2016-04-29,123.31
2016-05-02,123.11
2016-05-03,122.72
2016-05-04,122.45
2016-05-05,122.61
2016-05-06,122.73
2016-05-09,122.67
2016-05-10,123.26
2016-05-11,123.67
2016-05-12,123.96
2016-05-13,123.84
2016-05-16,123.93
2016-05-17,123.99
2016-05-18,123.54
2016-05-19,121.87
2016-05-20,122.18
2016-05-23,121.86
2016-05-24,121.99
2016-05-25,122.39
2016-05-26,122.36
2016-05-27,122.5
2016-05-30,122.49
2016-05-31,122.55
2016-06-01,122.37
2016-06-02,122.8
2016-06-03,124.09
2016-06-06,124.61
2016-06-07,125.19
2016-06-08,125.4
2016-06-09,125.1
2016-06-10,124.89
2016-06-13,124.41
2016-06-14,123.55
2016-06-15,123.84
2016-06-16,124.03
2016-06-17,124.47
2016-06-20,124.97
2016-06-21,124.96
2016-06-22,125.45
2016-06-23,126.05
2016-06-24,124.46
2016-06-27,125.17
2016-06-28,126.63
2016-06-29,128.37
2016-06-30,128.21
2016-07-01,129.72
2016-07-04,129.74
2016-07-05,130.22
2016-07-06,129.84
2016-07-07,130.17
2016-07-08,130.69
2016-07-11,132.09
2016-07-12,131.51
2016-07-13,131.41
2016-07-14,131.64
2016-07-15,131.07
2016-07-18,130.17
2016-07-19,129.96
2016-07-20,129.95
2016-07-21,129.82
2016-07-22,130.03
2016-07-25,129.91
2016-07-26,129.36
2016-07-27,129.29
2016-07-28,129.96
2016-07-29,129.9
2016-08-01,130.61
2016-08-02,130.11
2016-08-03,129.43
2016-08-04,130.24
2016-08-05,130.48
2016-08-08,131.35
2016-08-09,131.51
2016-08-10,132.04
2016-08-11,132.02
2016-08-12,132.33
2016-08-15,132.59
2016-08-16,132.64
2016-08-17,132.6
2016-08-18,132.81
2016-08-19,132.68
2016-08-22,132.11
2016-08-23,132.65
2016-08-24,132.65
2016-08-25,132.26
2016-08-26,132.42
2016-08-29,132.33
2016-08-30,132.47
2016-08-31,132.24
2016-09-01,131.45
2016-09-02,131.85
2016-09-05,131.97
2016-09-06,132.43
2016-09-07,133.53
2016-09-08,133.58
2016-09-09,132.03
2016-09-12,130.66
2016-09-13,130.49
2016-09-14,129.93
2016-09-15,129.32
2016-09-16,129.62
2016-09-19,129.95
2016-09-20,130.79
2016-09-21,131.09
2016-09-22,133.58
2016-09-23,132.76
2016-09-26,131.76
2016-09-27,132.02
2016-09-28,132.1
2016-09-29,132.66
2016-09-30,132.15
2016-10-03,132.55
2016-10-04,133.04
2016-10-05,131.96
2016-10-06,131.89
2016-10-07,131.58
2016-10-10,131.86
2016-10-11,130.96
2016-10-12,130.49
2016-10-13,130.39
2016-10-14,130.38
2016-10-17,129.79
2016-10-18,129.56
2016-10-19,129.86
2016-10-20,130.99
2016-10-21,131.1
2016-10-24,131.35
2016-10-25,131.34
2016-10-26,130.26
2016-10-27,129.01
2016-10-28,128.64
2016-10-31,128.6
2016-11-01,128.09
2016-11-02,127.93
2016-11-03,127.89
2016-11-04,128.15
2016-11-07,128.9
2016-11-08,129.62
2016-11-09,127.39
2016-11-10,123.73
2016-11-11,121.29
2016-11-14,118.76
2016-11-15,122.17
2016-11-16,121.83
2016-11-17,122.62
2016-11-18,120.96
2016-11-21,121.81
2016-11-22,122.0
2016-11-23,120.68
2016-11-24,121.79
2016-11-25,120.49
2016-11-28,121.45
2016-11-29,121.69
2016-11-30,121.18
2016-12-01,119.93
2016-12-02,119.8
2016-12-05,120.27
2016-12-06,121.17
2016-12-07,122.09
2016-12-08,122.21
2016-12-09,121.88
2016-12-12,121.16
2016-12-13,121.43
2016-12-14,122.32
2016-12-15,119.71
2016-12-16,120.87
2016-12-19,121.09
2016-12-20,121.04
2016-12-21,121.62
2016-12-22,121.83
2016-12-23,121.88
2016-12-27,121.7
2016-12-28,122.29
2016-12-29,122.28
2016-12-30,122.49
2017-01-02,122.6
2017-01-03,122.19
2017-01-04,123.76
2017-01-05,124.68
2017-01-06,124.69
2017-01-09,124.23
2017-01-10,124.63
2017-01-11,123.51
2017-01-12,124.89
2017-01-13,124.67
2017-01-16,125.02
2017-01-17,125.78
2017-01-18,125.27
2017-01-19,124.04
2017-01-20,124.12
2017-01-23,124.9
2017-01-24,124.87
2017-01-25,124.22
2017-01-26,123.98
2017-01-27,124.48
2017-01-30,124.76
2017-01-31,124.75
2017-02-01,124.77
2017-02-02,125.78
2017-02-03,126.34
2017-02-06,126.57
2017-02-07,126.31
2017-02-08,126.65
2017-02-09,127.0
2017-02-10,126.83
2017-02-13,127.07
2017-02-14,126.83
2017-02-15,126.21
2017-02-16,126.77
2017-02-17,126.55
2017-02-20,126.6
2017-02-21,126.35
2017-02-22,127.24
2017-02-23,127.6
2017-02-24,127.76
2017-02-27,127.9
2017-02-28,127.65
2017-03-01,126.84
2017-03-02,126.66
2017-03-03,126.64
2017-03-06,126.74
2017-03-07,126.77
2017-03-08,125.98
2017-03-09,124.75
2017-03-10,125.2
2017-03-13,125.49
2017-03-14,124.87
2017-03-15,125.34
2017-03-16,126.25
2017-03-17,126.84
2017-03-20,127.38
2017-03-21,127.87
2017-03-22,127.73
2017-03-23,127.91
2017-03-24,128.36
2017-03-27,128.58
2017-03-28,128.84
2017-03-29,128.6
2017-03-30,128.74
2017-03-31,128.32
2017-04-03,128.32
2017-04-04,128.47
2017-04-05,128.48
2017-04-06,128.85
2017-04-07,129.14
2017-04-10,128.77
2017-04-11,129.01
2017-04-12,129.08
2017-04-13,129.57
2017-04-18,130.19
2017-04-19,130.37
2017-04-20,130.3
2017-04-21,130.37
2017-04-24,130.4
2017-04-25,130.24
2017-04-26,130.62
2017-04-27,130.52
2017-04-28,131.0
2017-05-02,130.95
2017-05-03,131.5
2017-05-04,130.47
2017-05-05,130.22
2017-05-08,130.34
2017-05-09,130.07
2017-05-10,130.29
2017-05-11,130.54
2017-05-12,130.88
2017-05-15,131.03
2017-05-16,131.06
2017-05-17,131.01
2017-05-18,130.12
2017-05-19,131.1
2017-05-22,130.75
2017-05-23,130.8
2017-05-24,131.0
2017-05-25,131.59
2017-05-26,131.52
2017-05-29,131.52
2017-05-30,130.91
2017-05-31,131.8
2017-06-01,132.0
2017-06-02,132.23
2017-06-05,132.13
2017-06-06,132.52
2017-06-07,132.42
2017-06-08,131.95
2017-06-09,132.14
2017-06-12,131.81
2017-06-13,131.85
2017-06-14,132.7
2017-06-15,132.46
2017-06-16,132.32
2017-06-19,132.36
2017-06-20,131.49
2017-06-21,131.42
2017-06-22,131.46
2017-06-23,131.79
2017-06-26,132.05
2017-06-27,131.52
2017-06-28,131.19
2017-06-29,130.87
2017-06-30,130.9
2017-07-03,130.43
2017-07-04,129.61
2017-07-05,129.82
2017-07-06,129.12
2017-07-07,128.83
2017-07-10,129.45
2017-07-11,129.35
2017-07-12,130.47
2017-07-13,130.43
2017-07-14,130.87
2017-07-17,131.05
2017-07-18,131.25
2017-07-19,131.49
2017-07-20,131.71
2017-07-21,131.81
2017-07-24,131.46
2017-07-25,130.91
2017-07-26,131.13
2017-07-27,131.67
2017-07-28,131.26
2017-07-31,131.35
2017-08-01,131.48
2017-08-02,131.5
2017-08-03,132.28
2017-08-04,132.1
2017-08-07,132.15
2017-08-08,132.19
2017-08-09,131.91
2017-08-10,131.7
2017-08-11,131.4
2017-08-14,131.97
2017-08-15,131.74
2017-08-16,131.92
2017-08-17,132.06
2017-08-18,131.9
2017-08-21,132.17
2017-08-22,132.19
2017-08-23,132.12
2017-08-24,132.46
2017-08-25,132.81
2017-08-28,132.62
2017-08-29,132.64
2017-08-30,132.91
2017-08-31,133.32
2017-09-01,133.48
2017-09-04,133.76
2017-09-05,133.73
2017-09-06,133.77
2017-09-07,134.22
2017-09-08,134.25
2017-09-11,134.2
2017-09-12,133.6
2017-09-13,133.73
2017-09-14,133.59
2017-09-15,133.66
2017-09-18,133.59
2017-09-19,133.03
2017-09-20,132.83
2017-09-21,132.43
2017-09-22,132.88
2017-09-25,132.79
2017-09-26,132.68
2017-09-27,132.08
2017-09-28,132.01
2017-09-29,133.06
2017-10-02,132.65
2017-10-03,132.82
2017-10-04,132.69
2017-10-05,133.07
2017-10-06,132.65
2017-10-09,132.45
2017-10-10,132.73
2017-10-11,132.69
2017-10-12,132.9
2017-10-13,133.09
2017-10-16,133.04
2017-10-17,132.9
2017-10-18,132.88
2017-10-19,132.92
2017-10-20,132.67
2017-10-23,132.45
2017-10-24,132.13
2017-10-25,131.7
2017-10-26,131.57
2017-10-27,131.74
2017-10-30,132.35
2017-10-31,132.43
2017-11-01,132.49
2017-11-02,132.68
2017-11-03,131.76
2017-11-06,131.29
2017-11-07,130.66
2017-11-08,130.24
2017-11-09,129.97
2017-11-10,129.85
2017-11-13,130.43
2017-11-14,130.24
2017-11-15,130.26
2017-11-16,130.82
2017-11-17,131.24
2017-11-20,131.32
2017-11-21,131.52
2017-11-22,131.72
2017-11-23,131.95
2017-11-24,131.94
2017-11-27,132.33
2017-11-28,132.3
2017-11-29,131.89
2017-11-30,131.79
2017-12-01,132.01
2017-12-04,131.96
2017-12-05,132.25
2017-12-06,132.43
2017-12-07,132.18
2017-12-08,131.83
2017-12-11,132.14
2017-12-12,131.97
2017-12-13,132.2
2017-12-14,132.3
2017-12-15,132.29
2017-12-18,132.7
2017-12-19,132.51
2017-12-20,132.02
2017-12-21,132.29
2017-12-22,132.31
2017-12-27,132.47
2017-12-28,132.85
2017-12-29,132.99
2018-01-02,132.83
2018-01-03,133.23
2018-01-04,133.29
2018-01-05,133.67
2018-01-08,133.1
2018-01-09,133.07
2018-01-10,132.48
2018-01-11,132.41
2018-01-12,132.62
2018-01-15,132.47
2018-01-16,132.56
2018-01-17,132.26
2018-01-18,132.43
2018-01-19,131.87
2018-01-22,131.75
2018-01-23,131.81
2018-01-24,131.82
2018-01-25,131.9
2018-01-26,132.37
2018-01-29,131.56
2018-01-30,131.39
2018-01-31,131.74
2018-02-01,131.52
2018-02-02,130.41
2018-02-05,130.06
2018-02-06,129.85
2018-02-07,130.45
2018-02-08,129.33
2018-02-09,127.51
2018-02-12,128.17
2018-02-13,127.14
2018-02-14,126.9
2018-02-15,128.03
2018-02-16,129.14
2018-02-19,128.7
2018-02-20,128.13
2018-02-21,128.21
2018-02-22,128.05
2018-02-23,128.32
2018-02-26,128.77
2018-02-27,128.7456
2018-02-28,128.575
2018-03-01,128.375
2018-03-02,128.123
2018-03-05,128.23
2018-03-06,128.4219
2018-03-07,128.045
2018-03-08,128.005
2018-03-09,128.065
2018-03-12,127.9362
2018-03-13,128.025
2018-03-14,128.02
2018-03-15,128.13
2018-03-16,128.365
2018-03-19,127.825
2018-03-20,127.475
2018-03-21,127.4941
2018-03-22,127.7914
2018-03-23,127.2402
2018-03-26,127.405
2018-03-27,127.945
2018-03-28,128.105
2018-03-29,128.68
2018-04-03,128.55
2018-04-04,128.51
2018-04-05,128.83
2018-04-06,128.945
2018-04-09,128.7505
2018-04-10,128.425
2018-04-11,128.235
2018-04-12,128.585
2018-04-13,128.3048
2018-04-16,128.25
2018-04-17,127.8
2018-04-18,127.82
2018-04-19,127.475
2018-04-20,127.125
2018-04-23,126.375
2018-04-24,126.72
2018-04-25,125.79
2018-04-26,125.95
2018-04-27,126.29
2018-04-30,126.36
2018-05-02,125.15
2018-05-03,124.89
2018-05-04,124.62
2018-05-07,124.48
2018-05-08,124.0099
2018-05-09,123.15
2018-05-10,124.5763
2018-05-11,125.12
2018-05-14,125.0511
2018-05-15,123.42
2018-05-16,123.91
2018-05-17,123.8831
2018-05-18,123.235
2018-05-21,123.2987
2018-05-22,124.1801
2018-05-23,124.5349
2018-05-24,125.3412
2018-05-25,125.7043
2018-05-28,126.43
2018-05-29,125.46
2018-05-30,125.5254
2018-05-31,124.28
2018-06-01,124.302
2018-06-04,124.493
2018-06-05,124.4106
2018-06-06,124.2699
2018-06-07,124.1209
2018-06-08,123.765
2018-06-11,123.6206
2018-06-12,123.0491
2018-06-13,122.9
2018-06-14,123.3598
2018-06-15,122.95
2018-06-18,122.0967
2018-06-19,121.565
2018-06-20,122.8
2018-06-21,122.93
2018-06-22,123.88
2018-06-25,122.9838
2018-06-26,123.1004
2018-06-27,123.6291
2018-06-28,123.1
2018-06-29,123.78
2018-07-02,123.325
2018-07-03,123.92
2018-07-04,123.975
2018-07-05,124.9382
2018-07-06,125.8049
2018-07-09,126.53
2018-07-10,125.6831
2018-07-11,125.59
2018-07-12,125.73
2018-07-13,126.3731
2018-07-16,126.13
2018-07-17,125.89
2018-07-18,126.0315
2018-07-19,126.07
2018-07-20,126.294
2018-07-23,125.9549
2018-07-24,125.58
2018-07-25,126.395
2018-07-26,126.895
2018-07-27,127.07
2018-07-30,126.59
2018-07-31,126.34
2018-08-01,125.715
2018-08-02,125.21
2018-08-03,125.8457
2018-08-06,125.6914
2018-08-07,125.6121
2018-08-08,125.28
2018-08-09,124.9611
2018-08-10,123.1709
2018-08-13,122.4231
2018-08-14,123.63
2018-08-15,123.12
2018-08-16,124.1612
2018-08-17,124.01
2018-08-20,124.1394
2018-08-21,124.5599
2018-08-22,125.1
2018-08-23,124.9497
2018-08-24,124.6497
2018-08-27,124.8616
2018-08-28,124.8
2018-08-29,124.195
2018-08-30,122.9774
2018-08-31,122.8483
2018-09-03,122.6293
2018-09-04,122.105
2018-09-05,122.4263
2018-09-06,123.2923
2018-09-07,123.37
2018-09-10,123.0399
2018-09-11,122.4894
2018-09-12,123.2702
2018-09-13,124.3766
2018-09-14,124.445
2018-09-17,124.1
2018-09-18,123.7533
2018-09-19,124.0237
2018-09-20,124.84
2018-09-21,125.33
2018-09-24,125.43
2018-09-25,124.84
2018-09-26,125.69
2018-09-27,126.47
2018-09-28,126.2473
2018-10-01,126.1051
2018-10-02,126.1072
2018-10-03,126.45
2018-10-04,124.685
2018-10-05,124.0612
2018-10-08,123.915
2018-10-09,123.8807
2018-10-10,123.96
2018-10-11,123.96
2018-10-12,124.4668
2018-10-15,124.415
2018-10-16,124.8912
2018-10-17,124.76
2018-10-18,124.2229
2018-10-19,123.9801
2018-10-22,124.1108
2018-10-23,123.6706
2018-10-24,123.955
2018-10-25,124.0066
2018-10-26,123.97
2018-10-29,124.47
2018-10-30,124.295
2018-10-31,123.905
2018-11-01,124.2847
2018-11-02,124.2708
2018-11-05,124.526
2018-11-06,124.65
2018-11-07,124.8612
2018-11-08,124.68
2018-11-09,124.323
2018-11-12,124.315
2018-11-13,124.07
2018-11-14,123.9015
2018-11-15,123.395
2018-11-16,123.655
2018-11-19,123.7
2018-11-20,122.51
2018-11-21,123.23
2018-11-22,123.095
2018-11-23,122.94
2018-11-26,122.9776
2018-11-27,122.445
2018-11-28,122.695
2018-11-29,123.9799
2018-11-30,124.135
2018-12-03,124.82
2018-12-04,124.5993
2018-12-05,124.5834
2018-12-06,124.355
2018-12-07,125.31
2018-12-10,124.96
2018-12-11,125.3929
2018-12-12,125.5434
2018-12-13,125.9155
2018-12-14,125.9999
2018-12-17,125.8725
2018-12-18,126.12
2018-12-19,126.7375
2018-12-20,126.52
2018-12-21,126.0186
2018-12-27,125.66
2018-12-28,126.6237
2018-12-31,126.581
2019-01-02,126.6134
2019-01-03,127.0458
2019-01-04,127.9363
2019-01-07,128.7828
2019-01-08,128.3628
2019-01-09,128.6863
2019-01-10,128.4072
2019-01-11,127.8481
2019-01-14,127.9266
2019-01-15,128.645
2019-01-16,129.25
2019-01-17,128.812
2019-01-18,129.5174
2019-01-21,129.77
2019-01-22,129.01
2019-01-23,129.9585
2019-01-24,130.78
2019-01-25,130.6908
2019-01-28,129.39
2019-01-29,129.94
2019-01-30,129.7983
2019-01-31,131.8813
2019-02-01,131.279
2019-02-04,131.5595
2019-02-05,132.7779
2019-02-06,132.3394
2019-02-07,131.6
2019-02-08,131.39
2019-02-11,130.97
2019-02-12,130.912
2019-02-13,131.3575
2019-02-14,131.3529
2019-02-15,131.75
2019-02-18,131.745
2019-02-19,131.6817
2019-02-20,131.6547
2019-02-21,131.5496
2019-02-22,131.94
2019-02-25,132.66
2019-02-26,132.3868
2019-02-27,132.5813
2019-02-28,132.63
2019-03-01,131.92
2019-03-04,131.7
2019-03-05,131.27
2019-03-06,131.62
2019-03-07,131.31
2019-03-08,130.6442
2019-03-11,131.7329
2019-03-12,132.2869
2019-03-13,132.3133
2019-03-14,132.1335
2019-03-15,132.82
2019-03-18,133.08
2019-03-19,133.17
2019-03-20,132.75
2019-03-21,134.2337
2019-03-22,133.36
2019-03-25,133.18
2019-03-26,133.7299
2019-03-27,133.1799
2019-03-28,133.29
2019-03-29,134.05
2019-04-01,134.402
2019-04-02,133.8941
2019-04-03,133.9
2019-04-04,134.53
2019-04-05,134.4046
2019-04-08,134.59
2019-04-09,134.42
2019-04-10,134.0891
2019-04-11,133.7522
2019-04-12,133.3408
2019-04-15,133.41
2019-04-16,133.5575
2019-04-17,133.32
2019-04-18,133.5165
2019-04-23,134.009
2019-04-24,133.27
2019-04-25,132.681
2019-04-26,133.378
2019-04-29,133.2087
2019-04-30,133.8537
2019-05-02,133.7585
2019-05-03,134.3161
2019-05-06,134.09
2019-05-07,133.8119
2019-05-08,133.8136
2019-05-09,132.6631
2019-05-10,133.364
2019-05-13,132.6119
2019-05-14,132.8804
2019-05-15,133.0229
2019-05-16,133.6523
2019-05-17,133.4777
2019-05-20,133.38
2019-05-21,134.3029
2019-05-22,134.2249
2019-05-23,133.3618
2019-05-24,133.7646
2019-05-27,133.56
2019-05-28,133.83
2019-05-29,133.7723
2019-05-30,134.24
2019-05-31,133.7387
2019-06-03,134.01
2019-06-04,134.9061
2019-06-05,135.8846
2019-06-06,136.2768
2019-06-07,136.6991
2019-06-10,137.3832
2019-06-11,136.5618
2019-06-12,137.0214
2019-06-13,136.77
2019-06-14,136.9596
2019-06-17,136.7488
2019-06-18,138.2299
2019-06-19,138.4244
2019-06-20,140.73
2019-06-21,139.6
2019-06-24,139.648
2019-06-25,139.3244
2019-06-26,139.1955
2019-06-27,139.9198
2019-06-28,140.2648
2019-07-01,141.5885
2019-07-02,141.8894
2019-07-03,142.2499
2019-07-04,142.6494
2019-07-05,141.1322
2019-07-08,141.09
2019-07-09,140.8022
2019-07-10,141.2854
2019-07-11,141.07
2019-07-12,140.59
2019-07-15,141.3744
2019-07-16,141.67
2019-07-17,141.92
2019-07-18,141.77
2019-07-19,142.2771
2019-07-22,142.3542
2019-07-23,142.505
2019-07-24,143.0
2019-07-25,143.1173
2019-07-26,142.6886
2019-07-29,142.8813
2019-07-30,142.5991
2019-07-31,142.72
2019-08-01,142.6788
2019-08-02,143.09
2019-08-05,141.8167
2019-08-06,142.361
2019-08-07,143.2615
2019-08-08,143.8663
2019-08-09,144.7272
2019-08-12,141.2159
2019-08-13,140.8589
2019-08-14,141.28
2019-08-15,141.3684
2019-08-16,142.1962
2019-08-19,141.5452
2019-08-20,141.3281
2019-08-21,141.5794
2019-08-22,141.985
2019-08-23,142.22
2019-08-26,141.9052
2019-08-27,142.3744
2019-08-28,142.5357
2019-08-29,142.48
2019-08-30,141.81
2019-09-02,142.4883
2019-09-03,142.9835
2019-09-04,143.5898
2019-09-05,143.4597
2019-09-06,143.4144
2019-09-09,142.7991
2019-09-10,141.9071
2019-09-11,141.5491
2019-09-12,142.85
2019-09-13,140.495
2019-09-16,140.2886
2019-09-17,140.97
2019-09-18,141.5288
2019-09-19,141.6984
2019-09-20,142.0586
2019-09-23,142.2648
2019-09-24,141.1253
2019-09-25,140.5946
2019-09-26,141.08
2019-09-27,141.2558
2019-09-30,141.04
2019-10-01,141.376
2019-10-02,140.6511
2019-10-03,141.48
2019-10-04,142.0901
2019-10-07,142.4343
2019-10-08,141.6931
2019-10-09,141.4292
2019-10-10,140.9674
2019-10-11,141.27
2019-10-14,141.1413
2019-10-15,141.63
2019-10-16,141.0757
2019-10-17,141.3891
2019-10-18,141.1466
2019-10-21,140.7755
2019-10-22,140.8641
2019-10-23,141.0652
2019-10-24,141.4834
2019-10-25,141.5361
2019-10-28,141.005
2019-10-29,140.1265
2019-10-30,140.25
2019-10-31,141.01
2019-11-01,141.7859
2019-11-04,141.3405
2019-11-05,140.5835
2019-11-06,140.77
2019-11-07,140.3023
2019-11-08,140.0596
2019-11-11,140.31
2019-11-12,139.6958
2019-11-13,139.34
2019-11-14,140.5327
2019-11-15,140.5991
2019-11-18,140.48
2019-11-19,139.4663
2019-11-20,139.9412
2019-11-21,140.1552
2019-11-22,140.436
2019-11-25,140.3465
2019-11-26,140.6247
2019-11-27,140.086
2019-11-28,140.3836
2019-11-29,139.8885
2019-12-02,139.0548
2019-12-03,139.59
2019-12-04,139.7774
2019-12-05,140.2166
2019-12-06,140.6646
2019-12-09,141.22
2019-12-10,141.0016
2019-12-11,141.6302
2019-12-12,142.53
2019-12-13,142.7056
2019-12-16,142.7911
2019-12-17,143.41
2019-12-18,143.7299
2019-12-19,143.3479
2019-12-20,142.9901
2019-12-23,143.6067
2019-12-24,143.495
2019-12-27,143.9101
2019-12-30,144.4
2019-12-31,144.67
2020-01-02,144.1789
2020-01-03,143.7234
2020-01-06,143.072
2020-01-07,143.67
2020-01-08,143.895
2020-01-09,143.5578
2020-01-10,144.4385
2020-01-13,144.3617
2020-01-14,144.459
2020-01-15,145.32
2020-01-16,145.6696
2020-01-17,145.2902
2020-01-20,145.39
2020-01-21,144.8723
2020-01-22,145.45
2020-01-23,145.2663
2020-01-24,145.3092
2020-01-27,144.4371
2020-01-28,145.44
2020-01-29,146.0945
2020-01-30,145.85
2020-01-31,146.6
2020-02-03,146.799
2020-02-04,146.4584
2020-02-05,146.6647
2020-02-06,146.7391
2020-02-07,147.0216
2020-02-10,146.797
2020-02-11,147.16
2020-02-12,146.8626
2020-02-13,146.5487
2020-02-14,147.2936
2020-02-17,147.5535
2020-02-18,147.69
2020-02-19,147.56
2020-02-20,147.5624
2020-02-21,148.3696
2020-02-24,147.96
2020-02-25,146.6227
2020-02-26,146.8337
2020-02-27,144.73
2020-02-28,142.5867
2020-03-02,145.3163
2020-03-03,147.3199
2020-03-04,148.5702
2020-03-05,147.962
2020-03-06,146.19
2020-03-09,137.0825
2020-03-10,136.3701
2020-03-11,136.19
2020-03-12,124.0016
2020-03-13,124.1013
2020-03-16,121.4306
2020-03-17,118.11
2020-03-18,114.295
2020-03-19,107.78
2020-03-20,108.58
2020-03-23,114.13
2020-03-24,117.36
2020-03-25,123.99
2020-03-26,124.399
2020-03-27,123.73
2020-03-30,123.0
2020-03-31,124.61
2020-04-01,121.8687
2020-04-02,121.98
2020-04-03,121.62
2020-04-06,123.03
2020-04-07,124.37
2020-04-08,124.09
2020-04-09,128.25
2020-04-14,129.07
2020-04-15,126.17
2020-04-16,126.18
2020-04-17,127.37
2020-04-20,126.9001
2020-04-21,124.7101
2020-04-22,124.855
2020-04-23,126.57
2020-04-24,124.865
2020-04-27,125.98
2020-04-28,125.1401
2020-04-29,127.44
2020-04-30,128.84
2020-05-04,126.8916
2020-05-05,128.9081
2020-05-06,127.9555
2020-05-07,128.27
2020-05-08,129.99
2020-05-11,129.765
2020-05-12,130.7337
2020-05-13,129.598
2020-05-14,129.0742
2020-05-15,130.3157
2020-05-18,132.0328
2020-05-19,132.4
2020-05-20,134.5353
2020-05-21,135.0
2020-05-22,133.9951
2020-05-25,134.4679
2020-05-26,134.1901
2020-05-27,133.9366
2020-05-28,134.1839
2020-05-29,133.7744
2020-06-01,134.6763
2020-06-02,135.8678
2020-06-03,137.4534
2020-06-04,136.36
2020-06-05,137.3668
2020-06-08,137.7024
2020-06-09,137.2236
2020-06-10,137.2418
2020-06-11,135.8307
2020-06-12,135.5354
2020-06-15,134.8865
2020-06-16,136.7201
2020-06-17,137.0907
2020-06-18,137.5526
2020-06-19,138.49
2020-06-22,137.9539
2020-06-23,138.49
2020-06-24,137.3955
2020-06-25,137.3362
2020-06-26,137.6703
2020-06-29,137.7321
2020-06-30,137.9944
2020-07-01,138.7725
2020-07-02,139.8014
2020-07-03,140.11
2020-07-06,139.965
2020-07-07,139.5411
2020-07-08,138.94
2020-07-09,138.6771
2020-07-10,138.7936
2020-07-13,138.9315
2020-07-14,138.7246
2020-07-15,139.4331
2020-07-16,139.222
2020-07-17,139.4971
2020-07-20,140.57
2020-07-21,142.1
2020-07-22,142.6512
2020-07-23,142.85
2020-07-24,141.8844
2020-07-27,142.69
2020-07-28,141.7815
2020-07-29,142.2034
2020-07-30,142.052
2020-07-31,143.1347
2020-08-03,143.7316
2020-08-04,143.7609
2020-08-05,144.5384
2020-08-06,144.5655
2020-08-07,145.0458
2020-08-10,145.3941
2020-08-11,144.7986
2020-08-12,144.4131
2020-08-13,144.5644
2020-08-14,143.3521
2020-08-17,143.2742
2020-08-18,142.9896
2020-08-19,143.6587
2020-08-20,142.93
2020-08-21,143.3688
2020-08-24,144.1919
2020-08-25,142.8982
2020-08-26,142.7381
2020-08-27,142.6512
2020-08-28,142.9345
2020-08-31,142.45
2020-09-01,143.4502
2020-09-02,144.5455
2020-09-03,144.0146
2020-09-04,143.365
2020-09-07,143.401
2020-09-08,142.7785
2020-09-09,143.7561
2020-09-10,143.0509
2020-09-11,143.2317
2020-09-14,143.0866
2020-09-15,143.4089
2020-09-16,143.8059
2020-09-17,143.4872
2020-09-18,142.7326
2020-09-21,140.9563
2020-09-22,140.4912
2020-09-23,139.9754
2020-09-24,138.9801
2020-09-25,140.1025
2020-09-28,140.6761
2020-09-29,140.4161
2020-09-30,140.93
2020-10-01,141.7242
2020-10-02,141.31
2020-10-05,142.1152
2020-10-06,142.3058
2020-10-07,142.1044
2020-10-08,142.7347
2020-10-09,143.8704
2020-10-12,144.1917
2020-10-13,143.9539
