,PLX FP Equity_DX_SI_QTY,PLX FP Equity_DX_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLX FP Equity_DX_SI_MV,PLX FP Equity_DX_DSS,PLX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY,PLX FP Equity_DX_BROKER_SI_QTY,PLX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLX FP Equity_DX_BROKER_SI_MV_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLX FP Equity_DX_BROKER_SI_MV_INC_x,PLX FP Equity_DX_SUPPLY_SI_MV_NEW,PLX FP Equity_DX_BROKER_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_NEW,PLX FP Equity_DX_SUPPLY_SI_MV_DEC,PLX FP Equity_DX_BROKER_SI_QTY_INC,PLX FP Equity_DX_SUPPLY_SI_QTY_DEC,PLX FP Equity_DX_BROKER_SI_MV_NEW_y,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PLX FP Equity_DX_BROKER_SI_MV_INC_y,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLX FP Equity_DX_BROKER_SI_MV_ADD,PLX FP Equity_DX_SUPPLY_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_DEC,PLX FP Equity_DX_SUPPLY_SI_MV,PLX FP Equity_DX_BROKER_SI_MV_DEC,PLX FP Equity_DX_SUPPLY_SI_MV_RMV,PLX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLX FP Equity_DX_UTILIZATION_QUANTITY,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLX FP Equity_DX_ACTIVE_UTILIZATION_MV,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLX FP Equity_DX_BROKER_SI_CON_RATIO,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLX FP Equity_DX_DEMAND_SUPPLY_RATIO,PLX FP Equity_PX_LAST
2025-04-18,3765569.0,82767206.62,4.48,18.13,2.56,78.88,1.0,69298741.82,3362043.0,3152809.0,73897705.14,,,,,,,,0.0,,15242.0,,,,,,,,73.07,,,13.3,13.3,21917480.0,481746210.4,,471.0,13.43,21.02,0.175,28.8,0.149,
2025-04-21,3738755.0,82177834.9,4.45,18.0,2.54,81.33,1.0,68709370.1,3362043.0,3125995.0,73897705.14,,,,0.65,,,,,5095.0,,,,0.65,,,,31909.0,72.92,0.84,,13.3,13.3,21924424.0,481898839.52,,477.41,13.25,21.15,0.17,26.85,0.1479,
2025-04-22,3660026.0,77519350.68,4.35,17.62,2.49,79.99,1.0,64378389.12,3327358.0,3039584.0,70473442.44,,,22782.0,0.23,,,,1.16,9618.0,57467.0,,,0.23,22782.0,,,96029.0,73.31,2.1,,13.15,13.15,21970378.0,465332606.04,,483.54,13.16,21.19,0.1687,26.62,0.1447,21.18
2025-04-23,3587263.0,76552192.42,4.27,17.19,2.44,77.21,1.0,63872156.48,3274715.0,2993072.0,69882418.1,,,25856.0,0.08,,,,1.97,28779.0,78499.0,,,0.08,25856.0,,,75291.0,70.3,1.5,,12.96,12.96,21984028.0,469139157.52,,476.99,12.84,21.63,0.1726,26.8,0.142,21.34
2025-04-24,3510734.0,73304125.92,4.18,16.93,2.39,74.68,1.0,61313451.84,3232848.0,2936468.0,67501866.24,,,38602.0,0.56,,,,1.86,30892.0,80469.0,,,0.56,38602.0,,,87496.0,68.75,2.35,,12.81,12.81,21994558.0,459246371.04,,467.02,12.83,23.01,0.1784,26.65,0.1392,20.88
2025-04-25,3495432.0,66587979.6,4.16,16.68,2.38,71.69,1.0,56027059.65,3214357.0,2941053.0,61233500.85,,,208864.0,0.84,,,,5.59,60858.0,246599.0,,,0.84,208864.0,,19244.0,56273.0,66.98,2.63,,12.76,12.76,21968828.0,418506173.4,,457.53,12.77,24.23,0.1772,24.7,0.1388,19.05
2025-04-28,3588238.0,67817698.2,4.27,16.48,2.44,68.97,1.0,55468872.9,3289534.0,2934861.0,62172192.6,,,109720.0,0.14,,17559.0,,1.51,10528.0,34543.0,,,0.14,109720.0,0.35,,34279.0,62.48,2.87,,13.06,13.06,21901678.0,413941714.2,,415.8,13.06,22.84,0.1739,25.36,0.1424,18.9
2025-04-29,3625158.0,68152970.4,4.31,16.45,2.46,69.46,1.0,55352727.2,3549140.0,2944294.0,66723832.0,,,308145.0,2.07,,,,1.07,105298.0,54736.0,,,2.07,308145.0,,6197.0,95865.0,67.09,1.98,,14.06,14.06,21690408.0,407779670.4,,409.73,14.07,22.04,0.1657,24.28,0.1436,18.8
2025-04-30,3890405.0,76952210.9,4.63,17.61,2.64,75.73,1.0,63493206.6,3606280.0,3209970.0,71332218.4,,,97918.0,3.98,,64579.0,,0.79,201097.0,41340.0,,,3.98,97918.0,1.25,562.0,,68.05,,,14.3,14.3,21620050.0,427644589.0,,408.31,14.29,20.4,0.1548,23.26,0.1542,19.78
2025-05-01,3954680.0,78223570.4,4.7,17.72,2.69,79.09,1.0,64764566.1,3606280.0,3274245.0,71332218.4,,,,1.53,,,,,64275.0,,,,1.53,,,,,70.57,,,14.29,14.29,21623026.0,427703454.28,,428.9,14.13,20.4,0.1527,22.2,0.1567,
2025-05-02,4156668.0,81553826.16,4.94,18.63,2.82,83.24,1.0,66012471.0,3886816.0,3364550.0,76259329.92,,,244845.0,3.39,,,,1.93,168703.0,103139.0,,,3.39,244845.0,,138830.0,78398.0,76.79,1.71,,15.4,15.4,21356220.0,419009036.4,,421.96,15.4,21.6,0.1539,22.44,0.1647,19.62
2025-05-05,4407518.0,88502961.44,5.24,19.97,2.99,88.55,1.0,73285835.44,3883689.0,3649693.0,77984475.12,,,144846.0,4.91,,156343.0,,4.71,232877.0,235055.0,,,4.91,144846.0,3.08,87082.0,104077.0,76.36,2.06,,15.45,15.45,21252196.0,426744095.68,,419.15,15.41,22.56,0.1546,22.69,0.1753,20.08
2025-05-06,3975180.0,79742110.8,4.73,18.05,2.7,80.38,1.0,65396984.14,3219605.0,3260069.0,64585276.3,,,63077.0,5.8,,,,15.07,293236.0,795602.0,,,5.8,63077.0,,68441.0,682860.0,64.48,13.68,,12.81,12.81,21904552.0,439405313.12,,438.76,12.81,17.45,0.1517,27.92,0.1582,20.06
2025-05-07,3684834.0,72849168.18,4.38,17.14,2.5,74.48,1.0,58980117.78,2959681.0,2983314.0,58512893.37,,,88664.0,0.31,,40.0,,6.96,20983.0,351294.0,,,0.31,88664.0,0.0,2706.0,297778.0,59.5,6.05,,11.79,11.79,22144228.0,437791387.56,,444.61,11.8,19.01,0.1646,30.21,0.1468,19.77
2025-05-08,3801138.0,76554919.32,4.52,23.42,2.58,76.95,1.0,62611433.4,3073364.0,3108810.0,61897550.96,,,134930.0,2.94,,,,0.88,144677.0,43426.0,,,2.94,134930.0,,22179.0,19181.0,61.27,0.5,,12.24,12.24,22030006.0,443684320.84,,439.48,12.24,18.29,0.1592,29.64,0.1514,20.14
2025-05-09,3989825.0,80754058.0,4.75,24.66,2.71,81.57,1.0,67336516.72,3288972.0,3326903.0,66568793.28,,,315306.0,5.06,,,,0.55,233558.0,31735.0,,,5.06,315306.0,,31540.0,15465.0,66.3,0.25,1.98,13.15,13.15,21722528.0,439663966.72,99503.0,438.05,13.15,17.45,0.1372,24.26,0.1595,20.24
2025-05-12,3933993.0,80725536.36,4.68,24.68,2.67,81.58,1.0,67251160.44,3311868.0,3277347.0,67959531.36,,,47007.0,0.47,,,,0.51,15854.0,32077.0,,,0.47,47007.0,,7966.0,65410.0,67.83,0.77,,13.23,13.23,21728242.0,445863525.84,,444.7,13.23,17.55,0.1374,24.09,0.1571,20.52
2025-05-13,3984408.0,82716310.08,4.74,25.09,2.71,82.72,1.0,68106916.8,3357884.0,3280680.0,69709671.84,,,16939.0,1.46,,10440.0,,0.36,70249.0,17553.0,,,1.46,16939.0,0.21,46630.0,77356.0,68.63,1.44,,13.43,13.43,21645874.0,449368344.24,,442.8,13.42,17.25,0.137,23.76,0.1594,20.76
2025-05-14,3440727.0,70947790.74,4.09,21.75,2.34,72.15,1.0,56759436.8,2852912.0,2752640.0,58827045.44,,,19216.0,0.92,,,,10.22,35603.0,524188.0,,,0.92,19216.0,,,563643.0,59.22,11.55,,11.37,11.37,22233934.0,458463719.08,,461.11,11.38,17.75,0.133,20.02,0.1372,20.62
2025-05-15,3275621.0,66102031.78,3.9,22.12,2.23,67.85,1.0,49156663.8,2807213.0,2435910.0,56649558.34,,,167932.0,0.37,,,,4.77,27049.0,225410.0,,,0.37,167932.0,,11779.0,343779.0,57.86,7.65,,11.2,11.2,22264056.0,449288650.08,,458.75,11.2,15.72,0.123,20.82,0.1307,20.18
2025-05-16,3421765.0,68914347.1,4.07,23.9,2.32,70.05,1.0,52123226.3,2678158.0,2588045.0,53938102.12,,,35683.0,4.31,,,,6.79,217246.0,314718.0,,,4.31,35683.0,,149980.0,65111.0,54.15,1.41,,10.69,10.69,22367418.0,450479798.52,,452.36,10.69,17.75,0.1279,19.87,0.1366,20.14
2025-05-19,3489430.0,68741771.0,4.15,24.96,2.37,70.54,1.0,52625476.8,2643041.0,2671344.0,52067907.7,,,6367.0,2.53,,,,0.98,128593.0,41484.0,,,2.53,6367.0,,,45294.0,52.93,1.2,,10.56,10.56,22395884.0,441198914.8,,448.1,10.56,17.9,0.1316,19.53,0.1394,19.7
2025-05-20,3422320.0,68001498.4,4.07,24.58,2.33,68.59,1.0,52301297.38,2540093.0,2632174.0,50471647.91,,,7800.0,0.0,,,,2.36,5600.0,110748.0,,,0.0,7800.0,,,44770.0,49.95,1.16,,10.16,10.16,22460952.0,446299116.24,,442.11,10.15,17.95,0.1319,19.08,0.1369,19.87
2025-05-21,3498723.0,69589600.47,4.16,25.49,2.38,70.29,1.0,61297598.7,2591363.0,3081830.0,51542210.07,,,445793.0,9.03,,,,7.72,449656.0,395350.0,,,9.03,445793.0,,827.0,,51.28,,,10.4,10.4,22332136.0,444186185.04,,442.2,10.39,18.79,0.1561,28.78,0.1404,19.89
2025-05-22,3203118.0,62813143.98,3.81,23.87,2.18,63.98,1.0,54828697.16,2591924.0,2795956.0,50827629.64,,,29934.0,0.43,,,,0.99,19913.0,50515.0,,,0.43,29934.0,,21142.0,305787.0,51.73,6.68,,10.4,10.4,22329044.0,437872552.84,,444.31,10.43,20.83,0.1767,31.08,0.1285,19.61
2025-05-23,2959192.0,58355266.24,3.52,22.55,2.01,58.93,1.0,50278762.76,2571265.0,2549633.0,50705345.8,,,116858.0,0.7,,,,3.84,34744.0,175914.0,,,0.7,116858.0,,38397.0,281067.0,50.22,5.52,,10.37,10.37,22220660.0,438191415.2,,433.83,10.37,22.66,0.1957,32.89,0.1194,19.72
2025-05-26,2936538.0,58672029.24,3.49,22.69,2.0,58.87,1.0,50581108.26,2554315.0,2531587.0,51035213.7,,,37793.0,0.42,,,,0.95,19900.0,54743.0,,,0.42,37793.0,,,37946.0,50.3,0.54,,10.32,10.32,22198956.0,443535140.88,,436.5,10.33,22.68,0.1921,32.01,0.1186,19.98
2025-05-27,2971673.0,60027794.6,3.53,23.28,2.02,60.35,1.0,52132341.8,2449808.0,2580809.0,49486121.6,,15000.0,20732.0,1.45,0.3,,,2.98,53303.0,155737.0,,15000.0,1.45,20732.0,,15498.0,4081.0,49.13,0.0,,9.91,9.91,22279604.0,450048000.8,,446.2,9.92,23.35,0.193,31.82,0.1202,20.2
2025-05-28,2961304.0,58515367.04,3.52,23.32,2.01,59.92,1.0,50888659.12,2448904.0,2575337.0,48390343.04,,,15414.0,0.19,,,,0.23,3743.0,16318.0,,,0.19,15414.0,,,9215.0,49.54,0.58,,9.9,9.9,22280012.0,440253037.12,,450.29,9.91,23.84,0.1919,31.24,0.1198,19.76
2025-05-29,2961065.0,59635849.1,3.52,23.61,2.01,59.54,1.0,52259191.44,2453874.0,2594796.0,49421022.36,,,24668.0,0.66,,,,0.48,19991.0,19698.0,,,0.66,24668.0,,,532.0,48.34,0.31,,9.92,9.92,22283430.0,448788280.2,,439.56,9.91,23.47,0.195,32.22,0.1197,20.14
2025-05-30,2987213.0,59146817.4,3.55,24.28,2.03,60.37,1.0,51883583.4,2474666.0,2620383.0,48998386.8,,,24841.0,0.39,,,,0.19,25587.0,9049.0,,,0.39,24841.0,,5000.0,,49.82,,,10.02,10.02,22226812.0,440090877.6,,447.05,10.03,23.59,0.1927,31.68,0.1209,19.8
2025-06-02,3056214.0,59901794.4,3.64,24.43,2.08,60.79,1.0,52760162.0,2548501.0,2691845.0,49950619.6,,,88574.0,1.23,,,,0.56,77804.0,14739.0,,,1.23,88574.0,,,6342.0,50.16,0.45,,10.32,10.32,22154400.0,434226240.0,,436.11,10.32,22.87,0.197,33.08,0.1237,19.6
2025-06-03,3063863.0,60296823.84,3.64,24.69,2.08,60.99,1.0,53350590.72,2552716.0,2710904.0,50237450.88,,,43076.0,0.8,,,,0.8,42519.0,39628.0,,,0.8,43076.0,,767.0,23460.0,50.23,0.39,,10.34,10.34,22135282.0,435622349.76,,435.82,10.33,22.68,0.1949,33.04,0.1241,19.68
2025-06-04,3129861.0,61533067.26,3.72,26.52,2.13,62.23,1.0,54593893.32,2615373.0,2776902.0,51418233.18,,,75105.0,1.77,,,,0.65,89759.0,33165.0,,,1.77,75105.0,,20717.0,23761.0,51.35,0.52,,10.59,10.59,22077852.0,434050570.32,,433.64,10.59,22.55,0.1858,31.7,0.1268,19.66
2025-06-05,3230124.0,63859551.48,3.84,27.85,2.19,64.34,1.0,56881552.05,2722190.0,2877165.0,53817696.3,,,75725.0,2.34,,2200.0,,0.36,117989.0,18109.0,,,2.34,75725.0,0.04,49201.0,19926.0,53.47,0.31,,11.02,11.02,21980974.0,434563855.98,,431.82,11.02,22.95,0.1809,30.63,0.1308,19.77
2025-06-06,3337912.0,67092031.2,3.97,28.72,2.27,67.17,1.0,59923768.2,2823892.0,2981282.0,56760229.2,,,41744.0,2.58,,,,0.45,128288.0,29970.0,,,2.58,41744.0,,89928.0,24171.0,56.06,0.14,,11.42,11.42,21896420.0,440118042.0,,434.72,11.42,22.11,0.1721,29.46,0.135,20.1
2025-06-09,3298230.0,65436883.2,3.92,28.97,2.24,66.45,1.0,58721162.24,2778233.0,2959736.0,55120142.72,,,26366.0,,,13302.0,,1.27,,72753.0,,,,26366.0,0.28,728.0,34848.0,55.65,0.64,,11.24,11.24,21949964.0,435487285.76,,438.73,11.26,22.45,0.1711,29.18,0.1334,19.84
2025-06-10,3246134.0,64987602.68,3.86,31.14,2.21,64.94,1.0,58844105.32,2755169.0,2939266.0,55158483.38,,,46449.0,0.89,,,,1.61,47483.0,70547.0,,,0.89,46449.0,,1034.0,67953.0,54.64,1.42,,11.14,11.14,21978992.0,440019419.84,,436.1,11.13,22.73,0.1758,29.73,0.1312,20.02
2025-06-11,3208699.0,63564327.19,3.82,32.49,2.18,64.24,1.0,57649536.63,2713953.0,2910123.0,53763408.93,,,14367.0,0.39,,,,1.05,18162.0,55583.0,,,0.39,14367.0,,,47305.0,54.06,0.92,,10.97,10.97,22021716.0,436250193.96,,438.99,10.96,22.95,0.1782,29.71,0.1297,19.81
2025-06-12,3613649.0,71225021.79,4.3,37.62,2.46,71.87,1.0,65350535.13,2814091.0,3315603.0,55465733.61,,,34209.0,8.65,,,,0.97,437024.0,43336.0,,,8.65,34209.0,,109265.0,31544.0,55.39,0.75,,11.37,11.37,21925468.0,432150974.28,,431.52,11.38,21.13,0.1752,26.06,0.1461,19.71
2025-06-13,3603399.0,68500614.99,4.29,39.05,2.45,70.81,1.0,63830067.1,2888550.0,3357710.0,54911335.5,,,97881.0,2.03,,,,0.8,102862.0,41294.0,,,2.03,97881.0,,17872.0,60755.0,56.96,1.86,,11.65,11.65,21913242.0,416570730.42,,431.85,11.65,23.9,0.1784,24.11,0.1453,19.01
2025-06-16,3582563.0,66814799.95,4.26,39.41,2.43,68.43,1.0,60652038.0,2875742.0,3252120.0,53632588.3,,,37025.0,0.0,,,,1.74,16884.0,66717.0,,,0.0,37025.0,,16884.0,122474.0,54.56,3.5,,11.58,11.58,21948514.0,409339786.1,,415.73,11.6,23.22,0.1815,25.55,0.1443,18.65
2025-06-17,3568338.0,66228353.28,4.24,40.11,2.42,67.51,1.0,60327980.8,2861065.0,3250430.0,53101366.4,,,7756.0,0.0,,,,0.61,16151.0,26735.0,,,0.0,7756.0,,4302.0,17841.0,53.65,0.44,,11.57,11.57,21857796.0,405680693.76,,409.51,11.58,23.26,0.1827,25.45,0.1444,18.56
2025-06-18,3527501.0,63883043.11,4.2,40.14,2.4,65.95,1.0,58082301.45,2851185.0,3207195.0,51634960.35,,,32222.0,0.21,,2252.0,,0.89,11436.0,43802.0,,,0.21,32222.0,0.04,1700.0,56923.0,52.91,1.61,,11.5,11.5,21939124.0,397317535.64,,406.35,11.52,23.01,0.1815,24.93,0.1423,18.11
2025-06-19,3474399.0,62295974.07,4.13,40.55,2.36,64.19,1.0,56502127.66,2822800.0,3151262.0,50612804.0,,,5255.0,,,,,0.9,,33640.0,,,,5255.0,,,55933.0,51.07,1.61,,11.4,11.4,21944392.0,393462948.56,,397.79,11.38,23.0,0.1821,24.59,0.1403,17.93
2025-06-20,3454189.0,62002692.55,4.11,40.19,2.35,62.91,1.0,56418483.45,2782757.0,3143091.0,49950488.15,,,17263.0,0.0,,,,1.2,25162.0,61062.0,,,0.0,17263.0,,3756.0,33333.0,49.78,0.93,,11.26,11.26,21940964.0,393840303.8,,392.74,11.25,23.33,0.1832,24.59,0.1397,17.95
2025-06-23,3358245.0,60112585.5,3.99,36.42,2.28,61.05,1.0,55793154.4,2724010.0,3116936.0,48759779.0,,,12248.0,0.25,,,,1.3,13415.0,72605.0,,,0.25,12248.0,,1610.0,39570.0,48.73,0.81,,11.08,11.08,21859074.0,391277424.6,,390.64,11.09,24.03,0.1913,24.79,0.1366,17.9
2025-06-24,3277495.0,59650409.0,3.9,35.7,2.23,59.89,1.0,55669741.4,2673624.0,3058777.0,48659956.8,,,1622.0,0.07,,,,0.95,4028.0,52008.0,,,0.07,1622.0,,,62187.0,47.77,0.81,,10.9,10.9,21859104.0,397835692.8,,391.0,10.89,24.35,0.1934,24.72,0.1336,18.2
2025-06-25,3091558.0,55277057.04,3.68,33.75,2.1,56.71,1.0,51383472.48,2518596.0,2873796.0,45032496.48,,,,0.05,,,,2.61,3352.0,158380.0,,,0.05,,,3352.0,188333.0,45.7,3.37,,10.28,10.28,21978988.0,392984305.44,,397.77,10.3,25.41,0.1981,26.01,0.1262,17.88
2025-06-26,3027718.0,55346685.04,3.6,33.53,2.06,55.34,1.0,51428147.68,2459718.0,2813356.0,44963645.04,,,19732.0,0.08,,10880.0,,1.53,4400.0,78610.0,,,0.08,19732.0,0.2,,75720.0,43.93,1.45,,10.1,10.1,21891110.0,400169490.8,,391.44,10.09,24.64,0.1939,25.23,0.1243,18.28
2025-06-27,3013257.0,55534326.51,3.58,31.9,2.05,55.93,1.0,51511518.26,2450935.0,2794982.0,45170732.05,,,26077.0,0.58,,,,0.52,12618.0,36944.0,,,0.58,26077.0,,2084.0,30992.0,44.82,0.36,,10.13,10.13,21750084.0,400854048.12,,398.13,10.12,23.99,0.1942,26.01,0.1245,18.43
2025-06-30,2893631.0,53503237.19,3.44,29.6,1.97,53.86,1.0,50226254.49,2318519.0,2716401.0,42869416.31,,,39022.0,1.09,,,,3.12,57048.0,171438.0,,,1.09,39022.0,,,135629.0,42.5,2.42,,9.62,9.62,21773352.0,402589278.48,,399.87,9.61,24.75,0.1958,27.73,0.1201,18.49
2025-07-01,2684432.0,50198878.4,3.19,26.98,1.82,50.34,1.0,48741643.5,2129637.0,2606505.0,39824211.9,1.76,,,,,,94279.0,3.41,,188882.0,1.76,,,,,,204175.0,39.3,3.47,,8.92,8.92,21751656.0,406755967.2,,401.11,8.92,26.04,0.2081,28.59,0.1124,18.7
2025-07-02,2650380.0,50754777.0,3.15,25.74,1.8,50.28,1.0,49262474.95,2073499.0,2572453.0,39707505.85,,,10744.0,0.67,,,,1.26,24928.0,72707.0,,,0.67,10744.0,,5825.0,58980.0,38.76,0.76,,8.77,8.77,21569912.0,413063814.8,,404.53,8.74,25.03,0.2093,29.54,0.1121,19.15
2025-07-03,2474398.0,49487960.0,2.94,23.3,1.68,48.11,1.0,48871600.0,2059470.0,2443580.0,41189400.0,,,2960.0,,,,,0.26,,16989.0,,,,2960.0,,,128873.0,39.62,1.48,,8.68,8.68,21664802.0,433296040.0,,418.3,8.65,26.31,0.2146,31.63,0.1043,20.0
2025-07-04,2192157.0,42418237.95,2.61,20.36,1.49,42.7,1.0,41912158.05,1895855.0,2166003.0,36684794.25,,,5430.0,,,,,3.27,,179262.0,,,,5430.0,,10217.0,277577.0,37.81,5.33,,7.99,7.99,21839188.0,422588287.8,,431.85,8.05,29.55,0.2148,29.97,0.0924,19.35
2025-07-07,2095250.0,39264985.0,2.49,19.18,1.42,40.53,1.0,38404575.38,1806917.0,2049337.0,33861624.58,,,16387.0,0.18,,,,2.31,18855.0,108483.0,,,0.18,16387.0,,3158.0,135521.0,35.05,2.51,,7.61,7.61,21939424.0,411144805.76,,425.49,7.61,28.01,0.2184,32.03,0.0882,18.74
2025-07-08,2103613.0,39611032.79,2.5,19.18,1.43,39.92,1.0,38622608.43,1813730.0,2051121.0,34152535.9,,,14181.0,0.0,,,,0.2,7602.0,7368.0,,,0.0,14181.0,,,5818.0,34.0,0.11,,7.63,7.63,21958768.0,413483601.44,,411.93,7.63,27.88,0.2161,31.52,0.0885,18.83
2025-07-09,2136982.0,40132521.96,2.54,19.54,1.45,40.61,1.0,39146722.2,1839063.0,2084490.0,34537603.14,,,31912.0,0.86,,,,0.11,41804.0,6579.0,,,0.86,31912.0,,,8435.0,34.53,0.17,,7.73,7.73,21947100.0,412166538.0,,412.77,7.72,28.78,0.2175,31.21,0.0898,18.78
2025-07-10,2195621.0,40794638.18,2.61,19.74,1.49,41.6,1.0,39828961.26,1899077.0,2143647.0,35284850.66,,,84772.0,1.19,,,,0.47,64218.0,25486.0,,,1.19,84772.0,,728.0,5061.0,35.68,0.1,,7.98,7.98,21907536.0,407042018.88,,411.29,7.98,29.35,0.2159,30.64,0.0922,18.58
2025-07-11,2199189.0,39959264.13,2.62,19.38,1.49,41.17,1.0,39014896.55,1906817.0,2147215.0,34646864.89,,,23511.0,0.17,,,,0.37,20511.0,17775.0,,,0.17,23511.0,,2004.0,16943.0,35.36,0.48,,8.02,8.02,21881768.0,397591724.56,,404.98,8.03,30.05,0.2166,30.07,0.0924,18.17
2025-07-14,2129366.0,38754461.2,2.53,19.25,1.45,39.34,1.0,37808534.4,1842163.0,2077392.0,33527366.6,,,15100.0,0.23,,,,1.51,15100.0,79754.0,,,0.23,15100.0,,,84923.0,33.51,1.85,,7.73,7.73,21997752.0,400359086.4,,400.32,7.72,26.95,0.2079,30.98,0.0893,18.2
2025-07-15,2152083.0,39038785.62,2.56,19.48,1.46,39.87,1.0,38189742.92,1864880.0,2105278.0,33828923.2,,,22678.0,0.55,,4266.0,,,23620.0,,,,0.55,22678.0,0.08,39.0,,34.07,,,7.81,7.81,22000420.0,399087618.8,,401.95,7.81,26.77,0.2073,31.25,0.0902,18.14
2025-07-16,2178799.0,38216134.46,2.59,19.68,1.48,39.81,1.0,37395174.76,1882160.0,2131994.0,33013086.4,,,18284.0,0.27,,,,0.2,30849.0,9273.0,,,0.27,18284.0,,8269.0,4133.0,34.01,0.08,,7.88,7.88,22007662.0,386014391.48,,396.4,7.9,27.15,0.2079,31.12,0.0912,17.54
2025-07-17,2207669.0,39340661.58,2.63,19.75,1.5,39.78,1.0,38506596.48,1918698.0,2160864.0,34191198.36,,,35991.0,0.0,,,,0.03,31861.0,403.0,,,0.0,35991.0,,950.0,2991.0,33.74,0.0,,8.03,8.03,21968038.0,391470437.16,,386.4,8.03,26.38,0.2051,31.0,0.0924,17.82
2025-07-18,2218593.0,40089975.51,2.64,20.03,1.51,40.43,1.0,39244209.16,1931831.0,2171788.0,34908186.17,,,53457.0,1.05,,,,0.7,56448.0,40457.0,,,1.05,53457.0,,133.0,45524.0,34.4,0.67,,8.09,8.09,21958084.0,396782577.88,,391.72,8.07,24.3,0.197,30.77,0.0929,18.07
2025-07-21,2237858.0,40460472.64,2.66,20.57,1.52,41.05,1.0,40033133.76,1974700.0,2214222.0,35702576.0,,,41828.0,0.65,,22900.0,,0.07,28675.0,6064.0,,,0.65,41828.0,0.41,7105.0,9141.0,35.57,0.17,,8.26,8.26,21927428.0,396447898.24,,394.94,8.26,24.85,0.1957,30.55,0.0936,18.08
2025-07-22,2239249.0,40799116.78,2.66,20.68,1.52,41.1,1.0,40304698.86,1964956.0,2212113.0,35801498.32,,,18099.0,0.35,,,,0.49,18099.0,27843.0,,,0.35,18099.0,,,20208.0,35.44,0.35,,8.22,8.22,21931578.0,399593351.16,,395.64,8.22,25.0,0.1988,31.01,0.0937,18.22
2025-07-23,2316588.0,42393560.4,2.76,21.34,1.57,42.75,1.0,41509578.9,2015749.0,2268283.0,36888206.7,,,55791.0,1.42,,,,0.08,65111.0,4998.0,,,1.42,55791.0,,,8941.0,36.67,0.16,,8.41,8.41,21951216.0,401707252.8,,399.12,8.42,24.99,0.1968,30.48,0.0967,18.3
2025-07-24,2332810.0,42690423.0,2.77,20.77,1.59,43.21,1.0,41806441.5,2037100.0,2284505.0,37278930.0,,,105825.0,0.6,,,,1.54,27625.0,86000.0,,,0.6,105825.0,,1526.0,11403.0,37.28,0.2,,8.5,8.5,21922850.0,401188155.0,,401.29,8.5,25.48,0.1979,30.23,0.0974,18.3
2025-07-25,2276083.0,42539991.27,2.71,19.89,1.55,42.39,1.0,41623657.95,2002967.0,2227055.0,37435453.23,,,33363.0,0.74,,,,1.22,33363.0,68219.0,,,0.74,33363.0,,723.0,90813.0,36.69,1.59,,8.36,8.36,21959740.0,410427540.6,,402.01,8.36,24.14,0.1992,30.84,0.095,18.69
2025-07-28,2217449.0,40801061.6,2.64,19.61,1.51,41.89,1.0,39643940.8,1913267.0,2154562.0,35204112.8,,,7212.0,0.05,,7949.0,,1.76,1302.0,104861.0,,,0.05,7212.0,0.15,7949.0,81744.0,35.97,1.17,,7.96,7.96,22111952.0,406859916.8,,415.37,7.97,23.95,0.2024,31.94,0.0923,18.4
2025-07-29,2186724.0,39689040.6,2.6,19.42,1.49,40.74,1.0,38773482.0,1891063.0,2136280.0,34322793.45,,,18274.0,0.27,,,,0.85,14294.0,40478.0,,,0.27,18274.0,,,32576.0,34.88,0.9,,7.87,7.87,22132720.0,401708868.0,,408.05,7.87,23.83,0.2019,32.45,0.091,18.15
2025-07-30,2192025.0,39259167.75,2.61,19.2,1.49,40.57,1.0,37976578.92,1884091.0,2120412.0,33744069.81,,,7205.0,0.2,,,,0.32,10673.0,14177.0,,,0.2,7205.0,,,26541.0,34.38,0.71,,7.84,7.84,22137764.0,396487353.24,,403.69,7.85,23.16,0.2002,32.44,0.0913,17.91
