,PLX FP Equity_DX_SI_QTY,PLX FP Equity_DX_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLX FP Equity_DX_SI_MV,PLX FP Equity_DX_DSS,PLX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY,PLX FP Equity_DX_BROKER_SI_QTY,PLX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLX FP Equity_DX_BROKER_SI_MV_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLX FP Equity_DX_BROKER_SI_MV_INC_x,PLX FP Equity_DX_SUPPLY_SI_MV_NEW,PLX FP Equity_DX_BROKER_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_NEW,PLX FP Equity_DX_SUPPLY_SI_MV_DEC,PLX FP Equity_DX_BROKER_SI_QTY_INC,PLX FP Equity_DX_SUPPLY_SI_QTY_DEC,PLX FP Equity_DX_BROKER_SI_MV_NEW_y,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PLX FP Equity_DX_BROKER_SI_MV_INC_y,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLX FP Equity_DX_BROKER_SI_MV_ADD,PLX FP Equity_DX_SUPPLY_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_DEC,PLX FP Equity_DX_SUPPLY_SI_MV,PLX FP Equity_DX_BROKER_SI_MV_DEC,PLX FP Equity_DX_SUPPLY_SI_MV_RMV,PLX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLX FP Equity_DX_UTILIZATION_QUANTITY,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLX FP Equity_DX_ACTIVE_UTILIZATION_MV,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLX FP Equity_DX_BROKER_SI_CON_RATIO,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLX FP Equity_DX_DEMAND_SUPPLY_RATIO,PLX FP Equity_PX_LAST
2024-06-05,251268.0,7313155.14,0.17,1.48,0.17,7.62,0.0,4163819.51,174645.0,143062.0,5083042.72,,,19522.0,1.16,,,,,35509.0,,,,1.16,19522.0,,,,5.11,,,0.72,0.72,23925280.0,696345274.4,,699.86,0.73,11.3,0.4572,65.57,0.0104,29.105
2024-06-06,287009.0,8347656.77,0.2,1.72,0.2,8.67,0.0,4728755.64,190864.0,162584.0,5551279.44,,,16219.0,0.6,,,,,19522.0,,,,0.6,16219.0,,,,5.56,,,0.79,0.79,23941162.0,696328696.77,,695.93,0.79,9.85,0.5107,70.0,0.0119,29.085
2024-06-07,380483.0,11049226.32,0.26,2.33,0.26,11.45,0.0,5397955.2,270209.0,185880.0,7846869.36,,,,0.53,,7077.0,,,16219.0,,,,0.53,,0.21,79345.0,,7.87,,,1.11,1.11,24116240.0,700335609.6,,703.56,1.11,7.42,0.5559,73.67,0.0156,29.04
2024-06-10,186182.0,5275466.97,0.13,1.15,0.13,5.43,0.0,4339136.89,161610.0,153137.0,4579219.35,,,6384.0,0.2,,,,3.39,7041.0,115640.0,,,0.2,6384.0,,657.0,39784.0,4.68,1.51,,0.66,0.66,24221522.0,686316825.87,,702.7,0.66,15.83,0.265,44.83,0.0076,28.335
2024-06-11,196474.0,5588702.93,0.13,1.23,0.13,5.6,0.0,4502359.93,166756.0,158283.0,4743374.42,,,2933.0,0.14,,,,,5146.0,,,,0.14,2933.0,,2213.0,,4.72,,,0.68,0.68,24212504.0,688724676.28,,686.04,0.68,20.04,0.2554,42.36,0.0081,28.445
2024-06-12,176730.0,4966113.0,0.12,1.11,0.12,5.03,0.0,3296017.6,171748.0,117296.0,4826118.8,,,4389.0,0.6,,,,1.76,21243.0,62230.0,,,0.6,4389.0,,62833.0,62230.0,4.85,1.76,,0.7,0.7,24244500.0,681270450.0,,686.12,0.7,16.74,0.2756,46.69,0.0072,28.1
2024-06-13,235510.0,6378788.35,0.16,1.49,0.16,6.81,0.0,3458646.16,162149.0,127696.0,4391805.67,,,2690.0,1.43,,,,1.01,45979.0,35579.0,,,1.43,2690.0,,23290.0,35579.0,4.59,1.01,,0.66,0.66,24404848.0,661005308.08,,686.4,0.66,11.94,0.3861,59.27,0.0096,27.085
2024-06-14,177531.0,4620244.28,0.12,1.15,0.12,5.04,0.0,3999417.9,169502.0,153676.0,4411289.55,,,7353.0,0.7,,,,,25980.0,,,,0.7,7353.0,,,,4.62,,,0.69,0.69,24365566.0,634113855.15,,658.72,0.7,15.56,0.3319,53.45,0.0072,26.025
2024-06-17,286324.0,7650577.28,0.19,1.8,0.19,7.75,0.0,5104909.44,247289.0,191052.0,6607562.08,,,,0.9,,,,0.01,37376.0,100.0,,,0.9,,,77887.0,,6.47,,,1.01,1.01,24318848.0,649799618.56,,633.37,1.01,29.42,0.2907,42.81,0.0117,26.72
2024-06-18,334088.0,8910126.96,0.23,2.09,0.23,9.18,0.0,6369222.72,247289.0,238816.0,6595197.63,,,,1.38,,,,,47764.0,,,,1.38,,,,,6.61,,,1.01,1.01,24296460.0,647986588.2,,648.13,1.01,24.2,0.3492,52.53,0.0136,26.67
2024-06-19,411872.0,10968151.36,0.28,2.62,0.28,11.23,0.0,7395364.04,291623.0,277708.0,7765920.49,,,6000.0,1.03,,,,,38892.0,,,,1.03,6000.0,,38334.0,,7.78,,,1.19,1.19,24221908.0,645029410.04,,645.41,1.19,37.32,0.3286,42.32,0.0168,26.63
2024-06-20,382788.0,10344845.7,0.26,2.52,0.26,10.51,0.0,7185596.18,287602.0,265887.0,7772444.05,,,4995.0,0.16,,,,0.46,5442.0,17263.0,,,0.16,4995.0,,8247.0,17263.0,7.71,0.45,,1.17,1.17,24282798.0,656242615.95,,649.08,1.17,30.31,0.3306,47.62,0.0156,27.025
2024-06-21,452559.0,12205516.23,0.31,2.95,0.31,12.53,0.0,8500701.27,301599.0,315191.0,8134125.03,,,,0.93,,22065.0,,0.17,31209.0,6470.0,,,0.93,,0.6,20467.0,3970.0,8.17,0.09,,1.23,1.23,24209320.0,652925360.4,,654.8,1.23,24.74,0.2659,42.84,0.0185,26.97
2024-06-24,421280.0,11608370.4,0.29,2.6,0.29,11.65,0.0,8314170.15,272894.0,301730.0,7519594.17,,,,0.08,,,,0.79,4357.0,28705.0,,,0.08,,,,17818.0,7.35,0.48,,1.11,1.11,24261258.0,668518964.19,,654.37,1.11,17.39,0.2791,47.31,0.0172,27.555
2024-06-25,383238.0,10475810.73,0.26,2.36,0.26,10.83,0.0,7957683.2,249374.0,291117.0,6816638.29,,,12909.0,1.04,,,,0.97,37151.0,36429.0,,,1.04,12909.0,,,47764.0,6.88,1.22,,1.02,1.02,24170962.0,660713246.27,,665.87,1.02,17.53,0.1908,34.83,0.0157,27.335
2024-06-26,339648.0,9241822.08,0.23,2.12,0.23,9.46,0.0,6939964.92,213309.0,255052.0,5804137.89,,,,0.76,,,,1.78,28151.0,64216.0,,,0.76,,,28151.0,64216.0,5.84,1.89,,0.88,0.88,24061912.0,654724625.52,,657.65,0.88,15.43,0.1394,21.47,0.014,27.21
2024-06-27,274216.0,7265352.92,0.19,1.71,0.19,7.44,0.0,5182951.9,153877.0,195620.0,4076971.12,,,,,,,,1.63,,59432.0,,,,,,,59432.0,4.19,1.78,,0.63,0.63,24167440.0,640316322.8,,653.47,0.64,18.67,0.1437,19.34,0.0113,26.495
2024-06-28,211144.0,5530917.08,0.14,1.3,0.14,5.61,0.0,4298180.38,122341.0,164084.0,3204722.5,,,,,,,,1.0,,36702.0,,,,,,5166.0,31536.0,3.26,0.86,,0.51,0.51,24019468.0,629189964.26,,634.94,0.51,22.17,0.1646,23.48,0.0087,26.195
2024-07-01,224700.0,6060159.0,0.15,1.34,0.15,5.98,0.0,4608148.14,129119.0,170862.0,3482339.43,,,,0.36,,,,0.14,11944.0,5166.0,,,0.36,,,11944.0,5166.0,3.41,0.14,,0.53,0.53,24049532.0,648615878.04,,631.49,0.54,20.57,0.2042,33.45,0.0093,26.97
2024-07-02,179669.0,5126854.92,0.12,1.04,0.12,4.92,0.0,3918254.99,117636.0,137314.0,3356743.26,,,9461.0,0.29,,,,0.6,9461.0,22046.0,,,0.29,9461.0,,1102.0,43009.0,3.17,1.1,,0.49,0.49,23809360.0,679400087.6,,649.2,0.49,22.08,0.2036,30.96,0.0075,28.535
2024-07-03,130529.0,3680265.16,0.09,0.72,0.09,3.72,0.0,2992645.5,86922.0,106141.0,2450765.79,,,,,,,,0.77,,30714.0,,,,,,,31173.0,2.47,0.8,,0.37,0.37,23505670.0,662742365.65,,667.56,0.37,21.39,0.2009,30.79,0.0055,28.195
2024-07-04,142447.0,3643082.03,0.1,0.77,0.1,3.9,0.0,3031097.85,98840.0,118518.0,2527833.0,,,12377.0,0.24,,,,0.01,12377.0,459.0,,,0.24,12377.0,,,,2.78,,,0.43,0.43,23146270.0,591965855.25,,639.4,0.43,26.6,0.2066,29.04,0.0061,25.575
2024-07-05,249553.0,6086597.67,0.17,1.18,0.17,6.3,0.0,4632148.8,170242.0,189920.0,4152202.38,,,42534.0,1.73,,,,,71402.0,,,,1.73,42534.0,,28868.0,,4.36,,,0.73,0.73,23081280.0,562952419.2,,584.76,0.74,29.51,0.2195,29.91,0.0107,24.39
2024-07-08,474859.0,11515330.75,0.32,2.15,0.32,11.67,0.0,9495645.25,371895.0,391573.0,9018453.75,,,,3.1,,73575.0,,,128078.0,,,,3.1,,1.89,201653.0,,9.08,,,1.59,1.59,22962040.0,556829470.0,,560.21,1.6,21.16,0.2603,42.48,0.0204,24.25
2024-07-09,500150.0,11826046.75,0.34,2.19,0.34,12.02,0.0,10416024.47,415439.0,440517.0,9823055.15,,,,,,77842.0,,0.71,,28898.0,,,,,1.89,72442.0,28898.0,10.09,0.81,,1.79,1.79,22848412.0,540250701.74,,552.41,1.79,14.86,0.2239,40.2,0.0215,23.645
2024-07-10,620524.0,14318591.3,0.42,2.67,0.42,14.58,0.0,13188400.88,535813.0,571545.0,12363884.98,,,175100.0,4.1,,,,1.34,175100.0,54726.0,,,4.1,175100.0,,,44072.0,12.7,1.07,,2.3,2.3,22795592.0,526008285.4,,535.88,2.32,32.33,0.2832,40.16,0.0266,23.075
2024-07-11,882987.0,20529447.75,0.6,3.82,0.6,20.73,0.0,19036914.0,774623.0,818792.0,18009984.75,,,74787.0,5.87,,,,0.2,247247.0,8437.0,,,5.87,74787.0,,172460.0,,17.86,,,3.32,3.32,22524536.0,523695462.0,,519.56,3.32,27.0,0.2316,28.96,0.0379,23.25
2024-07-12,710597.0,16638628.76,0.48,3.11,0.48,16.56,0.0,15162383.25,621372.0,647550.0,14549425.38,,,7335.0,0.03,,11438.0,,3.93,1100.0,172024.0,,,0.03,7335.0,0.27,11438.0,183780.0,14.48,4.51,,2.66,2.66,22712016.0,531801854.64,,528.12,2.67,26.4,0.2431,38.13,0.0305,23.415
2024-07-15,656360.0,15417896.4,0.45,3.0,0.45,15.41,0.0,14488373.61,575305.0,616789.0,13513914.45,,,1307.0,0.16,,,,1.24,7000.0,54374.0,,,0.16,1307.0,,7000.0,37761.0,13.51,0.85,,2.46,2.46,22776444.0,535018669.56,,534.05,2.47,21.97,0.2446,40.72,0.0281,23.49
2024-07-16,472618.0,11042719.57,0.32,2.17,0.32,11.1,0.0,10148681.21,391563.0,434354.0,9148869.49,,,,1.56,,,,5.9,67431.0,251173.0,,,1.56,,,67431.0,249866.0,9.22,5.84,,1.68,1.68,22924148.0,535622718.02,,538.35,1.68,23.26,0.2024,34.55,0.0203,23.365
2024-07-17,465355.0,10998665.43,0.32,2.1,0.32,10.97,0.0,10241612.74,394620.0,433324.0,9326843.7,,,45235.0,2.68,,,,1.69,111790.0,71540.0,,,2.68,45235.0,,29362.0,112820.0,9.22,2.65,,1.69,1.69,22940832.0,542206564.32,,535.78,1.69,12.73,0.3873,59.8,0.0199,23.635
2024-07-18,735021.0,17008385.94,0.5,3.3,0.5,17.48,0.0,9762580.88,664586.0,421892.0,15378520.04,,,182666.0,1.0,,,,1.14,42868.0,49100.0,,,1.0,182666.0,,136400.0,54300.0,15.81,1.27,,2.84,2.84,22735914.0,526109049.96,,535.75,2.87,19.2,0.2198,37.26,0.0314,23.14
2024-07-19,846920.0,19309776.0,0.58,3.74,0.58,19.76,0.0,15588770.4,744858.0,683718.0,16982762.4,,,67889.0,0.6,,262583.0,,0.77,25958.0,29614.0,,,0.6,67889.0,6.3,41997.0,26715.0,17.96,0.63,,3.17,3.17,22725228.0,518135198.4,,524.51,3.31,31.86,0.238,32.13,0.0361,22.8
2024-07-22,1249237.0,28794912.85,0.85,5.46,0.85,28.89,0.0,19641319.9,1046563.0,852118.0,24123277.15,,,315982.0,4.15,,,,0.38,182777.0,14277.0,,,4.15,315982.0,,,14377.0,24.96,0.28,,4.44,4.44,22549476.0,519765421.8,,515.31,4.62,23.31,0.2191,31.77,0.0529,23.05
2024-07-23,1390954.0,29648184.51,0.95,6.06,0.95,31.75,0.0,20722080.65,1105911.0,972183.0,23572492.97,,,31716.0,4.6,,,,2.04,206798.0,90265.0,,,4.6,31716.0,,117897.0,86733.0,26.87,2.35,,4.68,4.68,22543988.0,480525104.22,,511.73,4.99,19.58,0.224,35.95,0.0588,21.315
2024-07-24,1458812.0,30992460.94,0.99,6.26,0.99,31.55,0.0,19627915.58,1136995.0,923884.0,24155458.78,,,141389.0,0.0,,,,3.45,24880.0,141305.0,,,0.0,141389.0,,31000.0,73179.0,26.3,1.48,,4.8,4.8,22562164.0,479333174.18,,480.62,5.19,20.38,0.2114,35.1,0.0616,21.245
2024-07-25,1439720.0,30025360.6,0.98,6.13,0.98,31.0,0.0,18518384.95,1159913.0,887959.0,24189985.62,,,16833.0,0.64,,24200.0,,0.4,30348.0,18115.0,,,0.64,16833.0,0.51,24200.0,90473.0,26.82,1.98,,4.87,4.87,22659012.0,472553695.26,,479.61,5.3,20.69,0.2213,38.04,0.0604,20.855
2024-07-26,1486309.0,31918485.78,1.01,6.25,1.01,31.51,1.0,18022807.85,1188055.0,839246.0,25513481.13,,,81651.0,0.87,,,,1.98,42324.0,91037.0,,,0.87,81651.0,,37528.0,91037.0,27.08,2.08,,4.99,4.99,22628268.0,485942055.3,,474.91,5.4,19.78,0.2041,35.61,0.0624,21.475
2024-07-29,1516906.0,31908117.71,1.03,6.52,1.03,33.09,1.0,18430867.0,1231446.0,876200.0,25903466.61,,,,1.15,,,,0.0,49748.0,6357.0,,,1.15,,,49748.0,12794.0,28.59,0.0,,5.15,5.15,22667222.0,476805014.77,,485.2,5.56,19.38,0.1987,34.06,0.0635,21.035
2024-07-30,1433485.0,30726750.98,0.97,6.16,0.97,30.61,0.0,17915908.88,1206826.0,835825.0,25868315.31,,,28942.0,1.36,,,,2.44,64895.0,110370.0,,,1.36,28942.0,,56808.0,105270.0,27.64,2.56,,5.06,5.06,22659514.0,485706682.59,,478.65,5.46,20.02,0.19,33.13,0.0601,21.435
2024-07-31,1346416.0,29156638.48,0.91,5.76,0.91,29.29,0.0,17796014.04,1133785.0,821797.0,24552114.18,,,,0.44,,,,1.9,18328.0,93236.0,,,0.44,,,20195.0,32356.0,26.41,0.52,,4.74,4.74,22767968.0,493040347.04,,488.65,5.13,21.3,0.196,32.85,0.0563,21.655
2024-08-01,1302346.0,27844157.48,0.88,5.49,0.88,28.96,0.0,15969940.66,1057078.0,746957.0,22600327.64,,,28600.0,0.54,,,,2.23,24100.0,105307.0,,,0.54,28600.0,,,98940.0,24.41,2.0,,4.42,4.42,22835502.0,488223032.76,,493.76,4.71,21.32,0.2105,36.22,0.0545,21.38
2024-08-02,1019339.0,20860772.64,0.69,4.29,0.69,22.04,0.0,12539887.82,772714.0,612748.0,15813592.01,,,,,,,,6.84,,284364.0,,,,,,,134209.0,17.38,3.13,,3.27,3.27,22840410.0,467428990.65,,480.88,3.49,26.65,0.1872,26.76,0.0432,20.465
2024-08-05,1093092.0,21238777.56,0.74,4.71,0.74,22.89,0.0,13004518.43,722691.0,669301.0,14041886.13,,,,2.85,,,,4.21,139704.0,194880.0,,,2.85,,,144857.0,83151.0,15.79,1.78,,3.05,3.05,22987924.0,446655363.32,,464.63,3.29,25.52,0.217,32.47,0.0461,19.43
2024-08-06,1062849.0,20853097.38,0.72,4.55,0.72,20.89,0.0,11885815.62,772816.0,605801.0,15162649.92,,,16868.0,0.0,,,,,14217.0,,,,0.0,16868.0,,33257.0,77717.0,16.33,2.08,,3.26,3.26,22941470.0,450111641.4,,447.74,3.52,17.98,0.2153,36.21,0.0448,19.62
2024-08-07,992970.0,20003380.65,0.67,4.21,0.67,19.7,0.0,11431038.51,726372.0,567438.0,14632763.94,,,,,,,,0.9,,46444.0,,,,,,,38363.0,15.55,0.71,,3.07,3.07,22971792.0,462766749.84,,453.6,3.31,19.25,0.202,32.63,0.0419,20.145
2024-08-08,901362.0,18016423.66,0.61,3.81,0.61,18.33,0.0,10066996.18,698550.0,503652.0,13962617.4,,,,,,,,0.71,,37652.0,,,,,,9830.0,63786.0,15.27,1.19,,2.94,2.94,23034090.0,460405390.92,,463.67,3.19,22.14,0.1933,27.29,0.038,19.988
2024-08-09,893614.0,17890152.28,0.61,3.8,0.61,18.05,0.0,8959550.6,616953.0,447530.0,12351399.06,,,,,,,,4.65,,173597.0,,,,,,92000.0,56122.0,12.4,1.19,,2.61,2.61,23030984.0,461080299.68,,459.72,2.63,21.11,0.179,27.61,0.0378,20.02
2024-08-12,825142.0,16907159.58,0.56,3.6,0.56,16.72,0.0,9638987.76,555515.0,470424.0,11382502.35,,,4996.0,1.04,,,,1.92,50412.0,96362.0,,,1.04,4996.0,,29928.0,27518.0,11.21,0.57,,2.35,2.35,23050808.0,472311055.92,,461.72,2.37,19.33,0.2083,36.2,0.035,20.49
2024-08-13,817683.0,17171343.0,0.56,3.66,0.56,16.92,0.0,9466380.0,597333.0,450780.0,12543993.0,,,46331.0,0.02,,,,0.44,200.0,21851.0,,,0.02,46331.0,,17338.0,19844.0,12.36,0.27,,2.53,2.53,23056104.0,484178184.0,,472.45,2.55,19.34,0.21,36.3,0.0346,21.0
2024-08-14,833587.0,17505327.0,0.57,3.87,0.57,17.63,0.0,9876111.0,633013.0,470291.0,13293273.0,,,52295.0,1.1,,,,0.88,52295.0,46305.0,,,1.1,52295.0,,29690.0,32784.0,13.38,0.53,,2.68,2.68,23020032.0,483420672.0,,482.1,2.7,18.47,0.1688,28.71,0.0352,21.0
2024-08-15,878913.0,17982559.98,0.6,4.2,0.6,18.61,0.0,10133817.54,690930.0,495299.0,14136427.8,,,37599.0,0.56,,,,,25008.0,,,,0.56,37599.0,,20318.0,,14.24,,,2.93,2.93,22913542.0,468811069.32,,480.94,2.87,18.08,0.1817,31.97,0.0372,20.46
2024-08-16,792273.0,16332707.9,0.54,4.34,0.54,16.38,0.0,9274441.12,600318.0,449888.0,12375555.57,,,,0.08,,7061.0,,1.8,3408.0,101081.0,,,0.08,,0.14,10469.0,55880.0,12.35,1.35,,2.55,2.55,22944896.0,473009031.04,,468.56,2.57,18.09,0.1536,24.94,0.0336,20.615
2024-08-19,752585.0,15676345.55,0.51,4.45,0.51,15.65,0.0,8802320.57,604130.0,422579.0,12584027.9,,,44187.0,,,,,0.81,,40375.0,,,,44187.0,,,27309.0,12.53,0.54,,2.56,2.56,22958676.0,478229221.08,,471.94,2.59,19.67,0.1441,20.97,0.0319,20.83
2024-08-20,773845.0,16328129.5,0.53,4.76,0.53,16.28,0.0,9699712.2,617676.0,459702.0,13032963.6,,,29409.0,1.65,,,,0.84,75894.0,42278.0,,,1.65,29409.0,,26415.0,38771.0,12.95,0.78,,2.62,2.62,22959648.0,484448572.8,,477.64,2.64,18.94,0.1485,22.17,0.0328,21.1
2024-08-21,797126.0,16775516.67,0.54,5.02,0.54,16.95,0.0,8529307.01,691888.0,405289.0,14560782.96,,,92489.0,0.33,,,,0.46,13655.0,22905.0,,,0.33,92489.0,,4628.0,68068.0,14.69,1.41,,2.93,2.93,22883836.0,481590328.62,,481.63,2.96,21.11,0.1711,25.59,0.0338,21.045
2024-08-22,825365.0,17741220.68,0.56,5.31,0.56,17.66,0.0,9850212.72,667902.0,458256.0,14356553.49,,,39082.0,2.17,,,,1.6,98130.0,76207.0,,,2.17,39082.0,,13139.0,45163.0,14.22,0.95,,2.82,2.82,23017670.0,494764816.65,,486.04,2.84,21.49,0.2233,36.56,0.0348,21.495
2024-08-23,877571.0,18679098.74,0.6,5.7,0.6,19.02,0.0,10423775.34,681698.0,489724.0,14509941.93,,,23628.0,0.97,,,,0.22,39082.0,10504.0,,,0.97,23628.0,,672.0,7614.0,14.75,0.16,,2.88,2.88,23019390.0,489967716.15,,492.07,2.91,20.36,0.247,40.7,0.037,21.285
2024-08-26,779012.0,16518949.46,0.53,5.07,0.53,16.86,0.0,8430874.74,632257.0,397589.0,13407009.69,,,29872.0,0.48,,9601.0,,1.79,23628.0,83986.0,,,0.48,29872.0,0.2,4673.0,125364.0,13.66,2.68,,2.66,2.66,23111800.0,490085719.0,,492.04,2.7,17.68,0.315,50.71,0.0328,21.205
2024-08-27,803507.0,17058453.61,0.55,5.34,0.55,17.31,0.0,8990671.47,639038.0,423489.0,13566776.74,,,4420.0,0.53,,,,0.06,25900.0,2695.0,,,0.53,4420.0,,5056.0,,13.72,,,2.69,2.69,23107620.0,490574772.6,,489.84,2.73,17.0,0.3245,52.01,0.0338,21.23
2024-08-28,784836.0,16575736.32,0.53,5.39,0.53,16.96,0.0,8723447.04,651021.0,413042.0,13749563.52,,,,0.25,,1377.0,,0.59,11734.0,27878.0,,,0.25,,0.03,39861.0,23558.0,14.02,0.49,,2.74,2.74,23089264.0,487645255.68,,490.93,2.78,17.47,0.3071,49.91,0.0331,21.12
2024-08-29,823842.0,17696126.16,0.56,5.72,0.56,17.76,0.0,9839429.52,668801.0,458074.0,14365845.48,,,4430.0,1.15,,,,0.31,53638.0,14258.0,,,1.15,4430.0,,27608.0,8606.0,14.33,0.17,,2.82,2.82,23082208.0,495805827.84,,489.86,2.84,16.41,0.3129,50.94,0.0347,21.48
2024-08-30,855688.0,18350229.16,0.58,6.1,0.58,18.71,0.0,9918398.28,735347.0,462504.0,15769516.42,,,66983.0,0.23,,,,0.01,4430.0,437.0,,,0.23,66983.0,,,,16.0,,,3.09,3.09,23049804.0,494303046.78,,495.32,3.13,18.76,0.3042,49.46,0.036,21.445
2024-09-02,916170.0,19267055.1,0.62,6.61,0.62,20.0,0.0,10932298.29,828903.0,519843.0,17431830.09,,,10833.0,1.21,,12934.0,,0.16,55168.0,7355.0,,,1.21,10833.0,0.29,90078.0,10763.0,17.97,0.24,,3.49,3.49,22945072.0,482534864.16,,490.68,3.53,17.29,0.2664,45.64,0.0385,21.03
2024-09-03,1058973.0,22095471.65,0.72,7.78,0.72,22.74,0.0,13362613.68,880236.0,640432.0,18366124.14,,,28404.0,2.44,,,,0.07,120589.0,3408.0,,,2.44,28404.0,,26337.0,,18.74,,,3.7,3.7,22883792.0,477470320.08,,481.47,3.75,14.55,0.255,44.2,0.0446,20.865
2024-09-04,1065100.0,21823899.0,0.72,8.14,0.72,22.62,0.0,13244674.53,890214.0,646397.0,18240484.86,,,4630.0,0.09,,,,0.08,9575.0,3610.0,,,0.09,4630.0,,8958.0,3610.0,18.75,0.08,,3.74,3.74,22884144.0,468896110.56,,475.52,3.79,14.51,0.2592,44.87,0.0448,20.49
2024-09-05,1081480.0,22727302.2,0.73,8.46,0.73,22.59,0.0,13928258.66,897043.0,662777.0,18851358.65,,,26263.0,0.55,,,,0.48,35238.0,22554.0,,,0.55,26263.0,,3120.0,18858.0,18.56,0.44,,3.77,3.77,22874968.0,480717452.52,,469.73,3.8,14.23,0.2595,45.17,0.0455,21.015
2024-09-06,1107331.0,22982654.91,0.75,9.01,0.75,23.65,0.0,13514742.78,858705.0,651156.0,17822422.27,,,,,,,,0.75,,38338.0,,,,,,,11621.0,18.23,0.0,,3.61,3.61,22901656.0,475323870.28,,480.11,3.66,16.22,0.2524,43.39,0.0466,20.755
2024-09-09,1109620.0,23357501.0,0.75,9.19,0.75,23.45,0.0,13576892.15,816267.0,644983.0,17182420.35,,,27664.0,1.25,,,,2.14,58818.0,96849.0,,,1.25,27664.0,,26747.0,64991.0,17.12,1.52,,3.45,3.45,22877160.0,481564218.0,,477.54,3.46,16.22,0.2186,39.13,0.0468,21.05
2024-09-10,1025892.0,21143634.12,0.7,8.57,0.7,21.9,0.0,12554313.57,758741.0,609137.0,15637652.01,,,2265.0,,,,,1.19,,59791.0,,,,2265.0,,,35846.0,16.13,0.67,,3.2,3.2,22943060.0,472856466.6,,482.14,3.24,17.57,0.219,39.4,0.0433,20.61
2024-09-11,1032053.0,19578045.41,0.7,8.72,0.7,21.43,0.0,11741234.89,771255.0,618937.0,14630707.35,,,20729.0,0.25,,,,0.23,20729.0,8215.0,,,0.25,20729.0,,,10929.0,16.03,0.4,,3.26,3.26,22922716.0,434843922.52,,467.57,3.32,17.43,0.2097,37.86,0.0436,18.97
2024-09-12,1065502.0,20553533.58,0.72,8.86,0.72,20.69,0.0,12489522.69,775457.0,647461.0,14958565.53,,,40087.0,0.74,,,,1.02,40087.0,35885.0,,,0.74,40087.0,,,11563.0,15.17,0.81,,3.27,3.27,22908476.0,441904502.04,,434.72,3.37,16.63,0.1947,34.23,0.045,19.29
2024-09-13,1102109.0,21579294.22,0.75,9.11,0.75,21.51,0.0,14093918.96,788599.0,719812.0,15440768.42,,,104804.0,2.03,,,,1.81,104804.0,91662.0,,,2.03,104804.0,,,32453.0,15.31,0.53,,3.33,3.33,22906260.0,448504570.8,,441.73,3.35,21.27,0.1927,29.38,0.0465,19.58
2024-09-16,1253591.0,24078975.93,0.85,10.6,0.85,24.7,0.0,15682698.14,902788.0,816467.0,17340751.9,,,45471.0,1.96,,,,0.07,101571.0,3426.0,,,1.96,45471.0,,72144.0,4916.0,17.74,0.05,,3.83,3.83,22681598.0,435668134.38,,442.05,3.86,21.82,0.1878,25.76,0.0532,19.208
2024-09-17,1289077.0,25363879.05,0.88,11.12,0.88,25.14,0.0,16144236.7,919822.0,820504.0,18098417.67,,,48864.0,0.56,,10600.0,,0.89,36969.0,45458.0,,,0.56,48864.0,0.2,13628.0,43532.0,17.83,0.79,,3.92,3.92,22574696.0,444179718.5,,435.27,3.93,22.85,0.1862,25.26,0.0549,19.676
2024-09-18,1431735.0,27938876.79,0.97,12.52,0.97,28.42,0.0,17845240.78,992791.0,914484.0,19373323.57,,,63096.0,2.14,,,,0.26,93980.0,14418.0,,,2.14,63096.0,,24291.0,,19.66,,,4.23,4.23,22496680.0,439000213.52,,442.17,4.26,24.58,0.1938,26.49,0.061,19.514
2024-09-19,1421436.0,29061259.02,0.97,12.86,0.97,28.21,0.0,18691146.12,991943.0,914216.0,20280274.64,,,23470.0,0.57,,,,0.48,33523.0,24318.0,,,0.57,23470.0,,,33791.0,19.49,0.68,,4.23,4.23,22477516.0,459552814.62,,440.46,4.24,26.55,0.2008,27.49,0.0606,20.445
