,C3M FP Equity_DX_SI_QTY,C3M FP Equity_DX_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C3M FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C3M FP Equity_DX_SI_MV,C3M FP Equity_DX_DSS,C3M FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY,C3M FP Equity_DX_BROKER_SI_QTY,C3M FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C3M FP Equity_DX_BROKER_SI_MV_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_x,C3M FP Equity_DX_BROKER_SI_MV_INC_x,C3M FP Equity_DX_SUPPLY_SI_MV_NEW,C3M FP Equity_DX_BROKER_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_NEW,C3M FP Equity_DX_SUPPLY_SI_MV_DEC,C3M FP Equity_DX_BROKER_SI_QTY_INC,C3M FP Equity_DX_SUPPLY_SI_QTY_DEC,C3M FP Equity_DX_BROKER_SI_MV_NEW_y,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C3M FP Equity_DX_BROKER_SI_MV_INC_y,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_y,C3M FP Equity_DX_BROKER_SI_MV_ADD,C3M FP Equity_DX_SUPPLY_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_DEC,C3M FP Equity_DX_SUPPLY_SI_MV,C3M FP Equity_DX_BROKER_SI_MV_DEC,C3M FP Equity_DX_SUPPLY_SI_MV_RMV,C3M FP Equity_DX_BROKER_SI_MV_RMV,C3M FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C3M FP Equity_DX_UTILIZATION_QUANTITY,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C3M FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C3M FP Equity_DX_ACTIVE_UTILIZATION_MV,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C3M FP Equity_DX_BROKER_SI_CON_RATIO,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C3M FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-02-22,22400.0,2699872.0,4.0,1.58,2.7,5.0,1349936.0,11200.0,11200.0,1349936.0,,,3200.0,0.39,,,,,3200.0,,,,0.39,3200.0,,,,1.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-02-23,30000.0,3615750.0,5.3,2.12,3.62,5.0,1807875.0,15000.0,15000.0,1807875.0,,,3800.0,0.46,,,,,3800.0,,,,0.46,3800.0,,,,1.81,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-02-24,36000.0,4338900.0,6.4,2.54,4.34,5.0,2169450.0,18000.0,18000.0,2169450.0,,,3000.0,0.36,,,,,3000.0,,,,0.36,3000.0,,,,2.17,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-02-25,39000.0,4700475.0,7.02,2.75,4.69,5.0,2350237.5,19500.0,19500.0,2350237.5,,,1500.0,0.18,,,,,1500.0,,,,0.18,1500.0,,,,2.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-02-26,39000.0,4700280.0,7.02,2.75,4.71,,2350140.0,19500.0,19500.0,2350140.0,,,,,,,,,,,,,,,,,,2.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-02-29,39000.0,4700475.0,7.05,2.75,4.7,,2350237.5,19500.0,19500.0,2350237.5,,,,,,,,,,,,,,,,,,2.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-01,39000.0,4700475.0,7.06,2.75,4.7,,2350237.5,19500.0,19500.0,2350237.5,,,,,,,,,,,,,,,,,,2.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-02,39000.0,4700280.0,6.3,2.75,4.71,,2350140.0,19500.0,19500.0,2350140.0,,,,,,,,,,,,,,,,,,2.35,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-03,23600.0,2844744.0,3.68,1.67,2.85,,1422372.0,11800.0,11800.0,1422372.0,,,,,,,,0.91,,7700.0,,,,,,,7700.0,1.42,0.91,,,100.0,92.19,0.0,0.0,,0.0,100.0,,1.0,100.0,1.8438
2016-03-04,16000.0,1928240.0,2.29,1.13,1.93,,964120.0,8000.0,8000.0,964120.0,,,,,,,,0.45,,3800.0,,,,,,,3800.0,0.97,0.45,,,100.0,88.89,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7778
2016-03-07,16000.0,1928240.0,2.28,1.13,1.93,,964120.0,8000.0,8000.0,964120.0,,,,,,,,,,,,,,,,,,0.96,,,,100.0,88.89,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7778
2016-03-08,16000.0,1928160.0,1.39,1.13,1.93,,964080.0,8000.0,8000.0,964080.0,,,,,,,,,,,,,,,,,,0.96,,,,100.0,88.89,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7778
2016-03-09,5200.0,626652.0,0.57,0.37,0.63,,313326.0,2600.0,2600.0,313326.0,,,,,,,,0.65,,5400.0,,,,,,,5400.0,0.31,0.65,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-10,5200.0,626626.0,0.57,0.37,0.62,,313313.0,2600.0,2600.0,313313.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-17,4000.0,481980.0,0.37,0.29,0.48,,240990.0,2000.0,2000.0,240990.0,,,,,,2000.0,,,,,,,,,0.24,2000.0,,0.24,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-18,4000.0,481980.0,0.34,0.29,0.48,,240990.0,2000.0,2000.0,240990.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-21,6200.0,747038.0,0.52,0.45,0.75,,373519.0,3100.0,3100.0,373519.0,,,1100.0,0.13,,,,,1100.0,,,,0.13,1100.0,,,,0.37,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-22,6200.0,747038.0,0.52,0.45,0.75,,373519.0,3100.0,3100.0,373519.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-23,6200.0,746976.0,0.38,0.45,0.75,,373488.0,3100.0,3100.0,373488.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-24,2200.0,265100.0,0.14,0.17,0.26,,132550.0,1100.0,1100.0,132550.0,,,,,,,,0.24,,2000.0,,,,,,,2000.0,0.13,0.24,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-25,2200.0,265100.0,0.12,0.17,0.27,,132550.0,1100.0,1100.0,132550.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-28,2200.0,265100.0,0.12,0.17,0.27,,132550.0,1100.0,1100.0,132550.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-30,2400.0,289128.0,0.13,0.17,0.29,,144564.0,1200.0,1200.0,144564.0,,,,,,1200.0,,,,,,,,,0.14,1200.0,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-03-31,2400.0,289068.0,0.12,0.17,0.29,,144534.0,1200.0,1200.0,144534.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-01,2400.0,289128.0,0.12,0.17,0.29,,144564.0,1200.0,1200.0,144564.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-04,2400.0,289128.0,0.12,0.17,0.29,,144564.0,1200.0,1200.0,144564.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-05,2400.0,289128.0,0.12,0.17,0.29,,144564.0,1200.0,1200.0,144564.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-06,2400.0,289128.0,0.12,0.17,0.29,,144564.0,1200.0,1200.0,144564.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-07,14600.0,1758789.0,0.71,1.05,1.76,,879394.5,7300.0,7300.0,879394.5,,,6100.0,0.73,,,,,6100.0,,,,0.73,6100.0,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-08,14600.0,1758789.0,0.7,1.05,1.76,,879394.5,7300.0,7300.0,879394.5,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-11,14600.0,1758789.0,0.65,1.05,1.76,,879394.5,7300.0,7300.0,879394.5,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-12,14600.0,1758716.0,0.65,1.05,1.76,,879358.0,7300.0,7300.0,879358.0,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-13,14600.0,1758716.0,0.65,1.05,1.76,,879358.0,7300.0,7300.0,879358.0,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-14,14600.0,1759081.0,0.47,0.93,1.76,,879540.5,7300.0,7300.0,879540.5,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-15,14600.0,1758716.0,0.39,0.92,1.76,,879358.0,7300.0,7300.0,879358.0,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-18,14600.0,1758716.0,0.39,0.88,1.76,,879358.0,7300.0,7300.0,879358.0,,,,,,,,,,,,,,,,,,0.88,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-19,4200.0,505911.0,0.1,0.25,0.51,,252955.5,2100.0,2100.0,252955.5,,,,,,,,0.62,,5200.0,,,,,,,5200.0,0.25,0.62,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-20,4200.0,505932.0,0.1,0.25,0.5,,252966.0,2100.0,2100.0,252966.0,,,,,,,,,,,,,,,,,,0.25,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,120470.0,,0.12,0.0,,0.0,,0.0
2016-04-26,2000.0,240940.0,0.05,0.11,0.24,,120470.0,1000.0,1000.0,120470.0,,,,,,1000.0,,,,,,,,,0.12,1000.0,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-27,2000.0,240940.0,0.05,0.11,0.24,,120470.0,1000.0,1000.0,120470.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-28,2000.0,240890.0,0.05,0.11,0.24,,120445.0,1000.0,1000.0,120445.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-04-29,2000.0,240890.0,0.05,0.11,0.24,,120445.0,1000.0,1000.0,120445.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-02,2000.0,240820.0,0.05,0.11,0.24,,120410.0,1000.0,1000.0,120410.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-03,2000.0,240880.0,0.05,0.11,0.24,,120440.0,1000.0,1000.0,120440.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-18,17200.0,2071310.0,0.61,0.96,2.06,,1035655.0,8600.0,8600.0,1035655.0,,,,,,8600.0,,,,,,,,,1.03,8600.0,,1.03,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-19,17200.0,2071224.0,0.61,0.95,2.07,,1035612.0,8600.0,8600.0,1035612.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-20,17200.0,2071138.0,0.61,0.95,2.07,,1035569.0,8600.0,8600.0,1035569.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-23,17200.0,2071138.0,0.64,0.95,2.07,,1035569.0,8600.0,8600.0,1035569.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-24,17200.0,2071052.0,0.64,0.95,2.07,,1035526.0,8600.0,8600.0,1035526.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-05-25,17200.0,2070966.0,0.64,0.95,2.07,,1035483.0,8600.0,8600.0,1035483.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2016-08-15,3000.0,360720.0,0.34,0.14,0.36,,240480.0,1000.0,2000.0,120240.0,,,,,,2000.0,,,,,,,,,0.24,1000.0,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-16,3000.0,360720.0,0.38,0.14,0.36,,240480.0,1000.0,2000.0,120240.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-17,3000.0,360705.0,0.38,0.14,0.36,,240470.0,1000.0,2000.0,120235.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-18,3000.0,360705.0,0.38,0.14,0.36,,240470.0,1000.0,2000.0,120235.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-19,3000.0,360690.0,0.38,0.14,0.36,,240460.0,1000.0,2000.0,120230.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-22,3000.0,360675.0,0.38,0.14,0.36,,240450.0,1000.0,2000.0,120225.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-23,3000.0,360675.0,0.38,0.14,0.36,,240450.0,1000.0,2000.0,120225.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-24,3000.0,360660.0,0.39,0.14,0.36,,240440.0,1000.0,2000.0,120220.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-25,3000.0,360555.0,0.39,0.14,0.36,,240370.0,1000.0,2000.0,120185.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-26,3000.0,360585.0,0.37,0.14,0.36,,240390.0,1000.0,2000.0,120195.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-29,3000.0,360570.0,0.31,0.14,0.36,,240380.0,1000.0,2000.0,120190.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-30,3000.0,360570.0,0.31,0.14,0.36,,240380.0,1000.0,2000.0,120190.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-08-31,3000.0,360555.0,0.32,0.14,0.36,,240370.0,1000.0,2000.0,120185.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-01,3000.0,360630.0,0.4,0.14,0.36,,240420.0,1000.0,2000.0,120210.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-02,3000.0,360555.0,0.37,0.14,0.36,,240370.0,1000.0,2000.0,120185.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-05,3000.0,360540.0,1.12,0.14,0.36,,240360.0,1000.0,2000.0,120180.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-06,3000.0,360525.0,1.12,0.14,0.36,,240350.0,1000.0,2000.0,120175.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-07,3000.0,360525.0,1.13,0.14,0.36,,240350.0,1000.0,2000.0,120175.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-08,3000.0,360510.0,1.13,0.14,0.36,,240340.0,1000.0,2000.0,120170.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.39,0.5552,66.61,3.0
2016-09-09,3000.0,360495.0,1.13,0.14,0.36,,240330.0,1000.0,2000.0,120165.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-12,3000.0,360465.0,1.08,0.13,0.36,,240310.0,1000.0,2000.0,120155.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-13,3000.0,360465.0,0.97,0.13,0.36,,240310.0,1000.0,2000.0,120155.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-14,3000.0,360465.0,0.98,0.14,0.36,,240310.0,1000.0,2000.0,120155.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-15,3000.0,360525.0,0.79,0.14,0.36,,240350.0,1000.0,2000.0,120175.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-16,3000.0,360450.0,0.77,0.14,0.36,,240300.0,1000.0,2000.0,120150.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-19,3000.0,360435.0,0.65,0.13,0.36,,240290.0,1000.0,2000.0,120145.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-20,3000.0,360435.0,0.65,0.13,0.36,,240290.0,1000.0,2000.0,120145.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-21,3000.0,360435.0,0.66,0.13,0.36,,240290.0,1000.0,2000.0,120145.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-22,3000.0,360435.0,0.66,0.13,0.36,,240290.0,1000.0,2000.0,120145.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-23,3000.0,360480.0,0.67,0.13,0.36,,240320.0,1000.0,2000.0,120160.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-26,3000.0,360465.0,0.5,0.13,0.36,,240310.0,1000.0,2000.0,120155.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-27,6600.0,793089.0,1.11,0.29,0.79,,528726.0,2200.0,4400.0,264363.0,,,1200.0,0.29,,,,,2400.0,,,,0.29,1200.0,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-28,6600.0,792891.0,1.11,0.29,0.79,,528594.0,2200.0,4400.0,264297.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-09-29,6600.0,792858.0,1.11,0.29,0.79,,528572.0,2200.0,4400.0,264286.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,3.0
2016-09-30,6600.0,792858.0,1.11,0.29,0.79,,528572.0,2200.0,4400.0,264286.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-03,6600.0,792858.0,1.11,0.29,0.79,,528572.0,2200.0,4400.0,264286.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-04,6600.0,792858.0,1.11,0.29,0.79,,528572.0,2200.0,4400.0,264286.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-05,6600.0,792858.0,1.11,0.29,0.79,,528572.0,2200.0,4400.0,264286.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-06,6600.0,792825.0,1.11,0.29,0.79,,528550.0,2200.0,4400.0,264275.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-07,6600.0,792792.0,1.18,0.29,0.79,,528528.0,2200.0,4400.0,264264.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.32,0.5556,66.68,3.0
2016-10-10,6600.0,792759.0,1.59,0.29,0.79,,528506.0,2200.0,4400.0,264253.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-11,6600.0,792759.0,1.59,0.29,0.79,,528506.0,2200.0,4400.0,264253.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-12,6600.0,792726.0,1.59,0.29,0.79,,528484.0,2200.0,4400.0,264242.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-13,6600.0,792693.0,1.59,0.29,0.79,,528462.0,2200.0,4400.0,264231.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,3.0
2016-10-14,6600.0,792660.0,1.78,0.29,0.79,,528440.0,2200.0,4400.0,264220.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-17,6600.0,792627.0,1.78,0.29,0.79,,528418.0,2200.0,4400.0,264209.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-18,6600.0,792627.0,0.85,0.29,0.79,,528418.0,2200.0,4400.0,264209.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-19,6600.0,792594.0,0.85,0.29,0.79,,528396.0,2200.0,4400.0,264198.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,3.0
2016-10-20,6600.0,792561.0,0.85,0.3,0.79,,528374.0,2200.0,4400.0,264187.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,3.0
2016-10-21,6600.0,792561.0,0.85,0.3,0.79,,528374.0,2200.0,4400.0,264187.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-24,3600.0,432288.0,0.47,0.17,0.43,,288192.0,1200.0,2400.0,144096.0,,,,,,,,0.12,,1000.0,,,,,,,2000.0,0.14,0.24,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-25,3600.0,432270.0,0.48,0.17,0.43,,288180.0,1200.0,2400.0,144090.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-26,3600.0,432270.0,0.48,0.17,0.43,,288180.0,1200.0,2400.0,144090.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,3.0
2016-10-27,3600.0,432378.0,0.53,0.17,0.43,,288252.0,1200.0,2400.0,144126.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-28,3600.0,432360.0,0.49,0.17,0.43,,288240.0,1200.0,2400.0,144120.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-10-31,9600.0,1152912.0,1.47,0.44,1.15,,768608.0,3200.0,6400.0,384304.0,,,2000.0,0.48,,,,,4000.0,,,,0.48,2000.0,,,,0.38,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
2016-11-01,9600.0,1152576.0,1.47,0.44,1.15,,768384.0,3200.0,6400.0,384192.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,100.0,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,3.0
