,WLD FP Equity_DX_SI_QTY,WLD FP Equity_DX_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLD FP Equity_DX_SI_MV,WLD FP Equity_DX_DSS,WLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY,WLD FP Equity_DX_BROKER_SI_QTY,WLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLD FP Equity_DX_BROKER_SI_MV_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLD FP Equity_DX_BROKER_SI_MV_INC_x,WLD FP Equity_DX_SUPPLY_SI_MV_NEW,WLD FP Equity_DX_BROKER_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_NEW,WLD FP Equity_DX_SUPPLY_SI_MV_DEC,WLD FP Equity_DX_BROKER_SI_QTY_INC,WLD FP Equity_DX_SUPPLY_SI_QTY_DEC,WLD FP Equity_DX_BROKER_SI_MV_NEW_y,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLD FP Equity_DX_BROKER_SI_MV_INC_y,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLD FP Equity_DX_BROKER_SI_MV_ADD,WLD FP Equity_DX_SUPPLY_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_DEC,WLD FP Equity_DX_SUPPLY_SI_MV,WLD FP Equity_DX_BROKER_SI_MV_DEC,WLD FP Equity_DX_SUPPLY_SI_MV_RMV,WLD FP Equity_DX_BROKER_SI_MV_RMV,WLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLD FP Equity_DX_UTILIZATION_QUANTITY,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLD FP Equity_DX_ACTIVE_UTILIZATION_MV,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLD FP Equity_DX_BROKER_SI_CON_RATIO,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLD FP Equity_DX_DEMAND_SUPPLY_RATIO,WLD FP Equity_PX_LAST
2009-02-11,2303.0,125615.68,0.09,0.04,0.15,0.0,125615.68,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.72,0.7779,87.28,0.0089,65.96
2009-02-12,2303.0,124396.85,0.1,0.04,0.15,0.0,124396.85,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.85,0.7761,87.15,0.0089,65.32
2009-02-13,2303.0,124987.22,0.09,0.04,0.15,0.0,124987.22,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.76,0.7774,87.24,0.0089,65.63
2009-02-16,2303.0,123939.79,0.09,0.04,0.15,0.0,123939.79,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.69,0.7784,87.31,0.0089,65.08
2009-02-17,2303.0,121844.92,0.1,0.04,0.15,0.0,121844.92,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.69,0.7785,87.31,0.0094,63.98
2009-02-18,2303.0,121311.68,0.11,0.04,0.15,0.0,121311.68,0.0,2303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.74,0.7777,87.26,0.0094,63.7
2009-02-19,5303.0,277057.88,0.23,0.09,0.34,0.0,277057.88,0.0,5303.0,0.0,,,,,,3000.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.68,0.4672,56.76,0.0288,63.18
2009-02-20,5303.0,268331.3,0.24,0.09,0.34,0.0,268331.3,0.0,5303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.87,0.4667,56.59,0.0288,61.19
2009-02-23,5303.0,266884.18,0.24,0.09,0.33,0.0,266884.18,0.0,5303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.11,0.466,56.37,0.1073,60.86
2009-02-24,5303.0,262762.08,0.22,0.09,0.32,0.0,262762.08,0.0,5303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.8,0.4666,56.62,0.1073,59.92
2009-02-25,5303.0,264735.43,0.21,0.09,0.32,0.0,264735.43,0.0,5303.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.04,0.4663,56.44,0.1073,60.37
2009-02-26,11803.0,597425.9,0.48,0.2,0.71,0.0,597425.9,0.0,11803.0,0.0,,,,0.39,,,,,6500.0,,,,0.39,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.41,0.425,57.58,0.2387,61.21
2009-02-27,11803.0,586006.38,0.49,0.2,0.72,0.0,586006.38,0.0,11803.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.01,0.4263,57.81,0.2387,60.04
2009-03-02,11803.0,562386.54,0.49,0.2,0.71,0.0,562386.54,0.0,11803.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.37,0.4262,57.73,0.2387,57.62
2009-03-03,7350.0,342431.29,0.25,0.12,0.42,0.0,342431.29,0.0,7350.0,0.0,,,,,,,,,,,,,,,,,4453.0,0.0,0.28,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.7,0.7934,88.3,0.1487,56.34
2009-03-04,7450.0,357748.12,0.25,0.13,0.42,0.0,357748.12,0.0,7450.0,0.0,,,,0.0,,,,,100.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.79,0.7769,87.21,0.1507,58.07
2009-03-05,7450.0,354359.77,0.25,0.13,0.43,0.0,354359.77,0.0,7450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.63,0.7794,87.37,0.1552,57.52
2009-03-06,3044.0,139300.62,0.1,0.05,0.18,0.0,139300.62,0.0,3044.0,0.0,,,,,,,,,,,,,,,,,4406.0,0.0,0.26,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.92,0.5975,72.08,0.0634,55.34
2009-03-09,36044.0,1649458.5,1.19,0.61,1.99,1.0,1649458.5,0.0,36044.0,0.0,,,,1.82,,,,,33000.0,,,,1.82,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.36,0.9539,97.64,0.4291,55.34
2009-03-10,36044.0,1709964.48,1.19,0.61,1.99,1.0,1709964.48,0.0,36044.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.37,0.9538,97.63,0.4291,57.37
2009-03-11,36044.0,1731424.72,1.17,0.61,2.07,1.0,1731424.72,0.0,36044.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.37,0.9538,97.63,0.1649,58.09
2009-03-12,36044.0,1745731.56,1.19,0.61,2.09,1.0,1745731.56,0.0,36044.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.36,0.954,97.64,0.1649,58.57
2009-03-13,36044.0,1762124.8,1.25,0.61,2.09,1.0,1762124.8,0.0,36044.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.37,0.9537,97.63,0.1649,59.12
2009-03-16,36044.0,1808622.0,1.12,0.61,2.09,1.0,1808622.0,0.0,36044.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.37,0.9537,97.63,0.168,60.68
2009-03-17,20850.0,1038283.78,0.67,0.35,1.26,0.0,1038283.78,0.0,20850.0,0.0,,,,,,,,,,,,,,,,,15194.0,0.0,0.83,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.03,0.9226,95.97,0.1014,60.22
2009-03-18,20850.0,1044490.72,0.64,0.35,1.26,0.0,1044490.72,0.0,20850.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.06,0.9221,95.94,0.1014,60.58
2009-03-19,20850.0,1023973.32,0.64,0.35,1.26,0.0,1023973.32,0.0,20850.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.01,0.9231,95.99,0.1014,59.39
2009-03-20,20850.0,1027594.04,0.63,0.35,1.24,0.0,1027594.04,0.0,20850.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.06,0.922,95.94,0.1014,59.6
2009-03-23,20850.0,1054835.63,0.63,0.35,1.24,0.0,1054835.63,0.0,20850.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.05,0.9223,95.95,0.1014,61.18
2009-03-24,22350.0,1146247.88,0.62,0.38,1.37,0.0,1146247.88,0.0,22350.0,0.0,,,,0.09,,,,,1500.0,,,,0.09,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.51,0.8119,89.49,0.1087,62.02
2009-03-25,22350.0,1147541.62,0.6,0.38,1.38,0.0,1147541.62,0.0,22350.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.41,0.8135,89.59,0.1087,62.09
2009-03-26,4558.0,235986.57,0.12,0.08,0.32,0.0,235986.57,0.0,4558.0,0.0,,,,0.05,,,,,300.0,,,,0.05,,,,18092.0,0.0,1.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.3,0.5323,62.7,0.0222,62.61
2009-03-27,4558.0,238134.98,0.12,0.08,0.32,0.0,238134.98,0.0,4558.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.58,0.5309,62.42,0.0222,63.18
2009-03-30,4558.0,228599.03,0.12,0.08,0.32,0.0,228599.03,0.0,4558.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.74,0.5301,62.26,0.0222,60.65
2009-03-31,4558.0,231425.89,0.12,0.08,0.31,0.0,231425.89,0.0,4558.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.14,0.5331,62.86,0.0222,61.4
2009-04-01,4558.0,234855.82,0.12,0.08,0.31,0.0,234855.82,0.0,4558.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.39,0.5318,62.61,0.0222,62.31
2009-04-02,2758.0,147468.49,0.08,0.05,0.17,0.0,147468.49,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,1800.0,0.0,0.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.76,0.574,69.24,0.0134,64.66
2009-04-03,2758.0,145803.59,0.08,0.05,0.18,0.0,145803.59,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.64,0.575,69.36,0.0134,63.93
2009-04-06,850.0,44682.8,0.02,0.01,0.05,0.0,44682.8,0.0,850.0,0.0,,,,,,,,,,,,,,,,,1908.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0042,63.57
2009-04-07,850.0,44823.38,0.02,0.01,0.05,0.0,44823.38,0.0,850.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0042,63.77
2009-04-08,2758.0,145324.65,0.08,0.05,0.18,0.0,145324.65,0.0,2758.0,0.0,,,,,,1908.0,,,,,,,,,0.12,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.78,0.5739,69.22,0.0097,63.72
2009-04-09,2758.0,150478.98,0.08,0.05,0.18,0.0,150478.98,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.89,0.573,69.11,0.0097,65.98
2009-04-10,2758.0,150478.98,0.08,0.05,0.18,0.0,150478.98,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.15,0.5788,69.85,0.0097,
2009-04-13,2758.0,150478.98,0.08,0.05,0.18,0.0,150478.98,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.15,0.5788,69.85,0.0097,
2009-04-14,2758.0,151482.47,0.08,0.05,0.18,0.0,151482.47,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.81,0.5737,69.19,0.0097,66.42
2009-04-15,2758.0,151003.53,0.08,0.05,0.18,0.0,151003.53,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.83,0.5735,69.17,0.0097,66.21
2009-04-16,2758.0,152987.72,0.09,0.05,0.18,0.0,152987.72,0.0,2758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.9,0.573,69.1,0.0097,67.08
2009-04-17,20850.0,1177422.77,0.74,0.39,1.4,0.0,1177422.77,20000.0,20850.0,1129422.32,,,,1.22,,,,,18092.0,,,,1.22,,,20000.0,,1.34,,,,9.28,2.4,195529.0,11041740.83,,13.12,9.28,4.04,0.9224,95.96,0.0251,68.29
2009-04-20,20850.0,1150870.84,0.77,0.39,1.39,0.0,1150870.84,20000.0,20850.0,1103952.84,,,,,,,,,,,,,,,,,,1.37,,,,9.28,2.4,195529.0,10792739.79,,13.35,9.28,4.15,0.9204,95.85,0.0251,66.75
2009-04-21,20850.0,1146732.88,0.78,0.39,1.4,0.0,1146732.88,20000.0,20850.0,1099983.58,,,,,,,,,,,,,,,,,,1.34,,,,9.28,2.4,195529.0,10753934.43,,13.05,9.28,4.08,0.9217,95.92,0.0251,66.51
2009-04-22,20850.0,1166560.62,0.82,0.39,1.37,0.0,1166560.62,20000.0,20850.0,1119002.99,,,,,,,,,,,,,,,,,,1.33,,,,9.28,2.4,195529.0,10939876.77,,13.0,9.28,4.1,0.9214,95.9,0.0251,67.66
2009-04-23,31850.0,1757518.15,1.26,0.59,2.1,1.0,1757518.15,20000.0,31850.0,1103622.07,,,,0.73,,,,,11000.0,,,,0.73,,,,,1.35,,,,9.28,2.4,195529.0,10789506.01,,13.23,9.28,2.73,0.9469,97.27,0.0383,66.73
2009-04-24,29913.0,1667947.54,1.22,0.56,2.0,1.0,1667947.54,9000.0,29913.0,501839.6,,,,,,,,0.75,,11000.0,,,,,,,1937.0,0.6,0.1,,,4.18,1.08,206529.0,11516047.81,,13.78,4.18,2.84,0.9448,97.16,0.0359,67.43
2009-04-27,29913.0,1684025.93,1.21,0.56,2.02,1.0,1684025.93,9000.0,29913.0,506677.14,,,,,,,,,,,,,,,,,,0.61,,,,4.18,1.08,206529.0,11627058.21,,13.93,4.18,2.84,0.9448,97.16,0.0359,68.08
2009-04-28,29913.0,1664979.22,1.22,0.56,2.04,1.0,1664979.22,9000.0,29913.0,500946.51,,,,,,,,,,,,,,,,,,0.61,,,,4.18,1.08,206529.0,11495553.58,,14.06,4.18,2.85,0.9446,97.15,0.0359,67.31
2009-04-29,29913.0,1673884.18,1.37,0.56,2.01,1.0,1673884.18,9000.0,29913.0,503625.77,,,,,,,,,,,,,,,,,,0.61,,,,4.18,1.08,206529.0,11557036.26,,13.9,4.18,2.88,0.944,97.12,0.0359,67.67
2009-04-30,29913.0,1703567.36,1.67,0.56,2.03,1.0,1703567.36,9000.0,29913.0,512556.62,,,,,,,,,,,,,,,,,,0.61,,,,4.18,1.08,206529.0,11761978.54,,13.98,4.18,2.88,0.9441,97.12,0.0359,68.87
2009-05-01,29913.0,1703567.36,1.74,0.56,2.06,1.0,1703567.36,9000.0,29913.0,512556.62,,,,,,,,,,,,,,,,,,0.62,,,,4.18,1.08,206529.0,11761978.54,,14.22,4.18,2.85,0.9447,97.15,0.0359,
2009-05-04,29913.0,1732013.75,1.74,0.56,2.05,1.0,1732013.75,9000.0,29913.0,521115.36,,,,,,,,,,,,,,,,,,0.62,,,,4.18,1.08,206529.0,11958381.55,,14.22,4.18,2.86,0.9445,97.14,0.0359,70.02
2009-05-05,29913.0,1737455.66,1.68,0.56,2.09,1.0,1737455.66,9000.0,29913.0,522752.68,,,,,,,,,,,,,,,,,,0.63,,,,4.18,1.08,206529.0,11995954.3,,14.46,4.18,2.83,0.945,97.17,0.0359,70.24
2009-05-06,29913.0,1760707.49,1.63,0.56,2.1,1.0,1760707.49,9000.0,29913.0,529748.52,,,,,,,,,,,,,,,,,,0.63,,,,4.18,1.08,206529.0,12156492.41,,14.51,4.18,2.84,0.9449,97.16,0.0359,71.18
2009-05-07,29063.0,1704667.41,1.46,0.54,2.07,1.0,1704667.41,9000.0,29063.0,527887.92,,,,,,,,,,,,,,,,,850.0,0.64,0.06,,,4.18,1.08,206529.0,12113796.1,,14.7,4.18,,1.0,100.0,0.0349,70.93
2009-05-08,29063.0,1714520.98,1.68,0.54,2.06,1.0,1714520.98,9000.0,29063.0,530939.3,,,,,,,,,,,,,,,,,,0.64,,,,4.18,1.08,206529.0,12183818.04,,14.65,4.18,,1.0,100.0,0.0349,71.34
2009-05-11,29063.0,1690007.22,1.7,0.54,2.07,1.0,1690007.22,9000.0,29063.0,523348.07,,,,,,,,,,,,,,,,,,0.64,,,,4.18,1.08,206529.0,12009617.11,,14.6,4.18,,1.0,100.0,0.0349,70.32
2009-05-12,29063.0,1679432.66,1.7,0.54,2.04,1.0,1679432.66,9000.0,29063.0,520073.43,,,,,,,,,,,,,,,,,,0.64,,,,4.18,1.08,206529.0,11934471.61,,14.67,4.18,,1.0,100.0,0.0349,69.88
2009-05-13,29063.0,1653717.25,1.61,0.54,2.03,1.0,1653717.25,9000.0,29063.0,512110.08,,,,,,,,,,,,,,,,,,0.64,,,,4.18,1.08,206529.0,11751731.42,,14.62,4.18,,1.0,100.0,0.0349,68.81
2009-05-14,29263.0,1665581.45,1.64,0.54,2.01,1.0,1659889.68,9100.0,29163.0,517950.69,,,,,,100.0,,,,,,,,,0.01,100.0,,0.64,,,,4.22,1.09,206529.0,11755147.13,,14.64,4.21,0.34,0.9932,99.66,0.0352,68.83
2009-05-15,29263.0,1678648.63,1.72,0.54,2.01,1.0,1672912.21,9100.0,29163.0,522014.23,,,,,,,,,,,,,,,,,,0.65,,,,4.22,1.09,206529.0,11847371.15,,14.73,4.22,0.35,0.9931,99.65,0.0352,69.37
2009-05-18,22401.0,1304836.24,1.32,0.42,1.55,0.0,1299011.34,9100.0,22301.0,530066.06,,,,,,,,,,,,,,,,,6862.0,0.65,0.46,,,100.0,1.09,0.0,0.0,,0.0,100.0,0.46,0.9909,99.54,0.0269,70.44
2009-05-19,20263.0,1187840.09,1.17,0.38,1.43,0.0,1181977.97,9100.0,20163.0,533452.34,,,,,,,,,,,,,,,,,2138.0,0.66,0.13,,,100.0,1.09,0.0,0.0,,0.0,100.0,0.5,0.9901,99.5,0.0244,70.89
2009-05-20,20263.0,1193034.48,1.14,0.38,1.44,0.0,1187146.73,9100.0,20163.0,535785.11,,,,,,,,,,,,,,,,,,0.66,,,,100.0,1.09,0.0,0.0,,0.0,100.0,0.5,0.9901,99.5,0.0244,71.2
2009-05-21,20263.0,1158349.35,1.24,0.38,1.44,0.0,1152632.77,9100.0,20163.0,520208.22,,,,,,,,,,,,,,,,,,0.66,,,,100.0,1.09,0.0,0.0,,0.0,100.0,0.48,0.9904,99.52,0.0244,69.13
2009-05-22,20263.0,1150306.42,1.26,0.38,1.44,0.0,1144629.54,9100.0,20163.0,516596.18,,,,,,,,,,,,,,,,,,0.64,,,,100.0,1.09,0.0,0.0,,0.0,100.0,0.48,0.9905,99.52,0.0244,68.65
2009-05-25,200.0,11380.22,0.01,0.0,0.01,0.0,5690.11,100.0,100.0,5690.11,,,,,,,,,,,,,,,,,20063.0,0.01,1.43,0.63,,100.0,0.02,0.0,0.0,9000.0,0.0,100.0,,1.0,100.0,0.0003,68.81
2009-05-26,200.0,11535.69,0.01,0.0,0.01,0.0,5767.84,100.0,100.0,5767.84,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,69.75
2009-05-27,200.0,11631.61,0.01,0.0,0.01,0.0,5815.81,100.0,100.0,5815.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,70.33
2009-05-28,200.0,11363.69,0.01,0.0,0.01,0.0,5681.84,100.0,100.0,5681.84,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,68.71
2009-05-29,200.0,11477.8,0.01,0.0,0.01,0.0,5738.9,100.0,100.0,5738.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,69.4
2009-06-01,200.0,11811.88,0.01,0.0,0.01,0.0,5905.94,100.0,100.0,5905.94,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,71.42
2009-06-02,200.0,11773.84,0.01,0.0,0.01,0.0,5886.92,100.0,100.0,5886.92,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,71.19
2009-06-03,200.0,11682.88,0.01,0.0,0.01,0.0,5841.44,100.0,100.0,5841.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,70.64
2009-06-04,200.0,11659.73,0.01,0.0,0.01,0.0,5829.86,100.0,100.0,5829.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,70.5
2009-06-05,200.0,11887.96,0.01,0.0,0.01,0.0,5943.98,100.0,100.0,5943.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0003,71.88
2009-06-08,200.0,11785.42,0.01,0.0,0.01,0.0,5892.71,100.0,100.0,5892.71,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,71.26
2009-06-09,200.0,11783.77,0.01,0.0,0.01,0.0,5891.88,100.0,100.0,5891.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,71.25
2009-06-10,200.0,11887.96,0.01,0.0,0.01,0.0,5943.98,100.0,100.0,5943.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,71.88
2009-06-11,200.0,11973.96,0.01,0.0,0.01,0.0,5986.98,100.0,100.0,5986.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,72.4
2009-06-12,200.0,11955.77,0.01,0.0,0.01,0.0,5977.88,100.0,100.0,5977.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,72.29
2009-06-15,200.0,11783.77,0.01,0.0,0.01,0.0,5891.88,100.0,100.0,5891.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,71.25
2009-06-16,200.0,11730.84,0.01,0.0,0.01,0.0,5865.42,100.0,100.0,5865.42,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,70.93
2009-06-17,200.0,11586.96,0.01,0.0,0.01,0.0,5793.48,100.0,100.0,5793.48,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,70.06
2009-06-18,200.0,11567.11,0.01,0.0,0.01,0.0,5783.56,100.0,100.0,5783.56,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.94
2009-06-19,200.0,11697.77,0.01,0.0,0.01,0.0,5848.88,100.0,100.0,5848.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,70.73
2009-06-22,100.0,5698.38,0.01,0.0,0.01,0.0,5698.38,0.0,100.0,0.0,,,,,,,,0.01,,100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,68.91
2009-06-23,200.0,11262.8,0.01,0.0,0.01,0.0,5631.4,100.0,100.0,5631.4,,,,,,,,,,,,,,,,100.0,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,68.1
2009-06-24,200.0,11491.03,0.01,0.0,0.01,0.0,5745.52,100.0,100.0,5745.52,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.48
2009-06-25,200.0,11568.76,0.01,0.0,0.01,0.0,5784.38,100.0,100.0,5784.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.95
2009-06-26,200.0,11524.11,0.01,0.0,0.01,0.0,5762.05,100.0,100.0,5762.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.68
2009-06-29,200.0,11643.19,0.01,0.0,0.01,0.0,5821.59,100.0,100.0,5821.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,70.4
2009-06-30,200.0,11565.46,0.01,0.0,0.01,0.0,5782.73,100.0,100.0,5782.73,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.93
2009-07-01,200.0,11669.65,0.01,0.0,0.01,0.0,5834.82,100.0,100.0,5834.82,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,70.56
2009-07-02,200.0,11452.99,0.01,0.0,0.01,0.0,5726.5,100.0,100.0,5726.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.25
2009-07-03,200.0,11433.15,0.01,0.0,0.01,0.0,5716.57,100.0,100.0,5716.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,69.13
