,ALCLS FP Equity_DX_SI_QTY,ALCLS FP Equity_DX_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCLS FP Equity_DX_SI_MV,ALCLS FP Equity_DX_DSS,ALCLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY,ALCLS FP Equity_DX_BROKER_SI_QTY,ALCLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCLS FP Equity_DX_BROKER_SI_MV_INC_x,ALCLS FP Equity_DX_SUPPLY_SI_MV_NEW,ALCLS FP Equity_DX_BROKER_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_NEW,ALCLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALCLS FP Equity_DX_BROKER_SI_QTY_INC,ALCLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCLS FP Equity_DX_BROKER_SI_MV_INC_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCLS FP Equity_DX_BROKER_SI_MV_ADD,ALCLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV,ALCLS FP Equity_DX_BROKER_SI_MV_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV_RMV,ALCLS FP Equity_DX_BROKER_SI_MV_RMV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCLS FP Equity_DX_BROKER_SI_CON_RATIO,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCLS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCLS FP Equity_PX_LAST
2013-04-04,39500.0,237000.0,0.24,2.59,0.19,0.25,0.0,237000.0,0.0,39500.0,0.0,,,,0.0,,,,,700.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.84,0.5255,69.32,0.819,6.0
2013-04-05,39500.0,235025.0,0.24,2.67,0.19,0.25,0.0,235025.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.72,0.5266,69.43,0.829,5.95
2013-04-08,39500.0,231075.0,0.24,2.65,0.19,0.25,0.0,231075.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.48,0.5296,69.72,0.8268,5.85
2013-04-09,39500.0,233050.0,0.24,2.65,0.19,0.25,0.0,233050.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.64,0.5303,69.75,0.8264,5.9
2013-04-10,38500.0,227535.0,0.23,2.5,0.19,0.25,0.0,227535.0,0.0,38500.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.01,,,0.0,0.0,48389.0,285978.99,,0.29,0.0,19.11,0.5548,71.36,0.7956,5.91
2013-04-11,38500.0,226765.0,0.23,2.72,0.19,0.25,0.0,226765.0,0.0,38500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,46907.0,276282.23,,0.28,0.0,19.05,0.5551,71.39,0.8208,5.89
2013-04-12,38500.0,226765.0,0.23,2.83,0.19,0.25,0.0,226765.0,0.0,38500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,46227.0,272277.03,,0.27,0.0,19.06,0.5554,71.41,0.8328,5.89
2013-04-15,39000.0,229710.0,0.23,2.89,0.19,0.25,0.0,229710.0,0.0,39000.0,0.0,,,,,,500.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,46121.0,271652.69,,0.27,0.0,18.82,0.5419,70.53,0.8456,5.89
2013-04-16,39000.0,229320.0,0.23,2.97,0.19,0.25,0.0,229320.0,0.0,39000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,45681.0,268604.28,,0.27,0.0,18.8,0.5421,70.56,0.8537,5.88
2013-04-17,39000.0,222300.0,0.23,2.98,0.19,0.25,0.0,222300.0,0.0,39000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,45613.0,259994.1,,0.27,0.0,18.32,0.5461,70.94,0.855,5.7
2013-04-18,54000.0,295920.0,0.32,3.97,0.26,0.33,0.0,295920.0,0.0,54000.0,0.0,,,,0.08,,,,,15000.0,,,,0.08,,,,,0.0,,,,0.0,0.0,46219.0,253280.12,,0.26,0.0,32.65,0.4075,53.23,1.1684,5.48
2013-04-19,54000.0,301320.0,0.32,3.74,0.26,0.33,0.0,301320.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47247.0,263638.26,,0.26,0.0,31.72,0.4087,53.8,1.1429,5.58
2013-04-22,54000.0,299700.0,0.32,3.45,0.26,0.33,0.0,299700.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48701.0,270290.55,,0.27,0.0,32.13,0.4079,53.52,1.1088,5.55
2013-04-23,54000.0,297000.0,0.32,3.55,0.26,0.33,0.0,297000.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48133.0,264731.5,,0.27,0.0,32.06,0.4089,53.68,1.1219,5.5
2013-04-24,54000.0,297000.0,0.32,3.65,0.26,0.33,0.0,297000.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47659.0,262124.5,,0.26,0.0,31.86,0.4094,53.84,1.133,5.5
2013-04-25,54000.0,300780.0,0.32,3.66,0.26,0.33,0.0,300780.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47597.0,265115.29,,0.26,0.0,31.81,0.4085,53.75,1.1345,5.57
2013-04-26,54000.0,302400.0,0.32,3.62,0.26,0.33,0.0,302400.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47793.0,267640.8,,0.26,0.0,32.06,0.4073,53.49,1.1299,5.6
2013-04-29,54000.0,307800.0,0.32,3.71,0.26,0.33,0.0,307800.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47793.0,272420.1,,0.27,0.0,32.09,0.4057,53.26,1.1299,5.7
2013-04-30,54000.0,308880.0,0.32,3.72,0.26,0.33,0.0,308880.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47793.0,273375.96,,0.27,0.0,32.46,0.4044,52.93,1.1299,5.72
2013-05-01,54000.0,308880.0,0.32,3.66,0.26,0.33,0.0,308880.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47585.0,272186.2,,0.27,0.0,32.54,0.4042,52.86,1.1348,
2013-05-02,54000.0,310500.0,0.32,3.66,0.26,0.33,0.0,310500.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47585.0,273613.75,,0.27,0.0,32.51,0.4038,52.83,1.1348,5.75
2013-05-03,54000.0,305100.0,0.32,3.76,0.26,0.33,0.0,305100.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47159.0,266448.35,,0.27,0.0,32.7,0.4048,52.86,1.1451,5.65
2013-05-06,54000.0,307800.0,0.32,3.66,0.26,0.33,0.0,307800.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47159.0,268806.3,,0.27,0.0,32.29,0.4052,53.11,1.1451,5.7
2013-05-07,54000.0,326700.0,0.32,3.44,0.26,0.34,0.0,326700.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48765.0,295028.25,,0.28,0.0,32.21,0.4003,52.51,1.1074,6.05
2013-05-08,54000.0,334800.0,0.32,3.26,0.26,0.34,0.0,334800.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48765.0,302343.0,,0.29,0.0,33.39,0.3953,51.29,1.1074,6.2
2013-05-09,55500.0,341325.0,0.33,3.38,0.27,0.36,0.0,341325.0,0.0,55500.0,0.0,,,,0.01,,,,,1500.0,,,,0.01,,,,,0.0,,,,0.0,0.0,48765.0,299904.75,,0.29,0.0,33.08,0.401,52.19,1.1381,6.15
2013-05-10,56000.0,342160.0,0.34,3.43,0.27,0.36,0.0,342160.0,0.0,56000.0,0.0,,,,0.0,,,,,500.0,,,,0.0,,,,,0.0,,,,0.0,0.0,48765.0,297954.15,,0.29,0.0,32.63,0.4037,52.76,1.1484,6.11
2013-05-13,56000.0,332640.0,0.34,3.71,0.27,0.36,0.0,332640.0,0.0,56000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48765.0,289664.1,,0.29,0.0,32.63,0.4065,53.11,1.1484,5.94
2013-05-14,56000.0,323680.0,0.34,3.63,0.27,0.35,0.0,323680.0,0.0,56000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48765.0,281861.7,,0.28,0.0,32.13,0.41,53.79,1.1484,5.78
2013-05-15,58000.0,330020.0,0.35,3.91,0.28,0.36,0.0,330020.0,0.0,58000.0,0.0,,,,0.01,,,,,2000.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.6,0.3886,52.65,1.1894,5.69
2013-05-16,58000.0,325380.0,0.35,3.96,0.28,0.36,0.0,325380.0,0.0,58000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48708.0,273251.88,,0.28,0.0,30.34,0.3908,53.03,1.1908,5.61
2013-05-17,58000.0,330600.0,0.35,4.06,0.28,0.36,0.0,330600.0,0.0,58000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48033.0,273788.1,,0.27,0.0,30.0,0.3909,53.18,1.2075,5.7
2013-05-20,58000.0,334660.0,0.35,3.99,0.28,0.36,0.0,334660.0,0.0,58000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48513.0,279920.01,,0.28,0.0,30.27,0.3888,52.81,1.1956,5.77
2013-05-21,58000.0,331760.0,0.35,3.99,0.28,0.36,0.0,331760.0,0.0,58000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,48513.0,277494.36,,0.28,0.0,30.54,0.3884,52.65,1.1956,5.72
2013-05-22,55500.0,316350.0,0.33,3.94,0.27,0.34,0.0,316350.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.01,,,0.0,0.0,48513.0,276524.1,,0.28,0.0,31.66,0.421,55.05,1.144,5.7
2013-05-23,55500.0,311355.0,0.33,4.11,0.27,0.34,0.0,311355.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86478.0,485141.58,,0.49,0.0,31.65,0.4224,55.23,0.6418,5.61
2013-05-24,55500.0,313575.0,0.33,4.1,0.27,0.34,0.0,313575.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86541.0,488956.65,,0.49,0.0,31.28,0.423,55.45,0.6413,5.65
2013-05-27,55500.0,315240.0,0.33,4.15,0.27,0.34,0.0,315240.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86541.0,491552.88,,0.49,0.0,31.41,0.4221,55.29,0.6413,5.68
2013-05-28,55500.0,313020.0,0.33,4.25,0.27,0.34,0.0,313020.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53701.0,302873.64,,0.31,0.0,31.56,0.4223,55.25,1.0335,5.64
2013-05-29,55500.0,319125.0,0.33,4.61,0.27,0.34,0.0,319125.0,0.0,55500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53701.0,308780.75,,0.3,0.0,31.32,0.4212,55.23,1.0335,5.75
2013-05-30,53000.0,307400.0,0.32,4.48,0.26,0.33,0.0,307400.0,0.0,53000.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.02,,,0.0,0.0,51209.0,297012.2,,0.29,0.0,33.39,0.4064,52.42,1.035,5.8
2013-05-31,53000.0,303690.0,0.32,4.72,0.26,0.33,0.0,303690.0,0.0,53000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,49253.0,282219.69,,0.29,0.0,33.64,0.4069,52.36,1.0761,5.73
2013-06-03,35000.0,199500.0,0.21,3.44,0.17,0.22,0.0,199500.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,18000.0,0.0,0.1,,,0.0,0.0,46749.0,266469.3,,0.27,0.0,20.46,0.6349,76.96,0.7487,5.7
2013-06-04,35000.0,199150.0,0.21,3.92,0.17,0.21,0.0,153630.0,8000.0,27000.0,45520.0,,,,,,,,,,,,,,,,8000.0,8000.0,0.05,0.05,,,100.0,18.28,0.0,0.0,,0.0,100.0,21.31,0.3911,54.75,0.7997,5.69
2013-06-05,24000.0,134160.0,0.14,2.71,0.12,0.14,0.0,50310.0,15000.0,9000.0,83850.0,,,7000.0,,,,,,,,,,,7000.0,,,18000.0,0.09,0.12,,,100.0,34.4,0.0,0.0,,0.0,100.0,32.94,0.5055,62.87,0.5504,5.59
2013-06-06,24000.0,132720.0,0.14,2.68,0.12,0.13,0.0,49770.0,15000.0,9000.0,82950.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,34.24,0.0,0.0,,0.0,100.0,33.09,0.5047,62.72,0.5478,5.53
2013-06-07,24000.0,131760.0,0.14,2.75,0.12,0.13,0.0,49410.0,15000.0,9000.0,82350.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,34.24,0.0,0.0,,0.0,100.0,33.16,0.5039,62.63,0.5478,5.49
2013-06-10,24000.0,130080.0,0.14,2.75,0.12,0.13,0.0,48780.0,15000.0,9000.0,81300.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,67.18,0.0,0.0,,0.0,100.0,33.03,0.5043,62.73,1.0748,5.42
2013-06-11,24000.0,129360.0,0.14,2.7,0.12,0.13,0.0,48510.0,15000.0,9000.0,80850.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,34.36,0.0,0.0,,0.0,100.0,33.17,0.503,62.54,0.5497,5.39
2013-06-12,31000.0,162440.0,0.19,3.48,0.15,0.17,0.0,83840.0,15000.0,16000.0,78600.0,,,,0.04,,,,,7000.0,,,,0.04,,,,,0.08,,,,100.0,34.3,0.0,0.0,,0.0,100.0,25.99,0.369,48.74,0.7089,5.24
2013-06-13,31000.0,159650.0,0.19,3.46,0.15,0.16,0.0,82400.0,15000.0,16000.0,77250.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,34.25,0.0,0.0,,0.0,100.0,25.92,0.3683,48.6,0.7077,5.15
2013-06-14,31000.0,159650.0,0.22,3.29,0.15,0.16,0.0,82400.0,15000.0,16000.0,77250.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,33.39,0.0,0.0,,0.0,100.0,25.81,0.3673,48.39,0.69,5.15
2013-06-17,31000.0,156240.0,0.22,3.41,0.15,0.16,0.0,80640.0,15000.0,16000.0,75600.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,34.0,0.0,0.0,,0.0,100.0,25.95,0.3686,48.66,0.7026,5.04
2013-06-18,31000.0,153140.0,0.22,3.97,0.15,0.16,0.0,79040.0,15000.0,16000.0,74100.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,36.52,0.0,0.0,,0.0,100.0,25.94,0.3685,48.64,0.7547,4.94
2013-06-19,31000.0,152210.0,0.22,4.35,0.15,0.15,0.0,78560.0,15000.0,16000.0,73650.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.06,0.0,0.0,,0.0,100.0,25.85,0.3677,48.46,0.7865,4.91
2013-06-20,31000.0,149110.0,0.22,4.25,0.15,0.15,0.0,76960.0,15000.0,16000.0,72150.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,37.67,0.0,0.0,,0.0,100.0,26.2,0.3678,48.48,0.7785,4.81
2013-06-21,31000.0,147870.0,0.22,3.56,0.15,0.15,0.0,76320.0,15000.0,16000.0,71550.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,37.67,0.0,0.0,,0.0,100.0,25.86,0.3678,48.49,0.7785,4.77
2013-06-24,31000.0,144150.0,0.22,3.46,0.15,0.15,0.0,74400.0,15000.0,16000.0,69750.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,34.21,0.0,0.0,,0.0,100.0,25.98,0.3688,48.7,0.707,4.65
2013-06-25,31000.0,140740.0,0.22,3.57,0.15,0.14,0.0,72640.0,15000.0,16000.0,68100.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,34.73,0.0,0.0,,0.0,100.0,25.96,0.3687,48.68,0.7177,4.54
2013-06-26,31000.0,143220.0,0.22,3.59,0.15,0.14,0.0,73920.0,15000.0,16000.0,69300.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,34.21,0.0,0.0,,0.0,100.0,26.14,0.3664,48.17,0.7071,4.62
2013-06-27,31000.0,151590.0,0.22,3.53,0.15,0.15,0.0,78240.0,15000.0,16000.0,73350.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,34.56,0.0,0.0,,0.0,100.0,26.91,0.3643,47.67,0.7141,4.89
2013-06-28,31000.0,148800.0,0.22,2.7,0.15,0.15,0.0,76800.0,15000.0,16000.0,72000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,44.5,0.0,0.0,,0.0,100.0,25.93,0.3684,48.62,0.9196,4.8
2013-07-01,31000.0,147870.0,0.22,2.72,0.15,0.15,0.0,76320.0,15000.0,16000.0,71550.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,27.84,0.0,0.0,,0.0,100.0,26.13,0.3669,48.28,0.5754,4.77
2013-07-02,31000.0,141980.0,0.22,2.74,0.15,0.15,0.0,73280.0,15000.0,16000.0,68700.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,27.97,0.0,0.0,,0.0,100.0,26.07,0.3697,48.89,0.578,4.58
2013-07-03,31000.0,136400.0,0.22,2.59,0.15,0.14,0.0,70400.0,15000.0,16000.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,27.14,0.0,0.0,,0.0,100.0,26.07,0.3697,48.88,0.5609,4.4
2013-07-04,31000.0,135160.0,0.22,2.49,0.15,0.14,0.0,69760.0,15000.0,16000.0,65400.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,28.81,0.0,0.0,,0.0,100.0,25.87,0.3678,48.5,0.5955,4.36
2013-07-05,31000.0,139500.0,0.22,2.42,0.15,0.14,0.0,72000.0,15000.0,16000.0,67500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,23.91,0.0,0.0,,0.0,100.0,26.38,0.3659,48.07,0.4942,4.5
2013-07-08,31000.0,136710.0,0.22,2.04,0.15,0.14,0.0,70560.0,15000.0,16000.0,66150.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,23.21,0.0,0.0,,0.0,100.0,25.94,0.3685,48.64,0.4796,4.41
2013-07-09,31000.0,141670.0,0.22,1.95,0.15,0.14,0.0,73120.0,15000.0,16000.0,68550.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,21.74,0.0,0.0,,0.0,100.0,26.49,0.3654,47.94,0.4493,4.57
2013-07-10,31000.0,149730.0,0.22,1.69,0.15,0.14,0.0,77280.0,15000.0,16000.0,72450.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,21.7,0.0,0.0,,0.0,100.0,26.88,0.3643,47.69,0.4485,4.83
2013-07-11,31000.0,141050.0,0.22,1.41,0.15,0.14,0.0,72800.0,15000.0,16000.0,68250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,22.56,0.0,0.0,,0.0,100.0,26.88,0.3648,47.8,0.4663,4.55
2013-07-12,31000.0,136710.0,0.22,1.28,0.15,0.14,0.0,70560.0,15000.0,16000.0,66150.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,21.31,0.0,0.0,,0.0,100.0,25.96,0.3696,48.87,0.4404,4.41
2013-07-15,31000.0,135470.0,0.22,1.18,0.15,0.14,0.0,69920.0,15000.0,16000.0,65550.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,22.81,0.0,0.0,,0.0,100.0,25.43,0.372,49.38,0.4714,4.37
2013-07-16,31000.0,135160.0,0.22,1.1,0.15,0.14,0.0,69760.0,15000.0,16000.0,65400.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,27.5,0.0,0.0,,0.0,100.0,25.82,0.3675,48.42,0.5684,4.36
2013-07-17,31000.0,136710.0,0.22,1.08,0.15,0.14,0.0,70560.0,15000.0,16000.0,66150.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,32.04,0.0,0.0,,0.0,100.0,26.03,0.3667,48.24,0.6622,4.41
2013-07-18,31000.0,137020.0,0.22,1.04,0.15,0.14,0.0,70720.0,15000.0,16000.0,66300.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.46,0.0,0.0,,0.0,100.0,25.85,0.3672,48.36,0.5262,4.42
2013-07-19,31503.0,137983.14,0.22,1.04,0.15,0.14,0.0,72283.14,15503.0,16503.0,67903.14,,,,,,503.0,,,,,,,,,0.0,503.0,,0.07,,,,100.0,26.22,0.0,0.0,,0.0,100.0,25.45,0.3565,47.73,0.5329,4.38
2013-07-22,16503.0,74758.59,0.12,0.54,0.08,0.07,0.0,74758.59,7503.0,16503.0,33988.59,,,,,,,,0.04,,8000.0,,,,,,,,0.03,,,,100.0,12.69,0.0,0.0,,0.0,100.0,47.69,0.4716,49.32,0.2792,4.53
2013-07-23,16503.0,72943.26,0.12,0.53,0.08,0.07,0.0,72943.26,7503.0,16503.0,33163.26,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.69,0.0,0.0,,0.0,100.0,47.87,0.4707,49.06,0.2792,4.42
2013-07-24,16503.0,75253.68,0.12,0.52,0.08,0.07,0.0,75253.68,7503.0,16503.0,34213.68,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.69,0.0,0.0,,0.0,100.0,47.74,0.4714,49.25,0.2792,4.56
2013-07-25,16503.0,75913.8,0.12,0.52,0.08,0.08,0.0,75913.8,7503.0,16503.0,34513.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.32,0.0,0.0,,0.0,100.0,48.27,0.4711,48.7,0.2709,4.6
2013-07-26,16503.0,75748.77,0.12,0.5,0.08,0.08,0.0,75748.77,7503.0,16503.0,34438.77,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.32,0.0,0.0,,0.0,100.0,48.43,0.471,48.53,0.2709,4.59
2013-07-29,16503.0,75748.77,0.12,0.48,0.08,0.08,0.0,75748.77,7503.0,16503.0,34438.77,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.32,0.0,0.0,,0.0,100.0,48.46,0.4709,48.49,0.2709,4.59
2013-07-30,16503.0,74758.59,0.12,0.48,0.08,0.08,0.0,72480.0,7503.0,16000.0,33988.59,,,,,,,,,,,,,,,,,503.0,0.03,0.0,,,100.0,12.32,0.0,0.0,,0.0,100.0,48.15,0.4708,48.79,0.2709,4.53
2013-07-31,16000.0,72000.0,0.11,0.43,0.08,0.07,0.0,72000.0,7000.0,16000.0,31500.0,,,,,,,,0.0,,503.0,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,49.83,0.5,50.17,0.2627,4.5
2013-08-01,16000.0,75840.0,0.11,0.43,0.08,0.07,0.0,75840.0,7000.0,16000.0,33180.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,48.7,0.5003,51.3,0.2627,4.74
2013-08-02,16000.0,91200.0,0.11,0.42,0.08,0.08,0.0,91200.0,7000.0,16000.0,39900.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,45.4,0.5042,54.6,0.2627,5.7
2013-08-05,16000.0,95840.0,0.11,0.36,0.08,0.09,0.0,95840.0,7000.0,16000.0,41930.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,48.76,0.5003,51.24,0.2627,5.99
2013-08-06,16000.0,88800.0,0.11,0.29,0.08,0.09,0.0,88800.0,7000.0,16000.0,38850.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,48.09,0.5007,51.91,0.2627,5.55
2013-08-07,16000.0,85120.0,0.11,0.27,0.08,0.09,0.0,85120.0,7000.0,16000.0,37240.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,48.94,0.5002,51.06,0.2627,5.32
2013-08-08,16000.0,82880.0,0.11,0.26,0.08,0.08,0.0,82880.0,7000.0,16000.0,36260.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,49.33,0.5001,50.67,0.2627,5.18
2013-08-09,16000.0,80000.0,0.11,0.26,0.08,0.08,0.0,80000.0,7000.0,16000.0,35000.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,49.12,0.5002,50.88,0.2627,5.0
2013-08-12,16000.0,87680.0,0.11,0.25,0.08,0.08,0.0,87680.0,7000.0,16000.0,38360.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,11.49,0.0,0.0,,0.0,100.0,47.71,0.501,52.29,0.2627,5.48
2013-08-13,16000.0,86560.0,0.11,0.24,0.08,0.09,0.0,86560.0,7000.0,16000.0,37870.0,,,,,,,,,,,,,,,,,,0.03,,0.03,,0.0,18.14,0.0,0.0,7000.0,0.0,0.0,49.68,0.5,50.32,0.4146,5.41
2013-08-14,16000.0,87680.0,0.11,0.23,0.08,0.09,0.0,87680.0,7000.0,16000.0,38360.0,,,,,,,,,,,,,,,,,,0.03,,,,0.0,18.14,0.0,0.0,,0.0,0.0,49.68,0.5,50.32,0.4146,5.48
2013-08-15,16000.0,86080.0,0.11,0.23,0.08,0.09,0.0,86080.0,7000.0,16000.0,37660.0,,,,,,,,,,,,,,,,,,0.03,,,,0.0,18.14,0.0,0.0,,0.0,0.0,49.54,0.5,50.46,0.4146,5.38
2013-08-16,16000.0,84640.0,0.11,0.23,0.08,0.09,0.0,84640.0,7000.0,16000.0,37030.0,,,,,,,,,,,,,,,,,,0.03,,,,0.0,18.14,0.0,0.0,,0.0,0.0,49.58,0.5,50.42,0.4146,5.29
