,CMU FP Equity_DX_DSS,CMU FP Equity_PX_LAST
2013-08-22,,133.64
2013-08-23,,134.03
2013-08-26,,133.76
2013-08-27,,130.45
2013-08-28,,130.24
2013-08-29,,130.77
2013-08-30,,129.2
2013-09-02,,131.44
2013-09-03,,130.73
2013-09-04,,131.08
2013-09-05,,131.94
2013-09-06,,132.87
2013-09-09,,132.79
2013-09-10,,135.11
2013-09-11,,135.88
2013-09-12,,135.65
2013-09-13,,135.96
2013-09-16,,137.18
2013-09-17,,136.83
2013-09-18,,137.68
2013-09-19,,138.62
2013-09-20,,138.62
2013-09-23,,137.97
2013-09-24,,138.33
2013-09-25,,138.36
2013-09-26,,138.3
2013-09-27,,138.01
2013-09-30,,136.99
2013-10-01,,138.76
2013-10-02,,138.04
2013-10-03,,137.33
2013-10-04,,138.23
2013-10-07,,137.98
2013-10-08,,137.11
2013-10-09,,136.95
2013-10-10,,139.73
2013-10-11,,140.05
2013-10-14,,140.13
2013-10-15,,141.28
2013-10-16,,141.89
2013-10-17,,141.79
2013-10-18,,142.96
2013-10-21,,143.02
2013-10-22,,143.88
2013-10-23,,142.36
2013-10-24,,143.28
2013-10-25,,142.93
2013-10-28,,142.48
2013-10-29,,143.6
2013-10-30,,143.54
2013-10-31,,144.33
2013-11-01,,143.66
2013-11-04,,144.29
2013-11-05,,143.46
2013-11-06,,144.34
2013-11-07,,143.92
2013-11-08,,143.77
2013-11-11,,144.69
2013-11-12,,143.91
2013-11-13,,143.15
2013-11-14,,144.54
2013-11-15,,144.7
2013-11-18,,145.76
2013-11-19,,144.53
2013-11-20,,144.42
2013-11-21,,144.28
2013-11-22,,144.89
2013-11-25,,145.57
2013-11-26,,145.1
2013-11-27,,145.93
2013-11-28,,146.33
2013-11-29,,146.21
2013-12-02,,145.82
2013-12-03,,142.92
2013-12-04,,141.79
2013-12-05,,140.48
2013-12-06,,141.6
2013-12-09,,142.0
2013-12-10,,140.93
2013-12-11,,140.31
2013-12-12,,139.29
2013-12-13,,139.11
2013-12-16,,141.29
2013-12-17,,139.95
2013-12-18,,141.28
2013-12-19,,143.72
2013-12-20,,144.51
2013-12-23,,145.57
2013-12-27,,146.44
2013-12-30,,147.35
2014-01-02,,145.42
2014-01-03,,146.44
2014-01-06,,146.31
2014-01-07,,147.63
2014-01-08,,147.84
2014-01-09,,147.32
2014-01-10,,148.05
2014-01-13,,148.58
2014-01-14,,148.85
2014-01-15,,150.9
2014-01-16,,150.55
2014-01-17,,150.81
2014-01-20,,150.62
2014-01-21,,150.35
2014-01-22,,150.38
2014-01-23,,149.2
2014-01-24,,145.04
2014-01-27,,144.11
2014-01-28,,145.36
2014-01-29,,144.58
2014-01-30,,145.07
2014-01-31,,144.39
2014-02-03,,142.21
2014-02-04,,142.19
2014-02-05,,142.12
2014-02-06,,144.79
2014-02-07,,145.91
2014-02-10,,145.78
2014-02-11,,147.86
2014-02-12,,148.77
2014-02-13,,149.02
2014-02-14,,149.92
2014-02-17,,149.92
2014-02-18,,149.97
2014-02-19,,149.91
2014-02-20,,149.82
2014-02-21,,150.48
2014-02-24,,151.47
2014-02-25,,151.59
2014-02-26,,151.01
2014-02-27,,150.51
2014-02-28,,151.05
2014-03-03,,146.62
2014-03-04,,150.4
2014-03-05,,150.5
2014-03-06,,151.02
2014-03-07,,149.17
2014-03-10,,148.79
2014-03-11,,148.72
2014-03-12,,147.07
2014-03-13,,145.01
2014-03-14,,144.38
2014-03-17,,146.4
2014-03-18,,147.6
2014-03-19,,147.65
2014-03-20,,148.05
2014-03-21,,148.05
2014-03-24,,146.11
2014-03-25,,148.24
2014-03-26,,149.88
2014-03-27,,150.1
2014-03-28,,151.71
2014-03-31,,151.78
2014-04-01,,152.85
2014-04-02,,152.65
2014-04-03,,153.48
2014-04-04,,154.6
2014-04-07,,152.59
2014-04-08,,151.84
2014-04-09,,152.35
2014-04-10,,151.06
2014-04-11,,149.33
2014-04-14,,149.74
2014-04-15,,147.93
2014-04-16,,150.22
2014-04-17,,151.04
2014-04-22,,153.14
2014-04-23,,152.33
2014-04-24,,152.81
2014-04-25,,151.22
2014-04-28,,151.59
2014-04-29,,153.54
2014-04-30,,153.31
2014-05-02,,152.95
2014-05-05,,152.67
2014-05-06,,151.81
2014-05-07,,152.1
2014-05-08,,154.09
2014-05-09,,153.26
2014-05-12,,154.7
2014-05-13,,155.0
2014-05-14,,154.9
2014-05-15,,152.61
2014-05-16,,153.02
2014-05-19,,153.23
2014-05-20,,153.12
2014-05-21,,154.06
2014-05-22,,154.25
2014-05-23,,155.03
2014-05-26,,156.95
2014-05-27,,157.16
2014-05-28,,157.48
2014-05-29,,157.33
2014-05-30,,157.49
2014-06-02,,157.74
2014-06-03,,157.07
2014-06-04,,157.08
2014-06-05,,158.47
2014-06-06,,159.9
2014-06-09,,160.4
2014-06-10,,160.73
2014-06-11,,159.3
2014-06-12,,159.37
2014-06-13,,159.16
2014-06-16,,158.28
2014-06-17,,158.93
2014-06-18,,158.94
2014-06-19,,160.15
2014-06-20,,159.62
2014-06-23,,158.73
2014-06-24,,158.54
2014-06-25,,156.97
2014-06-26,,156.24
2014-06-27,,156.2
2014-06-30,,156.27
2014-07-01,,157.45
2014-07-02,,157.48
2014-07-03,,159.07
2014-07-04,,158.08
2014-07-07,,156.45
2014-07-08,,154.04
2014-07-09,,154.7
2014-07-10,,152.41
2014-07-11,,152.67
2014-07-14,,153.95
2014-07-15,,152.79
2014-07-16,,154.97
2014-07-17,,153.22
2014-07-18,,153.4
2014-07-21,,152.21
2014-07-22,,154.21
2014-07-23,,154.35
2014-07-24,,155.9
2014-07-25,,154.02
2014-07-28,,153.79
2014-07-29,,154.48
2014-07-30,,153.61
2014-07-31,,150.96
2014-08-01,,148.53
2014-08-04,,148.45
2014-08-05,,148.54
2014-08-06,,147.32
2014-08-07,,145.6
2014-08-08,,145.1
2014-08-11,,147.19
2014-08-12,,146.35
2014-08-13,,147.55
2014-08-14,,148.03
2014-08-15,,146.55
2014-08-18,,148.66
2014-08-19,,149.64
2014-08-20,,149.48
2014-08-21,,151.13
2014-08-22,,150.19
2014-08-25,,152.68
2014-08-26,,154.07
2014-08-27,,154.38
2014-08-28,,152.97
2014-08-29,,153.07
2014-09-01,,153.27
2014-09-02,,153.57
2014-09-03,,155.27
2014-09-04,,157.65
2014-09-05,,157.74
2014-09-08,,157.49
2014-09-09,,156.44
2014-09-10,,156.39
2014-09-11,,156.07
2014-09-12,,155.71
2014-09-15,,155.38
2014-09-16,,154.84
2014-09-17,,155.58
2014-09-18,,157.07
2014-09-19,,157.09
2014-09-22,,156.31
2014-09-23,,153.99
2014-09-24,,155.25
2014-09-25,,154.39
2014-09-26,,154.27
2014-09-29,,153.08
2014-09-30,,154.47
2014-10-01,,153.07
2014-10-02,,149.12
2014-10-03,,150.68
2014-10-06,,150.74
2014-10-07,,148.27
2014-10-08,,146.84
2014-10-09,,146.45
2014-10-10,,143.86
2014-10-13,,144.04
2014-10-14,,144.24
2014-10-15,,139.56
2014-10-16,,138.43
2014-10-17,,142.95
2014-10-20,,141.65
2014-10-21,,144.62
2014-10-22,,145.55
2014-10-23,,147.19
2014-10-24,,146.63
2014-10-27,,145.25
2014-10-28,,147.07
2014-10-29,,146.61
2014-10-30,,147.36
2014-10-31,,150.51
2014-11-03,,149.29
2014-11-04,,147.15
2014-11-05,,149.77
2014-11-06,,150.15
2014-11-07,,148.9
2014-11-10,,150.17
2014-11-11,,150.73
2014-11-12,,148.33
2014-11-13,,148.75
2014-11-14,,149.13
2014-11-17,,150.08
2014-11-18,,151.75
2014-11-19,,151.89
2014-11-20,,150.97
2014-11-21,,154.73
2014-11-24,,155.9
2014-11-25,,156.68
2014-11-26,,156.61
2014-11-27,,157.72
2014-11-28,,157.97
2014-12-01,,157.21
2014-12-02,,157.4
2014-12-03,,157.87
2014-12-04,,155.76
2014-12-05,,159.18
2014-12-08,,158.2
2014-12-09,,154.33
2014-12-10,,153.72
2014-12-11,,153.87
2014-12-12,,149.94
2014-12-15,,146.16
2014-12-16,,149.58
2014-12-17,,149.12
2014-12-18,,153.87
2014-12-19,,153.47
2014-12-22,,154.58
2014-12-23,,156.19
2014-12-29,,155.54
2014-12-30,,153.59
2015-01-02,,154.05
2015-01-05,,149.25
2015-01-06,,148.53
2015-01-07,,149.3
2015-01-08,,153.94
2015-01-09,,150.86
2015-01-12,,152.21
2015-01-13,,154.55
2015-01-14,,152.71
2015-01-15,,155.76
2015-01-16,,157.7
2015-01-19,,158.89
2015-01-20,,159.92
2015-01-21,,161.11
2015-01-22,,163.6
2015-01-23,,166.22
2015-01-26,,168.07
2015-01-27,,166.04
2015-01-28,,165.98
2015-01-29,,166.63
2015-01-30,,165.99
2015-02-02,,166.42
2015-02-03,,168.27
2015-02-04,,168.66
2015-02-05,,168.71
2015-02-06,,168.1
2015-02-09,,165.88
2015-02-10,,167.75
2015-02-11,,167.35
2015-02-12,,169.63
2015-02-13,,170.91
2015-02-16,,170.22
2015-02-17,,170.16
2015-02-18,,171.6
2015-02-19,,172.91
2015-02-20,,172.86
2015-02-23,,174.68
2015-02-24,,175.61
2015-02-25,,175.06
2015-02-26,,176.71
2015-02-27,,177.63
2015-03-02,,177.54
2015-03-03,,175.46
2015-03-04,,176.9
2015-03-05,,178.87
2015-03-06,,179.01
2015-03-09,,178.75
2015-03-10,,176.89
2015-03-11,,180.97
2015-03-12,,180.97
2015-03-13,,181.45
2015-03-16,,183.97
2015-03-17,,182.08
2015-03-18,,181.63
2015-03-19,,182.22
2015-03-20,,184.25
2015-03-23,,183.36
2015-03-24,,184.85
2015-03-25,,182.61
2015-03-26,,181.49
2015-03-27,,182.19
2015-03-30,,184.96
2015-03-31,,183.53
2015-04-01,,183.95
2015-04-02,,184.53
2015-04-07,,186.78
2015-04-08,,185.8
2015-04-09,,187.99
2015-04-10,,190.06
2015-04-13,,190.43
2015-04-14,,188.72
2015-04-15,,189.3
2015-04-16,,187.14
2015-04-17,,183.62
2015-04-20,,185.2
2015-04-21,,185.93
2015-04-22,,185.81
2015-04-23,,184.63
2015-04-24,,185.67
2015-04-27,,188.62
2015-04-28,,185.53
2015-04-29,,180.56
2015-04-30,,180.96
2015-05-04,,182.1
2015-05-05,,178.18
2015-05-06,,178.28
2015-05-07,,178.67
2015-05-08,,183.05
2015-05-11,,182.41
2015-05-12,,180.55
2015-05-13,,179.85
2015-05-14,,182.3
2015-05-15,,181.23
2015-05-18,,182.28
2015-05-19,,185.66
2015-05-20,,186.51
2015-05-21,,186.51
2015-05-22,,186.64
2015-05-26,,183.6
2015-05-27,,186.5
2015-05-28,,185.16
2015-05-29,,181.55
2015-06-01,,181.91
2015-06-02,,181.26
2015-06-03,,181.95
2015-06-04,,180.58
2015-06-05,,178.05
2015-06-08,,176.27
2015-06-09,,175.92
2015-06-10,,179.5
2015-06-11,,180.37
2015-06-12,,178.43
2015-06-15,,174.79
2015-06-16,,175.84
2015-06-17,,174.76
2015-06-18,,175.53
2015-06-19,,175.96
2015-06-22,,182.48
2015-06-23,,183.65
2015-06-24,,182.78
2015-06-25,,182.87
2015-06-26,,183.52
2015-06-29,,176.73
2015-06-30,,174.61
2015-07-01,,178.21
2015-07-02,,176.18
2015-07-03,,175.57
2015-07-06,,172.09
2015-07-07,,168.61
2015-07-08,,169.98
2015-07-09,,174.14
2015-07-10,,179.41
2015-07-13,,182.09
2015-07-14,,182.86
2015-07-15,,183.52
2015-07-16,,186.52
2015-07-17,,186.61
2015-07-20,,187.3
2015-07-21,,185.61
2015-07-22,,184.81
2015-07-23,,184.36
2015-07-24,,182.84
2015-07-27,,178.86
2015-07-28,,180.77
2015-07-29,,181.49
2015-07-30,,181.93
2015-07-31,,182.81
2015-08-03,,184.79
2015-08-04,,184.19
2015-08-05,,186.65
2015-08-06,,186.4
2015-08-07,,184.97
2015-08-10,,186.24
2015-08-11,,182.75
2015-08-12,,177.03
2015-08-13,,178.96
2015-08-14,,178.31
2015-08-17,,178.4
2015-08-18,,178.34
2015-08-19,,175.01
2015-08-20,,171.37
2015-08-21,,166.47
2015-08-24,,157.89
2015-08-25,,164.51
2015-08-26,,162.68
2015-08-27,,167.8
2015-08-28,,168.1
2015-08-31,,167.54
2015-09-01,,163.33
2015-09-02,,163.6
2015-09-03,,167.18
2015-09-04,,162.89
2015-09-07,,163.75
2015-09-08,,165.68
2015-09-09,,167.66
2015-09-10,,165.59
2015-09-11,,163.71
2015-09-14,,162.97
2015-09-15,,164.59
2015-09-16,,166.54
2015-09-17,,166.94
2015-09-18,,162.8
2015-09-21,,163.83
2015-09-22,,158.54
2015-09-23,,158.67
2015-09-24,,155.58
2015-09-25,,160.19
2015-09-28,,156.88
2015-09-29,,155.98
2015-09-30,,159.35
2015-10-01,,158.27
2015-10-02,,159.36
2015-10-05,,164.36
2015-10-06,,166.0
2015-10-07,,166.0
2015-10-08,,166.4
2015-10-09,,167.23
2015-10-12,,167.28
2015-10-13,,165.9
2015-10-14,,164.45
2015-10-15,,166.72
2015-10-16,,167.73
2015-10-19,,168.26
2015-10-20,,167.71
2015-10-21,,168.17
2015-10-22,,172.0
2015-10-23,,175.12
2015-10-26,,174.99
2015-10-27,,173.17
2015-10-28,,175.09
2015-10-29,,174.99
2015-10-30,,175.02
2015-11-02,,176.12
2015-11-03,,176.46
2015-11-04,,176.22
2015-11-05,,176.56
2015-11-06,,177.64
2015-11-09,,175.07
2015-11-10,,175.21
2015-11-11,,176.64
2015-11-12,,173.72
2015-11-13,,172.52
2015-11-16,,172.78
2015-11-17,,176.95
2015-11-18,,176.24
2015-11-19,,177.4
2015-11-20,,177.39
2015-11-23,,177.11
2015-11-24,,175.43
2015-11-25,,177.82
2015-11-26,,179.57
2015-11-27,,179.13
2015-11-30,,180.3
2015-12-01,,179.09
2015-12-02,,178.53
2015-12-03,,172.94
2015-12-04,,172.64
2015-12-07,,173.94
2015-12-08,,170.95
2015-12-09,,169.76
2015-12-10,,169.4
2015-12-11,,166.03
2015-12-14,,162.93
2015-12-15,,167.96
2015-12-16,,168.2
2015-12-17,,171.07
2015-12-18,,168.99
2015-12-21,,166.68
2015-12-22,,166.68
2015-12-23,,170.37
2015-12-28,,169.19
2015-12-29,,171.96
2015-12-30,,170.72
2016-01-04,,164.89
2016-01-05,,165.61
2016-01-06,,163.46
2016-01-07,,160.43
2016-01-08,,157.98
2016-01-11,,157.8
2016-01-12,,159.77
2016-01-13,,160.3
2016-01-14,,157.47
2016-01-15,,153.8
2016-01-18,,152.44
2016-01-19,,155.04
2016-01-20,,150.11
2016-01-21,,153.27
2016-01-22,,157.47
2016-01-25,,156.53
2016-01-26,,158.01
2016-01-27,,158.61
2016-01-28,,155.42
2016-01-29,,159.26
2016-02-01,,158.57
2016-02-02,,155.07
2016-02-03,,152.36
2016-02-04,,152.43
2016-02-05,,151.24
2016-02-08,,145.42
2016-02-09,,143.32
2016-02-10,,145.85
2016-02-11,,140.54
2016-02-12,,144.02
2016-02-15,,148.06
2016-02-16,,147.93
2016-02-17,,151.66
2016-02-18,,151.7
2016-02-19,,150.66
2016-02-22,5.0,153.77
2016-02-23,5.0,151.58
2016-02-24,5.0,148.02
2016-02-25,5.0,150.88
2016-02-26,,153.07
2016-02-29,,154.31
2016-03-01,,156.93
2016-03-02,,157.89
2016-03-03,,157.62
2016-03-04,,158.73
2016-03-07,,157.88
2016-03-08,,156.9
2016-03-09,,157.32
2016-03-10,,155.3
2016-03-11,,160.34
2016-03-14,,161.6
2016-03-15,,160.33
2016-03-16,,160.21
2016-03-17,,159.66
2016-03-18,,160.53
2016-03-21,,159.88
2016-03-22,,160.24
2016-03-23,,160.13
2016-03-24,,157.3
2016-03-29,,158.32
2016-03-30,,160.46
2016-03-31,,158.62
2016-04-01,,156.44
2016-04-04,,156.41
2016-04-05,,153.32
2016-04-06,,154.0
2016-04-07,,152.45
2016-04-08,,154.74
2016-04-11,,155.44
2016-04-12,,156.04
2016-04-13,,160.51
2016-04-14,,161.36
2016-04-15,,160.9
2016-04-18,,161.55
2016-04-19,,163.9
2016-04-20,,165.06
2016-04-21,,164.95
2016-04-22,,164.35
2016-04-25,,163.25
2016-04-26,,163.68
2016-04-27,,164.44
2016-04-28,,164.61
2016-04-29,,160.2
2016-05-02,,161.13
2016-05-03,,158.18
2016-05-04,,156.58
2016-05-05,,157.15
2016-05-06,,157.16
2016-05-09,,157.72
2016-05-10,,159.28
2016-05-11,,158.07
2016-05-12,,157.27
2016-05-13,,158.18
2016-05-16,,158.09
2016-05-17,,157.51
2016-05-18,,158.34
2016-05-19,,156.74
2016-05-20,,158.66
2016-05-23,,158.09
2016-05-24,,161.31
2016-05-25,,163.75
2016-05-26,,164.64
2016-05-27,,164.57
2016-05-30,,165.38
2016-05-31,,164.3
2016-06-01,,163.2
2016-06-02,,163.21
2016-06-03,,161.74
2016-06-06,,162.17
2016-06-07,,164.15
2016-06-08,,163.14
2016-06-09,,161.5
2016-06-10,,157.55
2016-06-13,,154.5
2016-06-14,,151.63
2016-06-15,,152.82
2016-06-16,,152.1
2016-06-17,,153.85
2016-06-20,,159.08
2016-06-21,,159.91
2016-06-22,,160.35
2016-06-23,,163.44
2016-06-24,,150.65
2016-06-27,,145.91
2016-06-28,,149.31
2016-06-29,,152.97
2016-06-30,,155.14
2016-07-01,,155.94
2016-07-04,,154.96
2016-07-05,,152.28
2016-07-06,,149.19
2016-07-07,,150.77
2016-07-08,,153.71
2016-07-11,,156.34
2016-07-12,,158.58
2016-07-13,,158.4
2016-07-14,,159.92
2016-07-15,,159.4
2016-07-18,,159.47
2016-07-19,,158.65
2016-07-20,,160.51
2016-07-21,,160.54
2016-07-22,,160.74
2016-07-25,,161.01
2016-07-26,,161.27
2016-07-27,,162.33
2016-07-28,,161.19
2016-07-29,,162.1
2016-08-01,,161.45
2016-08-02,,158.16
2016-08-03,,158.47
2016-08-04,,159.61
2016-08-05,,161.96
2016-08-08,,162.39
2016-08-09,,164.76
2016-08-10,,164.36
2016-08-11,,166.03
2016-08-12,,165.61
2016-08-15,,165.84
2016-08-16,,164.44
2016-08-17,,162.82
2016-08-18,,163.86
2016-08-19,,162.49
2016-08-22,,162.19
2016-08-23,,163.65
2016-08-24,,164.44
2016-08-25,,163.39
2016-08-26,,164.4
2016-08-29,,163.83
2016-08-30,,165.19
2016-08-31,,164.82
2016-09-01,,164.28
2016-09-02,,167.69
2016-09-05,,167.56
2016-09-06,,166.98
2016-09-07,,168.0
2016-09-08,,167.57
2016-09-09,,165.8
2016-09-12,,163.71
2016-09-13,,162.1
2016-09-14,,161.76
2016-09-15,,162.4
2016-09-16,,160.68
2016-09-19,,162.46
2016-09-20,,162.48
2016-09-21,,163.25
2016-09-22,,166.53
2016-09-23,,165.65
2016-09-26,,162.93
2016-09-27,,162.63
2016-09-28,,163.54
2016-09-29,,163.72
2016-09-30,,164.59
2016-10-03,,164.2
2016-10-04,,166.19
2016-10-05,,165.78
2016-10-06,,165.19
2016-10-07,,163.46
2016-10-10,,165.41
2016-10-11,,164.82
2016-10-12,,164.45
2016-10-13,,162.68
2016-10-14,,165.06
2016-10-17,,164.3
2016-10-18,,166.4
2016-10-19,,166.97
2016-10-20,,167.72
2016-10-21,,167.87
2016-10-24,,168.66
2016-10-25,,168.23
2016-10-26,,167.87
2016-10-27,,167.92
2016-10-28,,168.11
2016-10-31,,166.79
2016-11-01,,165.15
2016-11-02,,162.85
2016-11-03,,162.49
2016-11-04,,161.41
2016-11-07,,164.09
2016-11-08,,164.99
2016-11-09,,166.29
2016-11-10,,165.24
2016-11-11,,164.54
2016-11-14,,164.51
2016-11-15,,165.44
2016-11-16,,164.55
2016-11-17,,165.27
2016-11-18,,164.25
2016-11-21,,164.78
2016-11-22,,165.8
2016-11-23,,165.49
2016-11-24,,165.62
2016-11-25,,166.09
2016-11-28,,164.44
2016-11-29,,165.6
2016-11-30,,166.25
2016-12-01,,165.14
2016-12-02,,164.34
2016-12-05,,166.16
2016-12-06,,168.8
2016-12-07,,170.33
2016-12-08,,173.11
2016-12-09,,173.29
2016-12-12,,173.18
2016-12-13,,175.2
2016-12-14,,173.84
2016-12-15,,176.1
2016-12-16,,176.82
2016-12-19,,176.48
2016-12-20,,177.19
2016-12-21,,177.34
2016-12-22,,177.12
2016-12-23,,177.25
2016-12-27,,177.86
2016-12-28,,177.45
2016-12-29,,177.34
2016-12-30,,177.44
2017-01-02,,179.27
2017-01-03,,179.82
2017-01-04,,179.54
2017-01-05,,180.07
2017-01-06,,179.91
2017-01-09,,179.13
2017-01-10,,179.1
2017-01-11,,179.44
2017-01-12,,178.16
2017-01-13,,179.89
2017-01-16,,178.59
2017-01-17,,178.47
2017-01-18,,178.79
2017-01-19,,178.51
2017-01-20,,179.35
2017-01-23,,177.58
2017-01-24,,178.5
2017-01-25,,180.73
2017-01-26,,180.49
2017-01-27,,179.98
2017-01-30,,177.78
2017-01-31,,175.95
2017-02-01,,177.46
2017-02-02,,177.93
2017-02-03,,178.94
2017-02-06,,176.8
2017-02-07,,176.92
2017-02-08,,177.03
2017-02-09,,178.84
2017-02-10,,178.84
2017-02-13,,180.62
2017-02-14,,180.61
2017-02-15,,181.42
2017-02-16,,181.15
2017-02-17,,180.58
2017-02-20,,181.0
2017-02-21,,181.94
2017-02-22,,182.05
2017-02-23,,181.59
2017-02-24,,180.19
2017-02-27,,180.22
2017-02-28,,180.9
2017-03-01,,183.97
2017-03-02,,184.35
2017-03-03,,184.65
2017-03-06,,184.04
2017-03-07,,183.64
2017-03-08,,183.89
2017-03-09,,184.94
2017-03-10,,185.28
2017-03-13,,185.61
2017-03-14,,184.95
2017-03-15,,185.27
2017-03-16,,187.01
2017-03-17,,187.48
2017-03-20,,187.21
2017-03-21,,186.51
2017-03-22,,185.78
2017-03-23,,187.51
2017-03-24,,187.43
2017-03-27,,186.84
2017-03-28,,188.44
2017-03-29,,189.11
2017-03-30,,189.66
2017-03-31,,190.95
2017-04-03,,189.58
2017-04-04,,189.82
2017-04-05,,189.72
2017-04-06,,190.48
2017-04-07,,190.84
2017-04-10,,190.1
2017-04-11,,189.48
2017-04-12,,189.39
2017-04-13,,188.36
2017-04-18,,186.36
2017-04-19,,187.15
2017-04-20,,188.18
2017-04-21,,188.2
2017-04-24,,194.98
2017-04-25,,195.82
2017-04-26,,195.54
2017-04-27,,195.02
2017-04-28,,195.38
2017-05-02,,196.58
2017-05-03,,196.9
2017-05-04,,199.28
2017-05-05,,200.89
2017-05-08,,200.27
2017-05-09,,200.71
2017-05-10,,200.67
2017-05-11,,199.62
2017-05-12,,200.26
2017-05-15,,201.05
2017-05-16,,201.37
2017-05-17,,198.13
2017-05-18,,197.15
2017-05-19,,198.86
2017-05-22,,198.62
2017-05-23,,199.37
2017-05-24,,199.33
2017-05-25,,199.34
2017-05-26,,199.2
2017-05-29,,198.85
2017-05-30,,198.64
2017-05-31,,198.37
2017-06-01,,199.65
2017-06-02,,200.49
2017-06-05,,199.96
2017-06-06,,198.68
2017-06-07,,198.82
2017-06-08,,199.12
2017-06-09,,200.61
2017-06-12,,198.21
2017-06-13,,199.42
2017-06-14,,198.99
2017-06-15,,197.66
2017-06-16,,199.04
2017-06-19,,200.88
2017-06-20,,199.79
2017-06-21,,199.48
2017-06-22,,199.15
2017-06-23,,198.42
2017-06-26,,199.38
2017-06-27,,197.78
2017-06-28,,197.94
2017-06-29,,194.41
2017-06-30,,193.13
2017-07-03,,195.88
2017-07-04,,195.16
2017-07-05,,195.46
2017-07-06,,194.54
2017-07-07,,194.59
2017-07-10,,195.46
2017-07-11,,194.75
2017-07-12,,197.46
2017-07-13,,198.31
2017-07-14,,198.16
2017-07-17,,198.06
2017-07-18,,196.07
2017-07-19,,197.09
2017-07-20,,196.72
2017-07-21,,194.39
2017-07-24,,194.12
2017-07-25,,195.38
2017-07-26,,196.35
2017-07-27,,196.46
2017-07-28,,194.7
2017-07-31,,194.09
2017-08-01,,195.41
2017-08-02,,194.57
2017-08-03,,195.03
2017-08-04,,197.22
2017-08-07,,197.18
2017-08-08,,197.92
2017-08-09,,195.45
2017-08-10,,193.71
2017-08-11,,191.96
2017-08-14,,194.46
2017-08-15,,195.0
2017-08-16,,196.35
2017-08-17,,195.31
2017-08-18,,194.32
2017-08-21,,193.02
2017-08-22,,194.71
2017-08-23,,193.9
2017-08-24,,194.27
2017-08-25,,193.99
2017-08-28,,192.87
2017-08-29,,190.81
2017-08-30,,191.8
2017-08-31,,193.17
2017-09-01,,194.02
2017-09-04,,193.35
2017-09-05,,193.03
2017-09-06,,193.54
2017-09-07,,193.98
2017-09-08,,193.6
2017-09-11,,196.82
2017-09-12,,197.77
2017-09-13,,198.0
2017-09-14,,198.21
2017-09-15,,197.65
2017-09-18,,198.42
2017-09-19,,198.53
2017-09-20,,198.12
2017-09-21,,198.65
2017-09-22,,198.66
2017-09-25,,198.63
2017-09-26,,198.73
2017-09-27,,199.54
2017-09-28,,200.31
2017-09-29,,201.67
2017-10-02,,202.39
2017-10-03,,202.64
2017-10-04,,201.78
2017-10-05,,202.75
2017-10-06,,202.1
2017-10-09,,202.72
2017-10-10,,202.23
2017-10-11,,202.97
2017-10-12,,202.95
2017-10-13,,203.02
2017-10-16,,202.92
2017-10-17,,202.95
2017-10-18,,203.87
2017-10-19,,202.51
2017-10-20,,203.09
2017-10-23,,203.18
2017-10-24,,203.42
2017-10-25,,202.48
2017-10-26,,204.66
2017-10-27,,205.43
2017-10-30,,205.91
2017-10-31,,206.8
2017-11-01,,207.91
2017-11-02,,207.49
2017-11-03,,207.53
2017-11-06,,207.28
2017-11-07,,206.22
2017-11-08,,206.2
2017-11-09,,203.9
2017-11-10,,202.92
2017-11-13,,201.9
2017-11-14,,201.32
2017-11-15,,200.1
2017-11-16,,201.59
2017-11-17,,200.49
2017-11-20,,201.61
2017-11-21,,202.47
2017-11-22,,201.58
2017-11-23,,201.92
2017-11-24,,202.5
2017-11-27,,201.42
2017-11-28,,202.53
2017-11-29,,202.78
2017-11-30,,202.18
2017-12-01,,200.04
2017-12-04,,202.47
2017-12-05,,202.55
2017-12-06,,202.0
2017-12-07,,202.59
2017-12-08,,203.59
2017-12-11,,203.38
2017-12-12,,204.43
2017-12-13,,203.66
2017-12-14,,202.49
2017-12-15,,202.23
2017-12-18,,204.95
2017-12-19,,203.82
2017-12-20,,202.3
2017-12-21,,203.24
2017-12-22,,202.68
2017-12-27,,202.72
2017-12-28,,201.37
2017-12-29,,200.33
2018-01-02,,199.65
2018-01-03,,201.54
2018-01-04,,204.48
2018-01-05,,206.37
2018-01-08,,206.96
2018-01-09,,207.9
2018-01-10,,207.07
2018-01-11,,206.46
2018-01-12,,207.38
2018-01-15,,207.13
2018-01-16,,207.48
2018-01-17,,207.21
2018-01-18,,207.74
2018-01-19,,209.32
2018-01-22,,209.94
2018-01-23,,210.33
2018-01-24,,208.5
2018-01-25,,207.74
2018-01-26,,208.8
2018-01-29,,208.35
2018-01-30,,206.85
2018-01-31,,206.75
2018-02-01,,205.8
2018-02-02,,202.6
2018-02-05,,200.0
2018-02-06,,195.54
2018-02-07,,199.04
2018-02-08,,194.46
2018-02-09,,192.34
2018-02-12,,194.76
2018-02-13,,192.8
2018-02-14,,195.07
2018-02-15,,196.36
2018-02-16,,198.5
2018-02-19,,197.36
2018-02-20,,198.8
2018-02-21,,198.86
2018-02-22,,198.66
2018-02-23,,199.12
2018-02-26,,200.15
2018-02-27,,199.74
2018-02-28,,198.74
2018-03-01,,196.5
2018-03-02,,192.42
2018-03-05,,194.28
2018-03-06,,194.8
2018-03-07,,195.9
2018-03-08,,198.04
2018-03-09,,198.44
2018-03-12,,199.02
2018-03-13,,197.16
2018-03-14,,196.74
2018-03-15,,197.94
2018-03-16,,198.7
