,MLMFI FP Equity_DX_SI_QTY,MLMFI FP Equity_DX_SHORT_INTEREST_VALUE,MLMFI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMFI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMFI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMFI FP Equity_DX_SI_MV,MLMFI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMFI FP Equity_DX_SUPPLY_SI_QTY,MLMFI FP Equity_DX_BROKER_SI_QTY,MLMFI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMFI FP Equity_DX_SUPPLY_SI_MV,MLMFI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMFI FP Equity_DX_UTILIZATION_QUANTITY,MLMFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMFI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMFI FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMFI FP Equity_DX_BROKER_SI_CON_RATIO,MLMFI FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMFI FP Equity_PX_LAST
2023-02-01,,,,,,,,,,,,,,,,,,,,20.0
2023-02-02,,,,,,,,,,,,,,,,,,,,20.0
2023-02-03,,,,,,,,,,,,,,,,,,,,20.0
2023-02-06,,,,,,,,,,,,,,,,,,,,20.0
2023-02-07,,,,,,,,,,,,,,,,,,,,20.0
2023-02-08,,,,,,,,,,,,,,,,,,,,21.0
2023-02-09,,,,,,,,,,,,,,,,,,,,21.0
2023-02-10,,,,,,,,,,,,,,,,,,,,21.0
2023-02-13,,,,,,,,,,,,,,,,,,,,21.0
2023-02-14,,,,,,,,,,,,,,,,,,,,14.6
2023-02-15,,,,,,,,,,,,,,,,,,,,14.6
2023-02-16,,,,,,,,,,,,,,,,,,,,14.6
2023-02-17,,,,,,,,,,,,,,,,,,,,14.6
2023-02-20,,,,,,,,,,,,,,,,,,,,14.6
2023-02-21,,,,,,,,,,,,,,,,,,,,14.6
2023-02-22,,,,,,,,,,,,,,,,,,,,14.6
2023-02-23,,,,,,,,,,,,,,,,,,,,14.6
2023-02-24,,,,,,,,,,,,,,,,,,,,14.6
2023-02-27,,,,,,,,,,,,,,,,,,,,14.6
2023-02-28,,,,,,,,,,,,,,,,,,,,14.6
2023-03-01,,,,,,,,,,,,,,,,,,,,14.6
2023-03-02,,,,,,,,,,,,,,,,,,,,14.6
2023-03-03,,,,,,,,,,,,,,,,,,,,14.6
2023-03-06,,,,,,,,,,,,,,,,,,,,14.6
2023-03-07,,,,,,,,,,,,,,,,,,,,14.6
2023-03-08,,,,,,,,,,,,,,,,,,,,14.6
2023-03-09,,,,,,,,,,,,,,,,,,,,14.6
2023-03-10,,,,,,,,,,,,,,,,,,,,14.6
2023-03-13,,,,,,,,,,,,,,,,,,,,14.6
2023-03-14,,,,,,,,,,,,,,,,,,,,14.6
2023-03-15,,,,,,,,,,,,,,,,,,,,14.6
2023-03-16,,,,,,,,,,,,,,,,,,,,14.6
2023-03-17,,,,,,,,,,,,,,,,,,,,14.6
2023-03-20,,,,,,,,,,,,,,,,,,,,14.6
2023-03-21,,,,,,,,,,,,,,,,,,,,14.6
2023-03-22,,,,,,,,,,,,,,,,,,,,14.6
2023-03-23,,,,,,,,,,,,,,,,,,,,14.6
2023-03-24,,,,,,,,,,,,,,,,,,,,14.6
2023-03-27,,,,,,,,,,,,,,,,,,,,14.6
2023-03-28,,,,,,,,,,,,,,,,,,,,14.6
2023-03-29,,,,,,,,,,,,,,,,,,,,14.6
2023-03-30,,,,,,,,,,,,,,,,,,,,14.6
2023-03-31,,,,,,,,,,,,,,,,,,,,14.6
2023-04-03,,,,,,,,,,,,,,,,,,,,14.6
2023-04-04,,,,,,,,,,,,,,,,,,,,14.6
2023-04-05,,,,,,,,,,,,,,,,,,,,14.6
2023-04-06,,,,,,,,,,,,,,,,,,,,14.6
2023-04-11,,,,,,,,,,,,,,,,,,,,14.6
2023-04-12,,,,,,,,,,,,,,,,,,,,14.6
2023-04-13,,,,,,,,,,,,,,,,,,,,14.6
2023-04-14,,,,,,,,,,,,,,,,,,,,14.6
2023-04-17,,,,,,,,,,,,,,,,,,,,14.6
2023-04-18,,,,,,,,,,,,,,,,,,,,14.6
2023-04-19,,,,,,,,,,,,,,,,,,,,14.6
2023-04-20,,,,,,,,,,,,,,,,,,,,14.6
2023-04-21,,,,,,,,,,,,,,,,,,,,14.6
2023-04-24,,,,,,,,,,,,,,,,,,,,14.6
2023-04-25,,,,,,,,,,,,,,,,,,,,14.6
2023-04-26,,,,,,,,,,,,,,,,,,,,14.6
2023-04-27,,,,,,,,,,,,,,,,,,,,14.6
2023-04-28,,,,,,,,,,,,,,,,,,,,14.6
2023-05-02,,,,,,,,,,,,,,,,,,,,14.6
2023-05-03,,,,,,,,,,,,,,,,,,,,14.6
2023-05-04,,,,,,,,,,,,,,,,,,,,14.6
2023-05-05,,,,,,,,,,,,,,,,,,,,14.6
2023-05-08,,,,,,,,,,,,,,,,,,,,14.6
2023-05-09,,,,,,,,,,,,,,,,,,,,14.6
2023-05-10,,,,,,,,,,,,,,,,,,,,14.6
2023-05-11,,,,,,,,,,,,,,,,,,,,14.6
2023-05-12,,,,,,,,,,,,,,,,,,,,14.6
2023-05-15,,,,,,,,,,,,,,,,,,,,14.6
2023-05-16,,,,,,,,,,,,,,,,,,,,14.6
2023-05-17,,,,,,,,,,,,,,,,,,,,14.6
2023-05-18,,,,,,,,,,,,,,,,,,,,14.6
2023-05-19,,,,,,,,,,,,,,,,,,,,14.6
2023-05-22,,,,,,,,,,,,,,,,,,,,14.6
2023-05-23,,,,,,,,,,,,,,,,,,,,14.6
2023-05-24,,,,,,,,,,,,,,,,,,,,14.6
2023-05-25,,,,,,,,,,,,,,,,,,,,14.6
2023-05-26,,,,,,,,,,,,,,,,,,,,14.6
2023-05-29,,,,,,,,,,,,,,,,,,,,14.6
2023-05-30,,,,,,,,,,,,,,,,,,,,14.6
2023-05-31,,,,,,,,,,,,,,,,,,,,14.6
2023-06-01,,,,,,,,,,,,,,,,,,,,14.6
2023-06-02,,,,,,,,,,,,,,,,,,,,14.6
2023-06-05,,,,,,,,,,,,,,,,,,,,14.6
2023-06-06,,,,,,,,,,,,,,,,,,,,14.6
2023-06-07,,,,,,,,,,,,,,,,,,,,14.6
2023-06-08,,,,,,,,,,,,,,,,,,,,14.6
2023-06-09,,,,,,,,,,,,,,,,,,,,14.6
2023-06-12,,,,,,,,,,,,,,,,,,,,14.6
2023-06-13,,,,,,,,,,,,,,,,,,,,14.6
2023-06-14,,,,,,,,,,,,,,,,,,,,14.6
2023-06-15,,,,,,,,,,,,,,,,,,,,14.6
2023-06-16,,,,,,,,,,,,,,,,,,,,14.6
2023-06-19,,,,,,,,,,,,,,,,,,,,14.6
2023-06-20,,,,,,,,,,,,,,,,,,,,14.6
2023-06-21,,,,,,,,,,,,,,,,,,,,14.6
2023-06-22,,,,,,,,,,,,,,,,,,,,14.6
2023-06-23,,,,,,,,,,,,,,,,,,,,14.6
2023-06-26,,,,,,,,,,,,,,,,,,,,14.6
2023-06-27,,,,,,,,,,,,,,,,,,,,14.6
2023-06-28,,,,,,,,,,,,,,,,,,,,14.6
2023-06-29,,,,,,,,,,,,,,,,,,,,14.6
2023-06-30,,,,,,,,,,,,,,,,,,,,14.6
2023-07-03,,,,,,,,,,,,,,,,,,,,14.6
2023-07-04,,,,,,,,,,,,,,,,,,,,14.6
2023-07-05,,,,,,,,,,,,,,,,,,,,14.6
2023-07-06,,,,,,,,,,,,,,,,,,,,14.6
2023-07-07,,,,,,,,,,,,,,,,,,,,14.6
2023-07-10,,,,,,,,,,,,,,,,,,,,14.6
2023-07-11,,,,,,,,,,,,,,,,,,,,14.6
2023-07-12,,,,,,,,,,,,,,,,,,,,14.6
2023-07-13,,,,,,,,,,,,,,,,,,,,14.6
2023-07-14,,,,,,,,,,,,,,,,,,,,14.6
2023-07-17,,,,,,,,,,,,,,,,,,,,14.6
2023-07-18,,,,,,,,,,,,,,,,,,,,14.6
2023-07-19,,,,,,,,,,,,,,,,,,,,14.6
2023-07-20,,,,,,,,,,,,,,,,,,,,14.6
2023-07-21,,,,,,,,,,,,,,,,,,,,14.6
2023-07-24,,,,,,,,,,,,,,,,,,,,14.6
2023-07-25,,,,,,,,,,,,,,,,,,,,14.6
2023-07-26,,,,,,,,,,,,,,,,,,,,14.6
2023-07-27,,,,,,,,,,,,,,,,,,,,14.6
2023-07-28,,,,,,,,,,,,,,,,,,,,14.6
2023-07-31,,,,,,,,,,,,,,,,,,,,14.6
2023-08-01,,,,,,,,,,,,,,,,,,,,14.6
2023-08-02,,,,,,,,,,,,,,,,,,,,14.6
2023-08-03,,,,,,,,,,,,,,,,,,,,14.6
2023-08-04,,,,,,,,,,,,,,,,,,,,14.6
2023-08-07,,,,,,,,,,,,,,,,,,,,14.6
2023-08-08,,,,,,,,,,,,,,,,,,,,14.6
2023-08-09,,,,,,,,,,,,,,,,,,,,14.6
2023-08-10,,,,,,,,,,,,,,,,,,,,14.6
2023-08-11,,,,,,,,,,,,,,,,,,,,14.6
2023-08-14,,,,,,,,,,,,,,,,,,,,14.6
2023-08-15,,,,,,,,,,,,,,,,,,,,14.6
2023-08-16,,,,,,,,,,,,,,,,,,,,14.6
2023-08-17,,,,,,,,,,,,,,,,,,,,14.6
2023-08-18,,,,,,,,,,,,,,,,,,,,14.6
2023-08-21,,,,,,,,,,,,,,,,,,,,14.6
2023-08-22,,,,,,,,,,,,,,,,,,,,14.6
2023-08-23,,,,,,,,,,,,,,,,,,,,14.6
2023-08-24,,,,,,,,,,,,,,,,,,,,14.6
2023-08-25,,,,,,,,,,,,,,,,,,,,14.6
2023-08-28,,,,,,,,,,,,,,,,,,,,14.6
2023-08-29,,,,,,,,,,,,,,,,,,,,14.6
2023-08-30,,,,,,,,,,,,,,,,,,,,14.6
2023-08-31,,,,,,,,,,,,,,,,,,,,14.6
2023-09-01,,,,,,,,,,,,,,,,,,,,14.6
2023-09-04,,,,,,,,,,,,,,,,,,,,14.6
2023-09-05,,,,,,,,,,,,,,,,,,,,14.6
2023-09-06,,,,,,,,,,,,,,,,,,,,14.6
2023-09-07,,,,,,,,,,,,,,,,,,,,14.6
2023-09-08,,,,,,,,,,,,,,,,,,,,14.6
2023-09-11,,,,,,,,,,,,,,,,,,,,14.6
2023-09-12,,,,,,,,,,,,,,,,,,,,14.6
2023-09-13,,,,,,,,,,,,,,,,,,,,14.6
2023-09-14,,,,,,,,,,,,,,,,,,,,14.6
2023-09-15,,,,,,,,,,,,,,,,,,,,14.6
2023-09-18,,,,,,,,,,,,,,,,,,,,14.6
2023-09-19,,,,,,,,,,,,,,,,,,,,14.6
2023-09-20,,,,,,,,,,,,,,,,,,,,14.6
2023-09-21,,,,,,,,,,,,,,,,,,,,14.6
2023-09-22,,,,,,,,,,,,,,,,,,,,14.6
2023-09-25,,,,,,,,,,,,,,,,,,,,14.6
2023-09-26,,,,,,,,,,,,,,,,,,,,14.6
2023-09-27,,,,,,,,,,,,,,,,,,,,14.6
2023-09-28,,,,,,,,,,,,,,,,,,,,14.6
2023-09-29,,,,,,,,,,,,,,,,,,,,14.6
2023-10-02,,,,,,,,,,,,,,,,,,,,14.6
2023-10-03,,,,,,,,,,,,,,,,,,,,14.6
2023-10-04,,,,,,,,,,,,,,,,,,,,14.6
2023-10-05,,,,,,,,,,,,,,,,,,,,14.6
2023-10-06,,,,,,,,,,,,,,,,,,,,14.6
2023-10-09,,,,,,,,,,,,,,,,,,,,14.6
2023-10-10,,,,,,,,,,,,,,,,,,,,14.6
2023-10-11,,,,,,,,,,,,,,,,,,,,14.6
2023-10-12,,,,,,,,,,,,,,,,,,,,14.6
2023-10-13,,,,,,,,,,,,,,,,,,,,14.6
2023-10-16,,,,,,,,,,,,,,,,,,,,14.6
2023-10-17,,,,,,,,,,,,,,,,,,,,14.6
2023-10-18,,,,,,,,,,,,,,,,,,,,14.6
2023-10-19,,,,,,,,,,,,,,,,,,,,14.6
2023-10-20,,,,,,,,,,,,,,,,,,,,14.6
2023-10-23,,,,,,,,,,,,,,,,,,,,14.6
2023-10-24,,,,,,,,,,,,,,,,,,,,14.6
2023-10-25,,,,,,,,,,,,,,,,,,,,14.6
2023-10-26,,,,,,,,,,,,,,,,,,,,14.6
2023-10-27,,,,,,,,,,,,,,,,,,,,14.6
2023-10-30,,,,,,,,,,,,,,,,,,,,14.6
2023-10-31,,,,,,,,,,,,,,,,,,,,14.6
2023-11-01,,,,,,,,,,,,,,,,,,,,14.6
2023-11-02,,,,,,,,,,,,,,,,,,,,14.6
2023-11-03,,,,,,,,,,,,,,,,,,,,14.6
2023-11-06,,,,,,,,,,,,,,,,,,,,14.6
2023-11-07,,,,,,,,,,,,,,,,,,,,14.6
2023-11-08,,,,,,,,,,,,,,,,,,,,14.6
2023-11-09,,,,,,,,,,,,,,,,,,,,14.6
2023-11-10,,,,,,,,,,,,,,,,,,,,14.6
2023-11-13,,,,,,,,,,,,,,,,,,,,14.6
2023-11-14,,,,,,,,,,,,,,,,,,,,14.6
2023-11-15,,,,,,,,,,,,,,,,,,,,14.6
2023-11-16,,,,,,,,,,,,,,,,,,,,14.6
2023-11-17,,,,,,,,,,,,,,,,,,,,14.6
2023-11-20,,,,,,,,,,,,,,,,,,,,14.6
2023-11-21,,,,,,,,,,,,,,,,,,,,14.6
2023-11-22,,,,,,,,,,,,,,,,,,,,14.6
2023-11-23,,,,,,,,,,,,,,,,,,,,14.6
2023-11-24,,,,,,,,,,,,,,,,,,,,14.6
2023-11-27,,,,,,,,,,,,,,,,,,,,14.6
2023-11-28,,,,,,,,,,,,,,,,,,,,14.6
2023-11-29,,,,,,,,,,,,,,,,,,,,14.6
2023-11-30,,,,,,,,,,,,,,,,,,,,14.6
2023-12-01,,,,,,,,,,,,,,,,,,,,14.6
2023-12-04,,,,,,,,,,,,,,,,,,,,14.6
2023-12-05,,,,,,,,,,,,,,,,,,,,14.6
2023-12-06,,,,,,,,,,,,,,,,,,,,14.6
2023-12-07,,,,,,,,,,,,,,,,,,,,14.6
2023-12-08,,,,,,,,,,,,,,,,,,,,14.6
2023-12-11,,,,,,,,,,,,,,,,,,,,14.6
2023-12-12,,,,,,,,,,,,,,,,,,,,14.6
2023-12-13,,,,,,,,,,,,,,,,,,,,14.6
2023-12-14,,,,,,,,,,,,,,,,,,,,14.6
2023-12-15,,,,,,,,,,,,,,,,,,,,14.6
2023-12-18,,,,,,,,,,,,,,,,,,,,14.6
2023-12-19,,,,,,,,,,,,,,,,,,,,14.6
2023-12-20,,,,,,,,,,,,,,,,,,,,14.6
2023-12-21,,,,,,,,,,,,,,,,,,,,14.6
2023-12-22,,,,,,,,,,,,,,,,,,,,14.6
2023-12-26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,
2023-12-27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2023-12-28,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2023-12-29,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,
2024-01-02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-03,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-10,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-11,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27448.0,0.03,0.0,0.0,0.0,14.6
2024-01-17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,28200.0,0.03,0.0,0.0,0.0,15.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,28200.0,0.03,0.0,0.0,0.0,15.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,28200.0,0.03,0.0,0.0,0.0,15.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,28200.0,0.03,0.0,0.0,0.0,15.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,28200.0,0.03,0.0,0.0,0.0,15.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27072.0,0.03,0.0,0.0,0.0,14.4
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,27072.0,0.03,0.0,0.0,0.0,14.4
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26132.0,0.03,0.0,0.0,0.0,13.9
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.03,0.0,0.0,0.0,13.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,24440.0,0.02,0.0,0.0,0.0,13.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,23500.0,0.02,0.0,0.0,0.0,12.5
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,22560.0,0.02,0.0,0.0,0.0,12.0
