,MMB FP Equity_DX_SI_QTY,MMB FP Equity_DX_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MMB FP Equity_DX_SI_MV,MMB FP Equity_DX_DSS,MMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY,MMB FP Equity_DX_BROKER_SI_QTY,MMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MMB FP Equity_DX_BROKER_SI_MV_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MMB FP Equity_DX_BROKER_SI_MV_INC_x,MMB FP Equity_DX_SUPPLY_SI_MV_NEW,MMB FP Equity_DX_BROKER_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_NEW,MMB FP Equity_DX_SUPPLY_SI_MV_DEC,MMB FP Equity_DX_BROKER_SI_QTY_INC,MMB FP Equity_DX_SUPPLY_SI_QTY_DEC,MMB FP Equity_DX_BROKER_SI_MV_NEW_y,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MMB FP Equity_DX_BROKER_SI_MV_INC_y,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MMB FP Equity_DX_BROKER_SI_MV_ADD,MMB FP Equity_DX_SUPPLY_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_DEC,MMB FP Equity_DX_SUPPLY_SI_MV,MMB FP Equity_DX_BROKER_SI_MV_DEC,MMB FP Equity_DX_SUPPLY_SI_MV_RMV,MMB FP Equity_DX_BROKER_SI_MV_RMV,MMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MMB FP Equity_DX_UTILIZATION_QUANTITY,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MMB FP Equity_DX_BROKER_SI_CON_RATIO,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MMB FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-12-09,355948.0,7261339.2,3.02,23.86,0.25,7.24,0.0,6690139.2,204338.0,327948.0,4168495.2,,,,,,,,,,,,,,,,,,4.09,,,,18.0,18.0,930815.0,18988626.0,,18.71,17.95,11.47,0.3414,55.29,0.3136
2022-12-12,353147.0,7126506.46,3.0,24.1,0.25,7.3,0.0,6561466.46,201537.0,325147.0,4067016.66,,,,,,,,0.0,,2801.0,,,,,,,2801.0,4.11,0.06,,,17.74,17.74,934372.0,18855626.96,,19.02,17.77,11.6,0.3476,55.88,0.3109
2022-12-13,353147.0,7168884.1,3.0,24.7,0.25,7.2,0.0,6600484.1,201537.0,325147.0,4091201.1,,,,,,,,,,,,,,,,,,4.06,,,,17.75,17.75,934075.0,18961722.5,,18.75,17.79,11.62,0.3456,55.69,0.311
2022-12-14,353147.0,7126506.46,3.0,24.98,0.25,7.25,0.0,6400026.46,201537.0,317147.0,4067016.66,,,8000.0,,,,,0.15,,8000.0,,,,8000.0,,,8000.0,4.09,0.17,,,17.75,17.75,933958.0,18847272.44,,18.89,17.78,10.2,0.3437,55.92,0.311
2022-12-15,353147.0,7070002.94,3.0,25.16,0.25,7.22,0.0,6349282.94,201537.0,317147.0,4034770.74,,,,,,,,,,,,,,,,,,4.07,,,,17.75,17.75,933958.0,18697839.16,,18.84,17.76,10.17,0.3441,55.96,0.311
2022-12-16,353147.0,6646226.54,3.0,24.53,0.25,7.13,0.0,5968706.54,201537.0,317147.0,3792926.34,,,,,,,,,,,,,,,,,,4.04,,,,17.94,17.94,921908.0,17350308.56,,18.32,18.07,10.22,0.3475,56.29,0.3143
2022-12-19,350596.0,6755984.92,2.97,18.56,0.25,6.7,0.0,6062264.92,201537.0,314596.0,3883617.99,,,,,,,,,,,,,,,,,2551.0,3.79,0.04,,,17.94,17.94,921929.0,17765571.83,,17.44,17.87,10.22,0.3462,56.16,0.3121
2022-12-20,338596.0,6426552.08,2.87,17.27,0.24,6.59,0.0,5743272.08,192986.0,302596.0,3662874.28,,,,,,,,0.11,,8551.0,,,,,,,12000.0,3.72,0.21,,,18.67,18.67,840483.0,15952367.34,,16.1,18.75,8.89,0.3671,58.38,0.3276
2022-12-21,340596.0,6559878.96,2.89,17.59,0.24,6.56,0.0,5827998.96,194986.0,302596.0,3755430.36,,,2000.0,,,,,,,,,,,2000.0,,,,3.7,,,,18.89,18.89,837115.0,16122834.9,,15.97,18.82,8.79,0.3617,57.9,0.33
2022-12-22,342596.0,6670344.12,2.91,17.57,0.24,6.69,0.0,6417234.12,194986.0,329596.0,3796377.42,,,25000.0,0.04,,25000.0,,0.48,2000.0,25000.0,,,0.04,25000.0,0.48,,,3.76,,,,19.03,19.03,829637.0,16153032.39,,16.03,18.98,8.75,0.3581,57.59,0.3344
2022-12-23,342596.0,6646362.4,2.91,18.12,0.24,6.71,0.0,6394162.4,194986.0,329596.0,3782728.4,,,,,,,,,,,,,,,,,,3.79,,,,19.03,19.03,829637.0,16094957.8,,16.11,19.06,8.83,0.3559,57.38,0.3344
2022-12-26,342596.0,6646362.4,2.91,18.55,0.24,6.7,0.0,6394162.4,194986.0,329596.0,3782728.4,,,,,,,,,,,,,,,,,,3.78,,,,18.98,18.98,832526.0,16151004.4,,16.16,18.97,8.81,0.3564,57.43,0.3334
2022-12-27,342596.0,6728585.44,2.91,18.55,0.24,6.74,0.0,6473265.44,194986.0,329596.0,3829525.04,,,,,,,,,,,,,,,,,,3.78,,,,18.93,18.93,834786.0,16395197.04,,16.22,18.91,8.76,0.3578,57.56,0.3327
2022-12-28,343596.0,6865048.08,2.92,18.55,0.24,6.85,0.0,6605308.08,194986.0,330596.0,3895820.28,,,,0.03,,,,,1000.0,,,,0.03,,,,,3.83,,,,18.93,18.93,835125.0,16685797.5,,16.5,18.84,9.0,0.3562,57.4,0.3336
2022-12-29,353596.0,7100207.68,3.0,18.9,0.25,7.14,0.0,6738767.68,199986.0,335596.0,4015718.88,,,5000.0,,,5000.0,,,,,,,,5000.0,0.1,,,3.99,,,,45.11,19.41,243364.0,4886749.12,,4.88,44.99,8.78,0.337,55.8,0.3432
2022-12-30,351596.0,7045983.84,2.98,19.23,0.25,7.12,0.0,6805503.84,198986.0,339596.0,3987679.44,,,,,,5000.0,,0.02,,1000.0,,,,,0.11,,1000.0,3.99,0.02,,,44.98,19.31,243364.0,4877014.56,,4.88,45.0,8.29,0.3385,55.98,0.3413
2023-01-02,351596.0,7376484.08,2.98,18.76,0.25,7.15,0.0,7124724.08,198986.0,339596.0,4174726.28,,,,,,,,,,,,,,,,,,3.99,,,,19.33,19.33,830280.0,17419274.4,,16.73,19.27,8.24,0.3358,55.72,0.3416
2023-01-03,351186.0,7220384.16,2.98,18.58,0.25,7.47,0.0,6973664.16,198986.0,339186.0,4091152.16,,,,,,,,,,,,,,,,,410.0,4.15,0.0,,,17.83,17.83,917171.0,18857035.76,,19.41,17.62,8.14,0.344,56.52,0.3146
2023-01-04,340786.0,7027007.32,2.89,17.59,0.24,7.08,0.0,6779567.32,193986.0,328786.0,3999991.32,,,,,,,,0.16,,5000.0,,,,,,,10400.0,3.99,0.24,,,36.65,17.39,335255.0,6912958.1,,6.91,36.6,7.26,0.3566,57.85,0.3056
2023-01-05,346144.0,7102874.88,2.94,18.87,0.25,7.23,0.0,6856634.88,197344.0,334144.0,4049498.88,,,,0.12,,,,,5358.0,,,,0.12,,,3358.0,,4.08,,,,37.05,17.7,335255.0,6879432.6,,6.89,37.17,7.3,0.3488,57.06,0.3104
2023-01-06,346144.0,6985185.92,2.94,19.26,0.25,7.15,0.0,6743025.92,197344.0,334144.0,3982401.92,,,,,,,,,,,,,,,,,,4.04,,,,37.05,17.7,335255.0,6765445.9,,6.83,37.16,7.35,0.3483,57.0,0.3104
2023-01-09,343136.0,7027425.28,2.91,18.88,0.24,7.03,0.0,6781665.28,196094.0,331136.0,4016005.12,,,,,,,,0.07,,1250.0,,,,,,,3008.0,3.95,0.03,,,36.82,17.58,336505.0,6891622.4,,6.85,36.59,7.35,0.3483,57.0,0.3077
2023-01-10,349592.0,7124684.96,2.97,19.29,0.25,7.25,0.0,6880124.96,199792.0,337592.0,4071760.96,,,5456.0,0.11,,1630.0,,0.03,6000.0,1758.0,,,0.11,5456.0,0.03,,1174.0,4.09,0.02,,,37.58,17.94,331805.0,6762185.9,,6.78,37.65,8.03,0.3432,56.49,0.3139
2023-01-11,349178.0,7200050.36,2.96,19.27,0.25,7.21,0.0,6936217.46,199792.0,336383.0,4119711.04,,,,,,,,,,,,,,,,,1209.0,4.07,0.05,,,37.58,18.03,331805.0,6841819.1,,6.8,37.43,8.04,0.3413,56.3,0.3152
2023-01-12,288107.0,5946528.48,2.44,16.76,0.2,6.01,0.0,5562624.48,141307.0,269507.0,2916576.48,,,,,,,,1.17,,58485.0,,,,,,,66876.0,2.91,1.34,,,26.52,12.72,391576.0,8082128.64,,8.08,26.45,9.64,0.2665,48.25,0.2594
2023-01-13,279874.0,5748611.96,2.37,16.57,0.2,5.85,0.0,5502131.96,135564.0,267874.0,2784484.56,,,,,,,,0.11,,5743.0,,,,,,,1633.0,2.8,0.03,,,25.52,12.2,395719.0,8128068.26,,8.15,25.56,8.83,0.2784,49.7,0.252
2023-01-16,278244.0,5787475.2,2.36,16.78,0.2,5.81,0.0,5537875.2,133934.0,266244.0,2785827.2,,,,,,,,0.04,,1630.0,,,,,,,1630.0,2.75,0.03,,,25.21,12.05,397349.0,8264859.2,,8.2,25.11,8.84,0.2813,49.96,0.2504
2023-01-17,279189.0,5756877.18,2.37,17.71,0.2,5.9,0.0,5509437.18,133389.0,267189.0,2750481.18,,,,,,2490.0,,0.0,,545.0,,,,,0.05,,1545.0,2.78,0.03,,,25.11,12.01,397894.0,8204574.28,,8.24,25.19,8.81,0.2808,49.99,0.2513
2023-01-18,280189.0,5844742.54,2.38,17.57,0.2,5.88,0.0,5594422.54,133389.0,268189.0,2782494.54,,,,0.02,,,,,1000.0,,,,0.02,,,,,2.75,,,,25.11,12.01,397894.0,8300068.84,,8.25,25.01,8.77,0.2778,49.63,0.2522
2023-01-19,280189.0,5738270.72,2.38,17.21,0.2,5.91,0.0,5492510.72,133389.0,268189.0,2731806.72,,,,,,,,,,,,,,,,,,2.78,,,,25.11,12.0,397894.0,8148869.12,,8.24,25.23,8.82,0.279,49.78,0.2522
2023-01-20,280189.0,5850346.32,2.38,17.49,0.2,5.83,0.0,5599786.32,133389.0,268189.0,2785162.32,,,,,,,,,,,,,,,,,,2.73,,,,25.11,12.0,397894.0,8308026.72,,8.22,24.93,8.78,0.2768,49.52,0.2522
2023-01-23,278189.0,5858660.34,2.36,17.41,0.2,5.9,0.0,5605940.34,133389.0,266189.0,2809172.34,,,,,,,,,,,,,,,,,2000.0,2.78,0.03,,,49.31,12.0,137102.0,2887368.12,,2.89,49.03,8.85,0.2808,50.01,0.2502
2023-01-24,278189.0,5930989.48,2.36,17.48,0.2,5.95,0.0,5675149.48,133389.0,266189.0,2843853.48,,,,,,,,,,,,,,,,,,2.81,,,,49.31,11.99,137102.0,2923014.64,,2.93,48.9,8.85,0.2805,49.98,0.2502
2023-01-25,262789.0,5550103.68,2.23,15.8,0.19,5.67,0.0,5338903.68,123989.0,252789.0,2618647.68,,,,,,,,0.17,,9400.0,,,,,,,13400.0,2.64,0.28,,,100.0,11.14,0.0,0.0,,0.0,100.0,9.4,0.3123,53.04,0.2361
2023-01-26,260789.0,5513079.46,2.21,15.67,0.18,5.59,0.0,5301679.46,123989.0,250789.0,2621127.46,,,,,,,,,,,,,,,,,2000.0,2.62,0.04,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.44,0.3165,53.42,0.2335
2023-01-27,265789.0,5608147.9,2.26,15.86,0.19,5.7,0.0,5397147.9,123989.0,255789.0,2616167.9,,,,,,5000.0,,,,,,,,,0.11,,,2.62,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.27,0.3054,52.45,0.238
2023-01-30,265789.0,5368937.8,2.26,16.37,0.19,5.66,0.0,5166937.8,123989.0,255789.0,2504577.8,,,,,,,,,,,,,,,,,,2.62,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.32,0.3079,52.72,0.2379
2023-01-31,265789.0,5432727.16,2.26,22.0,0.19,5.46,0.0,5228327.16,123989.0,255789.0,2534335.16,,,,,,,,,,,,,,,,,,2.5,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.26,0.3047,52.38,0.2379
2023-02-01,265789.0,5459306.06,2.26,23.52,0.19,5.48,0.0,5253906.06,123989.0,255789.0,2546734.06,,,,,,,,,,,,,,,,,,2.53,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.32,0.3032,52.21,0.2379
2023-02-02,265789.0,5453990.28,2.26,23.77,0.19,5.55,0.0,5248790.28,123989.0,255789.0,2544254.28,,,,,,,,,,,,,,,,,,2.55,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.26,0.3058,52.5,0.2378
2023-02-03,265789.0,5480569.18,2.26,23.06,0.19,5.57,0.0,5274369.18,123989.0,255789.0,2556653.18,,,,,,,,,,,,,,,,,,2.55,,,,100.0,11.1,0.0,0.0,,0.0,100.0,9.2,0.3072,52.65,0.2378
2023-02-06,253789.0,5177295.6,2.15,21.8,0.18,5.33,0.0,4973295.6,111989.0,243789.0,2284575.6,,,,,,,,0.25,,12000.0,,,,,,,12000.0,2.31,0.26,,,100.0,10.02,0.0,0.0,,0.0,100.0,9.68,0.3336,55.29,0.2271
2023-02-07,253789.0,5177295.6,2.15,22.22,0.18,5.25,0.0,4973295.6,111989.0,243789.0,2284575.6,,,,,,,,,,,,,,,,,,2.28,,,,100.0,10.01,0.0,0.0,,0.0,100.0,9.72,0.3312,55.04,0.2269
2023-02-08,251589.0,5132415.6,2.13,22.43,0.18,5.2,0.0,4928415.6,111989.0,241589.0,2284575.6,,,,,,,,,,,,,,,,,2200.0,2.28,0.04,,,100.0,10.02,0.0,0.0,,0.0,100.0,9.81,0.3362,55.47,0.2251
2023-02-09,251589.0,5092161.36,2.13,22.94,0.18,5.2,0.0,4889761.36,111989.0,241589.0,2266657.36,,,,,,,,,,,,,,,,,,2.28,,,,100.0,10.08,0.0,0.0,,0.0,100.0,9.81,0.3369,55.53,0.2264
2023-02-10,240589.0,4883956.7,2.04,21.79,0.17,4.95,0.0,4680956.7,111989.0,230589.0,2273376.7,,,,0.01,,,,,1000.0,,,,0.01,,,,12000.0,2.27,0.26,,,100.0,10.08,0.0,0.0,,0.0,100.0,10.22,0.3676,58.6,0.2165
2023-02-13,238589.0,4886302.72,2.02,23.05,0.17,4.9,0.0,4722462.72,103989.0,230589.0,2129694.72,,,,,,,,0.16,,8000.0,,,,,,,,2.11,,,,100.0,9.35,0.0,0.0,,0.0,100.0,10.36,0.3712,58.86,0.2146
2023-02-14,246389.0,5016480.04,2.09,23.99,0.17,5.11,0.0,4837312.04,110789.0,237589.0,2255664.04,,,6000.0,0.15,,,,,7000.0,,,,0.15,6000.0,,800.0,,2.27,,,,29.42,9.96,265797.0,5411626.92,,5.44,29.41,10.02,0.3526,57.07,0.2214
2023-02-15,252189.0,5230399.86,2.14,25.73,0.18,5.22,0.0,5047887.86,110789.0,243389.0,2297763.86,,,,0.12,,,,,5800.0,,,,0.12,,,,,2.26,,,,29.42,9.96,265797.0,5512629.78,,5.41,29.44,9.76,0.3378,55.69,0.2266
2023-02-16,252189.0,5543114.22,2.14,25.86,0.18,5.33,0.0,5349690.22,110789.0,243389.0,2435142.22,,,,,,,,,,,,,,,,,,2.3,,,,29.42,9.96,265797.0,5842218.06,,5.51,29.42,9.73,0.3358,55.5,0.2266
2023-02-17,252189.0,5427107.28,2.14,22.13,0.18,5.44,0.0,5237731.28,110789.0,243389.0,2384179.28,,,,,,,,,,,,,,,,,,2.43,,,,29.42,9.96,265797.0,5719951.44,,5.84,29.41,10.11,0.3261,54.48,0.2266
2023-02-20,236189.0,5120577.52,2.0,20.88,0.17,5.07,0.0,5103233.52,102789.0,235389.0,2228465.52,,,,,,,,0.18,,8000.0,,,,,,,8000.0,2.21,0.18,,,9.24,9.24,1010001.0,21896821.68,,21.75,9.23,10.62,0.3713,58.57,0.2122
2023-02-21,233189.0,5092847.76,1.98,21.12,0.17,5.14,0.0,5075375.76,99789.0,232389.0,2179391.76,,,,,,,,0.05,,3000.0,,,,,,,3000.0,2.16,0.07,,,27.07,8.96,268797.0,5870526.48,,5.83,27.08,10.55,0.3895,60.31,0.2094
2023-02-22,230189.0,4976686.18,1.95,20.85,0.16,5.1,0.0,4959390.18,99789.0,229389.0,2157438.18,,,,,,,,,,,,,,,,,3000.0,2.18,0.06,,,27.07,8.96,268797.0,5811391.14,,5.87,27.09,10.7,0.3997,61.15,0.2067
2023-02-23,230189.0,5031931.54,1.95,21.17,0.16,5.06,0.0,5014443.54,99789.0,229389.0,2181387.54,,,,,,,,,,,,,,,,,,2.16,,,,27.07,8.96,268797.0,5875902.42,,5.81,27.08,10.69,0.3983,61.03,0.2067
2023-02-24,230189.0,4981289.96,1.95,20.77,0.16,5.11,0.0,4963977.96,99789.0,229389.0,2159433.96,,,,,,,,,,,,,,,,,,2.18,,,,27.07,8.96,268797.0,5816767.08,,5.88,27.09,10.69,0.4003,61.21,0.2067
2023-02-27,232189.0,4940981.92,1.97,20.58,0.16,5.07,0.0,4923957.92,100789.0,231389.0,2144789.92,,,1000.0,0.04,,,,,2000.0,,,,0.04,1000.0,,,,2.18,,,,9.05,9.05,1012655.0,21549298.4,,21.77,9.1,10.66,0.392,60.47,0.2085
2023-02-28,239389.0,5132500.16,2.03,21.13,0.17,5.18,0.0,5115348.16,107789.0,238589.0,2310996.16,,,7000.0,0.15,,,,,7200.0,,,,0.15,7000.0,,,,2.29,,,,9.68,9.68,1006109.0,21570976.96,,21.47,9.66,10.27,0.3736,58.64,0.2149
2023-03-01,225589.0,4796022.14,1.91,20.36,0.16,4.89,0.0,4779014.14,93989.0,224789.0,1998206.14,,,,,,,,0.28,,13800.0,,,,,,,13800.0,2.01,0.3,,,8.43,8.43,1020546.0,21696807.96,,21.78,8.46,10.97,0.4137,62.19,0.2024
2023-03-02,225589.0,4759927.9,1.91,20.96,0.16,4.88,0.0,4743047.9,93989.0,224789.0,1983167.9,,,,,,,,,,,,,,,,,,2.0,,,,8.42,8.42,1022305.0,21570635.5,,21.79,8.41,10.89,0.4165,62.44,0.2021
2023-03-03,332896.0,7057395.2,2.82,30.18,0.24,7.09,0.0,7040435.2,202296.0,332096.0,4288675.2,,,106207.0,,,108307.0,,,,,,,,106207.0,2.29,2100.0,1000.0,4.27,0.02,,,18.08,18.08,916563.0,19431135.6,,19.33,18.08,32.27,0.2954,42.3,0.2975
2023-03-06,337796.0,7113983.76,2.87,30.69,0.24,7.22,0.0,7097135.76,205196.0,336996.0,4321427.76,,,5000.0,0.16,,,,0.04,7000.0,2100.0,,,0.16,5000.0,,,2100.0,4.35,0.04,,,18.33,18.33,914268.0,19254484.08,,19.28,18.41,31.19,0.2847,41.64,0.3017
2023-03-07,340910.0,7125019.0,2.89,31.64,0.24,7.29,0.0,7075757.7,206753.0,338553.0,4321137.7,,,1557.0,,,1557.0,,,,,,,,1557.0,0.03,,,4.36,,,,18.47,18.47,912711.0,19075659.9,,19.33,18.4,30.7,0.2814,41.65,0.3045
2023-03-08,340910.0,7104564.4,2.89,34.47,0.24,7.21,0.0,7055444.52,206753.0,338553.0,4308732.52,,,,,,,,,,,,,,,,,,4.32,,,,18.47,18.47,912711.0,19020897.24,,19.11,18.45,30.8,0.2804,41.45,0.3045
2023-03-09,336910.0,6980775.2,2.86,32.29,0.24,7.08,0.0,6931938.16,96546.0,334553.0,2000433.12,,,,,,,,2.31,,110207.0,,,,,,,4000.0,2.01,0.09,,,8.62,8.62,1022918.0,21194860.96,,21.26,8.64,31.25,0.2855,41.85,0.301
2023-03-10,230703.0,4618674.06,1.96,22.18,0.16,4.82,0.0,4571486.92,96546.0,228346.0,1932850.92,,,,,,,,,,,,,,,,,106207.0,2.0,2.21,,,8.62,8.62,1022918.0,20478818.36,,21.12,8.64,10.75,0.3981,60.94,0.2061
2023-03-13,230703.0,4789394.28,1.96,21.84,0.16,4.7,0.0,4740462.96,96546.0,228346.0,2004294.96,,,,,,,,,,,,,,,,,,1.93,,,,8.62,8.62,1022918.0,21235777.68,,20.58,8.58,10.66,0.3926,60.45,0.2061
2023-03-14,354989.0,7234675.82,3.01,33.5,0.25,7.4,0.0,7175573.82,220289.0,352089.0,4489489.82,,,72693.0,,,125300.0,,,,,,,,72693.0,2.58,51050.0,1557.0,4.57,0.03,,,19.64,19.64,901275.0,18367984.5,,18.64,19.7,35.44,0.2967,39.98,0.3165
2023-03-15,312411.0,6266964.66,2.65,27.27,0.22,6.5,0.0,6208790.66,177711.0,309511.0,3564882.66,,,,,,,,0.88,,42578.0,,,,,,,42578.0,3.65,0.86,,,23.53,15.88,577557.0,11585793.42,,11.75,23.72,27.06,0.2922,45.24,0.2792
2023-03-16,233589.0,4681123.56,1.98,19.78,0.17,4.75,0.0,4665091.56,99989.0,232789.0,2003779.56,,,5000.0,0.12,,,,1.72,6000.0,82722.0,,,0.12,5000.0,,,82722.0,2.0,1.71,,,8.93,8.93,1019145.0,20423665.8,,20.36,8.96,10.56,0.3892,59.92,0.2087
2023-03-17,235589.0,4622256.18,2.0,20.16,0.17,4.77,0.0,4606560.18,99989.0,234789.0,1961784.18,,,,0.04,,,,,2000.0,,,,0.04,,,,,2.0,,,,9.08,9.08,1001296.0,19645427.52,,19.94,9.12,10.5,0.3854,59.6,0.2139
2023-03-20,235589.0,4707068.22,2.0,15.7,0.17,4.69,0.0,4691084.22,99989.0,234789.0,1997780.22,,,,,,,,,,,,,,,,,,1.96,,,,9.08,9.08,1001296.0,20005894.08,,19.64,9.08,10.45,0.382,59.3,0.2139
2023-03-21,227989.0,4650975.6,1.93,15.11,0.16,4.61,0.0,4634655.6,92389.0,227189.0,1884735.6,,,,,,,,0.12,,7600.0,,,,,,,7600.0,1.84,0.15,,,8.41,8.41,1006217.0,20526826.8,,20.14,8.39,10.83,0.4046,61.49,0.2075
2023-03-22,222389.0,4558974.5,1.89,14.79,0.16,4.58,0.0,4542574.5,92389.0,221589.0,1893974.5,,,,,,,,,,,,,,,,,5600.0,1.88,0.11,,,8.37,8.37,1010809.0,20721584.5,,20.55,8.39,11.14,0.4241,63.06,0.2016
2023-03-23,323194.0,6599621.48,2.74,21.42,0.23,6.68,0.0,6583285.48,193194.0,322394.0,3945021.48,,,100805.0,,,100805.0,,,,,,,,100805.0,2.07,,,3.96,,,,17.52,17.52,909764.0,18577380.88,,18.59,17.56,30.91,0.2985,43.64,0.293
2023-03-24,323194.0,6450952.24,2.74,21.74,0.23,6.68,0.0,6434984.24,193194.0,322394.0,3856152.24,,,,,,,,,,,,,,,,,,3.95,,,,17.52,17.52,909764.0,18158889.44,,18.62,17.49,30.8,0.3004,43.95,0.293
2023-03-27,323194.0,6489735.52,2.74,21.57,0.23,6.52,0.0,6473671.52,193194.0,322394.0,3879335.52,,,,,,,,,,,,,,,,,,3.86,,,,17.52,17.52,909764.0,18268061.12,,18.15,17.52,30.85,0.2969,43.49,0.293
2023-03-28,323194.0,6376617.62,2.74,21.93,0.23,6.53,0.0,6360833.62,193194.0,322394.0,3811717.62,,,,,,,,,,,,,,,,,,3.88,,,,17.52,17.52,909764.0,17949643.72,,18.14,17.61,30.98,0.2986,43.61,0.293
2023-03-29,318194.0,6395699.4,2.7,21.53,0.23,6.35,0.0,6379619.4,193194.0,317394.0,3883199.4,,,,,,,,,,,,,,,,,5000.0,3.81,0.14,,,17.52,17.52,909764.0,18286256.4,,18.01,17.47,31.33,0.2931,42.65,0.2885
2023-03-30,296025.0,6003387.0,2.51,20.07,0.21,5.98,0.0,5987163.0,187025.0,295225.0,3792867.0,,,,0.04,,,,0.06,2000.0,6169.0,,,0.04,,,,24169.0,3.76,0.46,,,16.96,16.96,915933.0,18575121.24,,18.37,16.98,33.89,0.2712,37.57,0.2684
2023-03-31,186039.0,3869611.2,1.58,14.2,0.13,3.82,0.0,3852971.2,77039.0,185239.0,1602411.2,,,,,,,,2.2,,109986.0,,,,,,,109986.0,1.56,2.17,,,6.98,6.98,1025919.0,21339115.2,,20.97,6.94,13.27,0.3654,57.51,0.1687
2023-04-03,185039.0,3821055.35,1.57,14.01,0.13,3.86,0.0,3804535.35,76039.0,184239.0,1570205.35,,,,,,,,0.0,,1000.0,,,,,,,1000.0,1.58,0.01,,,6.99,6.99,1012011.0,20898027.15,,20.98,7.0,13.46,0.3693,57.88,0.1701
2023-04-04,184039.0,3901626.8,1.56,13.13,0.13,3.83,0.0,3884666.8,76039.0,183239.0,1612026.8,,,,,,,,,,,,,,,,,1000.0,1.57,0.02,,,6.99,6.99,1012011.0,21454633.2,,20.94,6.97,13.48,0.3691,57.83,0.1691
2023-04-05,184039.0,3883222.9,1.56,13.02,0.13,3.94,0.0,3866342.9,76039.0,183239.0,1604422.9,,,,,,,,,,,,,,,,,,1.61,,,,6.99,6.99,1012011.0,21353432.1,,21.51,6.98,13.44,0.3737,58.27,0.1691
2023-04-06,188039.0,4005230.7,1.6,12.95,0.13,4.02,0.0,3988190.7,78039.0,187239.0,1662230.7,,,2000.0,0.08,,,,,4000.0,,,,0.08,2000.0,,,,1.65,,,,7.17,7.17,1010011.0,21513234.3,,21.34,7.16,13.12,0.3599,56.98,0.1728
2023-04-07,188039.0,4005230.7,1.6,12.55,0.13,4.03,0.0,3988190.7,78039.0,187239.0,1662230.7,,,,,,,,,,,,,,,,,,1.66,,,,7.17,7.17,1010011.0,21513234.3,,21.52,7.17,13.23,0.3584,56.82,0.1728
2023-04-10,188039.0,4005230.7,1.6,12.55,0.13,4.05,0.0,3988190.7,78039.0,187239.0,1662230.7,,,,,,,,,,,,,,,,,,1.66,,,,7.17,7.17,1010011.0,21513234.3,,21.58,7.16,13.15,0.3598,56.97,0.1728
2023-04-11,198385.0,4295035.25,1.68,13.24,0.14,4.27,0.0,4185226.45,81113.0,193313.0,1756096.45,,,,0.16,,,,0.03,7272.0,1198.0,,,0.16,,,4272.0,1198.0,1.72,0.02,,,15.15,7.45,454393.0,9837608.45,,9.74,15.04,12.47,0.3246,53.84,0.1822
2023-04-12,198385.0,4463662.5,1.68,12.88,0.14,4.33,0.0,4349542.5,81113.0,193313.0,1825042.5,,,,,,,,,,,,,,,,,,1.75,,,,15.14,7.49,454696.0,10230660.0,,10.0,14.91,12.5,0.3223,53.61,0.1832
2023-04-13,198291.0,4530949.35,1.68,12.59,0.14,4.48,0.0,4415054.15,80347.0,193219.0,1835928.95,,,,,,,,0.0,,766.0,,,,,,,94.0,1.8,0.0,,,15.0,7.42,455462.0,10407306.7,,10.31,14.89,12.54,0.3249,53.85,0.1832
2023-04-14,195493.0,4574536.2,1.66,12.17,0.14,4.52,0.0,4455851.4,78221.0,190421.0,1830371.4,,,,,,,,0.03,,2126.0,,,,,,,2798.0,1.79,0.06,,,14.6,7.18,457588.0,10707559.2,,10.55,14.49,12.63,0.3342,54.75,0.1795
