,ALMAS FP Equity_DX_SI_QTY,ALMAS FP Equity_DX_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMAS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMAS FP Equity_DX_SI_MV,ALMAS FP Equity_DX_DSS,ALMAS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SUPPLY_SI_QTY,ALMAS FP Equity_DX_BROKER_SI_QTY,ALMAS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMAS FP Equity_DX_BROKER_SI_MV_INC_x,ALMAS FP Equity_DX_BROKER_SI_QTY_ADD,ALMAS FP Equity_DX_SUPPLY_SI_MV_DEC,ALMAS FP Equity_DX_BROKER_SI_QTY_INC,ALMAS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMAS FP Equity_DX_BROKER_SI_MV_INC_y,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMAS FP Equity_DX_BROKER_SI_MV_ADD,ALMAS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMAS FP Equity_DX_BROKER_SI_QTY_DEC,ALMAS FP Equity_DX_SUPPLY_SI_MV,ALMAS FP Equity_DX_BROKER_SI_MV_DEC,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMAS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMAS FP Equity_DX_BROKER_SI_CON_RATIO,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMAS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMAS FP Equity_PX_LAST
2009-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2009-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2009-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2009-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2009-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2009-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2009-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2009-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2009-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2009-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2009-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2009-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2009-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2009-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2009-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2009-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2009-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2009-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2009-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2009-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2009-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
2009-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
2009-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2009-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2009-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2009-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2009-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2009-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2009-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2009-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2009-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2009-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2009-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2009-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2009-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2009-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2009-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2009-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2009-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2009-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2009-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2009-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2009-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2009-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2009-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2009-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2009-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2009-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2009-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2009-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2009-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2009-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2009-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2009-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2009-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2009-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2009-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2009-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2009-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2009-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2009-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2009-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2009-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
2009-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2009-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2009-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2010-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2010-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2010-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2010-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2010-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2010-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2010-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2010-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2010-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2010-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2010-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
2010-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2010-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2010-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2010-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2010-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2010-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2010-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2010-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2010-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2010-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2010-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
