,RF FP Equity_DX_SI_QTY,RF FP Equity_DX_SHORT_INTEREST_VALUE,RF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RF FP Equity_DX_SI_MV,RF FP Equity_DX_DSS,RF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY,RF FP Equity_DX_BROKER_SI_QTY,RF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RF FP Equity_DX_BROKER_SI_MV_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_INC_x,RF FP Equity_DX_BROKER_SI_MV_INC_x,RF FP Equity_DX_SUPPLY_SI_MV_NEW,RF FP Equity_DX_BROKER_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_NEW,RF FP Equity_DX_SUPPLY_SI_MV_DEC,RF FP Equity_DX_BROKER_SI_QTY_INC,RF FP Equity_DX_SUPPLY_SI_QTY_DEC,RF FP Equity_DX_BROKER_SI_MV_NEW_y,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RF FP Equity_DX_BROKER_SI_MV_INC_y,RF FP Equity_DX_SUPPLY_SI_QTY_INC_y,RF FP Equity_DX_BROKER_SI_MV_ADD,RF FP Equity_DX_SUPPLY_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_DEC,RF FP Equity_DX_SUPPLY_SI_MV,RF FP Equity_DX_BROKER_SI_MV_DEC,RF FP Equity_DX_SUPPLY_SI_MV_RMV,RF FP Equity_DX_BROKER_SI_MV_RMV,RF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RF FP Equity_DX_UTILIZATION_QUANTITY,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RF FP Equity_DX_ACTIVE_UTILIZATION_MV,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RF FP Equity_DX_BROKER_SI_CON_RATIO,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RF FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-15,385797.0,25796125.81,0.99,9.99,0.75,35.27,0.0,20650300.29,125730.0,308838.0,8406874.33,,,2371.0,2.55,,,,0.96,24329.0,11113.0,,,2.55,2371.0,,,7621.0,11.69,0.61,,,12.9,12.9,849267.0,56785818.38,,79.01,12.89,15.82,0.1288,21.06,0.3957
2006-03-22,375528.0,26043925.13,0.97,10.41,0.73,35.06,0.0,19910015.12,157267.0,287083.0,10906909.67,,11602.0,18075.0,0.69,1.09,,,0.0,7366.0,400.0,,11602.0,0.69,18075.0,,2260.0,29121.0,15.01,2.47,,,15.6,15.6,850925.0,59014046.87,,80.71,15.68,15.46,0.1303,21.47,0.3725
2006-03-29,384157.0,27133977.64,0.99,8.73,0.75,36.58,0.0,21692518.8,139795.0,307118.0,9874073.37,,,477.0,2.4,,,,0.57,23317.0,6544.0,,,2.4,477.0,,197.0,3281.0,13.57,0.27,1.09,,13.92,13.92,864739.0,61078696.19,11602.0,84.33,13.86,15.39,0.1247,20.28,0.3824
2006-04-05,407690.0,28593280.77,1.05,8.35,0.79,39.48,0.0,21316999.53,200510.0,303943.0,14062740.63,,,14090.0,4.12,,10000.0,,1.35,41226.0,13870.0,,,4.12,14090.0,0.88,60496.0,44402.0,19.39,4.2,,0.91,20.1,20.1,797249.0,55914946.41,,77.46,20.02,18.08,0.1486,27.14,0.4086
2006-04-12,385675.0,26514583.07,0.99,6.7,0.75,36.83,0.0,22317898.8,170494.0,324631.0,11721209.12,2.18,,41.0,0.0,,,22750.0,2.99,10.0,30058.0,2.18,,0.0,41.0,,,2072.0,16.19,0.29,,,19.21,19.21,717068.0,49297359.32,,68.45,19.13,18.59,0.1544,28.62,0.4345
2006-04-19,401539.0,27862134.92,1.03,7.17,0.78,38.94,0.0,21406310.78,200133.0,308500.0,13886901.77,,11224.0,11330.0,0.11,1.09,,,0.22,188.0,2602.0,,11224.0,0.11,11330.0,,9687.0,16319.0,19.22,1.53,,,22.29,22.29,697821.0,48420658.65,,67.53,22.15,18.11,0.1554,28.31,0.4472
2006-04-26,397741.0,27216855.01,1.02,6.93,0.77,38.12,0.0,21066288.24,197400.0,307858.0,13507803.27,,,8491.0,0.07,,,,,1577.0,,,,0.07,8491.0,,,2220.0,18.87,0.17,1.09,,22.13,22.13,694724.0,47538982.35,11224.0,66.97,21.99,18.7,0.1545,27.79,0.4458
2006-05-03,470717.0,32026439.65,1.21,8.12,0.91,47.74,0.0,23993856.39,234472.0,352656.0,15952904.52,,,25000.0,7.26,,,,0.04,49490.0,1818.0,,,7.26,25000.0,,13890.0,4692.0,22.36,0.12,,,27.52,27.52,617662.0,42024220.0,,60.62,26.95,14.61,0.1246,21.98,0.5524
2006-05-10,590337.0,40647746.11,1.52,9.52,1.14,60.42,1.0,32130983.03,312782.0,466646.0,21536653.34,,,14794.0,12.36,,,,0.23,119798.0,2412.0,,,12.36,14794.0,,65927.0,5808.0,30.2,0.55,,,52.41,41.13,284026.0,19556654.48,,5.67,84.2,14.46,0.1126,17.66,0.7764
2006-05-17,900453.0,58734241.08,2.32,10.3,1.75,85.78,1.0,42478259.3,449312.0,651233.0,29307470.05,,44978.0,68996.0,17.27,3.94,,,1.24,189199.0,10821.0,,44978.0,17.27,68996.0,,33377.0,4612.0,40.42,0.49,,,60.13,48.46,297923.0,19432753.63,,0.0,107.26,13.57,0.1202,22.01,0.9712
2006-05-24,757386.0,47080262.91,1.96,7.76,1.46,67.3,1.0,27803230.47,414839.0,447274.0,25787021.66,,12244.0,750.0,1.47,1.09,,,4.91,25972.0,49235.0,,12244.0,1.47,750.0,,1768.0,229930.0,35.16,22.81,,,58.84,44.61,290231.0,18041199.31,,0.0,111.63,15.97,0.1185,20.68,0.8145
2006-05-31,667863.0,41336211.16,1.73,6.66,1.29,58.34,1.0,30538748.14,267723.0,493410.0,16570246.38,,,3446.0,4.97,,25912.0,,12.81,65324.0,147129.0,,,4.97,3446.0,2.26,8811.0,45100.0,22.12,4.16,1.09,,37.22,25.82,451511.0,27945482.88,12244.0,3.01,88.01,18.54,0.144,23.77,0.644
2006-06-07,647007.0,38458428.46,1.68,6.27,1.25,55.4,1.0,28668991.94,275270.0,482314.0,16362190.21,,,33910.0,1.68,,,,2.42,20287.0,27868.0,,,1.68,33910.0,,1504.0,31384.0,22.21,2.78,,,35.74,26.26,494925.0,29418596.26,,6.73,76.75,15.78,0.1359,23.96,0.6173
2006-06-14,769175.0,42978716.39,1.99,7.07,1.48,61.18,1.0,34255016.19,306572.0,613050.0,17130134.29,,,43020.0,14.16,,,,1.23,196642.0,12688.0,,,14.16,43020.0,,971.0,65905.0,23.18,6.07,,,38.66,29.08,486423.0,27179557.53,,8.03,74.27,19.98,0.1678,30.06,0.7296
2006-06-21,456554.0,26385434.49,1.23,4.35,0.88,39.35,0.0,21979443.62,252226.0,380316.0,14576791.79,,12835.0,890.0,0.62,1.09,,,4.85,2091.0,68071.0,,12835.0,0.62,890.0,,,234825.0,20.0,17.13,,,34.55,22.12,477711.0,27608152.14,,7.31,73.24,17.87,0.1575,24.97,0.4003
2006-06-28,427245.0,24576975.56,1.15,6.02,0.82,33.13,0.0,20545096.39,207077.0,357155.0,11911962.38,,,3136.0,0.74,,,,3.25,18801.0,35450.0,,,0.74,3136.0,,,41962.0,15.73,6.38,1.09,,27.39,17.8,548944.0,31577627.05,12835.0,11.66,57.43,21.3,0.1729,28.59,0.3672
2006-07-03,416381.0,24813730.08,1.12,6.28,0.8,32.71,0.0,19921614.64,214571.0,334290.0,12787103.34,,13693.0,1832.0,0.18,1.07,,,0.58,1153.0,8032.0,,13693.0,0.18,1832.0,,,24019.0,16.5,1.82,,,18.18,18.18,965840.0,57558085.16,,74.44,18.15,21.43,0.1763,29.96,0.3527
2006-07-04,433566.0,26668648.72,1.17,6.83,0.84,34.61,0.0,21616708.63,216734.0,351434.0,13331310.37,,,5620.0,1.72,,,,0.11,22000.0,3457.0,,,1.72,5620.0,,,4855.0,16.99,0.27,,,18.26,18.26,970442.0,59691896.51,,75.98,18.28,20.25,0.1705,29.22,0.3652
2006-07-05,415196.0,25236382.44,1.12,7.03,0.8,33.72,0.0,21264045.19,191829.0,349842.0,11659722.17,,,223.0,,,1195.0,,1.85,,25128.0,,,,223.0,0.09,,2787.0,15.42,0.11,,,16.27,16.27,986857.0,59982997.59,,79.23,16.29,19.21,0.1686,29.46,0.3523
2006-07-06,392100.0,24148128.35,1.06,7.23,0.76,31.71,0.0,21826065.02,149641.0,354396.0,9215888.99,,,,0.42,,,,2.33,5729.0,28948.0,,,0.42,,,,1174.0,11.89,0.08,1.07,,12.76,12.76,1023012.0,63003889.51,13241.0,81.66,12.71,19.98,0.1849,31.21,0.3344
2006-07-07,402771.0,24882498.53,1.09,8.23,0.78,32.8,0.0,21942346.76,159581.0,355179.0,9858639.27,,,9941.0,0.2,,,,,2500.0,,,,0.2,9941.0,,,1717.0,12.82,0.08,,,13.63,13.63,1011022.0,62459197.49,,81.36,13.61,19.58,0.1762,30.29,0.3441
2006-07-10,403748.0,24772650.32,1.09,8.61,0.78,32.97,0.0,21846548.66,159745.0,356058.0,9801428.18,,,164.0,0.1,,,,,878.0,,,,0.1,164.0,,,,12.91,,,,13.7,13.7,1006428.0,61751114.35,,81.23,13.71,19.78,0.1757,30.04,0.3462
2006-07-11,431538.0,26676212.5,1.16,9.24,0.83,35.2,0.0,23706357.52,159989.0,383495.0,9889976.23,,,406.0,1.51,,8622.0,,0.02,18815.0,162.0,,,1.51,406.0,0.69,,,12.83,,,,13.69,13.69,1008918.0,62367881.76,,81.16,13.65,18.51,0.1674,28.47,0.3692
2006-07-12,435284.0,27091277.52,1.17,8.95,0.84,35.65,0.0,23677638.63,165522.0,380436.0,10301785.59,,,198.0,3.51,,,,0.1,43396.0,1350.0,,,3.51,198.0,,6685.0,46455.0,13.43,3.65,,,14.19,14.19,1000654.0,62278869.0,,81.32,14.17,18.25,0.1438,22.08,0.3733
2006-07-13,354403.0,21785749.71,0.96,7.05,0.68,28.67,0.0,19072512.46,80025.0,310265.0,4919271.62,,,375.0,0.36,,,,6.98,4829.0,85984.0,,,0.36,375.0,,112.0,75000.0,6.46,6.38,,,6.87,6.87,1085285.0,66714298.06,,88.0,6.84,22.49,0.1763,28.54,0.3041
2006-07-14,383465.0,23675111.2,1.03,7.45,0.74,31.01,0.0,20818650.52,82900.0,337199.0,5118242.13,,,3584.0,2.2,,,,0.06,27609.0,710.0,,,2.2,3584.0,,,674.0,6.69,0.06,,,7.11,7.11,1083427.0,66890732.41,,87.54,7.1,20.83,0.1764,30.24,0.3288
2006-07-17,402546.0,24698899.55,1.08,8.03,0.77,32.49,0.0,21731504.82,85103.0,354183.0,5221640.38,,,416.0,2.91,,,,,36273.0,,,,2.91,416.0,,1787.0,19289.0,6.85,1.58,,,7.29,7.29,1081711.0,66370231.8,,87.48,7.26,14.91,0.1784,33.44,0.345
2006-07-18,461549.0,28566767.32,1.24,9.14,0.89,37.28,0.0,24629056.91,101506.0,397928.0,6282536.16,,,16081.0,3.54,,,,0.23,44159.0,2884.0,,,3.54,16081.0,,3206.0,415.0,8.2,0.03,,,8.69,8.69,1066723.0,66022952.57,,86.21,8.69,13.08,0.1853,35.55,0.3951
2006-07-19,466169.0,29120696.0,1.26,9.73,0.9,37.73,0.0,24832322.77,106521.0,397520.0,6654165.46,,,6342.0,0.06,,,,0.1,515.0,1327.0,,,0.06,6342.0,,,923.0,8.63,0.07,,,9.11,9.11,1062866.0,66395229.35,,85.93,9.13,12.94,0.182,35.03,0.3986
2006-07-20,492204.0,31162044.12,1.32,10.2,0.95,40.09,0.0,25854030.01,124573.0,408364.0,7886870.73,,,19574.0,0.97,,,,0.12,10845.0,1521.0,,,0.97,19574.0,,,,10.19,,,,10.64,10.64,1045744.0,66207346.28,,85.33,10.67,12.99,0.1744,33.4,0.4206
2006-07-21,514447.0,33240608.53,1.38,10.9,0.99,42.24,0.0,26957970.88,137987.0,417214.0,8915926.91,,,14467.0,1.09,,,,0.08,12134.0,1053.0,,,1.09,14467.0,,,3284.0,11.47,0.26,,,11.77,11.77,1034227.0,66825804.86,,85.33,11.85,14.78,0.1665,31.37,0.4389
2006-07-24,518463.0,34473708.42,1.4,10.68,1.0,43.08,0.0,27966788.73,139809.0,420603.0,9296197.99,,,1904.0,0.38,,,,0.0,3389.0,81.0,,,0.38,1904.0,,,,11.83,,,,11.67,11.67,1057749.0,70331982.43,,88.62,11.78,14.66,0.1638,30.76,0.4329
2006-07-25,533041.0,35361317.63,1.43,10.89,1.02,44.66,1.0,28816660.11,140972.0,434386.0,9351917.9,,,1227.0,1.37,,,,0.0,13783.0,64.0,,,1.37,1227.0,,,,12.03,,,,11.76,11.76,1057304.0,70140312.99,,89.64,11.83,14.63,0.1687,31.83,0.4448
2006-07-26,657448.0,44319821.69,1.77,13.94,1.26,55.64,1.0,36407416.83,186448.0,540074.0,12568814.74,,,52447.0,9.36,,,,0.93,107471.0,11450.0,,,9.36,52447.0,,4479.0,1783.0,16.16,0.12,,,29.26,15.43,450757.0,30386387.77,,3.37,82.77,15.36,0.184,34.4,0.5441
2006-07-27,655126.0,44765860.31,1.76,14.14,1.26,55.89,1.0,35998700.75,198074.0,526823.0,13534729.22,,,3435.0,0.08,,,,0.0,458.0,37.0,,,0.08,3435.0,,8227.0,13709.0,17.33,1.09,,,31.04,14.57,439948.0,30062386.04,,2.48,87.5,15.48,0.1813,34.26,0.482
2006-07-28,679934.0,46513148.21,1.83,14.77,1.31,58.21,1.0,37720762.61,198359.0,551406.0,13569407.57,,,318.0,1.45,,10000.0,,0.0,14583.0,33.0,,,1.45,318.0,0.85,,,17.4,,,,31.07,14.6,439998.0,30099527.58,,2.63,86.86,15.07,0.1823,34.97,0.5005
2006-07-31,665935.0,45529978.73,1.79,14.85,1.28,57.14,1.0,36950432.02,195339.0,540448.0,13355328.25,,,846.0,0.04,,,,0.33,361.0,3866.0,,,0.04,846.0,,,11319.0,17.16,0.91,,,30.61,14.38,442762.0,30271639.79,,2.93,85.41,15.39,0.1778,34.05,0.4904
2006-08-01,656239.0,44338919.49,1.77,14.66,1.26,56.13,1.0,35122620.78,206263.0,519833.0,13936200.91,,,13320.0,0.35,,,,0.22,4198.0,2397.0,,,0.35,13320.0,,,24814.0,18.05,2.22,,,32.25,15.21,433232.0,29271406.86,,2.16,89.3,16.32,0.1814,34.62,0.4838
2006-08-02,652384.0,43903441.92,1.76,14.25,1.25,55.65,1.0,32532346.56,214196.0,483415.0,14414733.73,,,20848.0,0.15,,,,1.18,2599.0,12915.0,,,0.15,20848.0,,,39017.0,18.64,3.38,,,33.54,15.78,424418.0,28562029.44,,1.16,94.12,16.69,0.1829,34.86,0.4806
2006-08-03,661987.0,43813964.79,1.78,14.59,1.27,56.43,1.0,33285235.82,204299.0,502908.0,13521638.93,,,731.0,1.74,,,,0.91,20032.0,10628.0,,,1.74,731.0,,,539.0,17.73,0.06,,,32.11,15.08,431905.0,28585864.17,,2.01,89.8,16.86,0.1979,37.11,0.4885
2006-08-04,664103.0,44208524.17,1.79,14.8,1.28,56.61,1.0,33413132.26,205959.0,501934.0,13710438.64,,,9498.0,1.86,,,,0.69,22294.0,7838.0,,,1.86,9498.0,,,23269.0,17.9,1.99,,,32.29,15.17,431928.0,28752918.49,,1.78,90.96,17.3,0.1892,35.75,0.4892
2006-08-07,610520.0,40594774.3,1.64,13.51,1.17,52.16,1.0,30114351.49,202178.0,452901.0,13443245.56,,,549.0,0.03,,750.0,,0.37,188.0,4331.0,,,0.03,549.0,0.07,,49971.0,17.62,4.17,,,31.56,14.87,438359.0,29147422.96,,2.12,89.25,16.05,0.1746,33.58,0.4489
2006-08-08,581760.0,38793937.51,1.57,12.53,1.12,49.83,1.0,28445219.9,199739.0,426569.0,13319345.24,,,,,,,,0.2,,2438.0,,,,,,,26333.0,17.43,2.16,,,31.19,14.69,440564.0,29378458.96,,2.31,88.28,15.0,0.1676,32.59,0.4278
2006-08-09,546403.0,36457140.56,1.47,11.81,1.05,46.86,1.0,30581728.3,132609.0,458345.0,8847947.31,,,32.0,4.0,,,,5.97,43565.0,67162.0,,,4.0,32.0,,,11789.0,11.48,1.02,,,9.76,9.76,1225582.0,81773371.02,,106.17,9.75,15.99,0.1876,35.43,0.4023
2006-08-10,551815.0,36585615.12,1.48,12.06,1.06,47.36,1.0,30443403.41,136130.0,459173.0,9025488.23,,,4775.0,0.22,,,,0.11,2373.0,1254.0,,,0.22,4775.0,,,1545.0,11.76,0.13,,,10.04,10.04,1220394.0,80912742.82,,105.62,10.02,16.2,0.1863,35.15,0.4068
2006-08-11,584989.0,39502479.86,1.57,12.84,1.12,50.42,1.0,33294396.48,135406.0,493054.0,9143544.22,,,70.0,3.16,,,,0.02,35565.0,794.0,,,3.16,70.0,,,1684.0,11.84,0.14,,,10.0,10.0,1219023.0,82316815.36,,106.56,10.0,14.97,0.1984,37.56,0.4319
2006-08-14,546932.0,36681082.1,1.47,12.19,1.05,47.38,1.0,30040041.84,142508.0,447911.0,9557582.38,,,9127.0,0.09,,,,0.18,769.0,2025.0,,,0.09,9127.0,,,45912.0,12.51,3.79,,,10.93,10.93,1161407.0,77892069.8,,101.77,10.95,15.35,0.1752,33.08,0.4195
2006-08-15,544163.0,36829045.6,1.46,12.27,1.05,47.07,1.0,30268806.5,140405.0,447233.0,9502634.59,,,,1.57,,,,0.19,18000.0,2103.0,,,1.57,,,,18678.0,12.29,1.63,,,10.77,10.77,1163266.0,78730043.31,,101.97,10.76,15.39,0.1614,29.83,0.4174
2006-08-16,466761.0,31697793.78,1.26,10.74,0.9,40.53,0.0,25104604.32,131111.0,369674.0,8903763.25,,,165.0,0.05,,,,0.82,303.0,9459.0,,,0.05,165.0,,,77862.0,11.56,6.75,,,10.04,10.04,1174205.0,79740398.06,,103.6,10.03,18.02,0.1698,29.5,0.3576
2006-08-17,463520.0,31779684.02,1.25,10.72,0.89,40.37,0.0,25303558.69,128486.0,369063.0,8809208.84,,,60.0,,,,,0.23,,2685.0,,,,60.0,,,612.0,11.42,0.0,,,9.89,9.89,1170698.0,80264956.27,,103.89,9.91,18.13,0.1708,29.62,0.3568
2006-08-18,451616.0,30928910.99,1.22,10.44,0.87,39.43,0.0,24550494.25,127174.0,358480.0,8709508.36,,,77.0,0.05,,,,0.12,417.0,1388.0,,,0.05,77.0,,,11000.0,11.33,0.94,,,9.79,9.79,1171570.0,80234943.52,,104.24,9.81,18.67,0.1654,27.9,0.3477
2006-08-21,438993.0,30098073.07,1.18,10.16,0.84,38.41,0.0,23719236.68,126307.0,345955.0,8659813.06,,,,,,,,0.07,,868.0,,,,,,,12525.0,11.25,1.01,,,9.73,9.73,1172298.0,80374654.87,,104.27,9.74,19.16,0.1597,25.97,0.3381
2006-08-22,449031.0,30906755.28,1.21,10.48,0.86,39.43,0.0,24500688.39,119636.0,355960.0,8234532.97,,,102.0,1.53,,,,0.6,17000.0,6773.0,,,1.53,102.0,,,6995.0,10.73,0.6,,,9.24,9.24,1174797.0,80861150.75,,104.96,9.27,18.67,0.1727,29.26,0.3469
2006-08-23,439997.0,30419845.57,1.18,10.55,0.85,38.81,0.0,24194312.59,119482.0,349950.0,8260565.39,,,100.0,,,3049.0,,0.23,,2625.0,,,,100.0,0.28,2372.0,9058.0,10.73,0.76,,,9.2,9.2,1178863.0,81502442.99,,104.86,9.28,18.07,0.1679,28.6,0.3389
2006-08-24,435401.0,30052035.38,1.17,10.96,0.84,38.46,0.0,23820704.24,119719.0,345120.0,8263186.4,,,431.0,0.07,,,,0.02,669.0,194.0,,,0.07,431.0,,,5500.0,10.77,0.46,,,9.22,9.22,1179250.0,81393618.11,,104.9,9.31,18.3,0.1649,27.66,0.3352
2006-08-25,505864.0,34837951.27,1.36,13.26,0.97,44.81,0.0,28624109.86,119663.0,415636.0,8240977.34,,,,6.75,,,,0.0,75000.0,55.0,,,6.75,,,,4484.0,10.74,0.4,,,9.2,9.2,1180804.0,81319865.04,,104.99,9.28,14.77,0.2144,39.06,0.389
2006-08-28,484730.0,33438220.76,1.3,12.98,0.93,42.87,0.0,28669412.96,91948.0,415600.0,6342866.18,,,1437.0,,,,,2.62,,29153.0,,,,1437.0,,,36.0,8.23,0.01,,,7.65,7.65,1109455.0,76533742.93,,98.48,7.72,15.47,0.2269,40.98,0.4035
2006-08-29,501820.0,34617143.44,1.35,13.78,0.96,44.38,0.0,28330843.48,120563.0,410692.0,8316820.1,,,6.0,0.01,,,,0.0,92.0,5.0,,,0.01,6.0,,28615.0,5000.0,10.79,0.45,,,10.03,10.03,1081589.0,74611457.41,,95.97,10.11,14.95,0.2114,38.52,0.4174
2006-08-30,501713.0,35417323.36,1.35,13.66,0.96,44.5,0.0,28976436.67,120673.0,410473.0,8518644.45,,,120.0,,,,,0.0,,10.0,,,,120.0,,,220.0,10.95,0.0,,,10.07,10.07,1078191.0,76112517.09,,97.87,10.06,14.91,0.2106,38.41,0.4185
2006-08-31,419331.0,29569606.78,1.13,11.3,0.81,37.23,0.0,23112584.15,109535.0,327763.0,7723986.25,,,344.0,0.12,,,,1.03,1322.0,11483.0,,,0.12,344.0,,,84032.0,9.99,7.6,,,9.24,9.24,1075943.0,75871355.62,,98.67,9.2,18.16,0.1748,28.73,0.3537
2006-09-01,395143.0,28091114.06,1.06,10.44,0.76,35.06,0.0,23149649.2,78487.0,325634.0,5579719.92,,,,,,,,2.85,,31048.0,,,,,,,2129.0,7.16,0.19,,,6.61,6.61,1109622.0,78884146.16,,101.88,6.56,19.3,0.1805,30.01,0.3326
2006-09-04,417859.0,29706017.39,1.13,11.64,0.8,37.2,0.0,23166284.5,109960.0,325868.0,7817167.21,,,529.0,0.04,,,,0.0,234.0,43.0,,,0.04,529.0,,30987.0,,10.11,,,,9.25,9.25,1078716.0,76687007.47,,99.25,9.24,18.18,0.1732,28.27,0.3515
2006-09-05,386781.0,27274306.17,1.04,10.91,0.74,34.61,0.0,21724826.37,89807.0,308083.0,6332843.69,,,,,,,,1.85,,20323.0,,,,,,170.0,17786.0,8.29,1.42,,,7.53,7.53,1102477.0,77742431.09,,101.29,7.57,16.1,0.1708,28.2,0.3244
2006-09-06,422176.0,29543712.63,1.14,12.27,0.81,37.89,0.0,21516491.31,127771.0,307468.0,8941364.99,,,1239.0,,,,,0.0,,50.0,,,,1239.0,,36775.0,614.0,11.67,0.04,,,10.7,10.7,1066318.0,74620519.8,,97.46,10.7,15.01,0.1537,26.43,0.3536
2006-09-07,456735.0,31402012.95,1.23,13.2,0.88,40.89,0.0,23342413.91,130286.0,339510.0,8957585.16,,,28.0,5.12,,,,0.03,57343.0,223.0,,,5.12,28.0,,2709.0,25301.0,11.83,2.27,,,10.95,10.95,1060074.0,72883526.5,,96.17,10.96,19.97,0.1609,25.85,0.3837
2006-09-08,393806.0,27467837.73,1.06,11.41,0.76,35.2,0.0,19289479.92,130302.0,276553.0,9088521.23,,,217.0,,,,,0.02,,200.0,,,,217.0,,,62957.0,11.85,5.64,,,10.93,10.93,1061475.0,74037528.78,,95.84,11.01,15.91,0.1462,22.7,0.3304
2006-09-11,390450.0,27143976.23,1.05,11.05,0.75,34.86,0.0,18980136.0,130491.0,273018.0,9071698.3,,,2103.0,0.07,,,,0.18,872.0,1913.0,,,0.07,2103.0,,,4407.0,11.83,0.43,,,10.93,10.93,1063439.0,73929985.75,,96.51,10.92,16.22,0.1465,22.69,0.327
2006-09-12,378996.0,26928682.92,1.02,10.6,0.73,34.16,0.0,18623192.61,129943.0,262104.0,9232798.88,,,,,,,,0.03,,548.0,,,,,,,10915.0,11.95,0.83,,,10.89,10.89,1063431.0,75559626.5,,97.16,10.95,16.54,0.1442,21.1,0.3176
2006-09-13,352806.0,24702747.89,0.95,9.85,0.68,31.98,0.0,17068482.29,122096.0,243773.0,8548909.9,,,171.0,0.11,,,,0.73,913.0,8018.0,,,0.11,171.0,,,19244.0,11.23,1.57,,,10.27,10.27,1067281.0,74728812.64,,98.03,10.28,16.89,0.1398,19.86,0.2966
2006-09-14,345388.0,23931858.54,0.93,9.44,0.66,31.2,0.0,16813511.57,112341.0,242655.0,7784083.18,,,47.0,,,,,0.93,,9802.0,,,,47.0,,,1117.0,10.25,0.12,,,9.44,9.44,1077936.0,74689948.32,,98.09,9.46,17.07,0.1396,20.21,0.2902
2006-09-15,344974.0,23995718.04,0.93,9.25,0.66,31.12,0.0,16850228.45,113274.0,242247.0,7879118.33,,,965.0,0.24,,,,0.0,2984.0,32.0,,,0.24,965.0,,,3393.0,10.33,0.32,,,9.51,9.51,1077268.0,74932659.23,,97.91,9.54,16.93,0.1419,20.71,0.2898
2006-09-18,337715.0,23581394.28,0.91,9.11,0.65,30.46,0.0,16515040.94,110510.0,236516.0,7716506.17,,,,0.02,,,,0.25,233.0,2765.0,,,0.02,,,,5964.0,10.07,0.53,,,9.29,9.29,1079528.0,75379463.18,,98.06,9.31,17.37,0.1424,20.14,0.2838
2006-09-19,334085.0,23238300.46,0.9,9.16,0.64,30.21,0.0,16193322.24,111400.0,232803.0,7748766.54,,,891.0,0.02,,,,,71.0,,,,0.02,891.0,,,3784.0,10.19,0.33,,,9.36,9.36,1078739.0,75034979.11,,98.3,9.39,17.6,0.142,20.32,0.2807
2006-09-20,332042.0,23236170.3,0.89,8.98,0.64,29.82,0.0,16272289.18,109633.0,232529.0,7672074.79,,,17.0,0.0,,,,0.17,158.0,1784.0,,,0.0,17.0,,,432.0,9.96,0.04,,,9.22,9.22,1079324.0,75530674.64,,98.2,9.21,17.76,0.1426,20.59,0.2793
2006-09-21,330012.0,23005580.04,0.89,8.8,0.63,29.59,0.0,16240721.51,107167.0,232971.0,7470755.6,,,16.0,0.03,,,,0.23,442.0,2482.0,,,0.03,16.0,,,,9.7,,,,9.03,9.03,1079134.0,75227881.44,,98.01,9.01,18.01,0.1433,20.75,0.2782
2006-09-22,331028.0,22911484.67,0.89,8.84,0.64,29.67,0.0,16191858.53,107931.0,233942.0,7470242.55,,,763.0,0.1,,,,,1172.0,,,,0.1,763.0,,,200.0,9.76,0.02,,,9.09,9.09,1078802.0,74667265.27,,97.66,9.09,17.89,0.1432,20.69,0.2789
2006-09-25,336672.0,23237610.51,0.91,9.2,0.65,30.16,0.0,16928216.05,101959.0,245260.0,7037364.35,,,23.0,1.04,,,,0.54,11700.0,5994.0,,,1.04,23.0,,,382.0,9.21,0.04,,,8.59,8.59,1085472.0,74920918.75,,98.23,8.58,17.27,0.1476,22.59,0.2835
2006-09-26,335364.0,23288707.74,0.9,9.03,0.64,30.06,0.0,17000498.32,101261.0,244812.0,7031875.32,,,497.0,,,,,0.11,,1196.0,,,,497.0,,,448.0,9.17,0.04,,,8.53,8.53,1085636.0,75389903.25,,98.39,8.52,17.3,0.148,22.69,0.2826
2006-09-27,335591.0,23330193.69,0.9,8.91,0.65,30.04,0.0,17084680.73,101078.0,245753.0,7026914.66,,,526.0,0.07,,,,0.07,941.0,709.0,,,0.07,526.0,,,,9.14,,,,8.53,8.53,1084397.0,75386980.13,,98.15,8.52,17.39,0.1479,22.67,0.2831
