,LIN FP Equity_DX_SI_QTY,LIN FP Equity_DX_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LIN FP Equity_DX_SI_MV,LIN FP Equity_DX_DSS,LIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY,LIN FP Equity_DX_BROKER_SI_QTY,LIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LIN FP Equity_DX_BROKER_SI_MV_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,LIN FP Equity_DX_BROKER_SI_MV_INC_x,LIN FP Equity_DX_SUPPLY_SI_MV_NEW,LIN FP Equity_DX_BROKER_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_NEW,LIN FP Equity_DX_SUPPLY_SI_MV_DEC,LIN FP Equity_DX_BROKER_SI_QTY_INC,LIN FP Equity_DX_SUPPLY_SI_QTY_DEC,LIN FP Equity_DX_BROKER_SI_MV_NEW_y,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LIN FP Equity_DX_BROKER_SI_MV_INC_y,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,LIN FP Equity_DX_BROKER_SI_MV_ADD,LIN FP Equity_DX_SUPPLY_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_DEC,LIN FP Equity_DX_SUPPLY_SI_MV,LIN FP Equity_DX_BROKER_SI_MV_DEC,LIN FP Equity_DX_SUPPLY_SI_MV_RMV,LIN FP Equity_DX_BROKER_SI_MV_RMV,LIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LIN FP Equity_DX_UTILIZATION_QUANTITY,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LIN FP Equity_DX_ACTIVE_UTILIZATION_MV,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LIN FP Equity_DX_BROKER_SI_CON_RATIO,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-10-13,2000.0,14501.54,0.03,0.48,0.02,0.02,0.0,14501.54,2000.0,2000.0,14501.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-14,2000.0,14946.56,0.03,0.48,0.02,0.02,0.0,14946.56,2000.0,2000.0,14946.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-17,2000.0,15575.73,0.03,0.48,0.02,0.02,0.0,15575.73,2000.0,2000.0,15575.73,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-18,2000.0,15652.46,0.03,0.48,0.02,0.02,0.0,15652.46,2000.0,2000.0,15652.46,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-19,2000.0,15744.53,0.03,0.45,0.02,0.02,0.0,15744.53,2000.0,2000.0,15744.53,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-20,2000.0,15422.27,0.03,0.45,0.02,0.02,0.0,15422.27,2000.0,2000.0,15422.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-21,2000.0,15422.27,0.03,0.44,0.02,0.02,0.0,15422.27,2000.0,2000.0,15422.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-24,2000.0,15422.27,0.03,0.31,0.02,0.02,0.0,15422.27,2000.0,2000.0,15422.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-25,2000.0,15268.82,0.03,0.32,0.02,0.02,0.0,15268.82,2000.0,2000.0,15268.82,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-26,2000.0,15345.55,0.03,0.32,0.02,0.02,0.0,15345.55,2000.0,2000.0,15345.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-27,2000.0,15713.84,0.03,0.34,0.02,0.02,0.0,15713.84,2000.0,2000.0,15713.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-28,2000.0,15529.69,0.03,0.36,0.02,0.02,0.0,15529.69,2000.0,2000.0,15529.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-10-31,2000.0,15529.69,0.03,0.41,0.02,0.02,0.0,15529.69,2000.0,2000.0,15529.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-01,2000.0,15422.27,0.03,0.45,0.02,0.02,0.0,15422.27,2000.0,2000.0,15422.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-02,2000.0,15268.82,0.03,0.42,0.02,0.02,0.0,15268.82,2000.0,2000.0,15268.82,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-03,2000.0,15422.27,0.03,0.42,0.02,0.02,0.0,15422.27,2000.0,2000.0,15422.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-04,2000.0,15391.58,0.03,0.42,0.02,0.02,0.0,15391.58,2000.0,2000.0,15391.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-07,2000.0,15345.55,0.03,0.42,0.02,0.02,0.0,15345.55,2000.0,2000.0,15345.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-08,2000.0,15345.55,0.03,0.37,0.02,0.02,0.0,15345.55,2000.0,2000.0,15345.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-09,2000.0,15345.55,0.03,0.37,0.02,0.02,0.0,15345.55,2000.0,2000.0,15345.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0186
2011-11-10,2000.0,15345.55,0.03,0.35,0.02,0.02,0.0,15345.55,2000.0,2000.0,15345.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-11,2000.0,15038.64,0.03,0.35,0.02,0.02,0.0,15038.64,2000.0,2000.0,15038.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-14,2000.0,14424.81,0.03,0.34,0.02,0.02,0.0,14424.81,2000.0,2000.0,14424.81,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-15,2000.0,14808.45,0.03,0.34,0.02,0.02,0.0,14808.45,2000.0,2000.0,14808.45,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-16,2000.0,14885.18,0.03,0.34,0.02,0.02,0.0,14885.18,2000.0,2000.0,14885.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-17,2000.0,14869.83,0.03,0.34,0.02,0.02,0.0,14869.83,2000.0,2000.0,14869.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-18,2000.0,14885.18,0.03,0.34,0.02,0.02,0.0,14885.18,2000.0,2000.0,14885.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-21,2000.0,14900.53,0.03,0.34,0.02,0.02,0.0,14900.53,2000.0,2000.0,14900.53,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0193
2011-11-22,2000.0,14501.54,0.03,0.34,0.02,0.02,0.0,14501.54,2000.0,2000.0,14501.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189
2011-11-23,2041.0,14877.12,0.03,0.34,0.02,0.02,0.0,14877.12,2000.0,2041.0,14578.27,,,,,,41.0,,,,,,,,,0.0,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,2.02,0.9605,97.98,0.0193
2011-11-24,2041.0,14485.62,0.03,0.33,0.02,0.02,0.0,14485.62,2000.0,2041.0,14194.63,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,2.06,0.9596,97.94,0.0193
2011-11-25,2041.0,14877.12,0.03,0.33,0.02,0.02,0.0,14877.12,2000.0,2041.0,14578.27,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.89,0.0,0.0,,0.0,100.0,1.97,0.9614,98.03,0.0193
2011-11-28,3041.0,21699.6,0.05,0.49,0.03,0.03,0.0,21699.6,3000.0,3041.0,21407.04,,,,0.01,,,,,1000.0,,,,0.01,,,1000.0,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.68,0.5469,65.32,0.0288
2011-11-29,3041.0,21466.27,0.05,0.49,0.03,0.03,0.0,21466.27,3000.0,3041.0,21176.85,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.56,0.5477,65.44,0.0288
2011-11-30,3041.0,21932.93,0.05,0.52,0.03,0.03,0.0,21932.93,3000.0,3041.0,21637.22,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,33.65,0.5535,66.35,0.0288
2011-12-01,3041.0,21932.93,0.05,0.52,0.03,0.03,0.0,21932.93,3000.0,3041.0,21637.22,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.28,0.5494,65.72,0.0288
2011-12-02,3041.0,22142.93,0.05,0.54,0.03,0.03,0.0,22142.93,3000.0,3041.0,21844.39,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.11,0.5505,65.89,0.0288
2011-12-05,3041.0,22142.93,0.05,0.81,0.03,0.03,0.0,22142.93,3000.0,3041.0,21844.39,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.25,0.5496,65.75,0.0288
2011-12-06,3041.0,22142.93,0.05,0.79,0.03,0.03,0.0,22142.93,3000.0,3041.0,21844.39,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.38,0.5488,65.62,0.0288
2011-12-07,3041.0,21816.26,0.05,0.79,0.03,0.03,0.0,21816.26,3000.0,3041.0,21522.13,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.63,0.5472,65.37,0.0288
2011-12-08,3041.0,21839.6,0.05,0.81,0.03,0.03,0.0,21839.6,3000.0,3041.0,21545.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.28,0.5495,65.72,0.0288
2011-12-09,3041.0,21839.6,0.05,0.81,0.03,0.03,0.0,21839.6,3000.0,3041.0,21545.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.18,0.55,65.82,0.0288
2011-12-12,3041.0,22049.59,0.05,0.82,0.03,0.03,0.0,22049.59,3000.0,3041.0,21752.31,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.33,0.5491,65.67,0.0288
2011-12-13,3041.0,22166.26,0.05,0.81,0.03,0.03,0.0,22166.26,3000.0,3041.0,21867.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.32,0.5492,65.68,0.0288
2011-12-14,3041.0,22166.26,0.05,0.9,0.03,0.03,0.0,22166.26,3000.0,3041.0,21867.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.25,0.5496,65.75,0.0288
2011-12-15,3041.0,22166.26,0.05,0.93,0.03,0.03,0.0,22166.26,3000.0,3041.0,21867.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.2,0.5499,65.8,0.0288
2011-12-16,3041.0,22166.26,0.05,0.94,0.03,0.03,0.0,22166.26,3000.0,3041.0,21867.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.84,0.0,0.0,,0.0,100.0,34.24,0.5497,65.76,0.0288
2011-12-19,4541.0,33099.96,0.07,1.44,0.04,0.04,0.0,33099.96,4500.0,4541.0,32801.11,,,1500.0,0.01,,,,,1500.0,,,,0.01,1500.0,,,,0.04,,,,100.0,4.26,0.0,0.0,,0.0,100.0,44.05,0.5071,55.95,0.043
2011-12-20,4500.0,32628.47,0.07,1.79,0.04,0.04,0.0,32628.47,4500.0,4500.0,32628.47,,,,,,,,,,,,,,,,,41.0,0.04,0.0,,,100.0,4.26,0.0,0.0,,0.0,100.0,44.61,0.5058,55.39,0.0426
2011-12-21,3500.0,25350.84,0.05,1.4,0.03,0.03,0.0,25350.84,3500.0,3500.0,25350.84,,,,,,,,0.01,,1000.0,,,,,,,1000.0,0.03,0.01,,,100.0,3.31,0.0,0.0,,0.0,100.0,42.51,0.5112,57.49,0.0331
2011-12-22,3500.0,25243.42,0.05,1.65,0.03,0.03,0.0,25243.42,3500.0,3500.0,25243.42,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.33,0.0,0.0,,0.0,100.0,42.49,0.5113,57.51,0.0333
2011-12-23,3500.0,25109.15,0.05,1.55,0.03,0.03,0.0,25109.15,3500.0,3500.0,25109.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.5,0.5112,57.5,0.0338
2011-12-26,3500.0,25109.15,0.05,1.73,0.03,0.03,0.0,25109.15,3500.0,3500.0,25109.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.35,0.5117,57.65,0.0338
2011-12-27,3500.0,25109.15,0.05,1.73,0.03,0.03,0.0,25109.15,3500.0,3500.0,25109.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.88,0.5101,57.12,0.0338
2011-12-28,3500.0,25109.15,0.05,1.75,0.03,0.03,0.0,25109.15,3500.0,3500.0,25109.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.97,0.5099,57.03,0.0338
2011-12-29,3500.0,24706.33,0.05,1.73,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.08,0.5096,56.92,0.0338
2011-12-30,3500.0,24706.33,0.05,1.69,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.45,0.5114,57.55,0.0338
2012-01-02,3500.0,24706.33,0.05,1.63,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.48,0.5113,57.52,0.0338
2012-01-03,3500.0,24706.33,0.05,1.66,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.48,0.5113,57.52,0.0338
2012-01-04,3500.0,24813.75,0.05,1.84,0.03,0.03,0.0,24813.75,3500.0,3500.0,24813.75,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.77,0.5104,57.23,0.0338
2012-01-05,3500.0,24115.53,0.06,1.91,0.03,0.03,0.0,24115.53,3500.0,3500.0,24115.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.69,0.508,56.31,0.0338
2012-01-06,3500.0,23927.54,0.06,2.04,0.03,0.03,0.0,23927.54,3500.0,3500.0,23927.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.03,0.5097,56.97,0.0338
2012-01-09,3500.0,23685.85,0.06,2.1,0.03,0.03,0.0,23685.85,3500.0,3500.0,23685.85,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.17,0.5093,56.83,0.0338
2012-01-10,3500.0,23685.85,0.06,2.1,0.03,0.03,0.0,23685.85,3500.0,3500.0,23685.85,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.85,0.5102,57.15,0.0338
2012-01-11,3500.0,24384.07,0.06,2.17,0.03,0.03,0.0,24384.07,3500.0,3500.0,24384.07,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.97,0.5099,57.03,0.0338
2012-01-12,3500.0,24169.24,0.06,2.11,0.03,0.03,0.0,24169.24,3500.0,3500.0,24169.24,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.19,0.5093,56.81,0.0338
2012-01-13,3500.0,24491.49,0.06,2.12,0.03,0.03,0.0,24491.49,3500.0,3500.0,24491.49,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.44,0.5114,57.56,0.0338
2012-01-16,3500.0,23927.54,0.06,1.16,0.03,0.03,0.0,23927.54,3500.0,3500.0,23927.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.45,0.5086,56.55,0.0338
2012-01-17,3500.0,23927.54,0.06,1.16,0.03,0.03,0.0,23927.54,3500.0,3500.0,23927.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.84,0.5102,57.16,0.0338
2012-01-18,3500.0,23793.27,0.06,1.16,0.03,0.03,0.0,23793.27,3500.0,3500.0,23793.27,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.91,0.51,57.09,0.0338
2012-01-19,3500.0,23793.27,0.06,1.16,0.03,0.03,0.0,23793.27,3500.0,3500.0,23793.27,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.94,0.51,57.06,0.0338
2012-01-20,3500.0,23900.69,0.06,1.16,0.03,0.03,0.0,23900.69,3500.0,3500.0,23900.69,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.75,0.5105,57.25,0.0338
2012-01-23,3500.0,23981.25,0.06,1.11,0.03,0.03,0.0,23981.25,3500.0,3500.0,23981.25,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.82,0.5103,57.18,0.0338
2012-01-24,3500.0,23846.98,0.06,1.01,0.03,0.03,0.0,23846.98,3500.0,3500.0,23846.98,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.04,0.5097,56.96,0.0338
2012-01-25,3500.0,23846.98,0.06,1.0,0.03,0.03,0.0,23846.98,3500.0,3500.0,23846.98,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.99,0.5098,57.01,0.0338
2012-01-26,3500.0,23981.25,0.06,1.03,0.03,0.03,0.0,23981.25,3500.0,3500.0,23981.25,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.94,0.51,57.06,0.0338
2012-01-27,3500.0,24303.51,0.06,1.02,0.03,0.03,0.0,24303.51,3500.0,3500.0,24303.51,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.63,0.5109,57.37,0.0338
2012-01-30,3500.0,24384.07,0.06,1.01,0.03,0.03,0.0,24384.07,3500.0,3500.0,24384.07,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.82,0.5103,57.18,0.0338
2012-01-31,3500.0,24330.36,0.06,0.99,0.03,0.03,0.0,24330.36,3500.0,3500.0,24330.36,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.85,0.5102,57.15,0.0338
2012-02-01,3500.0,24679.47,0.06,0.97,0.03,0.03,0.0,24679.47,3500.0,3500.0,24679.47,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.52,0.5112,57.48,0.0338
2012-02-02,3500.0,24840.6,0.06,0.94,0.03,0.03,0.0,24840.6,3500.0,3500.0,24840.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.88,0.5101,57.12,0.0338
2012-02-03,3500.0,24840.6,0.06,0.92,0.03,0.03,0.0,24840.6,3500.0,3500.0,24840.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.87,0.5102,57.13,0.0338
2012-02-06,3500.0,24840.6,0.06,0.95,0.03,0.03,0.0,24840.6,3500.0,3500.0,24840.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.97,0.5099,57.03,0.0338
2012-02-07,3500.0,24706.33,0.06,0.94,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.09,0.5095,56.91,0.0338
2012-02-08,3500.0,24679.47,0.06,0.9,0.03,0.03,0.0,24679.47,3500.0,3500.0,24679.47,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.08,0.5096,56.92,0.0338
2012-02-09,3500.0,24948.02,0.06,0.88,0.03,0.03,0.0,24948.02,3500.0,3500.0,24948.02,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.62,0.5109,57.38,0.0338
2012-02-10,3500.0,24518.35,0.06,0.82,0.03,0.03,0.0,24518.35,3500.0,3500.0,24518.35,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.8,0.5104,57.2,0.0338
2012-02-13,3500.0,24706.33,0.06,0.83,0.03,0.03,0.0,24706.33,3500.0,3500.0,24706.33,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.37,0.5117,57.63,0.0338
2012-02-14,3500.0,24572.06,0.06,0.76,0.03,0.03,0.0,24572.06,3500.0,3500.0,24572.06,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,42.97,0.5099,57.03,0.0338
2012-02-15,3500.0,28815.1,0.06,0.71,0.03,0.04,0.0,28815.1,3500.0,3500.0,28815.1,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.38,0.0,0.0,,0.0,100.0,39.01,0.5241,60.99,0.0338
2012-02-16,3500.0,28197.44,0.06,0.55,0.03,0.04,0.0,28197.44,3500.0,3500.0,28197.44,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.56,0.5083,56.44,0.0338
2012-02-17,4700.0,38910.93,0.08,0.56,0.04,0.05,0.0,33943.58,4100.0,4100.0,33943.58,,,,0.01,,,,,600.0,,,,0.01,,,600.0,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,49.51,0.5,50.49,0.0454
2012-02-20,5231.0,43467.59,0.09,0.61,0.05,0.06,0.0,38481.82,4100.0,4631.0,34069.41,,,,0.01,,,,,531.0,,,,0.01,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.35,0.5088,56.65,0.0505
2012-02-21,5231.0,43387.31,0.09,0.58,0.05,0.06,0.0,38410.75,4100.0,4631.0,34006.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.09,0.5096,56.91,0.0505
2012-02-22,5231.0,43347.18,0.09,0.57,0.05,0.06,0.0,38375.22,4100.0,4631.0,33975.04,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.12,0.5095,56.88,0.0505
2012-02-23,5231.0,43226.77,0.09,0.56,0.05,0.06,0.0,38268.62,4100.0,4631.0,33880.66,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.14,0.5094,56.86,0.0505
2012-02-24,5231.0,43668.27,0.09,0.54,0.05,0.06,0.0,38659.48,4100.0,4631.0,34226.71,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.5,0.5084,56.5,0.0505
2012-02-27,5231.0,43387.31,0.09,0.61,0.05,0.06,0.0,38410.75,4100.0,4631.0,34006.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.08,0.5096,56.92,0.0505
2012-02-28,5231.0,44631.54,0.09,0.59,0.05,0.06,0.0,39512.27,4100.0,4631.0,34981.71,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.35,0.5088,56.65,0.0505
2012-02-29,5231.0,45675.08,0.09,0.38,0.05,0.06,0.0,40436.11,4100.0,4631.0,35799.63,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.96,0.0,0.0,,0.0,100.0,43.77,0.5078,56.23,0.0505
2012-03-01,4631.0,40862.5,0.08,0.33,0.04,0.05,0.0,40862.5,3500.0,4631.0,30882.91,,,,,,,,0.01,,600.0,,,,,,,,0.04,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.59,0.5082,56.41,0.0447
2012-03-02,4631.0,40578.24,0.08,0.32,0.04,0.05,0.0,40578.24,3500.0,4631.0,30668.07,,,,,,,,,,,,,,,,,,0.04,,,,100.0,3.38,0.0,0.0,,0.0,100.0,43.38,0.5088,56.62,0.0447
