,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2015-05-06,224459.0,55682303.72,2.55,17.18,1.47,56.73,1.0,34848852.85,136476.0,140478.0,33856063.17,,,500.0,0.09,,,,0.07,500.0,236.0,,,0.09,500.0,,,531.0,34.3,0.14,,,10.52,10.52,1161065.0,288029323.73,,292.44,10.5,26.73,0.2385,32.34,0.173
2015-05-07,242517.0,59898774.18,2.75,18.97,1.59,61.08,1.0,35829799.45,149653.0,145067.0,36962486.14,,,14589.0,1.04,,,,0.41,4589.0,1551.0,,,1.04,14589.0,,139.0,,37.7,,,,11.49,11.49,1152321.0,284609389.68,,290.34,11.49,26.9,0.2208,30.05,0.1863
2015-05-08,252790.0,64880642.19,2.87,19.24,1.66,63.88,1.0,39310036.15,157832.0,153161.0,40508886.9,,,7179.0,0.79,,5000.0,,,3094.0,,,,0.79,7179.0,1.25,1000.0,,40.13,,,,12.15,12.15,1141466.0,292966680.33,,288.45,12.21,25.74,0.2076,29.52,0.1946
2015-05-11,261928.0,68905988.88,2.97,19.86,1.72,68.48,1.0,42697415.75,160828.0,162303.0,42309384.18,,,3000.0,3.06,,,,0.0,9142.0,4.0,,,3.06,3000.0,,,,42.26,,,,12.39,12.39,1137578.0,299265206.52,,297.87,12.43,26.65,0.203,28.33,0.2017
2015-05-12,265791.0,68571526.11,3.01,19.65,1.74,70.57,1.0,43121289.24,159651.0,167143.0,41188425.17,,,467.0,1.8,,,,0.42,5000.0,1644.0,,,1.8,467.0,,,160.0,42.23,0.0,,,12.36,12.36,1131519.0,291921038.14,,299.94,12.34,27.24,0.2046,28.3,0.2059
2015-05-13,253351.0,65199626.48,2.87,18.66,1.66,66.09,1.0,42609531.26,148996.0,165571.0,38343971.59,,,699.0,0.08,,,,3.05,469.0,11354.0,,,0.08,699.0,,,2041.0,38.72,0.92,,,11.62,11.62,1133210.0,291630460.19,,295.01,11.6,28.74,0.2186,28.91,0.1976
2015-05-14,256335.0,67206977.0,2.91,18.68,1.68,67.04,1.0,43901164.71,154004.0,167444.0,40377409.58,,,3345.0,1.03,,,,0.06,3897.0,234.0,,,1.03,3345.0,,1897.0,2024.0,40.3,0.58,,,12.05,12.05,1124002.0,294695521.71,,293.73,12.06,28.2,0.2168,28.74,0.2006
2015-05-15,256381.0,67965353.46,2.91,19.1,1.68,68.26,1.0,43414363.67,155440.0,163769.0,41206386.36,,,392.0,0.44,,,,0.75,1318.0,2989.0,,,0.44,392.0,,4033.0,4993.0,41.35,0.93,,,12.13,12.13,1126080.0,298518319.33,,299.17,12.14,28.24,0.2174,28.57,0.2001
2015-05-18,254335.0,68025295.75,2.88,19.32,1.67,68.74,1.0,44908436.84,152868.0,167905.0,40886590.17,,,140.0,1.85,,,,0.53,5766.0,2712.0,,,1.85,140.0,,,1630.0,41.47,0.2,,,11.92,11.92,1129607.0,302128492.96,,305.24,11.96,27.45,0.2161,28.53,0.1983
2015-05-19,254488.0,69372044.36,2.89,19.49,1.67,69.47,1.0,45945813.07,153364.0,168550.0,41806192.09,,,292.0,0.21,,,,0.12,645.0,492.0,,,0.21,292.0,,696.0,,42.13,,,,11.97,11.97,1128095.0,307512560.06,,308.9,12.0,27.33,0.2157,28.53,0.1986
2015-05-20,246568.0,68003837.75,2.8,18.95,1.62,68.4,1.0,44407635.73,153035.0,161013.0,42207290.93,,,80.0,0.1,,,,0.18,324.0,733.0,,,0.1,80.0,,324.0,7861.0,42.53,1.72,,,11.96,11.96,1126335.0,310644944.15,,312.05,11.99,28.11,0.226,29.37,0.1927
2015-05-21,249675.0,68651337.65,2.83,19.44,1.64,69.86,1.0,44163150.48,156432.0,160615.0,43012981.08,,,3308.0,,,,,0.0,,108.0,,,,3308.0,,197.0,398.0,43.68,0.02,,,12.13,12.13,1133183.0,311583173.13,,316.3,12.13,28.12,0.2245,29.1,0.1936
2015-05-22,247511.0,68227283.24,2.81,19.53,1.62,69.26,1.0,44073417.48,154617.0,159887.0,42620723.33,,,,,,,,0.45,,1815.0,,,,,,,728.0,43.33,0.19,,,12.0,12.0,1134178.0,312640180.22,,317.32,12.02,28.31,0.228,29.43,0.192
2015-05-25,247637.0,68188707.53,2.81,20.19,1.63,69.38,1.0,44060781.13,156603.0,160013.0,43121812.03,,,1986.0,0.57,,,,,1986.0,,,,0.57,1986.0,,,1860.0,43.86,0.55,,,12.15,12.15,1132611.0,311872943.96,,316.87,12.16,28.33,0.2283,29.41,0.1921
2015-05-26,245240.0,67335079.66,2.78,20.54,1.61,68.75,1.0,43153592.95,154046.0,157169.0,42296116.79,,,1332.0,0.11,,,,1.14,300.0,4080.0,,,0.11,1332.0,,191.0,3144.0,43.26,0.86,,,11.92,11.92,1137853.0,312418130.81,,319.25,11.93,28.61,0.2334,29.71,0.1898
2015-05-27,245608.0,68720618.26,2.79,21.12,1.61,68.68,1.0,44111827.76,155927.0,157656.0,43628057.08,,,,0.57,,,,0.03,2000.0,119.0,,,0.57,,,2000.0,1513.0,43.59,0.5,,,12.07,12.07,1135609.0,317741085.72,,317.0,12.09,27.89,0.2302,29.83,0.1902
2015-05-28,265792.0,74604107.81,3.01,22.73,1.74,75.36,1.0,49911313.53,177148.0,177819.0,49722973.19,,,24043.0,6.0,,,,0.78,21200.0,2822.0,,,6.0,24043.0,,,1037.0,50.06,0.0,,,13.72,13.72,1113892.0,312653950.66,,315.17,13.71,25.44,0.2078,27.37,0.2059
2015-05-29,268668.0,73462781.18,3.05,23.27,1.76,76.09,1.0,49450687.98,177446.0,180851.0,48519647.55,,,906.0,1.0,,,,0.2,3032.0,608.0,,,1.0,906.0,,,,49.92,,,,13.75,13.75,1112660.0,304238309.38,,314.27,13.71,25.59,0.2066,26.67,0.2083
2015-06-01,268962.0,75095778.1,3.05,23.19,1.77,74.98,1.0,50582895.84,177422.0,181167.0,49537269.74,,,19.0,0.0,,1000.0,,0.22,600.0,43.0,,,0.0,19.0,0.29,,1284.0,49.52,0.85,,,14.06,14.06,1084836.0,302892615.08,,302.09,14.08,24.86,0.2055,27.16,0.2131
2015-06-02,270172.0,74620496.44,3.06,23.79,1.77,76.08,1.0,49848177.52,179260.0,180481.0,49510941.89,,,1876.0,,,,,0.02,,38.0,,,,1876.0,,,686.0,49.93,0.0,,,13.85,13.85,1114619.0,307853601.12,,312.14,13.79,24.78,0.2063,27.39,0.2088
2015-06-03,254630.0,71157014.26,2.89,22.33,1.67,71.37,1.0,46119738.47,164074.0,165036.0,45850905.07,,,820.0,,,,,4.42,,16006.0,,,,820.0,,,15445.0,45.81,4.58,,,12.72,12.72,1126106.0,314693243.94,,314.32,12.72,26.05,0.2202,29.36,0.1974
2015-06-04,253296.0,69447022.52,2.87,22.46,1.66,71.73,1.0,45432449.63,161700.0,165707.0,44333836.86,,,1384.0,0.46,,,,1.16,1409.0,4249.0,,,0.46,1384.0,,491.0,738.0,45.6,0.0,,,11.89,11.89,1198484.0,328592418.9,,338.24,11.88,26.17,0.2202,29.18,0.1862
2015-06-05,254287.0,68112826.38,2.88,21.87,1.67,70.69,1.0,44441136.84,163115.0,165913.0,43691669.94,,,1532.0,0.19,,,,0.11,734.0,117.0,,,0.19,1532.0,,,528.0,45.26,0.47,,,12.02,12.02,1194269.0,319894595.67,,332.29,11.99,25.9,0.2177,29.0,0.1873
2015-06-08,254411.0,67443116.07,2.87,21.59,1.67,68.79,1.0,43896306.61,163118.0,165587.0,43241786.74,,,577.0,0.07,,,,0.63,369.0,574.0,,,0.07,577.0,,,695.0,43.69,1.14,,,12.0,12.0,1196698.0,317238806.93,,322.71,11.92,25.73,0.2171,29.09,0.1871
2015-06-09,262521.0,69165609.61,2.96,21.99,1.72,70.56,1.0,43128750.83,170523.0,163697.0,44927176.29,,,10012.0,0.2,,,,0.71,760.0,2607.0,,,0.2,10012.0,,,2650.0,45.59,0.98,,,12.57,12.57,1185615.0,312370378.91,,317.89,12.54,25.58,0.2155,29.42,0.1936
2015-06-10,258037.0,68226115.2,2.91,21.55,1.69,69.03,1.0,42355467.81,168057.0,160192.0,44435008.32,,,332.0,,,,,0.81,,2798.0,,,,332.0,,,3505.0,44.77,1.05,,,12.39,12.39,1188414.0,314221876.98,,317.45,12.36,24.95,0.2168,29.92,0.1902
2015-06-11,250978.0,67610352.31,2.83,20.14,1.64,67.66,1.0,41854745.99,162104.0,155370.0,43668801.85,,,,,,,,1.54,,5953.0,,,,,,,4822.0,43.74,1.16,,,11.91,11.91,1198874.0,322961747.71,,323.54,11.91,25.6,0.2276,31.03,0.1844
2015-06-12,239047.0,63759402.89,2.7,18.58,1.56,65.18,1.0,38045943.88,153601.0,142642.0,40968964.45,,,445.0,,,,,2.31,,8948.0,,,,445.0,,,12728.0,41.73,2.86,,,11.3,11.3,1205707.0,321590140.79,,328.74,11.26,26.46,0.2415,32.57,0.1759
2015-06-15,234318.0,61076081.32,2.64,18.26,1.53,63.15,1.0,35683363.87,151403.0,136899.0,39463899.23,,,1505.0,,,,,1.05,,3703.0,,,,1505.0,,,5743.0,40.55,1.84,,,11.12,11.12,1209946.0,315378077.16,,326.3,11.05,26.96,0.2483,33.26,0.1721
2015-06-16,237057.0,62702303.15,2.68,18.58,1.55,62.93,1.0,36934679.03,151747.0,139638.0,40137546.65,,,1196.0,0.58,,1279.0,,0.5,2856.0,1428.0,,,0.58,1196.0,0.35,576.0,1396.0,40.3,0.72,,,11.14,11.14,1210503.0,320181754.03,,321.88,11.13,25.77,0.2418,33.37,0.174
2015-06-17,237502.0,61870851.9,2.68,18.41,1.55,63.35,1.0,35971540.63,152649.0,138083.0,39766080.58,,,499.0,0.32,,,,0.13,1150.0,597.0,,,0.32,499.0,,1000.0,2705.0,40.44,0.36,,,11.75,11.75,1146847.0,298761277.31,,305.43,11.69,25.65,0.2386,32.82,0.1828
2015-06-18,235830.0,58875481.23,2.66,18.31,1.54,61.82,1.0,34554612.36,150626.0,138411.0,37604114.14,,,1259.0,0.41,,,,1.08,1682.0,3705.0,,,0.41,1259.0,,423.0,1354.0,39.12,0.58,,,11.56,11.56,1151938.0,287583870.17,,300.65,11.51,25.29,0.2349,32.91,0.1811
2015-06-19,240322.0,60411917.42,2.71,17.94,1.57,61.87,1.0,35922821.2,151863.0,142903.0,38175177.54,,,2535.0,0.37,,2500.0,,0.49,1992.0,1298.0,,,0.37,2535.0,0.65,,,38.77,,,,11.66,11.66,1150945.0,289323467.26,,293.58,11.67,25.24,0.2282,32.58,0.1845
2015-06-22,232202.0,58714413.62,2.62,16.78,1.52,59.99,1.0,34713270.54,154937.0,137283.0,39177246.98,,,373.0,0.1,,,,1.96,373.0,7507.0,,,0.1,373.0,,10208.0,5993.0,39.73,1.48,,,11.93,11.93,1143833.0,289228705.5,,292.84,11.95,25.7,0.237,33.55,0.1788
2015-06-23,220943.0,57982260.01,2.49,15.89,1.45,57.99,1.0,33018262.66,150995.0,125817.0,39625746.69,,,,,,,,0.87,,4149.0,,,,,,207.0,11466.0,39.58,2.89,,,11.7,11.7,1139909.0,299147291.49,,297.85,11.73,26.92,0.261,35.74,0.1712
2015-06-24,233860.0,61383617.61,2.64,15.93,1.53,62.25,1.0,33835009.1,158049.0,128905.0,41484731.81,,,29.0,2.23,,,,0.68,8090.0,2775.0,,,2.23,29.0,,9800.0,5002.0,41.97,1.23,,,12.26,12.26,1130788.0,296809450.93,,300.5,12.26,24.14,0.2303,33.3,0.1815
2015-06-25,225476.0,61051920.01,2.54,15.26,1.48,60.55,1.0,35286892.03,149357.0,130321.0,40441251.47,,,,,,9800.0,,2.31,,8692.0,,,,,2.74,,8384.0,40.13,2.22,,,11.63,11.63,1135275.0,307397321.64,,303.53,11.68,23.49,0.2365,34.98,0.1755
2015-06-26,766953.0,210353782.99,8.65,50.18,5.02,210.9,2.0,33917306.36,665201.0,123663.0,182446051.84,,,88937.0,,,,,0.22,,829.0,,,,88937.0,,427736.0,6658.0,183.0,1.69,,,53.73,53.73,572947.0,157143356.77,,157.95,53.67,10.82,0.5038,69.19,0.6194
2015-06-29,962777.0,253724848.69,10.86,61.91,6.3,269.75,2.0,161355781.72,668785.0,612276.0,176247846.52,,,10449.0,143.11,,12998.0,,1.89,502611.0,6865.0,,,143.11,10449.0,3.86,,26996.0,184.29,7.29,,,53.97,53.97,570503.0,150347159.68,,156.89,54.02,8.23,0.6822,81.97,0.7769
2015-06-30,973464.0,263586955.75,10.98,59.97,6.37,267.33,2.0,168681040.81,676707.0,622963.0,183233420.1,,,2557.0,2.93,,2457.0,,6.87,10928.0,23942.0,,,2.93,2557.0,0.68,29307.0,2698.0,180.69,0.78,,,54.42,54.42,566858.0,153489368.44,,151.87,54.33,8.31,0.6627,80.76,0.7828
2015-07-01,774529.0,219627154.69,8.74,46.2,5.07,219.93,2.0,186022480.79,679255.0,656020.0,192611048.73,,,2548.0,12.76,,,,,33057.0,,,,12.76,2548.0,,,,187.38,,,,54.55,54.55,566002.0,160496777.8,,157.52,54.33,10.6,0.5907,75.75,0.622
2015-07-02,776887.0,213787055.0,8.77,44.44,5.09,226.04,2.0,180441880.48,681357.0,655713.0,187498705.01,,,4059.0,0.67,,,,0.64,1894.0,2457.0,,,0.67,4059.0,,500.0,2201.0,194.41,0.6,,,54.44,54.44,570191.0,156907574.3,,162.39,54.49,10.35,0.5973,76.22,0.6207
2015-07-03,776631.0,212215086.0,8.76,44.27,5.08,224.49,2.0,179104186.71,682155.0,655457.0,186399438.08,,,464.0,,,,,,,,,,,464.0,,334.0,256.0,189.21,0.07,,,54.23,54.23,575803.0,157338662.98,,159.65,54.24,10.22,0.5996,76.39,0.6174
2015-07-06,1054867.0,287354317.09,11.89,60.19,6.9,297.9,2.0,151117849.64,686334.0,554748.0,186962942.12,,,7279.0,1.47,,11400.0,,0.86,4889.0,3100.0,,,1.47,7279.0,3.18,,116998.0,189.55,35.91,,,54.15,54.15,581238.0,158333940.26,,160.38,54.17,7.63,0.6395,79.29,0.8322
2015-07-07,431934.0,119760757.33,4.87,24.4,2.83,119.8,1.0,36685940.64,326406.0,132313.0,90501395.48,,,2810.0,1.46,,,,101.61,5179.0,367738.0,,,1.46,2810.0,,5000.0,427614.0,90.13,124.23,,,24.71,24.71,994487.0,275737766.12,,274.73,24.7,19.6,0.3227,50.79,0.327
2015-07-08,417525.0,115744928.4,4.71,21.84,2.73,116.19,1.0,33299831.84,312253.0,120122.0,86561765.47,,,2465.0,,,,,4.56,,16618.0,,,,2465.0,,,12191.0,86.61,3.41,,,23.55,23.55,1013671.0,281006591.97,,282.33,23.48,20.26,0.314,49.62,0.3149
2015-07-09,263421.0,74056360.45,2.97,13.66,1.72,74.64,1.0,33331982.89,194667.0,118563.0,54727335.78,,,6827.0,0.81,,5000.0,,35.89,2761.0,130000.0,,,0.81,6827.0,1.47,5587.0,9320.0,54.86,2.29,,,14.67,14.67,1132496.0,318382103.11,,317.9,14.72,28.13,0.219,32.77,0.1985
2015-07-10,257047.0,74672807.29,2.9,13.0,1.68,73.59,1.0,35272528.33,193196.0,121419.0,56123929.39,,,6000.0,0.94,,,,2.75,2956.0,9898.0,,,0.94,6000.0,,2427.0,100.0,55.14,0.0,,,14.59,14.59,1130825.0,328507538.72,,321.43,14.64,24.57,0.2138,34.25,0.1941
2015-07-13,272493.0,80173048.35,3.07,13.69,1.78,81.42,1.0,38468163.88,198438.0,130746.0,58384543.34,,,5381.0,4.44,,,,0.96,12221.0,3710.0,,,4.44,5381.0,,3571.0,2894.0,58.68,0.41,,,14.99,14.99,1124975.0,330990796.35,,332.44,15.0,23.65,0.2095,33.41,0.2059
2015-07-14,268430.0,79004244.34,3.03,13.3,1.76,80.61,1.0,37285305.98,181596.0,126683.0,53447285.16,,,181.0,1.77,,,,4.98,5500.0,17023.0,,,1.77,181.0,,,9563.0,53.85,2.79,,,13.76,13.76,1138249.0,335009135.01,,337.84,13.75,23.87,0.2211,33.84,0.2034
2015-07-15,262671.0,78806741.37,2.96,12.96,1.72,79.41,1.0,36279705.01,186969.0,120924.0,56094573.16,,,6350.0,0.23,,,,0.67,747.0,2269.0,,,0.23,6350.0,,1292.0,6506.0,55.9,1.91,,,14.19,14.19,1130242.0,339096013.58,,337.4,14.21,24.38,0.2276,34.83,0.1994
2015-07-16,194372.0,58392712.61,2.19,9.48,1.27,59.47,1.0,25369640.66,147977.0,84448.0,44454851.7,,,,0.47,,,,11.66,600.0,39592.0,,,0.47,,,600.0,37076.0,44.97,11.56,,,11.24,11.24,1168851.0,351143068.59,,354.79,11.25,27.24,0.3168,47.81,0.1476
2015-07-17,191122.0,58619636.44,2.16,9.25,1.25,58.7,1.0,24764328.89,143971.0,80741.0,44157803.28,,,1037.0,0.16,,793.0,,1.54,500.0,5043.0,,,0.16,1037.0,0.24,,5000.0,44.09,1.65,,,10.91,10.91,1175439.0,360522633.92,,358.39,10.95,27.77,0.3323,49.18,0.1449
2015-07-20,182915.0,56700915.77,2.06,8.89,1.2,57.07,1.0,23221290.23,136113.0,74911.0,42192995.37,,,,0.49,,,,2.44,628.0,8198.0,,,0.49,,,340.0,6458.0,42.32,1.96,,,10.3,10.3,1185871.0,367602283.52,,367.91,10.32,29.2,0.3525,50.84,0.1384
2015-07-21,183273.0,56439383.23,2.07,8.86,1.2,57.29,1.0,23647366.49,134412.0,76789.0,41392514.87,,,354.0,1.23,,,,0.64,3413.0,2055.0,,,1.23,354.0,,,1535.0,41.76,0.48,,,10.13,10.13,1192882.0,367351024.65,,371.04,10.12,31.24,0.3524,49.58,0.1381
2015-07-22,185195.0,56737481.67,2.09,8.99,1.21,57.72,1.0,23740620.38,138136.0,77491.0,42320196.37,,,2333.0,0.22,,,,0.21,702.0,661.0,,,0.22,2333.0,,2052.0,,42.8,,,,10.36,10.36,1195403.0,366231031.06,,370.92,10.34,31.06,0.3507,49.49,0.1389
2015-07-23,183659.0,56467206.13,2.07,9.11,1.2,56.99,1.0,25464800.97,133171.0,82824.0,40944327.84,,,441.0,1.36,,500.0,,2.15,4833.0,6869.0,,,1.36,441.0,0.15,1463.0,,41.08,,,,9.96,9.96,1204391.0,370298187.72,,371.24,9.96,32.79,0.3325,46.31,0.1373
2015-07-24,183745.0,56466320.59,2.07,9.28,1.2,57.3,1.0,25560655.7,134005.0,83176.0,41180817.39,,,697.0,0.31,,,,0.07,697.0,268.0,,,0.31,697.0,,405.0,345.0,41.55,0.11,,,9.98,9.98,1209272.0,371619039.63,,374.91,9.98,33.18,0.3329,46.07,0.1368
2015-07-27,185689.0,55102996.07,2.09,9.46,1.21,57.21,1.0,24477031.64,136550.0,82484.0,40521054.63,,,3292.0,0.0,,,,0.26,55.0,747.0,,,0.0,3292.0,,,747.0,41.67,0.23,,,10.11,10.11,1214701.0,360461117.43,,372.72,10.06,33.41,0.3298,45.55,0.1374
2015-07-28,177946.0,53246342.86,2.01,9.05,1.16,53.72,1.0,21974073.23,137255.0,73436.0,41070475.25,,,1305.0,,,,,0.19,,600.0,,,,1305.0,,,9048.0,41.22,3.24,,,10.12,10.12,1219664.0,364957051.68,,366.04,10.12,29.08,0.3299,48.33,0.1311
2015-07-29,177550.0,53374300.01,2.0,9.09,1.16,54.09,1.0,22126811.33,137731.0,73605.0,41404087.38,,,251.0,,,1636.0,,0.0,,7.0,,,,251.0,0.49,232.0,1467.0,41.76,0.3,,,10.11,10.11,1224708.0,368166331.83,,370.53,10.13,29.16,0.3323,48.65,0.1303
2015-07-30,177212.0,53193626.27,2.0,9.1,1.16,54.11,1.0,21992514.14,136129.0,73267.0,40861765.29,,,,0.25,,,,0.77,816.0,2617.0,,,0.25,,,1015.0,1154.0,41.35,0.31,,,9.99,9.99,1226501.0,368158114.63,,373.01,9.98,28.68,0.3295,48.63,0.1301
2015-07-31,160811.0,47680618.26,1.81,8.61,1.05,48.67,1.0,16771874.14,130313.0,56566.0,38637931.53,,,1641.0,0.25,,,,2.29,815.0,7457.0,,,0.25,1641.0,,,17516.0,39.24,5.49,,,9.54,9.54,1235241.0,366250160.65,,372.4,9.53,21.53,0.3545,54.47,0.1178
2015-08-03,165036.0,50356909.58,1.86,9.01,1.08,50.07,1.0,17394364.53,134097.0,57007.0,40916590.95,,,322.0,0.23,,,,0.03,816.0,19.0,,,0.23,322.0,,3481.0,375.0,40.59,0.18,,,9.83,9.83,1230614.0,375493334.34,,371.22,9.86,20.61,0.3654,55.86,0.1209
2015-08-04,166726.0,50393189.78,1.88,9.18,1.09,51.56,1.0,17999381.29,135713.0,59551.0,41019462.86,,,1154.0,0.98,,,,0.28,3063.0,1260.0,,,0.98,1154.0,,1722.0,519.0,41.78,0.0,,,9.93,9.93,1230655.0,371967365.42,,379.32,9.92,20.23,0.3479,54.29,0.122
2015-08-05,191604.0,58530008.67,2.16,11.07,1.25,58.92,1.0,25790850.41,135713.0,84429.0,41456770.56,,,,7.61,,,,,25000.0,,,,7.61,,,,122.0,41.73,0.15,,,9.94,9.94,1229040.0,375439562.12,,376.15,9.99,17.17,0.2819,46.76,0.1404
2015-08-06,192058.0,58011741.53,2.17,11.2,1.26,59.09,1.0,25495710.04,159908.0,84408.0,48300729.8,,,475.0,0.38,,,,0.15,1154.0,563.0,,,0.38,475.0,,,1175.0,48.98,0.36,,,11.71,11.71,1205138.0,364015839.8,,369.74,11.7,17.29,0.2813,46.61,0.1407
2015-08-07,170287.0,50507145.05,1.92,10.15,1.11,51.67,1.0,18578141.87,136786.0,62637.0,40570744.35,,,,0.44,,,,7.17,1888.0,23122.0,,,0.44,,,,23659.0,41.25,7.29,,,10.0,10.0,1230585.0,364991661.69,,372.85,9.96,20.17,0.3369,53.13,0.1245
2015-08-10,171457.0,51925139.13,1.93,10.35,1.12,51.66,1.0,19283140.28,137501.0,63673.0,41641685.99,,,882.0,0.26,,,,0.04,1036.0,167.0,,,0.26,882.0,,,,41.32,,,,10.07,10.07,1228004.0,371896618.68,,367.72,10.1,19.8,0.3374,53.29,0.1256
2015-08-11,178072.0,53522393.65,2.01,11.17,1.17,54.43,1.0,20957266.83,145186.0,69726.0,43637979.27,,,2559.0,2.01,,151.0,,0.0,5902.0,25.0,,,2.01,2559.0,0.05,5151.0,,44.18,,,,10.64,10.64,1219618.0,366575737.31,,371.19,10.64,22.43,0.3256,51.17,0.1305
2015-08-12,178061.0,51877235.16,2.01,11.69,1.17,53.65,1.0,20311137.47,148996.0,69715.0,43409284.06,,,1603.0,1.18,,,,,3810.0,,,,1.18,1603.0,,2207.0,3821.0,44.55,1.28,,,11.33,11.33,1166375.0,339817872.29,,350.18,11.29,20.12,0.3139,50.87,0.1354
2015-08-13,182883.0,54832423.69,2.06,12.59,1.2,54.52,1.0,21609401.12,153818.0,72074.0,46118085.04,,,3714.0,0.66,,,,,2359.0,,,,0.66,3714.0,,1108.0,,45.65,,,,11.7,11.7,1161241.0,348166087.16,,343.53,11.73,19.21,0.315,51.36,0.1391
2015-08-14,175260.0,52538189.07,1.98,12.21,1.15,53.15,1.0,19350936.79,155826.0,64552.0,46712403.58,,,2109.0,0.84,,,,0.02,2478.0,101.0,,,0.84,2109.0,,,10000.0,47.15,3.21,,,12.27,12.27,1113708.0,333859417.31,,336.94,12.28,20.42,0.3421,53.73,0.1381
2015-08-17,177151.0,53517815.9,2.0,12.44,1.16,53.85,1.0,19876250.55,157467.0,65793.0,47571224.08,,,991.0,0.38,,,,,1241.0,,,,0.38,991.0,,650.0,,47.79,,,,12.38,12.38,1114562.0,336712318.45,,337.92,12.39,20.53,0.3368,53.18,0.1393
2015-08-18,176283.0,54391663.32,1.99,12.34,1.15,54.24,1.0,20141357.92,156849.0,65278.0,48395352.92,,,297.0,0.29,,,,0.27,650.0,915.0,,,0.29,297.0,,,1165.0,48.24,0.33,,,12.32,12.32,1116573.0,344515708.74,,342.24,12.35,20.58,0.3431,53.81,0.1384
2015-08-19,175661.0,53677255.69,1.98,12.98,1.15,54.4,1.0,20115563.87,155552.0,65829.0,47532488.59,,,97.0,0.34,,,,0.37,551.0,1394.0,,,0.34,97.0,,,,48.01,,,,12.22,12.22,1117166.0,341375746.66,,345.85,12.19,21.15,0.3361,52.91,0.138
2015-08-20,172408.0,50298635.56,1.94,13.06,1.13,52.34,1.0,18265376.17,150943.0,62608.0,44036395.92,,,136.0,,,,,1.59,,4745.0,,,,136.0,,,3221.0,45.52,1.12,,,11.86,11.86,1122064.0,327353070.71,,340.5,11.79,21.44,0.3451,53.62,0.1354
2015-08-21,171404.0,48646182.74,1.93,13.23,1.12,50.14,1.0,17429060.75,150739.0,61411.0,42781247.46,,,193.0,,,,,0.12,,397.0,,,,193.0,,,1197.0,44.14,0.5,,,11.86,11.86,1120373.0,317973149.34,,328.3,11.85,21.29,0.3535,54.53,0.1348
2015-08-24,167689.0,45654903.23,1.89,13.03,1.1,47.12,1.0,15526407.94,147303.0,57028.0,40104623.5,,,854.0,0.03,,161.0,,1.47,393.0,4290.0,,,0.03,854.0,0.05,,4937.0,41.17,1.78,,,11.56,11.56,1126933.0,306818080.25,,316.51,11.51,20.86,0.3676,56.02,0.1316
2015-08-25,161957.0,46422672.0,1.82,12.3,1.06,45.18,1.0,16425090.45,149321.0,57303.0,42800742.21,,,8047.0,0.01,,,,1.77,518.0,6083.0,,,0.01,8047.0,,54.0,243.0,41.86,0.32,,,11.73,11.73,1123631.0,322072854.93,,312.16,11.83,20.35,0.3708,56.48,0.1272
2015-08-26,162694.0,45488641.19,1.83,12.23,1.06,47.04,1.0,16139976.28,141375.0,57726.0,39527927.57,,,918.0,0.49,,,,2.54,1088.0,8864.0,,,0.49,918.0,,,665.0,40.75,0.0,,,11.11,11.11,1131459.0,316351755.25,,326.79,11.09,20.23,0.3625,55.71,0.1278
2015-08-27,164273.0,47640287.93,1.85,11.76,1.07,46.94,1.0,18832751.93,135247.0,64939.0,39222550.4,,,589.0,1.73,,,,1.95,7352.0,6717.0,,,1.73,589.0,,,139.0,38.75,0.05,,,10.63,10.63,1136777.0,329673066.16,,324.78,10.66,24.12,0.3391,51.91,0.1291
2015-08-28,154823.0,44861347.79,1.74,11.18,1.01,45.37,1.0,15776794.56,135684.0,54448.0,39315651.51,,,596.0,,,,,0.18,,604.0,,,,596.0,,445.0,10491.0,39.76,2.67,,,10.68,10.68,1135276.0,328956366.14,,332.3,10.69,19.13,0.355,55.25,0.1218
2015-08-31,149823.0,44392956.36,1.69,10.77,0.98,44.22,0.0,16264942.99,131481.0,54893.0,38958172.61,,,212.0,,,445.0,,1.46,,5000.0,,,,212.0,0.14,585.0,,38.73,,,,10.33,10.33,1141901.0,338348326.11,,335.36,10.35,18.9,0.3549,55.31,0.1177
2015-09-01,153946.0,44958286.95,1.73,11.11,1.01,45.8,1.0,16444150.69,131839.0,56308.0,38502173.45,,,2435.0,0.59,,,,0.68,1415.0,2350.0,,,0.59,2435.0,,273.0,,39.01,,,,10.36,10.36,1140472.0,333062680.67,,338.42,10.34,19.33,0.3446,54.18,0.121
