,ALOKW FP Equity_DX_SI_QTY,ALOKW FP Equity_DX_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOKW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOKW FP Equity_DX_SI_MV,ALOKW FP Equity_DX_DSS,ALOKW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SUPPLY_SI_QTY,ALOKW FP Equity_DX_BROKER_SI_QTY,ALOKW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_x,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOKW FP Equity_DX_BROKER_SI_MV_INC_x,ALOKW FP Equity_DX_BROKER_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_NEW,ALOKW FP Equity_DX_SUPPLY_SI_MV_DEC,ALOKW FP Equity_DX_BROKER_SI_QTY_INC,ALOKW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_y,ALOKW FP Equity_DX_BROKER_SI_MV_INC_y,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOKW FP Equity_DX_BROKER_SI_MV_ADD,ALOKW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_DEC,ALOKW FP Equity_DX_SUPPLY_SI_MV,ALOKW FP Equity_DX_BROKER_SI_MV_DEC,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOKW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOKW FP Equity_DX_BROKER_SI_CON_RATIO,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOKW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOKW FP Equity_PX_LAST
2023-03-30,5958.0,119160.0,0.07,0.92,0.07,0.12,0.0,56020.0,3157.0,2801.0,63140.0,,,,,,0.47,,23199.0,,,,,,,0.06,,4.39,4.07,68770.0,1375400.0,1.39,4.39,30.07,0.4008,53.11,0.0768,20.0
2023-03-31,5958.0,119904.75,0.07,0.95,0.07,0.12,0.0,56370.13,3157.0,2801.0,63534.63,,,,,,,,,,,,,,,0.06,,4.39,4.09,68770.0,1383996.25,1.38,4.39,30.36,0.3999,52.89,0.0773,20.125
2023-04-03,5958.0,126905.4,0.07,0.99,0.07,0.12,0.0,59661.3,3157.0,2801.0,67244.1,,,,,,,,,,,,,,,0.06,,4.39,4.09,68770.0,1464801.0,1.38,4.39,31.44,0.3972,52.07,0.0773,21.3
2023-04-04,5958.0,125118.0,0.07,1.0,0.07,0.13,0.0,58821.0,3157.0,2801.0,66297.0,,,,,,,,,,,,,,,0.07,,4.39,4.09,68770.0,1444170.0,1.46,4.39,29.93,0.4012,53.21,0.0772,21.0
2023-04-05,5958.0,123926.4,0.07,0.98,0.07,0.12,0.0,58260.8,3157.0,2801.0,65665.6,,,,,,,,,,,,,,,0.07,,4.39,4.09,68770.0,1430416.0,1.44,4.39,30.03,0.4009,53.14,0.0772,20.8
2023-04-06,3958.0,85492.8,0.05,0.64,0.05,0.08,0.0,38901.6,2157.0,1801.0,46591.2,,,,,,0.02,,1000.0,,,,,,1000.0,0.04,0.02,3.0,2.79,69770.0,1507032.0,1.45,3.0,46.44,0.5025,53.56,0.0513,21.6
2023-04-07,3958.0,85492.8,0.05,0.64,0.05,0.09,0.0,38901.6,2157.0,1801.0,46591.2,,,,,,,,,,,,,,,0.05,,3.0,2.8,69770.0,1507032.0,1.51,3.0,45.5,0.504,54.5,0.0513,
2023-04-10,3958.0,85492.8,0.05,0.64,0.05,0.09,0.0,38901.6,2157.0,1801.0,46591.2,,,,,,,,,,,,,,,0.05,,3.0,2.8,69770.0,1507032.0,1.51,3.0,45.45,0.5041,54.55,0.0513,
2023-04-11,3958.0,89055.0,0.05,0.64,0.05,0.09,0.0,40522.5,2157.0,1801.0,48532.5,,,,,,,,,,,,,,,0.05,,3.0,2.8,69770.0,1569825.0,1.51,3.0,46.5,0.5024,53.5,0.0513,22.5
2023-04-12,5289.0,115300.2,0.06,0.84,0.06,0.12,0.0,68277.6,3488.0,3132.0,76038.4,,,,1331.0,,,,,,,,0.03,1331.0,,0.08,,4.87,4.62,68192.0,1486585.6,1.53,4.85,32.98,0.3439,40.77,0.07,21.8
2023-04-13,5289.0,118473.6,0.06,0.8,0.06,0.12,0.0,70156.8,3488.0,3132.0,78131.2,,,,,,,,,,,,,,,0.08,,5.23,4.93,63254.0,1416889.6,1.38,5.21,34.06,0.3425,39.7,0.0748,22.4
2023-04-14,3958.0,88659.2,0.05,0.65,0.05,0.09,0.0,40342.4,2157.0,1801.0,48316.8,,,,,,0.03,,1331.0,,,,,,1331.0,0.05,0.03,3.3,3.05,63115.0,1413776.0,1.41,3.3,45.5,0.504,54.5,0.056,22.4
2023-04-17,3958.0,89055.0,0.05,0.77,0.05,0.09,0.0,40522.5,2157.0,1801.0,48532.5,,,,,,,,,,,,,,,0.05,,3.35,3.1,62146.0,1398285.0,1.39,3.35,45.61,0.5038,54.39,0.0568,22.5
2023-04-18,3958.0,81930.6,0.05,0.83,0.05,0.09,0.0,37280.7,2157.0,1801.0,44649.9,,,,,,,,,,,,,,,0.05,,3.35,3.1,62146.0,1286422.2,1.4,3.35,43.44,0.5086,56.56,0.0568,20.7
2023-04-19,3958.0,81930.6,0.05,0.75,0.05,0.08,0.0,37280.7,2157.0,1801.0,44649.9,,,,,,,,,,,,,,,0.04,,3.35,3.1,62146.0,1286422.2,1.29,3.35,45.5,0.504,54.5,0.0568,20.7
2023-04-20,3958.0,79160.0,0.05,0.64,0.05,0.08,0.0,36020.0,2157.0,1801.0,43140.0,,,,,,,,,,,,,,,0.04,,100.0,3.09,0.0,0.0,0.0,100.0,44.65,0.5057,55.35,0.0567,20.0
2023-04-21,3958.0,79160.0,0.05,0.61,0.05,0.08,0.0,36020.0,2157.0,1801.0,43140.0,,,,,,,,,,,,,,,0.04,,100.0,3.07,0.0,0.0,0.0,100.0,45.5,0.504,54.5,0.0564,20.0
2023-04-24,3958.0,81139.0,0.05,0.62,0.05,0.08,0.0,36920.5,2157.0,1801.0,44218.5,,,,,,,,,,,,,,,0.04,,100.0,3.07,0.0,0.0,0.0,100.0,46.12,0.503,53.88,0.0564,20.5
2023-04-25,3958.0,74410.4,0.05,0.63,0.05,0.08,0.0,33858.8,2157.0,1801.0,40551.6,,,,,,,,,,,,,,,0.04,,100.0,3.06,0.0,0.0,0.0,100.0,43.37,0.5088,56.63,0.0561,18.8
2023-04-26,4012.0,75225.0,0.05,0.23,0.05,0.08,0.0,34275.0,2184.0,1828.0,40950.0,,,,27.0,,,,,,,,0.0,27.0,,0.04,,100.0,3.09,0.0,0.0,0.0,100.0,44.82,0.4908,53.83,0.0568,18.75
2023-04-27,4012.0,74823.8,0.05,0.23,0.05,0.08,0.0,34092.2,2184.0,1828.0,40731.6,,,,,,,,,,,,,,,0.04,,100.0,2.95,0.0,0.0,0.0,100.0,44.76,0.491,53.89,0.0542,18.65
2023-04-28,4212.0,80659.8,0.05,0.23,0.05,0.08,0.0,36921.2,2284.0,1928.0,43738.6,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.04,,100.0,2.69,0.0,0.0,0.0,100.0,43.41,0.4483,50.63,0.0496,19.15
2023-05-01,4212.0,80659.8,0.05,0.23,0.05,0.08,0.0,36921.2,2284.0,1928.0,43738.6,,,,,,,,,,,,,,,0.04,,100.0,2.69,0.0,0.0,0.0,100.0,43.41,0.4476,50.54,0.0496,
2023-05-02,4212.0,82344.6,0.05,0.23,0.05,0.08,0.0,37692.4,2284.0,1928.0,44652.2,,,,,,,,,,,,,,,0.04,,100.0,2.69,0.0,0.0,0.0,100.0,43.27,0.4484,50.76,0.0496,19.55
2023-05-03,4212.0,81291.6,0.05,0.23,0.05,0.08,0.0,37210.4,2284.0,1928.0,44081.2,,,,,,,,,,,,,,,0.04,,100.0,2.69,0.0,0.0,0.0,100.0,42.44,0.449,51.49,0.0496,19.3
2023-05-04,4120.0,80134.0,0.05,0.22,0.05,0.08,0.0,35710.2,2284.0,1836.0,44423.8,,,,,,,,,,,,,,92.0,0.04,0.0,100.0,2.69,0.0,0.0,0.0,100.0,41.67,0.4497,52.19,0.0484,19.45
2023-05-05,4028.0,78747.4,0.05,0.22,0.05,0.08,0.0,35893.8,2192.0,1836.0,42853.6,,,,,,0.0,,92.0,,,,,,,0.04,,100.0,2.58,0.0,0.0,0.0,100.0,42.55,0.4467,51.15,0.0474,19.55
2023-05-08,4028.0,77136.2,0.05,0.22,0.05,0.08,0.0,35159.4,2192.0,1836.0,41976.8,,,,,,,,,,,,,,,0.04,,100.0,2.58,0.0,0.0,0.0,100.0,41.92,0.4473,51.72,0.0475,19.15
2023-05-09,4028.0,77337.6,0.05,0.22,0.05,0.08,0.0,35251.2,2192.0,1836.0,42086.4,,,,,,,,,,,,,,,0.04,,100.0,2.59,0.0,0.0,0.0,100.0,42.49,0.4468,51.21,0.0475,19.2
2023-05-10,4028.0,78143.2,0.05,0.22,0.05,0.08,0.0,35618.4,2192.0,1836.0,42524.8,,,,,,,,,,,,,,,0.04,,100.0,2.59,0.0,0.0,0.0,100.0,42.68,0.4466,51.04,0.0475,19.4
2023-05-11,4028.0,77337.6,0.05,0.22,0.05,0.08,0.0,35251.2,2192.0,1836.0,42086.4,,,,,,,,,,,,,,,0.04,,100.0,2.56,0.0,0.0,0.0,100.0,42.18,0.447,51.49,0.0471,19.2
2023-05-12,4028.0,77740.4,0.05,0.22,0.05,0.08,0.0,35434.8,2192.0,1836.0,42305.6,,,,,,,,,,,,,,,0.04,,100.0,2.57,0.0,0.0,0.0,100.0,42.55,0.4467,51.15,0.0472,19.3
2023-05-15,5028.0,97543.2,0.06,0.26,0.06,0.1,0.0,55018.4,3192.0,2836.0,61924.8,,,,1000.0,,,,,,,,0.02,1000.0,,0.06,,100.0,3.72,0.0,0.0,0.0,100.0,34.11,0.3264,41.0,0.0585,19.4
2023-05-16,5028.0,102571.2,0.06,0.26,0.06,0.1,0.0,57854.4,3192.0,2836.0,65116.8,,,,,,,,,,,,,,,0.06,,100.0,3.71,0.0,0.0,0.0,100.0,35.13,0.327,40.36,0.0584,20.4
2023-05-17,5028.0,108102.0,0.06,0.26,0.06,0.1,0.0,60974.0,3192.0,2836.0,68628.0,,,,,,,,,,,,,,,0.07,,100.0,3.71,0.0,0.0,0.0,100.0,35.18,0.327,40.33,0.0585,21.5
2023-05-18,5028.0,109107.6,0.06,0.26,0.06,0.11,0.0,61541.2,3192.0,2836.0,69266.4,,,,,,,,,,,,,,,0.07,,100.0,3.69,0.0,0.0,0.0,100.0,34.2,0.3264,40.94,0.0582,21.7
2023-05-19,4974.0,112412.4,0.06,0.26,0.06,0.11,0.0,63483.4,3165.0,2809.0,71529.0,,,,,,0.0,,27.0,,,,,,27.0,0.07,0.0,100.0,3.68,0.0,0.0,0.0,100.0,35.28,0.3329,40.93,0.0578,22.6
2023-05-22,4274.0,100439.0,0.05,0.22,0.05,0.1,0.0,51911.5,2565.0,2209.0,60277.5,,,,,,0.01,,600.0,,,,,,600.0,0.06,0.01,100.0,2.97,0.0,0.0,0.0,100.0,41.75,0.4044,46.5,0.0495,23.5
2023-05-23,4274.0,97447.2,0.05,0.22,0.05,0.1,0.0,50365.2,2565.0,2209.0,58482.0,,,,,,,,,,,,,,,0.06,,100.0,2.97,0.0,0.0,0.0,100.0,39.26,0.4073,48.9,0.0496,22.8
2023-05-24,4274.0,96165.0,0.05,0.22,0.05,0.1,0.0,49702.5,2565.0,2209.0,57712.5,,,,,,,,,,,,,,,0.06,,100.0,2.97,0.0,0.0,0.0,100.0,39.67,0.4071,48.57,0.0495,22.5
2023-05-25,4274.0,100439.0,0.05,0.22,0.05,0.1,0.0,51911.5,2565.0,2209.0,60277.5,,,,,,,,,,,,,,,0.06,,100.0,2.97,0.0,0.0,0.0,100.0,41.03,0.4069,47.47,0.0495,23.5
2023-05-26,4274.0,104713.0,0.05,0.22,0.05,0.1,0.0,54120.5,2565.0,2209.0,62842.5,,,,,,,,,,,,,,,0.06,,100.0,3.11,0.0,0.0,0.0,100.0,40.99,0.4069,47.51,0.0518,24.5
2023-05-29,4449.0,113449.5,0.05,0.23,0.05,0.11,0.0,58242.0,2640.0,2284.0,67320.0,,,,100.0,,0.0,,25.0,,,,0.0,100.0,25.0,0.06,0.0,100.0,3.2,0.0,0.0,0.0,100.0,40.08,0.374,44.72,0.0539,25.5
2023-05-30,13636.0,336809.2,0.17,0.68,0.17,0.35,0.0,159833.7,7165.0,6471.0,176975.5,,5000.0,0.12,,,0.01,4525.0,475.0,,0.12,5000.0,,,338.0,0.18,0.01,9.57,8.69,67738.0,1673128.6,1.73,9.57,36.78,0.4152,51.98,0.1653,24.7
2023-05-31,13298.0,323141.4,0.16,0.65,0.16,0.33,0.0,157245.3,6827.0,6471.0,165896.1,,,,,,0.01,,338.0,,,,,,,0.17,,9.11,8.27,68076.0,1654246.8,1.68,9.11,37.66,0.4092,50.67,0.161,24.3
2023-06-01,13298.0,327130.8,0.16,0.66,0.16,0.32,0.0,159186.6,6827.0,6471.0,167944.2,,,,,,,,,,,,,,,0.17,,9.11,8.26,68076.0,1674669.6,1.65,9.11,37.55,0.4074,50.52,0.1608,24.6
2023-06-02,13298.0,333779.8,0.16,0.68,0.16,0.33,0.0,162422.1,6827.0,6471.0,171357.7,,,,,,,,,,,,,,,0.17,,9.19,8.4,67446.0,1692894.6,1.66,9.19,37.52,0.4069,50.48,0.1635,25.1
2023-06-05,13298.0,336439.4,0.16,0.67,0.16,0.33,0.0,163716.3,6827.0,6471.0,172723.1,,,,,,,,,,,,,,,0.17,,9.41,8.57,65744.0,1663323.2,1.65,9.41,37.57,0.4076,50.55,0.167,25.3
2023-06-06,13098.0,328759.8,0.16,0.66,0.16,0.33,0.0,159912.1,6727.0,6371.0,168847.7,,,,,,0.0,,100.0,,,,,,100.0,0.17,0.0,9.28,8.44,65744.0,1650174.4,1.66,9.28,38.21,0.421,51.4,0.1644,25.1
2023-06-07,13098.0,326140.2,0.16,0.65,0.16,0.33,0.0,158637.9,6727.0,6371.0,167502.3,,,,,,,,,,,,,,,0.17,,9.28,8.43,65744.0,1637025.6,1.65,9.28,38.21,0.421,51.4,0.1642,24.9
2023-06-08,13098.0,336618.6,0.16,1.48,0.16,0.33,0.0,163734.7,6727.0,6371.0,172883.9,,,,,,,,,,,,,,,0.17,,9.28,8.43,65744.0,1689620.8,1.65,9.28,37.85,0.4193,51.43,0.1642,25.7
2023-06-09,13098.0,340548.0,0.16,1.46,0.16,0.34,0.0,165646.0,6727.0,6371.0,174902.0,,,,,,,,,,,,,,,0.17,,10.19,9.16,59273.0,1541098.0,1.52,10.19,38.13,0.4197,51.3,0.1784,26.0
2023-06-12,13098.0,339238.2,0.16,1.49,0.16,0.34,0.0,165008.9,6727.0,6371.0,174229.3,,,,,,,,,,,,,,,0.17,,10.19,9.16,59273.0,1535170.7,1.54,10.19,38.19,0.4207,51.38,0.1784,25.9
2023-06-13,13098.0,324830.4,0.16,1.55,0.16,0.34,0.0,158000.8,6727.0,6371.0,166829.6,,,,,,,,,,,,,,,0.17,,10.19,9.23,59273.0,1469970.4,1.54,10.19,38.34,0.4233,51.59,0.1798,24.8
2023-06-14,13021.0,338546.0,0.16,1.52,0.16,0.32,0.0,163644.0,6727.0,6294.0,174902.0,,,,,,,,,,,,,,77.0,0.17,0.0,10.19,9.23,59273.0,1541098.0,1.47,10.19,38.22,0.4212,51.42,0.1787,26.0
2023-06-15,13021.0,346358.6,0.16,1.48,0.16,0.34,0.0,167420.4,6727.0,6294.0,178938.2,,,,,,,,,,,,,,,0.17,,10.19,9.23,59273.0,1576661.8,1.54,10.19,38.31,0.4228,51.54,0.1786,26.6
2023-06-16,12944.0,349488.0,0.16,1.43,0.16,0.34,0.0,169938.0,6650.0,6294.0,179550.0,,,,,,0.0,,77.0,,,,,,,0.18,,10.08,9.11,59350.0,1602450.0,1.58,10.08,38.57,0.4222,51.3,0.1773,27.0
2023-06-19,12944.0,337838.4,0.16,1.36,0.16,0.35,0.0,164273.4,6650.0,6294.0,173565.0,,,,,,,,,,,,,,,0.18,,10.08,9.11,59350.0,1549035.0,1.6,10.08,38.76,0.4253,51.55,0.1773,26.1
2023-06-20,12944.0,352076.8,0.16,1.36,0.16,0.34,0.0,171196.8,6650.0,6294.0,180880.0,,,,,,,,,,,,,,,0.17,,10.08,9.1,59350.0,1614320.0,1.55,10.08,38.47,0.4205,51.16,0.1771,27.2
2023-06-21,12944.0,355960.0,0.16,1.36,0.16,0.35,0.0,173085.0,6650.0,6294.0,182875.0,,,,,,,,,,,,,,,0.18,,10.08,9.11,59350.0,1632125.0,1.61,10.08,37.48,0.424,52.25,0.1773,27.5
2023-06-22,12944.0,348193.6,0.16,1.34,0.16,0.35,0.0,169308.6,6650.0,6294.0,178885.0,,,,,,,,,,,,,,,0.18,,10.08,9.12,59350.0,1596515.0,1.63,10.08,37.37,0.4265,52.62,0.1774,26.9
2023-06-23,12944.0,341721.6,0.16,1.34,0.16,0.34,0.0,166161.6,6650.0,6294.0,175560.0,,,,,,,,,,,,,,,0.18,,10.08,9.12,59350.0,1566840.0,1.6,10.08,37.94,0.4254,52.11,0.1775,26.4
2023-06-26,12944.0,343016.0,0.16,1.39,0.16,0.34,0.0,166791.0,6650.0,6294.0,176225.0,,,,,,,,,,,,,,,0.18,,10.08,9.12,59350.0,1572775.0,1.57,10.08,38.61,0.4229,51.36,0.1775,26.5
2023-06-27,12944.0,332660.8,0.16,1.38,0.16,0.34,0.0,161755.8,6650.0,6294.0,170905.0,,,,,,,,,,,,,,,0.18,,10.08,9.12,59350.0,1525295.0,1.57,10.08,38.74,0.4251,51.53,0.1776,25.7
2023-06-28,12944.0,344310.4,0.16,1.39,0.16,0.33,0.0,167420.4,6650.0,6294.0,176890.0,,,,,,,,,,,,,,,0.17,,10.08,9.14,59350.0,1578710.0,1.58,9.73,38.49,0.4209,51.2,0.178,26.6
2023-06-29,12588.0,331064.4,0.15,1.35,0.15,0.33,0.0,165532.2,6294.0,6294.0,165532.2,,,,,,0.0,,356.0,,,,,,,0.17,,100.0,8.67,0.0,0.0,0.0,100.0,39.77,0.4191,50.06,0.1734,26.3
2023-06-30,12588.0,333582.0,0.15,1.35,0.15,0.33,0.0,166791.0,6294.0,6294.0,166791.0,,,,,,,,,,,,,,,0.17,,100.0,8.68,0.0,0.0,0.0,100.0,39.69,0.4178,49.96,0.1737,26.5
2023-07-03,12588.0,332323.2,0.15,1.38,0.15,0.33,0.0,166161.6,6294.0,6294.0,166161.6,,,,,,,,,,,,,,,0.17,,100.0,8.68,0.0,0.0,0.0,100.0,39.74,0.4186,50.02,0.1737,26.4
2023-07-04,12588.0,320994.0,0.15,1.43,0.15,0.33,0.0,160497.0,6294.0,6294.0,160497.0,,,,,,,,,,,,,,,0.17,,100.0,8.68,0.0,0.0,0.0,100.0,39.7,0.418,49.98,0.1737,25.5
2023-07-05,12588.0,327288.0,0.15,1.44,0.15,0.32,0.0,163644.0,6294.0,6294.0,163644.0,,,,,,,,,,,,,,,0.16,,100.0,8.71,0.0,0.0,0.0,100.0,39.64,0.4171,49.9,0.1742,26.0
2023-07-06,12506.0,321404.2,0.15,1.43,0.15,0.32,0.0,160702.1,6253.0,6253.0,160702.1,,,,,,0.0,,41.0,,,,,,41.0,0.16,0.0,100.0,8.65,0.0,0.0,0.0,100.0,40.03,0.4206,50.06,0.173,25.7
2023-07-07,12506.0,317652.4,0.15,1.45,0.15,0.32,0.0,158826.2,6253.0,6253.0,158826.2,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,40.03,0.4206,50.06,0.1732,25.4
2023-07-10,12506.0,320153.6,0.15,1.46,0.15,0.32,0.0,160076.8,6253.0,6253.0,160076.8,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,39.95,0.4194,49.96,0.1732,25.6
2023-07-11,12506.0,315151.2,0.15,1.54,0.15,0.32,0.0,157575.6,6253.0,6253.0,157575.6,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,40.04,0.4209,50.08,0.1732,25.2
2023-07-12,12506.0,306397.0,0.15,1.65,0.15,0.31,0.0,153198.5,6253.0,6253.0,153198.5,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,40.09,0.4217,50.14,0.1731,24.5
2023-07-13,12506.0,321404.2,0.15,1.66,0.15,0.31,0.0,160702.1,6253.0,6253.0,160702.1,,,,,,,,,,,,,,,0.15,,100.0,8.67,0.0,0.0,0.0,100.0,39.79,0.4168,49.76,0.1733,25.7
2023-07-14,12506.0,317652.4,0.15,1.62,0.15,0.32,0.0,158826.2,6253.0,6253.0,158826.2,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,40.03,0.4206,50.06,0.1733,25.4
2023-07-17,12506.0,306397.0,0.15,1.74,0.15,0.32,0.0,153198.5,6253.0,6253.0,153198.5,,,,,,,,,,,,,,,0.16,,100.0,8.66,0.0,0.0,0.0,100.0,40.12,0.4222,50.18,0.1733,24.5
2023-07-18,12506.0,317652.4,0.15,1.77,0.15,0.31,0.0,158826.2,6253.0,6253.0,158826.2,,,,,,,,,,,,,,,0.15,,100.0,8.68,0.0,0.0,0.0,100.0,39.83,0.4176,49.82,0.1736,25.4
2023-07-19,12506.0,320153.6,0.15,1.75,0.15,0.32,0.0,160076.8,6253.0,6253.0,160076.8,,,,,,,,,,,,,,,0.16,,100.0,8.73,0.0,0.0,0.0,100.0,39.95,0.4194,49.96,0.1746,25.6
2023-07-20,12506.0,317652.4,0.15,1.73,0.15,0.32,0.0,158826.2,6253.0,6253.0,158826.2,,,,,,,,,,,,,,,0.16,,100.0,8.73,0.0,0.0,0.0,100.0,40.01,0.4204,50.04,0.1745,25.4
2023-07-21,12506.0,310148.8,0.15,1.69,0.15,0.32,0.0,155074.4,6253.0,6253.0,155074.4,,,,,,,,,,,,,,,0.16,,100.0,9.88,0.0,0.0,0.0,100.0,40.08,0.4214,50.12,0.1976,24.8
2023-07-24,12506.0,326406.6,0.15,1.69,0.15,0.31,0.0,163203.3,6253.0,6253.0,163203.3,,,,,,,,,,,,,,,0.16,,100.0,10.74,0.0,0.0,0.0,100.0,39.77,0.4166,49.74,0.2147,26.1
2023-07-25,2506.0,65156.0,0.03,0.32,0.03,0.07,0.0,32578.0,1253.0,1253.0,32578.0,,,,,,0.12,,5000.0,,,,,,5000.0,0.03,0.12,100.0,2.27,0.0,0.0,0.0,100.0,49.9,0.5,50.1,0.0455,26.0
2023-07-26,2506.0,65156.0,0.03,0.31,0.03,0.07,0.0,32578.0,1253.0,1253.0,32578.0,,,,,,,,,,,,,,,0.03,,100.0,2.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0465,26.0
2023-07-27,2506.0,63401.8,0.03,0.33,0.03,0.06,0.0,31700.9,1253.0,1253.0,31700.9,,,,,,,,,,,,,,,0.03,,100.0,2.36,0.0,0.0,0.0,100.0,49.32,0.5001,50.68,0.0473,25.3
2023-07-28,2506.0,64654.8,0.03,0.34,0.03,0.06,0.0,32327.4,1253.0,1253.0,32327.4,,,,,,,,,,,,,,,0.03,,100.0,2.36,0.0,0.0,0.0,100.0,49.51,0.5,50.49,0.0473,25.8
2023-07-31,2506.0,65156.0,0.03,0.34,0.03,0.06,0.0,32578.0,1253.0,1253.0,32578.0,,,,,,,,,,,,,,,0.03,,100.0,2.44,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.0489,26.0
2023-08-01,2506.0,64654.8,0.03,0.34,0.03,0.06,0.0,32327.4,1253.0,1253.0,32327.4,,,,,,,,,,,,,,,0.03,,100.0,2.44,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.0489,25.8
2023-08-02,2506.0,64654.8,0.03,0.34,0.03,0.06,0.0,32327.4,1253.0,1253.0,32327.4,,,,,,,,,,,,,,,0.03,,100.0,2.52,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0504,25.8
2023-08-03,2506.0,62900.6,0.03,0.34,0.03,0.06,0.0,31450.3,1253.0,1253.0,31450.3,,,,,,,,,,,,,,,0.03,,100.0,2.56,0.0,0.0,0.0,100.0,49.31,0.5001,50.69,0.0512,25.1
2023-08-04,2506.0,62650.0,0.03,0.34,0.03,0.06,0.0,31325.0,1253.0,1253.0,31325.0,,,,,,,,,,,,,,,0.03,,100.0,2.56,0.0,0.0,0.0,100.0,49.9,0.5,50.1,0.0511,25.0
2023-08-07,2506.0,61898.2,0.03,0.35,0.03,0.06,0.0,30949.1,1253.0,1253.0,30949.1,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.0524,24.7
2023-08-08,2506.0,61397.0,0.03,0.34,0.03,0.06,0.0,30698.5,1253.0,1253.0,30698.5,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.0525,24.5
2023-08-09,2506.0,60144.0,0.03,0.34,0.03,0.06,0.0,30072.0,1253.0,1253.0,30072.0,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,49.48,0.5001,50.52,0.0525,24.0
2023-08-10,2506.0,58139.2,0.03,0.34,0.03,0.06,0.0,29069.6,1253.0,1253.0,29069.6,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,49.15,0.5001,50.85,0.0524,23.2
2023-08-11,2506.0,61647.6,0.03,0.33,0.03,0.06,0.0,30823.8,1253.0,1253.0,30823.8,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.86,0.5,50.14,0.0525,24.6
2023-08-14,2506.0,61647.6,0.03,0.32,0.03,0.06,0.0,30823.8,1253.0,1253.0,30823.8,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0525,24.6
2023-08-15,2506.0,59893.4,0.03,0.32,0.03,0.06,0.0,29946.7,1253.0,1253.0,29946.7,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,49.28,0.5001,50.72,0.0524,23.9
2023-08-16,2506.0,59893.4,0.03,0.33,0.03,0.06,0.0,29946.7,1253.0,1253.0,29946.7,,,,,,,,,,,,,,,0.03,,100.0,2.62,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0524,23.9
2023-08-17,2506.0,59141.6,0.03,0.33,0.03,0.06,0.0,29570.8,1253.0,1253.0,29570.8,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.68,0.5,50.32,0.0525,23.6
2023-08-18,2506.0,55883.8,0.03,0.33,0.03,0.06,0.0,27941.9,1253.0,1253.0,27941.9,,,,,,,,,,,,,,,0.03,,100.0,2.64,0.0,0.0,0.0,100.0,48.58,0.5004,51.42,0.0528,22.3
