,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-07-14,40.0,5460.0,0.01,0.08,0.0,0.01,0.0,2730.0,20.0,20.0,2730.0,,,17.0,0.0,,,,,17.0,,,,0.0,17.0,,,,0.0,,,,0.1,0.1,20035.0,2734777.5,,2.71,0.1,,1.0,100.0,0.002
2021-07-15,40.0,5580.0,0.01,0.09,0.0,0.01,0.0,2790.0,20.0,20.0,2790.0,,,,,,,,,,,,,,,,,,0.0,,,,0.1,0.1,19935.0,2780932.5,,2.72,0.1,,1.0,100.0,0.002
2021-07-16,40.0,5500.0,0.01,0.09,0.0,0.01,0.0,2750.0,20.0,20.0,2750.0,,,,,,,,,,,,,,,,,,0.0,,,,0.1,0.1,20235.0,2782312.5,,2.81,0.1,,1.0,100.0,0.002
2021-07-19,40.0,5340.0,0.01,0.09,0.0,0.01,0.0,2670.0,20.0,20.0,2670.0,,,,,,,,,,,,,,,,,,0.0,,,,0.1,0.1,19811.0,2644768.5,,2.7,0.1,,1.0,100.0,0.002
2021-07-20,40.0,5340.0,0.01,0.09,0.0,0.01,0.0,2670.0,20.0,20.0,2670.0,,,,,,,,,,,,,,,,,,0.0,,,,0.1,0.1,20235.0,2701372.5,,2.69,0.1,,1.0,100.0,0.002
2021-07-21,37.0,5032.0,0.0,0.08,0.0,0.01,0.0,2720.0,17.0,20.0,2312.0,,,,,,,,0.0,,3.0,,,,,,,,0.0,,,,0.08,0.08,20235.0,2751960.0,,2.7,0.08,,1.0,100.0,0.0018
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,17.0,,,,,,,20.0,0.0,0.0,,,0.0,0.0,20135.0,2758495.0,,2.73,0.0,,0.0,,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19735.0,2703695.0,,2.69,0.0,,0.0,,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19735.0,2674092.5,,2.69,0.0,,0.0,,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19735.0,2683960.0,,2.66,0.0,,0.0,,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19735.0,2674092.5,,2.67,0.0,,0.0,,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19735.0,2683960.0,,2.66,0.0,,0.0,,0.0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2684390.5,,2.68,0.0,,0.0,,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2694296.0,,2.67,0.0,,0.0,,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2694296.0,,2.68,0.0,,0.0,,0.0
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2694296.0,,2.68,0.0,,0.0,,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2694296.0,,2.68,0.0,,0.0,,0.0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19811.0,2694296.0,,2.68,0.0,,0.0,,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19872.0,2692656.0,,2.69,0.0,,0.0,,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19872.0,2722464.0,,2.69,0.0,,0.0,,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2683306.5,,2.7,0.0,,0.0,,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2673405.0,,2.67,0.0,,0.0,,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2703109.5,,2.66,0.0,,0.0,,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2673405.0,,2.69,0.0,,0.0,,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2663503.5,,2.66,0.0,,0.0,,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2693208.0,,2.66,0.0,,0.0,,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2643700.5,,2.68,0.0,,0.0,,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2653602.0,,2.63,0.0,,0.0,,0.0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2693208.0,,2.65,0.0,,0.0,,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2713011.0,,2.68,0.0,,0.0,,0.0
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2693208.0,,2.7,0.0,,0.0,,0.0
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2703109.5,,2.68,0.0,,0.0,,0.0
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2713011.0,,2.69,0.0,,0.0,,0.0
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19803.0,2703109.5,,2.7,0.0,,0.0,,0.0
2021-08-31,18.0,2421.0,0.0,0.07,0.0,0.0,0.0,2421.0,18.0,18.0,2421.0,,,,,,18.0,,,,,,,,,0.0,18.0,,0.0,,,,0.09,0.09,19821.0,2665924.5,,2.69,0.09,,1.0,100.0,0.0009
2021-09-01,18.0,2430.0,0.0,0.08,0.0,0.0,0.0,2430.0,18.0,18.0,2430.0,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,19821.0,2675835.0,,2.66,0.09,,1.0,100.0,0.0009
2021-09-02,18.0,2421.0,0.0,0.08,0.0,0.0,0.0,2421.0,18.0,18.0,2421.0,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,19821.0,2665924.5,,2.66,0.09,,1.0,100.0,0.0009
2021-09-03,72.0,9648.0,0.01,0.3,0.0,0.01,0.0,4824.0,36.0,36.0,4824.0,,,18.0,,,36.0,,,,,,,,18.0,0.0,,18.0,0.0,0.0,,,0.18,0.18,19839.0,2658426.0,,2.66,0.18,,1.0,100.0,0.0036
2021-09-06,72.0,9756.0,0.01,0.3,0.0,0.01,0.0,4878.0,36.0,36.0,4878.0,,,,,,,,,,,,,,,,,,0.0,,,,0.18,0.18,19839.0,2688184.5,,2.65,0.18,,1.0,100.0,0.0036
2021-09-07,72.0,9720.0,0.01,0.3,0.0,0.01,0.0,4860.0,36.0,36.0,4860.0,,,,,,,,,,,,,,,,,,0.0,,,,0.18,0.18,19839.0,2678265.0,,2.68,0.18,,1.0,100.0,0.0036
2021-09-08,72.0,9648.0,0.01,0.31,0.0,0.01,0.0,4824.0,36.0,36.0,4824.0,,,,,,,,,,,,,,,,,,0.0,,,,0.18,0.18,19839.0,2658426.0,,2.67,0.18,,1.0,100.0,0.0036
2021-09-09,72.0,9720.0,0.01,0.29,0.0,0.01,0.0,4860.0,36.0,36.0,4860.0,,,,,,,,,,,,,,,,,,0.0,,,,0.18,0.18,19839.0,2678265.0,,2.65,0.18,,1.0,100.0,0.0036
2021-09-10,72.0,9540.0,0.01,0.29,0.0,0.01,0.0,4770.0,36.0,36.0,4770.0,,,,,,,,,,,,,,,,,,0.0,,,,0.34,0.34,10428.0,1381710.0,,1.39,0.35,,1.0,100.0,0.0069
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,36.0,,,,,,,36.0,0.0,0.0,,,0.0,0.0,10313.0,1371629.0,,1.36,0.0,,0.0,,0.0
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10294.0,1374249.0,,1.36,0.0,,0.0,,0.0
2021-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10294.0,1389690.0,,1.37,0.0,,0.0,,0.0
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10197.0,1366398.0,,1.37,0.0,,0.0,,0.0
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10107.0,1344231.0,,1.34,0.0,,0.0,,0.0
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10093.0,1337322.5,,1.33,0.0,,0.0,,0.0
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10112.0,1329728.0,,1.33,0.0,,0.0,,0.0
2021-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10112.0,1349952.0,,1.32,0.0,,0.0,,0.0
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9841.0,1303932.5,,1.3,0.0,,0.0,,0.0
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9958.0,1339351.0,,1.31,0.0,,0.0,,0.0
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10028.0,1353780.0,,1.34,0.0,,0.0,,0.0
2021-09-28,62.0,8401.0,0.01,0.16,0.0,0.01,0.0,4200.5,31.0,31.0,4200.5,,,,,,31.0,,,,,,,,,0.0,31.0,,0.0,,,,0.31,0.31,10059.0,1362994.5,,1.35,0.31,,1.0,100.0,0.0061
2021-09-29,62.0,8308.0,0.01,0.16,0.0,0.01,0.0,4154.0,31.0,31.0,4154.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1347906.0,,1.35,0.31,,1.0,100.0,0.0061
2021-09-30,62.0,8308.0,0.01,0.15,0.0,0.01,0.0,4154.0,31.0,31.0,4154.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1347906.0,,1.34,0.31,,1.0,100.0,0.0061
2021-10-01,62.0,8432.0,0.01,0.15,0.0,0.01,0.0,4216.0,31.0,31.0,4216.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1368024.0,,1.34,0.31,,1.0,100.0,0.0061
2021-10-04,62.0,8308.0,0.01,0.15,0.0,0.01,0.0,4154.0,31.0,31.0,4154.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1347906.0,,1.35,0.31,,1.0,100.0,0.0061
2021-10-05,62.0,8432.0,0.01,0.15,0.0,0.01,0.0,4216.0,31.0,31.0,4216.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1368024.0,,1.34,0.31,,1.0,100.0,0.0061
2021-10-06,62.0,8370.0,0.01,0.14,0.0,0.01,0.0,4185.0,31.0,31.0,4185.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,10059.0,1357965.0,,1.36,0.31,,1.0,100.0,0.0061
2021-10-07,62.0,8339.0,0.01,0.13,0.0,0.01,0.0,4169.5,31.0,31.0,4169.5,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,9937.0,1336526.5,,1.33,0.31,,1.0,100.0,0.0062
2021-10-08,62.0,8432.0,0.01,0.13,0.0,0.01,0.0,4216.0,31.0,31.0,4216.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,9937.0,1351432.0,,1.33,0.31,,1.0,100.0,0.0062
2021-10-11,62.0,8649.0,0.01,0.13,0.0,0.01,0.0,4324.5,31.0,31.0,4324.5,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,9937.0,1386211.5,,1.35,0.31,,1.0,100.0,0.0062
2021-10-12,62.0,8494.0,0.01,0.13,0.0,0.01,0.0,4247.0,31.0,31.0,4247.0,,,,,,,,,,,,,,,,,,0.0,,,,0.31,0.31,9937.0,1361369.0,,1.37,0.32,,1.0,100.0,0.0062
2021-10-13,62.0,8494.0,0.01,0.13,0.0,0.01,0.0,4247.0,31.0,31.0,4247.0,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.29,10506.0,1439322.0,,1.43,0.3,,1.0,100.0,0.0059
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,31.0,,,,,,,31.0,0.0,0.0,,,0.0,0.0,9906.0,1327404.0,,1.34,0.0,,0.0,,0.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9906.0,1347216.0,,1.32,0.0,,0.0,,0.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9906.0,1357122.0,,1.34,0.0,,0.0,,0.0
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9906.0,1367028.0,,1.35,0.0,,0.0,,0.0
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10091.0,1352194.0,,1.37,0.0,,0.0,,0.0
2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10291.0,1404721.5,,1.37,0.0,,0.0,,0.0
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10191.0,1385976.0,,1.38,0.0,,0.0,,0.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9991.0,1353780.5,,1.35,0.0,,0.0,,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9991.0,1368767.0,,1.35,0.0,,0.0,,0.0
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9991.0,1368767.0,,1.36,0.0,,0.0,,0.0
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9991.0,1368767.0,,1.36,0.0,,0.0,,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9991.0,1348785.0,,1.35,0.0,,0.0,,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2486425.0,,2.47,0.0,,0.0,,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2550650.0,,2.48,0.0,,0.0,,0.0
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2504775.0,,2.53,0.0,,0.0,,0.0
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2532300.0,,2.5,0.0,,0.0,,0.0
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2541475.0,,2.52,0.0,,0.0,,0.0
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2516440.5,,2.49,0.0,,0.0,,0.0
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2543499.0,,2.51,0.0,,0.0,,0.0
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2498401.5,,2.53,0.0,,0.0,,0.0
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2489382.0,,2.49,0.0,,0.0,,0.0
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2669772.0,,2.5,0.0,,0.0,,0.0
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2633694.0,,2.65,0.0,,0.0,,0.0
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18039.0,2642713.5,,2.62,0.0,,0.0,,0.0
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2624050.0,,2.67,0.0,,0.0,,0.0
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2550650.0,,2.6,0.0,,0.0,,0.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18350.0,2569000.0,,2.54,0.0,,0.0,,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2609967.5,,2.57,0.0,,0.0,,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2573077.5,,2.59,0.0,,0.0,,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2600745.0,,2.56,0.0,,0.0,,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2573077.5,,2.58,0.0,,0.0,,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2434740.0,,2.54,0.0,,0.0,,0.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2480852.5,,2.43,0.0,,0.0,,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18445.0,2480852.5,,2.47,0.0,,0.0,,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18594.0,2510190.0,,2.49,0.0,,0.0,,0.0
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18594.0,2482299.0,,2.5,0.0,,0.0,,0.0
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18594.0,2510190.0,,2.48,0.0,,0.0,,0.0
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18594.0,2510190.0,,2.5,0.0,,0.0,,0.0
2021-12-07,2000.0,270000.0,0.27,2.44,0.04,0.27,0.0,0.0,2000.0,0.0,270000.0,,,,,,,,,,,,,,,,2000.0,,0.27,,,,23.93,10.76,6359.0,858465.0,,0.86,23.93,,1.0,100.0,0.1076
2021-12-08,2000.0,289000.0,0.27,2.46,0.04,0.27,0.0,0.0,2000.0,0.0,289000.0,,,,,,,,,,,,,,,,,,0.27,,,,23.93,10.76,6359.0,918875.5,,0.86,23.93,,1.0,100.0,0.1076
2021-12-09,2000.0,283000.0,0.27,2.28,0.04,0.29,0.0,0.0,2000.0,0.0,283000.0,,,,,,,,,,,,,,,,,,0.29,,,,23.93,10.7,6359.0,899798.5,,0.92,23.93,,1.0,100.0,0.107
2021-12-10,2000.0,282000.0,0.27,2.28,0.04,0.29,0.0,0.0,2000.0,0.0,282000.0,,,,,,,,,,,,,,,,,,0.29,,,,23.93,10.76,6359.0,896619.0,,0.92,23.93,,1.0,100.0,0.1076
2021-12-13,2000.0,283000.0,0.27,2.3,0.04,0.28,0.0,0.0,2000.0,0.0,283000.0,,,,,,,,,,,,,,,,,,0.28,,,,23.93,10.76,6359.0,899798.5,,0.9,23.93,,1.0,100.0,0.1076
2021-12-14,2000.0,283000.0,0.27,2.3,0.04,0.28,0.0,0.0,2000.0,0.0,283000.0,,,,,,,,,,,,,,,,,,0.28,,,,23.93,10.76,6359.0,899798.5,,0.9,23.93,,1.0,100.0,0.1076
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.28,,2000.0,,,,,,,,0.0,,,,0.0,0.0,18594.0,2584566.0,,2.61,0.0,,0.0,,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18594.0,2603160.0,,2.57,0.0,,0.0,,0.0
